image_id,lesion_area_px,total_area_px,relative_size
ISIC_0025585,28258.0,270000.0,0.10465925925925926
ISIC_0030523,132736.0,270000.0,0.49161481481481484
ISIC_0031100,85458.0,270000.0,0.31651111111111113
ISIC_0031671,32382.0,270000.0,0.11993333333333334
ISIC_0025079,53273.0,270000.0,0.1973074074074074
ISIC_0029637,96643.0,270000.0,0.35793703703703705
ISIC_0024979,160572.0,270000.0,0.5947111111111111
ISIC_0024462,125620.0,270000.0,0.46525925925925926
ISIC_0025415,89830.0,270000.0,0.3327037037037037
ISIC_0027974,44928.0,270000.0,0.1664
ISIC_0031207,40474.0,270000.0,0.1499037037037037
ISIC_0025143,95420.0,270000.0,0.3534074074074074
ISIC_0030918,90019.0,270000.0,0.3334037037037037
ISIC_0025161,58200.0,270000.0,0.21555555555555556
ISIC_0031926,63338.0,270000.0,0.23458518518518517
ISIC_0027324,48067.0,270000.0,0.17802592592592592
ISIC_0031652,48299.0,270000.0,0.17888518518518517
ISIC_0030846,55663.0,270000.0,0.20615925925925926
ISIC_0029829,33608.0,270000.0,0.12447407407407407
ISIC_0025407,28025.0,270000.0,0.1037962962962963
ISIC_0031297,36668.0,270000.0,0.1358074074074074
ISIC_0032391,64447.0,270000.0,0.2386925925925926
ISIC_0029149,117490.0,270000.0,0.4351481481481482
ISIC_0032169,64446.0,270000.0,0.2386888888888889
ISIC_0024584,35672.0,270000.0,0.13211851851851852
ISIC_0029870,142365.0,270000.0,0.5272777777777777
ISIC_0028164,101730.0,270000.0,0.37677777777777777
ISIC_0025528,81027.0,270000.0,0.3001
ISIC_0027000,59455.0,270000.0,0.2202037037037037
ISIC_0027221,57513.0,270000.0,0.21301111111111112
ISIC_0031833,76781.0,270000.0,0.28437407407407406
ISIC_0028289,32768.0,270000.0,0.12136296296296296
ISIC_0031164,120920.0,270000.0,0.44785185185185183
ISIC_0029998,41431.0,270000.0,0.15344814814814814
ISIC_0031579,24656.0,270000.0,0.09131851851851852
ISIC_0027810,181797.0,270000.0,0.6733222222222223
ISIC_0026339,61222.0,270000.0,0.22674814814814814
ISIC_0032317,66367.0,270000.0,0.2458037037037037
ISIC_0029997,71694.0,270000.0,0.26553333333333334
ISIC_0029685,44048.0,270000.0,0.16314074074074075
ISIC_0025053,100511.0,270000.0,0.37226296296296296
ISIC_0030338,28633.0,270000.0,0.10604814814814814
ISIC_0030907,101226.0,270000.0,0.3749111111111111
ISIC_0030428,60797.0,270000.0,0.22517407407407408
ISIC_0026039,74763.0,270000.0,0.2769
ISIC_0029373,35447.0,270000.0,0.13128518518518517
ISIC_0025692,68463.0,270000.0,0.25356666666666666
ISIC_0030421,29376.0,270000.0,0.1088
ISIC_0029911,33142.0,270000.0,0.12274814814814815
ISIC_0030682,38924.0,270000.0,0.14416296296296296
ISIC_0027634,34814.0,270000.0,0.12894074074074074
ISIC_0024357,108033.0,270000.0,0.4001222222222222
ISIC_0026755,88516.0,270000.0,0.32783703703703704
ISIC_0027784,40987.0,270000.0,0.1518037037037037
ISIC_0028359,81058.0,270000.0,0.3002148148148148
ISIC_0031332,50999.0,270000.0,0.18888518518518518
ISIC_0031966,13032.0,270000.0,0.048266666666666666
ISIC_0027268,252265.0,270000.0,0.9343148148148148
ISIC_0026948,62177.0,270000.0,0.23028518518518518
ISIC_0026246,95858.0,270000.0,0.35502962962962964
ISIC_0028889,88046.0,270000.0,0.3260962962962963
ISIC_0032501,254901.0,270000.0,0.9440777777777778
ISIC_0028779,94929.0,270000.0,0.3515888888888889
ISIC_0025095,91331.0,270000.0,0.338262962962963
ISIC_0027585,31794.0,270000.0,0.11775555555555556
ISIC_0028302,37319.0,270000.0,0.13821851851851852
ISIC_0026038,68019.0,270000.0,0.2519222222222222
ISIC_0028917,86770.0,270000.0,0.32137037037037036
ISIC_0029888,71746.0,270000.0,0.2657259259259259
ISIC_0024861,138262.0,270000.0,0.5120814814814815
ISIC_0032087,55699.0,270000.0,0.20629259259259258
ISIC_0032387,87449.0,270000.0,0.32388518518518516
ISIC_0026172,68138.0,270000.0,0.25236296296296296
ISIC_0031604,26155.0,270000.0,0.09687037037037037
ISIC_0027808,211246.0,270000.0,0.7823925925925926
ISIC_0025593,157775.0,270000.0,0.5843518518518519
ISIC_0025487,210030.0,270000.0,0.7778888888888889
ISIC_0029273,122354.0,270000.0,0.453162962962963
ISIC_0025206,64828.0,270000.0,0.2401037037037037
ISIC_0027854,30040.0,270000.0,0.11125925925925927
ISIC_0027752,31513.0,270000.0,0.11671481481481481
ISIC_0025416,123549.0,270000.0,0.4575888888888889
ISIC_0030617,212351.0,270000.0,0.7864851851851852
ISIC_0029496,67324.0,270000.0,0.24934814814814815
ISIC_0025287,27880.0,270000.0,0.10325925925925926
ISIC_0024327,75492.0,270000.0,0.2796
ISIC_0027339,86211.0,270000.0,0.3193
ISIC_0028339,82421.0,270000.0,0.30526296296296296
ISIC_0031331,63806.0,270000.0,0.2363185185185185
ISIC_0025432,123753.0,270000.0,0.45834444444444444
ISIC_0026557,188430.0,270000.0,0.6978888888888889
ISIC_0027170,55698.0,270000.0,0.20628888888888888
ISIC_0031997,33968.0,270000.0,0.1258074074074074
ISIC_0030669,141418.0,270000.0,0.5237703703703703
ISIC_0032490,67665.0,270000.0,0.2506111111111111
ISIC_0030642,29967.0,270000.0,0.11098888888888889
ISIC_0025364,24991.0,270000.0,0.09255925925925926
ISIC_0027703,39321.0,270000.0,0.14563333333333334
ISIC_0030050,37828.0,270000.0,0.1401037037037037
ISIC_0026234,13584.0,270000.0,0.05031111111111111
ISIC_0024365,156244.0,270000.0,0.5786814814814815
ISIC_0025934,21476.0,270000.0,0.07954074074074075
ISIC_0025675,23528.0,270000.0,0.08714074074074074
ISIC_0030573,23502.0,270000.0,0.08704444444444444
ISIC_0029293,75602.0,270000.0,0.2800074074074074
ISIC_0025325,140794.0,270000.0,0.5214592592592593
ISIC_0027717,171879.0,270000.0,0.6365888888888889
ISIC_0029966,28479.0,270000.0,0.10547777777777778
ISIC_0028424,122974.0,270000.0,0.4554592592592593
ISIC_0027411,100402.0,270000.0,0.3718592592592593
ISIC_0025636,164481.0,270000.0,0.6091888888888889
ISIC_0026036,220977.0,270000.0,0.8184333333333333
ISIC_0024945,256822.0,270000.0,0.9511925925925926
ISIC_0028932,235665.0,270000.0,0.8728333333333333
ISIC_0027732,34173.0,270000.0,0.12656666666666666
ISIC_0031106,241124.0,270000.0,0.8930518518518519
ISIC_0026214,145145.0,270000.0,0.5375740740740741
ISIC_0025676,157081.0,270000.0,0.5817814814814815
ISIC_0025142,107290.0,270000.0,0.3973703703703704
ISIC_0024407,21481.0,270000.0,0.07955925925925926
ISIC_0032434,124389.0,270000.0,0.4607
ISIC_0030016,22290.0,270000.0,0.08255555555555555
ISIC_0026806,35343.0,270000.0,0.1309
ISIC_0025365,108822.0,270000.0,0.4030444444444444
ISIC_0027160,32919.0,270000.0,0.12192222222222222
ISIC_0028395,125018.0,270000.0,0.4630296296296296
ISIC_0028515,54767.0,270000.0,0.20284074074074074
ISIC_0030287,143412.0,270000.0,0.5311555555555556
ISIC_0027316,151602.0,270000.0,0.5614888888888889
ISIC_0026621,128977.0,270000.0,0.4776925925925926
ISIC_0029239,66340.0,270000.0,0.2457037037037037
ISIC_0027426,57942.0,270000.0,0.2146
ISIC_0025914,33067.0,270000.0,0.12247037037037037
ISIC_0030888,149785.0,270000.0,0.5547592592592593
ISIC_0025501,100996.0,270000.0,0.37405925925925926
ISIC_0030599,37321.0,270000.0,0.13822592592592592
ISIC_0032153,140850.0,270000.0,0.5216666666666666
ISIC_0025201,23278.0,270000.0,0.08621481481481481
ISIC_0029523,54300.0,270000.0,0.2011111111111111
ISIC_0030541,58808.0,270000.0,0.2178074074074074
ISIC_0032211,122646.0,270000.0,0.45424444444444445
ISIC_0027836,27378.0,270000.0,0.1014
ISIC_0026565,135971.0,270000.0,0.5035962962962963
ISIC_0027195,34200.0,270000.0,0.12666666666666668
ISIC_0028682,36472.0,270000.0,0.13508148148148147
ISIC_0029112,35678.0,270000.0,0.13214074074074075
ISIC_0026399,81076.0,270000.0,0.3002814814814815
ISIC_0029290,38101.0,270000.0,0.1411148148148148
ISIC_0025749,53399.0,270000.0,0.19777407407407407
ISIC_0029258,110361.0,270000.0,0.40874444444444447
ISIC_0025224,129005.0,270000.0,0.4777962962962963
ISIC_0031388,68186.0,270000.0,0.25254074074074073
ISIC_0026098,131063.0,270000.0,0.4854185185185185
ISIC_0028482,75427.0,270000.0,0.27935925925925925
ISIC_0028034,140135.0,270000.0,0.5190185185185185
ISIC_0029336,90232.0,270000.0,0.3341925925925926
ISIC_0027429,50024.0,270000.0,0.18527407407407406
ISIC_0028690,87720.0,270000.0,0.3248888888888889
ISIC_0026585,135450.0,270000.0,0.5016666666666667
ISIC_0025353,58393.0,270000.0,0.21627037037037036
ISIC_0026914,55168.0,270000.0,0.20432592592592594
ISIC_0024980,59379.0,270000.0,0.2199222222222222
ISIC_0031653,153102.0,270000.0,0.5670444444444445
ISIC_0028353,162633.0,270000.0,0.6023444444444445
ISIC_0030128,57713.0,270000.0,0.21375185185185186
ISIC_0032100,40723.0,270000.0,0.15082592592592592
ISIC_0026169,112757.0,270000.0,0.4176185185185185
ISIC_0031632,48225.0,270000.0,0.1786111111111111
ISIC_0025813,75131.0,270000.0,0.278262962962963
ISIC_0031453,41563.0,270000.0,0.15393703703703704
ISIC_0026242,36260.0,270000.0,0.1342962962962963
ISIC_0030214,28077.0,270000.0,0.1039888888888889
ISIC_0027422,88848.0,270000.0,0.3290666666666667
ISIC_0025722,30157.0,270000.0,0.1116925925925926
ISIC_0031099,28920.0,270000.0,0.10711111111111112
ISIC_0028282,55359.0,270000.0,0.20503333333333335
ISIC_0028639,71958.0,270000.0,0.2665111111111111
ISIC_0028136,90363.0,270000.0,0.3346777777777778
ISIC_0026435,26174.0,270000.0,0.09694074074074074
ISIC_0026476,15223.0,270000.0,0.056381481481481484
ISIC_0031773,22231.0,270000.0,0.08233703703703704
ISIC_0031881,17008.0,270000.0,0.06299259259259259
ISIC_0026283,53076.0,270000.0,0.19657777777777777
ISIC_0029892,37620.0,270000.0,0.13933333333333334
ISIC_0027912,30156.0,270000.0,0.1116888888888889
ISIC_0029943,8885.0,270000.0,0.032907407407407406
ISIC_0029561,74638.0,270000.0,0.27643703703703704
ISIC_0026682,130529.0,270000.0,0.4834407407407407
ISIC_0027416,153076.0,270000.0,0.5669481481481482
ISIC_0028848,71431.0,270000.0,0.26455925925925927
ISIC_0028862,19867.0,270000.0,0.07358148148148148
ISIC_0024746,128893.0,270000.0,0.47738148148148146
ISIC_0029044,62669.0,270000.0,0.2321074074074074
ISIC_0028054,51967.0,270000.0,0.19247037037037037
ISIC_0030550,54294.0,270000.0,0.2010888888888889
ISIC_0031704,123704.0,270000.0,0.45816296296296294
ISIC_0030235,35462.0,270000.0,0.13134074074074073
ISIC_0024580,33043.0,270000.0,0.12238148148148148
ISIC_0025930,32232.0,270000.0,0.11937777777777778
ISIC_0031701,102738.0,270000.0,0.38051111111111113
ISIC_0028594,265408.0,270000.0,0.9829925925925926
ISIC_0031185,161649.0,270000.0,0.5987
ISIC_0024369,62267.0,270000.0,0.23061851851851853
ISIC_0029463,45657.0,270000.0,0.1691
ISIC_0029815,58151.0,270000.0,0.21537407407407408
ISIC_0028196,49428.0,270000.0,0.18306666666666666
ISIC_0030968,169447.0,270000.0,0.6275814814814815
ISIC_0029008,111305.0,270000.0,0.41224074074074074
ISIC_0024636,204774.0,270000.0,0.7584222222222222
ISIC_0032025,138025.0,270000.0,0.5112037037037037
ISIC_0031157,154061.0,270000.0,0.5705962962962963
ISIC_0031234,148555.0,270000.0,0.5502037037037038
ISIC_0031907,69615.0,270000.0,0.25783333333333336
ISIC_0025966,244099.0,270000.0,0.9040703703703704
ISIC_0027834,113043.0,270000.0,0.41867777777777776
ISIC_0025922,163295.0,270000.0,0.6047962962962963
ISIC_0032254,40791.0,270000.0,0.15107777777777778
ISIC_0024544,134965.0,270000.0,0.49987037037037035
ISIC_0030903,104608.0,270000.0,0.387437037037037
ISIC_0025994,60032.0,270000.0,0.22234074074074073
ISIC_0028962,122861.0,270000.0,0.45504074074074075
ISIC_0030292,44784.0,270000.0,0.16586666666666666
ISIC_0029015,132670.0,270000.0,0.49137037037037035
ISIC_0025205,98382.0,270000.0,0.3643777777777778
ISIC_0028668,45981.0,270000.0,0.1703
ISIC_0031730,146416.0,270000.0,0.5422814814814815
ISIC_0030469,59548.0,270000.0,0.22054814814814816
ISIC_0030170,18695.0,270000.0,0.06924074074074074
ISIC_0025056,54176.0,270000.0,0.20065185185185186
ISIC_0026232,125262.0,270000.0,0.4639333333333333
ISIC_0030322,40421.0,270000.0,0.1497074074074074
ISIC_0030885,91414.0,270000.0,0.33857037037037035
ISIC_0031638,77896.0,270000.0,0.2885037037037037
ISIC_0026562,25034.0,270000.0,0.09271851851851852
ISIC_0028270,118940.0,270000.0,0.44051851851851853
ISIC_0027576,29947.0,270000.0,0.11091481481481481
ISIC_0027389,147294.0,270000.0,0.5455333333333333
ISIC_0031330,34266.0,270000.0,0.1269111111111111
ISIC_0024433,25377.0,270000.0,0.09398888888888889
ISIC_0032011,69703.0,270000.0,0.25815925925925925
ISIC_0030540,54558.0,270000.0,0.20206666666666667
ISIC_0031151,82966.0,270000.0,0.3072814814814815
ISIC_0024593,111221.0,270000.0,0.41192962962962965
ISIC_0029184,56022.0,270000.0,0.2074888888888889
ISIC_0030308,77162.0,270000.0,0.2857851851851852
ISIC_0030470,128174.0,270000.0,0.47471851851851854
ISIC_0025221,64958.0,270000.0,0.24058518518518518
ISIC_0027124,67388.0,270000.0,0.2495851851851852
ISIC_0032366,147232.0,270000.0,0.5453037037037037
ISIC_0028827,35763.0,270000.0,0.13245555555555555
ISIC_0027816,37430.0,270000.0,0.13862962962962963
ISIC_0028539,73326.0,270000.0,0.27157777777777775
ISIC_0030936,82905.0,270000.0,0.3070555555555556
ISIC_0030168,103665.0,270000.0,0.3839444444444444
ISIC_0031229,135309.0,270000.0,0.5011444444444444
ISIC_0031777,77218.0,270000.0,0.2859925925925926
ISIC_0025558,152739.0,270000.0,0.5657
ISIC_0026520,177173.0,270000.0,0.6561962962962963
ISIC_0028007,45588.0,270000.0,0.16884444444444444
ISIC_0024692,140176.0,270000.0,0.5191703703703704
ISIC_0030729,24373.0,270000.0,0.09027037037037038
ISIC_0030457,29592.0,270000.0,0.1096
ISIC_0029729,17006.0,270000.0,0.06298518518518519
ISIC_0028768,17203.0,270000.0,0.06371481481481482
ISIC_0026383,54252.0,270000.0,0.20093333333333332
ISIC_0025794,162820.0,270000.0,0.603037037037037
ISIC_0028888,140236.0,270000.0,0.5193925925925926
ISIC_0028137,34497.0,270000.0,0.12776666666666667
ISIC_0027691,71546.0,270000.0,0.2649851851851852
ISIC_0024473,43374.0,270000.0,0.16064444444444445
ISIC_0024791,45143.0,270000.0,0.1671962962962963
ISIC_0028805,16958.0,270000.0,0.06280740740740741
ISIC_0032442,29148.0,270000.0,0.10795555555555555
ISIC_0025255,51089.0,270000.0,0.1892185185185185
ISIC_0026778,60051.0,270000.0,0.22241111111111111
ISIC_0028462,50102.0,270000.0,0.18556296296296296
ISIC_0025052,19961.0,270000.0,0.07392962962962962
ISIC_0030302,33228.0,270000.0,0.12306666666666667
ISIC_0028812,25761.0,270000.0,0.09541111111111111
ISIC_0031606,54689.0,270000.0,0.20255185185185184
ISIC_0031422,25334.0,270000.0,0.09382962962962962
ISIC_0032453,130171.0,270000.0,0.48211481481481483
ISIC_0029784,10183.0,270000.0,0.03771481481481481
ISIC_0029633,30621.0,270000.0,0.11341111111111112
ISIC_0027136,27068.0,270000.0,0.10025185185185186
ISIC_0028546,13879.0,270000.0,0.0514037037037037
ISIC_0028111,80524.0,270000.0,0.298237037037037
ISIC_0030880,125420.0,270000.0,0.4645185185185185
ISIC_0025041,185164.0,270000.0,0.6857925925925926
ISIC_0027763,132353.0,270000.0,0.4901962962962963
ISIC_0026700,58436.0,270000.0,0.21642962962962964
ISIC_0031174,182048.0,270000.0,0.6742518518518519
ISIC_0031319,90975.0,270000.0,0.33694444444444444
ISIC_0028025,59587.0,270000.0,0.22069259259259258
ISIC_0027572,87160.0,270000.0,0.32281481481481483
ISIC_0027212,166139.0,270000.0,0.6153296296296297
ISIC_0030376,135109.0,270000.0,0.5004037037037037
ISIC_0029822,59795.0,270000.0,0.22146296296296297
ISIC_0027886,66555.0,270000.0,0.2465
ISIC_0031776,243352.0,270000.0,0.9013037037037037
ISIC_0027932,140682.0,270000.0,0.5210444444444444
ISIC_0029385,19098.0,270000.0,0.07073333333333333
ISIC_0026986,43664.0,270000.0,0.1617185185185185
ISIC_0024464,121386.0,270000.0,0.4495777777777778
ISIC_0027301,51516.0,270000.0,0.1908
ISIC_0026836,28024.0,270000.0,0.10379259259259259
ISIC_0028864,73395.0,270000.0,0.2718333333333333
ISIC_0029918,24278.0,270000.0,0.08991851851851852
ISIC_0028694,255158.0,270000.0,0.9450296296296297
ISIC_0025044,23959.0,270000.0,0.08873703703703703
ISIC_0025635,26287.0,270000.0,0.09735925925925926
ISIC_0031237,19264.0,270000.0,0.07134814814814815
ISIC_0026613,24534.0,270000.0,0.09086666666666667
ISIC_0025508,26423.0,270000.0,0.09786296296296296
ISIC_0029876,33246.0,270000.0,0.12313333333333333
ISIC_0024788,80282.0,270000.0,0.29734074074074074
ISIC_0028975,14010.0,270000.0,0.05188888888888889
ISIC_0029701,50889.0,270000.0,0.18847777777777777
ISIC_0027843,26985.0,270000.0,0.09994444444444445
ISIC_0029118,89613.0,270000.0,0.3319
ISIC_0026185,47715.0,270000.0,0.17672222222222222
ISIC_0026137,103246.0,270000.0,0.3823925925925926
ISIC_0028523,192933.0,270000.0,0.7145666666666667
ISIC_0030536,80633.0,270000.0,0.29864074074074076
ISIC_0030902,97643.0,270000.0,0.36164074074074076
ISIC_0024493,181353.0,270000.0,0.6716777777777778
ISIC_0026891,74850.0,270000.0,0.2772222222222222
ISIC_0028260,26939.0,270000.0,0.09977407407407407
ISIC_0024863,50453.0,270000.0,0.18686296296296295
ISIC_0031837,35442.0,270000.0,0.13126666666666667
ISIC_0030774,65376.0,270000.0,0.24213333333333334
ISIC_0030041,124215.0,270000.0,0.46005555555555555
ISIC_0025615,106917.0,270000.0,0.3959888888888889
ISIC_0029317,46789.0,270000.0,0.17329259259259258
ISIC_0025900,41223.0,270000.0,0.15267777777777777
ISIC_0030797,107039.0,270000.0,0.39644074074074076
ISIC_0031690,70238.0,270000.0,0.26014074074074073
ISIC_0026594,131906.0,270000.0,0.4885407407407407
ISIC_0026936,43094.0,270000.0,0.15960740740740742
ISIC_0026075,77453.0,270000.0,0.286862962962963
ISIC_0024512,109978.0,270000.0,0.4073259259259259
ISIC_0027939,158173.0,270000.0,0.585825925925926
ISIC_0027164,192276.0,270000.0,0.7121333333333333
ISIC_0029619,60857.0,270000.0,0.2253962962962963
ISIC_0024637,145110.0,270000.0,0.5374444444444444
ISIC_0027276,21949.0,270000.0,0.0812925925925926
ISIC_0024879,123189.0,270000.0,0.4562555555555556
ISIC_0030906,156952.0,270000.0,0.5813037037037037
ISIC_0025120,138014.0,270000.0,0.5111629629629629
ISIC_0031291,98620.0,270000.0,0.3652592592592593
ISIC_0031947,28828.0,270000.0,0.10677037037037038
ISIC_0030904,25614.0,270000.0,0.09486666666666667
ISIC_0024868,17481.0,270000.0,0.06474444444444444
ISIC_0024884,39304.0,270000.0,0.14557037037037038
ISIC_0031938,41755.0,270000.0,0.15464814814814815
ISIC_0027290,29851.0,270000.0,0.11055925925925926
ISIC_0029386,24143.0,270000.0,0.08941851851851852
ISIC_0027220,32195.0,270000.0,0.11924074074074074
ISIC_0029410,23300.0,270000.0,0.0862962962962963
ISIC_0029675,16134.0,270000.0,0.059755555555555555
ISIC_0029751,117441.0,270000.0,0.43496666666666667
ISIC_0026175,30250.0,270000.0,0.11203703703703703
ISIC_0030293,170305.0,270000.0,0.6307592592592592
ISIC_0031035,174649.0,270000.0,0.6468481481481482
ISIC_0029604,62755.0,270000.0,0.23242592592592592
ISIC_0028967,51881.0,270000.0,0.19215185185185185
ISIC_0031771,89539.0,270000.0,0.33162592592592594
ISIC_0028044,119546.0,270000.0,0.44276296296296297
ISIC_0031572,121295.0,270000.0,0.4492407407407407
ISIC_0032426,85219.0,270000.0,0.3156259259259259
ISIC_0030411,35952.0,270000.0,0.13315555555555555
ISIC_0030315,145525.0,270000.0,0.5389814814814815
ISIC_0030269,54276.0,270000.0,0.2010222222222222
ISIC_0028597,30761.0,270000.0,0.11392962962962963
ISIC_0031571,71174.0,270000.0,0.2636074074074074
ISIC_0032059,23487.0,270000.0,0.0869888888888889
ISIC_0031069,100468.0,270000.0,0.3721037037037037
ISIC_0024348,68249.0,270000.0,0.2527740740740741
ISIC_0028356,38675.0,270000.0,0.14324074074074075
ISIC_0027919,81595.0,270000.0,0.3022037037037037
ISIC_0031219,75934.0,270000.0,0.28123703703703706
ISIC_0031781,73876.0,270000.0,0.2736148148148148
ISIC_0024690,105816.0,270000.0,0.3919111111111111
ISIC_0025175,53269.0,270000.0,0.1972925925925926
ISIC_0028175,45834.0,270000.0,0.16975555555555555
ISIC_0025444,29668.0,270000.0,0.10988148148148148
ISIC_0025274,53863.0,270000.0,0.19949259259259258
ISIC_0030120,97133.0,270000.0,0.3597518518518519
ISIC_0026057,45140.0,270000.0,0.1671851851851852
ISIC_0025878,73288.0,270000.0,0.27143703703703703
ISIC_0027375,89226.0,270000.0,0.3304666666666667
ISIC_0031534,159062.0,270000.0,0.5891185185185185
ISIC_0025613,144985.0,270000.0,0.5369814814814815
ISIC_0027564,53359.0,270000.0,0.19762592592592593
ISIC_0027145,39156.0,270000.0,0.14502222222222222
ISIC_0025256,152044.0,270000.0,0.5631259259259259
ISIC_0026465,53743.0,270000.0,0.19904814814814814
ISIC_0026256,61909.0,270000.0,0.2292925925925926
ISIC_0028365,141313.0,270000.0,0.5233814814814814
ISIC_0028108,45172.0,270000.0,0.1673037037037037
