# R5_permutation_null_draws.csv
# QuantImmuBench §3.3.3: nested-LOPO 标签置换零分布, 每行一次置换
# 输入=pooled_clean_9mer.csv; 整合维度=['PredIG_max', 'IMPROVE_max', 'pTuneos_max', 'PRIME_max', 'ImmuneApp_max', 'deepHLApan_max']; min_pep=3
# 置换机制/LOPO 计算与 R5_official.py --shuffle 逐位一致; real_lopo_rho=0.274922
seed,lopo_null
218,-0.182708
219,-0.246287
220,-0.055215
221,-0.102949
222,0.051716
223,-0.130660
224,-0.097187
225,-0.065334
226,0.037337
227,-0.154080
228,0.106758
229,0.039126
230,-0.071492
231,-0.214158
232,0.166871
233,0.284435
234,0.003795
235,0.147965
236,-0.057176
237,0.007105
238,-0.129140
239,0.065204
240,-0.050283
241,-0.100270
242,0.196452
243,-0.190571
244,-0.120848
245,0.134111
246,-0.029011
247,-0.226509
248,0.104233
249,0.030363
250,-0.055106
251,-0.176007
252,0.121344
253,0.205038
254,0.017665
255,0.205064
256,-0.276182
257,-0.232397
258,0.226804
259,0.059742
260,0.025533
261,-0.106076
262,0.116667
263,0.130749
264,0.151640
265,-0.241405
266,-0.001878
267,0.091045
268,0.016365
269,-0.014011
270,0.177111
271,-0.061094
272,-0.126297
273,-0.098370
274,0.111213
275,0.150201
276,-0.032177
277,0.088563
278,-0.080763
279,0.002787
280,0.057504
281,0.146465
282,-0.019613
283,0.047747
284,-0.011985
285,0.038863
286,0.033846
287,0.018659
288,0.020860
289,0.188501
290,0.109563
291,0.146032
292,-0.112372
293,-0.287220
294,-0.250915
295,0.178864
296,-0.008311
297,-0.144116
298,0.055216
299,0.044307
300,-0.078020
301,0.100490
302,0.063267
303,0.058573
304,0.016543
305,-0.107784
306,-0.012182
307,0.061426
308,0.116147
309,-0.290917
310,0.109906
311,0.184900
312,0.053550
313,-0.256594
314,0.032490
315,0.096230
316,-0.068573
317,0.054410
318,0.086791
319,-0.178500
320,0.050295
321,-0.077543
322,0.109930
323,0.086885
324,-0.190314
325,0.108071
326,0.142733
327,-0.188491
328,0.079122
329,-0.138985
330,0.001511
331,-0.080427
332,0.146780
333,0.251392
334,0.089490
335,-0.052626
336,-0.000582
337,-0.051988
338,0.049716
339,0.045270
340,0.210169
341,-0.050432
342,-0.149784
343,0.010170
344,0.026037
345,-0.317855
346,0.143129
347,0.172636
348,-0.094726
349,-0.203854
350,-0.025424
351,0.128089
352,0.031749
353,0.168370
354,0.113105
355,-0.307603
356,-0.138897
357,-0.091158
358,-0.203626
359,-0.153070
360,-0.289752
361,0.082714
362,-0.197242
363,0.034166
364,-0.139240
365,0.189376
366,-0.037091
367,-0.089227
368,-0.207636
369,0.010624
370,-0.193943
371,-0.210114
372,-0.009800
373,0.149138
374,-0.170545
375,0.030743
376,-0.044168
377,0.188793
378,0.138312
379,0.076390
380,-0.039015
381,-0.187424
382,-0.236910
383,0.097572
384,0.115955
385,0.011417
386,0.011914
387,0.120303
388,0.166926
389,0.187381
390,-0.131291
391,-0.225568
392,-0.124921
393,0.071899
394,-0.232055
395,0.225916
396,0.266660
397,-0.282812
398,0.105492
399,0.280345
400,-0.108710
401,-0.198606
402,0.211715
403,-0.113440
404,-0.116873
405,0.005671
406,0.053587
407,-0.081643
408,-0.155335
409,0.168117
410,-0.125180
411,-0.308287
412,0.053155
413,-0.005677
414,0.054059
415,0.186284
416,-0.024007
417,0.107248
418,0.145028
419,0.119373
420,-0.170372
421,-0.153967
422,0.009847
423,-0.207925
424,-0.078177
425,-0.194343
426,-0.195298
427,0.075860
428,0.050249
429,-0.097009
430,0.199311
431,-0.029145
432,0.113451
433,-0.093296
434,0.119161
435,0.025320
436,-0.269387
437,0.063218
438,-0.153491
439,-0.159928
440,-0.028854
441,0.222265
442,0.066530
443,0.024341
444,-0.019055
445,0.014655
446,-0.203773
447,0.020212
448,0.030309
449,0.139153
450,-0.006624
451,0.084333
452,0.012357
453,0.202766
454,-0.096822
455,0.050357
456,0.037876
457,0.073195
458,0.163037
459,0.074004
460,0.069586
461,0.167651
462,-0.103400
463,0.164940
464,0.171555
465,-0.070509
466,0.031320
467,0.285962
468,-0.147420
469,-0.075766
470,0.096782
471,-0.010153
472,-0.090144
473,0.123084
474,0.104287
475,-0.006536
476,0.052307
477,-0.153686
478,0.096880
479,0.006760
480,-0.161660
481,0.051792
482,-0.207365
483,0.282779
484,-0.273151
485,0.273475
486,0.129789
487,0.090597
488,0.124645
489,0.094483
490,0.036014
491,0.178180
492,-0.132208
493,-0.032559
494,-0.004755
495,-0.094825
496,0.092626
497,0.075372
498,0.015318
499,0.088237
500,-0.201166
501,0.037484
502,0.029030
503,-0.076072
504,0.262294
505,0.068330
506,-0.131701
507,-0.000545
508,-0.120053
509,0.302743
510,0.012111
511,0.006967
512,-0.049140
513,-0.233883
514,0.072649
515,0.083412
516,0.027915
517,-0.034844
518,0.098483
519,0.133996
520,0.090809
521,0.158782
522,0.077314
523,0.093567
524,-0.052925
525,0.049744
526,-0.124918
527,0.237425
528,0.080165
529,0.085068
530,-0.289378
531,-0.085929
532,-0.083126
533,0.017872
534,-0.132145
535,-0.286733
536,-0.046289
537,0.052171
538,-0.038295
539,0.081106
540,-0.032247
541,-0.099397
542,-0.334305
543,-0.133463
544,0.029488
545,0.121249
546,-0.071180
547,-0.090987
548,0.170901
549,-0.138260
550,0.017188
551,-0.089345
552,-0.276375
553,-0.115525
554,0.151734
555,-0.264454
556,0.025887
557,0.172271
558,0.058596
559,0.085747
560,-0.171242
561,0.053216
562,0.037242
563,-0.046849
564,0.274906
565,-0.086947
566,0.157905
567,-0.158215
568,-0.190819
569,0.158148
570,0.052071
571,0.017288
572,-0.052467
573,-0.035399
574,0.210316
575,0.128040
576,-0.150133
577,0.166855
578,0.223257
579,-0.267370
580,-0.126993
581,0.092907
582,-0.087139
583,0.132778
584,0.267071
585,-0.087537
586,-0.061220
587,-0.118208
588,0.022978
589,-0.000891
590,-0.176053
591,0.009447
592,0.008347
593,-0.177876
594,-0.109139
595,-0.194736
596,0.197078
597,0.171274
598,-0.276959
599,0.135730
600,-0.160053
601,-0.087414
602,-0.278061
603,-0.077068
604,-0.119157
605,0.065837
606,-0.058392
607,-0.284884
608,-0.136068
609,-0.207859
610,0.157365
611,-0.087716
612,0.058555
613,0.168769
614,-0.198169
615,0.094299
616,0.225119
617,-0.046733
618,-0.098582
619,-0.182145
620,-0.013658
621,0.155540
622,0.031324
623,0.080831
624,-0.115735
625,0.030626
626,-0.025956
627,0.225924
628,-0.194502
629,-0.037842
630,0.013251
631,0.224812
632,0.008519
633,0.110176
634,-0.104227
635,0.004131
636,-0.121456
637,0.108940
638,-0.059241
639,-0.161605
640,-0.129507
641,-0.062060
642,0.075830
643,0.173276
644,0.025929
645,0.010234
646,-0.099851
647,-0.148768
648,-0.204989
649,-0.073263
650,-0.091475
651,-0.161655
652,0.206549
653,-0.076059
654,0.041398
655,0.146274
656,-0.111755
657,0.014154
658,0.085080
659,-0.065880
660,0.104110
661,0.305918
662,0.082504
663,0.107979
664,0.017520
665,-0.212576
666,-0.219092
667,-0.012960
668,0.077646
669,0.178719
670,0.072072
671,-0.247478
672,-0.019296
673,0.052776
674,0.123730
675,0.154059
676,-0.196705
677,0.037445
678,0.001336
679,0.090111
680,-0.091923
681,0.138176
682,-0.045164
683,0.208394
684,0.136787
685,0.307129
686,-0.034244
687,-0.105600
688,0.318281
689,0.201582
690,0.033689
691,-0.044422
692,0.106673
693,0.144332
694,0.001758
695,-0.011125
696,0.119105
697,-0.238600
698,-0.112950
699,0.084056
700,-0.034337
701,0.137687
702,-0.023730
703,0.016934
704,0.056962
705,0.108513
706,-0.052707
707,0.104676
708,-0.141030
709,0.063480
710,-0.166665
711,0.081273
712,-0.148118
713,-0.040257
714,-0.111006
715,0.073138
716,0.041614
717,0.008508
718,-0.045949
719,-0.040225
720,0.164396
721,-0.258527
722,0.139017
723,-0.057150
724,0.040914
725,0.237027
726,0.005781
727,0.189975
728,0.138992
729,0.152997
730,-0.006384
731,-0.275056
732,-0.186259
733,-0.218641
734,0.137215
735,0.030026
736,0.070567
737,0.087081
738,-0.317124
739,0.082305
740,0.183944
741,0.071286
742,0.042731
743,-0.014578
744,0.044452
745,-0.025395
746,0.056780
747,-0.127874
748,-0.072790
749,0.193589
750,0.062444
751,-0.233594
752,-0.118404
753,-0.162747
754,-0.117420
755,0.319687
756,0.184995
757,-0.192945
758,0.228737
759,0.078510
760,-0.150225
761,-0.195766
762,-0.216727
763,0.048028
764,0.067331
765,-0.065387
766,-0.017950
767,-0.105202
768,-0.334806
769,-0.200698
770,0.029671
771,-0.071091
772,0.015746
773,0.107134
774,-0.185121
775,0.058401
776,0.065468
777,0.052386
778,-0.167146
779,-0.041239
780,0.109181
781,0.023135
782,0.109512
783,-0.005646
784,0.136487
785,-0.060527
786,-0.240985
787,0.014066
788,0.004372
789,-0.077458
790,-0.221614
791,0.093188
792,-0.323313
793,-0.023284
794,-0.033889
795,-0.176646
796,0.195250
797,-0.078504
798,0.149502
799,-0.098085
800,0.177934
801,-0.020075
802,-0.021075
803,-0.240159
804,0.132525
805,-0.236079
806,0.101517
807,-0.113258
808,-0.066485
809,-0.010185
810,0.112082
811,0.161713
812,-0.287161
813,0.077018
814,-0.137781
815,-0.039476
816,0.128622
817,-0.127101
818,0.069863
819,-0.115429
820,-0.232401
821,0.098036
822,0.071981
823,0.067323
824,-0.289051
825,0.152672
826,-0.093067
827,-0.069896
828,-0.006345
829,0.109571
830,-0.035076
831,-0.050008
832,-0.048387
833,0.048983
834,0.123004
835,-0.126888
836,-0.142426
837,0.245712
838,-0.152431
839,0.000453
840,0.111074
841,0.097146
842,-0.274809
843,-0.088160
844,-0.197163
845,0.079943
846,-0.029869
847,-0.206598
848,-0.195383
849,0.153215
850,0.071233
851,0.133649
852,0.135660
853,-0.246813
854,-0.124561
855,-0.121012
856,0.273114
857,-0.186990
858,0.120010
859,0.038436
860,-0.122951
861,-0.079424
862,0.040666
863,0.058114
864,-0.199751
865,0.034620
866,0.061563
867,0.118815
868,-0.049630
869,0.251763
870,0.090640
871,0.071300
872,0.064891
873,0.102824
874,-0.105735
875,0.059948
876,0.153395
877,-0.025580
878,0.105206
879,0.111717
880,-0.051471
881,-0.192038
882,-0.277916
883,-0.111671
884,-0.114347
885,0.072727
886,-0.091217
887,0.116730
888,0.025494
889,0.097964
890,0.032964
891,0.163049
892,0.185096
893,-0.155616
894,-0.144141
895,0.145694
896,-0.040399
897,0.065839
898,0.018751
899,-0.076611
900,0.211964
901,0.114217
902,0.143232
903,-0.025482
904,-0.036893
905,-0.139980
906,0.024685
907,0.145946
908,0.202233
909,-0.002349
910,0.103451
911,-0.106195
912,-0.111095
913,0.022224
914,0.125482
915,-0.080268
916,-0.053776
917,0.042242
918,0.213370
919,-0.141535
920,0.060863
921,0.054213
922,-0.047139
923,-0.472534
924,-0.267101
925,0.184414
926,-0.048501
927,0.080994
928,0.053630
929,0.114754
930,-0.115350
931,-0.240077
932,-0.229200
933,0.080239
934,0.126129
935,-0.176179
936,0.005402
937,0.001750
938,-0.064895
939,0.081392
940,0.153970
941,0.104750
942,0.009977
943,0.045760
944,-0.157194
945,0.095569
946,0.057934
947,0.175582
948,0.109161
949,0.124300
950,0.230584
951,0.021074
952,-0.005124
953,0.054356
954,0.034288
955,0.250023
956,0.014715
957,-0.199842
958,-0.015673
959,0.071476
960,-0.087988
961,0.011524
962,-0.260042
963,0.039416
964,0.176024
965,-0.125504
966,-0.067482
967,-0.096116
968,-0.060578
969,0.025505
970,0.068484
971,-0.266355
972,0.154091
973,0.009949
974,0.125136
975,-0.080155
976,0.044981
977,-0.025818
978,-0.081425
979,0.205804
980,0.037885
981,-0.117404
982,0.001643
983,0.001729
984,-0.040881
985,0.261063
986,0.027561
987,0.232552
988,-0.135548
989,-0.132381
990,0.019568
991,0.025073
992,-0.202088
993,0.065934
994,-0.053200
995,-0.190940
996,0.155568
997,0.116561
998,0.082865
999,0.186253
