pair,idx,label,msp_score,odin_score,energy_score,mds_score,knn_score,vim_score,gradnorm_score,residual_score,she_score,nnguide_score,fdbd_score,dice_score,ash_score
NIH_vs_VinDr,27,0,0.309055,0.499799,-1.184794,102801.46875,0.612031,2.416715,0.45648,1e-06,-0.818828,-1.412401,13.219422,-1.578828,-1.660965
NIH_vs_VinDr,28,0,0.531524,0.500032,-0.296295,58554.097656,0.667868,1.963186,0.284482,1e-06,-0.839008,-0.374173,72.493202,-1.40029,-1.287688
NIH_vs_VinDr,29,0,0.892014,0.500528,1.663211,131646.90625,0.43545,2.274961,0.029577,1e-06,-0.811804,1.819884,3.5393,-0.566585,0.341069
NIH_vs_VinDr,30,0,0.968038,0.500853,2.354157,214958.328125,0.624687,3.073133,0.034509,2e-06,-0.793526,2.847488,3.686755,-0.587086,0.625148
NIH_vs_VinDr,31,0,0.889895,0.500523,1.188113,73760.257812,0.622896,2.194137,0.171351,1e-06,-0.824377,1.432088,5.056847,-0.708319,0.316327
NIH_vs_VinDr,32,0,0.290851,0.499777,-1.324825,112934.34375,0.76338,2.996134,0.176298,2e-06,-0.692558,-1.788085,17.298962,-1.397765,-1.733726
NIH_vs_VinDr,33,0,0.105105,0.499465,-2.348946,173514.984375,0.742927,3.346957,0.423945,2e-06,-0.606006,-3.170756,54.180134,-2.110985,-2.574375
NIH_vs_VinDr,34,0,0.948243,0.500727,1.32421,123960.015625,0.53654,2.87271,0.124587,2e-06,-0.820998,1.5388,4.189406,-0.939005,-0.060368
NIH_vs_VinDr,35,0,0.822495,0.500383,1.060789,105138.890625,0.50853,2.084491,0.063638,1e-06,-0.84103,1.20123,4.579243,-0.66013,0.081827
NIH_vs_VinDr,36,0,0.695504,0.500207,-0.802905,88256.210938,0.753928,2.57362,0.545236,1e-06,-0.763301,-1.084656,15.247184,-1.402248,-1.770868
NIH_vs_VinDr,37,0,0.684193,0.500193,0.0038,77965.84375,0.69019,2.328778,0.389462,1e-06,-0.756954,0.004853,13.807834,-1.119802,-0.833899
NIH_vs_VinDr,38,0,0.019277,0.499018,-4.194911,236876.375,0.806202,4.514223,0.310301,2e-06,-0.519383,-5.941823,89.552315,-3.053758,-4.553223
NIH_vs_VinDr,39,0,0.299975,0.499788,-1.695679,102916.164062,0.66621,2.718224,0.318277,1e-06,-0.800058,-2.127578,15.921977,-2.162769,-2.481813
NIH_vs_VinDr,40,0,0.856565,0.500447,0.902196,68322.039062,0.584858,1.966907,0.073887,1e-06,-0.788285,1.075433,4.014268,-0.884242,-0.271577
NIH_vs_VinDr,41,0,0.923318,0.500622,1.245016,84411.453125,0.530277,1.930866,0.103566,1e-06,-0.880031,1.421451,4.004774,-0.658382,-0.104934
NIH_vs_VinDr,42,0,0.805604,0.500355,0.685631,96196.085938,0.597459,2.273879,0.081937,1e-06,-0.76994,0.81951,5.126205,-0.957062,-0.427945
NIH_vs_VinDr,43,0,0.662993,0.500169,-0.006412,100841.226562,0.691687,3.159747,0.330747,2e-06,-0.7532,-0.008227,17.219307,-1.184823,-0.730114
NIH_vs_VinDr,44,0,0.423966,0.499924,-0.827266,70303.875,0.589978,2.132401,0.466372,1e-06,-0.831882,-0.979994,32.809967,-1.388745,-1.436239
NIH_vs_VinDr,45,0,0.550635,0.500051,-0.398267,59433.53125,0.726511,1.964971,0.295296,1e-06,-0.815953,-0.524208,43.718578,-1.337382,-1.375271
NIH_vs_VinDr,46,0,0.257632,0.499736,-1.316755,143160.28125,0.669104,2.78455,0.480353,1e-06,-0.732615,-1.653564,11.922862,-1.791626,-1.643654
NIH_vs_VinDr,47,0,0.884405,0.500509,1.623141,152643.203125,0.452435,1.970833,0.037791,1e-06,-0.814536,1.789883,3.839749,-0.425857,0.218101
NIH_vs_VinDr,48,0,0.379231,0.499877,-1.152677,104154.6875,0.639642,2.402694,0.508818,1e-06,-0.815803,-1.419389,21.001863,-1.460703,-1.748875
NIH_vs_VinDr,49,0,0.945556,0.500714,1.2892,122165.96875,0.507843,2.098144,0.122354,1e-06,-0.836186,1.475476,4.834285,-0.88601,-0.345948
NIH_vs_VinDr,50,0,0.979983,0.500973,2.286503,164915.578125,0.552683,2.450129,0.045088,1e-06,-0.850138,2.666522,3.622914,-0.445804,0.535462
NIH_vs_VinDr,51,0,0.834167,0.500404,1.288117,196040.421875,0.555921,2.583082,0.042282,1e-06,-0.785276,1.503484,5.506761,-0.480214,-0.047694
NIH_vs_VinDr,52,0,0.439808,0.49994,-0.900809,95679.585938,0.714751,2.958447,0.264596,2e-06,-0.734696,-1.164091,62.088158,-1.40882,-1.50828
NIH_vs_VinDr,53,0,0.916302,0.500598,2.055475,237584.421875,0.548955,3.658178,0.048164,2e-06,-0.825329,2.377456,3.985403,-0.224254,0.786709
NIH_vs_VinDr,54,0,0.960721,0.5008,1.895664,204233.734375,0.546781,2.869418,0.059816,2e-06,-0.791764,2.223083,4.678113,-0.595748,0.580706
NIH_vs_VinDr,55,0,0.717288,0.500233,0.171698,62737.363281,0.552965,2.582546,0.386481,1e-06,-0.889459,0.200245,10.565007,-1.239688,-0.876446
NIH_vs_VinDr,56,0,0.171557,0.499606,-1.915036,101631.695312,0.635424,2.746577,0.294508,1e-06,-0.808165,-2.34292,36.932339,-1.918238,-2.489114
NIH_vs_VinDr,57,0,0.498311,0.499999,-1.218585,112498.703125,0.711401,2.945827,0.359325,1e-06,-0.733887,-1.59136,1765.997681,-1.786151,-1.772396
NIH_vs_VinDr,58,0,0.745989,0.50027,-0.478953,53770.613281,0.65441,1.721255,0.397982,1e-06,-0.820701,-0.597214,8.874799,-1.701964,-1.459949
NIH_vs_VinDr,59,0,0.759346,0.500288,-0.015782,142403.171875,0.780345,2.632886,0.395374,1e-06,-0.616081,-0.021886,11.476759,-1.378242,-0.871946
NIH_vs_VinDr,60,0,0.86777,0.50047,1.139227,53284.714844,0.462984,1.443085,0.080547,1e-06,-0.86795,1.262154,2.897862,-0.787441,-0.08428
NIH_vs_VinDr,61,0,0.607608,0.50011,-0.814225,62181.90625,0.691441,2.071359,0.714493,1e-06,-0.813013,-1.042779,19.550465,-1.430828,-1.562005
NIH_vs_VinDr,62,0,0.843897,0.500422,0.790739,37373.539062,0.460714,1.511262,0.086684,1e-06,-0.890625,0.874803,3.033675,-0.873297,-0.397884
NIH_vs_VinDr,63,0,0.92317,0.500622,1.59429,90892.570312,0.601697,2.093056,0.05852,1e-06,-0.843773,1.901779,2.879103,-0.697197,-0.153756
NIH_vs_VinDr,64,0,0.94116,0.500693,1.57435,119422.507812,0.525807,2.169413,0.077593,1e-06,-0.833341,1.815794,3.854463,-0.798495,0.302086
NIH_vs_VinDr,65,0,0.116172,0.499493,-2.369604,137022.4375,0.846731,3.391648,1.022148,2e-06,-0.605985,-3.522192,178.67511,-1.68143,-2.676149
NIH_vs_VinDr,66,0,0.916383,0.500599,1.158014,58457.191406,0.641849,1.74122,0.098556,1e-06,-0.834236,1.431911,2.57994,-0.948476,-0.282676
NIH_vs_VinDr,67,0,0.865782,0.500466,0.831605,48789.691406,0.556171,2.138799,0.139073,1e-06,-0.830292,0.968034,3.822791,-0.985942,-0.484046
NIH_vs_VinDr,68,0,0.885418,0.500511,1.683167,162177.328125,0.428445,2.535912,0.034139,1e-06,-0.857701,1.832835,3.835286,-0.365632,0.212981
NIH_vs_VinDr,69,0,0.047257,0.499249,-3.139864,145254.78125,0.61842,3.958203,0.465243,2e-06,-0.707243,-3.809504,45.277142,-2.366577,-3.444056
NIH_vs_VinDr,70,0,0.601854,0.500103,-0.912526,79113.859375,0.657206,2.361494,0.375855,1e-06,-0.773379,-1.139843,23.691885,-1.448887,-1.538779
NIH_vs_VinDr,71,0,0.861897,0.500458,0.624098,40636.539062,0.521703,1.82125,0.160738,1e-06,-0.844168,0.714263,3.303187,-1.018458,-0.588786
NIH_vs_VinDr,72,0,0.90266,0.500557,1.523985,100496.75,0.642753,1.835798,0.081283,1e-06,-0.789183,1.87254,3.397165,-0.507789,0.497047
NIH_vs_VinDr,73,0,0.145234,0.499557,-1.991826,137463.953125,0.724813,3.184558,0.159349,2e-06,-0.7427,-2.628464,16.779989,-1.840392,-2.364433
NIH_vs_VinDr,74,0,0.975265,0.500919,2.508814,233536.234375,0.547079,3.129982,0.042009,2e-06,-0.831959,2.927616,4.364279,-0.294389,1.13045
NIH_vs_VinDr,75,0,0.478215,0.499978,-1.117355,149363.171875,0.787459,2.955773,0.220997,1e-06,-0.667826,-1.563754,191.820557,-1.450584,-1.370271
NIH_vs_VinDr,76,0,0.842237,0.500419,1.363805,176744.671875,0.632304,2.598949,0.060172,1e-06,-0.807786,1.667412,6.019367,-0.529705,0.124841
NIH_vs_VinDr,77,0,0.945535,0.500714,1.536884,140830.984375,0.573116,2.674125,0.080701,1e-06,-0.81604,1.809306,4.840745,-0.70651,0.450378
NIH_vs_VinDr,78,0,0.131996,0.499529,-2.163803,135231.671875,0.648389,3.038696,0.198389,1e-06,-0.802973,-2.675007,70.51181,-2.135447,-2.563939
NIH_vs_VinDr,79,0,0.248323,0.499723,-1.601562,131299.5625,0.683143,3.090408,0.551896,2e-06,-0.737431,-2.029708,40.814533,-1.803873,-2.144865
NIH_vs_VinDr,80,0,0.765206,0.500296,0.092494,85525.609375,0.685678,2.307154,0.461377,1e-06,-0.759081,0.117982,9.139038,-1.212905,-0.665375
NIH_vs_VinDr,81,0,0.21458,0.499676,-2.707428,179038.234375,0.986548,3.367149,0.504057,1e-06,-0.492531,-5.049529,43.229904,-2.281784,-2.933981
NIH_vs_VinDr,82,0,0.311561,0.499802,-1.261635,106402.75,0.670238,2.471502,0.336617,1e-06,-0.830463,-1.585326,39.006508,-1.271717,-1.804676
NIH_vs_VinDr,83,0,0.909493,0.500577,1.571288,139227.828125,0.524272,2.236957,0.05255,1e-06,-0.762084,1.797956,3.681289,-0.757003,0.332907
NIH_vs_VinDr,84,0,0.940024,0.500688,1.777065,222959.078125,0.505871,3.528297,0.094478,2e-06,-0.860364,2.024819,5.779254,-0.687652,0.472377
NIH_vs_VinDr,85,0,0.972979,0.500896,2.923347,260802.234375,0.528882,3.464479,0.01731,2e-06,-0.853843,3.363965,3.325425,0.012621,1.390359
NIH_vs_VinDr,86,0,0.288357,0.499774,-1.656735,295485.84375,0.768802,4.230365,0.310268,2e-06,-0.683746,-2.274596,458.258057,-1.96072,-2.537024
NIH_vs_VinDr,87,0,0.084883,0.499406,-2.668242,136513.890625,0.647546,3.302853,0.576814,1e-06,-0.664173,-3.30652,213.354721,-2.506039,-3.052026
NIH_vs_VinDr,88,0,0.851486,0.500437,1.296247,144985.359375,0.452864,2.180839,0.042791,1e-06,-0.832025,1.43288,4.438931,-0.539373,0.235189
NIH_vs_VinDr,89,0,0.51384,0.500014,-0.764164,103714.273438,0.688495,2.273073,0.3141,1e-06,-0.768955,-0.978714,230.104462,-1.3827,-1.597854
NIH_vs_VinDr,90,0,0.914211,0.500592,1.140215,87954.671875,0.513937,1.973158,0.14304,1e-06,-0.896506,1.290155,4.087581,-0.734004,-0.222743
NIH_vs_VinDr,91,0,0.931682,0.500653,1.970122,154105.3125,0.535875,2.61088,0.040378,1e-06,-0.814151,2.25848,3.347095,-0.436684,0.214302
NIH_vs_VinDr,92,0,0.832693,0.500401,0.554427,84134.007812,0.587148,2.42854,0.153736,1e-06,-0.822345,0.656816,4.884421,-1.053598,-0.744248
NIH_vs_VinDr,93,0,0.389783,0.499888,-1.402498,137671.203125,0.699733,2.858433,0.27041,1e-06,-0.75359,-1.821124,151.099945,-1.826595,-1.962841
NIH_vs_VinDr,94,0,0.728074,0.500247,-0.132775,57405.074219,0.73106,1.925894,0.780875,1e-06,-0.764292,-0.175021,10.302423,-1.577214,-1.183099
NIH_vs_VinDr,95,0,0.838285,0.500412,1.020796,70741.679688,0.467619,1.852466,0.092561,1e-06,-0.843101,1.136261,3.81029,-0.735674,-0.109548
NIH_vs_VinDr,96,0,0.381377,0.499879,-1.333634,90621.078125,0.65431,2.466265,0.312239,1e-06,-0.807939,-1.657225,118.05246,-1.814035,-1.93866
NIH_vs_VinDr,97,0,0.37556,0.499873,-1.311009,96995.757812,0.689982,2.333172,0.627857,1e-06,-0.715198,-1.675499,21.36805,-1.611149,-1.692858
NIH_vs_VinDr,98,0,0.8377,0.50041,0.143648,48388.25,0.634032,1.630305,0.177454,1e-06,-0.833191,0.175541,4.905537,-1.154477,-0.964028
NIH_vs_VinDr,99,0,0.325662,0.499818,-1.649373,296018.25,0.773957,3.731291,0.273164,2e-06,-0.685374,-2.280023,310.259399,-1.824374,-2.368767
NIH_vs_VinDr,100,0,0.810501,0.500363,1.041757,227464.9375,0.673819,2.681999,0.090446,1e-06,-0.754797,1.307302,6.841492,-0.558481,0.04817
NIH_vs_VinDr,101,0,0.905516,0.500565,0.851889,101368.890625,0.57672,2.268286,0.143824,1e-06,-0.804485,0.997457,4.988579,-0.888815,-0.354719
NIH_vs_VinDr,102,0,0.93525,0.500668,1.562184,192057.609375,0.59355,2.64197,0.086422,1e-06,-0.768279,1.877133,5.185064,-0.702058,0.345249
NIH_vs_VinDr,103,0,0.882318,0.500504,1.002462,103546.84375,0.621402,2.053286,0.234025,1e-06,-0.84605,1.218938,3.960711,-0.756137,-0.248124
NIH_vs_VinDr,104,0,0.899767,0.500549,1.532811,128336.921875,0.54217,2.101348,0.045805,1e-06,-0.754599,1.772313,3.773599,-0.722256,0.188568
NIH_vs_VinDr,105,0,0.337238,0.499831,-1.140324,81608.421875,0.613392,2.313121,0.424547,1e-06,-0.810553,-1.364237,14.686712,-1.500867,-1.634333
NIH_vs_VinDr,106,0,0.258445,0.499737,-1.722826,95009.867188,0.619906,2.798176,0.435012,1e-06,-0.733929,-2.078121,29.757128,-1.828835,-1.909355
NIH_vs_VinDr,107,0,0.863047,0.50046,1.180819,121205.28125,0.475215,1.832979,0.073856,1e-06,-0.813063,1.315636,4.07493,-0.668541,-0.093857
NIH_vs_VinDr,108,0,0.571801,0.500072,-0.477416,60682.984375,0.657076,1.94419,0.588022,1e-06,-0.803564,-0.596343,30.102129,-1.369224,-1.343729
NIH_vs_VinDr,109,0,0.761931,0.500291,-0.108113,177032.09375,0.914967,3.375415,0.4144,2e-06,-0.525434,-0.178386,13.559653,-1.502493,-0.976438
NIH_vs_VinDr,110,0,0.479978,0.49998,-0.71511,97732.210938,0.721931,2.517401,0.43154,1e-06,-0.7819,-0.944407,136.615524,-1.638188,-1.763671
NIH_vs_VinDr,111,0,0.941573,0.500695,2.037906,154131.203125,0.608844,2.625212,0.045748,1e-06,-0.843548,2.436141,3.018321,-0.372579,0.737299
NIH_vs_VinDr,112,0,0.890097,0.500523,1.266541,82604.453125,0.50254,1.638488,0.059942,1e-06,-0.789693,1.425388,3.499118,-0.839897,-0.180096
NIH_vs_VinDr,113,0,0.852405,0.500438,0.644453,62354.089844,0.55903,1.869759,0.148067,1e-06,-0.808993,0.754686,3.714637,-0.992274,-0.502008
NIH_vs_VinDr,114,0,0.8739,0.500484,1.149606,70223.25,0.48272,1.884052,0.067194,1e-06,-0.849653,1.290318,3.180362,-0.774596,-0.099185
NIH_vs_VinDr,115,0,0.93719,0.500676,1.96124,143765.078125,0.511342,2.223308,0.055745,1e-06,-0.881985,2.236253,3.532922,-0.320064,0.791471
NIH_vs_VinDr,116,0,0.449004,0.499949,-0.783706,125490.921875,0.773768,2.666957,0.201163,1e-06,-0.740676,-1.06875,60.416836,-1.443715,-1.827272
NIH_vs_VinDr,117,0,0.10996,0.499478,-2.438852,129326.898438,0.653352,3.449494,0.362421,2e-06,-0.731102,-3.020078,40.514477,-2.334298,-2.744674
NIH_vs_VinDr,118,0,0.175006,0.499613,-1.965099,129762.382812,0.636541,3.54161,0.463718,2e-06,-0.739027,-2.413313,223.526443,-1.914816,-2.170668
NIH_vs_VinDr,119,0,0.844331,0.500423,1.208963,139262.125,0.464363,2.378336,0.07004,1e-06,-0.79868,1.339803,4.599876,-0.523365,0.054549
NIH_vs_VinDr,120,0,0.722002,0.500239,-0.175839,45495.660156,0.68379,1.625101,0.410315,1e-06,-0.832094,-0.223458,8.293249,-1.277776,-0.964845
NIH_vs_VinDr,121,0,0.141255,0.499549,-2.23262,115585.28125,0.627826,2.943646,0.651234,1e-06,-0.668907,-2.730999,52.132992,-2.012289,-2.433553
NIH_vs_VinDr,122,0,0.86207,0.500458,1.466947,125560.78125,0.439499,1.958344,0.03764,1e-06,-0.810999,1.606844,4.026434,-0.500987,0.222785
NIH_vs_VinDr,123,0,0.363785,0.499861,-1.178344,71020.523438,0.669317,2.351174,0.554015,1e-06,-0.771038,-1.482214,16.068802,-1.826547,-1.856714
NIH_vs_VinDr,124,0,0.711781,0.500226,0.2229,92411.796875,0.698232,1.992116,0.115458,1e-06,-0.763996,0.285615,12.557699,-1.008036,-0.954358
NIH_vs_VinDr,125,0,0.927313,0.500637,1.284042,143051.265625,0.617276,2.568574,0.074791,1e-06,-0.828077,1.563194,5.743772,-0.625519,-0.398708
NIH_vs_VinDr,126,0,0.468844,0.499969,-1.18218,85248.140625,0.7598,2.438428,0.552985,1e-06,-0.745448,-1.615853,83.442696,-1.794614,-1.882004
NIH_vs_VinDr,127,0,0.721097,0.500238,0.013159,90047.835938,0.616074,2.17268,0.219779,1e-06,-0.797345,0.015947,10.214141,-1.322759,-0.818892
NIH_vs_VinDr,128,0,0.832861,0.500401,1.298467,165025.640625,0.443156,2.502287,0.044773,1e-06,-0.804976,1.422392,5.077505,-0.428128,0.142263
NIH_vs_VinDr,129,0,0.845898,0.500426,0.738244,84891.398438,0.519054,2.019321,0.133266,1e-06,-0.822821,0.840755,4.166709,-0.626693,-0.217078
NIH_vs_VinDr,130,0,0.834197,0.500404,0.894439,70592.65625,0.490714,2.00446,0.109618,1e-06,-0.861967,1.002736,3.670599,-0.733151,-0.347271
NIH_vs_VinDr,131,0,0.351498,0.499847,-1.1583,119416.242188,0.720762,2.398656,0.201795,1e-06,-0.775968,-1.524139,32.061691,-1.522326,-1.820701
NIH_vs_VinDr,132,0,0.940924,0.500692,1.543026,139862.71875,0.535505,2.518505,0.128923,1e-06,-0.845716,1.77428,4.669591,-0.888397,0.101122
NIH_vs_VinDr,133,0,0.897562,0.500543,1.104821,115291.382812,0.681159,2.466609,0.077759,1e-06,-0.737055,1.397939,4.162643,-0.896791,-0.285707
NIH_vs_VinDr,134,0,0.441597,0.499942,-0.606351,171648.484375,0.686931,2.519399,0.446766,1e-06,-0.72155,-0.766612,57.600323,-1.504438,-1.085481
NIH_vs_VinDr,135,0,0.750532,0.500276,-0.087482,44711.832031,0.660879,1.684869,0.497694,1e-06,-0.843168,-0.108889,7.063948,-1.367066,-1.165336
NIH_vs_VinDr,136,0,0.756642,0.500284,0.707706,168028.0,0.664667,2.657372,0.135608,1e-06,-0.780174,0.881025,8.139179,-0.704839,-0.289219
NIH_vs_VinDr,137,0,0.622589,0.500125,-1.137027,78057.4375,0.715664,2.249184,0.427384,1e-06,-0.760745,-1.474921,18.928873,-1.734594,-1.90972
NIH_vs_VinDr,138,0,0.142293,0.499551,-2.036719,94027.046875,0.609725,3.12482,0.850344,1e-06,-0.821546,-2.454703,33.873501,-2.225059,-2.57208
NIH_vs_VinDr,139,0,0.660799,0.500167,0.065795,53629.628906,0.588614,1.948006,0.305712,1e-06,-0.865611,0.077785,12.903473,-1.169757,-0.820703
NIH_vs_VinDr,140,0,0.216505,0.499679,-1.579567,76785.507812,0.599849,2.425586,0.601521,1e-06,-0.852915,-1.873997,10.51884,-1.775605,-2.169079
NIH_vs_VinDr,141,0,0.364123,0.499861,-0.812542,105333.539062,0.65741,2.702865,0.385903,1e-06,-0.803681,-1.008647,21.743359,-1.604541,-1.382029
NIH_vs_VinDr,142,0,0.144113,0.499555,-1.972134,133269.015625,0.77849,3.103658,0.17005,1e-06,-0.721205,-2.735009,15.878013,-1.749595,-2.25747
NIH_vs_VinDr,143,0,0.886277,0.500514,0.889647,36151.230469,0.637383,1.553125,0.172837,1e-06,-0.885243,1.087322,3.336548,-0.906537,-0.27174
NIH_vs_VinDr,144,0,0.824912,0.500388,0.210765,37559.054688,0.636268,1.692589,0.530555,1e-06,-0.863905,0.258535,4.066815,-1.130542,-0.710687
NIH_vs_VinDr,145,0,0.740129,0.500262,0.27019,78275.109375,0.614659,2.264848,0.348596,1e-06,-0.800299,0.326992,11.313531,-1.024484,-0.416595
NIH_vs_VinDr,146,0,0.894538,0.500535,0.907155,54503.078125,0.632034,1.77716,0.171976,1e-06,-0.867255,1.097802,2.844621,-0.904806,-0.091001
NIH_vs_VinDr,147,0,0.144126,0.499555,-2.217721,92254.523438,0.623375,2.840085,0.328968,1e-06,-0.788396,-2.697232,23.533813,-2.286917,-2.576532
NIH_vs_VinDr,148,0,0.575887,0.500077,-0.997948,90730.867188,0.694938,2.252584,0.440867,1e-06,-0.749855,-1.281575,31.991852,-1.61254,-1.4038
NIH_vs_VinDr,149,0,0.863082,0.50046,0.743595,54601.964844,0.555905,1.688416,0.166638,1e-06,-0.875452,0.86443,3.399495,-0.781116,-0.401381
NIH_vs_VinDr,150,0,0.60006,0.500102,-0.769895,86284.023438,0.748034,2.299911,0.595458,1e-06,-0.717449,-1.028989,25.290457,-1.6352,-1.403
NIH_vs_VinDr,151,0,0.84541,0.500425,0.718602,96611.210938,0.534763,2.479705,0.215356,1e-06,-0.835959,0.83037,7.075699,-1.089849,-0.394028
NIH_vs_VinDr,152,0,0.84272,0.50042,-0.001555,50998.203125,0.642754,1.746875,0.223984,1e-06,-0.826293,-0.001921,4.682581,-1.348783,-0.97109
NIH_vs_VinDr,153,0,0.820014,0.500379,0.404202,66009.570312,0.578148,2.078522,0.260553,1e-06,-0.847931,0.478183,5.885064,-1.140168,-0.517917
NIH_vs_VinDr,154,0,0.09143,0.499426,-2.607522,246230.375,0.849254,4.400284,0.485033,2e-06,-0.659439,-3.930701,68.945854,-2.541931,-3.804183
NIH_vs_VinDr,155,0,0.907309,0.50057,0.989494,155381.421875,0.586938,2.984855,0.144523,2e-06,-0.813478,1.165816,5.690017,-1.077371,-0.604317
NIH_vs_VinDr,156,0,0.347055,0.499842,-1.419401,98479.203125,0.645385,2.484156,0.362069,1e-06,-0.782883,-1.75248,406.330841,-1.780449,-1.838941
NIH_vs_VinDr,157,0,0.901045,0.500552,1.831136,187260.203125,0.527652,2.540868,0.025349,1e-06,-0.752163,2.094126,3.975336,-0.411935,0.374355
NIH_vs_VinDr,158,0,0.866292,0.500467,0.905169,69384.007812,0.63699,1.654784,0.134928,1e-06,-0.838272,1.111711,3.299318,-0.839234,-0.152819
NIH_vs_VinDr,159,0,0.966214,0.500839,1.875902,106175.132812,0.553211,2.526824,0.085795,1e-06,-0.856294,2.199544,3.755364,-0.624428,0.222145
NIH_vs_VinDr,160,0,0.510699,0.500011,-0.735318,94585.632812,0.64838,2.567857,0.439165,1e-06,-0.732585,-0.910113,242.050446,-1.472345,-1.413493
