bb_idx,MT_CNNeo,WT_CNNeo
109,0.89660764,0.89660764
110,0.87470615,0.87470615
111,0.8633322,0.8633322
112,0.8689743,0.8689743
113,0.901779,0.901779
114,0.8451269,0.8633322
115,0.87007844,0.8576685
116,0.8958095,0.901779
117,0.82247144,0.82247144
118,0.87363535,0.87363535
119,0.8885112,0.8885112
120,0.8633322,0.8633322
121,0.8576685,0.8576685
122,0.901779,0.901779
123,0.9200538,0.9200538
124,0.90305567,0.90305567
125,0.80330145,0.80330145
126,0.4921113,0.4921113
127,0.84932166,0.84932166
128,0.9210807,0.9210807
129,0.9200538,0.9200538
130,0.90305567,0.90305567
131,0.80330145,0.80330145
132,0.4921113,0.4921113
133,0.84932166,0.84932166
134,0.9210807,0.9210807
135,0.9200538,0.9200538
136,0.88090146,0.88090146
137,0.80789655,0.80789655
138,0.50057226,0.50057226
139,0.8300792,0.8300792
140,0.9106547,0.9106547
141,0.9200538,0.9200538
142,0.87817395,0.87817395
143,0.8365692,0.8365692
144,0.56381106,0.56381106
145,0.82833695,0.82833695
146,0.90972304,0.90972304
147,0.9200538,0.9200538
148,0.89660764,0.89660764
149,0.8082194,0.8082194
150,0.4989475,0.4989475
151,0.8442316,0.8442316
152,0.9192959,0.9192959
153,0.9200538,0.9200538
154,0.9010825,0.9010825
155,0.85087466,0.85087466
156,0.60333425,0.60333425
157,0.85438585,0.85438585
158,0.92305243,0.92305243
159,0.9200538,0.9200538
160,0.8643305,0.8643305
161,0.84280866,0.84280866
162,0.58581394,0.58581394
163,0.8181808,0.8181808
164,0.90295285,0.90295285
165,0.9200538,0.9200538
166,0.8468281,0.8468281
167,0.8210481,0.8210481
168,0.5273877,0.5273877
169,0.8029263,0.8029263
170,0.89254177,0.89254177
171,0.2430503,0.2430503
172,0.4565026,0.4565026
173,0.86030495,0.86030495
174,0.8466581,0.8466581
175,0.32598704,0.32598704
176,0.51447487,0.51447487
177,0.86030495,0.86030495
178,0.8723496,0.8723496
179,0.3524104,0.3524104
180,0.5105007,0.5105007
181,0.86030495,0.86030495
182,0.8655654,0.8655654
183,0.29208583,0.29208583
184,0.5013415,0.5013415
185,0.86030495,0.86030495
186,0.8693412,0.8693412
187,0.46201548,0.46201548
188,0.5775014,0.5775014
189,0.86030495,0.86030495
190,0.8901823,0.8901823
191,0.34124935,0.2203442
192,0.5027857,0.4339828
193,0.86030495,0.86030495
194,0.86076236,0.8331065
195,0.15100089,0.15100089
196,0.37513438,0.37513438
197,0.86030495,0.86030495
198,0.80062014,0.80062014
199,0.32643193,0.32643193
200,0.515204,0.515204
201,0.86030495,0.86030495
202,0.87220687,0.87220687
203,0.5549772,0.5549772
204,0.9430042,0.9430042
205,0.5549772,0.5549772
206,0.90323216,0.90323216
207,0.5549772,0.5549772
208,0.92849934,0.92849934
209,0.5549772,0.5549772
210,0.94790614,0.94790614
211,0.5549772,0.5549772
212,0.9318416,0.9318416
213,0.5549772,0.5549772
214,0.9497904,0.9497904
215,0.5549772,0.5549772
216,0.93725944,0.93725944
217,0.5549772,0.5549772
218,0.9318416,0.9318416
219,0.5549772,0.5549772
220,0.9232254,0.9232254
221,0.5549772,0.5549772
222,0.9318416,0.9318416
223,0.5549772,0.5549772
224,0.95849246,0.9279443
225,0.5549772,0.5549772
226,0.94036883,0.94036883
227,0.5549772,0.5549772
228,0.94877493,0.93699074
229,0.5549772,0.5549772
230,0.94019806,0.94019806
231,0.5549772,0.5549772
232,0.9519615,0.9519615
233,0.2747861,0.2747861
234,0.81482625,0.81482625
235,0.8961129,0.8961129
236,0.9497904,0.9497904
237,0.16736943,0.172315
238,0.71895885,0.71581745
239,0.84224313,0.84001744
240,0.9430042,0.9430042
241,0.35923582,0.35923582
242,0.8168942,0.8168942
243,0.8953516,0.8953516
244,0.9366166,0.9366166
245,0.24666862,0.24666862
246,0.783596,0.783596
247,0.8791875,0.8791875
248,0.95142674,0.95142674
249,0.2747861,0.29804456
250,0.81482625,0.8214597
251,0.8961129,0.8994274
252,0.9497904,0.9279443
253,0.28586352,0.28586352
254,0.82012033,0.82012033
255,0.89912117,0.89912117
256,0.94019806,0.94019806
257,0.38148093,0.38148093
258,0.8451269,0.8451269
259,0.91151494,0.91151494
260,0.9336079,0.9336079
261,0.50091124,0.50091124
262,0.85422117,0.85422117
263,0.91221195,0.91221195
264,0.9318416,0.9318416
265,0.32598704,0.32598704
266,0.82747686,0.82747686
267,0.90244365,0.90244365
268,0.9344879,0.9344879
269,0.17355514,0.17355514
270,0.74264467,0.74264467
271,0.85591865,0.85591865
272,0.9279443,0.9279443
273,0.38787198,0.38787198
274,0.8461856,0.8461856
275,0.9103359,0.9103359
276,0.945015,0.945015
277,0.280259,0.280259
278,0.8206567,0.8206567
279,0.8996078,0.8996078
280,0.9430042,0.9430042
281,0.46849713,0.46849713
282,0.85180295,0.85180295
283,0.9127273,0.9127273
284,0.9232254,0.9232254
285,0.24557719,0.24557719
286,0.7788596,0.7788596
287,0.87602156,0.87602156
288,0.94019806,0.94019806
289,0.35605276,0.35605276
290,0.83217525,0.83217525
291,0.9046308,0.9046308
292,0.94036883,0.94036883
293,0.2203442,0.2203442
294,0.7646716,0.7646716
295,0.8676378,0.8676378
296,0.9497904,0.9497904
297,0.34122652,0.31081772
298,0.8053078,0.81317127
299,0.8889765,0.8948609
300,0.9430042,0.9430042
301,0.46201548,0.46201548
302,0.8633322,0.8633322
303,0.9183263,0.9183263
304,0.9330353,0.92849934
305,0.29208583,0.29208583
306,0.8206788,0.8206788
307,0.89950037,0.89950037
308,0.9433617,0.9433617
309,0.40838173,0.40838173
310,0.84238726,0.84238726
311,0.9085474,0.9085474
312,0.92849934,0.92849934
313,0.46201548,0.46201548
314,0.8633322,0.8633322
315,0.9183263,0.9183263
316,0.8796099,0.8796099
317,0.50091124,0.50091124
318,0.85422117,0.85422117
319,0.91221195,0.91221195
320,0.9318416,0.9318416
321,0.27683577,0.27683577
322,0.8202754,0.8202754
323,0.8998562,0.8998562
324,0.94827926,0.94827926
