bb_idx,MT_MHCnuggets,WT_MHCnuggets
81,-2194.99,-14464.88
82,-5385.52,-5425.79
83,-8009.88,-9457.01
84,-82.92,-10685.15
85,-4653.14,-5472.79
86,-9422.58,-10409.89
87,-30828.48,-27938.93
88,-1644.27,-1891.81
89,-6138.93,-4781.54
90,-11520.18,-11074.92
91,-3826.13,-3637.37
92,-9476.81,-9420.54
93,-51.89,-75.3
94,-5322.41,-5333.44
95,-11566.1,-11629.99
96,-480.87,-3089.39
97,-5368.69,-5421.81
98,-10221.55,-11208.31
99,-652.16,-1343.16
100,-5298.73,-5306.88
101,-9099.51,-8904.9
102,-17358.29,-15317.89
103,-5342.88,-5481.01
104,-4373.01,-5613.01
105,-12.63,-10.34
106,-5201.26,-5217.3
107,-7599.21,-7474.02
108,-209.98,-2162.09
109,-5255.08,-5288.03
110,-7023.42,-8362.97
111,-25444.75,-24911.3
112,-1481.65,-1648.88
113,-10228.44,-10306.5
114,-43.58,-292.14
115,-998.29,-2419.07
116,-8990.8,-8772.81
117,-41.89,-55.79
118,-5326.42,-5031.79
119,-10067.37,-9793.2
120,-7894.22,-3037.79
121,-1696.3,-729.44
122,-4627.5,-4410.31
123,-20380.06,-24773.53
124,-3604.06,-4003.33
125,-21112.46,-14532.93
126,-705.63,-1051.4
127,-9288.47,-5078.48
128,-15658.21,-6961.03
129,-7054.83,-31415.73
130,-2493.81,-5323.23
131,-34859.47,-33788.94
132,-152.34,-12725.68
133,-25072.06,-20641.43
134,-26661.05,-2574.53
135,-2450.76,-20622.57
136,-5396.84,-5417.26
137,-22953.8,-41258.38
138,-33790.07,-21338.93
139,-22171.53,-33278.55
140,-2017.31,-37173.03
141,-1539.74,-3296.5
142,-5388.14,-5391.56
143,-37772.76,-40720.47
144,-31898.37,-33679.7
145,-35312.67,-35756.54
146,-30498.03,-32930.05
147,-5336.83,-1897.5
148,-5383.01,-5380.02
149,-15503.74,-8494.49
150,-15472.79,-20161.23
151,-22230.61,-18379.79
152,-4087.05,-2343.56
153,-442.58,-505.77
154,-5392.6,-5383.04
155,-19025.89,-23496.41
156,-35809.21,-27781.5
157,-32484.45,-32751.44
158,-38216.73,-31817.3
159,-38742.49,-38770.75
160,-5404.38,-5423.63
161,-38931.38,-41320.55
162,-121.64,-158.89
163,-35704.59,-33694.46
164,-38344.65,-28704.76
165,-22.22,-11819.76
166,-5380.66,-5357.13
167,-33344.74,-36911.53
168,-41657.51,-43419.89
169,-25175.48,-35564.2
170,-35039.62,-42930.15
171,-5742.33,-5767.43
172,-34917.1,-31170.81
173,-6734.83,-7106.53
174,-12923.03,-20701.27
175,-5574.13,-5566.05
176,-12958.1,-9005.46
177,-2032.86,-32822.42
178,-8136.05,-15845.78
179,-5505.37,-5617.19
180,-22766.61,-37.02
181,-5574.74,-1136.39
182,-13955.75,-31417.85
183,-5603.99,-5600.34
184,-7503.61,-15009.86
185,-27010.2,-2413.12
186,-3214.92,-16624.94
187,-5604.68,-5605.55
188,-37506.36,-39644.56
189,-28024.67,-27565.51
190,-24550.07,-21685.19
191,-5621.27,-5610.43
192,-18502.34,-13722.79
193,-24470.73,-13177.27
194,-6438.75,-14649.36
195,-5488.91,-5711.68
196,-4202.99,-11301.37
197,-9958.27,-15569.84
198,-17332.44,-20603.94
199,-5615.01,-5609.88
200,-3240.39,-12933.49
201,-19007.98,-22248.17
202,-9206.22,-9434.77
203,-5939.24,-5942.46
204,-986.65,-1010.72
205,-5976.05,-5935.61
206,-3622.04,-2672.57
207,-5383.27,-5658.0
208,-6683.8,-5039.58
209,-6019.27,-6018.62
210,-451.25,-199.09
211,-5872.24,-5819.64
212,-3622.88,-3651.56
213,-5960.4,-5982.2
214,-1029.39,-1200.89
215,-5946.87,-6022.4
216,-10169.09,-2960.27
217,-6076.46,-6070.42
218,-8885.16,-8789.52
219,-5413.53,-5885.66
220,-452.62,-583.26
221,-5832.46,-5490.44
222,-12233.28,-4921.41
223,-579.65,-5700.05
224,-3153.18,-689.02
225,-6039.68,-5997.38
226,-988.34,-1613.15
227,-6094.42,-6094.7
228,-34.74,-27.76
229,-4953.72,-4651.32
230,-7271.37,-4834.93
231,-6054.37,-6043.21
232,-8.38,-9.38
233,-5602.37,-5604.83
234,-20725.08,-20007.42
235,-31516.68,-34685.84
236,-21.88,-21.51
237,-5655.45,-5668.55
238,-37.19,-144.45
239,-38872.89,-38917.44
240,-3887.97,-5116.54
241,-5677.78,-5658.94
242,-570.3,-1070.24
243,-37586.88,-37842.5
244,-3854.17,-3810.35
245,-5651.94,-5677.15
246,-136.96,-270.3
247,-18691.49,-20309.91
248,-2378.66,-2940.47
249,-5601.26,-5595.61
250,-28724.29,-28978.83
251,-30981.02,-34055.74
252,-13.59,-12.84
253,-5558.98,-5558.5
254,-29058.17,-30486.77
255,-37954.89,-38288.83
256,-75.64,-107.48
257,-5563.64,-5565.16
258,-31331.21,-25034.58
259,-37223.22,-34272.47
260,-743.17,-379.16
261,-2805.76,-1275.49
262,-773.56,-755.83
263,-33982.36,-34680.27
264,-7241.03,-7054.56
265,-5617.42,-5617.59
266,-19683.78,-25676.4
267,-29633.58,-24250.14
268,-164.14,-91.83
269,-4736.46,-4540.74
270,-9333.43,-9061.61
271,-39355.38,-39332.6
272,-9429.02,-9891.15
273,-5624.4,-5635.38
274,-26984.4,-26342.76
275,-33165.42,-32446.69
276,-356.65,-298.77
277,-5578.85,-5578.77
278,-33541.03,-33858.42
279,-38239.13,-38049.53
280,-60.31,-107.88
281,-5598.71,-5597.71
282,-6205.42,-333.45
283,-16970.19,-16504.14
284,-2748.72,-4740.34
285,-5603.57,-5615.98
286,-614.5,-211.32
287,-35121.9,-36765.8
288,-496.14,-326.01
289,-5620.92,-5620.36
290,-6084.08,-5819.76
291,-36428.92,-36450.01
292,-634.57,-493.56
293,-5624.11,-5566.32
294,-87.98,-3317.44
295,-33367.42,-28015.47
296,-3618.91,-3811.08
297,-5641.88,-5601.29
298,-30415.56,-32294.1
299,-37475.26,-33406.73
300,-2412.46,-529.97
301,-5575.54,-5575.42
302,-35583.31,-35240.07
303,-39213.03,-38777.93
304,-394.52,-330.11
305,-5599.42,-5602.07
306,-32768.96,-31781.78
307,-35771.84,-36142.34
308,-2261.86,-416.37
309,-4266.36,-4564.49
310,-143.27,-287.19
311,-36074.14,-36351.51
312,-3652.12,-2901.21
313,-5606.95,-5607.24
314,-20245.93,-19026.84
315,-36114.69,-36795.83
316,-2297.31,-2939.87
317,-2805.76,-1275.49
318,-773.56,-755.83
319,-33982.36,-34680.27
320,-7241.03,-7054.56
321,-5605.82,-5580.28
322,-27608.58,-27803.74
323,-38161.11,-39294.77
324,-357.34,-801.89
