bb_idx,MT_PredIG,WT_PredIG
115,0.155143,0.030748
116,0.026285,0.008012
117,0.000465,0.001219
118,0.001906,0.000783
119,0.000287,0.000117
120,0.002876,0.001513
121,0.026546,0.000379
122,0.000233,0.000842
123,0.102112,0.035951
124,0.146903,0.146191
125,0.102112,0.029174
126,0.119315,0.007519
127,0.104083,0.036697
128,0.007991,0.007135
129,0.126638,0.023423
130,0.0081,0.047672
131,0.126638,0.068957
132,0.102254,0.036542
133,0.127854,0.023423
134,0.368577,0.005974
135,0.000902,0.005004
136,0.006102,0.029357
137,0.00019,0.00223
138,0.00113,0.050297
139,0.000103,0.005004
140,0.001432,0.062828
141,1.5e-05,4e-06
142,0.001772,0.002119
143,3.2e-05,3.2e-05
144,0.003298,0.003471
145,6e-06,1.3e-05
146,0.020495,0.001772
147,0.002551,0.002551
148,0.056695,0.056695
149,0.007834,0.007834
150,0.01004,0.034653
151,0.002551,0.002551
152,0.004014,0.004748
153,0.000344,0.000344
154,0.001906,0.002666
155,9.2e-05,9.2e-05
156,0.002141,0.000395
157,0.000137,0.000137
158,0.000368,0.002141
159,0.008885,0.004537
160,0.056695,0.068016
161,0.003826,0.003054
162,0.005673,0.00128
163,0.007759,0.003054
164,0.056695,0.21759
165,0.000381,3.8e-05
166,0.000395,0.000848
167,0.000117,0.000115
168,0.002343,0.000993
169,3.8e-05,3.8e-05
170,0.000395,0.001987
171,0.000483,0.000109
172,0.000244,8.6e-05
173,0.001109,0.000186
174,0.003321,0.000135
175,1.5e-05,0.354872
176,2.2e-05,0.342375
177,6.1e-05,0.013804
178,4.6e-05,0.009139
179,0.01922,0.087974
180,0.007574,0.001232
181,0.015475,0.005806
182,0.011405,0.017726
183,0.026091,0.225011
184,0.034653,0.046705
185,0.007759,0.002551
186,0.005201,0.002551
187,0.000483,0.000278
188,0.000483,0.000791
189,0.000462,0.00069
190,0.000149,0.000126
191,5.5e-05,0.003073
192,4.8e-05,0.018318
193,4.6e-05,0.003277
194,0.000156,0.004
195,0.012942,0.012942
196,0.100095,0.392536
197,0.081376,0.133802
198,0.099041,0.105504
199,0.002915,0.00749
200,0.001276,0.006316
201,0.000273,0.000175
202,8.8e-05,5.7e-05
203,3.8e-05,0.001732
204,0.000653,0.083365
205,0.052542,0.052542
206,0.070744,0.070744
207,0.005201,0.002551
208,0.106524,0.106524
209,0.002551,0.002551
210,0.056695,0.056695
211,0.002551,0.020493
212,0.056695,0.070744
213,3.8e-05,3.8e-05
214,0.001504,0.001906
215,0.000268,3e-05
216,0.031211,0.015577
217,0.002551,0.005794
218,0.056695,0.00141
219,0.031013,0.050202
220,0.050325,0.020341
221,0.002551,3.8e-05
222,0.119537,0.000892
223,0.003913,7.1e-05
224,0.002787,0.012574
225,2.1e-05,0.000281
226,0.000564,0.000602
227,0.000117,0.000117
228,0.000646,0.000111
229,0.000137,0.000344
230,0.000783,0.001737
231,0.007759,0.007759
232,0.005283,0.013843
233,0.026091,0.026091
234,0.159387,0.369281
235,0.369281,0.114586
236,0.019721,0.019721
237,0.000111,0.00258
238,0.001159,0.006413
239,0.001176,0.001505
240,0.000237,0.000284
241,0.001508,0.059502
242,0.000594,0.008491
243,0.000753,0.060085
244,0.00062,0.19266
245,0.054738,0.161124
246,0.003674,0.104532
247,0.054738,0.148797
248,0.054738,0.104532
249,0.076746,0.076746
250,0.056695,0.240564
251,0.225011,0.085944
252,0.12805,0.269496
253,0.004236,0.004236
254,0.000993,0.004477
255,0.001322,0.013659
256,0.000395,0.000876
257,0.002723,0.001039
258,0.031173,0.01709
259,0.002723,0.001039
260,0.002041,0.000298
261,0.000583,0.000699
262,0.002736,0.003404
263,0.003547,0.002385
264,0.031077,0.008135
265,0.002925,0.011184
266,0.001165,0.000936
267,0.001165,0.000363
268,0.000936,0.000471
269,0.001201,0.00029
270,0.00065,0.001039
271,0.015067,0.012454
272,0.000849,0.001357
273,0.060519,0.057825
274,0.022019,0.025082
275,0.099131,0.110669
276,0.037275,0.037275
277,0.312605,0.312605
278,0.236537,0.312605
279,0.176059,0.176059
280,0.031346,0.039406
281,0.001039,0.001039
282,0.000249,0.00057
283,0.000946,0.000732
284,0.001039,0.001039
285,0.003625,0.016519
286,0.000117,0.001283
287,0.001194,0.00188
288,0.000196,0.000216
289,0.001906,0.001906
290,0.000232,0.000374
291,0.000618,0.000783
292,5.4e-05,0.000309
293,0.07534,0.003145
294,0.002505,0.102669
295,0.13534,0.125781
296,0.07534,0.14842
297,0.000111,0.010259
298,0.003211,0.00075
299,0.001826,0.010259
300,0.024268,0.001987
301,0.026091,0.091118
302,0.137222,0.146514
303,0.225011,0.112406
304,0.019721,0.284206
305,0.001906,0.010259
306,0.000481,0.000721
307,0.000618,0.004238
308,0.002141,0.000783
309,0.271517,0.111505
310,0.044936,0.011719
311,0.212755,0.421662
312,0.041017,0.007012
313,0.002876,0.001955
314,0.00227,0.000634
315,0.003579,0.001001
316,0.003579,0.001001
317,0.000583,0.000699
318,0.002736,0.003404
319,0.003547,0.002385
320,0.031077,0.008135
321,0.127579,0.001987
322,0.007606,0.000395
323,0.003508,0.000395
324,0.00589,0.000282
