bb_idx,MT_MHCSeqNet,WT_MHCSeqNet
162,0.99512976,0.9965673
163,0.02308485,0.023555279
164,0.08361632,0.20948637
165,0.99913335,0.9613042
166,0.16381916,0.13929844
167,0.9583173,0.583518
168,1.7285347e-05,1.1920929e-07
169,0.995288,0.9993975
170,0.47584388,0.33471918
171,0.7312565,0.4649267
172,0.0023404658,0.022147536
173,0.009763628,0.008835077
174,0.0012516379,0.00033175945
175,0.80720556,0.01387167
176,0.04377103,0.030453473
177,0.016029447,0.0009779334
178,0.22801211,0.90838265
179,0.49747697,0.023338825
180,0.21087629,0.6263026
181,0.5989822,0.38562602
182,0.0057950616,5.0902367e-05
183,0.006801665,0.05041936
184,0.0010910332,0.0053137243
185,0.027863532,0.15731314
186,0.8405303,0.35841805
187,0.0035257041,0.003240943
188,1.50203705e-05,1.8328428e-05
189,0.9823322,0.9861686
190,0.0068098307,0.0068448484
191,0.34838903,0.4631718
192,0.019625723,0.6521929
193,0.42825153,0.21646968
194,0.00012978911,1.8715858e-05
195,0.9809797,0.8985766
196,0.036867023,0.06665751
197,0.12677673,0.0073022842
198,0.0009906292,6.148219e-05
199,0.058183283,0.018909574
200,0.20873824,0.043928415
201,0.43812752,0.54502815
202,0.7598214,0.7895776
203,0.41779202,0.38799953
204,0.5688252,0.8455621
205,0.17569405,0.12465754
206,0.831422,0.536412
207,0.9597331,0.7403537
208,0.98729014,0.9838042
209,0.78815424,0.57497257
210,0.7981633,0.69366467
211,0.9722637,0.9524925
212,0.11228305,0.12524873
213,0.8982543,0.8996177
214,0.4668475,0.4501356
215,0.98792946,0.42558324
216,0.5476449,0.51158905
217,0.053377688,0.06574622
218,0.7126281,0.7256989
219,0.72305834,0.7129112
220,0.47756687,0.15313232
221,0.9899051,0.8120868
222,0.6843048,0.9075836
223,0.9840857,0.17252356
224,0.4822037,0.46612757
225,0.51166916,0.60674274
226,0.9714172,0.9496058
227,0.010290414,0.019605964
228,0.99714553,0.9988804
229,0.9965792,0.99858356
230,0.7716243,0.8140577
231,0.0071677268,0.0009074807
232,0.99930227,0.9986744
233,0.01625961,0.010453939
234,0.061302215,0.033692896
235,0.00035381317,0.00023365021
236,0.94760877,0.92133653
237,0.58303267,0.68416536
238,0.9971584,0.99679554
239,0.00093483925,0.00072163343
240,0.5615171,0.63358676
241,0.17237502,0.24790812
242,0.7562391,0.906848
243,0.00020557642,6.5505505e-05
244,0.23325226,0.7272288
245,0.047667146,0.048515975
246,0.9948318,0.9945153
247,0.12128052,0.095694184
248,0.5934664,0.6082328
249,0.06530309,0.029753894
250,0.016272694,0.0030277967
251,0.0061599314,0.00064632297
252,0.9919373,0.97537243
253,0.03261912,0.023691088
254,0.0043670535,0.007602036
255,7.4476004e-05,1.5288591e-05
256,0.95737916,0.9559718
257,0.022385538,0.010064065
258,0.00061658025,0.0003799796
259,0.00043302774,0.00045257807
260,0.995396,0.99714416
261,0.9845166,0.98086643
262,0.97938895,0.98445
263,0.34774268,0.3289351
264,0.78740513,0.81063604
265,0.009579271,0.011549085
266,0.076291084,0.017225236
267,0.012999982,0.033388913
268,0.81078446,0.55999416
269,0.97155374,0.96514976
270,0.030382097,0.048314184
271,3.1977892e-05,3.257394e-05
272,0.35653523,0.35815054
273,0.010513276,0.01086399
274,0.07919347,0.022810131
275,0.00028687716,0.0003043115
276,0.93745553,0.96401495
277,0.07791063,0.112828255
278,0.006308168,0.0071004033
279,5.0723553e-05,9.4503164e-05
280,0.9722601,0.9414054
281,0.36263224,0.26591963
282,0.84855354,0.8575002
283,0.027242899,0.025750995
284,0.91115856,0.87855893
285,0.003556937,0.00029850006
286,0.99578357,0.9975937
287,3.891843e-07,3.874302e-07
288,0.24938066,0.20468926
289,0.010874361,0.01462698
290,0.80450726,0.89615357
291,4.580617e-05,5.045533e-05
292,0.50637037,0.61889213
293,0.24207419,0.66982037
294,0.9945824,0.31671363
295,0.005298972,0.0044288635
296,0.7009779,0.64991385
297,0.1441764,0.007879257
298,0.0008598864,0.011728913
299,1.8179417e-06,5.760789e-05
300,0.04473865,0.8369351
301,0.00028014183,0.0013030171
302,0.00010317564,0.0046148
303,8.106232e-06,1.40964985e-05
304,0.94977176,0.31818557
305,0.044613868,0.016913503
306,0.00052914023,2.3126602e-05
307,0.00014305115,2.2053719e-06
308,0.7414286,0.8280175
309,0.9986447,0.99191403
310,0.9997988,0.99935764
311,0.008970469,0.0039306283
312,0.9957372,0.9911639
313,0.0016126931,0.0016592145
314,0.0056465864,0.012035161
315,2.6345253e-05,3.5464764e-05
316,0.74373025,0.78725827
317,0.9845166,0.98086643
318,0.97938895,0.98445
319,0.34774268,0.3289351
320,0.78740513,0.81063604
321,0.25433117,0.10784191
322,0.019492,0.021113157
323,5.7429075e-05,1.6987324e-05
324,0.8960401,0.7992311
