filename,anomaly_score,label,sigma_global,glcm_cluster_prom,glcm_contrast,fft_spectral_entropy,cnr_proxy_otsu
BraTS2021_01486_flair_60.png,0.010854,1,0.222458,1507522.794377,29.055867,4.248797,7.806651
BraTS2021_01486_flair_65.png,0.00854,1,0.209286,1440790.183487,26.612232,4.472706,8.397972
BraTS2021_01487_flair_0.png,0.014881,1,0.163649,781340.766266,18.938337,4.668986,4.006135
BraTS2021_01487_flair_10.png,0.020753,1,0.175102,888352.60798,18.123156,4.197083,3.856695
BraTS2021_01487_flair_15.png,0.021112,1,0.177595,844860.307806,17.813552,4.026967,3.945421
BraTS2021_01487_flair_20.png,0.023162,1,0.18013,924192.712118,17.934893,3.969016,3.859817
BraTS2021_01487_flair_25.png,0.019424,1,0.17269,694395.661646,17.161431,3.92917,4.195668
BraTS2021_01487_flair_30.png,0.015488,1,0.163871,528116.037442,16.02631,3.920386,4.490887
BraTS2021_01487_flair_35.png,0.0113,1,0.158356,409138.587269,15.01048,3.886464,5.097568
BraTS2021_01487_flair_40.png,0.006178,1,0.149694,211359.751995,12.780384,3.774871,6.99104
BraTS2021_01487_flair_5.png,0.01906,1,0.172064,873188.911391,18.356053,4.334051,3.79667
BraTS2021_01488_flair_33.png,0.00576,1,0.137188,111530.972585,9.875892,3.52325,6.527546
BraTS2021_01488_flair_38.png,0.005633,1,0.142473,165834.047975,10.553806,3.58913,5.955665
BraTS2021_01488_flair_43.png,0.006459,1,0.142162,175194.541582,10.661095,3.641551,5.943215
BraTS2021_01488_flair_48.png,0.006696,1,0.14266,190338.00402,10.361012,3.666458,5.954685
BraTS2021_01488_flair_53.png,0.008966,1,0.143194,263235.582079,11.262008,3.855323,5.086519
BraTS2021_01488_flair_58.png,0.010392,1,0.140623,316178.066408,11.190101,4.076557,4.723579
BraTS2021_01488_flair_63.png,0.008342,1,0.135829,337757.638436,10.527165,4.310809,4.57924
BraTS2021_01488_flair_68.png,0.007886,1,0.127956,340816.724906,10.444226,4.628404,4.319053
BraTS2021_01489_flair_13.png,0.014372,1,0.237416,1049978.762559,35.714054,3.856078,8.668662
BraTS2021_01489_flair_18.png,0.016676,1,0.248611,1356566.133212,34.963483,3.688872,7.629372
BraTS2021_01489_flair_23.png,0.018127,1,0.259158,1644283.30523,35.073691,3.571508,7.055807
BraTS2021_01489_flair_28.png,0.02033,1,0.263097,1782654.177369,40.483365,3.642808,6.702718
BraTS2021_01489_flair_33.png,0.020573,1,0.261101,1689279.81441,44.838488,3.749319,6.629395
BraTS2021_01489_flair_38.png,0.022323,1,0.256986,1551809.35695,45.752928,3.809226,6.888373
BraTS2021_01489_flair_43.png,0.020412,1,0.256234,1532853.444505,44.720058,3.823365,7.048023
BraTS2021_01489_flair_48.png,0.015771,1,0.256588,1579454.691211,39.930517,3.808399,7.556938
BraTS2021_01489_flair_53.png,0.012759,1,0.252725,1609108.883558,35.581891,3.855119,7.891255
BraTS2021_01489_flair_58.png,0.011944,1,0.245801,1683538.690426,32.201133,3.973977,7.610147
BraTS2021_01489_flair_63.png,0.011199,1,0.236644,1883725.673074,29.511673,4.159254,7.039229
BraTS2021_01489_flair_68.png,0.011042,1,0.218432,1733739.70662,26.135435,4.356832,7.051266
BraTS2021_01489_flair_8.png,0.014659,1,0.227449,913747.180254,38.551671,4.101688,8.980083
BraTS2021_01490_flair_12.png,0.006147,1,0.149985,194852.959906,14.5793,4.045834,8.255252
BraTS2021_01490_flair_17.png,0.006315,1,0.151616,184528.324834,15.100782,3.937969,8.529631
BraTS2021_01490_flair_22.png,0.006717,1,0.157009,223552.622737,16.076989,3.846649,7.674423
BraTS2021_01490_flair_27.png,0.012291,1,0.154565,221957.256751,21.34984,4.320108,7.171249
BraTS2021_01490_flair_32.png,0.016434,1,0.155301,239618.822397,22.980101,4.488074,7.131325
BraTS2021_01490_flair_37.png,0.017593,1,0.153698,266332.871523,24.003498,4.665217,6.323747
BraTS2021_01490_flair_42.png,0.018675,1,0.15801,348957.760618,24.681885,4.754423,5.946209
BraTS2021_01490_flair_47.png,0.016036,1,0.15488,340043.467177,23.921378,4.822006,6.024344
BraTS2021_01490_flair_52.png,0.014462,1,0.153032,356232.945788,23.301101,4.853131,5.896231
BraTS2021_01490_flair_57.png,0.012702,1,0.151473,424653.107355,21.852599,4.883935,5.557312
BraTS2021_01490_flair_62.png,0.009407,1,0.146582,481652.049271,16.469978,4.738169,5.017129
BraTS2021_01490_flair_67.png,0.006573,1,0.132581,421881.134777,11.655895,4.844934,5.446375
BraTS2021_01491_flair_17.png,0.013214,1,0.216427,707331.88515,35.296563,3.982327,8.192426
BraTS2021_01491_flair_22.png,0.013991,1,0.217376,755836.655165,36.162291,3.986381,7.203332
BraTS2021_01491_flair_27.png,0.012558,1,0.219861,802825.157709,37.122036,4.050067,7.490847
BraTS2021_01491_flair_32.png,0.011508,1,0.218664,820839.378572,34.721779,4.049304,7.515479
BraTS2021_01491_flair_37.png,0.012022,1,0.217663,801284.526773,30.911015,3.939426,8.27571
BraTS2021_01491_flair_42.png,0.009327,1,0.213944,785728.197123,26.442904,3.903881,9.07696
BraTS2021_01491_flair_47.png,0.007702,1,0.204127,751211.467526,25.112883,4.055869,8.438554
BraTS2021_01491_flair_52.png,0.008233,1,0.193474,702340.869495,23.761104,4.190567,8.014217
BraTS2021_01492_flair_32.png,0.005334,1,0.162917,206409.04167,17.436598,3.819559,9.911339
BraTS2021_01492_flair_37.png,0.008035,1,0.165982,268590.639159,18.579119,3.972374,7.903467
BraTS2021_01492_flair_42.png,0.008637,1,0.171727,368574.535726,18.855816,3.961531,6.911311
BraTS2021_01492_flair_47.png,0.008378,1,0.173487,418848.903927,18.102677,3.968911,7.115051
BraTS2021_01492_flair_52.png,0.010043,1,0.170875,454206.575256,17.798634,4.087021,6.915982
BraTS2021_01492_flair_57.png,0.008127,1,0.162909,407790.780149,16.271768,4.225566,7.39325
BraTS2021_01492_flair_62.png,0.006901,1,0.152004,344275.505188,14.426749,4.388819,8.467705
BraTS2021_01492_flair_67.png,0.004321,1,0.137875,287940.582213,12.794086,4.642705,9.382699
BraTS2021_01493_flair_0.png,0.007942,1,0.145575,167481.176303,15.402876,4.136547,7.360165
BraTS2021_01493_flair_10.png,0.008718,1,0.148909,146621.270718,17.002476,3.912943,8.173615
BraTS2021_01493_flair_15.png,0.008138,1,0.148912,131587.533843,16.444439,3.782423,8.778504
BraTS2021_01493_flair_20.png,0.006844,1,0.150195,131448.696578,16.971893,3.729165,9.444112
BraTS2021_01493_flair_5.png,0.009077,1,0.148463,163332.942214,16.564924,3.992059,7.331628
BraTS2021_01494_flair_0.png,0.013073,1,0.150231,527959.722547,15.197233,4.61835,4.211129
BraTS2021_01494_flair_10.png,0.016781,1,0.162373,657713.289628,16.687095,4.352024,3.974522
BraTS2021_01494_flair_15.png,0.016354,1,0.170937,698091.243149,17.209861,4.141752,4.075696
BraTS2021_01494_flair_20.png,0.018312,1,0.174761,726320.29927,15.565512,3.979084,4.084399
BraTS2021_01494_flair_25.png,0.01874,1,0.175627,723944.007438,14.843002,3.857402,3.997183
BraTS2021_01494_flair_30.png,0.021496,1,0.178731,769820.390313,15.360266,3.830692,3.973954
BraTS2021_01494_flair_35.png,0.018336,1,0.178467,728197.348897,16.04711,3.853359,4.0602
BraTS2021_01494_flair_40.png,0.019595,1,0.179285,773828.228468,16.703509,3.883022,3.972631
BraTS2021_01494_flair_45.png,0.02127,1,0.18045,876866.080062,17.464046,3.936834,3.813164
BraTS2021_01494_flair_5.png,0.017058,1,0.159848,704030.425773,16.2081,4.519239,3.771953
BraTS2021_01494_flair_50.png,0.022646,1,0.178172,951370.051851,16.628348,3.975019,3.678497
BraTS2021_01494_flair_55.png,0.019346,1,0.168648,880152.041761,14.949758,4.103017,3.727153
BraTS2021_01494_flair_60.png,0.008956,1,0.146123,422021.87332,12.222087,4.209776,4.883615
BraTS2021_01495_flair_13.png,0.010567,1,0.161077,305473.760501,15.501917,3.792566,5.39058
