bb_idx,MT_NetTepi,WT_NetTepi
720,0.042,0.042
721,,
722,,
723,,
724,,
725,,
726,0.031,0.035
727,,
728,,
729,,
730,,
731,,
732,0.032,0.034
733,,
734,,
735,,
736,,
737,,
738,0.033,0.024
739,,
740,,
741,,
742,,
743,,
744,0.047,0.047
745,,
746,,
747,,
748,,
749,,
750,0.055,0.057
751,,
752,,
753,,
754,,
755,,
756,0.064,0.057
757,,
758,,
759,,
760,,
761,,
762,0.065,0.065
763,,
764,,
765,,
766,,
767,,
768,0.076,0.084
769,,
770,,
771,,
772,,
773,,
774,0.077,0.075
775,,
776,,
777,,
778,,
779,,
780,0.058,0.053
781,,
782,,
783,,
784,,
785,,
786,0.042,0.039
787,,
788,,
789,,
790,,
791,,
792,0.034,0.033
793,,
794,,
795,,
796,,
797,,
798,0.068,0.058
799,,
800,,
801,,
802,,
803,,
804,0.027,0.027
805,,
806,,
807,,
808,,
809,,
810,0.059,0.054
811,,
812,,
813,,
814,,
815,,
816,0.065,0.064
817,,
818,,
819,,
820,,
821,,
822,0.069,0.069
823,,
824,,
825,,
826,,
827,,
828,0.057,0.057
829,,
830,,
831,,
832,,
833,,
834,0.043,0.041
835,,
836,,
837,,
838,,
839,,
840,0.015,0.013
841,,
842,,
843,,
844,,
845,,
846,-0.01,-0.01
847,,
848,,
849,,
850,,
851,,
852,-0.021,-0.021
853,,
854,,
855,,
856,,
857,,
858,-0.003,-0.014
859,,
860,,
861,,
862,,
863,,
864,0.016,0.014
865,,
866,,
867,,
868,,
869,,
870,-0.007,0.012
871,,
872,,
873,,
874,,
875,,
876,-0.035,-0.008
877,,
878,,
879,,
880,,
881,,
882,-0.049,-0.019
883,,
884,,
885,,
886,,
887,,
888,-0.036,-0.005
889,,
890,,
891,,
892,,
893,,
894,-0.015,0.016
895,,
896,,
897,,
898,,
899,,
900,0.009,0.02
901,,
902,,
903,,
904,,
905,,
906,0.025,0.026
907,,
908,,
909,,
910,,
911,,
912,0.028,0.028
913,,
914,,
915,,
916,,
917,,
918,0.041,0.054
919,,
920,,
921,,
922,,
923,,
924,0.049,0.028
925,,
926,,
927,,
928,,
929,,
930,0.034,0.006
931,,
932,,
933,,
934,,
935,,
936,0.033,0.001
937,,
938,,
939,,
940,,
941,,
942,0.054,0.02
943,,
944,,
945,,
946,,
947,,
948,0.052,0.02
949,,
950,,
951,,
952,,
953,,
954,0.074,0.048
955,,
956,,
957,,
958,,
959,,
960,0.051,0.049
961,,
962,,
963,,
964,,
965,,
966,0.036,0.035
967,,
968,,
969,,
970,,
971,,
972,0.067,0.054
973,,
974,,
975,,
976,,
977,,
978,0.053,0.05
979,,
980,,
981,,
982,,
983,,
984,0.045,0.037
985,,
986,,
987,,
988,,
989,,
990,0.02,0.02
991,,
992,,
993,,
994,,
995,,
996,-0.019,-0.02
997,,
998,,
999,,
1000,,
1001,,
1002,-0.02,-0.019
1003,,
1004,,
1005,,
1006,,
1007,,
1008,-0.009,-0.011
1009,,
1010,,
1011,,
1012,,
1013,,
1014,0.043,0.014
1015,,
1016,,
1017,,
1018,,
1019,,
1020,0.077,0.037
1021,,
1022,,
1023,,
1024,,
1025,,
1026,0.062,0.033
1027,,
1028,,
1029,,
1030,,
1031,,
1032,0.021,0.019
1033,,
1034,,
1035,,
1036,,
1037,,
1038,0.033,0.034
1039,,
1040,,
1041,,
1042,,
1043,,
1044,0.024,0.024
1045,,
1046,,
1047,,
1048,,
1049,,
1050,0.035,0.034
1051,,
1052,,
1053,,
1054,,
1055,,
1056,0.033,0.03
1057,,
1058,,
1059,,
1060,,
1061,,
1062,0.038,0.038
1063,,
1064,,
1065,,
1066,,
1067,,
1068,0.028,0.028
1069,,
1070,,
1071,,
1072,,
1073,,
1074,0.06,0.058
1075,,
1076,,
1077,,
1078,,
1079,,
1080,0.024,0.031
1081,,
1082,,
1083,,
1084,,
1085,,
1086,0.045,0.074
1087,,
1088,,
1089,,
1090,,
1091,,
1092,0.059,0.089
1093,,
1094,,
1095,,
1096,,
1097,,
1098,0.148,0.143
1099,,
1100,,
1101,,
1102,,
1103,,
1104,0.014,0.027
1105,,
1106,,
1107,,
1108,,
1109,,
1110,0.006,0.016
1111,,
1112,,
1113,,
1114,,
1115,,
1116,-0.003,-0.002
1117,,
1118,,
1119,,
1120,,
1121,,
1122,-0.007,-0.005
1123,,
1124,,
1125,,
1126,,
1127,,
1128,-0.004,-0.003
1129,,
1130,,
1131,,
1132,,
1133,,
1134,0.016,0.012
1135,,
1136,,
1137,,
1138,,
1139,,
1140,0.027,0.019
1141,,
1142,,
1143,,
1144,,
1145,,
1146,0.027,0.009
1147,,
1148,,
1149,,
1150,,
1151,,
1152,0.194,0.183
1153,,
1154,,
1155,,
1156,,
1157,,
1158,0.039,0.024
1159,,
1160,,
1161,,
1162,,
1163,,
1164,0.057,0.04
1165,,
1166,,
1167,,
1168,,
1169,,
1170,0.07,0.068
1171,,
1172,,
1173,,
1174,,
1175,,
1176,0.051,0.055
1177,,
1178,,
1179,,
1180,,
1181,,
1182,0.035,0.033
1183,,
1184,,
1185,,
1186,,
1187,,
1188,0.026,0.02
1189,,
1190,,
1191,,
1192,,
1193,,
1194,0.055,0.058
1195,,
1196,,
1197,,
1198,,
1199,,
1200,0.044,0.043
1201,,
1202,,
1203,,
1204,,
1205,,
1206,0.044,0.044
1207,,
1208,,
1209,,
1210,,
1211,,
1212,0.037,0.037
1213,,
1214,,
1215,,
1216,,
1217,,
1218,0.036,0.038
1219,,
1220,,
1221,,
1222,,
1223,,
1224,0.021,0.024
1225,,
1226,,
1227,,
1228,,
1229,,
1230,0.015,0.015
1231,,
1232,,
1233,,
1234,,
1235,,
1236,0.025,0.024
1237,,
1238,,
1239,,
1240,,
1241,,
1242,0.033,0.033
1243,,
1244,,
1245,0.027,0.028
1246,,
1247,,
1248,0.023,0.024
1249,,
1250,,
1251,0.03,0.032
1252,,
1253,,
1254,0.016,0.018
1255,,
1256,,
1257,0.029,0.029
1258,,
1259,,
1260,0.22,0.077
1261,,
1262,,
1263,0.056,0.056
1264,,
1265,,
1266,0.068,0.071
1267,,
1268,,
1269,0.036,0.047
1270,,
1271,,
1272,0.048,0.051
1273,,
1274,,
1275,0.049,0.051
1276,,
1277,,
1278,0.07,0.072
1279,,
1280,,
1281,0.076,0.076
1282,,
1283,,
1284,0.079,0.081
1285,,
1286,,
1287,0.062,0.061
1288,,
1289,,
1290,0.081,0.073
1291,,
1292,,
1293,0.096,0.13
1294,,
1295,,
1296,0.058,0.053
1297,,
1298,,
1299,0.021,0.034
1300,,
1301,,
1302,0.014,0.033
1303,,
1304,,
1305,0.022,0.041
1306,,
1307,,
1308,0.05,0.072
1309,,
1310,,
1311,0.014,0.034
1312,,
1313,,
1314,0.09,0.065
1315,,
1316,,
1317,0.033,0.033
1318,,
1319,,
1320,0.029,0.026
1321,,
1322,,
1323,0.013,0.019
1324,,
1325,,
1326,0.014,0.015
1327,,
1328,,
1329,0.029,0.029
1330,,
1331,,
1332,0.08,0.068
1333,,
1334,,
1335,0.03,0.03
1336,,
1337,,
1338,0.141,0.14
1339,,
1340,,
1341,0.111,0.136
1342,,
1343,,
1344,0.182,0.105
1345,,
1346,,
1347,0.059,0.057
1348,,
1349,,
1350,0.033,0.033
1351,,
1352,,
1353,0.027,0.028
1354,,
1355,,
1356,0.023,0.024
1357,,
1358,,
1359,0.03,0.032
1360,,
1361,,
1362,0.016,0.018
1363,,
1364,,
1365,0.029,0.029
1366,,
1367,,
1368,0.22,0.077
1369,,
1370,,
1371,0.056,0.056
1372,,
1373,,
1374,0.068,0.071
1375,,
1376,,
1377,0.045,0.066
1378,,
1379,,
1380,0.037,0.04
1381,,
1382,,
1383,0.044,0.053
1384,,
1385,,
1386,0.046,0.048
1387,,
1388,,
1389,0.398,0.514
1390,,
1391,,
1392,0.046,0.048
1393,,
1394,,
1395,0.018,0.02
1396,,
1397,,
1398,0.061,0.188
1399,,
1400,,
1401,0.01,0.013
1402,,
1403,,
1404,0.057,0.056
1405,,
1406,,
1407,0.084,0.083
1408,,
1409,,
1410,0.054,0.052
1411,,
1412,,
1413,0.048,0.046
1414,,
1415,,
1416,0.033,0.031
1417,,
1418,,
1419,0.06,0.065
1420,,
1421,,
1422,0.021,0.045
1423,,
1424,,
1425,0.023,0.023
1426,,
1427,,
1428,0.02,0.02
1429,,
1430,,
1431,0.038,0.05
1432,,
1433,,
1434,0.024,0.027
1435,,
1436,,
1437,0.04,0.053
1438,,
1439,,
1440,0.03,0.029
1441,,
1442,,
1443,0.02,0.023
1444,,
1445,,
1446,0.062,0.063
1447,,
1448,,
1449,0.051,0.058
1450,,
1451,,
1452,0.056,0.062
1453,,
1454,,
1455,0.057,0.063
1456,,
1457,,
1458,0.038,0.041
1459,,
1460,,
1461,0.046,0.047
1462,,
1463,,
1464,0.046,0.047
1465,,
1466,,
1467,0.153,0.128
1468,,
1469,,
1470,0.045,0.048
1471,,
1472,,
1473,0.032,0.034
1474,,
1475,,
1476,0.027,0.028
1477,,
1478,,
1479,0.039,0.039
1480,,
1481,,
1482,0.036,0.037
1483,,
1484,,
1485,0.058,0.053
1486,,
1487,,
1488,0.021,0.034
1489,,
1490,,
1491,0.014,0.033
1492,,
1493,,
1494,0.022,0.041
1495,,
1496,,
1497,0.05,0.072
1498,,
1499,,
1500,0.014,0.034
1501,,
1502,,
1503,0.09,0.065
1504,,
1505,,
1506,0.033,0.033
1507,,
1508,,
1509,0.029,0.026
1510,,
1511,,
1512,0.025,0.026
1513,,
1514,,
1515,0.017,0.023
1516,,
1517,,
1518,0.023,0.032
1519,,
1520,,
1521,0.039,0.046
1522,,
1523,,
1524,0.036,0.046
1525,,
1526,,
1527,0.05,0.061
1528,,
1529,,
1530,0.083,0.092
1531,,
1532,,
1533,0.218,0.109
1534,,
1535,,
1536,0.06,0.068
1537,,
1538,,
1539,0.052,0.077
1540,,
1541,,
1542,0.041,0.049
1543,,
1544,,
1545,0.127,0.13
1546,,
1547,,
1548,0.053,0.067
1549,,
1550,,
1551,0.08,0.1
1552,,
1553,,
1554,0.07,0.087
1555,,
1556,,
1557,0.021,0.026
1558,,
1559,,
1560,-0.0,-0.001
1561,,
1562,,
1563,-0.002,0.0
1564,,
1565,,
1566,0.025,0.026
1567,,
1568,,
1569,0.017,0.023
1570,,
1571,,
1572,0.023,0.032
1573,,
1574,,
1575,0.039,0.046
1576,,
1577,,
1578,0.036,0.046
1579,,
1580,,
1581,0.05,0.061
1582,,
1583,,
1584,0.083,0.092
1585,,
1586,,
1587,0.218,0.109
1588,,
1589,,
1590,0.06,0.068
1591,,
1592,,
1593,0.041,0.046
1594,,
1595,,
1596,0.082,0.077
1597,,
1598,,
1599,0.037,0.024
1600,,
1601,,
1602,0.028,0.011
1603,,
1604,,
1605,0.032,0.015
1606,,
1607,,
1608,0.05,0.035
1609,,
1610,,
1611,0.046,0.041
1612,,
1613,,
1614,0.059,0.064
1615,,
1616,,
1617,0.07,0.07
1618,,
1619,,
1620,-0.002,-0.012
1621,,
1622,,
1623,0.114,0.084
1624,,
1625,,
1626,0.022,0.01
1627,,
1628,,
1629,0.022,0.018
1630,,
1631,,
1632,0.018,0.014
1633,,
1634,,
1635,0.033,0.031
1636,,
1637,,
1638,0.027,0.027
1639,,
1640,,
1641,0.027,0.015
1642,,
1643,,
1644,0.028,0.022
1645,,
1646,,
1647,0.108,-0.005
1648,,
1649,,
1650,0.041,0.022
1651,,
1652,,
1653,0.14,0.116
1654,,
1655,,
1656,0.018,0.02
1657,,
1658,,
1659,0.023,0.023
1660,,
1661,,
1662,0.019,0.025
1663,,
1664,,
1665,0.015,0.047
1666,,
1667,,
1668,0.028,0.03
1669,,
1670,,
1671,0.021,0.014
1672,,
1673,,
1674,0.036,0.042
1675,,
1676,0.031,0.085
1677,,
1678,,
1679,0.021,0.034
1680,,
1681,0.033,0.037
1682,,
1683,,
1684,0.03,0.049
1685,,
1686,0.011,0.027
1687,,
1688,,
1689,0.016,0.031
1690,,
1691,0.013,0.027
1692,,
1693,,
1694,0.018,0.03
1695,,
1696,0.039,0.053
1697,,
1698,,
1699,0.042,0.047
1700,,
1701,0.015,0.029
1702,,
1703,,
1704,0.074,0.081
1705,,
1706,0.04,0.042
1707,,
1708,,
1709,0.045,0.056
1710,,
1711,0.047,0.045
1712,,
1713,,
1714,0.031,0.03
1715,,
1716,0.046,0.044
1717,,
1718,,
1719,0.044,0.051
1720,,
1721,0.03,0.032
1722,,
1723,,
1724,0.043,0.048
1725,,
1726,0.034,0.038
1727,,
1728,,
1729,0.044,0.052
1730,,
1731,0.05,0.058
1732,,
1733,,
1734,0.042,0.05
1735,,
1736,0.07,0.079
1737,,
1738,,
1739,0.044,0.051
1740,,
1741,0.03,0.037
1742,,
1743,,
1744,0.129,0.14
1745,,
1746,0.081,0.088
1747,,
1748,,
1749,0.022,0.023
1750,,
1751,0.027,0.028
1752,,
1753,,
1754,0.043,0.047
1755,,
1756,0.012,0.083
1757,,
1758,,
1759,0.003,0.005
1760,,
1761,0.012,0.022
1762,,
1763,,
1764,0.029,0.029
1765,,
1766,0.054,0.029
1767,,
1768,,
1769,-0.001,0.001
1770,,
1771,0.05,0.072
1772,,
1773,,
1774,0.018,0.015
1775,,
1776,-0.01,-0.005
1777,,
1778,,
1779,0.012,0.018
1780,,
1781,0.012,0.017
1782,,
1783,,
1784,0.03,0.037
1785,,
1786,0.027,0.033
1787,,
1788,,
1789,0.065,0.069
1790,,
1791,0.046,0.051
1792,,
1793,,
1794,0.123,0.103
1795,,
1796,0.05,0.052
1797,,
1798,,
1799,0.424,0.357
1800,,
1801,0.059,0.054
1802,,
1803,,
1804,0.061,0.065
1805,,
1806,0.026,0.024
1807,,
1808,,
1809,0.133,0.039
1810,,
1811,0.039,0.038
1812,,
1813,,
1814,0.049,0.062
1815,,
1816,0.025,0.037
1817,,
1818,,
1819,-0.001,0.017
1820,,
1821,0.088,0.17
1822,,
1823,,
1824,-0.002,0.018
1825,,
1826,-0.007,0.018
1827,,
1828,,
1829,-0.004,0.014
1830,,
1831,-0.009,0.016
1832,,
1833,,
1834,0.091,0.117
1835,,
1836,0.004,0.026
1837,,
1838,,
1839,0.041,0.062
1840,,
1841,-0.004,0.005
1842,,
1843,,
1844,0.01,0.016
1845,,
1846,0.006,0.006
1847,,
1848,,
1849,0.002,-0.002
1850,,
1851,-0.002,-0.004
1852,,
1853,,
1854,0.045,0.025
1855,,
1856,0.02,0.019
1857,,
1858,,
1859,0.047,0.038
1860,,
1861,0.059,0.053
1862,,
1863,,
1864,0.058,0.046
1865,,
1866,0.069,0.052
1867,,
1868,,
1869,0.059,0.044
1870,,
1871,0.06,0.042
1872,,
1873,,
1874,0.037,0.021
1875,,
1876,0.151,0.103
1877,,
1878,,
1879,0.171,0.116
1880,,
1881,0.046,0.034
1882,,
1883,,
1884,0.058,0.043
1885,,
1886,0.055,0.043
1887,,
1888,,
1889,0.027,0.041
1890,,
1891,0.058,0.146
1892,,
1893,,
1894,0.044,0.036
1895,,
1896,0.041,0.034
1897,,
1898,,
1899,0.006,0.007
1900,,
1901,0.014,0.015
1902,,
1903,,
1904,0.012,0.002
1905,,
1906,0.021,0.013
1907,,
1908,,
1909,0.251,0.295
1910,,
1911,0.033,0.015
1912,,
1913,,
1914,0.037,0.02
1915,,
1916,0.108,0.09
1917,,
1918,,
1919,0.07,0.057
1920,,
1921,0.089,0.064
1922,,
1923,,
1924,0.037,0.017
1925,,
1926,0.033,0.012
1927,,
1928,,
1929,0.06,0.068
1930,,
1931,0.025,0.02
1932,,
1933,,
1934,0.04,0.054
1935,,
1936,0.042,0.05
1937,,
1938,,
1939,0.041,0.042
1940,,
1941,0.045,0.044
1942,,
1943,,
1944,0.021,0.026
1945,,
1946,0.018,0.018
1947,,
1948,,
1949,0.021,0.026
1950,,
1951,0.032,0.032
1952,,
1953,,
1954,0.02,0.019
1955,,
1956,0.056,0.046
1957,,
1958,,
1959,0.018,0.017
1960,,
1961,0.03,0.032
1962,,
1963,,
1964,0.103,0.137
1965,,
1966,0.051,0.051
1967,,
1968,,
1969,0.045,0.047
1970,,
1971,0.046,0.041
1972,,
1973,,
1974,0.044,0.049
1975,,
1976,0.07,0.064
1977,,
1978,,
1979,0.043,0.045
1980,,
1981,0.052,0.05
1982,,
1983,,
1984,0.062,0.078
1985,,
1986,0.05,0.053
1987,,
1988,,
1989,0.044,0.051
1990,,
1991,0.042,0.061
1992,,
1993,,
1994,0.043,0.05
1995,,
1996,0.179,0.176
1997,,
1998,,
1999,0.022,0.03
2000,,
2001,0.022,0.032
2002,,
2003,,
2004,0.075,0.079
2005,,
2006,0.058,0.07
2007,,
2008,,
2009,0.039,0.052
2010,,
2011,0.022,0.035
2012,,
2013,,
2014,0.038,0.045
2015,,
2016,0.023,0.033
2017,,
2018,,
2019,0.014,0.017
2020,,
2021,0.018,0.027
2022,,
2023,,
2024,0.116,0.114
2025,,
2026,0.051,0.048
2027,,
2028,,
2029,0.042,0.045
2030,,
2031,0.045,0.047
2032,,
2033,,
2034,0.016,0.011
2035,,
2036,0.065,0.009
2037,,
2038,,
2039,-0.003,-0.004
2040,,
2041,-0.007,-0.005
2042,,
2043,,
2044,0.018,0.015
2045,,
2046,0.02,0.018
2047,,
2048,,
2049,0.019,0.018
2050,,
2051,0.033,0.027
2052,,
2053,,
2054,0.029,0.03
2055,,
2056,0.021,0.021
2057,,
2058,,
2059,0.032,0.034
2060,,
2061,0.067,0.069
2062,,
2063,,
2064,0.051,0.043
2065,,
2066,0.05,0.042
2067,,
2068,,
2069,0.066,0.04
2070,,
2071,0.11,0.072
2072,,
2073,,
2074,0.033,0.028
2075,,
2076,0.034,0.025
2077,,
2078,,
2079,0.082,0.09
2080,,
2081,0.05,0.058
2082,,
2083,,
2084,0.415,0.563
2085,,
2086,0.025,0.029
2087,,
2088,,
2089,0.002,0.01
2090,,
2091,-0.003,0.003
2092,,
2093,,
2094,0.008,0.02
2095,,
2096,0.01,0.026
2097,,
2098,,
2099,-0.02,-0.012
2100,,
2101,-0.024,-0.016
2102,,
2103,,
2104,0.0,0.012
2105,,
2106,-0.004,0.005
2107,,
2108,,
2109,0.003,0.018
2110,,
2111,0.021,0.032
2112,,
2113,,
2114,0.019,0.009
2115,,
2116,0.005,0.003
2117,,
2118,,
2119,0.018,0.016
2120,,
2121,0.011,0.018
2122,,
2123,,
2124,0.083,0.069
2125,,
2126,0.162,0.075
2127,,
2128,,
2129,0.228,0.163
2130,,
2131,0.087,0.079
2132,,
2133,,
2134,0.091,0.058
2135,,
2136,0.072,0.039
2137,,
2138,,
2139,0.11,0.077
2140,,
2141,0.076,0.045
2142,,
2143,,
2144,0.136,0.101
2145,,
2146,0.063,0.034
2147,,
2148,,
2149,0.054,0.023
2150,,
2151,0.054,0.025
2152,,
2153,,
2154,0.068,0.043
2155,,
2156,0.086,0.067
2157,,
2158,,
2159,0.073,0.111
2160,,
2161,0.064,0.07
2162,,
2163,,
2164,0.046,0.051
2165,,
2166,0.063,0.059
2167,,
2168,,
2169,0.057,0.058
2170,,
2171,0.145,0.217
2172,,
2173,,
2174,0.033,0.046
2175,,
2176,0.497,0.507
2177,,
2178,,
2179,0.049,0.065
2180,,
2181,0.058,0.074
2182,,
2183,,
2184,0.072,0.08
2185,,
2186,0.018,0.033
2187,,
2188,,
2189,0.109,0.116
2190,,
2191,0.013,0.028
2192,,
2193,,
2194,0.605,0.605
2195,,
2196,0.019,0.035
2197,,
2198,,
2199,0.016,0.019
2200,,
2201,0.013,0.016
2202,,
2203,,
2204,0.021,0.018
2205,,
2206,0.018,0.014
2207,,
2208,,
2209,0.04,0.026
2210,,
2211,-0.006,-0.008
2212,,
2213,,
2214,0.031,0.03
2215,,
2216,0.032,0.029
2217,,
2218,,
2219,0.033,0.041
2220,,
2221,0.042,0.044
2222,,
