bb_idx,MT_DeepImmuno,WT_DeepImmuno
78,0.86157787,0.7661485
79,0.9626293,0.94620746
80,0.3952212,0.37402648
81,0.57574534,0.5181977
82,0.73577225,0.71837467
83,0.9246566,0.9392855
84,0.5379192,0.5862937
85,0.728934,0.8549404
86,0.89145553,0.94123304
87,0.97393894,0.9853617
88,0.7257622,0.688852
89,0.7801821,0.7608671
90,0.9274087,0.95980537
91,0.98143244,0.981205
92,0.41521406,0.5336267
93,0.81149846,0.81612784
94,0.9111645,0.90093386
95,0.9704602,0.98032147
96,0.1494103,0.18492827
97,0.70363176,0.65285975
98,0.60803944,0.77322495
99,0.83002436,0.86916494
100,0.75784606,0.8798825
101,0.8831219,0.94460106
102,0.9280493,0.9566963
103,0.9660876,0.98828125
104,0.89041376,0.9104359
105,0.8760751,0.92237383
106,0.844375,0.89753085
107,0.98089373,0.99024266
108,0.81908154,0.79615533
109,0.8705931,0.8758657
110,0.98049504,0.9775295
111,0.9948367,0.99396324
112,0.68622917,0.4462435
113,0.85395586,0.81891954
114,0.9881084,0.96677744
115,0.99246824,0.98661566
116,0.7380131,0.5326267
117,0.85609174,0.8289386
118,0.9625691,0.9438704
119,0.9728695,0.96358156
120,0.6387631,0.678104
121,0.5976511,0.67669445
122,0.8664999,0.91879475
123,0.91469514,0.9453438
124,0.7436293,0.8272169
125,0.9142662,0.9316788
126,0.94734734,0.9382235
127,0.9853699,0.9870385
128,0.5062115,0.5791181
129,0.89943475,0.9547874
130,0.8503945,0.89403415
131,0.98228836,0.99303675
132,0.6203918,0.5507511
133,0.690215,0.7483227
134,0.9131584,0.93806136
135,0.96995676,0.96757627
136,0.79792315,0.78548896
137,0.86511785,0.82477486
138,0.98744905,0.98126036
139,0.9912132,0.9890861
140,0.5997949,0.5910758
141,0.9201983,0.9160477
142,0.94215345,0.9280197
143,0.9914551,0.9886054
144,0.5241349,0.47432435
145,0.8295841,0.78752714
146,0.9127661,0.90322304
147,0.97489625,0.97328115
148,0.7761749,0.7481174
149,0.78358614,0.7372594
150,0.96057785,0.95420057
151,0.9691522,0.9687345
152,0.78195465,0.7969325
153,0.66522574,0.5793144
154,0.8533237,0.8509697
155,0.9586631,0.9559667
156,0.93688357,0.9361726
157,0.9412497,0.937904
158,0.92675793,0.94842255
159,0.99144715,0.9905949
160,0.9129938,0.9074923
161,0.8927364,0.872345
162,0.9326942,0.9264709
163,0.9927222,0.9909397
164,0.5312664,0.6007499
165,0.67448914,0.64052343
166,0.871539,0.8703109
167,0.9360138,0.93828064
168,0.3434921,0.46157557
169,0.66206306,0.6971126
170,0.94076025,0.93824303
171,0.9786664,0.97746634
172,0.53585255,0.60461277
173,0.8160841,0.8216211
174,0.94514436,0.9461481
175,0.9842088,0.98435324
176,0.81424946,0.84616673
177,0.930017,0.9406606
178,0.97691894,0.9743327
179,0.99411106,0.993814
180,0.75142515,0.58712655
181,0.68856835,0.6641117
182,0.93815625,0.9243643
183,0.9861485,0.97871494
184,0.68796974,0.4585405
185,0.71565056,0.6645004
186,0.86157787,0.7661485
187,0.9626293,0.94620746
188,0.3952212,0.37402648
189,0.57574534,0.5181977
190,0.73577225,0.71837467
191,0.9246566,0.9392855
192,0.5379192,0.5862937
193,0.728934,0.8549404
194,0.89145553,0.94123304
195,0.97393894,0.9853617
196,0.7257622,0.688852
197,0.7801821,0.7608671
198,0.9274087,0.95980537
199,0.98143244,0.981205
200,0.41521406,0.5336267
201,0.81149846,0.81612784
202,0.9111645,0.90093386
203,0.9704602,0.98032147
204,0.1494103,0.18492827
205,0.70363176,0.65285975
206,0.60803944,0.77322495
207,0.83002436,0.86916494
208,0.75784606,0.8798825
209,0.8831219,0.94460106
210,0.9280493,0.9566963
211,0.9660876,0.98828125
212,0.89041376,0.9104359
213,0.8760751,0.92237383
214,0.844375,0.89753085
215,0.98089373,0.99024266
216,0.82713616,0.85160756
217,0.7450599,0.7856748
218,0.80383086,0.8251294
219,0.9576422,0.9665742
220,0.6978586,0.689832
221,0.82743704,0.81711936
222,0.83679765,0.91921246
223,0.98289883,0.9799421
224,0.78642213,0.7035647
225,0.8318698,0.62983906
226,0.7951812,0.7798011
227,0.9806372,0.94926786
228,0.7391971,0.69057155
229,0.859288,0.8336727
230,0.8859552,0.91844225
231,0.9737296,0.9592242
232,0.5471962,0.6145474
233,0.76790774,0.8308975
234,0.88903785,0.93441415
235,0.9699087,0.9798968
236,0.72376955,0.68573034
237,0.706193,0.8147102
238,0.92548513,0.6824643
239,0.95013595,0.93116844
240,0.26623344,0.2093868
241,0.6495434,0.48090878
242,0.8641461,0.66295666
243,0.9548633,0.7711518
244,0.23144764,0.4475129
245,0.7069327,0.6109983
246,0.89542544,0.90428317
247,0.9660463,0.95531106
248,0.42046878,0.5008194
249,0.69732034,0.7289051
250,0.866178,0.90255105
251,0.9635858,0.970094
252,0.2920013,0.3629913
253,0.82103777,0.79622835
254,0.7609964,0.80996823
255,0.961221,0.9640588
256,0.50958043,0.42639953
257,0.9031949,0.8595767
258,0.9387217,0.93905234
259,0.97525615,0.9645792
260,0.82755053,0.5660759
261,0.87209266,0.8794019
262,0.9177518,0.8244754
263,0.9877824,0.98394954
264,0.838542,0.84627354
265,0.9353463,0.91319406
266,0.8588315,0.85868037
267,0.99354994,0.9916222
268,0.8626679,0.74985987
269,0.9198474,0.90130746
270,0.8717433,0.81933403
271,0.99160314,0.98936784
272,0.7547601,0.805105
273,0.8466879,0.8920038
274,0.9407525,0.94373846
275,0.95774144,0.9760832
276,0.8206965,0.76750785
277,0.90479034,0.85419744
278,0.87265646,0.8530382
279,0.9734688,0.9703299
280,0.92730904,0.83006823
281,0.9165449,0.87712765
282,0.9516295,0.9273499
283,0.99164844,0.9862884
284,0.93578994,0.93137705
285,0.88801587,0.90401506
286,0.98610145,0.9879192
287,0.9914874,0.99205375
288,0.25601518,0.21588165
289,0.48548824,0.48189527
290,0.8200904,0.75418854
291,0.7957859,0.8135781
292,0.6595886,0.6138048
293,0.7699212,0.8325298
294,0.9335669,0.8347425
295,0.94389236,0.9575875
296,0.5269468,0.33601218
297,0.6810268,0.6776489
298,0.7053229,0.56048805
299,0.7194096,0.70247823
300,0.87689805,0.84982646
301,0.8934857,0.8084034
302,0.89292926,0.88618803
303,0.9570309,0.9624592
304,0.70459425,0.8065853
305,0.76448995,0.84601855
306,0.90404725,0.77645993
307,0.93764925,0.9249477
308,0.521551,0.53546166
309,0.6744032,0.71583164
310,0.93235695,0.764176
311,0.89174056,0.8681873
312,0.47462687,0.7123905
313,0.6972551,0.64933836
314,0.79805315,0.8494884
315,0.86775935,0.9444633
316,0.18820304,0.46485636
317,0.8919374,0.8817407
318,0.9250313,0.9581049
319,0.9742116,0.97305095
320,0.16930717,0.091953754
321,0.8634029,0.76099443
322,0.8209485,0.7901502
323,0.9536586,0.90600276
324,0.5353219,0.4971051
325,0.82375664,0.7998221
326,0.87752753,0.88757217
327,0.74647105,0.44590822
328,0.8512461,0.58489174
329,0.9485825,0.8371959
330,0.62240124,0.5163175
331,0.9214823,0.7842355
332,0.910435,0.85597396
333,0.63334376,0.46991202
334,0.9408043,0.82789564
335,0.4724902,0.57294244
336,0.5535495,0.3910089
337,0.86167586,0.7409606
338,0.5103271,0.41010752
339,0.5914209,0.5003101
340,0.8454981,0.69917214
341,0.85673434,0.71358407
342,0.81932735,0.42998827
343,0.9283172,0.74869704
344,0.9040307,0.58403015
345,0.3542019,0.39510977
346,0.66632354,0.6379607
347,0.6896596,0.6571642
348,0.49005654,0.5192693
349,0.70287454,0.69441235
350,0.8455446,0.8195772
351,0.63716334,0.690963
352,0.8556725,0.87391293
353,0.7396597,0.7788052
354,0.54096687,0.5503971
355,0.90674835,0.93397105
356,0.70890665,0.71075934
357,0.50419146,0.5058357
358,0.93828917,0.93594694
359,0.7982525,0.67063034
360,0.21954378,0.3144626
361,0.85126126,0.86374384
362,0.69280297,0.621441
363,0.27364165,0.40583813
364,0.78126365,0.8477187
365,0.45711315,0.64419633
366,0.42168933,0.6847099
367,0.9472674,0.95415217
368,0.59572476,0.6607844
369,0.49080223,0.70462024
370,0.98293173,0.9804312
371,0.82568514,0.87773967
372,0.6353526,0.5901786
373,0.9797549,0.9680805
374,0.9310781,0.9125656
375,0.88217664,0.8919581
376,0.9839115,0.9854282
377,0.95535374,0.9511899
378,0.67793393,0.71191466
379,0.64324266,0.68044364
380,0.71221614,0.77707815
381,0.6427288,0.68699855
382,0.76373005,0.79475915
383,0.7132543,0.8040556
384,0.7958815,0.7524178
385,0.93387145,0.92244184
386,0.9273066,0.9287476
387,0.71230066,0.6906435
388,0.9343709,0.9571706
389,0.8940862,0.89539176
390,0.6645944,0.63235456
391,0.95302504,0.93953216
392,0.89917505,0.9232346
393,0.48757046,0.56866497
394,0.9217322,0.8812361
395,0.8160919,0.87482685
396,0.3069287,0.38683718
397,0.8934859,0.87315786
398,0.77505547,0.7984611
399,0.34479803,0.20593742
400,0.92215395,0.8521726
401,0.69285995,0.60443306
402,0.36101115,0.27780133
403,0.9424993,0.94132775
404,0.6991363,0.6252705
405,0.8061828,0.8321486
406,0.9117478,0.9398974
407,0.96846575,0.96586215
408,0.77555203,0.6915114
409,0.8884311,0.8565626
410,0.7568832,0.60360914
411,0.75053144,0.45803258
412,0.890664,0.7739327
413,0.5815428,0.45276704
414,0.15179262,0.09363401
415,0.5846246,0.62483007
416,0.54999965,0.6154073
417,0.2896049,0.42732382
418,0.6244739,0.69926727
419,0.43678206,0.6318532
420,0.35803014,0.4805534
421,0.8058624,0.8052975
422,0.4208227,0.6328092
423,0.5073194,0.43015394
424,0.9140197,0.8161005
425,0.82952315,0.829955
426,0.5819948,0.5215464
427,0.85350937,0.7679046
428,0.79527426,0.77849495
429,0.36365616,0.31115225
430,0.8372983,0.8197554
431,0.75127053,0.73006976
432,0.63878775,0.6684114
433,0.87428683,0.85870385
434,0.8005738,0.7765448
435,0.7481061,0.7456048
436,0.96588993,0.9370048
437,0.8567121,0.77149147
438,0.5353781,0.61411
439,0.87290823,0.8801069
440,0.59649694,0.66884637
441,0.3944101,0.31757176
442,0.5377619,0.5571237
443,0.68564916,0.81267923
444,0.43720505,0.5387077
445,0.7344878,0.7719916
446,0.7513309,0.8309175
447,0.5818465,0.6160269
448,0.8596468,0.90394676
449,0.5844407,0.7513207
450,0.6150854,0.40136302
451,0.92222154,0.86269987
452,0.75821966,0.57895553
453,0.35713655,0.24820295
454,0.83895344,0.75060606
455,0.7294591,0.5726847
456,0.44463417,0.37581044
457,0.8993989,0.8703284
458,0.7459861,0.7154528
459,0.5414545,0.5508508
460,0.60974735,0.62379235
461,0.8429043,0.83639884
462,0.5691201,0.59622264
463,0.61052716,0.6540431
464,0.44076914,0.48190138
465,0.32496428,0.30232197
466,0.6651293,0.6745826
467,0.6479899,0.6547956
468,0.34265122,0.4364449
469,0.792385,0.78478473
470,0.7147173,0.82065344
471,0.48915324,0.46252286
472,0.9280584,0.8913295
473,0.89329135,0.89368856
474,0.6119136,0.67595166
475,0.8701227,0.8982437
476,0.69591755,0.7327916
477,0.7823563,0.8220645
478,0.8878249,0.85028017
479,0.7027425,0.7153797
480,0.7842258,0.81939256
481,0.79109824,0.7591584
482,0.64017546,0.68214893
483,0.6879163,0.68348014
484,0.83766264,0.8660817
485,0.71704763,0.7239424
486,0.26244032,0.27172476
487,0.8634584,0.846851
488,0.88346136,0.86576146
489,0.6857212,0.8144884
490,0.9795439,0.9748235
491,0.92891634,0.9188496
492,0.27805817,0.34229386
493,0.83958197,0.82492733
494,0.84404755,0.8407972
495,0.64986175,0.71746033
496,0.9716172,0.97820336
497,0.871481,0.8739673
498,0.43730927,0.41846913
499,0.9023521,0.82809293
500,0.8627068,0.76712954
501,0.7624042,0.67224574
502,0.987171,0.9622157
503,0.95751834,0.9137651
504,0.3010841,0.30721897
505,0.9246013,0.9186504
506,0.8643254,0.8236519
507,0.8567242,0.8903451
508,0.98790026,0.9881624
509,0.9400064,0.9490968
510,0.37469086,0.29877585
511,0.9226941,0.82364297
512,0.67407775,0.6283358
513,0.6467608,0.619433
514,0.9927882,0.9680116
515,0.8727588,0.792337
516,0.40710658,0.41306904
517,0.85305774,0.8245019
518,0.882547,0.75945586
519,0.75037396,0.7239739
520,0.976741,0.94132876
521,0.8380122,0.74896026
522,0.27929294,0.34182933
523,0.6604978,0.7610173
524,0.6443087,0.7032989
525,0.42369777,0.6189631
526,0.8889005,0.92397785
527,0.52498436,0.7131046
528,0.3214639,0.43099597
529,0.865801,0.9187472
530,0.84837043,0.9070715
531,0.76658714,0.8737607
532,0.98939335,0.99617434
533,0.9502511,0.9824562
534,0.26135522,0.30477467
535,0.96215856,0.97086716
536,0.8829068,0.9053798
537,0.852168,0.8880696
538,0.996135,0.9977381
539,0.95728993,0.9733987
540,0.38059348,0.3816356
541,0.63708526,0.6841477
542,0.6744751,0.76257974
543,0.4592372,0.51778054
544,0.91563475,0.9269107
545,0.6381092,0.62856215
546,0.28686878,0.312446
547,0.7752186,0.5758521
548,0.67930055,0.70920706
549,0.46900663,0.3672825
550,0.9137905,0.9261544
551,0.66772586,0.66636074
552,0.39853027,0.40244013
553,0.9448569,0.8675529
554,0.9403076,0.91272616
555,0.8790611,0.8075202
556,0.9860009,0.96709824
557,0.93209183,0.8554108
558,0.2666698,0.34362864
559,0.96887314,0.92476875
560,0.91338176,0.8864945
561,0.88336873,0.84914863
562,0.9973992,0.9928518
563,0.9725974,0.9503353
564,0.3743044,0.30252746
565,0.86238563,0.6973443
566,0.7872465,0.715999
567,0.73397434,0.69092274
568,0.9579736,0.92999995
569,0.7870394,0.59923583
570,0.410882,0.23147598
571,0.82325107,0.7091458
572,0.8460829,0.7904639
573,0.5821627,0.48760837
574,0.91496503,0.88272893
575,0.68910986,0.55525875
576,0.44394448,0.31341618
577,0.9757184,0.93125504
578,0.93357354,0.90964353
579,0.890767,0.86113966
580,0.9942957,0.98328066
581,0.96394783,0.89441955
582,0.3946663,0.42997903
583,0.92155796,0.8413402
584,0.9021908,0.8303629
585,0.7508851,0.76568544
586,0.9920299,0.9856065
587,0.94271374,0.92777777
588,0.28861833,0.29709423
589,0.769355,0.81768715
590,0.6907374,0.7400918
591,0.5290935,0.56143636
592,0.9433967,0.9583888
593,0.8339617,0.85771763
594,0.301288,0.2709143
595,0.47850698,0.46796677
596,0.85318196,0.85990536
597,0.5680117,0.5792783
598,0.93473995,0.94263875
599,0.8454813,0.86777985
600,0.3099591,0.2584427
601,0.7419656,0.5559395
602,0.8740691,0.83753014
603,0.8820276,0.82315916
604,0.9064032,0.8821144
605,0.9037025,0.8409524
606,0.21949664,0.20595548
607,0.75471574,0.40252358
608,0.5713457,0.71999574
609,0.76231766,0.5889655
610,0.9118254,0.8592398
611,0.72894174,0.60761327
612,0.44607705,0.46801323
613,0.84600466,0.6414902
614,0.7458485,0.85294604
615,0.8743534,0.81060576
616,0.9856516,0.9542507
617,0.85853654,0.84098613
618,0.29922813,0.3509837
619,0.725968,0.78015447
620,0.79603297,0.8237777
621,0.63028973,0.67148006
622,0.9745176,0.96614873
623,0.7774576,0.75364447
624,0.30372488,0.23285219
625,0.6728038,0.43274674
626,0.60348445,0.5033521
627,0.45893297,0.27502185
628,0.9438083,0.75835216
629,0.5609286,0.38716847
630,0.38549438,0.16437146
631,0.79662955,0.6174523
632,0.70625794,0.71934104
633,0.6818666,0.5639106
634,0.98501337,0.92204857
635,0.7855376,0.5477901
636,0.72835624,0.55413234
637,0.94932497,0.8971937
638,0.8671262,0.8649651
639,0.8333886,0.7563195
640,0.99472487,0.9921194
641,0.9145682,0.90682113
642,0.4806594,0.4551421
643,0.9315393,0.8603486
644,0.8566611,0.79361844
645,0.8829589,0.7932496
646,0.990494,0.98094165
647,0.9137147,0.87955004
648,0.46658456,0.35688752
649,0.771235,0.78057396
650,0.8827372,0.8668331
651,0.87590086,0.8725604
652,0.99365294,0.9942105
653,0.95475477,0.9576668
654,0.28186637,0.17539993
655,0.65519786,0.6619681
656,0.73116785,0.6448446
657,0.8282746,0.7722553
658,0.9694996,0.9613091
659,0.8061216,0.6764161
660,0.57003105,0.61334294
661,0.8239391,0.9267682
662,0.9625528,0.96878517
663,0.95602024,0.96462214
664,0.9863236,0.9929321
665,0.9724445,0.9665853
666,0.3832587,0.31451344
667,0.62655956,0.7622709
668,0.8412335,0.85725826
669,0.7390255,0.8227234
670,0.91562515,0.94829786
671,0.7025353,0.76724106
672,0.355869,0.359464
673,0.8731492,0.8551383
674,0.761058,0.74264216
675,0.8836235,0.871545
676,0.964272,0.9665555
677,0.66176605,0.73908687
678,0.36519063,0.36367282
679,0.90426993,0.9475459
680,0.8961367,0.91018426
681,0.76214516,0.8700613
682,0.993325,0.9873056
683,0.84587,0.8573855
684,0.31056696,0.4326178
685,0.6944058,0.87125504
686,0.87281585,0.9080969
687,0.75190675,0.820996
688,0.9763688,0.9865829
689,0.7928134,0.84093666
690,0.35086915,0.42432982
691,0.5902397,0.6626321
692,0.88928795,0.92054236
693,0.84378684,0.8315832
694,0.9574239,0.97512174
695,0.78464496,0.85212374
696,0.38716954,0.4197089
697,0.57960165,0.5633925
698,0.68899053,0.72321
699,0.728641,0.7206587
700,0.97187245,0.97447616
701,0.7712822,0.7909266
702,0.5680954,0.5221876
703,0.90237343,0.8919597
704,0.95930266,0.9688957
705,0.91172886,0.823596
706,0.9806828,0.97459716
707,0.92633605,0.9261598
708,0.28655177,0.43121833
709,0.82297397,0.78529954
710,0.88169867,0.87649196
711,0.69552875,0.7905868
712,0.92119086,0.94846654
713,0.8296699,0.8896429
714,0.2431705,0.2298252
715,0.8847575,0.8014457
716,0.88004005,0.87099564
717,0.74406314,0.8267946
718,0.933498,0.9569597
719,0.8904264,0.93400264
720,0.24313074,0.31927222
721,0.7578083,0.65735126
722,0.6725846,0.7373191
723,0.7404743,0.72647846
724,0.94135123,0.97208863
725,0.8876382,0.8145621
726,0.41596428,0.30866668
727,0.82306254,0.7796678
728,0.6281924,0.50105494
729,0.5926096,0.7126011
730,0.9464014,0.8755033
731,0.6249973,0.6686423
732,0.41742998,0.30205888
733,0.9114526,0.92496336
734,0.823676,0.7707166
735,0.7392793,0.8847244
736,0.9816103,0.9730598
737,0.72226316,0.808825
738,0.4291533,0.30110925
739,0.95502806,0.89303267
740,0.7991649,0.7573458
741,0.86098754,0.87703335
742,0.9846315,0.96243095
743,0.8560473,0.7166353
744,0.3792808,0.31151694
745,0.87307084,0.82591116
746,0.7480351,0.77731216
747,0.71200013,0.7420361
748,0.9904095,0.9806652
749,0.84741783,0.8386411
750,0.2955885,0.29120147
751,0.80939925,0.7679125
752,0.8826932,0.8950951
753,0.7140702,0.7231102
754,0.9711382,0.96984005
755,0.91122097,0.90548205
756,0.24634007,0.30122483
757,0.6684234,0.74270606
758,0.8130442,0.82335424
759,0.542686,0.5931769
760,0.7814375,0.8412752
761,0.7965392,0.84591424
762,0.30841616,0.38396278
763,0.83751404,0.88904154
764,0.8118561,0.8028265
765,0.7349086,0.7910811
766,0.9438393,0.9690022
767,0.858534,0.8962444
768,0.3035702,0.39170843
769,0.85671604,0.8899081
770,0.76701546,0.8066095
771,0.75558484,0.81381875
772,0.9631467,0.9614816
773,0.822893,0.81847584
774,0.23661283,0.24539202
775,0.7153058,0.70064753
776,0.68576425,0.6351745
777,0.58864,0.57313627
778,0.97458255,0.95463175
779,0.8533002,0.8058011
780,0.46746594,0.41812035
781,0.7314967,0.6878462
782,0.9003682,0.91087925
783,0.6892153,0.67738533
784,0.9882836,0.9888282
785,0.8830489,0.89411587
786,0.615872,0.65545774
787,0.96396446,0.96074367
788,0.9843861,0.9776404
789,0.93617624,0.91895545
790,0.9966659,0.9964536
791,0.9833001,0.97805715
792,0.43865183,0.38620806
793,0.93320477,0.958405
794,0.9501215,0.95624816
795,0.92919195,0.9254927
796,0.9916402,0.99296576
797,0.9742507,0.97751915
798,0.2544156,0.26922873
799,0.83847606,0.91906273
800,0.8405521,0.9154055
801,0.8234902,0.8588486
802,0.9942422,0.99664223
803,0.9598074,0.98157245
804,0.28118348,0.28256065
805,0.74584496,0.7820094
806,0.7490872,0.7727449
807,0.6016685,0.64656687
808,0.9743929,0.9815238
809,0.863168,0.9061136
810,0.12037969,0.13728613
811,0.22144023,0.36801296
812,0.5234093,0.6608046
813,0.30734485,0.3830476
814,0.6574892,0.78231454
815,0.3351143,0.4805437
816,0.31063354,0.4686782
817,0.8672973,0.8945481
818,0.89715195,0.94461787
819,0.8185317,0.88022614
820,0.9859731,0.976141
821,0.89244366,0.91444945
822,0.3986176,0.18132055
823,0.8930129,0.5864945
824,0.78772855,0.68391156
825,0.8416983,0.703938
826,0.99028945,0.91683316
827,0.9221933,0.803263
828,0.2879737,0.2684592
829,0.7568166,0.5639462
830,0.9256903,0.6913816
831,0.8034111,0.6192659
832,0.97537136,0.9333433
833,0.92448175,0.7063689
834,0.5084386,0.64686877
835,0.880776,0.95399725
836,0.90455973,0.9657736
837,0.94343686,0.9707396
838,0.9747396,0.98629737
839,0.80559874,0.95298934
840,0.44853476,0.48260796
841,0.944445,0.9652742
842,0.9417839,0.9730214
843,0.91373646,0.966459
844,0.9752288,0.97932684
845,0.90503407,0.9414642
846,0.1295917,0.1765796
847,0.38388318,0.6163658
848,0.42284927,0.56686413
849,0.5575567,0.63808376
850,0.8716271,0.93404156
851,0.32610074,0.6714058
852,0.29082483,0.20307764
853,0.53906417,0.5203051
854,0.7048555,0.671405
855,0.6290471,0.44505268
856,0.92728794,0.91619897
857,0.7518327,0.68495256
858,0.29099083,0.18044627
859,0.5411567,0.5530053
860,0.736392,0.7029407
861,0.5614963,0.27936858
862,0.83370876,0.8730646
863,0.5833776,0.3748775
864,0.21717173,0.18870634
865,0.93757063,0.91780853
866,0.83329517,0.8248205
867,0.8300363,0.8353397
868,0.9850129,0.981068
869,0.73056275,0.7430813
870,0.37232843,0.46948606
871,0.9529675,0.9349669
872,0.92432725,0.9258389
873,0.9215165,0.9317782
874,0.97903025,0.97571373
875,0.909335,0.90304625
876,0.48442802,0.5119172
877,0.9290998,0.92802167
878,0.9260287,0.9107563
879,0.7817341,0.7916151
880,0.982749,0.97676414
881,0.8655404,0.8460932
882,0.2521124,0.16536847
883,0.6363532,0.5146376
884,0.66407937,0.6583516
885,0.42164358,0.4580437
886,0.95244026,0.9093896
887,0.65431213,0.6430532
888,0.11949825,0.10651028
889,0.32097894,0.1992749
890,0.69942784,0.8164622
891,0.40000245,0.44724232
892,0.9237535,0.9410275
893,0.70899105,0.7571986
894,0.32739985,0.2519378
895,0.7651285,0.6135863
896,0.9201166,0.8723397
897,0.8231857,0.780499
898,0.99031615,0.98145944
899,0.9272988,0.8920581
900,0.16058892,0.1783281
901,0.57523507,0.42582247
902,0.8882204,0.88750035
903,0.77829677,0.70176995
904,0.9434445,0.9596126
905,0.8417015,0.8410665
906,0.31527114,0.29431266
907,0.78024775,0.85237116
908,0.8510512,0.8772505
909,0.89476323,0.9041176
910,0.9706426,0.9752405
911,0.8446046,0.9012929
912,0.649229,0.635878
913,0.9375261,0.93816346
914,0.96969354,0.9629245
915,0.9736891,0.97212625
916,0.99362314,0.9932097
917,0.97206014,0.9712145
918,0.33534294,0.4039936
919,0.89874405,0.9051799
920,0.7220323,0.8000973
921,0.793872,0.77723217
922,0.9858836,0.98631316
923,0.8921734,0.86011565
924,0.4046824,0.46805483
925,0.9355383,0.96135867
926,0.8071264,0.8399751
927,0.8867669,0.8810268
928,0.9938258,0.99506986
929,0.9097048,0.91736305
930,0.39596772,0.431056
931,0.7998096,0.8805653
932,0.69753045,0.8528321
933,0.46186692,0.6514279
934,0.99375594,0.99420404
935,0.81228876,0.8430927
936,0.49601176,0.5762488
937,0.78050995,0.86992824
938,0.84589475,0.82995725
939,0.6901046,0.7206143
940,0.98897207,0.98794204
941,0.8365859,0.7654486
942,0.18797478,0.27468115
943,0.5388241,0.75640535
944,0.7149428,0.75043
945,0.73681515,0.6978093
946,0.8760812,0.9163114
947,0.46350121,0.50300825
948,0.628179,0.6363161
949,0.8314061,0.89360034
950,0.843996,0.93485284
951,0.9008826,0.8635966
952,0.958716,0.9605447
953,0.87715423,0.83246267
954,0.3506918,0.32013243
955,0.8460219,0.8196551
956,0.875,0.89063925
957,0.86073947,0.7950419
958,0.93842185,0.8975923
959,0.7986884,0.7251083
960,0.26110196,0.24557751
961,0.9704983,0.96763134
962,0.9400402,0.9382296
963,0.9722057,0.96262634
964,0.98353386,0.9742161
965,0.9135761,0.8796546
966,0.47831503,0.43092045
967,0.78636867,0.7678567
968,0.870116,0.8338835
969,0.96491915,0.9517176
970,0.9764887,0.967134
971,0.89004457,0.90599394
972,0.5905144,0.39618227
973,0.8388269,0.7222196
974,0.95346093,0.9170589
975,0.9501332,0.9212708
976,0.9906107,0.9760181
977,0.9497857,0.9128891
978,0.50166005,0.6308859
979,0.67538404,0.7141144
980,0.76568913,0.8434458
981,0.8698919,0.8512032
982,0.9712804,0.9785677
983,0.94992316,0.9314422
984,0.31540543,0.51427096
985,0.92029536,0.8555711
986,0.6640791,0.8957799
987,0.9019233,0.94549155
988,0.94067097,0.97759974
989,0.86894226,0.93030834
990,0.48732987,0.5155607
991,0.9639111,0.92794347
992,0.8901112,0.9084637
993,0.9548495,0.95638263
994,0.9931431,0.99205625
995,0.97075856,0.9703945
996,0.5516707,0.5578204
997,0.9629607,0.9582926
998,0.9595814,0.9552169
999,0.89348733,0.8914661
1000,0.9911996,0.9897281
1001,0.9615135,0.9412089
1002,0.30679423,0.38189134
