bb_idx,MT_PredIG,WT_PredIG
150,0.000611,0.00102
151,0.000321,0.002432
152,0.005517,0.006026
153,0.006137,0.002815
154,0.005895,0.002714
155,0.022425,0.004018
156,0.007634,0.006506
157,0.002764,0.014781
158,0.002238,0.002238
159,0.00542,0.00542
160,0.000141,0.000141
161,0.000789,0.001628
162,0.000402,0.004477
163,0.004824,0.004824
164,0.000117,0.000117
165,0.000685,0.000685
166,0.000783,0.000783
167,0.000618,0.001906
168,9.8e-05,0.000614
169,0.00044,0.00083
170,0.000789,0.001628
171,0.002343,0.004477
172,0.000291,0.000291
173,0.000783,0.000493
174,0.001906,0.000395
175,0.000395,0.001906
176,0.000117,3.8e-05
177,0.002743,0.001674
178,0.000402,0.000368
179,0.000685,0.000685
180,0.000548,0.001932
181,0.044056,0.136868
182,0.021115,0.053823
183,0.256017,0.291044
184,0.023531,0.004196
185,0.005393,0.004136
186,0.015134,0.006979
187,0.00378,0.004136
188,0.019844,0.004111
189,0.020416,0.004136
190,0.049532,0.019645
191,0.072163,0.007027
192,0.000269,0.000324
193,0.001047,0.000382
194,0.002068,0.000809
195,0.000299,0.004389
196,0.019844,0.009713
197,0.063932,0.004874
198,0.0029,0.015134
199,0.027833,0.015134
200,0.002095,0.000679
201,0.00156,0.007493
202,0.016634,0.016634
203,0.00156,0.00156
204,0.000117,0.000115
205,0.001906,0.001768
206,0.000783,0.000783
207,0.002105,0.000395
208,0.000187,0.000141
209,0.00044,0.000783
210,0.001709,0.001709
211,0.002141,0.002141
212,0.000614,9.8e-05
213,0.000432,0.000395
214,0.004477,0.000993
215,0.01249,0.001826
216,0.072327,0.034092
217,0.045005,0.032576
218,0.03193,0.011745
219,0.079245,0.032867
220,0.047794,0.073438
221,0.03193,0.03193
222,0.021973,0.03426
223,0.022147,0.05969
224,0.115887,0.099159
225,0.010512,0.010515
226,0.067602,0.022326
227,0.011311,0.007244
228,0.002561,0.004374
229,0.00289,0.009162
230,0.016883,0.005399
231,0.021646,0.021387
232,0.014156,0.014156
233,0.0422,0.0422
234,0.071243,0.028273
235,0.037663,0.03479
236,0.000794,0.000794
237,0.000994,0.000994
238,0.002224,0.002224
239,0.00172,0.00172
240,0.0414,0.0414
241,0.120948,0.045237
242,0.083814,0.083814
243,0.039353,0.039353
244,0.000833,0.002068
245,0.011697,0.011697
246,0.011697,0.011697
247,0.002674,0.001092
248,0.000291,0.000187
249,5.1e-05,0.000927
250,0.004824,0.004824
251,0.000395,0.000395
252,0.010623,0.019581
253,0.14668,0.015134
254,0.124053,0.00378
255,0.328631,0.015134
256,0.00364,0.001317
257,0.014216,0.00172
258,0.016588,0.000282
259,0.019345,0.000709
260,0.71768,0.06083
261,0.250025,0.01437
262,0.250891,0.026972
263,0.880478,0.060464
264,0.976945,0.074849
265,0.763739,0.096352
266,0.791484,0.094565
267,0.831792,0.215531
268,0.51116,0.111602
269,0.14627,0.016615
270,0.720467,0.006101
271,0.14627,0.013153
272,0.003111,0.074369
273,0.363705,0.01241
274,0.864045,0.263135
275,0.528077,0.040113
276,0.169586,0.329844
277,0.03193,0.079245
278,0.215586,0.0332
279,0.079245,0.079245
280,0.183654,0.183654
281,0.015124,0.063894
282,0.033264,0.033264
283,0.006107,0.021005
284,0.033268,0.007759
285,0.045072,0.076746
286,0.075502,0.021898
287,0.18909,0.151439
288,0.170876,0.110374
289,0.416324,0.036991
290,0.142134,0.003663
291,0.608428,0.118186
292,0.239081,0.953448
293,0.451957,0.775852
294,0.451957,0.775852
295,0.35832,0.732851
296,0.159239,0.859891
297,0.351098,0.606783
298,0.272679,0.424387
299,0.144969,0.208105
300,0.078961,0.868285
301,0.258824,0.142758
302,0.130108,0.256925
303,0.116948,0.332364
304,0.547884,0.989631
305,0.544202,0.88769
306,0.265572,0.199428
307,0.281569,0.804712
308,0.483358,0.931842
309,0.936717,0.931828
310,0.962622,0.942045
311,0.871634,0.962313
312,0.034893,0.063768
313,0.06306,0.158046
314,0.529467,0.842378
315,0.262415,0.444888
316,0.000613,0.002233
317,0.000927,0.42603
318,0.000696,0.223641
319,0.006971,0.196779
320,0.000613,6.1e-05
321,0.000696,0.020845
322,9.4e-05,0.002233
323,0.002496,0.014296
324,0.001176,0.000529
325,0.000535,2.9e-05
326,0.000173,2.9e-05
327,0.414247,0.644036
328,0.344524,0.566421
329,0.566421,0.769701
330,0.004136,0.008499
331,0.009713,0.00808
332,0.009713,0.019844
333,0.000185,0.000104
334,3.8e-05,0.000117
335,3.8e-05,3.8e-05
336,0.003472,0.00044
337,0.000115,3.8e-05
338,0.000195,5.2e-05
339,0.007936,0.015446
340,4.2e-05,5.9e-05
341,1.7e-05,3.9e-05
342,0.000721,0.00044
343,0.000287,0.000141
344,0.000115,0.000115
345,0.001504,0.001906
346,0.000117,0.000287
347,0.000115,5.2e-05
348,0.00154,0.00154
349,1.3e-05,1.3e-05
350,6e-06,1e-05
351,0.287212,0.423058
352,0.104466,0.152074
353,0.082141,0.152074
354,0.211077,0.111713
355,0.050077,0.004289
356,0.050077,0.004289
357,0.332808,0.09388
358,0.283114,0.131358
359,0.067016,0.271112
360,0.493284,0.493284
361,0.546564,0.471751
362,0.504324,0.471751
363,0.398961,0.719404
364,0.019254,0.023968
365,0.009896,0.023968
366,0.624601,0.543065
367,0.143,0.163885
368,0.143,0.073097
369,0.002122,0.002122
370,0.000213,9.6e-05
371,0.000395,0.00052
372,0.08939,0.02378
373,0.05453,0.018339
374,0.028597,0.010662
375,0.090061,0.111505
376,0.019763,0.008012
377,0.019763,0.008012
378,0.00044,0.000721
379,0.000344,0.000344
380,3.8e-05,0.000117
381,0.000721,0.000721
382,0.000287,0.000287
383,0.000115,0.000115
384,0.000783,0.000783
385,3.8e-05,3.8e-05
386,3.8e-05,3.8e-05
387,0.000123,0.000618
388,2.1e-05,3.8e-05
389,2.1e-05,0.000117
390,0.048615,0.21738
391,0.016433,0.020993
392,0.019376,0.011773
393,0.048615,0.029957
394,0.048075,0.018339
395,0.049059,0.018537
396,0.015833,0.0048
397,7.1e-05,4.4e-05
398,0.000493,0.000309
399,0.025147,0.059633
400,0.000218,0.000218
401,0.000213,0.000218
402,0.01816,0.006014
403,7.1e-05,7.1e-05
404,0.00052,0.00052
405,0.000721,0.003474
406,3.8e-05,3.8e-05
407,3.8e-05,3.8e-05
408,0.002302,0.002406
409,0.000558,0.000368
410,0.001044,0.001463
411,0.014284,0.013863
412,0.035656,0.019844
413,0.036127,0.013149
414,0.003518,0.000849
415,0.00252,0.000475
416,0.006424,0.001216
417,0.020581,0.051982
418,0.001556,0.003859
419,0.002184,0.002701
420,0.018512,0.046908
421,0.007018,0.016748
422,0.003568,0.007018
423,0.022919,0.101781
424,0.005289,0.005289
425,0.005445,0.005445
426,0.000395,0.001906
427,3.8e-05,3.8e-05
428,0.000344,3.8e-05
429,0.00211,0.003927
430,0.000104,0.000154
431,0.000154,0.000105
432,0.007153,0.003467
433,0.003461,0.003859
434,0.00398,0.005411
435,0.005393,0.015501
436,0.013424,0.004111
437,0.005519,0.001784
438,0.000661,0.001048
439,0.000173,0.00096
440,0.000173,0.00096
441,0.008771,0.002279
442,0.002948,0.000463
443,0.003036,0.001415
444,0.005393,0.01036
445,0.013605,0.006638
446,0.002886,0.005519
447,0.003477,0.266868
448,0.007715,0.31655
449,0.007715,0.31655
450,0.005393,0.271161
451,0.013424,0.566421
452,0.016153,0.533613
453,0.003301,0.046414
454,3.8e-05,0.001426
455,3.8e-05,0.000864
456,0.001628,0.070539
457,0.000287,0.001135
458,0.000287,0.001135
459,0.002363,0.002363
460,0.000614,0.000614
461,0.000518,0.000614
462,0.002363,0.002839
463,0.000141,0.000221
464,3.8e-05,0.000117
465,0.000644,0.001235
466,0.002617,0.001758
467,0.002617,0.004359
468,0.003173,0.005899
469,0.023531,0.023531
470,0.019844,0.009713
471,0.00048,0.00048
472,0.001034,0.000824
473,0.000824,0.001044
474,0.006765,0.006765
475,0.019581,0.019581
476,0.019844,0.019844
477,0.013863,0.003173
478,0.004111,0.008335
479,0.010039,0.003273
480,0.0018,0.0018
481,0.001386,0.003438
482,0.001386,0.003438
483,0.009014,0.012618
484,0.001363,0.001363
485,0.00348,0.00348
486,0.001205,0.004824
487,0.000455,0.002344
488,0.00023,0.000892
489,0.000115,0.000187
490,0.001294,0.01249
491,3.8e-05,9.8e-05
492,0.018697,0.001757
493,0.007016,0.001157
494,0.001007,0.000317
495,0.001541,0.003328
496,0.010789,0.000709
497,0.00158,0.000269
498,0.056718,0.135621
499,0.036312,0.072163
500,0.012549,0.051578
501,0.019844,0.019844
502,0.072163,0.038978
503,0.019581,0.009713
504,0.015134,0.033285
505,0.033285,0.016538
506,0.00378,0.00378
507,0.00423,0.019844
508,0.008499,0.003173
509,0.009713,0.019581
510,0.018786,0.009002
511,0.001443,0.000627
512,0.004089,0.004089
513,0.002907,0.002907
514,0.012102,0.002332
515,0.018344,0.002907
516,0.034345,0.033546
517,0.048941,0.048941
518,0.051578,0.013863
519,0.019844,0.019581
520,0.038455,0.048941
521,0.009979,0.019844
522,0.004066,0.000337
523,0.007194,0.000671
524,0.007194,0.017216
525,0.000278,0.0014
526,0.001898,0.008094
527,0.003438,0.003438
528,0.008201,0.027648
529,0.027457,0.06433
530,0.005852,0.005852
531,0.002079,0.002837
532,0.027457,0.012443
533,0.008461,0.002837
534,0.023105,0.008279
535,0.023105,0.010787
536,0.066687,0.008629
537,0.048072,0.000827
538,0.465342,0.00356
539,0.114228,0.000819
540,0.103302,0.005795
541,0.045782,0.005857
542,0.069147,0.006303
543,0.525073,0.422429
544,0.058666,0.014086
545,0.691702,0.446776
546,0.004797,0.002353
547,0.0082,0.004662
548,0.15514,0.028149
549,0.484626,0.022673
550,0.162972,0.002554
551,0.743831,0.022673
552,0.030887,0.060085
553,0.007713,0.232298
554,0.091684,0.153061
555,0.055331,0.019103
556,0.048361,0.133547
557,0.151748,0.056763
558,0.051079,0.063344
559,0.123979,0.248416
560,0.01531,0.046618
561,0.252695,0.06356
562,0.037684,0.139509
563,0.018339,0.008478
564,0.035194,0.223233
565,0.014337,0.420621
566,0.001215,0.00108
567,0.006079,0.005405
568,0.022864,0.332952
569,0.006079,0.016503
570,0.138892,0.269642
571,0.388007,0.402809
572,0.213304,0.309679
573,0.066661,0.012088
574,0.126793,0.240031
575,0.032422,0.004726
576,0.256771,0.31292
577,0.415446,0.496321
578,0.366323,0.144164
579,0.058483,0.008593
580,0.320611,0.24119
581,0.091673,0.013425
582,0.005828,0.000395
583,0.000253,0.000848
584,0.000277,0.003492
585,0.000448,0.000115
586,0.000673,0.000465
587,0.00268,0.000255
588,0.000483,0.01087
589,0.000928,0.008594
590,0.000112,0.013079
591,0.000149,0.017486
592,0.001176,0.01087
593,0.000149,0.022568
594,0.000939,0.000958
595,0.000992,0.001104
596,0.002788,0.004998
597,0.000376,0.001866
598,0.002893,0.000958
599,0.001161,0.00037
600,0.053844,0.092546
601,0.10952,0.08109
602,0.035425,0.080351
603,0.002067,0.001416
604,0.069762,0.18717
605,0.001905,0.001752
606,0.020091,0.521409
607,0.024198,0.103337
608,0.041183,0.330639
609,0.001008,0.018196
610,0.009831,0.107921
611,0.001376,0.011819
612,0.303758,0.056695
613,0.119504,0.141552
614,0.024682,0.028483
615,0.008576,0.003826
616,0.089364,0.141552
617,0.008659,0.007759
618,0.056695,0.119537
619,0.056695,0.076746
620,0.073228,0.086382
621,0.007551,0.004747
622,0.119537,0.158088
623,0.007551,0.004747
624,0.048138,0.086156
625,0.186353,0.114289
626,0.036801,0.005363
627,0.00619,0.007759
628,0.225011,0.225011
629,0.007834,0.007834
630,0.158088,0.158088
631,0.083385,0.056695
632,0.240564,0.225011
633,0.008885,0.004653
634,0.328847,0.155936
635,0.007551,0.007551
636,0.155936,0.155936
637,0.114289,0.225011
638,0.056695,0.225011
639,0.006496,0.007759
640,0.155936,0.155936
641,0.004747,0.007551
642,0.056695,0.056695
643,0.019721,0.030086
644,0.056695,0.225011
645,0.003826,0.007759
646,0.011806,0.022396
647,0.007865,0.003826
648,0.031972,0.066187
649,0.015586,0.009845
650,0.03193,0.009302
651,0.074369,0.167925
652,0.074191,0.02364
653,0.045946,0.038462
654,0.008499,0.006527
655,0.009942,0.072163
656,0.01993,0.006527
657,0.005366,0.00423
658,0.020306,0.014745
659,0.005366,0.008908
660,0.003991,0.001553
661,0.001747,0.000924
662,0.001115,0.00771
663,0.001619,0.001172
664,0.001026,0.000586
665,0.001001,0.000235
666,0.132207,0.113615
667,0.095261,0.144967
668,0.33534,0.33534
669,0.046856,0.051451
670,0.215531,0.306717
671,0.075797,0.046856
672,0.074499,0.029442
673,0.019031,0.019031
674,0.019031,0.019031
675,0.053155,0.053346
676,0.013147,0.013147
677,0.031714,0.053155
678,0.061716,0.158088
679,0.014947,0.044239
680,0.186353,0.056695
681,0.002551,0.007834
682,0.085944,0.056695
683,0.002551,0.00619
684,0.19744,0.11658
685,0.056695,0.056695
686,0.043681,0.043681
687,0.007759,0.007759
688,0.006299,0.000754
689,0.002551,0.002551
690,0.192885,0.192885
691,0.119504,0.119504
692,0.024402,0.024402
693,0.012562,0.008593
694,0.248416,0.192885
695,0.006843,0.008659
696,0.057063,0.057063
697,0.048138,0.086156
698,0.083385,0.061716
699,0.007865,0.007865
700,0.158088,0.155936
701,0.004747,0.004747
702,0.017875,0.031862
703,0.017875,0.031862
704,0.014982,0.044911
705,0.026001,0.139726
706,0.014982,0.016729
707,0.026747,0.095756
708,0.006527,0.006527
709,0.021196,0.031692
710,0.006527,0.006527
711,0.008448,0.008335
712,0.012549,0.020416
713,0.010947,0.010947
714,0.000429,0.005532
715,0.005285,0.119341
716,0.026919,0.006171
717,0.000149,0.000722
718,0.005694,0.014008
719,0.000933,0.002214
720,0.001906,0.001906
721,0.000721,0.000368
722,0.002343,0.002343
723,0.000287,0.000115
724,0.00811,0.007529
725,0.000287,0.000287
726,0.000783,9.2e-05
727,0.002141,8.2e-05
728,0.001906,7.9e-05
729,3.8e-05,1.2e-05
730,0.0054,2.6e-05
731,0.000117,3.6e-05
732,0.001312,0.012922
733,0.005834,0.008625
734,0.002439,0.013379
735,4e-06,6e-06
736,0.000272,0.017126
737,1.3e-05,1.7e-05
738,0.008572,0.018083
739,0.01775,0.010899
740,0.007936,0.013336
741,4.2e-05,6.2e-05
742,0.007542,0.015916
743,4.2e-05,3.2e-05
744,0.006102,0.020003
745,0.005036,0.02914
746,0.007763,0.020003
747,3.9e-05,0.001298
748,0.005279,0.006449
749,1.6e-05,0.001446
750,0.001958,0.003546
751,0.00057,0.000906
752,0.002154,0.096306
753,0.000104,0.016212
754,0.002862,0.152831
755,9.9e-05,0.00906
756,0.054156,0.000709
757,0.042307,0.000299
758,0.037778,0.001386
759,0.007369,0.001547
760,0.009611,0.000482
761,0.015396,0.007756
762,0.006527,0.016538
763,0.015609,0.033285
764,0.015501,0.00378
765,0.008448,0.019844
766,0.006425,0.016538
767,0.004111,0.009713
768,0.105515,0.053101
769,0.016971,0.01507
770,0.023908,0.00522
771,0.001239,0.001676
772,0.097693,0.060111
773,0.007562,0.008303
774,0.19842,0.10458
775,0.062575,0.040489
776,0.280711,0.073545
777,0.004459,0.002811
778,0.341899,0.162034
779,0.007504,0.00863
780,0.43863,0.303188
781,0.425593,0.335449
782,0.182647,0.182647
783,0.002133,0.002133
784,0.425593,0.335449
785,0.007841,0.005356
786,0.001949,0.003208
787,0.006433,0.010559
788,0.001108,0.017126
789,7.3e-05,1.7e-05
790,0.004391,0.034716
791,0.000149,4.2e-05
792,0.000465,0.000116
793,0.000489,0.000748
794,0.001215,0.000195
795,0.000242,7.6e-05
796,0.000443,0.000116
797,0.000243,0.000186
798,0.070043,0.070043
799,0.001101,0.004778
800,0.002543,0.004778
801,0.000722,0.000722
802,0.002543,0.002543
803,0.000722,0.000722
804,0.002451,0.001921
805,0.001924,0.005877
806,0.000977,0.00097
807,0.000114,0.000158
808,0.001574,0.00032
809,5.2e-05,3.6e-05
810,0.078608,0.000402
811,0.066473,0.000245
812,0.026091,0.001546
813,0.008885,9.8e-05
814,0.076746,0.01249
815,0.007759,9.8e-05
816,0.0512,0.033125
817,0.024656,0.008989
818,0.024656,0.011697
819,0.084666,0.002227
820,0.03193,0.017244
821,0.160315,0.006341
822,0.001596,0.001915
823,0.000437,0.008094
824,0.000316,0.001898
825,0.001091,0.00156
826,0.002365,0.002315
827,0.000544,0.001215
828,0.050087,0.014397
829,0.024785,0.032096
830,0.034345,0.008499
831,0.003768,0.001784
832,0.038455,0.032096
833,0.010947,0.010947
834,0.000673,0.001548
835,0.004191,0.001315
836,0.002068,0.000562
837,0.00053,0.00053
838,0.000729,0.003053
839,0.00053,0.00053
840,0.080229,0.061364
841,0.132207,0.012549
842,0.030367,0.013863
843,0.038215,0.019581
844,0.102574,0.092753
845,0.097337,0.023531
846,0.04347,0.11031
847,0.004547,0.016088
848,0.016088,0.066091
849,0.029943,0.032816
850,0.048678,0.022326
851,0.048798,0.017624
852,0.328847,0.001123
853,0.056695,0.001906
854,0.106524,0.000783
855,0.00619,0.000117
856,0.106524,0.004238
857,0.002551,3.8e-05
858,0.225011,0.001906
859,0.286508,0.002141
860,0.015568,0.000213
861,0.007834,5.2e-05
862,0.014678,0.001906
863,0.002551,3.8e-05
864,0.468399,0.63803
865,0.300051,0.799726
866,0.326777,0.832341
867,0.312537,0.350863
868,0.200534,0.602291
869,0.401221,0.350863
870,0.749553,0.781727
871,0.585577,0.818996
872,0.539138,0.472663
873,0.271685,0.811248
874,0.527042,0.781106
875,0.413511,0.934029
876,0.843658,0.843658
877,0.877666,0.867955
878,0.892039,0.831939
879,0.983809,0.956603
880,0.775852,0.846151
881,0.980316,0.921027
882,0.533304,0.452666
883,0.183038,0.547994
884,0.190484,0.138667
885,0.575942,0.495705
886,0.576986,0.535464
887,0.496049,0.441927
888,0.096352,0.096352
889,0.094565,0.102574
890,0.022883,0.094565
891,0.236835,0.047025
892,0.215531,0.144967
893,0.047025,0.114074
894,0.075076,0.075076
895,0.012366,0.012366
896,0.011311,0.011311
897,0.19362,0.061012
898,0.114427,0.034566
899,0.155462,0.06048
900,0.066284,0.065095
901,0.016088,0.04536
902,0.022326,0.079848
903,0.07454,0.029943
904,0.056238,0.11031
905,0.048798,0.048798
906,0.114732,0.136758
907,0.074499,0.014651
908,0.028985,0.048314
909,0.128195,0.062521
910,0.040022,0.040022
911,0.062521,0.062521
912,0.226087,0.093761
913,0.054732,0.263135
914,0.03193,0.045005
915,0.03907,0.072327
916,0.054732,0.03193
917,0.059281,0.072327
918,0.009981,0.12616
919,0.009981,0.02814
920,0.003233,0.286435
921,0.000933,0.039153
922,0.000928,0.171517
923,0.000933,0.039518
924,0.004238,0.193823
925,0.004238,0.141552
926,0.001128,0.114586
927,0.000141,0.007865
928,0.004238,0.16779
929,0.000117,0.007834
930,0.056691,0.057063
931,0.133262,0.214936
932,0.003508,0.061716
933,0.006415,0.003826
934,0.00767,0.066118
935,0.012384,0.007551
936,0.133262,0.057063
937,0.024971,0.061716
938,0.026302,0.240564
939,0.012384,0.007551
940,0.03077,0.086156
941,0.017212,0.004747
942,0.013631,0.158088
943,0.004906,0.056695
944,0.012895,0.178151
945,0.009046,0.029122
946,0.054239,0.155936
947,0.01501,0.012293
948,0.186271,0.234505
949,0.050329,0.11658
950,0.034147,0.119537
951,0.009046,0.029122
952,0.032341,0.328847
953,0.012384,0.004747
954,0.009158,0.119537
955,0.008594,0.001046
956,0.056691,0.286508
957,0.004886,0.002551
958,0.008927,0.019613
959,0.016249,0.007759
960,0.109587,0.05348
961,0.160528,0.080903
962,0.186718,0.063344
963,0.004337,0.008478
964,0.112604,0.046618
965,0.003424,0.008659
966,0.511696,0.590421
967,0.324102,0.202877
968,0.256987,0.138526
969,0.004017,0.00687
970,0.15879,0.465966
971,0.001724,0.002283
972,0.110839,0.096084
973,0.158616,0.065526
974,0.089364,0.064039
975,0.008659,0.007181
976,0.107841,0.047139
977,0.005751,0.008659
978,0.198435,0.158088
979,0.506691,0.085944
980,0.195391,0.117107
981,0.01369,0.007759
982,0.198435,0.119537
983,0.020235,0.003826
984,0.000411,0.000892
985,0.020479,0.0054
986,0.010487,0.000993
987,0.000515,0.000115
988,0.011441,0.00044
989,0.00119,0.000141
990,0.038398,0.00075
991,0.000127,0.000395
992,0.013776,0.002343
993,0.001524,0.000287
994,0.036444,0.002344
995,0.001818,0.000287
996,0.003257,0.004824
997,9.4e-05,0.001504
998,0.001065,0.002174
999,0.000115,0.000115
1000,0.000375,0.001123
1001,0.000358,0.000141
1002,0.00032,0.000892
1003,0.001475,0.001123
1004,0.001447,0.001628
1005,2.7e-05,9.8e-05
1006,0.003325,0.001228
1007,1.1e-05,0.000221
1008,0.000432,0.000395
1009,0.000432,0.000395
1010,0.001322,0.001546
1011,0.000115,0.000291
1012,0.001546,0.004477
1013,0.000235,0.000187
1014,0.001906,0.001123
1015,0.000783,0.001504
1016,0.001737,0.000783
1017,3.8e-05,0.000115
1018,0.001906,0.001906
1019,3.8e-05,3.8e-05
1020,0.00052,0.000876
1021,5.1e-05,0.00024
1022,0.002141,0.00044
1023,0.000117,0.000287
1024,0.00075,0.000993
1025,0.000141,0.000187
1026,0.117752,0.137613
1027,0.86549,0.083163
1028,0.515902,0.255124
1029,0.83344,0.314977
1030,0.702168,0.199679
1031,0.689661,0.361787
1032,0.004577,0.034388
1033,0.016967,0.051074
1034,0.003729,0.009465
1035,0.163383,0.442204
1036,0.041637,0.11422
1037,0.552024,0.541454
1038,0.010515,0.010515
1039,0.020409,0.008937
1040,0.016088,0.033913
1041,0.051741,0.015783
1042,0.073203,0.014269
1043,0.099159,0.035242
1044,0.044379,0.081454
1045,0.020297,0.007259
1046,0.042756,0.025159
1047,0.183683,0.06792
1048,0.018011,0.217006
1049,0.06792,0.06792
1050,0.028985,0.102134
1051,0.035379,0.007012
1052,0.055903,0.013147
1053,0.16667,0.06083
1054,0.126027,0.126027
1055,0.16667,0.16667
1056,0.011067,0.273863
1057,0.042664,0.184578
1058,0.046198,0.329798
1059,0.047794,0.187291
1060,0.226403,0.1681
1061,0.047794,0.086431
1062,0.003692,0.0014
1063,0.00221,0.000679
1064,0.01814,0.001612
1065,0.0049,0.022154
1066,0.001812,0.003282
1067,0.002017,0.019127
1068,0.342817,0.987881
1069,0.142585,0.989747
1070,0.142585,0.989747
1071,0.003404,0.308749
1072,0.112956,0.99278
1073,0.005645,0.308749
1074,0.076447,0.824824
1075,0.079788,0.615151
1076,0.095915,0.449815
1077,0.045683,0.344904
1078,0.126771,0.5577
1079,0.012857,0.480604
1080,0.475694,0.656969
1081,0.388376,0.201905
1082,0.473211,0.204139
1083,0.080237,0.012393
1084,0.181297,0.055765
1085,0.023045,0.012393
1086,0.010555,0.355014
1087,0.004362,0.184354
1088,0.004362,0.308255
1089,0.000463,0.282961
1090,0.004362,0.184354
1091,0.003058,0.388414
1092,0.00052,0.002489
1093,0.001071,0.020408
1094,0.000569,0.01827
1095,0.021354,0.069289
1096,0.00176,0.130628
1097,0.007209,0.004513
1098,0.002724,6.1e-05
1099,0.008381,0.000188
1100,0.010775,0.011946
1101,3.9e-05,0.000205
1102,0.021393,0.005036
1103,1.6e-05,0.000176
1104,0.001463,0.006014
1105,0.001856,0.008396
1106,0.001574,0.021539
1107,1.5e-05,0.000327
1108,0.001463,0.01531
1109,1e-05,9.6e-05
1110,0.069396,0.013533
1111,0.226345,0.023776
1112,0.104083,0.020925
1113,0.008659,0.018537
1114,0.288071,0.152117
1115,0.008659,0.018153
1116,0.883567,0.15505
1117,0.521314,0.08285
1118,0.899869,0.044077
1119,0.253617,0.096052
1120,0.774632,0.319733
1121,0.599798,0.403153
1122,0.342925,0.113699
1123,0.073585,0.027111
1124,0.118624,0.211231
1125,0.011465,0.02626
1126,0.079974,0.037165
1127,0.02553,0.154731
1128,0.416708,0.173923
1129,0.040065,0.071095
1130,0.056695,0.038825
1131,0.00619,0.027433
1132,0.115865,0.099271
1133,0.069444,0.253923
1134,0.22406,0.14301
1135,0.3495,0.152565
1136,0.3495,0.051939
