bb_idx,MT_MHCnuggets,WT_MHCnuggets
94,-6029.01,-6026.27
95,-8573.74,-6647.96
96,-10377.39,-8389.08
97,-36872.71,-35825.14
98,-5814.61,-6019.37
99,-2024.92,-2048.38
100,-22527.49,-21911.44
101,-40203.98,-31977.29
102,-5935.52,-5940.37
103,-41250.81,-42673.15
104,-5933.21,-9831.93
105,-29768.8,-36231.52
106,-6028.63,-6026.58
107,-29144.27,-37491.88
108,-9455.16,-11048.0
109,-36749.12,-34556.45
110,-6028.65,-6064.2
111,-9966.65,-10034.38
112,-9675.71,-9463.03
113,-35035.38,-35424.1
114,-6020.07,-6011.2
115,-11411.05,-13666.24
116,-13844.64,-14438.92
117,-35950.93,-35765.43
118,-6063.86,-6073.38
119,-28772.67,-26575.65
120,-14347.67,-14573.84
121,-38456.65,-38633.61
122,-6050.86,-6046.65
123,-36567.67,-37243.82
124,-15048.93,-15865.12
125,-34032.17,-33887.64
126,-5987.47,-6010.63
127,-35453.6,-36088.35
128,-17759.04,-17045.12
129,-38114.72,-38185.26
130,-6019.15,-6014.18
131,-34766.47,-34726.04
132,-11816.29,-11992.5
133,-38604.72,-38926.75
134,-5761.2,-5740.35
135,-30853.22,-28159.37
136,-19158.38,-20338.11
137,-37983.88,-39070.01
138,-5676.98,-6078.76
139,-33404.5,-27801.57
140,-8356.09,-12291.56
141,-36766.96,-37137.11
142,-6077.44,-6097.12
143,-30167.79,-33096.47
144,-4326.08,-5812.19
145,-20389.01,-25035.52
146,-6022.93,-6038.2
147,-32346.67,-30356.81
148,-6338.33,-4164.43
149,-1681.92,-183.07
150,-6020.31,-6036.48
151,-20056.19,-23585.14
152,-18801.72,-19508.49
153,-37837.91,-37523.31
154,-6052.39,-6049.14
155,-35931.66,-37604.0
156,-7406.87,-7971.68
157,-38976.06,-38771.97
158,-6014.3,-6042.49
159,-23195.67,-17217.15
160,-10844.56,-11117.34
161,-39509.8,-39458.97
162,-6054.96,-6066.37
163,-31210.93,-27353.96
164,-17711.46,-17180.63
165,-39948.19,-39996.57
166,-6003.13,-5997.21
167,-39085.53,-39262.77
168,-10859.06,-10318.12
169,-38466.12,-37349.77
170,-6031.79,-6026.2
171,-37721.73,-37601.31
172,-4589.57,-6115.19
173,-26531.57,-58.26
174,-6052.18,-6063.93
175,-14548.14,-26802.69
176,-12212.77,-12054.22
177,-38003.48,-37128.75
178,-6007.57,-6018.65
179,-32119.81,-36549.85
180,-9960.3,-10056.36
181,-38280.63,-37516.63
182,-5793.28,-6042.14
183,-28032.09,-16131.75
184,-14224.37,-15744.07
185,-37141.41,-38521.54
186,-6020.98,-6017.07
187,-30046.2,-32315.69
188,-10984.52,-9782.94
189,-38813.99,-38995.85
190,-6025.33,-6061.3
191,-37541.27,-38021.68
192,-5511.69,-4567.11
193,-37791.54,-37247.62
194,-5855.1,-5859.38
195,-28801.68,-28449.1
196,-2616.79,-2604.94
197,-8395.33,-7539.17
198,-6062.02,-6067.01
199,-22294.62,-24606.02
200,-16395.17,-16889.83
201,-37023.39,-36390.47
202,-6029.01,-6026.27
203,-8573.74,-6647.96
204,-10377.39,-8389.08
205,-36872.71,-35825.14
206,-5814.61,-6019.37
207,-2024.92,-2048.38
208,-22527.49,-21911.44
209,-40203.98,-31977.29
210,-5935.52,-5940.37
211,-41250.81,-42673.15
212,-5933.21,-9831.93
213,-29768.8,-36231.52
214,-6028.63,-6026.58
215,-29144.27,-37491.88
216,-9085.58,-6104.46
217,-39744.38,-39333.66
218,-5995.29,-6003.81
219,-28218.24,-28721.23
220,-10794.66,-12750.55
221,-39313.71,-38768.59
222,-6002.6,-5988.77
223,-29825.43,-36122.56
224,-10747.57,-8002.92
225,-40171.29,-40134.78
226,-6062.26,-6067.91
227,-23452.01,-25750.03
228,-3862.53,-5987.76
229,-38874.56,-38811.18
230,-5994.4,-5982.37
231,-30208.04,-33810.0
232,-9834.08,-8048.45
233,-39247.08,-39324.06
234,-6014.2,-6015.36
235,-25640.1,-20647.05
236,-9383.05,-10638.7
237,-39412.25,-39359.63
238,-5996.26,-5984.71
239,-10282.15,-11145.09
240,-15692.64,-13742.98
241,-38643.89,-39039.84
242,-6056.82,-6056.17
243,-13409.76,-9783.64
244,-15959.3,-15832.17
245,-27799.58,-22766.96
246,-6014.12,-6035.65
247,-22619.98,-24601.56
248,-10444.06,-8939.84
249,-343.38,-151.35
250,-6057.05,-6073.18
251,-28511.42,-30892.08
252,-10838.21,-11801.07
253,-30133.83,-37578.06
254,-6021.41,-6029.6
255,-3006.52,-14000.34
256,-18432.87,-17747.08
257,-36933.9,-36637.21
258,-6029.96,-6030.25
259,-17221.06,-19366.37
260,-8670.04,-8038.42
261,-38574.0,-38189.13
262,-5812.41,-5802.87
263,-26892.71,-17171.32
264,-10256.38,-12343.3
265,-39028.84,-39326.07
266,-5871.19,-5888.1
267,-31920.97,-25903.83
268,-11774.14,-12121.48
269,-23878.37,-28148.21
270,-6060.49,-6065.04
271,-19888.46,-14129.92
272,-18562.41,-20369.6
273,-7730.73,-7820.88
274,-6040.14,-6030.99
275,-35232.33,-36518.82
276,-8522.66,-13140.99
277,-38609.84,-38789.68
278,-6018.49,-6028.2
279,-18265.08,-27090.18
280,-4799.97,-8125.91
281,-37261.95,-35698.15
282,-5549.84,-5841.15
283,-24603.6,-25942.74
284,-12095.28,-14278.17
285,-36021.93,-36428.82
286,-5964.25,-5967.41
287,-10851.99,-5354.85
288,-14116.08,-2860.07
289,-39192.21,-37980.76
290,-6066.78,-5817.16
291,-35819.42,-32990.63
292,-19244.06,-15198.18
293,-40059.67,-39835.34
294,-5999.78,-6025.53
295,-38971.94,-16914.52
296,-17581.83,-14895.83
297,-38687.88,-38903.09
298,-6011.84,-5956.81
299,-35399.41,-5560.5
300,-11123.23,-15556.04
301,-38241.46,-39063.22
302,-5831.01,-5823.67
303,-19626.17,-11098.9
304,-8192.43,-7574.03
305,-36498.13,-37360.91
306,-6079.96,-6051.71
307,-22971.98,-6676.49
308,-14588.6,-12962.47
309,-34629.59,-36001.67
310,-6035.03,-6036.1
311,-1842.09,-857.29
312,-20244.03,-18597.58
313,-45.6,-106.53
314,-6042.2,-6031.1
315,-25838.96,-13511.43
316,-13631.7,-11178.94
317,-36493.74,-37510.94
318,-6040.39,-6050.02
319,-36496.98,-27711.72
320,-12731.46,-11845.34
321,-38802.68,-37923.29
322,-5937.38,-5825.94
323,-28314.97,-23954.93
324,-5578.64,-5613.33
325,-30478.13,-28448.63
326,-28064.09,-29789.78
327,-5612.09,-5604.95
328,-33188.04,-33798.91
329,-28537.06,-30400.65
330,-5607.74,-5607.52
331,-29794.85,-28384.66
332,-20716.54,-22511.44
333,-1542.55,-4701.55
334,-13206.84,-16179.7
335,-11843.07,-15351.85
336,-5624.89,-5625.19
337,-20679.51,-20617.22
338,-29189.36,-28273.05
339,-5574.58,-5574.02
340,-31239.49,-32365.31
341,-28337.75,-24997.22
342,-5565.87,-5572.57
343,-28922.63,-30266.49
344,-29642.85,-24696.53
345,-5616.96,-5617.66
346,-31331.12,-32075.41
347,-28156.93,-23364.66
348,-5593.45,-5595.27
349,-29251.94,-27554.47
350,-28739.73,-25774.45
351,-5605.62,-5725.58
352,-20750.47,-24366.24
353,-2840.41,-13397.05
354,-5625.16,-5619.45
355,-20669.66,-28626.91
356,-19423.2,-23818.85
357,-5475.18,-5583.3
358,-17215.08,-20666.83
359,-12262.82,-13519.38
360,-5619.44,-5604.46
361,-11376.54,-16031.45
362,-14478.5,-15354.71
363,-5632.41,-5630.62
364,-8313.06,-12252.06
365,-327.18,-199.44
366,-5638.36,-5647.85
367,-15070.41,-20578.09
368,-13678.85,-15394.32
369,-5008.47,-5214.4
370,-16655.49,-20149.61
371,-24537.07,-25513.94
372,-5579.96,-5582.97
373,-13933.45,-14816.61
374,-24960.09,-25643.04
375,-5587.49,-5604.67
376,-17766.71,-17688.7
377,-19908.0,-17377.69
378,-5601.09,-5607.18
379,-19880.32,-27279.63
380,-17769.33,-27459.39
381,-5590.95,-5585.39
382,-17539.12,-18711.71
383,-24223.53,-27474.33
384,-5598.66,-5598.82
385,-8624.11,-11796.87
386,-7917.66,-8542.28
387,-5596.41,-5595.74
388,-14768.98,-16560.32
389,-8244.99,-8193.69
390,-5588.08,-5589.22
391,-4893.12,-4248.8
392,-7885.35,-10439.88
393,-5511.71,-5530.69
394,-6472.97,-6678.22
395,-14501.28,-17815.29
396,-5593.27,-5591.52
397,-13325.86,-13884.96
398,-22417.63,-23168.62
399,-5618.78,-5617.37
400,-13215.62,-11415.56
401,-12446.09,-15361.78
402,-5611.8,-5609.49
403,-17331.58,-16871.94
404,-19781.61,-21476.03
405,-5599.06,-5611.76
406,-13790.23,-18260.02
407,-26692.31,-29362.82
408,-5611.6,-5621.7
409,-22113.61,-27347.72
410,-31705.58,-33246.09
411,-5607.81,-5614.07
412,-11027.14,-8599.85
413,-30281.84,-28939.36
414,-5623.98,-5627.98
415,-28270.73,-26723.49
416,-32424.33,-30419.68
417,-5577.7,-5582.26
418,-28929.05,-27229.85
419,-29644.07,-27278.74
420,-5631.64,-5631.19
421,-31902.57,-29599.96
422,-32648.6,-31243.67
423,-5582.51,-5584.94
424,-18009.9,-13925.69
425,-5637.91,-16265.23
426,-5604.25,-5600.98
427,-19697.59,-16334.35
428,-110.54,-13858.16
429,-5603.63,-5599.33
430,-26744.64,-18155.81
431,-13190.07,-24571.02
432,-5605.2,-5591.64
433,-29435.06,-29935.54
434,-24809.26,-16489.17
435,-5588.41,-5551.39
436,-27215.76,-24614.7
437,-25832.15,-22765.78
438,-5604.02,-5637.04
439,-24117.24,-27252.57
440,-18146.59,-19017.45
441,-5573.87,-5575.83
442,-27903.93,-29812.88
443,-29977.09,-29245.65
444,-5618.62,-5617.27
445,-31622.92,-32839.04
446,-28761.96,-29694.88
447,-5380.57,-5573.35
448,-30463.25,-31982.3
449,-25266.01,-27429.08
450,-5648.0,-5675.71
451,-29796.75,-32139.47
452,-23684.65,-25369.95
453,-5612.39,-5611.85
454,-27524.37,-29736.16
455,-24965.96,-26828.59
456,-5595.12,-5589.67
457,-19653.32,-20422.71
458,-17886.09,-21374.2
459,-5604.07,-5580.79
460,-28695.06,-28712.42
461,-19047.14,-17843.73
462,-5595.8,-5612.15
463,-19661.75,-24761.06
464,-8583.41,-13261.91
465,-5601.81,-5604.0
466,-26388.16,-25904.71
467,-18813.56,-16105.63
468,-5615.24,-5609.93
469,-26495.85,-28610.54
470,-30056.16,-30580.12
471,-5605.59,-5605.75
472,-29481.15,-30109.89
473,-27085.8,-28028.31
474,-5590.37,-5589.49
475,-20761.1,-26019.59
476,-27874.68,-28155.4
477,-5604.72,-5603.19
478,-28280.63,-28762.49
479,-26986.94,-26921.89
480,-5585.25,-5582.74
481,-11826.61,-12848.45
482,-26833.83,-24098.98
483,-5607.24,-5606.21
484,-20282.63,-19045.43
485,-27595.25,-24145.2
486,-5454.47,-5444.49
487,-4985.03,-28750.5
488,-31668.17,-21940.86
489,-37272.19,-33382.63
490,-5915.69,-22180.31
491,-33987.27,-32679.44
492,-5442.36,-5456.32
493,-26311.95,-38204.14
494,-33525.92,-30775.76
495,-34971.65,-35018.5
496,-6146.5,-214.99
497,-31456.1,-30659.87
498,-5438.25,-5448.54
499,-17437.61,-34501.53
500,-30429.92,-33504.28
501,-37856.42,-36846.59
502,-10172.06,-5055.11
503,-31771.94,-34602.89
504,-5437.69,-5431.26
505,-19101.9,-32429.84
506,-29999.62,-36299.68
507,-38697.07,-38565.26
508,-26397.42,-16698.4
509,-27339.37,-30016.18
510,-4846.33,-4945.45
511,-31081.99,-34881.81
512,-35853.25,-37831.41
513,-38729.0,-38442.32
514,-28563.06,-24116.72
515,-34093.2,-34778.59
516,-5427.57,-5444.78
517,-40728.49,-42662.41
518,-32620.32,-36465.33
519,-37069.61,-37644.24
520,-26345.39,-35466.82
521,-36301.11,-37924.79
522,-5445.16,-5382.43
523,-31403.01,-37447.55
524,-22539.23,-31473.05
525,-37056.4,-37613.24
526,-35821.84,-40430.72
527,-29163.67,-30314.93
528,-5419.73,-5415.38
529,-9820.34,-32421.58
530,-31944.05,-34886.41
531,-36359.08,-37198.95
532,-7585.97,-13327.39
533,-23836.35,-24921.18
534,-5441.48,-5431.4
535,-23945.52,-34455.9
536,-34410.19,-35795.67
537,-36372.83,-37348.48
538,-8488.55,-10466.6
539,-28834.9,-28698.04
540,-5443.69,-5441.81
541,-24528.16,-33890.91
542,-5347.53,-17871.57
543,-27789.03,-30758.5
544,-26643.26,-22203.77
545,-33610.16,-36428.83
546,-5444.1,-5439.79
547,-5466.12,-5343.65
548,-42.79,-52.21
549,-12250.58,-9170.31
550,-12147.26,-8643.0
551,-10010.03,-12092.73
552,-5460.65,-5454.57
553,-2122.35,-3913.01
554,-2336.98,-304.29
555,-30380.74,-28547.42
556,-644.96,-818.13
557,-5914.29,-7651.09
558,-5429.97,-5424.11
559,-27973.28,-25615.13
560,-5226.91,-5757.2
561,-23344.31,-21950.25
562,-2390.73,-2061.54
563,-20418.46,-22665.52
564,-5433.28,-5430.49
565,-13180.11,-10777.85
566,-487.87,-627.6
567,-22098.08,-13847.8
568,-314.87,-137.95
569,-20977.71,-22855.19
570,-5429.84,-5429.3
571,-29905.9,-30778.99
572,-6727.27,-8471.91
573,-33623.02,-34055.88
574,-3088.8,-1023.52
575,-30462.31,-31254.5
576,-5456.37,-5458.01
577,-4280.63,-9077.11
578,-31024.87,-31165.44
579,-33831.63,-34183.16
580,-15651.94,-12902.18
581,-28180.27,-30887.05
582,-5453.99,-5461.68
583,-19557.14,-14777.33
584,-29566.2,-31227.25
585,-26290.38,-25720.96
586,-10166.38,-13533.34
587,-30744.28,-32629.63
588,-5453.37,-5453.48
589,-24611.63,-28213.18
590,-27257.51,-27788.96
591,-20901.29,-25723.02
592,-15195.29,-11314.45
593,-16188.07,-17952.36
594,-5443.37,-5473.76
595,-27579.2,-30247.48
596,-27506.06,-22143.88
597,-830.72,-540.35
598,-39123.74,-33004.95
599,-35297.11,-34090.89
600,-5447.43,-5432.66
601,-35478.33,-38341.26
602,-31893.7,-35882.99
603,-27524.13,-29183.72
604,-37857.74,-39108.3
605,-34098.0,-36109.04
606,-5437.95,-5434.21
607,-32053.98,-33223.29
608,-36977.59,-38346.09
609,-34371.22,-34783.82
610,-24583.49,-27191.82
611,-32484.58,-34838.14
612,-5440.81,-5432.67
613,-29552.38,-30517.59
614,-34118.45,-34371.0
615,-36334.98,-36820.46
616,-38446.78,-38824.42
617,-35962.06,-36929.28
618,-5449.5,-5445.01
619,-29797.21,-30664.28
620,-24886.83,-26123.54
621,-32191.9,-33079.78
622,-34998.09,-37453.5
623,-37786.57,-38337.76
624,-5438.81,-5438.59
625,-34203.14,-33310.91
626,-2148.93,-639.16
627,-38.74,-23.24
628,-22430.15,-25270.56
629,-35968.35,-36448.13
630,-5443.7,-5446.23
631,-30251.02,-28610.14
632,-8278.67,-3333.66
633,-14073.74,-13406.92
634,-34651.82,-37048.84
635,-38557.61,-38824.04
636,-5443.26,-5445.88
637,-8311.59,-6204.27
638,-4348.23,-3335.38
639,-23093.2,-30498.52
640,-6554.36,-5432.58
641,-33096.53,-31273.24
642,-5480.59,-5475.45
643,-1945.07,-166.11
644,-17313.48,-10234.61
645,-22342.67,-21507.31
646,-23078.37,-15671.35
647,-36405.57,-34741.31
648,-5522.11,-3223.03
649,-27772.93,-15489.07
650,-29870.38,-37197.12
651,-17686.37,-22481.5
652,-19353.78,-7470.65
653,-36394.6,-37948.69
654,-5444.36,-5446.49
655,-38327.84,-35987.2
656,-36466.95,-36014.89
657,-25966.63,-30112.51
658,-25596.4,-18693.25
659,-37901.97,-36686.75
660,-5447.4,-5451.67
661,-26459.1,-26471.92
662,-28204.65,-24511.21
663,-11760.62,-14451.24
664,-19769.9,-21765.42
665,-36101.27,-34584.76
666,-5424.76,-5428.67
667,-37767.21,-37241.76
668,-8203.32,-2502.47
669,-201.48,-623.84
670,-30331.09,-27716.01
671,-37225.91,-35942.26
672,-5445.0,-5448.12
673,-25921.73,-23773.81
674,-33721.18,-30863.66
675,-32607.92,-33524.83
676,-29662.71,-31173.91
677,-38103.83,-37678.86
678,-5463.38,-5465.36
679,-163.45,-182.36
680,-26962.26,-21053.96
681,-14331.45,-12474.35
682,-9648.78,-10068.66
683,-32632.36,-30012.74
684,-5439.17,-5435.4
685,-35053.88,-32201.48
686,-29671.03,-25487.22
687,-31919.96,-33343.34
688,-2693.72,-1940.96
689,-37127.29,-35702.02
690,-5448.11,-5441.81
691,-17879.77,-4454.76
692,-37451.16,-37348.96
693,-25667.26,-30467.93
694,-14615.28,-10386.26
695,-35592.15,-32337.34
696,-5440.11,-5437.99
697,-39100.1,-39522.15
698,-33460.54,-32470.17
699,-34818.49,-33045.42
700,-27468.89,-18877.87
701,-38619.66,-37753.84
702,-5462.07,-5450.2
703,-42832.4,-42539.96
704,-36191.76,-35967.46
705,-34966.52,-34749.51
706,-29535.98,-32491.9
707,-36063.31,-37987.42
708,-5450.79,-5455.95
709,-41240.67,-40974.27
710,-36296.61,-34588.74
711,-36519.98,-35848.64
712,-8057.81,-22721.84
713,-33112.03,-33732.6
714,-5463.83,-5465.74
715,-30113.81,-29400.73
716,-26635.47,-24512.73
717,-29333.76,-25616.77
718,-9619.13,-22405.47
719,-15226.74,-20579.49
720,-5429.85,-5431.45
721,-39913.35,-39462.23
722,-22970.25,-24959.08
723,-34243.25,-31293.48
724,-30350.88,-30473.31
725,-31464.21,-33296.55
726,-5446.03,-5452.78
727,-35817.06,-34332.01
728,-24323.46,-25669.34
729,-33913.36,-31210.92
730,-26813.78,-24187.17
731,-27392.05,-28184.22
732,-5455.98,-5456.75
733,-40328.84,-39710.78
734,-34082.25,-33416.83
735,-36921.37,-36657.89
736,-34188.84,-30530.4
737,-33527.78,-33322.13
738,-5468.61,-5462.24
739,-41549.49,-40823.04
740,-36865.3,-36432.11
741,-35515.65,-34127.31
742,-32890.87,-35683.9
743,-34389.75,-35141.59
744,-5456.61,-5460.05
745,-38408.14,-39287.09
746,-33563.77,-32747.72
747,-33583.2,-34385.5
748,-6358.6,-11789.52
749,-30172.26,-32057.61
750,-5482.55,-5481.82
751,-40927.73,-37175.72
752,-32547.93,-35283.0
753,-35686.91,-35461.4
754,-8903.93,-15867.24
755,-34811.81,-35983.57
756,-5454.73,-5431.73
757,-33388.54,-37655.75
758,-29675.0,-27023.58
759,-33735.15,-29443.26
760,-3296.41,-611.5
761,-28618.75,-29154.57
762,-5440.8,-5446.16
763,-37511.55,-37544.27
764,-30471.84,-32899.68
765,-35079.84,-36365.32
766,-3788.7,-1682.87
767,-26427.65,-26346.51
768,-5514.73,-5581.14
769,-37295.4,-36181.7
770,-33761.91,-31028.48
771,-37530.31,-37087.59
772,-27068.36,-22579.2
773,-21238.85,-19570.18
774,-5453.94,-5455.74
775,-38000.33,-37514.89
776,-23011.91,-19663.03
777,-18592.38,-19411.43
778,-36167.8,-34101.48
779,-32516.83,-29800.78
780,-5503.45,-5508.16
781,-23199.25,-21560.38
782,-36698.41,-36056.68
783,-36819.31,-36694.09
784,-41052.52,-41032.83
785,-36941.87,-35941.27
786,-5476.67,-5482.8
787,-30794.18,-28068.79
788,-32873.97,-31549.86
789,-32032.97,-32203.14
790,-40772.11,-40703.98
791,-38052.9,-37067.24
792,-5489.14,-5495.12
793,-19540.6,-18646.51
794,-32879.59,-30154.3
795,-32775.47,-33722.45
796,-29070.25,-28770.89
797,-35130.05,-33375.65
798,-5444.55,-5445.72
799,-4385.37,-9732.8
800,-20296.0,-13787.91
801,-786.74,-1827.44
802,-31110.84,-28504.76
803,-22913.93,-10771.31
804,-5459.76,-5454.76
805,-22947.76,-19303.96
806,-31318.35,-29659.21
807,-30897.41,-30322.17
808,-38585.4,-36425.96
809,-32395.63,-31008.36
810,-5447.72,-5456.61
811,-3985.2,-13365.33
812,-30557.77,-11084.95
813,-34513.73,-35302.67
814,-9192.54,-5092.38
815,-30283.36,-35581.36
816,-5477.92,-5474.14
817,-28960.89,-30021.39
818,-24687.42,-30404.46
819,-36359.36,-37822.95
820,-22242.0,-36581.38
821,-37146.92,-37324.94
822,-5475.82,-5483.9
823,-29962.96,-34753.94
824,-9298.68,-21962.98
825,-30959.99,-31001.73
826,-17805.45,-32595.11
827,-33570.34,-34756.2
828,-5429.86,-5424.14
829,-25220.5,-33141.11
830,-28027.41,-35574.18
831,-34748.35,-35246.57
832,-17374.64,-26469.38
833,-35082.29,-34328.61
834,-5434.69,-5432.81
835,-11478.47,-18508.9
836,-31741.34,-35903.96
837,-33086.39,-32884.14
838,-32081.44,-34309.1
839,-38473.22,-38225.6
840,-5428.72,-5423.52
841,-33491.74,-37461.22
842,-28840.14,-34768.23
843,-34453.42,-36230.73
844,-2516.27,-7033.18
845,-32344.15,-33211.34
846,-5426.97,-5431.37
847,-269.92,-26420.66
848,-25501.35,-32436.72
849,-14155.75,-29846.36
850,-1384.9,-5110.25
851,-32279.73,-33277.95
852,-5430.58,-5441.64
853,-31561.82,-36114.33
854,-9373.18,-20906.34
855,-7878.5,-16934.09
856,-74.16,-9854.03
857,-32315.16,-33824.95
858,-5438.26,-5437.97
859,-37299.2,-38323.18
860,-338.92,-759.54
861,-50.37,-243.82
862,-30754.53,-40699.64
863,-27451.19,-29886.18
864,-5428.18,-5432.69
865,-1053.34,-26378.38
866,-29563.19,-13251.7
867,-34036.13,-30591.55
868,-34423.59,-22649.44
869,-34305.71,-34707.58
870,-5426.04,-5438.73
871,-14820.45,-16169.65
872,-34628.26,-32755.63
873,-33696.57,-35736.19
874,-30367.35,-31434.92
875,-35768.77,-36487.39
876,-5444.16,-5446.86
877,-7096.23,-9272.31
878,-6464.75,-13337.23
879,-32609.36,-32034.32
880,-16134.62,-14640.36
881,-33750.23,-32914.22
882,-5424.44,-5429.55
883,-14990.43,-17851.4
884,-24432.39,-24420.07
885,-33359.78,-34540.95
886,-18863.23,-23650.41
887,-27791.48,-29750.76
888,-5449.75,-5450.84
889,-28548.48,-29973.57
890,-6487.8,-10011.14
891,-34509.96,-34909.2
892,-22712.69,-24946.4
893,-36740.22,-36514.52
894,-5442.82,-5443.52
895,-10874.48,-19104.95
896,-4733.05,-11068.29
897,-32727.83,-34009.86
898,-35749.43,-35623.77
899,-39094.83,-38688.82
900,-5422.37,-5424.83
901,-11271.1,-24592.46
902,-21677.89,-28485.69
903,-34325.79,-34892.82
904,-38795.32,-39130.75
905,-38336.74,-37472.15
906,-5427.66,-5430.46
907,-25554.12,-35048.6
908,-21997.75,-24554.89
909,-27774.46,-28660.37
910,-33334.7,-38986.17
911,-38753.03,-39134.63
912,-5434.0,-5433.53
913,-28627.13,-27655.46
914,-24224.46,-23398.83
915,-24954.98,-31603.96
916,-26880.54,-32277.79
917,-38385.33,-38613.88
918,-5442.47,-5434.82
919,-27475.93,-526.03
920,-11372.3,-31337.96
921,-32159.05,-35282.61
922,-5372.03,-22898.58
923,-27741.97,-31652.36
924,-5445.03,-5425.12
925,-13171.26,-18295.93
926,-34670.45,-35722.08
927,-33362.63,-33254.02
928,-4817.18,-3874.84
929,-28035.24,-23084.07
930,-5425.6,-5432.2
931,-40297.82,-34396.92
932,-24000.71,-10864.69
933,-34229.83,-35674.94
934,-7582.83,-5088.2
935,-35413.24,-33556.22
936,-5444.52,-5445.26
937,-33839.43,-25748.1
938,-29357.43,-16582.07
939,-34237.81,-34028.67
940,-18764.97,-11224.81
941,-36551.52,-35386.96
942,-5482.93,-5466.95
943,-33719.55,-33308.39
944,-23791.77,-9117.99
945,-26100.82,-23171.45
946,-28509.23,-27244.22
947,-38022.44,-37824.68
948,-5442.53,-5437.68
949,-40482.96,-35410.38
950,-34657.24,-18381.03
951,-35162.1,-33175.92
952,-20397.28,-12230.1
953,-38852.92,-38170.7
954,-5478.07,-5453.7
955,-18033.09,-2.67
956,-27903.28,-21098.47
957,-27238.86,-18632.96
958,-28176.12,-21851.9
959,-30475.38,-31713.25
960,-5463.5,-5461.89
961,-37038.16,-28345.38
962,-26500.88,-16008.85
963,-11821.0,-4722.67
964,-23974.83,-1001.41
965,-32766.76,-23195.59
966,-5433.49,-5435.8
967,-29752.91,-28831.82
968,-36022.83,-37172.79
969,-34234.61,-33827.43
970,-24868.21,-7975.78
971,-36548.76,-32195.85
972,-5435.78,-5466.25
973,-29159.94,-27843.39
974,-16113.86,-30344.47
975,-16872.15,-34241.8
976,-481.1,-20592.83
977,-22479.61,-34628.41
978,-5450.63,-5445.55
979,-13688.88,-15754.61
980,-29957.84,-30489.52
981,-14198.49,-6043.68
982,-35749.03,-39461.67
983,-28639.61,-34644.01
984,-5462.79,-5467.21
985,-29141.56,-16794.54
986,-27283.12,-31266.52
987,-23191.35,-22678.15
988,-29772.76,-34298.08
989,-28923.46,-34531.39
990,-5448.58,-5451.25
991,-26184.72,-26855.22
992,-24273.72,-31133.52
993,-25464.5,-23241.14
994,-27276.49,-35114.65
995,-30202.44,-35601.73
996,-5444.48,-5449.16
997,-37847.97,-38481.73
998,-34709.09,-35214.11
