bb_idx,MT_Repitope,WT_Repitope
219,0.19064,0.21696
220,0.2924,0.30096
221,0.2924,0.30096
222,0.2924,0.30096
223,0.2924,0.30096
224,0.33096,0.26424
225,0.33096,0.26424
226,0.33096,0.26424
227,0.33096,0.26424
228,0.36464,0.29776
229,0.36464,0.29776
230,0.36464,0.29776
231,0.36464,0.29776
232,0.34408,0.29112
233,0.34408,0.29112
234,0.34408,0.29112
235,0.34408,0.29112
236,0.292,0.22392
237,0.292,0.22392
238,0.292,0.22392
239,0.292,0.22392
240,0.42832,0.2916
241,0.42832,0.2916
242,0.42832,0.2916
243,0.42832,0.2916
244,0.36928,0.31424
245,0.36928,0.31424
246,0.36928,0.31424
247,0.36928,0.31424
248,0.35112,0.30328
249,0.35112,0.30328
250,0.35112,0.30328
251,0.35112,0.30328
252,0.45072,0.40664
253,0.45072,0.40664
254,0.45072,0.40664
255,0.45072,0.40664
256,0.35888,0.36608
257,0.35888,0.36608
258,0.35888,0.36608
259,0.35888,0.36608
260,0.37808,0.37312
261,0.37808,0.37312
262,0.37808,0.37312
263,0.37808,0.37312
264,0.33728,0.37296
265,0.33728,0.37296
266,0.33728,0.37296
267,0.33728,0.37296
268,0.3876,0.41848
269,0.3876,0.41848
270,0.3876,0.41848
271,0.3876,0.41848
272,0.37936,0.43968
273,0.37936,0.43968
274,0.37936,0.43968
275,0.37936,0.43968
276,0.27712,0.32384
277,0.27712,0.32384
278,0.27712,0.32384
279,0.27712,0.32384
280,0.32456,0.31384
281,0.32456,0.31384
282,0.32456,0.31384
283,0.32456,0.31384
284,0.38912,0.328
285,0.38912,0.328
286,0.38912,0.328
287,0.38912,0.328
288,0.21256,0.21472
289,0.21256,0.21472
290,0.21256,0.21472
291,0.24768,0.23472
292,0.24768,0.23472
293,0.24768,0.23472
294,0.22312,0.2248
295,0.22312,0.2248
296,0.22312,0.2248
297,0.32136,0.31496
298,0.32136,0.31496
299,0.32136,0.31496
300,0.3228,0.29936
301,0.3228,0.29936
302,0.3228,0.29936
303,0.25864,0.28504
304,0.25864,0.28504
305,0.25864,0.28504
306,0.33912,0.362
307,0.33912,0.362
308,0.33912,0.362
309,0.3016,0.32728
310,0.3016,0.32728
311,0.3016,0.32728
312,0.40112,0.39184
313,0.40112,0.39184
314,0.40112,0.39184
315,0.30072,0.30688
316,0.30072,0.30688
317,0.30072,0.30688
318,0.2752,0.32552
319,0.2752,0.32552
320,0.2752,0.32552
321,0.25368,0.34272
322,0.25368,0.34272
323,0.25368,0.34272
324,0.29848,0.2972
325,0.29848,0.2972
326,0.29848,0.2972
327,0.31544,0.3444
328,0.31544,0.3444
329,0.31544,0.3444
330,0.32744,0.35392
331,0.32744,0.35392
332,0.32744,0.35392
333,0.39408,0.29824
334,0.39408,0.29824
335,0.39408,0.29824
336,0.2748,0.25816
337,0.2748,0.25816
338,0.2748,0.25816
339,0.33904,0.30944
340,0.33904,0.30944
341,0.33904,0.30944
342,0.38688,0.33808
343,0.38688,0.33808
344,0.38688,0.33808
345,0.39016,0.35224
346,0.39016,0.35224
347,0.39016,0.35224
348,0.39144,0.32848
349,0.39144,0.32848
350,0.39144,0.32848
351,0.58152,0.36048
352,0.58152,0.36048
353,0.58152,0.36048
354,0.56112,0.36752
355,0.56112,0.36752
356,0.56112,0.36752
357,0.46256,0.31
358,0.46256,0.31
359,0.46256,0.31
360,0.38896,0.46528
361,0.38896,0.46528
362,0.38896,0.46528
363,0.30888,0.41808
364,0.30888,0.41808
365,0.30888,0.41808
366,0.30912,0.40088
367,0.30912,0.40088
368,0.30912,0.40088
369,0.28968,0.3112
370,0.28968,0.3112
371,0.28968,0.3112
372,0.23968,0.30464
373,0.23968,0.30464
374,0.23968,0.30464
375,0.2392,0.29856
376,0.2392,0.29856
377,0.2392,0.29856
378,0.23792,0.318
379,0.23792,0.318
380,0.23792,0.318
381,0.25872,0.29792
382,0.25872,0.29792
383,0.25872,0.29792
384,0.41728,0.42376
385,0.41728,0.42376
386,0.41728,0.42376
387,0.4128,0.42576
388,0.4128,0.42576
389,0.4128,0.42576
390,0.40632,0.4208
391,0.40632,0.4208
392,0.40632,0.4208
393,0.36992,0.33272
394,0.36992,0.33272
395,0.36992,0.33272
396,0.308,0.30656
397,0.308,0.30656
398,0.308,0.30656
399,0.38376,0.33168
400,0.38376,0.33168
401,0.38376,0.33168
402,0.2984,0.27016
403,0.2984,0.27016
404,0.2984,0.27016
405,0.34576,0.29248
406,0.34576,0.29248
407,0.34576,0.29248
408,0.30216,0.31008
409,0.30216,0.31008
410,0.30216,0.31008
411,0.31568,0.23312
412,0.31568,0.23312
413,0.31568,0.23312
414,0.2824,0.2868
415,0.2824,0.2868
416,0.2824,0.2868
417,0.30728,0.3136
418,0.30728,0.3136
419,0.30728,0.3136
420,0.31976,0.32712
421,0.31976,0.32712
422,0.31976,0.32712
423,0.36984,0.37528
424,0.36984,0.37528
425,0.36984,0.37528
426,0.40424,0.39728
427,0.40424,0.39728
428,0.40424,0.39728
429,0.44056,0.41584
430,0.44056,0.41584
431,0.44056,0.41584
432,0.18176,0.17824
433,0.18176,0.17824
434,0.18176,0.17824
435,0.18176,0.17824
436,0.18176,0.17824
437,0.18176,0.17824
438,0.21896,0.24976
439,0.21896,0.24976
440,0.21896,0.24976
441,0.21896,0.24976
442,0.21896,0.24976
443,0.21896,0.24976
444,0.28048,0.26104
445,0.28048,0.26104
446,0.28048,0.26104
447,0.28048,0.26104
448,0.28048,0.26104
449,0.28048,0.26104
450,0.22232,0.22392
451,0.22232,0.22392
452,0.22232,0.22392
453,0.22232,0.22392
454,0.22232,0.22392
455,0.22232,0.22392
456,0.2072,0.17168
457,0.2072,0.17168
458,0.2072,0.17168
459,0.2072,0.17168
460,0.2072,0.17168
461,0.2072,0.17168
462,0.30272,0.23128
463,0.30272,0.23128
464,0.30272,0.23128
465,0.30272,0.23128
466,0.30272,0.23128
467,0.30272,0.23128
468,0.35624,0.33304
469,0.35624,0.33304
470,0.35624,0.33304
471,0.35624,0.33304
472,0.35624,0.33304
473,0.35624,0.33304
474,0.34608,0.2844
475,0.34608,0.2844
476,0.34608,0.2844
477,0.34608,0.2844
478,0.34608,0.2844
479,0.34608,0.2844
480,0.40472,0.34648
481,0.40472,0.34648
482,0.40472,0.34648
483,0.40472,0.34648
484,0.40472,0.34648
485,0.40472,0.34648
486,0.4404,0.38664
487,0.4404,0.38664
488,0.4404,0.38664
489,0.4404,0.38664
490,0.4404,0.38664
491,0.4404,0.38664
492,0.38552,0.3564
493,0.38552,0.3564
494,0.38552,0.3564
495,0.38552,0.3564
496,0.38552,0.3564
497,0.38552,0.3564
498,0.2968,0.30208
499,0.2968,0.30208
500,0.2968,0.30208
501,0.2968,0.30208
502,0.2968,0.30208
503,0.2968,0.30208
504,0.37392,0.3836
505,0.37392,0.3836
506,0.37392,0.3836
507,0.37392,0.3836
508,0.37392,0.3836
509,0.37392,0.3836
510,0.38296,0.34944
511,0.38296,0.34944
512,0.38296,0.34944
513,0.38296,0.34944
514,0.38296,0.34944
515,0.38296,0.34944
516,0.43312,0.42392
517,0.43312,0.42392
518,0.43312,0.42392
519,0.43312,0.42392
520,0.43312,0.42392
521,0.43312,0.42392
522,0.40288,0.4504
523,0.40288,0.4504
524,0.40288,0.4504
525,0.40288,0.4504
526,0.40288,0.4504
527,0.40288,0.4504
528,0.33288,0.36424
529,0.33288,0.36424
530,0.33288,0.36424
531,0.33288,0.36424
532,0.33288,0.36424
533,0.33288,0.36424
534,0.35456,0.38616
535,0.35456,0.38616
536,0.35456,0.38616
537,0.35456,0.38616
538,0.35456,0.38616
539,0.35456,0.38616
540,0.39072,0.47736
541,0.39072,0.47736
542,0.39072,0.47736
543,0.39072,0.47736
544,0.39072,0.47736
545,0.39072,0.47736
546,0.31528,0.45232
547,0.31528,0.45232
548,0.31528,0.45232
549,0.31528,0.45232
550,0.31528,0.45232
551,0.31528,0.45232
552,0.31936,0.40952
553,0.31936,0.40952
554,0.31936,0.40952
555,0.31936,0.40952
556,0.31936,0.40952
557,0.31936,0.40952
558,0.33904,0.40736
559,0.33904,0.40736
560,0.33904,0.40736
561,0.33904,0.40736
562,0.33904,0.40736
563,0.33904,0.40736
564,0.36448,0.40216
565,0.36448,0.40216
566,0.36448,0.40216
567,0.36448,0.40216
568,0.36448,0.40216
569,0.36448,0.40216
570,0.30024,0.34528
571,0.30024,0.34528
572,0.30024,0.34528
573,0.30024,0.34528
574,0.30024,0.34528
575,0.30024,0.34528
576,0.33,0.28224
577,0.33,0.28224
578,0.33,0.28224
579,0.33,0.28224
580,0.33,0.28224
581,0.33,0.28224
582,0.30544,0.29504
583,0.30544,0.29504
584,0.30544,0.29504
585,0.30544,0.29504
586,0.30544,0.29504
587,0.30544,0.29504
588,0.35264,0.33
589,0.35264,0.33
590,0.35264,0.33
591,0.35264,0.33
592,0.35264,0.33
593,0.35264,0.33
594,0.35056,0.25072
595,0.35056,0.25072
596,0.35056,0.25072
597,0.35056,0.25072
598,0.35056,0.25072
599,0.35056,0.25072
600,0.27584,0.2184
601,0.27584,0.2184
602,0.27584,0.2184
603,0.27584,0.2184
604,0.27584,0.2184
605,0.27584,0.2184
606,0.37376,0.28416
607,0.37376,0.28416
608,0.37376,0.28416
609,0.37376,0.28416
610,0.37376,0.28416
611,0.37376,0.28416
612,0.36032,0.30608
613,0.36032,0.30608
614,0.36032,0.30608
615,0.36032,0.30608
616,0.36032,0.30608
617,0.36032,0.30608
618,0.35952,0.29144
619,0.35952,0.29144
620,0.35952,0.29144
621,0.35952,0.29144
622,0.35952,0.29144
623,0.35952,0.29144
624,0.34056,0.3556
625,0.34056,0.3556
626,0.34056,0.3556
627,0.34056,0.3556
628,0.34056,0.3556
629,0.34056,0.3556
630,0.32944,0.38256
631,0.32944,0.38256
632,0.32944,0.38256
633,0.32944,0.38256
634,0.32944,0.38256
635,0.32944,0.38256
636,0.3668,0.4272
637,0.3668,0.4272
638,0.3668,0.4272
639,0.3668,0.4272
640,0.3668,0.4272
641,0.3668,0.4272
642,0.30696,0.3476
643,0.30696,0.3476
644,0.30696,0.3476
645,0.30696,0.3476
646,0.30696,0.3476
647,0.30696,0.3476
648,0.20784,0.22128
649,0.20784,0.22128
650,0.20784,0.22128
651,0.20784,0.22128
652,0.20784,0.22128
653,0.20784,0.22128
654,0.31568,0.34408
655,0.31568,0.34408
656,0.31568,0.34408
657,0.31568,0.34408
658,0.31568,0.34408
659,0.31568,0.34408
660,0.30568,0.35488
661,0.30568,0.35488
662,0.30568,0.35488
663,0.30568,0.35488
664,0.30568,0.35488
665,0.30568,0.35488
666,0.33136,0.41632
667,0.33136,0.41632
668,0.33136,0.41632
669,0.33136,0.41632
670,0.33136,0.41632
671,0.33136,0.41632
672,0.40752,0.40248
673,0.40752,0.40248
674,0.40752,0.40248
675,0.40752,0.40248
676,0.40752,0.40248
677,0.40752,0.40248
678,0.4248,0.4448
679,0.4248,0.4448
680,0.4248,0.4448
681,0.4248,0.4448
682,0.4248,0.4448
683,0.4248,0.4448
684,0.31696,0.32896
685,0.31696,0.32896
686,0.31696,0.32896
687,0.31696,0.32896
688,0.31696,0.32896
689,0.31696,0.32896
690,0.39424,0.39992
691,0.39424,0.39992
692,0.39424,0.39992
693,0.39424,0.39992
694,0.39424,0.39992
695,0.39424,0.39992
696,0.39392,0.4268
697,0.39392,0.4268
698,0.39392,0.4268
699,0.39392,0.4268
700,0.39392,0.4268
701,0.39392,0.4268
702,0.4276,0.516
703,0.4276,0.516
704,0.4276,0.516
705,0.4276,0.516
706,0.4276,0.516
707,0.4276,0.516
708,0.55072,0.61168
709,0.55072,0.61168
710,0.55072,0.61168
711,0.55072,0.61168
712,0.55072,0.61168
713,0.55072,0.61168
714,0.57968,0.61272
715,0.57968,0.61272
716,0.57968,0.61272
717,0.57968,0.61272
718,0.57968,0.61272
719,0.57968,0.61272
720,0.28944,0.31408
721,0.28944,0.31408
722,0.28944,0.31408
723,0.28944,0.31408
724,0.28944,0.31408
725,0.28944,0.31408
726,0.30056,0.31968
727,0.30056,0.31968
728,0.30056,0.31968
729,0.30056,0.31968
730,0.30056,0.31968
731,0.30056,0.31968
732,0.308,0.26232
733,0.308,0.26232
734,0.308,0.26232
735,0.308,0.26232
736,0.308,0.26232
737,0.308,0.26232
738,0.29256,0.22784
739,0.29256,0.22784
740,0.29256,0.22784
741,0.29256,0.22784
742,0.29256,0.22784
743,0.29256,0.22784
744,0.2644,0.25224
745,0.2644,0.25224
746,0.2644,0.25224
747,0.2644,0.25224
748,0.2644,0.25224
749,0.2644,0.25224
750,0.26976,0.2488
751,0.26976,0.2488
752,0.26976,0.2488
753,0.26976,0.2488
754,0.26976,0.2488
755,0.26976,0.2488
756,0.25784,0.2968
757,0.25784,0.2968
758,0.25784,0.2968
759,0.25784,0.2968
760,0.25784,0.2968
761,0.25784,0.2968
762,0.24904,0.22216
763,0.24904,0.22216
764,0.24904,0.22216
765,0.24904,0.22216
766,0.24904,0.22216
767,0.24904,0.22216
768,0.45256,0.41992
769,0.45256,0.41992
770,0.45256,0.41992
771,0.45256,0.41992
772,0.45256,0.41992
773,0.45256,0.41992
774,0.46264,0.45264
775,0.46264,0.45264
776,0.46264,0.45264
777,0.46264,0.45264
778,0.46264,0.45264
779,0.46264,0.45264
780,0.45944,0.45736
781,0.45944,0.45736
782,0.45944,0.45736
783,0.45944,0.45736
784,0.45944,0.45736
785,0.45944,0.45736
786,0.4384,0.42648
787,0.4384,0.42648
788,0.4384,0.42648
789,0.4384,0.42648
790,0.4384,0.42648
791,0.4384,0.42648
792,0.49048,0.44808
793,0.49048,0.44808
794,0.49048,0.44808
795,0.49048,0.44808
796,0.49048,0.44808
797,0.49048,0.44808
798,0.5088,0.42448
799,0.5088,0.42448
800,0.5088,0.42448
801,0.5088,0.42448
802,0.5088,0.42448
803,0.5088,0.42448
804,0.4568,0.41824
805,0.4568,0.41824
806,0.4568,0.41824
807,0.4568,0.41824
808,0.4568,0.41824
809,0.4568,0.41824
810,0.29536,0.2492
811,0.29536,0.2492
812,0.29536,0.2492
813,0.29536,0.2492
814,0.29536,0.2492
815,0.29536,0.2492
816,0.31912,0.28408
817,0.31912,0.28408
818,0.31912,0.28408
819,0.31912,0.28408
820,0.31912,0.28408
821,0.31912,0.28408
822,0.27264,0.30328
823,0.27264,0.30328
824,0.27264,0.30328
825,0.27264,0.30328
826,0.27264,0.30328
827,0.27264,0.30328
828,0.3076,0.34296
829,0.3076,0.34296
830,0.3076,0.34296
831,0.3076,0.34296
832,0.3076,0.34296
833,0.3076,0.34296
834,0.32728,0.37856
835,0.32728,0.37856
836,0.32728,0.37856
837,0.32728,0.37856
838,0.32728,0.37856
839,0.32728,0.37856
840,0.24992,0.32576
841,0.24992,0.32576
842,0.24992,0.32576
843,0.24992,0.32576
844,0.24992,0.32576
845,0.24992,0.32576
846,0.25912,0.32624
847,0.25912,0.32624
848,0.25912,0.32624
849,0.25912,0.32624
850,0.25912,0.32624
851,0.25912,0.32624
852,0.29464,0.31976
853,0.29464,0.31976
854,0.29464,0.31976
855,0.29464,0.31976
856,0.29464,0.31976
857,0.29464,0.31976
858,0.4516,0.3912
859,0.4516,0.3912
860,0.4516,0.3912
861,0.4516,0.3912
862,0.4516,0.3912
863,0.4516,0.3912
864,0.48112,0.442
865,0.48112,0.442
866,0.48112,0.442
867,0.48112,0.442
868,0.48112,0.442
869,0.48112,0.442
870,0.52392,0.46368
871,0.52392,0.46368
872,0.52392,0.46368
873,0.52392,0.46368
874,0.52392,0.46368
875,0.52392,0.46368
876,0.48888,0.4084
877,0.48888,0.4084
878,0.48888,0.4084
879,0.48888,0.4084
880,0.48888,0.4084
881,0.48888,0.4084
882,0.39504,0.3752
883,0.39504,0.3752
884,0.39504,0.3752
885,0.39504,0.3752
886,0.39504,0.3752
887,0.39504,0.3752
888,0.42072,0.40336
889,0.42072,0.40336
890,0.42072,0.40336
891,0.42072,0.40336
892,0.42072,0.40336
893,0.42072,0.40336
894,0.36296,0.34824
895,0.36296,0.34824
896,0.36296,0.34824
897,0.36296,0.34824
898,0.36296,0.34824
899,0.36296,0.34824
900,0.2908,0.26416
901,0.2908,0.26416
902,0.2908,0.26416
903,0.2908,0.26416
904,0.2908,0.26416
905,0.2908,0.26416
906,0.36672,0.36936
907,0.36672,0.36936
908,0.36672,0.36936
909,0.36672,0.36936
910,0.36672,0.36936
911,0.36672,0.36936
912,0.36672,0.3104
913,0.36672,0.3104
914,0.36672,0.3104
915,0.36672,0.3104
916,0.36672,0.3104
917,0.36672,0.3104
918,0.44232,0.3792
919,0.44232,0.3792
920,0.44232,0.3792
921,0.44232,0.3792
922,0.44232,0.3792
923,0.44232,0.3792
924,0.38432,0.35112
925,0.38432,0.35112
926,0.38432,0.35112
927,0.38432,0.35112
928,0.38432,0.35112
929,0.38432,0.35112
930,0.3404,0.38528
931,0.3404,0.38528
932,0.3404,0.38528
933,0.3404,0.38528
934,0.3404,0.38528
935,0.3404,0.38528
936,0.37296,0.40256
937,0.37296,0.40256
938,0.37296,0.40256
939,0.37296,0.40256
940,0.37296,0.40256
941,0.37296,0.40256
942,0.35576,0.36096
943,0.35576,0.36096
944,0.35576,0.36096
945,0.35576,0.36096
946,0.35576,0.36096
947,0.35576,0.36096
948,0.32368,0.33688
949,0.32368,0.33688
950,0.32368,0.33688
951,0.32368,0.33688
952,0.32368,0.33688
953,0.32368,0.33688
954,0.33064,0.32656
955,0.33064,0.32656
956,0.33064,0.32656
957,0.33064,0.32656
958,0.33064,0.32656
959,0.33064,0.32656
960,0.37504,0.42144
961,0.37504,0.42144
962,0.37504,0.42144
963,0.37504,0.42144
964,0.37504,0.42144
965,0.37504,0.42144
966,0.38,0.434
967,0.38,0.434
968,0.38,0.434
969,0.38,0.434
970,0.38,0.434
971,0.38,0.434
972,0.42272,0.46824
973,0.42272,0.46824
974,0.42272,0.46824
975,0.42272,0.46824
976,0.42272,0.46824
977,0.42272,0.46824
978,0.3524,0.34928
979,0.3524,0.34928
980,0.3524,0.34928
981,0.3524,0.34928
982,0.3524,0.34928
983,0.3524,0.34928
984,0.37608,0.39136
985,0.37608,0.39136
986,0.37608,0.39136
987,0.37608,0.39136
988,0.37608,0.39136
989,0.37608,0.39136
990,0.32032,0.33656
991,0.32032,0.33656
992,0.32032,0.33656
993,0.32032,0.33656
994,0.32032,0.33656
995,0.32032,0.33656
996,0.33104,0.34136
997,0.33104,0.34136
998,0.33104,0.34136
999,0.33104,0.34136
1000,0.33104,0.34136
1001,0.33104,0.34136
1002,0.27632,0.38888
1003,0.27632,0.38888
1004,0.27632,0.38888
1005,0.27632,0.38888
1006,0.27632,0.38888
1007,0.27632,0.38888
1008,0.38368,0.386
1009,0.38368,0.386
1010,0.38368,0.386
1011,0.38368,0.386
1012,0.38368,0.386
1013,0.38368,0.386
1014,0.3944,0.38464
1015,0.3944,0.38464
1016,0.3944,0.38464
1017,0.3944,0.38464
1018,0.3944,0.38464
1019,0.3944,0.38464
1020,0.30456,0.354
1021,0.30456,0.354
1022,0.30456,0.354
1023,0.30456,0.354
1024,0.30456,0.354
1025,0.30456,0.354
1026,0.27192,0.30104
1027,0.27192,0.30104
1028,0.27192,0.30104
1029,0.27192,0.30104
1030,0.27192,0.30104
1031,0.27192,0.30104
1032,0.29632,0.32968
1033,0.29632,0.32968
1034,0.29632,0.32968
1035,0.29632,0.32968
1036,0.29632,0.32968
1037,0.29632,0.32968
1038,0.3452,0.40456
1039,0.3452,0.40456
1040,0.3452,0.40456
1041,0.3452,0.40456
1042,0.3452,0.40456
1043,0.3452,0.40456
1044,0.28672,0.31432
1045,0.28672,0.31432
1046,0.28672,0.31432
1047,0.28672,0.31432
1048,0.28672,0.31432
1049,0.28672,0.31432
1050,0.30608,0.35
1051,0.30608,0.35
1052,0.30608,0.35
1053,0.30608,0.35
1054,0.30608,0.35
1055,0.30608,0.35
1056,0.30576,0.32072
1057,0.30576,0.32072
1058,0.30576,0.32072
1059,0.30576,0.32072
1060,0.30576,0.32072
1061,0.30576,0.32072
1062,0.34728,0.35512
1063,0.34728,0.35512
1064,0.34728,0.35512
1065,0.34728,0.35512
1066,0.34728,0.35512
1067,0.34728,0.35512
1068,0.30104,0.29912
1069,0.30104,0.29912
1070,0.30104,0.29912
1071,0.30104,0.29912
1072,0.30104,0.29912
1073,0.30104,0.29912
1074,0.38312,0.4044
1075,0.38312,0.4044
1076,0.38312,0.4044
1077,0.38312,0.4044
1078,0.38312,0.4044
1079,0.38312,0.4044
1080,0.35896,0.41672
1081,0.35896,0.41672
1082,0.35896,0.41672
1083,0.35896,0.41672
1084,0.35896,0.41672
1085,0.35896,0.41672
1086,0.28528,0.27752
1087,0.28528,0.27752
1088,0.28528,0.27752
1089,0.28528,0.27752
1090,0.28528,0.27752
1091,0.28528,0.27752
1092,0.3468,0.34168
1093,0.3468,0.34168
1094,0.3468,0.34168
1095,0.3468,0.34168
1096,0.3468,0.34168
1097,0.3468,0.34168
1098,0.32784,0.30496
1099,0.32784,0.30496
1100,0.32784,0.30496
1101,0.32784,0.30496
1102,0.32784,0.30496
1103,0.32784,0.30496
1104,0.33024,0.38384
1105,0.33024,0.38384
1106,0.33024,0.38384
1107,0.33752,0.4048
1108,0.33752,0.4048
1109,0.33752,0.4048
1110,0.28112,0.34664
1111,0.28112,0.34664
1112,0.28112,0.34664
1113,0.20488,0.23048
1114,0.20488,0.23048
1115,0.20488,0.23048
1116,0.22176,0.21296
1117,0.22176,0.21296
1118,0.22176,0.21296
1119,0.2064,0.1952
1120,0.2064,0.1952
1121,0.2064,0.1952
1122,0.23744,0.27616
1123,0.23744,0.27616
1124,0.23744,0.27616
1125,0.22776,0.23768
1126,0.22776,0.23768
1127,0.22776,0.23768
1128,0.2984,0.2968
1129,0.2984,0.2968
1130,0.2984,0.2968
1131,0.44808,0.4304
1132,0.44808,0.4304
1133,0.44808,0.4304
1134,0.34264,0.356
1135,0.34264,0.356
1136,0.34264,0.356
1137,0.30336,0.35168
1138,0.30336,0.35168
1139,0.30336,0.35168
1140,0.29344,0.33416
1141,0.29344,0.33416
1142,0.29344,0.33416
1143,0.36064,0.39336
1144,0.36064,0.39336
1145,0.36064,0.39336
1146,0.32536,0.36632
1147,0.32536,0.36632
1148,0.32536,0.36632
1149,0.41216,0.39936
1150,0.41216,0.39936
1151,0.41216,0.39936
1152,0.32416,0.32456
1153,0.32416,0.32456
1154,0.32416,0.32456
1155,0.3376,0.33592
1156,0.3376,0.33592
1157,0.3376,0.33592
