bb_idx,MT_PRIME,WT_PRIME
173,0.000549,0.000864
174,0.000194,0.000226
175,0.000168,0.000319
176,0.000167,0.000217
177,0.000129,0.000147
178,0.000133,0.000146
179,0.000131,0.000127
180,0.00018,0.000166
181,0.000161,0.000165
182,0.001663,0.000571
183,0.000589,0.000412
184,0.000284,0.000283
185,0.000712,0.00581
186,0.000499,0.000443
187,0.000875,0.000732
188,0.00037,0.000379
189,0.002092,0.001
190,0.024331,0.003736
191,0.000593,0.000485
192,0.000219,0.000222
193,0.00022,0.00022
194,0.000292,0.00028
195,0.000127,0.000127
196,0.000258,0.000216
197,0.000236,0.000195
198,0.000272,0.000207
199,0.001588,0.000783
200,0.000297,0.000239
201,0.000319,0.000258
202,0.000466,0.000328
203,0.000145,0.000142
204,0.000263,0.000213
205,0.000301,0.000254
206,0.00029,0.000262
207,0.000676,0.000403
208,0.000345,0.000281
209,0.000362,0.0003
210,0.000509,0.000362
211,0.000264,0.000259
212,0.000314,0.00033
213,0.000367,0.000373
214,0.000349,0.000342
215,0.000536,0.000715
216,0.000312,0.00031
217,0.000339,0.000361
218,0.000376,0.000339
219,0.00024,0.000247
220,0.000407,0.000394
221,0.002169,0.003156
222,0.000345,0.000319
223,0.000488,0.00051
224,0.000158,0.000154
225,0.000502,0.000176
226,0.000278,0.000174
227,0.000138,0.000115
228,0.000198,0.000143
229,0.000178,0.000127
230,0.000367,0.000216
231,0.000552,0.000203
232,0.002553,0.001073
233,0.000393,0.000235
234,0.000831,0.000442
235,0.000418,0.000458
236,0.000305,0.000189
237,0.000339,0.000211
238,0.000425,0.000233
239,0.000291,0.000136
240,0.0004,0.000245
241,0.009046,0.003576
242,0.00299,0.001152
243,0.001263,0.001275
244,0.000479,0.000488
245,0.000393,0.000393
246,0.000394,0.000394
247,0.000259,0.000259
248,0.000224,0.000203
249,0.000251,0.000302
250,0.000326,0.000317
251,0.000203,0.000318
252,0.000468,0.000573
253,0.000245,0.000245
254,0.000329,0.0003
255,0.000672,0.0007
256,0.000361,0.001699
257,0.00029,0.000304
258,0.000316,0.000315
259,0.000699,0.000723
260,0.000268,0.000225
261,0.000259,0.000231
262,0.000265,0.000247
263,0.000179,0.000163
264,0.000256,0.000219
265,0.000233,0.000218
266,0.000274,0.000372
267,0.000397,0.000688
268,0.000375,0.000259
269,0.000275,0.000221
270,0.000323,0.00027
271,0.000233,0.00017
272,0.000318,0.000244
273,0.000446,0.000391
274,0.000282,0.000239
275,0.000531,0.000459
276,0.000349,0.000349
277,0.001906,0.001278
278,0.0004,0.000464
279,0.000379,0.000334
280,0.000701,0.000592
281,0.000703,0.000802
282,0.00043,0.000371
283,0.000304,0.000512
284,0.00057,0.000463
285,0.000394,0.000401
286,0.000429,0.000556
287,0.000836,0.000851
288,0.000298,0.000212
289,0.000509,0.000948
290,0.000331,0.000354
291,0.000208,0.000255
292,0.000294,0.000288
293,0.000259,0.000306
294,0.000708,0.000787
295,0.000221,0.000241
296,0.000484,0.00035
297,0.000775,0.000666
298,0.000596,0.000584
299,0.000369,0.000368
300,0.000366,0.000358
301,0.001532,0.001409
302,0.000615,0.000571
303,0.000676,0.000723
304,0.000517,0.000495
305,0.000641,0.000604
306,0.000433,0.00048
307,0.000352,0.000329
308,0.000353,0.000409
309,0.000288,0.000284
310,0.000407,0.000547
311,0.000478,0.00053
312,0.002381,0.001215
313,0.010749,0.003444
314,0.011109,0.002465
315,0.001409,0.000999
316,0.002505,0.001607
317,0.002784,0.002036
318,0.012276,0.005095
319,0.001869,0.001417
320,0.005062,0.002333
321,0.001597,0.000788
322,0.003959,0.003812
323,0.00701,0.005446
324,0.001187,0.001192
325,0.002357,0.002017
326,0.013723,0.005501
327,0.001163,0.000993
328,0.002903,0.002575
329,0.001175,0.001504
330,0.001649,0.000744
331,0.00087,0.000874
332,0.001127,0.000772
333,0.000661,0.000672
334,0.000478,0.00046
335,0.000593,0.000465
336,0.000181,0.00018
337,0.000365,0.000272
338,0.000305,0.000281
339,0.000605,0.000637
340,0.000463,0.000642
341,0.000491,0.000492
342,0.003821,0.003056
343,0.001222,0.001265
344,0.000802,0.000846
345,0.002441,0.002071
346,0.006346,0.004374
347,0.002788,0.004308
348,0.001209,0.001107
349,0.001304,0.001307
350,0.001537,0.001801
351,0.002168,0.002025
352,0.001929,0.001891
353,0.002086,0.002043
354,0.000669,0.000667
355,0.000689,0.000685
356,0.000718,0.000692
357,0.001178,0.001179
358,0.004252,0.004297
359,0.004444,0.006468
360,0.000224,0.000236
361,0.001776,0.002548
362,0.000345,0.000588
363,0.000233,0.000307
364,0.00028,0.000342
365,0.000318,0.000374
366,0.000748,0.001159
367,0.000688,0.000715
368,0.000472,0.0006
369,0.000797,0.001257
370,0.001125,0.001311
371,0.000642,0.000963
372,0.000826,0.000778
373,0.000756,0.001044
374,0.00113,0.001828
375,0.000348,0.000348
376,0.000695,0.000614
377,0.0008,0.000707
378,0.000656,0.000748
379,0.000513,0.000447
380,0.000946,0.000459
381,0.000512,0.000635
382,0.001823,0.002826
383,0.005739,0.003531
384,0.000309,0.000311
385,0.000569,0.000582
386,0.000365,0.00037
387,0.000423,0.00038
388,0.000275,0.00027
389,0.000262,0.00027
390,0.000194,0.000193
391,0.003129,0.001329
392,0.000382,0.000359
393,0.000303,0.000313
394,0.000222,0.000229
395,0.000238,0.00023
396,0.000581,0.000513
397,0.000285,0.00026
398,0.000374,0.000295
399,0.000478,0.000796
400,0.000395,0.000426
401,0.000503,0.00059
402,0.000312,0.000313
403,0.000376,0.000367
404,0.000612,0.000517
405,0.000589,0.000748
406,0.00037,0.000313
407,0.000762,0.000495
408,0.000263,0.000264
409,0.000292,0.000294
410,0.00053,0.000553
411,0.000204,0.000207
412,0.000466,0.000365
413,0.00053,0.000414
414,0.000239,0.000256
415,0.000642,0.000498
416,0.000244,0.000247
417,0.0003,0.000333
418,0.000244,0.000293
419,0.000246,0.000264
420,0.000243,0.000251
421,0.000334,0.000282
422,0.000364,0.000339
423,0.000333,0.000378
424,0.00041,0.000457
425,0.000408,0.000485
426,0.000362,0.000362
427,0.000342,0.000334
428,0.000328,0.000334
429,0.000518,0.00055
430,0.001799,0.00254
431,0.000395,0.00046
432,0.00108,0.00036
433,0.000339,0.000331
434,0.001122,0.000758
435,0.000581,0.000499
436,0.000375,0.00022
437,0.001863,0.000487
438,0.000378,0.000207
439,0.000679,0.000259
440,0.000487,0.000247
441,0.000579,0.000287
442,0.012003,0.001044
443,0.001632,0.000589
444,0.001051,0.000744
445,0.002928,0.000688
446,0.001741,0.000547
447,0.001055,0.000487
448,0.001274,0.001365
449,0.000928,0.000447
450,0.002173,0.000778
451,0.000739,0.000402
452,0.0007,0.000657
453,0.001599,0.000706
454,0.001015,0.000307
455,0.001003,0.0005
456,0.00464,0.002393
457,0.000984,0.000441
458,0.000648,0.000287
459,0.001136,0.000519
460,0.001656,0.001826
461,0.001755,0.000865
462,0.001047,0.004183
463,0.00082,0.000743
464,0.002056,0.001574
465,0.000854,0.000765
466,0.0011,0.000812
467,0.001424,0.001078
468,0.000378,0.000391
469,0.002887,0.000779
470,0.000878,0.000916
471,0.003092,0.003241
472,0.001601,0.000507
473,0.001144,0.000631
474,0.001489,0.001078
475,0.000585,0.000585
476,0.00045,0.000473
477,0.000581,0.000573
478,0.002058,0.001759
479,0.00064,0.000584
480,0.00047,0.000473
481,0.000631,0.00048
482,0.00647,0.001609
483,0.0012,0.000519
484,0.000577,0.000435
485,0.000545,0.000436
486,0.000518,0.000628
487,0.000528,0.000553
488,0.065024,0.065996
489,0.000393,0.000437
490,0.000513,0.00035
491,0.001224,0.001046
492,0.000774,0.000564
493,0.003385,0.001572
494,0.000696,0.000635
495,0.00076,0.000684
496,0.004257,0.002978
497,0.000728,0.000534
498,0.002161,0.001476
499,0.000814,0.000694
500,0.003178,0.002406
501,0.001109,0.000735
502,0.001016,0.000513
503,0.002348,0.00138
504,0.000489,0.000366
505,0.000346,0.000388
506,0.001498,0.000986
507,0.002517,0.001328
508,0.000558,0.000558
509,0.000439,0.000319
510,0.000433,0.000552
511,0.000564,0.000366
512,0.000894,0.000665
513,0.00093,0.000697
514,0.0009,0.000751
515,0.000514,0.000595
516,0.000249,0.000328
517,0.000516,0.000535
518,0.000637,0.00044
519,0.000356,0.000337
520,0.000132,0.00013
521,0.000242,0.000267
522,0.000428,0.00039
523,0.000295,0.000224
524,0.000237,0.000242
525,0.000393,0.000365
526,0.00111,0.000835
527,0.000292,0.000253
528,0.000296,0.000305
529,0.000297,0.000303
530,0.000477,0.00054
531,0.000568,0.000343
532,0.000413,0.000364
533,0.000306,0.000337
534,0.000574,0.000765
535,0.000412,0.000427
536,0.000764,0.000764
537,0.000419,0.000458
538,0.000809,0.000826
539,0.000989,0.000935
540,0.000939,0.000842
541,0.000527,0.000485
542,0.001427,0.001323
543,0.000657,0.000603
544,0.000686,0.000562
545,0.001986,0.001488
546,0.000966,0.000763
547,0.001551,0.002062
548,0.000487,0.000481
549,0.001274,0.001293
550,0.001736,0.001171
551,0.000788,0.000624
552,0.00045,0.000441
553,0.000597,0.000833
554,0.000968,0.000823
555,0.000594,0.000521
556,0.000274,0.000269
557,0.000545,0.00052
558,0.000301,0.000331
559,0.004138,0.00264
560,0.005742,0.006465
561,0.00056,0.000473
562,0.00106,0.001515
563,0.000764,0.000877
564,0.000565,0.000563
565,0.000364,0.00034
566,0.001219,0.001206
567,0.000521,0.000459
568,0.000409,0.000337
569,0.000456,0.000363
570,0.002275,0.001735
571,0.000469,0.000449
572,0.000622,0.000608
573,0.000423,0.000377
574,0.000428,0.000343
575,0.000729,0.000509
576,0.00033,0.002274
577,0.000455,0.000467
578,0.000277,0.000329
579,0.000299,0.000322
580,0.000211,0.000351
581,0.000311,0.000748
582,0.0002,0.000328
583,0.000205,0.000323
584,0.000193,0.000357
585,0.000207,0.000334
586,0.000482,0.003716
587,0.000231,0.000412
588,0.000203,0.000328
589,0.00036,0.000719
590,0.001023,0.002587
591,0.000487,0.000995
592,0.0003,0.000283
593,0.000322,0.000627
594,0.000231,0.00039
595,0.00022,0.000366
596,0.000271,0.000262
597,0.000222,0.00038
598,0.000302,0.001189
599,0.00023,0.000411
600,0.000397,0.000784
601,0.000503,0.000935
602,0.000376,0.00097
603,0.000376,0.000794
604,0.00032,0.000318
605,0.000484,0.001128
606,0.000359,0.00032
607,0.000409,0.000434
608,0.000578,0.000646
609,0.000445,0.000542
610,0.009342,0.008138
611,0.003233,0.004191
612,0.000579,0.000428
613,0.000379,0.00063
614,0.00039,0.000339
615,0.000542,0.000478
616,0.000729,0.001307
617,0.000904,0.000853
618,0.00033,0.000354
619,0.000275,0.00026
620,0.000472,0.000491
621,0.000271,0.0003
622,0.000174,0.000188
623,0.000259,0.000297
624,0.000386,0.00031
625,0.000383,0.000377
626,0.000607,0.00061
627,0.000444,0.00044
628,0.000302,0.000302
629,0.000309,0.00031
630,0.00024,0.000232
631,0.000221,0.000219
632,0.000272,0.000269
633,0.000275,0.000274
634,0.000252,0.00022
635,0.000238,0.000228
636,0.000481,0.000357
637,0.000304,0.00029
638,0.000616,0.000454
639,0.00064,0.000391
640,0.000913,0.000494
641,0.000498,0.000433
642,0.000552,0.00066
643,0.000308,0.000309
644,0.000424,0.000454
645,0.00031,0.000305
646,0.00036,0.000355
647,0.000353,0.000361
648,0.000601,0.000517
649,0.00025,0.000243
650,0.000283,0.00027
651,0.000911,0.001048
652,0.000285,0.000272
653,0.000312,0.00028
654,0.000745,0.000374
655,0.000324,0.000326
656,0.000432,0.000448
657,0.000345,0.000362
658,0.00105,0.001734
659,0.000386,0.000559
660,0.00057,0.000399
661,0.000329,0.000328
662,0.000884,0.001301
663,0.000339,0.000367
664,0.000169,0.000177
665,0.000325,0.000371
666,0.000539,0.000375
667,0.00025,0.000255
668,0.00055,0.000254
669,0.000398,0.000739
670,0.000867,0.001277
671,0.00069,0.001096
672,0.000362,0.000436
673,0.000559,0.000572
674,0.001489,0.003628
675,0.000442,0.000353
676,0.005996,0.006965
677,0.000314,0.000424
678,0.001071,0.001741
679,0.000401,0.000406
680,0.000889,0.000774
681,0.00041,0.000434
682,0.000406,0.000501
683,0.000438,0.000413
684,0.000487,0.000641
685,0.000384,0.000404
686,0.000315,0.000319
687,0.000396,0.000412
688,0.000423,0.000424
689,0.000386,0.000407
690,0.000929,0.000868
691,0.000449,0.000471
692,0.000762,0.000722
693,0.00046,0.000493
694,0.000506,0.000527
695,0.000593,0.000537
696,0.000421,0.000445
697,0.000571,0.000506
698,0.000791,0.000861
699,0.000583,0.000595
700,0.000412,0.000397
701,0.000417,0.000424
702,0.000414,0.000401
703,0.00039,0.000448
704,0.000448,0.000511
705,0.000377,0.000378
706,0.000436,0.000416
707,0.000393,0.000385
708,0.000446,0.000446
709,0.001233,0.000837
710,0.000464,0.000502
711,0.0007,0.00065
712,0.001229,0.000773
713,0.001379,0.000987
714,0.000447,0.000448
715,0.002988,0.002144
716,0.001415,0.001431
717,0.000676,0.000593
718,0.001393,0.001205
719,0.001472,0.001136
720,0.000284,0.000281
721,0.000606,0.000419
722,0.000364,0.000353
723,0.000346,0.000345
724,0.001211,0.001168
725,0.00036,0.000352
726,0.000312,0.000309
727,0.000371,0.000365
728,0.000497,0.000629
729,0.00033,0.000349
730,0.000136,0.000167
731,0.000265,0.000299
732,0.000337,0.000429
733,0.000313,0.000336
734,0.000175,0.000211
735,0.00028,0.000331
736,0.00096,0.000937
737,0.00028,0.000331
738,0.000347,0.000443
739,0.000347,0.000441
740,0.000959,0.000672
741,0.000362,0.000475
742,0.000171,0.00023
743,0.000346,0.000431
744,0.000335,0.000385
745,0.000331,0.000325
746,0.000275,0.000307
747,0.000274,0.000315
748,0.000878,0.001201
749,0.000497,0.000612
750,0.000255,0.000273
751,0.00039,0.000286
752,0.000241,0.000223
753,0.000302,0.000313
754,0.000186,0.000264
755,0.000267,0.000435
756,0.000224,0.000226
757,0.000212,0.000212
758,0.000212,0.000239
759,0.000222,0.000231
760,0.002093,0.000734
761,0.000325,0.000253
762,0.000318,0.000302
763,0.000415,0.000292
764,0.001381,0.001007
765,0.000255,0.000242
766,0.000168,0.000168
767,0.00027,0.000237
768,0.000226,0.000216
769,0.0003,0.000221
770,0.000235,0.00023
771,0.000383,0.00036
772,0.00024,0.000228
773,0.00032,0.000305
774,0.000178,0.000191
775,0.000377,0.000551
776,0.000239,0.0004
777,0.000216,0.000224
778,0.000127,0.000162
779,0.000154,0.000236
780,0.000134,0.00015
781,0.000144,0.000158
782,0.00019,0.00024
783,0.00012,0.000139
784,0.000146,0.000151
785,0.00012,0.000135
786,0.000143,0.00016
787,0.000154,0.000164
788,0.000712,0.000231
789,0.000138,0.000161
790,0.000162,0.000281
791,0.000137,0.000157
792,0.000134,0.000153
793,0.000144,0.000166
794,0.000173,0.000204
795,0.000142,0.000157
796,0.000122,0.000121
797,0.000137,0.000156
798,0.000171,0.000172
799,0.000562,0.000249
800,0.000174,0.000159
801,0.000201,0.000182
802,0.000396,0.000338
803,0.000242,0.000196
804,0.000216,0.000216
805,0.000276,0.00032
806,0.00035,0.000353
807,0.00026,0.000269
808,0.000172,0.000168
809,0.000258,0.000228
810,0.00021,0.000222
811,0.0002,0.000177
812,0.000147,0.000156
813,0.000216,0.000181
814,0.000226,0.000204
815,0.00038,0.000219
816,0.001309,0.002157
817,0.000532,0.001063
818,0.000548,0.000596
819,0.000482,0.000491
820,0.000624,0.000636
821,0.000622,0.000654
822,0.00041,0.000366
823,0.000333,0.000255
824,0.002412,0.001002
825,0.000316,0.000279
826,0.000199,0.00015
827,0.000382,0.000237
828,0.00023,0.000192
829,0.000201,0.000174
830,0.000214,0.000171
831,0.000216,0.00017
832,0.000268,0.000262
833,0.00018,0.000153
834,0.000308,0.000259
835,0.000425,0.000424
836,0.000538,0.002345
837,0.000329,0.000248
838,0.000403,0.000191
839,0.000504,0.000378
840,0.000191,0.000161
841,0.00019,0.00016
842,0.00028,0.00023
843,0.000201,0.000177
844,0.000184,0.00019
845,0.000198,0.000167
846,0.000251,0.00022
847,0.000226,0.000347
848,0.000201,0.000253
849,0.000256,0.000318
850,0.000231,0.000246
851,0.000233,0.000295
852,0.000282,0.000274
853,0.000291,0.000265
854,0.000319,0.000316
855,0.000653,0.000603
856,0.00033,0.000365
857,0.000253,0.00029
858,0.000287,0.000286
859,0.000285,0.000323
860,0.000498,0.000371
861,0.000286,0.000325
862,0.000777,0.001189
863,0.001958,0.010584
864,0.000391,0.000385
865,0.001639,0.000551
866,0.002622,0.000628
867,0.003021,0.000941
868,0.001042,0.00036
869,0.004889,0.000791
870,0.000869,0.000495
871,0.0005,0.000442
872,0.000364,0.000308
873,0.000624,0.000451
874,0.002161,0.001058
875,0.000506,0.00044
876,0.000963,0.000595
877,0.000614,0.000571
878,0.000906,0.000747
879,0.000712,0.000682
880,0.000507,0.00047
881,0.002313,0.001574
882,0.000397,0.00038
883,0.000547,0.000553
884,0.000492,0.00046
885,0.000719,0.000495
886,0.000501,0.000403
887,0.000435,0.000439
888,0.000399,0.000363
889,0.000408,0.000385
890,0.000422,0.000368
891,0.000467,0.00043
892,0.000368,0.0004
893,0.000419,0.000435
894,0.000341,0.000343
895,0.000355,0.000376
896,0.000349,0.000314
897,0.000337,0.00031
898,0.000272,0.00028
899,0.000314,0.000307
900,0.000295,0.000258
901,0.00029,0.000278
902,0.00025,0.000253
903,0.000286,0.000259
904,0.000246,0.000245
905,0.00026,0.000258
906,0.000621,0.000342
907,0.000964,0.000538
908,0.000493,0.000402
909,0.000306,0.000278
910,0.00046,0.000336
911,0.000654,0.000418
912,0.000533,0.000372
913,0.00192,0.000896
914,0.000318,0.000304
915,0.000478,0.000474
916,0.000882,0.000848
917,0.000538,0.000518
918,0.000351,0.000406
919,0.002,0.001378
920,0.000521,0.000668
921,0.000482,0.000516
922,0.00031,0.000377
923,0.000343,0.000407
924,0.000439,0.00059
925,0.000421,0.0004
926,0.000319,0.000369
927,0.00033,0.000374
928,0.000653,0.000442
929,0.000448,0.000437
930,0.000206,0.00027
931,0.001581,0.003553
932,0.000745,0.000404
933,0.00669,0.015035
934,0.000327,0.000537
935,0.000756,0.001517
936,0.000257,0.000294
937,0.000297,0.000292
938,0.000409,0.00041
939,0.000255,0.000289
940,0.000833,0.000999
941,0.000294,0.00035
942,0.000291,0.000305
943,0.000937,0.000536
944,0.005357,0.002927
945,0.000278,0.000281
946,0.000163,0.000195
947,0.000303,0.000446
948,0.000207,0.000208
949,0.000269,0.000271
950,0.000284,0.000403
951,0.000311,0.000352
952,0.00256,0.000736
953,0.000464,0.00031
954,0.000359,0.000352
955,0.000575,0.000415
956,0.001205,0.000917
957,0.000593,0.0005
958,0.000452,0.000448
959,0.000491,0.000384
960,0.000257,0.00026
961,0.000369,0.000847
962,0.000431,0.002085
963,0.000399,0.000813
964,0.000823,0.003897
965,0.00042,0.001719
966,0.000468,0.000884
967,0.000445,0.000698
968,0.00131,0.002926
969,0.000411,0.000655
970,0.00017,0.000386
971,0.000439,0.00077
972,0.002129,0.006352
973,0.000375,0.000799
974,0.000485,0.00088
975,0.000887,0.001459
976,0.011347,0.007046
977,0.000472,0.000995
978,0.000634,0.001192
979,0.000996,0.002172
980,0.001725,0.001614
981,0.000701,0.001601
982,0.000228,0.000703
983,0.000572,0.001155
984,0.000259,0.000433
985,0.000503,0.000814
986,0.000995,0.003007
987,0.024043,0.055921
988,0.000651,0.000644
989,0.000243,0.00044
990,0.000507,0.000448
991,0.002203,0.00257
992,0.000942,0.001166
993,0.000569,0.000667
994,0.001506,0.00129
995,0.000607,0.000624
996,0.000369,0.000646
997,0.000578,0.000497
998,0.001641,0.002936
999,0.000833,0.000398
1000,0.000208,0.000144
1001,0.000352,0.00032
1002,0.000265,0.000314
1003,0.000296,0.00027
1004,0.000255,0.000256
1005,0.000419,0.000323
1006,0.000975,0.000928
1007,0.00022,0.000229
1008,0.000708,0.000723
1009,0.000476,0.000487
1010,0.023678,0.014673
1011,0.000466,0.000465
1012,0.000228,0.000227
1013,0.000453,0.000402
1014,0.00084,0.000428
1015,0.000577,0.000356
1016,0.000822,0.000493
1017,0.001058,0.000523
1018,0.000908,0.000279
1019,0.000505,0.00029
1020,0.002243,0.001355
1021,0.00214,0.000667
1022,0.005384,0.001351
1023,0.001892,0.000854
1024,0.000839,0.001011
1025,0.000934,0.000456
1026,0.001961,0.000758
1027,0.00066,0.000306
1028,0.001549,0.00085
1029,0.000722,0.000488
1030,0.000595,0.000187
1031,0.004529,0.000673
1032,0.000537,0.000302
1033,0.003079,0.001267
1034,0.000935,0.000493
1035,0.000908,0.000637
1036,0.002852,0.002742
1037,0.002548,0.000683
1038,0.000563,0.000508
1039,0.001489,0.001262
1040,0.002624,0.001904
1041,0.000464,0.000447
1042,0.000226,0.000219
1043,0.000518,0.000473
1044,0.000352,0.000397
1045,0.000499,0.000981
1046,0.000289,0.000441
1047,0.001041,0.008317
1048,0.001111,0.001759
1049,0.000359,0.000439
1050,0.000491,0.000447
1051,0.002041,0.001615
1052,0.002601,0.001771
1053,0.000655,0.000601
1054,0.001003,0.001055
1055,0.004032,0.001299
1056,0.000919,0.000888
1057,0.015963,0.005728
1058,0.004415,0.002142
1059,0.026273,0.005259
1060,0.001946,0.000912
1061,0.005923,0.00463
1062,0.001047,0.000752
1063,0.001249,0.00083
1064,0.00616,0.003297
1065,0.001771,0.001425
1066,0.004745,0.002824
1067,0.01042,0.002883
1068,0.000852,0.000649
1069,0.002565,0.00118
1070,0.004088,0.002019
1071,0.002064,0.001289
1072,0.000759,0.000688
1073,0.001562,0.000947
1074,0.000607,0.000542
1075,0.000577,0.000473
1076,0.001121,0.001094
1077,0.000709,0.000592
1078,0.00041,0.000281
1079,0.00065,0.000482
1080,0.000306,0.000254
1081,0.000442,0.000306
1082,0.000285,0.000214
1083,0.000421,0.000309
1084,0.000428,0.000353
1085,0.000425,0.000281
1086,0.00071,0.001246
1087,0.000346,0.000413
1088,0.000343,0.000347
1089,0.00084,0.000544
1090,0.000627,0.00089
1091,0.000418,0.000474
1092,0.000156,0.000148
1093,0.000202,0.000184
1094,0.000193,0.000208
1095,0.000274,0.000237
1096,0.000154,0.000154
1097,0.000158,0.000157
1098,0.000181,0.000163
1099,0.000157,0.000147
1100,0.000288,0.000251
1101,0.000152,0.000158
1102,0.00021,0.000206
1103,0.000152,0.000153
1104,0.000255,0.000237
1105,0.000237,0.000237
1106,0.000584,0.000589
1107,0.000266,0.000256
1108,0.000456,0.00045
1109,0.000701,0.000585
1110,0.000215,0.0002
1111,0.000197,0.000182
1112,0.000218,0.000209
1113,0.00025,0.000263
1114,0.000336,0.000369
1115,0.000239,0.000241
1116,0.000223,0.000207
1117,0.000176,0.000171
1118,0.000221,0.0002
1119,0.000547,0.000276
1120,0.000252,0.000254
1121,0.000294,0.000438
1122,0.000276,0.000243
1123,0.003742,0.008393
1124,0.000477,0.00074
1125,0.00313,0.001486
1126,0.000414,0.000298
1127,0.000415,0.000419
1128,0.000293,0.000369
1129,0.000381,0.000381
1130,0.003085,0.010144
1131,0.000457,0.000876
1132,0.001066,0.000979
1133,0.003233,0.002687
1134,0.000447,0.000501
1135,0.000687,0.000973
1136,0.0004,0.000495
1137,0.00116,0.001048
1138,0.000345,0.000313
1139,0.00146,0.001489
1140,0.000493,0.000547
1141,0.000328,0.000384
1142,0.000353,0.000435
1143,0.000213,0.000221
1144,0.000274,0.000264
1145,0.000333,0.000651
1146,0.000272,0.000251
1147,0.018142,0.010309
1148,0.000459,0.000332
1149,0.000824,0.000998
