bb_idx,MT_CNNeo,WT_CNNeo
565,0.48363486,0.5775014
566,0.7086209,0.787862
567,0.81097955,0.81097955
568,0.89748585,0.89748585
569,0.8881483,0.92877996
570,0.30625933,0.23228379
571,0.5579528,0.515204
572,0.76694566,0.7434162
573,0.83937013,0.826438
574,0.91612947,0.9077715
575,0.91636693,0.90894914
576,0.26292765,0.26292765
577,0.54381615,0.54381615
578,0.76528895,0.76528895
579,0.8193342,0.8193342
580,0.90236104,0.90236104
581,0.9199151,0.9199151
582,0.24941026,0.24941026
583,0.5259942,0.5259942
584,0.7486679,0.7486679
585,0.8343875,0.8343875
586,0.9134751,0.9134751
587,0.9110314,0.9110314
588,0.20477198,0.20477198
589,0.4921113,0.4921113
590,0.7241483,0.7241483
591,0.87575114,0.87575114
592,0.93389267,0.93389267
593,0.90135294,0.90135294
594,0.22673103,0.22673103
595,0.5021761,0.5021761
596,0.7297928,0.7297928
597,0.80317223,0.80317223
598,0.8956665,0.8956665
599,0.9010699,0.9010699
600,0.32397866,0.32397866
601,0.57003385,0.57003385
602,0.77629495,0.77629495
603,0.8029263,0.8029263
604,0.89254177,0.89254177
605,0.9199517,0.9199517
606,0.20920116,0.20920116
607,0.49931547,0.49931547
608,0.7321427,0.7321427
609,0.83566797,0.83566797
610,0.91394585,0.91394585
611,0.9057066,0.9057066
612,0.20477198,0.20477198
613,0.4921113,0.4921113
614,0.7241483,0.7241483
615,0.84932166,0.84932166
616,0.9210807,0.9210807
617,0.90135294,0.90135294
618,0.17919773,0.21171468
619,0.46219274,0.50057226
620,0.69745886,0.7318782
621,0.77547437,0.8300792
622,0.87342876,0.9106547
623,0.8882149,0.905436
624,0.16669104,0.16669104
625,0.4227895,0.4227895
626,0.65279067,0.65279067
627,0.77547437,0.77547437
628,0.87342876,0.87342876
629,0.85759723,0.85759723
630,0.24259052,0.24259052
631,0.4970189,0.4970189
632,0.7162712,0.7162712
633,0.83937013,0.83937013
634,0.91612947,0.91612947
635,0.8906726,0.8906726
636,0.14970395,0.14970395
637,0.39150196,0.39150196
638,0.61915004,0.61915004
639,0.8240003,0.8240003
640,0.9073143,0.9073143
641,0.83821195,0.83821195
642,0.2125203,0.2125203
643,0.50250226,0.50250226
644,0.7333334,0.7333334
645,0.8240003,0.8240003
646,0.9073143,0.9073143
647,0.9065238,0.9065238
648,0.24353816,0.24353816
649,0.5273877,0.5273877
650,0.75255466,0.75255466
651,0.8029263,0.8029263
652,0.89254177,0.89254177
653,0.91409117,0.91409117
654,0.21486793,0.21486793
655,0.5013415,0.5013415
656,0.7315713,0.7315713
657,0.8368138,0.8368138
658,0.9147188,0.9147188
659,0.90512043,0.90512043
660,0.24941026,0.24941026
661,0.5259942,0.5259942
662,0.7486679,0.7486679
663,0.8343875,0.8343875
664,0.9134751,0.9134751
665,0.9110314,0.9110314
666,0.24941026,0.32397866
667,0.5259942,0.57003385
668,0.7486679,0.77629495
669,0.8343875,0.8029263
670,0.9134751,0.89254177
671,0.9110314,0.9199517
672,0.17919773,0.17919773
673,0.46219274,0.46219274
674,0.69745886,0.69745886
675,0.77547437,0.77547437
676,0.87342876,0.87342876
677,0.8882149,0.8882149
678,0.18489626,0.18489626
679,0.4565026,0.4565026
680,0.68981373,0.68981373
681,0.8442316,0.8442316
682,0.9192959,0.9192959
683,0.8807883,0.8807883
684,0.23228379,0.23228379
685,0.515204,0.515204
686,0.7434162,0.7434162
687,0.826438,0.826438
688,0.9077715,0.9077715
689,0.90894914,0.90894914
690,0.1833659,0.1833659
691,0.44795445,0.44795445
692,0.6778598,0.6778598
693,0.86396086,0.86396086
694,0.9272065,0.9272065
695,0.87443155,0.87443155
696,0.21486793,0.21486793
697,0.5013415,0.5013415
698,0.7315713,0.7315713
699,0.8368138,0.8368138
700,0.9147188,0.9147188
701,0.90512043,0.90512043
702,0.24941026,0.24941026
703,0.5259942,0.5259942
704,0.7486679,0.7486679
705,0.8343875,0.8343875
706,0.9134751,0.9134751
707,0.9110314,0.9110314
708,0.26752573,0.36971694
709,0.5456148,0.6053038
710,0.76485324,0.7993318
711,0.83937013,0.83937013
712,0.91612947,0.91612947
713,0.91934305,0.92993
714,0.26292765,0.2125203
715,0.54381615,0.50250226
716,0.76528895,0.7333334
717,0.8193342,0.8240003
718,0.90236104,0.9073143
719,0.9199151,0.9065238
720,0.20920116,0.20920116
721,0.49931547,0.49931547
722,0.7321427,0.7321427
723,0.83566797,0.83566797
724,0.91394585,0.91394585
725,0.9057066,0.9057066
726,0.30041024,0.30041024
727,0.5623969,0.5623969
728,0.77437276,0.77437276
729,0.8181808,0.8181808
730,0.90295285,0.90295285
731,0.92146283,0.92146283
732,0.2125203,0.2125203
733,0.50250226,0.50250226
734,0.7333334,0.7333334
735,0.8240003,0.8240003
736,0.9073143,0.9073143
737,0.9065238,0.9065238
738,0.1833659,0.1833659
739,0.44795445,0.44795445
740,0.6778598,0.6778598
741,0.85394704,0.85394704
742,0.92272854,0.92272854
743,0.87443155,0.87443155
744,0.21486793,0.21486793
745,0.5013415,0.5013415
746,0.7315713,0.7315713
747,0.8368138,0.8368138
748,0.9147188,0.9147188
749,0.90512043,0.90512043
750,0.20477198,0.20477198
751,0.4921113,0.4921113
752,0.7241483,0.7241483
753,0.84932166,0.84932166
754,0.9210807,0.9210807
755,0.90135294,0.90135294
756,0.2063061,0.2063061
757,0.4989475,0.4989475
758,0.7319431,0.7319431
759,0.8586213,0.8442316
760,0.9261877,0.9192959
761,0.9059805,0.9059805
762,0.20477198,0.24353816
763,0.4921113,0.5273877
764,0.7241483,0.75255466
765,0.87575114,0.8029263
766,0.93389267,0.89254177
767,0.90135294,0.91409117
768,0.24353816,0.24353816
769,0.5273877,0.5273877
770,0.75255466,0.75255466
771,0.8109466,0.8109466
772,0.89531314,0.89531314
773,0.91409117,0.91409117
774,0.13764471,0.13764471
775,0.36288953,0.36288953
776,0.58501315,0.58501315
777,0.84932166,0.84932166
778,0.9210807,0.9210807
779,0.81534874,0.81534874
780,0.2125203,0.2125203
781,0.50250226,0.50250226
782,0.7333334,0.7333334
783,0.8240003,0.8240003
784,0.9073143,0.9073143
785,0.9065238,0.9065238
786,0.2063061,0.2063061
787,0.4989475,0.4989475
788,0.7319431,0.7319431
789,0.8442316,0.8442316
790,0.9192959,0.9192959
791,0.9059805,0.9059805
792,0.24353816,0.24353816
793,0.5273877,0.5273877
794,0.75255466,0.75255466
795,0.8029263,0.8029263
796,0.89254177,0.89254177
797,0.91409117,0.91409117
798,0.28833213,0.28833213
799,0.56381035,0.56381035
800,0.77850074,0.77850074
801,0.8181808,0.8181808
802,0.90295285,0.90295285
803,0.9252421,0.9252421
804,0.28833213,0.43503514
805,0.56381035,0.6413542
806,0.77850074,0.8225318
807,0.8181808,0.8181808
808,0.90295285,0.90295285
809,0.9252421,0.93650734
810,0.28833213,0.21486793
811,0.56381035,0.5013415
812,0.77850074,0.7315713
813,0.8181808,0.8368138
814,0.90295285,0.9147188
815,0.9252421,0.90512043
816,0.3093605,0.3093605
817,0.5775014,0.5775014
818,0.787862,0.787862
819,0.81097955,0.81097955
820,0.89748585,0.89748585
821,0.92877996,0.92877996
822,0.2063061,0.2063061
823,0.4989475,0.4989475
824,0.7319431,0.7319431
825,0.8442316,0.8442316
826,0.9192959,0.9192959
827,0.9059805,0.9059805
828,0.24941026,0.24941026
829,0.5259942,0.5259942
830,0.7486679,0.7486679
831,0.8343875,0.8343875
832,0.9134751,0.9134751
833,0.9110314,0.9110314
834,0.1442835,0.1442835
835,0.40814584,0.40814584
836,0.6450263,0.6450263
837,0.8442316,0.8442316
838,0.9192959,0.9192959
839,0.8569793,0.8569793
840,0.26322576,0.26322576
841,0.5419277,0.5419277
842,0.7615025,0.7615025
843,0.82666177,0.82666177
844,0.90689254,0.90689254
845,0.91786945,0.91786945
846,0.4691143,0.4691143
847,0.66347706,0.66347706
848,0.8360066,0.8360066
849,0.8181808,0.8181808
850,0.90295285,0.90295285
851,0.9421026,0.9421026
852,0.35901937,0.26292765
853,0.5912118,0.54381615
854,0.7900307,0.76528895
855,0.8193342,0.8193342
856,0.90236104,0.90236104
857,0.9251043,0.9199151
858,0.21486793,0.28833213
859,0.5013415,0.56381035
860,0.7315713,0.77850074
861,0.8368138,0.8181808
862,0.9147188,0.90295285
863,0.90512043,0.9252421
864,0.20477198,0.20477198
865,0.4921113,0.4921113
866,0.7241483,0.7241483
867,0.84932166,0.84932166
868,0.9210807,0.9210807
869,0.90135294,0.90135294
870,0.24353816,0.24353816
871,0.5273877,0.5273877
872,0.75255466,0.75255466
873,0.81539226,0.81539226
874,0.89875555,0.89875555
875,0.91409117,0.91409117
876,0.3093605,0.3093605
877,0.5775014,0.5775014
878,0.787862,0.787862
879,0.81097955,0.81097955
880,0.89748585,0.89748585
881,0.92877996,0.92877996
882,0.3093605,0.3093605
883,0.5775014,0.5775014
884,0.787862,0.787862
885,0.81097955,0.81097955
886,0.89748585,0.89748585
887,0.92877996,0.92877996
888,0.24353816,0.24353816
889,0.5273877,0.5273877
890,0.75255466,0.75255466
891,0.8029263,0.8029263
892,0.89254177,0.89254177
893,0.91409117,0.91409117
894,0.1491284,0.1491284
895,0.39899844,0.39899844
896,0.62773985,0.62773985
897,0.80317223,0.80317223
898,0.8956665,0.8956665
899,0.84264755,0.84264755
900,0.14191116,0.18831195
901,0.38428828,0.45099986
902,0.6148571,0.68138707
903,0.83566797,0.8534595
904,0.91394585,0.9215995
905,0.8357782,0.8753114
906,0.28006968,0.2242298
907,0.5384619,0.47934586
908,0.7521818,0.70383984
909,0.8240003,0.80317223
910,0.9073143,0.8956665
911,0.9102266,0.88285345
912,0.27998272,0.27998272
913,0.53800195,0.53800195
914,0.7523649,0.7523649
915,0.81097955,0.81097955
916,0.89748585,0.89748585
917,0.9103192,0.9103192
918,0.26292765,0.26292765
919,0.54381615,0.54381615
920,0.76528895,0.76528895
921,0.8193342,0.8193342
922,0.90236104,0.90236104
923,0.9199151,0.9199151
924,0.2063061,0.2063061
925,0.4989475,0.4989475
926,0.7319431,0.7319431
927,0.8442316,0.8442316
928,0.9192959,0.9192959
929,0.9059805,0.9059805
930,0.41498172,0.41498172
931,0.6201416,0.6201416
932,0.80226177,0.80226177
933,0.8181808,0.8181808
934,0.90295285,0.90295285
935,0.9270401,0.9270401
936,0.29777873,0.29777873
937,0.5536214,0.5536214
938,0.76471466,0.76471466
939,0.82666177,0.82666177
940,0.90689254,0.90689254
941,0.9158466,0.9158466
942,0.22351138,0.22351138
943,0.48993462,0.48993462
944,0.71493053,0.71493053
945,0.8240003,0.8240003
946,0.9073143,0.9073143
947,0.89285934,0.89285934
948,0.22673103,0.22673103
949,0.5021761,0.5021761
950,0.7297928,0.7297928
951,0.80317223,0.80317223
952,0.8956665,0.8956665
953,0.9010699,0.9010699
954,0.20477198,0.24353816
955,0.4921113,0.5273877
956,0.7241483,0.75255466
957,0.87575114,0.8029263
958,0.93389267,0.89254177
959,0.90135294,0.91409117
960,0.20477198,0.20477198
961,0.4921113,0.4921113
962,0.7241483,0.7241483
963,0.84932166,0.84932166
964,0.9210807,0.9210807
965,0.90135294,0.90135294
966,0.35253906,0.35253906
967,0.5834417,0.5834417
968,0.7808544,0.7808544
969,0.81097955,0.81097955
970,0.89748585,0.89748585
971,0.9198829,0.9198829
972,0.28006968,0.28006968
973,0.5384619,0.5384619
974,0.7521818,0.7521818
975,0.8240003,0.8240003
976,0.9073143,0.9073143
977,0.9102266,0.9102266
978,0.37088183,0.37088183
979,0.60333425,0.60333425
980,0.8006776,0.8006776
981,0.85438585,0.85438585
982,0.92305243,0.92305243
983,0.93030703,0.93030703
984,0.21486793,0.21486793
985,0.5013415,0.5013415
986,0.7315713,0.7315713
987,0.8368138,0.8368138
988,0.9147188,0.9147188
989,0.90512043,0.90512043
990,0.2950489,0.2950489
991,0.56381106,0.56381106
992,0.7773232,0.7773232
993,0.82833695,0.82833695
994,0.90972304,0.90972304
995,0.92396766,0.92396766
996,0.26752573,0.36971694
997,0.5456148,0.6053038
998,0.76485324,0.7993318
999,0.83937013,0.83937013
1000,0.91612947,0.91612947
