bb_idx,MT_NetTepi,WT_NetTepi
1046,,
1047,,
1048,,
1049,,
1050,0.044,0.042
1051,,
1052,,
1053,,
1054,,
1055,,
1056,0.066,0.053
1057,,
1058,,
1059,,
1060,,
1061,,
1062,0.039,0.04
1063,,
1064,,
1065,,
1066,,
1067,,
1068,0.048,0.048
1069,,
1070,,
1071,,
1072,,
1073,,
1074,0.046,0.046
1075,,
1076,,
1077,,
1078,,
1079,,
1080,0.033,0.034
1081,,
1082,,
1083,,
1084,,
1085,,
1086,0.056,0.076
1087,,
1088,,
1089,,
1090,,
1091,,
1092,0.015,0.015
1093,,
1094,,
1095,,
1096,,
1097,,
1098,0.015,0.014
1099,,
1100,,
1101,,
1102,,
1103,,
1104,0.028,0.028
1105,,
1106,,
1107,0.024,0.025
1108,,
1109,,
1110,0.02,0.022
1111,,
1112,,
1113,0.029,0.031
1114,,
1115,,
1116,0.024,0.024
1117,,
1118,,
1119,0.054,0.037
1120,,
1121,,
1122,0.058,0.058
1123,,
1124,,
1125,0.051,0.052
1126,,
1127,,
1128,0.033,0.038
1129,,
1130,,
1131,0.067,0.077
1132,,
1133,,
1134,0.054,0.056
1135,,
1136,,
1137,0.074,0.077
1138,,
1139,,
1140,0.067,0.068
1141,,
1142,,
1143,0.054,0.054
1144,,
1145,,
1146,0.075,0.067
1147,,
1148,,
1149,0.11,0.161
1150,,
1151,,
1152,0.037,0.039
1153,,
1154,,
1155,0.015,0.029
1156,,
1157,,
1158,0.038,0.053
1159,,
1160,,
1161,0.028,0.046
1162,,
1163,,
1164,0.011,0.031
1165,,
1166,,
1167,0.028,0.028
1168,,
1169,,
1170,0.287,0.335
1171,,
1172,,
1173,0.043,0.037
1174,,
1175,,
1176,0.011,0.014
1177,,
1178,,
1179,0.034,0.036
1180,,
1181,,
1182,0.049,0.048
1183,,
1184,,
1185,0.04,0.039
1186,,
1187,,
1188,0.044,0.044
1189,,
1190,,
1191,0.181,0.233
1192,,
1193,,
1194,0.177,0.102
1195,,
1196,,
1197,0.078,0.077
1198,,
1199,,
1200,0.028,0.028
1201,,
1202,,
1203,0.024,0.025
1204,,
1205,,
1206,0.02,0.022
1207,,
1208,,
1209,0.029,0.031
1210,,
1211,,
1212,0.024,0.024
1213,,
1214,,
1215,0.054,0.037
1216,,
1217,,
1218,0.058,0.058
1219,,
1220,,
1221,0.051,0.052
1222,,
1223,,
1224,0.034,0.048
1225,,
1226,,
1227,0.039,0.042
1228,,
1229,,
1230,0.054,0.059
1231,,
1232,,
1233,0.126,0.14
1234,,
1235,,
1236,0.072,0.076
1237,,
1238,,
1239,0.024,0.027
1240,,
1241,,
1242,0.069,0.195
1243,,
1244,,
1245,0.016,0.025
1246,,
1247,,
1248,0.065,0.063
1249,,
1250,,
1251,0.069,0.07
1252,,
1253,,
1254,0.046,0.046
1255,,
1256,,
1257,0.031,0.029
1258,,
1259,,
1260,0.092,0.101
1261,,
1262,,
1263,0.021,0.045
1264,,
1265,,
1266,0.029,0.03
1267,,
1268,,
1269,0.025,0.025
1270,,
1271,,
1272,0.026,0.036
1273,,
1274,,
1275,0.037,0.042
1276,,
1277,,
1278,0.04,0.052
1279,,
1280,,
1281,0.011,0.012
1282,,
1283,,
1284,0.058,0.056
1285,,
1286,,
1287,0.066,0.076
1288,,
1289,,
1290,0.056,0.063
1291,,
1292,,
1293,0.052,0.054
1294,,
1295,,
1296,0.04,0.043
1297,,
1298,,
1299,0.046,0.047
1300,,
1301,,
1302,0.101,0.079
1303,,
1304,,
1305,0.053,0.053
1306,,
1307,,
1308,0.039,0.041
1309,,
1310,,
1311,0.029,0.031
1312,,
1313,,
1314,0.025,0.025
1315,,
1316,,
1317,0.052,0.052
1318,,
1319,,
1320,0.037,0.039
1321,,
1322,,
1323,0.015,0.029
1324,,
1325,,
1326,0.038,0.053
1327,,
1328,,
1329,0.028,0.046
1330,,
1331,,
1332,0.011,0.031
1333,,
1334,,
1335,0.028,0.028
1336,,
1337,,
1338,0.287,0.335
1339,,
1340,,
1341,0.043,0.037
1342,,
1343,,
1344,0.02,0.023
1345,,
1346,,
1347,0.017,0.023
1348,,
1349,,
1350,0.031,0.038
1351,,
1352,,
1353,0.033,0.042
1354,,
1355,,
1356,0.049,0.058
1357,,
1358,,
1359,0.055,0.059
1360,,
1361,,
1362,0.567,0.279
1363,,
1364,,
1365,0.041,0.042
1366,,
1367,,
1368,0.042,0.06
1369,,
1370,,
1371,0.065,0.078
1372,,
1373,,
1374,0.08,0.09
1375,,
1376,,
1377,0.068,0.085
1378,,
1379,,
1380,0.086,0.104
1381,,
1382,,
1383,0.04,0.047
1384,,
1385,,
1386,0.018,0.016
1387,,
1388,,
1389,-0.005,-0.003
1390,,
1391,,
1392,0.02,0.023
1393,,
1394,,
1395,0.017,0.023
1396,,
1397,,
1398,0.031,0.038
1399,,
1400,,
1401,0.033,0.042
1402,,
1403,,
1404,0.049,0.058
1405,,
1406,,
1407,0.055,0.059
1408,,
1409,,
1410,0.567,0.279
1411,,
1412,,
1413,0.041,0.042
1414,,
1415,,
1416,0.053,0.057
1417,,
1418,,
1419,0.057,0.048
1420,,
1421,,
1422,0.025,0.011
1423,,
1424,,
1425,0.024,0.007
1426,,
1427,,
1428,0.035,0.019
1429,,
1430,,
1431,0.046,0.043
1432,,
1433,,
1434,0.057,0.071
1435,,
1436,,
1437,0.064,0.063
1438,,
1439,,
1440,0.051,0.009
1441,,
1442,,
1443,0.043,0.028
1444,,
1445,,
1446,0.065,0.043
1447,,
1448,,
1449,0.019,0.015
1450,,
1451,,
1452,0.036,0.033
1453,,
1454,,
1455,0.023,0.022
1456,,
1457,,
1458,0.026,0.02
1459,,
1460,,
1461,0.04,0.026
1462,,
1463,,
1464,0.095,0.001
1465,,
1466,,
1467,0.063,0.048
1468,,
1469,,
1470,0.075,0.063
1471,,
1472,,
1473,0.031,0.028
1474,,
1475,,
1476,0.026,0.031
1477,,
1478,,
1479,0.027,0.095
1480,,
1481,,
1482,0.02,0.02
1483,,
1484,,
1485,0.056,0.038
1486,,
1487,,
1488,0.022,0.029
1489,,
1490,0.023,0.055
1491,,
1492,,
1493,0.051,0.072
1494,,
1495,0.035,0.043
1496,,
1497,,
1498,0.014,0.03
1499,,
1500,0.01,0.024
1501,,
1502,,
1503,0.006,0.021
1504,,
1505,0.015,0.03
1506,,
1507,,
1508,0.078,0.079
1509,,
1510,0.056,0.067
1511,,
1512,,
1513,0.065,0.068
1514,,
1515,0.036,0.038
1516,,
1517,,
1518,0.046,0.062
1519,,
1520,0.04,0.038
1521,,
1522,,
1523,0.032,0.03
1524,,
1525,0.029,0.028
1526,,
1527,,
1528,0.049,0.059
1529,,
1530,0.032,0.033
1531,,
1532,,
1533,0.036,0.042
1534,,
1535,0.036,0.041
1536,,
1537,,
1538,0.038,0.046
1539,,
1540,0.056,0.063
1541,,
1542,,
1543,0.041,0.049
1544,,
1545,0.086,0.094
1546,,
1547,,
1548,0.322,0.351
1549,,
1550,0.037,0.045
1551,,
1552,,
1553,0.028,0.028
1554,,
1555,0.109,0.09
1556,,
1557,,
1558,0.026,0.026
1559,,
1560,0.027,0.131
1561,,
1562,,
1563,0.009,0.012
1564,,
1565,-0.003,-0.001
1566,,
1567,,
1568,0.006,0.006
1569,,
1570,0.119,0.051
1571,,
1572,,
1573,-0.006,-0.006
1574,,
1575,0.0,0.005
1576,,
1577,,
1578,0.056,0.054
1579,,
1580,0.008,0.014
1581,,
1582,,
1583,0.022,0.028
1584,,
1585,0.017,0.022
1586,,
1587,,
1588,0.089,0.099
1589,,
1590,0.047,0.052
1591,,
1592,,
1593,0.046,0.046
1594,,
1595,0.045,0.047
1596,,
1597,,
1598,0.707,0.67
1599,,
1600,0.06,0.056
1601,,
1602,,
1603,0.059,0.062
1604,,
1605,0.033,0.031
1606,,
1607,,
1608,0.115,0.034
1609,,
1610,0.036,0.034
1611,,
1612,,
1613,0.03,0.045
1614,,
1615,0.205,0.228
1616,,
1617,,
1618,-0.004,0.017
1619,,
1620,-0.01,0.011
1621,,
1622,,
1623,0.005,0.025
1624,,
1625,0.005,0.032
1626,,
1627,,
1628,0.003,0.024
1629,,
1630,-0.006,0.018
1631,,
1632,,
1633,0.025,0.045
1634,,
1635,0.007,0.02
1636,,
1637,,
1638,0.04,0.063
1639,,
1640,0.002,0.002
1641,,
1642,,
1643,0.016,0.009
1644,,
1645,0.009,0.007
1646,,
1647,,
1648,0.045,0.04
1649,,
1650,0.041,0.039
1651,,
1652,,
1653,0.06,0.051
1654,,
1655,0.086,0.075
1656,,
1657,,
1658,0.054,0.041
1659,,
1660,0.058,0.041
1661,,
1662,,
1663,0.042,0.027
1664,,
1665,0.118,0.082
1666,,
1667,,
1668,0.048,0.027
1669,,
1670,0.041,0.025
1671,,
1672,,
1673,0.148,0.098
1674,,
1675,0.05,0.041
1676,,
1677,,
1678,0.032,0.055
1679,,
1680,0.07,0.205
1681,,
1682,,
1683,0.048,0.037
1684,,
1685,0.047,0.038
1686,,
1687,,
1688,0.005,0.006
1689,,
1690,0.002,0.004
1691,,
1692,,
1693,0.034,0.023
1694,,
1695,0.036,0.024
1696,,
1697,,
1698,0.125,0.131
1699,,
1700,0.046,0.027
1701,,
1702,,
1703,0.084,0.078
1704,,
1705,0.076,0.054
1706,,
1707,,
1708,0.038,0.019
1709,,
1710,0.129,0.104
1711,,
1712,,
1713,0.031,0.029
1714,,
1715,0.024,0.02
1716,,
1717,,
1718,0.105,0.224
1719,,
1720,0.021,0.024
1721,,
1722,,
1723,0.046,0.049
1724,,
1725,0.056,0.052
1726,,
1727,,
1728,0.014,0.018
1729,,
1730,0.008,0.008
1731,,
1732,,
1733,0.024,0.024
1734,,
1735,0.35,0.342
1736,,
1737,,
1738,0.014,0.012
1739,,
1740,0.018,0.016
1741,,
1742,,
1743,0.114,0.156
1744,,
1745,0.045,0.044
1746,,
1747,,
1748,0.061,0.068
1749,,
1750,0.053,0.05
1751,,
1752,,
1753,0.035,0.038
1754,,
1755,0.04,0.038
1756,,
1757,,
1758,0.041,0.045
1759,,
1760,0.122,0.078
1761,,
1762,,
1763,0.044,0.047
1764,,
1765,0.044,0.046
1766,,
1767,,
1768,0.043,0.053
1769,,
1770,0.181,0.461
1771,,
1772,,
1773,0.029,0.036
1774,,
1775,0.032,0.037
1776,,
1777,,
1778,0.03,0.042
1779,,
1780,0.025,0.037
1781,,
1782,,
1783,0.077,0.087
1784,,
1785,0.042,0.054
1786,,
1787,,
1788,0.036,0.044
1789,,
1790,0.019,0.03
1791,,
1792,,
1793,0.016,0.019
1794,,
1795,0.022,0.03
1796,,
1797,,
1798,0.066,0.07
1799,,
1800,0.041,0.041
1801,,
1802,,
1803,0.043,0.046
1804,,
1805,0.035,0.035
1806,,
1807,,
1808,0.006,0.001
1809,,
1810,0.019,-0.002
1811,,
1812,,
1813,0.014,0.011
1814,,
1815,0.011,0.012
1816,,
1817,,
1818,0.023,0.02
1819,,
1820,0.032,0.028
1821,,
1822,,
1823,0.037,0.037
1824,,
1825,0.024,0.022
1826,,
1827,,
1828,0.024,0.025
1829,,
1830,0.027,0.026
1831,,
1832,,
1833,0.05,0.04
1834,,
1835,0.072,0.057
1836,,
1837,,
1838,0.064,0.039
1839,,
1840,0.05,0.04
1841,,
1842,,
1843,0.038,0.033
1844,,
1845,0.144,0.067
1846,,
1847,,
1848,0.062,0.068
1849,,
1850,0.043,0.054
1851,,
1852,,
1853,0.072,0.115
1854,,
1855,0.01,0.014
1856,,
1857,,
1858,-0.01,-0.002
1859,,
1860,0.034,0.049
1861,,
1862,,
1863,0.062,0.081
1864,,
1865,-0.005,0.003
1866,,
1867,,
1868,-0.002,0.008
1869,,
1870,-0.011,-0.002
1871,,
1872,,
1873,0.001,0.019
1874,,
1875,0.081,0.108
1876,,
1877,,
1878,0.022,0.015
1879,,
1880,0.009,0.008
1881,,
1882,,
1883,0.008,0.008
1884,,
1885,0.006,0.009
1886,,
1887,,
1888,0.071,0.061
1889,,
1890,0.135,0.066
1891,,
1892,,
1893,0.249,0.182
1894,,
1895,0.079,0.063
1896,,
1897,,
1898,0.095,0.063
1899,,
1900,0.064,0.035
1901,,
1902,,
1903,0.076,0.045
1904,,
1905,0.062,0.031
1906,,
1907,,
1908,0.092,0.059
1909,,
1910,0.068,0.038
1911,,
1912,,
1913,0.049,0.035
1914,,
1915,0.053,0.039
1916,,
1917,,
1918,0.079,0.129
1919,,
1920,0.063,0.073
1921,,
1922,,
1923,0.043,0.046
1924,,
1925,0.045,0.043
1926,,
1927,,
1928,0.042,0.043
1929,,
1930,0.316,0.479
1931,,
1932,,
1933,0.038,0.054
1934,,
1935,0.061,0.073
1936,,
1937,,
1938,0.095,0.105
1939,,
1940,0.069,0.083
1941,,
1942,,
1943,0.026,0.04
1944,,
1945,0.013,0.029
1946,,
1947,,
1948,0.443,0.429
1949,,
1950,0.017,0.033
1951,,
1952,,
1953,0.164,0.134
1954,,
1955,0.026,0.029
1956,,
1957,,
1958,0.037,0.034
1959,,
1960,0.033,0.027
1961,,
1962,,
1963,0.044,0.032
1964,,
1965,0.011,0.008
1966,,
1967,,
1968,0.041,0.04
1969,,
1970,0.046,0.041
1971,,
1972,,
1973,0.023,0.032
1974,,
1975,0.028,0.034
1976,,
1977,,
1978,0.017,0.028
1979,,
1980,0.126,0.139
1981,,
1982,,
1983,0.058,0.061
1984,,
1985,0.017,0.032
1986,,
1987,,
1988,0.037,0.052
1989,,
1990,0.019,0.034
1991,,
1992,,
1993,0.071,0.085
1994,,
1995,0.031,0.034
1996,,
1997,,
1998,0.086,0.046
1999,,
2000,0.019,0.016
2001,,
2002,,
2003,0.039,0.032
2004,,
2005,0.04,0.033
2006,,
2007,,
2008,0.056,0.052
2009,,
2010,,
2011,,
2012,0.183,0.112
2013,,
2014,,
2015,,
2016,0.122,0.06
2017,,
2018,,
2019,,
2020,0.032,0.002
2021,,
2022,,
2023,,
2024,0.026,-0.005
2025,,
2026,,
2027,,
2028,0.015,-0.001
2029,,
2030,,
2031,,
2032,0.074,0.07
2033,,
2034,,
2035,,
2036,0.199,0.085
2037,,
2038,,
2039,,
2040,0.032,0.035
2041,,
2042,,
2043,,
2044,0.033,0.037
2045,,
2046,,
2047,,
2048,0.013,0.015
2049,,
2050,,
2051,,
2052,-0.008,-0.007
2053,,
2054,,
2055,,
2056,-0.013,-0.011
2057,,
2058,,
2059,,
2060,0.046,0.043
2061,,
2062,,
2063,,
2064,0.031,0.04
2065,,
2066,,
2067,,
2068,0.039,0.051
2069,,
2070,,
2071,,
2072,0.034,0.031
2073,,
2074,,
2075,,
2076,0.034,0.034
2077,,
2078,,
2079,,
2080,0.055,0.052
2081,,
2082,,
2083,,
2084,0.194,0.179
2085,,
2086,,
2087,,
2088,0.028,0.033
2089,,
2090,,
2091,,
2092,0.333,0.357
2093,,
2094,,
2095,,
2096,0.058,0.038
2097,,
2098,,
2099,,
2100,-0.011,-0.013
2101,,
2102,,
2103,,
2104,0.112,0.046
2105,,
2106,,
2107,,
2108,0.091,0.073
2109,,
2110,,
2111,,
2112,0.048,0.03
2113,,
2114,,
2115,,
2116,0.05,0.032
2117,,
2118,,
2119,,
2120,0.037,0.02
2121,,
2122,,
2123,,
2124,0.052,0.038
2125,,
2126,,
2127,,
2128,0.094,0.041
2129,,
2130,,
2131,,
2132,0.041,0.036
2133,,
2134,,
2135,,
2136,0.032,0.001
2137,,
2138,,
2139,,
2140,-0.001,-0.002
2141,,
2142,,
2143,,
2144,0.192,0.089
2145,,
2146,,
2147,,
2148,0.02,0.022
2149,,
2150,,
2151,,
2152,0.037,0.039
2153,,
2154,,
2155,,
2156,0.11,0.079
2157,,
2158,,
2159,,
2160,0.046,0.039
2161,,
2162,,
2163,,
2164,0.052,0.041
2165,,
2166,,
2167,,
2168,0.054,0.057
2169,,
2170,,
2171,,
2172,0.12,0.106
2173,,
2174,,
2175,,
2176,0.034,0.032
2177,,
2178,,
2179,,
2180,0.018,0.018
2181,,
2182,,
2183,,
2184,0.002,0.003
2185,,
2186,,
2187,,
2188,0.059,0.022
2189,,
2190,,
2191,,
2192,0.015,0.013
2193,,
2194,,
2195,,
2196,0.028,0.03
2197,,
2198,,
2199,,
2200,0.018,0.014
2201,,
2202,,
2203,,
2204,-0.005,0.017
2205,,
2206,,
2207,,
2208,-0.007,0.023
2209,,
2210,,
2211,,
2212,0.043,0.074
2213,,
2214,,
2215,,
2216,0.027,0.086
2217,,
2218,,
2219,,
2220,-0.01,-0.0
2221,,
2222,,
2223,,
2224,0.011,0.015
2225,,
2226,,
2227,,
