bb_idx,MT_MHCflurry_presentation,WT_MHCflurry_presentation,MT_MHCflurry_affinity_neg,WT_MHCflurry_affinity_neg
24,0.0038103572107628,0.0036860325942967,-34021.81994961842,-31848.180091405844
25,0.0039638405048297,0.0583892213556989,-32661.21801102035,-1748.5569991859472
26,0.0043312143069183,0.004465648372189,-29801.53966052051,-26118.719143837272
27,0.0059344789146466,0.0057298040108259,-21513.52668044431,-20180.685213683835
28,0.0103407134595119,0.0057774255248621,-33841.03227956407,-32676.58443083679
29,0.0116984735354487,0.0065647946864234,-29762.60672754989,-28625.906451152285
30,0.3784399223332066,0.0765094622342301,-515.1440078159418,-2119.1926649964853
31,0.0141795535380284,0.0073977245300713,-24352.87471148775,-25291.65687498355
32,0.0043330739044021,0.003316269851547,-32670.173470340527,-33388.41936010883
33,0.0042321904782201,0.0032595453677956,-33475.67598794324,-33988.743762159094
34,0.0048869506116222,0.0038387217588196,-28848.29194092661,-28704.55765471921
35,0.0057703623764665,0.004285795838643,-24290.11717621919,-25614.99585515996
36,0.0035694665033557,0.0037576650339879,-33748.15111897107,-33761.104766848315
37,0.0039653038587673,0.0042336102333115,-30272.772662556104,-29845.766584737637
38,0.0041524281254622,0.0045221658296561,-28863.696877779454,-27878.73316501125
39,0.0432696333303779,0.0719359964336637,-2480.4778897507613,-1502.741782468469
40,0.0162404582656549,0.0165680306361271,-22875.10157269909,-21463.846268633984
41,0.0381058107659068,0.0488273308024119,-9289.60142989814,-6816.4803373231925
42,0.0147213424400067,0.0143007520737173,-25349.04595186665,-25034.21776126032
43,0.0688167920361682,0.0755370270164932,-4888.949025309192,-4224.1571547000485
44,0.0031455715693991,0.0031116899189992,-32799.627278822154,-32905.263244127906
45,0.0030287846512556,0.0030012284583064,-34106.49122526056,-34156.63688146021
46,0.0036427477889778,0.0035812668664269,-28186.22046462114,-28458.64154621111
47,0.0046731974501556,0.0044726438851211,-21787.059869395525,-22617.241049334305
48,0.0036011049719477,0.0037775289174562,-31650.13781110336,-31332.58367315221
49,0.0040581427323819,0.004233779931935,-27973.6138729878,-27849.055796227643
50,0.0040441491821782,0.0042414083611847,-28073.67384215216,-27797.272587408
51,0.0053577708359092,0.0057190820166498,-20986.96226566334,-20402.97428793534
52,0.0038143462839186,0.0040357434586425,-32423.067849687865,-32952.92499226414
53,0.0041727091251737,0.0043561981712607,-29549.15939188397,-30450.004531586063
54,0.0040628309397005,0.0043382743034758,-30375.65208910184,-30580.09558663554
55,0.0049261578124386,0.0051916416227522,-24888.02633471764,-25396.14452791256
56,0.0031958249918305,0.0032160317037478,-31766.716059262468,-31688.96877293732
57,0.0030355569296731,0.0030073887151781,-33500.22979633502,-33961.866521205426
58,0.0038070871556906,0.0039332080042872,-26512.24973162095,-25738.389088084736
59,0.00418931063305,0.0039388512001911,-24015.95657189778,-25700.27706131432
60,0.0030416011877309,0.0031203268325871,-34105.19426653015,-33574.395773175296
61,0.0030491555458083,0.0030803111581387,-34017.94367937582,-34024.90835118766
62,0.0034870351775988,0.0036273535913979,-29615.305367375,-28738.393601770105
63,0.0038184589594909,0.0039756847242254,-26963.28399296793,-26140.247421859804
64,0.0099854291166747,0.003485059556382,-11133.996208865216,-29637.90771897595
65,0.0036777140221444,0.0031911193563316,-31338.09375779465,-32461.98843023339
66,0.0053555989647695,0.0039154713281633,-21245.89227449148,-26277.802308404065
67,0.0221189647867991,0.0045722321316979,-4847.894457183192,-22385.3473673559
68,0.0034912740715246,0.0035211729908533,-30874.807828247525,-30467.53320577008
69,0.0032088334946227,0.0032161358056395,-33685.903872986935,-33457.05438181563
70,0.0040884198744131,0.00418394161763,-26226.626395158084,-25493.689871877697
71,0.0048747170992114,0.0054691994948122,-21864.64278533402,-19323.514698094
72,0.0034881986485312,0.0033924930273301,-31686.110346081183,-31255.673771860875
73,0.0032771195421652,0.0031903675845638,-33796.52406882334,-33303.09208400685
74,0.005198675447059,0.0054787341663407,-20974.841906549984,-19041.084128733943
75,0.0050171282035781,0.0051392823227612,-21760.710257168845,-20344.22801107092
76,0.0073491712191128,0.0075378185856817,-16253.881384416933,-13922.906294893532
77,0.0101510880414392,0.0101897654701058,-11622.034019681834,-10180.148191868468
78,0.0060654553386296,0.0070166085665582,-19832.10127978236,-14996.8762147892
79,0.0484386572614165,0.0863116725975968,-2233.314693558722,-1039.2129064560932
80,0.0031315245843637,0.0032162574557385,-32411.53990298591,-31543.311038811626
81,0.0030616633722521,0.0031347804500952,-33175.567027129626,-32390.38753898937
82,0.0037698201554877,0.0040075703994558,-26759.16157615273,-25130.69507459683
83,0.0043773788655922,0.0049517599165368,-22929.38633688098,-20192.60686963176
84,0.0033606545684426,0.0032881318400641,-31478.50107039021,-31667.550002369084
85,0.0031661718205625,0.0031420608318916,-33477.590898799055,-33189.18774825636
86,0.0173044461579206,0.0107267451125987,-5741.0396752636,-9302.548195019572
87,0.005395739465946,0.0057911176961482,-19293.400617647127,-17637.12029669533
88,0.0038103572107628,0.0036860325942967,-34021.81994961842,-31848.180091405844
89,0.0039638405048297,0.0583892213556989,-32661.21801102035,-1748.5569991859472
90,0.0043312143069183,0.004465648372189,-29801.53966052051,-26118.719143837272
91,0.0059344789146466,0.0057298040108259,-21513.52668044431,-20180.685213683835
92,0.0103407134595119,0.0057774255248621,-33841.03227956407,-32676.58443083679
93,0.0116984735354487,0.0065647946864234,-29762.60672754989,-28625.906451152285
94,0.3784399223332066,0.0765094622342301,-515.1440078159418,-2119.1926649964853
95,0.0141795535380284,0.0073977245300713,-24352.87471148775,-25291.65687498355
96,0.0030009378221142,0.0030438778555099,-34033.46135610925,-33479.276175735715
97,0.0029605179683298,0.0029436505733563,-34513.358889774245,-34656.98737334018
98,0.0034898253482441,0.0034931862851807,-29121.05160210412,-29041.333408379243
99,0.00389270326769,0.0040393285890569,-26012.33545951875,-24993.2919096952
100,0.0033628393561725,0.0032968544305459,-30350.12089020001,-31019.58543839112
101,0.002961488099004,0.0029553464711988,-34607.03495309486,-34728.107930387225
102,0.0041598994160076,0.0040323518568767,-24361.367703337262,-25192.310030282693
103,0.0046738066179107,0.0043895432601306,-21596.88175819669,-23075.951420543566
104,0.0030819192788491,0.0030701985103899,-32947.75845970641,-33062.81448572114
105,0.0029645743873403,0.0029715123620481,-34295.29961457589,-34197.270679944115
106,0.0040533052928892,0.0040964946221968,-24825.202795096982,-24543.67972577627
107,0.0036530496275511,0.0036706645142663,-27641.26102518872,-27491.87113099728
108,0.0031778086688509,0.0031557039078133,-32019.17597582829,-32169.149488369847
109,0.0030278030439285,0.0030241246877776,-33658.664418291475,-33615.58221909391
110,0.0041266247945258,0.0039739483705705,-24443.91751943911,-25350.911716501658
111,0.0038223674602119,0.0038802243949079,-26457.62766795265,-25984.042782412405
112,0.0042251255404873,0.0041249325578695,-23973.680895942445,-24665.685664000903
113,0.0030242911784945,0.0030306734851965,-33866.649820755665,-33916.4325930223
114,0.0039085866283417,0.0038963847831431,-25983.287665565545,-26162.59793383103
115,0.0050434950874622,0.0051688391149647,-19962.1571139866,-19532.536487375983
116,0.0036435232626532,0.0035768438682543,-27709.37176014369,-28252.286816221927
117,0.0029962002287355,0.0030048294143223,-33913.53878002031,-33823.79165541914
118,0.0043181546240147,0.0043972158175983,-23247.24060042961,-22822.47856656269
119,0.0055255290069181,0.0061176261869164,-18013.388410873016,-16216.425840540836
120,0.003250022425578,0.0031230185237768,-31492.085723409986,-32861.422637533964
121,0.0031190721125985,0.0031009031410906,-32858.50878030129,-33103.48070760982
122,0.0044136793430002,0.0036020596132656,-22953.286114176422,-28357.46082251178
123,0.0048109220198119,0.0044745223334846,-20995.92930016729,-22662.191771876143
124,0.0034800234013308,0.0036286733540559,-30826.421154771324,-31107.57613242177
125,0.0033214956436356,0.0034417243493856,-32347.436180992507,-32854.83729077709
126,0.0043205189162314,0.0043018055802381,-24650.24587431116,-26090.451674145428
127,0.0183836748127458,0.0117986549082514,-5470.382547432785,-9162.165210364894
128,0.0048596387472348,0.0075224602228387,-33954.622692563964,-32812.778943218946
129,0.0058849466723463,0.0126609224036046,-27851.43527541652,-19096.268322317927
130,0.005566431607685,0.0086673017874955,-29503.20166129269,-28326.21280196792
131,0.0062662097141384,0.0106867965873795,-26098.146798157384,-22784.026735235904
132,0.005707940270231,0.0287341317637561,-29624.61744171443,-23616.09143531888
133,0.0051161129302642,0.021496283060523,-33178.75653960709,-32083.3077632815
134,0.0060295009203114,0.0262348579861672,-27990.085692850564,-26004.103407499268
135,0.0071496655428221,0.0414956446006735,-23459.20065722207,-15958.17258217822
136,0.0035356033272903,0.0041645657629593,-33786.58247653341,-33554.805634282515
137,0.0035148906694865,0.0041253811283711,-33992.29801343363,-33884.34141269526
138,0.0041141891761088,0.0048298680952411,-28888.347706723434,-28786.71689008971
139,0.0043381666316822,0.0052223793934953,-27347.72535616049,-26551.060090990264
140,0.0033081670501486,0.0034194938711718,-32804.70129682199,-32902.88612478976
141,0.0032163700637122,0.0033239064441842,-33772.181475547535,-33880.752359533064
142,0.0040887681920176,0.0041172765902098,-26355.262682451623,-27157.77436059469
143,0.0043339916495329,0.004451367535494,-24815.078736582964,-25053.10005940625
144,0.003663147615101,0.0038477959105924,-31130.015299436443,-31015.065930657285
145,0.0034629157200144,0.0036483300994921,-32991.46797104044,-32768.903718865
146,0.004438153107455,0.0046886665205151,-25528.511654401103,-25282.86850231401
147,0.0052144789794899,0.0054378993527424,-21607.44456846495,-21687.481114001144
148,0.0033830196113519,0.0032871646710675,-31834.75992417835,-32732.314606303244
149,0.0034566376143774,0.0033184543562711,-31134.614178864,-32413.57645787355
150,0.0053389081813405,0.004434058638957,-19862.39569283259,-24024.184876674684
151,0.0088471871319141,0.0060885621502611,-11766.032312933688,-17303.35502616803
152,0.0031160051226397,0.0033059638804505,-32948.77434366019,-33189.623322662075
153,0.0032918134066212,0.0052353071975478,-31132.956702014715,-20634.983233051946
154,0.0041695854703003,0.0040929508193707,-24386.03731030067,-26618.01875790121
155,0.0052003491479687,0.0053457829412658,-19404.800065126103,-20193.790640010426
156,0.0091425251115929,0.0081710299889024,-24434.865871189217,-25041.184906201437
157,0.0075062131306938,0.0068256235863913,-29986.017244579027,-30178.6448944644
158,0.0089174605465981,0.008039724215479,-25075.85293708985,-25465.79317458275
159,0.0152420797876907,0.0136694825679109,-14345.794545145352,-14658.969451947938
160,0.0099854291166747,0.003485059556382,-11133.996208865216,-29637.90771897595
161,0.0036777140221444,0.0031911193563316,-31338.09375779465,-32461.98843023339
162,0.0053555989647695,0.0039154713281633,-21245.89227449148,-26277.802308404065
163,0.0221189647867991,0.0045722321316979,-4847.894457183192,-22385.3473673559
164,0.0034912740715246,0.0035211729908533,-30874.807828247525,-30467.53320577008
165,0.0032088334946227,0.0032161358056395,-33685.903872986935,-33457.05438181563
166,0.0040884198744131,0.00418394161763,-26226.626395158084,-25493.689871877697
167,0.0048747170992114,0.0054691994948122,-21864.64278533402,-19323.514698094
168,0.0034881986485312,0.0033924930273301,-31686.110346081183,-31255.673771860875
169,0.0032771195421652,0.0031903675845638,-33796.52406882334,-33303.09208400685
170,0.005198675447059,0.0054787341663407,-20974.841906549984,-19041.084128733943
171,0.0050171282035781,0.0051392823227612,-21760.710257168845,-20344.22801107092
172,0.0073491712191128,0.0075378185856817,-16253.881384416933,-13922.906294893532
173,0.0101510880414392,0.0101897654701058,-11622.034019681834,-10180.148191868468
174,0.0060654553386296,0.0070166085665582,-19832.10127978236,-14996.8762147892
175,0.0484386572614165,0.0863116725975968,-2233.314693558722,-1039.2129064560932
176,0.0031315245843637,0.0032162574557385,-32411.53990298591,-31543.311038811626
177,0.0030616633722521,0.0031347804500952,-33175.567027129626,-32390.38753898937
178,0.0037698201554877,0.0040075703994558,-26759.16157615273,-25130.69507459683
179,0.0043773788655922,0.0049517599165368,-22929.38633688098,-20192.60686963176
180,0.0033606545684426,0.0032881318400641,-31478.50107039021,-31667.550002369084
181,0.0031661718205625,0.0031420608318916,-33477.590898799055,-33189.18774825636
182,0.0173044461579206,0.0107267451125987,-5741.0396752636,-9302.548195019572
183,0.005395739465946,0.0057911176961482,-19293.400617647127,-17637.12029669533
184,0.0038103572107628,0.0036860325942967,-34021.81994961842,-31848.180091405844
185,0.0039638405048297,0.0583892213556989,-32661.21801102035,-1748.5569991859472
186,0.0043312143069183,0.004465648372189,-29801.53966052051,-26118.719143837272
187,0.0059344789146466,0.0057298040108259,-21513.52668044431,-20180.685213683835
188,0.0103407134595119,0.0057774255248621,-33841.03227956407,-32676.58443083679
189,0.0116984735354487,0.0065647946864234,-29762.60672754989,-28625.906451152285
190,0.3784399223332066,0.0765094622342301,-515.1440078159418,-2119.1926649964853
191,0.0141795535380284,0.0073977245300713,-24352.87471148775,-25291.65687498355
192,0.0031381303434462,0.004719731760404,-33041.40928852719,-31966.24965276973
193,0.0030911684238378,0.0046021561704506,-33559.93066780845,-32811.31038479129
194,0.0038724325890364,0.005655116445046,-26590.30066565525,-26511.313953795223
195,0.0039506679163768,0.0062579369824779,-26046.255047292376,-23871.13983947544
196,0.0043936875992372,0.004642465633845,-31468.899192455465,-31295.03095145503
197,0.0041298503624122,0.0043396047732943,-33549.65427019606,-33556.29360622637
198,0.0052462416288446,0.0054924583206565,-26194.372199471665,-26297.95171589045
199,0.0071422658899207,0.0074006415558696,-19028.99078819305,-19308.18251016883
200,0.0040692868039283,0.0038569491522754,-32376.642196114823,-32619.77618826785
201,0.0040282111668906,0.0038232387158114,-32717.96312093333,-32917.06020076672
202,0.0046805151938881,0.0044148117381878,-28014.9338452232,-28368.21585253428
203,0.005243739932616,0.004919670189191,-24907.704515585152,-25362.65027959071
204,0.0029586307736337,0.0029628810690446,-34513.13276337802,-34416.52435563494
205,0.0029899891485065,0.0029954792657394,-34139.44373452957,-34029.85870267446
206,0.0032782530276202,0.0033013459809796,-31043.839496270764,-30778.890639292484
207,0.0034589635548968,0.0034905284895916,-29369.975689093368,-29057.232140222583
208,0.0030960826709632,0.0031181980117628,-34204.592331753454,-34179.61312203633
209,0.0030831461826707,0.003101548558797,-34352.811073863806,-34369.11001332563
210,0.0034443647935722,0.0034778731971869,-30638.410910669423,-30534.97348134074
211,0.0037325037990988,0.0037565503197366,-28197.904346239928,-28197.446767790152
212,0.0030095972677327,0.0030182260353489,-34306.08600619993,-34267.12463771014
213,0.0030031617777777,0.0030105577294856,-34381.99961640805,-34357.25727273814
214,0.0034004566025913,0.0034253192156912,-30241.48390439236,-30069.432458884603
215,0.0037212506728775,0.0037309254233605,-27551.980451406624,-27528.211098279666
216,0.0030074006977846,0.0029740059434256,-34005.09296916173,-34248.97082938159
217,0.0029956528209335,0.0029953717764909,-34142.8037378293,-33996.74647169476
218,0.003564521728707,0.0034991142120616,-28530.36387661916,-28954.302852043173
219,0.0036706584923333,0.0036960619342575,-27678.411828442106,-27361.649401759787
220,0.003152980716245,0.0031277753965994,-32930.327773529854,-33450.3746824985
221,0.00784630505199,0.0183130564217376,-12819.324924987108,-5337.981667710803
222,0.0036929598929272,0.0036719794743686,-27968.928374806743,-28342.46589928432
223,0.0044316254912901,0.0043622655282206,-23164.363172889614,-23719.72151063801
224,0.0061048209384241,0.0032548957769083,-30733.59499341139,-31701.9395371451
225,0.0186155261421664,0.0032399176124723,-9626.478141290949,-31853.323132009824
226,0.0084468851503886,0.003874741267212,-21947.035862955858,-26477.03845265955
227,0.0123452678727945,0.0050228020295391,-14789.392113684104,-20245.4137300497
228,0.0032640779961685,0.0032556378439933,-32254.61868746136,-31959.344523024305
229,0.0032004261158949,0.0031882511906159,-32917.39196424225,-32657.24435740346
230,0.0057650019948115,0.0056963969053915,-17912.003421875463,-17921.40818097977
231,0.0053061711707253,0.0056805536901871,-19517.80122151207,-17973.16249123071
232,0.0107107901714387,0.0083162200316401,-13383.582462369786,-14506.933289428054
233,0.0043717659391506,0.0036927477378635,-33889.863123878815,-33622.47210253798
234,0.0060774657433758,0.0052211562798927,-24100.071728379087,-23501.20525862733
235,0.0078751438115839,0.0070111028666785,-18422.734876966177,-17317.682391247265
236,0.0038191629405845,0.0030329891683887,-34412.93448562319,-34659.434222294
237,0.0037996404558852,0.0030350216023982,-34595.67375898836,-34635.46721251919
238,0.0042195566640166,0.0033332447775568,-31043.19309263197,-31439.917619632604
239,0.0044570717438696,0.0036117040301198,-29334.286927462734,-28939.02440639702
240,0.0048104015281698,0.0038891561357868,-31809.09826312305,-32113.16530376838
241,0.1040807766446652,0.0693848891997556,-1205.0426437250603,-1541.5543720973096
242,0.005767978745441,0.0044873605304525,-26360.4874692128,-27697.87612493624
243,0.0111262131224056,0.0084039572528699,-13329.042902580904,-14459.552881424885
244,0.0032255773877798,0.0030617083269035,-33798.79055538977,-33916.11160806041
245,0.0031644398316066,0.003002938343058,-34473.41434697321,-34601.7492461847
246,0.0034418449070246,0.0032689063571697,-31607.425697783838,-31698.28433336583
247,0.0037386947100878,0.0036338840285132,-29018.009816788963,-28415.00511759545
248,0.003726989929561,0.0038911131313019,-33603.89852761419,-33728.08098158626
249,0.0036849133257083,0.0041642111144673,-34000.46923404467,-31444.25898677688
250,0.0042892560127963,0.0043425966549297,-29061.218842385664,-30109.75845557914
251,0.0044657459692048,0.005389560949126,-27874.434433748185,-24080.55882381638
252,0.0051438707287736,0.0063059586597401,-21163.937765824943,-17221.27560224289
253,0.0032523686895909,0.0032646586765265,-33994.40950439353,-34023.34495042163
254,0.0039167250437688,0.0038114375609922,-28054.686798503462,-28993.27709356427
255,0.0061975835828828,0.0066778099333217,-17450.324206350968,-16228.605493563537
256,0.00306919452229,0.0083834017811427,-33550.738410356214,-13581.671788842115
257,0.0030366687751709,0.003530418780335,-33921.89595496138,-33251.171027272765
258,0.0035974272703362,0.004742088329091,-28474.98773014249,-24509.834868626956
259,0.0041639381352075,0.0214752401061299,-24480.706474026887,-5086.809204625086
260,0.0029536648022986,0.0029461473736256,-34410.19269279201,-34565.20727211564
261,0.0029704148165347,0.0029682820233805,-34209.857908973834,-34299.096267634275
262,0.0033943219641242,0.0033825276542762,-29806.884181281628,-29970.048221598277
263,0.0036273365077953,0.0036338994783603,-27830.87330868998,-27830.754737445208
264,0.0030344200403054,0.0030242470219767,-33719.33887755184,-33735.838474286305
265,0.0030089051025321,0.0030023435472651,-34014.63791682973,-33990.01128944753
266,0.0035876972353037,0.0037012483573302,-28362.567858648967,-27382.273612059584
267,0.0036543098541033,0.0036690785892765,-27828.541687211706,-27630.386793175647
268,0.0033442705297111,0.0033018006509254,-31545.157816484647,-31943.30118525879
269,0.0031904207653922,0.0031803782775148,-33117.562124345524,-33203.680086593246
270,0.0036368298640956,0.0034545972509546,-28927.15539889605,-30484.934472905687
271,0.0042889326270019,0.0040083172958549,-24393.51585071277,-26143.756140253285
272,0.0030500333204116,0.0029788009894471,-34462.5432569406,-34331.706940785654
273,0.0032052566226531,0.0031272341812784,-32740.37858553566,-32650.293008660232
274,0.0034390241091524,0.0032551680364749,-30444.215460964453,-31325.87097995915
275,0.0060752737728514,0.0060243235838556,-16900.57837848383,-16574.49383393945
276,0.0031679851902577,0.0030979735185362,-33863.15661583488,-33869.91956261523
277,0.0044090304629527,0.0042882109527164,-24064.491262866355,-24205.687703534557
278,0.0035330291213516,0.0033733678741626,-30255.39042843824,-31018.004598476942
279,0.0041754988888955,0.003888715686331,-25457.35627064525,-26780.533904259755
280,0.0045409638821912,0.0040275156860392,-28710.939622844515,-32915.695036883015
281,0.0043849754526467,0.0045183778832565,-29767.75283057757,-29225.66128432304
282,0.0051279823062041,0.0044083493533411,-25317.92399082581,-29980.30587276257
283,0.0072837193939495,0.0166829007281257,-17601.789856002077,-7520.5211858327775
284,0.003131622344326,0.0031288869836425,-32916.04264114869,-33526.84629556555
285,0.0030297527779492,0.0030763207281405,-34059.56193733521,-34118.62738565375
286,0.0038324502359464,0.0040062358296434,-26717.721241592943,-25970.874638260964
287,0.0039583325614086,0.0039204272541565,-25840.04231270165,-26558.62076599513
288,0.0057778996373645,0.0072914509700248,-28494.087755492183,-30108.296068791733
289,0.0057423144840745,0.0083363246626141,-28676.946550734607,-26202.300433411798
290,0.0058573976620519,0.0076298056824169,-28093.72104401144,-28724.55264693194
291,0.0032031831279769,0.0031571078964897,-31864.969389282596,-32349.513497105872
292,0.0032654123777363,0.003151386778458,-31237.975966477046,-32410.16683410219
293,0.0032450649605822,0.0031546658083584,-31440.30223021901,-32375.37637151043
294,0.0034236052830425,0.0032977007687186,-29835.130459317603,-30823.048035748223
295,0.0032035003895883,0.0031019268023853,-31954.842395559976,-32834.24036601198
296,0.0032053330490053,0.0031164860395682,-31935.97300339414,-32675.84502541211
297,0.0067234619821932,0.0052612753151534,-20926.612703338546,-24454.63216648173
298,0.0070241837469699,0.0049900629721384,-19998.628647135654,-25831.27755558256
299,0.0053592348356471,0.004485908477318,-26467.162991508867,-28839.79290225751
300,0.0033703820184537,0.0031386886211102,-32587.162931397004,-33167.61497472467
301,0.0036489690986879,0.0033176155456225,-30020.180795416814,-31321.75350915871
302,0.0039798139548097,0.0035479388851752,-27444.83447986073,-29223.55051431125
303,0.0087852468905262,0.011714263555975,-26971.53453286222,-27916.563659618005
304,0.0085227891681185,0.0111866341334983,-27834.583149918253,-29289.12804882729
305,0.009295675052653,0.0123263288157188,-25434.608560832385,-26473.65456156793
306,0.0034608889098627,0.0032906814167268,-30413.697218702386,-30979.000494574044
307,0.0032933862826914,0.003093567267344,-32012.87993046264,-33019.7087752725
308,0.0032137976905784,0.0030828568514573,-32832.04292753103,-33138.181101335605
309,0.0041122137589803,0.0039946300483895,-28189.510111180385,-28479.511317247838
310,0.004292489340088,0.0042858334057328,-26966.43340913113,-26481.45523584755
311,0.0055577218164611,0.0057631056561407,-20642.33637468509,-19492.317451089144
312,0.0089186308111871,0.0044488651548633,-25940.91441895973,-31996.95751710393
313,0.0104498198004112,0.0045169159949164,-22001.588499015223,-31498.57592186634
314,0.0222465837744074,0.0048201321542288,-9982.966666032113,-29451.37804819448
315,0.0405618760540899,0.0564508609159795,-29348.455042349306,-28295.33189499875
316,0.0548653131147503,0.0850391312164755,-21174.88506892899,-17978.874456366113
317,0.0406066927274347,0.0574706462681109,-29313.699368913374,-27747.667414618874
318,0.0242424700005722,0.0096604351570171,-29332.25863897338,-30190.96655142288
319,0.0217221512663197,0.0089563902660375,-32929.02490529835,-32660.86164462372
320,0.0228767402525037,0.0093048590460071,-31181.44697636805,-31390.96997865496
321,0.0049096149356262,0.0108597009809269,-30557.25135802968,-31304.53094707517
322,0.0051893241730331,0.0115810377580537,-28854.633059622494,-29277.078042241603
323,0.0109560716318311,0.0222936419742604,-13289.26165825827,-14751.41167988212
324,0.0035340167387496,0.003525637129636,-30453.484615199643,-30374.4992669811
325,0.0037538953481891,0.0036390223768283,-28612.22865585743,-29397.182651988514
326,0.0039678030719802,0.0037755197575542,-27019.53851753925,-28299.633027422115
327,0.0040902159614526,0.0042512385283318,-27635.126519753667,-27709.403926206163
328,0.0035408615166206,0.0036899577950564,-32076.91455048668,-32076.48465804496
329,0.0034186858923117,0.0035670952351107,-33261.88703763344,-33218.67589747205
330,0.0087418175009729,0.0070140097255026,-28831.057208781796,-29638.890421178203
331,0.0077102433113472,0.0066429071076944,-32844.87019908848,-31356.922326534102
332,0.0077296961466511,0.0065144852467928,-32759.115864488485,-31997.74217743632
333,0.0803025619430571,0.0434119056740951,-29304.903991375235,-29017.409806108288
334,0.0812881784591618,0.0436310552700956,-28907.24215361521,-28860.56586291373
335,0.0760558303983651,0.041796185478392,-31138.153804753576,-30225.338751228275
336,0.0042913701334168,0.0043496587643057,-26624.208000086543,-28007.460150838928
337,0.0068370419774507,0.0052693995255549,-16439.724947773993,-22966.655437832644
338,0.0042789724074606,0.004074895539286,-26703.96859726968,-29962.05210547741
339,0.0037419242882924,0.0037023211209112,-30175.73186658933,-30493.242942076475
340,0.0037928518719939,0.0037675724573642,-29757.12219776772,-29947.669614451424
341,0.0037420644526394,0.0037704295202419,-30174.563888169167,-29924.219267859746
342,0.0075240755760658,0.0070570305834609,-23283.6315130422,-24293.981920557348
343,0.0081436826933822,0.0082061851755644,-21448.17030817378,-20774.442607761823
344,0.0061636196907965,0.00606180034886,-28630.89807704684,-28438.98089903419
345,0.0096985060884745,0.0061917342305116,-29345.838134780744,-30370.715193498392
346,0.0104302490639331,0.0065798727242147,-27207.870779084657,-28516.514953161743
347,0.0179277016765894,0.0097313369681628,-15457.062093686243,-18998.030049853885
348,0.0066618505096085,0.008506882041381,-24950.238104538486,-25831.775555116103
349,0.0059530087124988,0.0077657555998966,-28034.505975975742,-28395.041217846167
350,0.0080591240520056,0.0098828334484308,-20479.23040182044,-22105.58756386707
351,0.0310242954930354,0.0352623729238114,-23400.31215017498,-24616.72100131799
352,0.631824311374002,0.5849292143318522,-388.2165100678278,-573.2913271662801
353,0.0399522392626409,0.0483684997830686,-17865.061382624262,-17531.36638002439
354,0.0031605855624308,0.0031262939944123,-32724.62431247593,-33235.957926707706
355,0.0032078504184492,0.0032054336916288,-32226.77102109393,-32388.85041693652
356,0.0030603715074768,0.0030892238844263,-33831.846755019964,-33647.905681772296
357,0.0393027720048093,0.0532892384005655,-22577.289413637103,-24350.215836117863
358,0.6391627770042436,0.6194716412233048,-466.60176163876207,-762.4249972124492
359,0.0454407208109019,0.0678713138830447,-19316.365844545857,-18681.76131845183
360,0.0035841196797525,0.004635625307764,-30549.216659444417,-29596.813350240045
361,0.0094326195794503,0.0907697990930572,-11213.066705620637,-1261.3806890288145
362,0.0039392220637123,0.0062446110563219,-27707.846372175543,-21742.448092065424
363,0.0035481305336877,0.0034986228677746,-31174.023921562813,-31880.617565167457
364,0.0040928056050296,0.0039711502428908,-26896.62339110468,-27968.738193461195
365,0.0035733986299047,0.0035389761227893,-30946.30199533136,-31505.12701479555
