bb_idx,MT_Andy90,WT_Andy90
119,56.25,31.054445
120,92.026745,40.902256
121,101.946,77.714286
122,116.078716,35.324675
123,73.142857,49.454545
124,360.513123,176.659794
125,240.696988,142.8
126,212.064704,77.422153
127,556.63062,280.421549
128,7.7,10.338486
129,57.791538,148.430067
130,6.350515,6.857143
131,6.844444,9.852683
132,12.191135,32.213302
133,23.303571,111.149111
134,6.779221,11.84316
135,12.629134,47.885664
136,20.5,19.629391
137,26.24,27.026087
138,20.318656,21.153794
139,21.866667,25.199864
140,26.863158,23.157895
141,25.52,22.0
142,26.583333,22.916667
143,25.52,24.444444
144,37.333333,32.0
145,42.0,37.843478
146,32.101911,27.897436
147,37.333333,31.085714
148,67.680677,55.705654
149,58.597403,52.137931
150,64.619615,59.423062
151,149.900332,110.774641
152,17.422707,23.535484
153,34.977273,294.383473
154,19.858065,21.458824
155,17.1,22.8
156,36.107626,52.676844
157,33.152,88.69581
158,17.266667,19.242097
159,58.075004,59.043258
160,7.285974,3.548822
161,3.06087,3.466667
162,2.227848,2.212766
163,2.854039,2.773333
164,1.445161,2.182988
165,1.317647,2.011765
166,1.230769,1.935856
167,1.244444,1.9
168,1.341935,2.461538
169,1.223529,2.666667
170,2.238388,4.366812
171,1.485714,2.5
172,6.13592,8.500079
173,34.482759,42.152114
174,2.978743,4.429648
175,4.168421,5.366667
176,2.923077,3.978947
177,2.85,3.78
178,3.0,3.857143
179,2.85,3.78
180,10.347826,7.735843
181,10.818182,9.428571
182,96.92527,31.235211
183,25.918867,13.456441
184,6.564103,8.576
185,33.578174,458.511548
186,11.588325,9.913076
187,39.64976,16.304183
188,29.548374,40.740675
189,184.132197,231.353102
190,1076.184763,525.638078
191,80.912863,96.082717
192,8.470588,7.6
193,9.6,9.353846
194,12.1349,11.645502
195,14.4,11.960734
196,7.489736,2.135282
197,7.363636,2.104348
198,6.825881,1.700537
199,9.346226,2.574468
200,5.515152,2.406838
201,6.772093,3.2
202,4.666667,2.105994
203,8.878049,3.744681
204,2.3,0.75
205,2.3,0.75
206,2.323232,0.75
207,2.3,0.75
208,0.574359,0.0
209,0.56,0.0
210,0.525,0.0
211,0.525,0.0
212,0.56,0.082051
213,0.56,0.08
214,0.571429,0.081633
215,0.56,0.08
216,2.6,1.230769
217,2.905882,1.411765
218,3.853895,1.538462
219,2.47,1.2
220,3.378748,2.729863
221,76.163611,100.502513
222,2.971441,2.091503
223,3.927273,2.909091
224,24.631579,14.62647
225,400.097704,23.490909
226,24.642325,13.319588
227,53.704918,14.355556
228,20.647059,16.379562
229,35.544304,32.679929
230,52.350945,43.248661
231,69.019762,67.651492
232,32.312031,24.808786
233,10.4,8.096
234,20.739377,15.765696
235,26.053108,18.989004
236,1.766044,0.583784
237,2.4,0.771429
238,2.039216,0.705882
239,2.6,0.852636
240,10.590926,7.565568
241,232.804233,161.12532
242,10.731707,6.415479
243,38.715354,31.805331
244,4.666699,3.667862
245,5.181818,3.584
246,2.938144,2.309278
247,4.500024,3.536861
248,3.954274,3.965194
249,3.3,10.178117
250,3.645039,2.715803
251,3.402062,5.255474
252,7.990868,7.632075
253,2.7,3.422222
254,3.138127,2.817881
255,4.754717,4.052632
256,0.12973,0.251499
257,0.141176,0.171429
258,0.138461,0.177391
259,0.16,0.272727
260,0.233333,0.113208
261,0.247059,0.117647
262,0.269231,0.156028
263,0.28,0.170213
264,0.392982,0.328205
265,0.430769,0.32
266,0.652057,0.716119
267,0.4,0.494845
268,2.5,0.44536
269,2.4,0.436364
270,1.659567,0.348716
271,2.608696,0.689002
272,3.331503,0.446894
273,5.352941,0.55814
274,2.060385,0.271699
275,17.325083,2.808331
276,23.607602,1.908772
277,130.301872,10.989011
278,21.092784,1.446809
279,25.575,2.14738
280,47.23917,10.614496
281,539.471145,102.615694
282,43.764875,5.612722
283,66.547619,66.449511
284,28.8,8.633043
285,21.176471,7.057143
286,37.217765,20.379538
287,20.0,7.318519
288,1.549804,1.343522
289,3.643746,10.040161
290,1.954325,3.429649
291,0.342857,0.233333
292,0.352941,0.247059
293,0.436364,0.3
294,0.984615,0.426874
295,0.666667,0.257143
296,0.603774,0.251162
297,9.495388,8.736226
298,3.285151,3.087719
299,2.203683,2.264714
300,0.674997,1.493333
301,1.904198,3.812766
302,4.914273,9.810792
303,1.524417,5.037037
304,1.6,5.409091
305,2.129049,6.816164
306,0.722222,1.0
307,0.764706,1.058824
308,0.722222,1.16129
309,1.643471,0.813559
310,3.286985,2.042553
311,5.064716,2.857143
312,11.294118,8.484848
313,43.956044,18.103292
314,86.222382,17.073171
315,15.793446,29.781547
316,209.930538,516.068053
317,40.370059,76.78245
318,67.240257,30.214425
319,21.627907,13.777778
320,22.409639,13.777778
321,13.684211,12.076647
322,25.657895,29.717589
323,89.465957,136.311239
324,11.044656,49.788235
325,17.202381,85.494949
326,30.638749,152.735672
327,70.558662,90.36479
328,55.421277,75.606277
329,23.68,35.609375
330,70.644391,46.218182
331,45.745455,46.218182
332,34.309247,39.71875
333,75.874439,74.720812
334,56.4,61.333333
335,52.061538,74.093462
336,23.620339,29.068209
337,559.768638,345.57596
338,107.114309,75.635277
339,35.817544,25.2
340,54.297872,36.191489
341,47.986161,33.71321
342,192.701738,147.781259
343,357.883485,328.539326
344,200.491047,166.278078
345,301.048293,259.787928
346,163.902439,157.206318
347,858.895706,709.35412
348,264.087508,292.865979
349,293.882068,326.243741
350,966.718669,1056.530794
351,125.516393,305.33767
352,2449.399657,4948.837209
353,292.712924,661.897356
354,19.210526,46.4
355,40.10989,100.181818
356,21.470588,55.1
357,26.924131,83.133234
358,671.222475,2197.255575
359,49.557125,177.768526
360,117.929412,184.479845
361,1522.941355,4473.296501
362,242.518085,639.968384
363,181.113079,205.016949
364,1470.008315,1949.709865
365,410.372041,459.044265
366,67.090909,88.552941
367,329.189961,377.842478
368,111.442205,126.770526
369,28.157895,27.2
370,120.593274,79.507692
371,35.666667,32.3
372,7.02,5.92
373,8.258824,5.92
374,7.389474,6.231579
375,3.623529,4.546667
376,6.844444,10.438669
377,4.106667,5.246154
378,7.062069,9.536487
379,15.421687,15.157735
380,87.491456,25.824501
381,13.908588,11.361882
382,105.775922,96.714849
383,673.311185,88.440279
384,6.12,6.545455
385,8.196502,8.4375
386,5.1,6.113208
387,4.648125,5.20678
388,3.6,3.84
389,3.4,4.042105
390,5.544518,10.563107
391,241.20603,529.182879
392,11.348054,28.07597
393,2.166667,5.028571
394,2.785714,6.769231
395,2.294118,5.176471
396,4.512126,3.612903
397,1.694108,1.723077
398,1.852638,2.013483
399,3.75,1.37931
400,3.837209,1.200008
401,8.025292,2.107482
402,2.31,3.0
403,3.3,3.176471
404,3.974194,3.375
405,3.829037,3.021672
406,7.563945,4.917647
407,8.028169,4.937047
408,2.336842,2.59
409,3.917624,3.047059
410,12.455816,8.603222
411,2.823529,1.515789
412,5.0,2.215385
413,10.415311,3.483899
414,2.285714,1.529992
415,7.02776,4.813137
416,2.655186,1.73617
417,2.631313,4.5
418,2.141176,3.705882
419,2.348387,4.064516
420,4.722222,11.831276
421,19.421742,46.207007
422,11.535049,29.625432
423,7.724138,16.156176
424,8.0,18.4
425,29.866667,114.952103
426,10.363636,19.105882
427,23.586207,35.304348
428,16.215601,29.527273
429,45.684211,45.559322
430,397.970412,320.274521
431,71.147541,65.415466
432,77.276525,2.604408
433,11.681505,2.635417
434,14.779899,2.833591
435,13.144806,2.735135
436,47.242084,3.1625
437,54.977712,2.53
438,32.150313,21.891271
439,15.77586,12.858458
440,30.218298,26.56611
441,27.691616,20.29324
442,113.235294,50.660793
443,168.628525,71.815594
444,13.959732,17.535545
445,15.142966,13.724387
446,23.001216,23.522964
447,10.565079,12.05618
448,16.103122,16.507692
449,17.702128,20.767608
450,6.513471,12.574741
451,3.767669,6.271555
452,7.044335,8.816
453,8.718981,11.834447
454,5.836735,8.700046
455,5.535448,8.816
456,198.650472,276.28935
457,8.811311,10.431022
458,25.582204,24.777007
459,29.606983,38.832667
460,34.610863,44.0
461,34.050428,38.999716
462,34.297872,106.904232
463,20.381586,13.276596
464,20.666667,14.439598
465,18.318182,13.583673
466,23.028571,13.866667
467,18.964706,12.48
468,37.522124,48.871767
469,71.021776,13.524628
470,90.337701,29.093768
471,121.874102,175.251628
472,520.405032,20.492465
473,195.211786,16.145455
474,41.816171,7.071465
475,34.065934,6.234229
476,36.597171,9.063089
477,17.714286,4.961074
478,31.958763,6.16
479,43.868338,6.16
480,2.521103,1.543753
481,1.954284,1.725887
482,12.094607,3.916315
483,9.974878,2.088256
484,3.75,1.266667
485,2.347826,1.341176
486,7.111208,12.629556
487,8.30273,14.655516
488,648.379052,2705.882353
489,36.226836,96.108645
490,25.760428,57.571965
491,23.958717,73.073868
492,2.465517,4.537367
493,7.535041,11.610964
494,7.567739,13.353582
495,4.818384,7.56295
496,7.626667,12.343886
497,6.085106,10.576086
498,0.252633,0.507172
499,0.304594,0.587339
500,0.690459,1.195681
501,0.236326,0.432
502,0.441989,0.761905
503,0.290909,0.619351
504,0.08867,0.048461
505,0.090298,0.044101
506,0.53357,0.210659
507,0.492086,0.216216
508,0.504456,0.234028
509,0.227023,0.117647
510,0.0,0.151724
511,0.0,0.216986
512,0.0,0.16
513,0.0,0.23301
514,0.0,0.194594
515,0.0,0.141176
516,0.0,0.627904
517,0.0,0.85751
518,0.0,0.444444
519,0.0,0.409093
520,0.0,0.428571
521,0.0,0.48
522,0.370151,0.482761
523,0.272506,0.309677
524,0.315413,0.416768
525,0.347029,0.398122
526,0.222222,0.266667
527,0.235294,0.282353
528,47.57268,57.299029
529,25.2,19.826087
530,94.654436,151.520186
531,82.817311,33.495547
532,43.527273,40.533333
533,38.304,42.418605
534,9.834162,4.468148
535,9.546961,4.273698
536,16.828655,7.041859
537,10.338515,4.511134
538,9.6,4.188889
539,8.64,3.77
540,23.977433,12.382075
541,17.065417,9.983646
542,28.791871,14.830508
543,14.416056,8.100477
544,35.379813,18.75
545,33.585775,18.229167
546,97.135916,24.444272
547,136.042403,33.273381
548,31.381132,8.698899
549,31.142802,8.24918
550,55.44,13.242105
551,58.289175,16.128205
552,6.470588,2.909836
553,6.024426,2.795284
554,14.233494,6.97742
555,5.847176,2.652618
556,7.135097,3.410544
557,6.769231,3.323077
558,18.730858,12.727273
559,16.166728,12.70971
560,161.461687,148.841165
561,22.602817,15.110958
562,74.434137,52.694971
563,36.472727,23.809524
564,2.61918,2.864336
565,3.679272,3.76111
566,3.619464,5.168802
567,2.304556,3.315708
568,2.6,3.917526
569,2.253333,2.533333
570,7.933421,10.781671
571,14.580455,15.717493
572,8.531519,11.671972
573,5.1168,5.35038
574,7.061593,6.553191
575,6.510638,7.162791
576,21.699849,5899.803536
577,17.2,74.512431
578,19.042857,98.041136
579,16.157576,97.753906
580,19.748148,168.339032
581,15.682353,195.406039
582,9.638821,21.913139
583,9.96875,22.978723
584,13.449701,31.706422
585,9.732236,22.153846
586,15.518835,37.565217
587,12.76,37.565217
588,6.1834,21.934158
589,5.820146,23.251917
590,43.936058,268.635044
591,12.115613,50.797816
592,18.093661,64.56241
593,10.674419,41.625
594,1.420586,8.679961
595,1.393939,8.454545
596,1.545595,10.528302
597,1.391592,8.511893
598,1.38,8.37
599,1.38,8.37
600,1.315542,1.8
601,6.068195,8.196721
602,1.05,1.515801
603,0.77368,1.19483
604,1.05,1.65
605,1.431818,2.275862
606,3.72212,2.8
607,4.213437,3.324175
608,12.423566,11.449936
609,7.218995,8.931012
610,707.18232,933.333333
611,432.432432,526.88172
612,2.573529,2.821372
613,3.000017,6.066873
614,2.130431,3.974168
615,2.632133,3.099901
616,3.230749,6.439103
617,2.916667,5.789474
618,2.05593,4.22833
619,1.257136,2.471764
620,1.438532,2.804776
621,1.203502,2.716981
622,1.225,2.335123
623,1.152941,2.4
624,2.377938,6.668733
625,2.321608,6.43299
626,2.381443,6.709677
627,2.329404,6.45515
628,2.31,6.24
629,2.31,6.24
630,3.56071,10.740966
631,2.871795,9.75
632,3.239653,10.567793
633,3.236994,10.947368
634,2.8,9.36
635,2.8,9.36
636,11.508305,35.602679
637,5.717277,17.058824
638,11.052632,44.594179
639,15.608919,49.962411
640,8.088889,22.785714
641,6.423529,21.266667
642,4.943897,23.478261
643,3.322917,14.4
644,3.430108,16.301887
645,3.357895,14.644068
646,3.19,14.4
647,3.19,15.247059
648,8.725783,47.717366
649,4.517836,24.58758
650,16.100429,84.237052
651,55.21767,336.509078
652,13.377797,52.732394
653,12.234043,55.058824
654,3.467736,14.035488
655,1.127072,8.10989
656,2.965634,14.688321
657,2.265257,14.093652
658,1.457143,9.225
659,1.569231,11.353846
660,0.470151,0.741175
661,0.452261,0.730964
662,0.543104,0.969945
663,0.493151,0.751307
664,0.45,0.72
665,0.45,0.72
666,0.728863,2.178242
667,0.210001,0.935566
668,0.898473,1.414141
669,0.356118,1.762381
670,0.601826,1.75
671,0.5,1.818182
672,1.266338,1.318595
673,0.963933,0.96631
674,3.339031,10.549622
675,1.88764,1.497476
676,2.1875,2.906664
677,1.787234,3.207921
678,4.356674,14.513788
679,1.56701,3.71134
680,2.592927,5.308795
681,2.249586,5.327966
682,1.688889,4.0
683,1.788235,4.235294
684,4.67979,5.506593
685,3.833333,4.354167
686,6.204687,6.761785
687,8.499827,9.729528
688,4.6,4.644444
689,4.329412,4.917647
690,30.156815,24.952902
691,8.467783,7.893938
692,73.70283,53.367797
693,36.750294,34.540445
694,15.957447,13.371429
695,21.027841,16.325581
696,33.763066,54.388489
697,22.8,35.576471
698,30.563485,49.463491
699,40.8,60.840174
700,21.533333,33.6
701,22.8,35.576471
702,131.479221,146.700659
703,138.18313,169.259713
704,231.592859,296.040949
705,149.723405,178.544991
706,114.877778,125.955556
707,121.635294,133.364706
708,685.641892,825.352954
709,1052.263182,880.889739
710,774.04222,900.1222
711,961.574908,1469.770535
712,624.461538,631.371429
713,541.2,589.28
714,1078.980044,1088.335559
715,1101.922511,1025.818332
716,6021.779483,6382.043488
717,2754.868659,2613.432907
718,3860.22529,3428.930344
719,3484.818104,3173.953488
720,7.236923,4.634834
721,12.539185,5.141176
722,8.833869,5.366638
723,8.290331,5.184728
724,14.341463,6.474074
725,12.510638,5.141176
726,11.076923,10.831726
727,14.776202,12.546656
728,19.867001,15.32013
729,19.425858,17.336012
730,10.285714,9.3
731,9.6,9.847059
732,10.419895,13.124938
733,9.848485,12.060302
734,12.1875,12.765957
735,10.612245,13.241379
736,9.75,12.0
737,9.75,14.117647
738,10.714994,8.778674
739,10.285714,7.886598
740,34.095692,13.610404
741,11.731055,10.276181
742,13.885714,8.5
743,11.435294,10.2
744,13.276539,9.961117
745,34.977775,22.969206
746,33.635822,15.445062
747,15.394977,11.45019
748,50.681026,35.365286
749,43.146067,30.627323
750,8.782222,7.020896
751,74.382654,14.837993
752,19.579348,8.437608
753,10.312865,8.225962
754,24.375,9.8
755,18.073171,10.690909
756,4.456296,3.798828
757,5.303768,3.948051
758,8.408999,6.522026
759,4.372093,3.277241
760,38.176465,7.654639
761,36.815823,5.94
762,5.760058,3.425898
763,3.899427,2.723797
764,43.905786,14.969413
765,4.953433,4.410892
766,5.189189,3.284228
767,9.567947,5.942857
768,8.44309,6.06664
769,43.616134,7.3125
770,10.384106,7.5
771,10.855418,6.5
772,23.65507,13.146067
773,25.088,11.7
774,11.965033,7.552448
775,379.452762,239.070282
776,28.918791,16.997167
777,20.933014,18.457595
778,23.625084,14.849954
779,22.96875,15.319149
780,9.540698,5.409075
781,12.229652,6.393141
782,16.764459,8.250024
783,9.684211,5.795455
784,12.266667,5.666667
785,10.823529,5.1
786,8.325,3.128889
787,14.235028,4.42797
788,35.996109,6.268104
789,7.525424,3.320755
790,26.41704,6.769231
791,16.243902,4.591304
792,5.976137,3.888872
793,7.190898,4.925397
794,12.667759,8.165843
795,6.426966,4.430372
796,9.533333,7.142857
797,7.626667,6.25
798,7.813224,4.853312
799,21.245032,7.81981
800,14.74846,7.165605
801,8.096,5.025503
802,12.308042,6.24
803,11.676923,5.505882
804,9.125885,9.046438
805,26.219349,9.426453
806,14.183254,12.494447
807,9.449664,9.566869
808,18.526316,11.489362
809,15.304348,9.0
810,11.57484,10.237452
811,18.934271,10.010695
812,16.382955,21.978022
813,13.06669,10.458101
814,21.0,14.4
815,17.5,11.011765
816,19.144344,24.557854
817,12.253986,66.035081
818,26.327735,20.955499
819,10.520881,11.850256
820,13.404444,20.604677
821,15.08,20.705882
822,28.619596,28.886764
823,15.036801,15.117394
824,26.616395,23.618713
825,15.941867,16.393443
826,17.532643,19.594595
827,20.970588,19.078947
828,2.546465,2.953111
829,2.775275,3.150011
830,4.723926,6.506024
831,2.764117,2.97931
832,3.553846,4.378355
833,2.717647,3.176471
834,0.780665,1.283778
835,2.071508,5.123016
836,2.239842,17.074199
837,0.864618,1.374116
838,1.718745,3.624972
839,1.086957,2.382353
840,0.243479,0.08116
841,0.244898,0.082051
842,0.305732,0.112432
843,0.244069,0.080672
844,0.3,0.1
845,0.24,0.08
846,3.144483,1.078519
847,2.746142,2.783385
848,2.483871,1.348148
849,2.447682,1.093566
850,2.566667,1.1375
851,2.31,0.91
852,5.729537,1.258073
853,3.788235,1.266339
854,7.306392,1.384615
855,12.198356,1.833965
856,7.37399,2.459016
857,4.953846,1.956522
858,1.767849,0.795176
859,1.491713,1.182336
860,4.905345,1.523577
861,1.958821,1.133037
862,5.940855,3.599064
863,4.850357,4.968944
864,69.611715,45.014925
865,114.884832,93.921276
866,218.89703,51.319049
867,225.91944,88.067651
868,207.123048,53.857143
869,267.231638,60.32
870,52.486777,65.146877
871,42.958405,68.728412
872,34.075472,55.2
873,38.597991,56.475248
874,41.676923,65.815385
875,41.676923,57.04
876,27.487549,79.309242
877,29.164576,91.174874
878,25.58741,78.983287
879,27.255543,84.411164
880,27.555556,86.8
881,28.615385,80.123077
882,14.347036,74.783891
883,24.71498,160.663384
884,17.61739,88.000126
885,21.369731,112.431997
886,18.37037,90.485997
887,16.533333,97.043478
888,10.930322,90.965303
889,12.662942,117.573436
890,11.996767,93.297914
891,11.472109,90.662791
892,11.711111,97.4625
893,10.54,91.729412
894,2.096322,50.666667
895,1.837183,39.574058
896,1.655914,32.688172
897,1.642667,31.179487
898,1.711111,43.428571
899,1.54,35.764706
900,12.488222,62.4
901,12.380666,57.443753
902,10.872739,99.190369
903,13.967528,59.240506
904,8.688889,58.5
905,9.2,81.391304
906,45.793276,92.871158
907,14.853769,39.100193
908,25.736117,139.09118
909,15.386674,44.091044
910,27.838296,63.212495
911,36.315243,75.08046
912,13.488747,11.569323
913,121.559128,47.498379
914,16.803653,17.819637
915,22.267941,21.10887
916,12.937399,11.940741
917,21.970149,12.4
918,11.113178,16.313969
919,36.661211,40.137778
920,29.99364,33.660388
921,21.082353,26.810671
922,27.675676,23.5
923,22.123457,21.692308
924,18.529412,29.794456
925,126.293,119.053599
926,32.8125,38.058227
927,19.600035,29.717868
928,70.37848,74.0625
929,52.152318,63.2
930,96.389003,133.458828
931,950.242718,741.684549
932,342.419825,100.827772
933,643.914474,1358.05501
934,471.971067,266.300684
935,329.499229,218.197601
936,49.96215,63.91549
937,58.784235,70.096797
938,258.120587,115.13427
939,71.178215,85.675719
940,90.36282,85.748344
941,60.151899,79.925926
942,28.950846,57.349522
943,72.277798,84.44046
944,446.313066,323.682566
945,21.354626,45.81503
946,53.838951,81.789474
947,69.183336,100.909091
948,20.93204,31.730769
949,20.093093,26.174613
950,3316.715543,1017.376682
951,32.726641,44.228379
952,235.969122,80.480667
953,103.952206,56.134599
954,1.526092,2.444444
955,3.013477,3.791143
956,6.83804,7.924787
957,1.49923,2.725673
958,2.769231,3.384615
959,2.734177,2.933333
960,0.670723,1.420675
961,1.056763,1.563522
962,0.630991,5.111999
963,0.887724,6.08946
964,0.875,4.359198
965,0.763636,4.207144
966,0.96496,0.482917
967,0.366762,0.177904
968,2.845456,0.869754
969,2.29753,1.089176
970,1.130902,0.487359
971,1.153319,0.531456
972,0.961693,3.263708
973,0.089764,0.349669
974,0.219812,0.667891
975,0.40024,1.716738
976,0.417915,1.276895
977,0.231884,0.915499
978,2.017431,1.846722
979,0.849675,1.382807
980,0.463805,0.657462
981,0.678868,1.12181
982,0.585933,0.765957
983,0.5,0.72
984,0.408425,0.707547
985,0.239067,0.458751
986,1.70337,3.500583
987,9.253139,19.946809
988,1.065287,1.756337
989,0.633972,1.260504
990,0.1,0.10244
991,0.357888,0.363655
992,0.119128,0.13932
993,0.090798,0.108006
994,0.088889,0.0875
995,0.08,0.082353
996,0.066667,0.071038
997,0.142661,0.122091
998,0.521322,0.860585
999,0.254117,0.12395
1000,0.155039,0.098361
1001,0.116279,0.086957
1002,0.166845,0.242486
1003,0.162712,0.243477
1004,0.549073,0.739523
1005,0.215096,0.281
1006,0.204255,0.327273
1007,0.141176,0.24
1008,16.5164,4.210526
1009,5.748759,2.843198
1010,49.303944,30.90394
1011,7.18573,3.730183
1012,6.710562,3.2
1013,7.727273,2.823529
1014,17.994442,5.813149
1015,14.595186,4.338036
1016,33.914679,12.541057
1017,18.941868,5.166687
1018,15.159091,5.283019
1019,16.469136,6.363636
1020,11.643952,1.815981
1021,26.748882,3.863264
1022,42.082252,5.142056
1023,11.388216,2.00677
1024,13.247312,1.98
1025,14.325581,1.856262
1026,232.606582,105.167062
1027,41.133567,12.158311
1028,89.716122,25.521733
1029,49.913582,18.715274
1030,281.370737,69.996354
1031,213.729744,52.140853
1032,28.024615,16.66981
1033,126.760563,63.1098
1034,73.340419,53.42681
1035,60.906781,41.299405
1036,45.54,24.109091
1037,30.36,17.68
1038,42.377538,24.757161
1039,111.146262,45.0045
1040,170.605374,62.280188
1041,41.468852,20.341985
1042,60.228571,28.333333
1043,75.285714,29.565217
1044,44.018261,32.0
1045,40.871481,46.751951
1046,208.695652,168.57253
1047,92.890198,426.527958
1048,337.924702,156.731573
1049,142.213062,58.966292
1050,40.500362,22.894309
1051,81.098477,40.425695
1052,514.986376,261.127596
1053,46.282408,35.080726
1054,853.754941,282.730924
1055,625.568887,228.819068
1056,62.799959,52.5
1057,391.387357,557.917109
1058,146.56816,88.458298
1059,280.35253,89.924207
1060,176.995395,58.605196
1061,90.145112,56.0
1062,30.570071,20.474162
1063,44.277015,31.505169
1064,426.582698,437.469586
1065,75.02186,46.835113
1066,408.053266,216.470022
1067,207.112971,132.850598
1068,11.046598,4.936881
1069,16.306401,6.363728
1070,38.984501,12.959335
1071,29.330758,9.927845
1072,15.870865,6.283333
1073,14.909091,6.032
1074,1.445899,0.937185
1075,1.428345,0.903584
1076,1.832727,1.038462
1077,1.49491,0.920455
1078,1.4,0.81
1079,1.26,0.81
1080,0.385966,0.090588
1081,1.032098,0.238769
1082,0.525679,0.111191
1083,0.380952,0.08805
1084,0.964289,0.182292
1085,0.873795,0.212121
1086,0.0,0.405118
1087,0.0,0.728863
1088,0.0,0.21615
1089,0.0,0.24631
1090,0.0,0.287998
1091,0.0,0.324324
1092,0.0875,0.092562
1093,0.164138,0.135384
1094,0.119411,0.151852
1095,0.084848,0.101266
1096,0.1,0.13913
1097,0.082353,0.123077
1098,0.497776,0.0
1099,0.472234,0.0
1100,1.664759,0.0
1101,0.465224,0.0
1102,0.457143,0.0
1103,0.426667,0.0
1104,4.954074,14.870962
1105,5.631071,18.885065
1106,6.430769,24.850575
1107,4.923077,21.53476
1108,4.102564,22.949574
1109,3.764706,17.058824
1110,2.165615,17.141176
1111,2.253662,18.2125
1112,2.329412,19.426667
1113,3.379498,19.507293
1114,5.204082,37.464877
1115,3.923077,22.0
1116,54.605263,72.246696
1117,47.817487,73.590451
1118,119.327167,126.153846
1119,254.318789,46.373517
1120,47.076923,34.0
1121,77.890909,38.4
1122,891.036907,190.163934
1123,408.772071,1413.726748
1124,305.53212,411.462709
1125,56.833063,49.923195
1126,62.842084,42.142857
1127,43.4,38.35
1128,46.106462,86.597804
1129,86.943768,130.782438
1130,522.198732,3219.806763
1131,261.992864,214.845938
1132,118.598947,62.951412
1133,441.34016,274.811895
1134,38.19469,29.4
1135,70.744347,60.260014
1136,72.08,59.364814
1137,24.189695,23.883339
1138,14.452691,16.519736
1139,16.033333,16.64
1140,1.560284,5.082377
1141,0.947078,3.2
1142,1.147826,4.173913
1143,5.179758,20.956816
1144,4.357923,17.126842
1145,6.780568,21.244635
1146,10.361907,10.618102
1147,2131.25,1014.767932
1148,16.178773,42.45741
1149,3.271959,15.45772
1150,10.428517,50.962627
1151,2.0,7.012987
1152,1.202673,1.647067
1153,2.406632,2.715325
1154,2.463167,2.298851
1155,0.580738,1.504482
1156,0.727273,2.002141
1157,0.933333,2.618182
1158,2.236524,1.546507
1159,3.261991,3.949693
1160,1.896762,1.727273
1161,2.597938,1.475879
1162,1.875335,1.079076
1163,1.68,0.984615
1164,6.280992,6.70655
1165,11.527028,10.341991
1166,3.677396,4.0
1167,6.45682,5.390071
1168,44.658716,23.549462
1169,59.925094,27.25724
