bb_idx,MT_TransHLA,WT_TransHLA
322,0.224033,0.299892
323,0.224033,0.299892
324,0.233367,0.258058
325,0.233367,0.258058
326,0.233367,0.258058
327,0.480452,0.391432
328,0.480452,0.391432
329,0.480452,0.391432
330,0.234257,0.12281
331,0.234257,0.12281
332,0.234257,0.12281
333,0.490293,0.609351
334,0.490293,0.609351
335,0.490293,0.609351
336,0.49484,0.525263
337,0.49484,0.525263
338,0.49484,0.525263
339,0.232726,0.230225
340,0.232726,0.230225
341,0.232726,0.230225
342,0.467258,0.442436
343,0.467258,0.442436
344,0.467258,0.442436
345,0.557219,0.499694
346,0.557219,0.499694
347,0.557219,0.499694
348,0.815867,0.663352
349,0.815867,0.663352
350,0.815867,0.663352
351,0.746301,0.871981
352,0.746301,0.871981
353,0.746301,0.871981
354,0.183335,0.245531
355,0.183335,0.245531
356,0.183335,0.245531
357,0.645791,0.799496
358,0.645791,0.799496
359,0.645791,0.799496
360,0.093457,0.763978
361,0.093457,0.763978
362,0.093457,0.763978
363,0.517498,0.472156
364,0.517498,0.472156
365,0.517498,0.472156
366,0.024097,0.023047
367,0.024097,0.023047
368,0.024097,0.023047
369,0.01388,0.015727
370,0.01388,0.015727
371,0.01388,0.015727
372,0.00406,0.003203
373,0.00406,0.003203
374,0.00406,0.003203
375,0.027182,0.058906
376,0.027182,0.058906
377,0.027182,0.058906
378,0.045327,0.018591
379,0.045327,0.018591
380,0.045327,0.018591
381,0.624588,0.660958
382,0.624588,0.660958
383,0.624588,0.660958
384,0.025824,0.023083
385,0.025824,0.023083
386,0.025824,0.023083
387,0.019498,0.012767
388,0.019498,0.012767
389,0.019498,0.012767
390,0.32239,0.235123
391,0.32239,0.235123
392,0.32239,0.235123
393,0.044133,0.07063
394,0.044133,0.07063
395,0.044133,0.07063
396,0.165207,0.100288
397,0.165207,0.100288
398,0.165207,0.100288
399,0.117834,0.104172
400,0.117834,0.104172
401,0.117834,0.104172
402,0.047201,0.040026
403,0.047201,0.040026
404,0.047201,0.040026
405,0.462587,0.402419
406,0.462587,0.402419
407,0.462587,0.402419
408,0.005396,0.006832
409,0.005396,0.006832
410,0.005396,0.006832
411,0.023893,0.010886
412,0.023893,0.010886
413,0.023893,0.010886
414,0.085167,0.080235
415,0.085167,0.080235
416,0.085167,0.080235
417,0.015466,0.023557
418,0.015466,0.023557
419,0.015466,0.023557
420,0.391113,0.561948
421,0.391113,0.561948
422,0.391113,0.561948
423,0.006741,0.015708
424,0.006741,0.015708
425,0.006741,0.015708
426,0.017848,0.024842
427,0.017848,0.024842
428,0.017848,0.024842
429,0.008243,0.016469
430,0.008243,0.016469
431,0.008243,0.016469
432,0.534084,0.030718
433,0.534084,0.030718
434,0.534084,0.030718
435,0.534084,0.030718
436,0.534084,0.030718
437,0.534084,0.030718
438,0.792412,0.874372
439,0.792412,0.874372
440,0.792412,0.874372
441,0.792412,0.874372
442,0.792412,0.874372
443,0.792412,0.874372
444,0.087053,0.046258
445,0.087053,0.046258
446,0.087053,0.046258
447,0.087053,0.046258
448,0.087053,0.046258
449,0.087053,0.046258
450,0.016198,0.016642
451,0.016198,0.016642
452,0.016198,0.016642
453,0.016198,0.016642
454,0.016198,0.016642
455,0.016198,0.016642
456,0.858069,0.766626
457,0.858069,0.766626
458,0.858069,0.766626
459,0.858069,0.766626
460,0.858069,0.766626
461,0.858069,0.766626
462,0.027663,0.02225
463,0.027663,0.02225
464,0.027663,0.02225
465,0.027663,0.02225
466,0.027663,0.02225
467,0.027663,0.02225
468,0.257393,0.275009
469,0.257393,0.275009
470,0.257393,0.275009
471,0.257393,0.275009
472,0.257393,0.275009
473,0.257393,0.275009
474,0.145377,0.113031
475,0.145377,0.113031
476,0.145377,0.113031
477,0.145377,0.113031
478,0.145377,0.113031
479,0.145377,0.113031
480,0.27781,0.322537
481,0.27781,0.322537
482,0.27781,0.322537
483,0.27781,0.322537
484,0.27781,0.322537
485,0.27781,0.322537
486,0.889825,0.937767
487,0.889825,0.937767
488,0.889825,0.937767
489,0.889825,0.937767
490,0.889825,0.937767
491,0.889825,0.937767
492,0.224456,0.274153
493,0.224456,0.274153
494,0.224456,0.274153
495,0.224456,0.274153
496,0.224456,0.274153
497,0.224456,0.274153
498,0.138974,0.201401
499,0.138974,0.201401
500,0.138974,0.201401
501,0.138974,0.201401
502,0.138974,0.201401
503,0.138974,0.201401
504,0.334794,0.324268
505,0.334794,0.324268
506,0.334794,0.324268
507,0.334794,0.324268
508,0.334794,0.324268
509,0.334794,0.324268
510,0.218113,0.239456
511,0.218113,0.239456
512,0.218113,0.239456
513,0.218113,0.239456
514,0.218113,0.239456
515,0.218113,0.239456
516,0.115925,0.088505
517,0.115925,0.088505
518,0.115925,0.088505
519,0.115925,0.088505
520,0.115925,0.088505
521,0.115925,0.088505
522,0.111512,0.086027
523,0.111512,0.086027
524,0.111512,0.086027
525,0.111512,0.086027
526,0.111512,0.086027
527,0.111512,0.086027
528,0.115992,0.078793
529,0.115992,0.078793
530,0.115992,0.078793
531,0.115992,0.078793
532,0.115992,0.078793
533,0.115992,0.078793
534,0.013809,0.005965
535,0.013809,0.005965
536,0.013809,0.005965
537,0.013809,0.005965
538,0.013809,0.005965
539,0.013809,0.005965
540,0.211213,0.107118
541,0.211213,0.107118
542,0.211213,0.107118
543,0.211213,0.107118
544,0.211213,0.107118
545,0.211213,0.107118
546,0.168684,0.033799
547,0.168684,0.033799
548,0.168684,0.033799
549,0.168684,0.033799
550,0.168684,0.033799
551,0.168684,0.033799
552,0.173034,0.056111
553,0.173034,0.056111
554,0.173034,0.056111
555,0.173034,0.056111
556,0.173034,0.056111
557,0.173034,0.056111
558,0.47226,0.278696
559,0.47226,0.278696
560,0.47226,0.278696
561,0.47226,0.278696
562,0.47226,0.278696
563,0.47226,0.278696
564,0.142771,0.100519
565,0.142771,0.100519
566,0.142771,0.100519
567,0.142771,0.100519
568,0.142771,0.100519
569,0.142771,0.100519
570,0.031943,0.018782
571,0.031943,0.018782
572,0.031943,0.018782
573,0.031943,0.018782
574,0.031943,0.018782
575,0.031943,0.018782
576,0.034803,0.640429
577,0.034803,0.640429
578,0.034803,0.640429
579,0.034803,0.640429
580,0.034803,0.640429
581,0.034803,0.640429
582,0.008039,0.018412
583,0.008039,0.018412
584,0.008039,0.018412
585,0.008039,0.018412
586,0.008039,0.018412
587,0.008039,0.018412
588,0.033347,0.106601
589,0.033347,0.106601
590,0.033347,0.106601
591,0.033347,0.106601
592,0.033347,0.106601
593,0.033347,0.106601
594,0.00674,0.012984
595,0.00674,0.012984
596,0.00674,0.012984
597,0.00674,0.012984
598,0.00674,0.012984
599,0.00674,0.012984
600,0.013822,0.055972
601,0.013822,0.055972
602,0.013822,0.055972
603,0.013822,0.055972
604,0.013822,0.055972
605,0.013822,0.055972
606,0.254998,0.85527
607,0.254998,0.85527
608,0.254998,0.85527
609,0.254998,0.85527
610,0.254998,0.85527
611,0.254998,0.85527
612,0.031694,0.107453
613,0.031694,0.107453
614,0.031694,0.107453
615,0.031694,0.107453
616,0.031694,0.107453
617,0.031694,0.107453
618,0.087396,0.183858
619,0.087396,0.183858
620,0.087396,0.183858
621,0.087396,0.183858
622,0.087396,0.183858
623,0.087396,0.183858
624,0.035592,0.025217
625,0.035592,0.025217
626,0.035592,0.025217
627,0.035592,0.025217
628,0.035592,0.025217
629,0.035592,0.025217
630,0.009599,0.008636
631,0.009599,0.008636
632,0.009599,0.008636
633,0.009599,0.008636
634,0.009599,0.008636
635,0.009599,0.008636
636,0.05669,0.082368
637,0.05669,0.082368
638,0.05669,0.082368
639,0.05669,0.082368
640,0.05669,0.082368
641,0.05669,0.082368
642,0.021855,0.041291
643,0.021855,0.041291
644,0.021855,0.041291
645,0.021855,0.041291
646,0.021855,0.041291
647,0.021855,0.041291
648,0.64622,0.701844
649,0.64622,0.701844
650,0.64622,0.701844
651,0.64622,0.701844
652,0.64622,0.701844
653,0.64622,0.701844
654,0.049202,0.0409
655,0.049202,0.0409
656,0.049202,0.0409
657,0.049202,0.0409
658,0.049202,0.0409
659,0.049202,0.0409
660,0.075797,0.044583
661,0.075797,0.044583
662,0.075797,0.044583
663,0.075797,0.044583
664,0.075797,0.044583
665,0.075797,0.044583
666,0.302159,0.095897
667,0.302159,0.095897
668,0.302159,0.095897
669,0.302159,0.095897
670,0.302159,0.095897
671,0.302159,0.095897
672,0.03258,0.184175
673,0.03258,0.184175
674,0.03258,0.184175
675,0.03258,0.184175
676,0.03258,0.184175
677,0.03258,0.184175
678,0.068852,0.083113
679,0.068852,0.083113
680,0.068852,0.083113
681,0.068852,0.083113
682,0.068852,0.083113
683,0.068852,0.083113
684,0.214825,0.141957
685,0.214825,0.141957
686,0.214825,0.141957
687,0.214825,0.141957
688,0.214825,0.141957
689,0.214825,0.141957
690,0.180104,0.121091
691,0.180104,0.121091
692,0.180104,0.121091
693,0.180104,0.121091
694,0.180104,0.121091
695,0.180104,0.121091
696,0.140473,0.116887
697,0.140473,0.116887
698,0.140473,0.116887
699,0.140473,0.116887
700,0.140473,0.116887
701,0.140473,0.116887
702,0.09533,0.122596
703,0.09533,0.122596
704,0.09533,0.122596
705,0.09533,0.122596
706,0.09533,0.122596
707,0.09533,0.122596
708,0.151392,0.313095
709,0.151392,0.313095
710,0.151392,0.313095
711,0.151392,0.313095
712,0.151392,0.313095
713,0.151392,0.313095
714,0.481076,0.574361
715,0.481076,0.574361
716,0.481076,0.574361
717,0.481076,0.574361
718,0.481076,0.574361
719,0.481076,0.574361
720,0.034794,0.032822
721,0.034794,0.032822
722,0.034794,0.032822
723,0.034794,0.032822
724,0.034794,0.032822
725,0.034794,0.032822
726,0.054261,0.098059
727,0.054261,0.098059
728,0.054261,0.098059
729,0.054261,0.098059
730,0.054261,0.098059
731,0.054261,0.098059
732,0.053259,0.05233
733,0.053259,0.05233
734,0.053259,0.05233
735,0.053259,0.05233
736,0.053259,0.05233
737,0.053259,0.05233
738,0.019412,0.027895
739,0.019412,0.027895
740,0.019412,0.027895
741,0.019412,0.027895
742,0.019412,0.027895
743,0.019412,0.027895
744,0.166279,0.164315
745,0.166279,0.164315
746,0.166279,0.164315
747,0.166279,0.164315
748,0.166279,0.164315
749,0.166279,0.164315
750,0.008433,0.01476
751,0.008433,0.01476
752,0.008433,0.01476
753,0.008433,0.01476
754,0.008433,0.01476
755,0.008433,0.01476
756,0.04759,0.05491
757,0.04759,0.05491
758,0.04759,0.05491
759,0.04759,0.05491
760,0.04759,0.05491
761,0.04759,0.05491
762,0.023541,0.010803
763,0.023541,0.010803
764,0.023541,0.010803
765,0.023541,0.010803
766,0.023541,0.010803
767,0.023541,0.010803
768,0.719604,0.178834
769,0.719604,0.178834
770,0.719604,0.178834
771,0.719604,0.178834
772,0.719604,0.178834
773,0.719604,0.178834
774,0.708052,0.506744
775,0.708052,0.506744
776,0.708052,0.506744
777,0.708052,0.506744
778,0.708052,0.506744
779,0.708052,0.506744
780,0.151798,0.07435
781,0.151798,0.07435
782,0.151798,0.07435
783,0.151798,0.07435
784,0.151798,0.07435
785,0.151798,0.07435
786,0.308401,0.060616
787,0.308401,0.060616
788,0.308401,0.060616
789,0.308401,0.060616
790,0.308401,0.060616
791,0.308401,0.060616
792,0.017749,0.00855
793,0.017749,0.00855
794,0.017749,0.00855
795,0.017749,0.00855
796,0.017749,0.00855
797,0.017749,0.00855
798,0.010265,0.005078
799,0.010265,0.005078
800,0.010265,0.005078
801,0.010265,0.005078
802,0.010265,0.005078
803,0.010265,0.005078
804,0.007045,0.01657
805,0.007045,0.01657
806,0.007045,0.01657
807,0.007045,0.01657
808,0.007045,0.01657
809,0.007045,0.01657
810,0.008764,0.005517
811,0.008764,0.005517
812,0.008764,0.005517
813,0.008764,0.005517
814,0.008764,0.005517
815,0.008764,0.005517
816,0.148195,0.458141
817,0.148195,0.458141
818,0.148195,0.458141
819,0.148195,0.458141
820,0.148195,0.458141
821,0.148195,0.458141
822,0.435651,0.398038
823,0.435651,0.398038
824,0.435651,0.398038
825,0.435651,0.398038
826,0.435651,0.398038
827,0.435651,0.398038
828,0.035285,0.039823
829,0.035285,0.039823
830,0.035285,0.039823
831,0.035285,0.039823
832,0.035285,0.039823
833,0.035285,0.039823
834,0.096329,0.10578
835,0.096329,0.10578
836,0.096329,0.10578
837,0.096329,0.10578
838,0.096329,0.10578
839,0.096329,0.10578
840,0.058345,0.073051
841,0.058345,0.073051
842,0.058345,0.073051
843,0.058345,0.073051
844,0.058345,0.073051
845,0.058345,0.073051
846,0.012298,0.034189
847,0.012298,0.034189
848,0.012298,0.034189
849,0.012298,0.034189
850,0.012298,0.034189
851,0.012298,0.034189
852,0.041078,0.011675
853,0.041078,0.011675
854,0.041078,0.011675
855,0.041078,0.011675
856,0.041078,0.011675
857,0.041078,0.011675
858,0.024326,0.100228
859,0.024326,0.100228
860,0.024326,0.100228
861,0.024326,0.100228
862,0.024326,0.100228
863,0.024326,0.100228
864,0.120392,0.002671
865,0.120392,0.002671
866,0.120392,0.002671
867,0.120392,0.002671
868,0.120392,0.002671
869,0.120392,0.002671
870,0.011975,0.003596
871,0.011975,0.003596
872,0.011975,0.003596
873,0.011975,0.003596
874,0.011975,0.003596
875,0.011975,0.003596
876,0.015914,0.017048
877,0.015914,0.017048
878,0.015914,0.017048
879,0.015914,0.017048
880,0.015914,0.017048
881,0.015914,0.017048
882,0.007486,0.007311
883,0.007486,0.007311
884,0.007486,0.007311
885,0.007486,0.007311
886,0.007486,0.007311
887,0.007486,0.007311
888,0.000828,0.001664
889,0.000828,0.001664
890,0.000828,0.001664
891,0.000828,0.001664
892,0.000828,0.001664
893,0.000828,0.001664
894,0.025093,0.019598
895,0.025093,0.019598
896,0.025093,0.019598
897,0.025093,0.019598
898,0.025093,0.019598
899,0.025093,0.019598
900,0.005621,0.003119
901,0.005621,0.003119
902,0.005621,0.003119
903,0.005621,0.003119
904,0.005621,0.003119
905,0.005621,0.003119
906,0.143321,0.049728
907,0.143321,0.049728
908,0.143321,0.049728
909,0.143321,0.049728
910,0.143321,0.049728
911,0.143321,0.049728
912,0.764396,0.245017
913,0.764396,0.245017
914,0.764396,0.245017
915,0.764396,0.245017
916,0.764396,0.245017
917,0.764396,0.245017
918,0.127538,0.179995
919,0.127538,0.179995
920,0.127538,0.179995
921,0.127538,0.179995
922,0.127538,0.179995
923,0.127538,0.179995
924,0.446081,0.456839
925,0.446081,0.456839
926,0.446081,0.456839
927,0.446081,0.456839
928,0.446081,0.456839
929,0.446081,0.456839
930,0.60443,0.572946
931,0.60443,0.572946
932,0.60443,0.572946
933,0.60443,0.572946
934,0.60443,0.572946
935,0.60443,0.572946
936,0.17702,0.145362
937,0.17702,0.145362
938,0.17702,0.145362
939,0.17702,0.145362
940,0.17702,0.145362
941,0.17702,0.145362
942,0.36722,0.394522
943,0.36722,0.394522
944,0.36722,0.394522
945,0.36722,0.394522
946,0.36722,0.394522
947,0.36722,0.394522
948,0.481093,0.497547
949,0.481093,0.497547
950,0.481093,0.497547
951,0.481093,0.497547
952,0.481093,0.497547
953,0.481093,0.497547
954,0.103468,0.124323
955,0.103468,0.124323
956,0.103468,0.124323
957,0.103468,0.124323
958,0.103468,0.124323
959,0.103468,0.124323
960,0.079162,0.486368
961,0.079162,0.486368
962,0.079162,0.486368
963,0.079162,0.486368
964,0.079162,0.486368
965,0.079162,0.486368
966,0.419224,0.553342
967,0.419224,0.553342
968,0.419224,0.553342
969,0.419224,0.553342
970,0.419224,0.553342
971,0.419224,0.553342
972,0.46937,0.499162
973,0.46937,0.499162
974,0.46937,0.499162
975,0.46937,0.499162
976,0.46937,0.499162
977,0.46937,0.499162
978,0.30407,0.299538
979,0.30407,0.299538
980,0.30407,0.299538
981,0.30407,0.299538
982,0.30407,0.299538
983,0.30407,0.299538
984,0.76877,0.736423
985,0.76877,0.736423
986,0.76877,0.736423
987,0.76877,0.736423
988,0.76877,0.736423
989,0.76877,0.736423
990,0.15012,0.15976
991,0.15012,0.15976
992,0.15012,0.15976
993,0.15012,0.15976
994,0.15012,0.15976
995,0.15012,0.15976
996,0.044877,0.039977
997,0.044877,0.039977
998,0.044877,0.039977
999,0.044877,0.039977
1000,0.044877,0.039977
1001,0.044877,0.039977
1002,0.012235,0.02637
1003,0.012235,0.02637
1004,0.012235,0.02637
1005,0.012235,0.02637
1006,0.012235,0.02637
1007,0.012235,0.02637
1008,0.331503,0.370706
1009,0.331503,0.370706
1010,0.331503,0.370706
1011,0.331503,0.370706
1012,0.331503,0.370706
1013,0.331503,0.370706
1014,0.217745,0.225552
1015,0.217745,0.225552
1016,0.217745,0.225552
1017,0.217745,0.225552
1018,0.217745,0.225552
1019,0.217745,0.225552
1020,0.219591,0.258389
1021,0.219591,0.258389
1022,0.219591,0.258389
1023,0.219591,0.258389
1024,0.219591,0.258389
1025,0.219591,0.258389
1026,0.584986,0.544514
1027,0.584986,0.544514
1028,0.584986,0.544514
1029,0.584986,0.544514
1030,0.584986,0.544514
1031,0.584986,0.544514
1032,0.067947,0.072201
1033,0.067947,0.072201
1034,0.067947,0.072201
1035,0.067947,0.072201
1036,0.067947,0.072201
1037,0.067947,0.072201
1038,0.072114,0.131658
1039,0.072114,0.131658
1040,0.072114,0.131658
1041,0.072114,0.131658
1042,0.072114,0.131658
1043,0.072114,0.131658
1044,0.093775,0.234334
1045,0.093775,0.234334
1046,0.093775,0.234334
1047,0.093775,0.234334
1048,0.093775,0.234334
1049,0.093775,0.234334
1050,0.778637,0.184492
1051,0.778637,0.184492
1052,0.778637,0.184492
1053,0.778637,0.184492
1054,0.778637,0.184492
1055,0.778637,0.184492
1056,0.142698,0.0515
1057,0.142698,0.0515
1058,0.142698,0.0515
1059,0.142698,0.0515
1060,0.142698,0.0515
1061,0.142698,0.0515
1062,0.504148,0.528829
1063,0.504148,0.528829
1064,0.504148,0.528829
1065,0.504148,0.528829
1066,0.504148,0.528829
1067,0.504148,0.528829
1068,0.20551,0.203342
1069,0.20551,0.203342
1070,0.20551,0.203342
1071,0.20551,0.203342
1072,0.20551,0.203342
1073,0.20551,0.203342
1074,0.041023,0.043818
1075,0.041023,0.043818
1076,0.041023,0.043818
1077,0.041023,0.043818
1078,0.041023,0.043818
1079,0.041023,0.043818
1080,0.263945,0.167866
1081,0.263945,0.167866
1082,0.263945,0.167866
1083,0.263945,0.167866
1084,0.263945,0.167866
1085,0.263945,0.167866
1086,0.330664,0.400081
1087,0.330664,0.400081
1088,0.330664,0.400081
1089,0.330664,0.400081
1090,0.330664,0.400081
1091,0.330664,0.400081
1092,0.04413,0.053974
1093,0.04413,0.053974
1094,0.04413,0.053974
1095,0.04413,0.053974
1096,0.04413,0.053974
1097,0.04413,0.053974
1098,0.03977,0.040726
1099,0.03977,0.040726
1100,0.03977,0.040726
1101,0.03977,0.040726
1102,0.03977,0.040726
1103,0.03977,0.040726
1104,0.03304,0.029076
1105,0.03304,0.029076
1106,0.03304,0.029076
1107,0.068166,0.108731
1108,0.068166,0.108731
1109,0.068166,0.108731
1110,0.011417,0.021245
1111,0.011417,0.021245
1112,0.011417,0.021245
1113,0.003814,0.025657
1114,0.003814,0.025657
1115,0.003814,0.025657
1116,0.07126,0.086096
1117,0.07126,0.086096
1118,0.07126,0.086096
1119,0.007273,0.003588
1120,0.007273,0.003588
1121,0.007273,0.003588
1122,0.648195,0.211019
1123,0.648195,0.211019
1124,0.648195,0.211019
1125,0.016487,0.006979
1126,0.016487,0.006979
1127,0.016487,0.006979
1128,0.207959,0.436419
1129,0.207959,0.436419
1130,0.207959,0.436419
1131,0.256799,0.40442
1132,0.256799,0.40442
1133,0.256799,0.40442
1134,0.04406,0.040755
1135,0.04406,0.040755
1136,0.04406,0.040755
1137,0.195272,0.202996
1138,0.195272,0.202996
1139,0.195272,0.202996
1140,0.02652,0.02459
1141,0.02652,0.02459
1142,0.02652,0.02459
1143,0.548077,0.5626
1144,0.548077,0.5626
1145,0.548077,0.5626
1146,0.602113,0.678216
1147,0.602113,0.678216
1148,0.602113,0.678216
1149,0.091728,0.207256
