path,dataset,modality,split,label,pair_role
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00010020_004.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00019643_035.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00028081_006.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00030079_060.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00006583_002.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00020234_006.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00021361_002.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00008701_008.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00013620_001.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00005457_007.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00015622_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00007946_004.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00026366_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00017186_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00023459_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00008972_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00014626_008.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00025787_019.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00008440_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00017721_001.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00029863_012.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00014706_028.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00029670_013.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00009321_013.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00000466_004.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00005857_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00013457_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00004821_004.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00015843_018.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00012645_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00005682_013.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00018544_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00007257_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00018318_001.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00003208_001.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00025204_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00015044_013.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00004948_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00005052_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00003159_008.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00003393_058.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00004239_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00008401_006.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00011571_004.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00020621_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00030129_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00025385_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00012303_007.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00015917_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00023093_007.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00030525_001.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00022444_002.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00025830_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00013471_020.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00007626_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00012874_016.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00009589_006.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00020408_007.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00007274_007.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00013019_004.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00019781_001.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00016036_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00026132_006.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00013471_019.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00010188_008.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00003909_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00006626_006.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00011340_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00004947_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00003629_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00004132_008.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00010959_007.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00014054_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00008394_002.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00017105_001.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00014972_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00017806_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00011034_015.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00006642_044.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00022325_001.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00004519_013.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00007920_003.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00020624_005.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00011478_001.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00026109_006.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00021931_001.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00009488_003.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00021752_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00001518_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00006695_006.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00017651_006.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00006026_001.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00004461_010.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00029809_003.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00028526_009.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00012387_004.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00026470_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00010334_011.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00022021_001.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00005684_006.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00018505_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00003393_004.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00000032_049.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00013744_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00010531_083.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00009218_026.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00000731_007.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00010936_002.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00018686_005.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00010052_004.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00015376_024.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00010509_004.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00021111_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00021008_001.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00014006_008.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00027340_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00018630_001.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00028532_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00006436_001.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00006304_044.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00028105_004.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00020085_015.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00009185_004.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00004822_021.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00007624_028.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00001029_003.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00010805_045.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00026032_004.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00029617_010.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00007916_006.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00004822_029.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00001836_083.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00010103_011.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00016630_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00014731_002.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00004491_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00024308_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00009638_002.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00010452_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00030090_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00018360_062.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00027285_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00004381_037.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00003933_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00009892_027.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00001648_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00011136_004.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00019861_015.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00019058_003.png,NIH_CXR14,CXR,all,normal,cross_source_id
D:\YJ-Agent\project\meeting\Med-NCA\NCA-JEPA\data\nih_cxr14\images-224\images-224\00030175_000.png,NIH_CXR14,CXR,all,normal,cross_source_id
