isic_id,target,j,pr,pd,pe
ISIC_7132222,0,63,0.003036737907677889,0.004023842513561249,0.0016986432019621134
ISIC_5101111,0,64,0.8169019818305969,0.9659050107002258,0.027809878811240196
ISIC_3236399,0,65,0.0004379339225124568,0.0009950189851224422,6.928179936949164e-05
ISIC_7945429,0,66,0.000987766426987946,0.3309003412723541,0.006301895249634981
ISIC_5018520,0,67,0.0004212161584291607,0.0019075231393799186,5.178656647331081e-05
ISIC_1110691,0,68,0.00025094716693274677,0.6752303242683411,0.00046218946226872504
ISIC_6381999,0,69,0.9806717038154602,0.957862377166748,0.9988526105880737
ISIC_5397818,0,70,3.5261600714875385e-05,0.00014718946476932615,3.90555287594907e-05
ISIC_8133350,1,71,0.9052374958992004,0.9139485359191895,0.9132086038589478
ISIC_3846717,0,72,1.2978530321561266e-05,0.024361835792660713,3.916335481335409e-05
ISIC_1100665,0,73,2.708492502279114e-05,0.005454277154058218,0.00023670634254813194
ISIC_4278349,0,74,0.0037222427781671286,0.1574062705039978,0.006180140655487776
ISIC_5876289,0,75,7.308033673325554e-05,0.18191252648830414,0.0012200548080727458
ISIC_2685044,0,76,0.0013262471184134483,0.8888705372810364,0.00010992602619808167
ISIC_5070701,0,77,0.0014867894351482391,0.0009646413382142782,0.002039412036538124
ISIC_5830274,0,78,2.6031502784462646e-05,0.0014023167314007878,1.4407351955014747e-05
ISIC_1709233,0,79,7.193972851382568e-05,0.00034241730463691056,4.065237590111792e-05
ISIC_5169967,0,80,0.06839243322610855,0.02052675560116768,0.0038926443085074425
ISIC_5919794,0,81,0.017938273027539253,0.11232010275125504,0.0068309130147099495
ISIC_6269556,0,82,0.00011944175639655441,0.00863667856901884,0.00038785641663707793
ISIC_1432485,0,83,0.10918830335140228,0.9799490571022034,0.004351524170488119
ISIC_2142072,0,84,0.0005683973431587219,0.0016174267511814833,0.00021676384494639933
ISIC_1139248,0,85,0.0001759511505952105,0.039312273263931274,0.0007884232909418643
ISIC_2461027,0,86,0.0008121947757899761,0.002062516985461116,0.0004631509364116937
ISIC_4547148,0,87,2.0218327335896902e-05,0.005143787246197462,0.00017055195348802954
ISIC_2945310,0,88,7.030498636595439e-06,2.894487261073664e-05,5.4989518503134605e-06
ISIC_3548393,0,89,7.309818465728313e-05,0.9420549273490906,0.001810808083973825
ISIC_6258919,0,90,0.11848770827054977,0.28181880712509155,0.09353716671466827
ISIC_4532882,0,91,0.0020570112392306328,0.264619380235672,0.0033934747334569693
ISIC_3586262,0,92,6.568293611053377e-05,0.008445738814771175,8.626816998003051e-05
ISIC_0922552,0,93,0.28302720189094543,0.09375575929880142,0.005930632818490267
ISIC_6255069,0,94,0.004327429924160242,0.6155524253845215,0.0037929597310721874
ISIC_2768594,0,95,0.0008650565287098289,0.2549471855163574,0.00016190049063879997
ISIC_3564461,0,96,0.0003280264791101217,0.0018694015452638268,0.0001405439106747508
ISIC_5796495,0,97,0.0020743240602314472,0.001248980057425797,0.0006856749532744288
ISIC_8435105,0,98,0.18343132734298706,0.8499487042427063,0.5972073078155518
ISIC_2976789,0,99,0.0004921570071019232,0.00042209969251416624,0.00023213571694213897
ISIC_1696862,0,100,0.0001673866354394704,0.0034012077376246452,6.446729094022885e-05
ISIC_9452525,0,101,0.0002105027815559879,0.019700000062584877,4.7773948608664796e-05
ISIC_5039900,0,102,6.41432634438388e-05,0.043424081057310104,0.0005808657733723521
ISIC_6093041,0,103,0.003083476796746254,0.0025086698587983847,0.0014388401759788394
ISIC_4742252,0,104,7.430539699271321e-05,0.000117887495434843,4.4057196646463126e-05
ISIC_7115605,0,105,0.9993057250976562,0.9999798536300659,0.9977030158042908
ISIC_1133347,0,106,4.054072269354947e-05,0.016980040818452835,0.00028890545945614576
ISIC_6115394,0,107,1.7003882021526806e-05,0.005774007178843021,1.1099897164967842e-05
ISIC_8846959,0,108,0.0050103082321584225,0.12496916204690933,0.0007518521160818636
ISIC_9989680,0,109,6.62348757032305e-05,0.00010110525181517005,0.00010165347339352593
ISIC_4345522,0,110,0.0001320845476584509,0.07781583070755005,0.00030373461777344346
ISIC_7920543,0,111,5.742115172324702e-05,0.0014950665645301342,3.290808308520354e-05
ISIC_3037138,0,112,0.0002769734710454941,0.00029741012258455157,0.00010533228487474844
ISIC_1630209,0,113,0.01119789108633995,0.21552301943302155,0.008227821439504623
ISIC_5042770,0,114,0.035068612545728683,0.996432900428772,0.9812028408050537
ISIC_0637539,0,115,0.0006980301113799214,0.0048522730357944965,0.00018098115106113255
ISIC_9651698,0,116,0.0001598770177224651,0.0001409943652106449,0.00017412228044122458
ISIC_9851371,0,117,1.480536229792051e-05,0.0009813957149162889,1.310926836595172e-05
ISIC_7054632,0,118,0.0001776033459464088,0.0003306195139884949,0.00012892705854028463
ISIC_2163734,0,119,0.001266893115825951,0.19154022634029388,0.0010255547240376472
ISIC_2221212,0,120,0.0014056521467864513,0.008089837618172169,0.00023362385400105268
ISIC_9636460,0,121,0.0031438444275408983,0.006550965830683708,0.003907519392669201
ISIC_9545150,0,122,0.12202251702547073,0.9061957597732544,0.09346134215593338
ISIC_8630300,0,123,0.00399670610204339,0.9849370121955872,0.017923060804605484
ISIC_0261499,0,124,0.003428199328482151,0.5231766700744629,0.017151160165667534
ISIC_3918318,0,125,2.864263478841167e-05,0.00449501583352685,0.00044765559141524136
ISIC_2470542,0,126,1.7597050828044303e-05,0.0002542565343901515,1.5560921383439563e-05
ISIC_2757276,0,127,0.04899236932396889,0.8223580718040466,0.009432556107640266
ISIC_6485050,0,128,0.1642800271511078,0.9705552458763123,0.4229954779148102
ISIC_9465081,0,129,0.00013902175123803318,0.005810515023767948,0.0003364482254255563
ISIC_8575776,0,130,0.005258127581328154,0.00105915660969913,0.0006811934872530401
ISIC_5391415,0,131,0.0013228007592260838,0.9994888305664062,0.03597689047455788
ISIC_6466318,0,132,8.637888822704554e-05,0.667874813079834,0.0012045444454997778
ISIC_4082515,0,133,0.0008504060679115355,0.0009570240508764982,0.00029124011052772403
ISIC_0906999,0,134,0.0006001999136060476,0.20222172141075134,0.010644413530826569
ISIC_0164297,0,135,0.004907682538032532,0.7823578715324402,0.001662148628383875
ISIC_0664115,0,136,0.0014911622274667025,0.002800700720399618,0.0008606931660324335
ISIC_0077472,0,137,2.0635836335713975e-05,0.01896781101822853,0.000518159766215831
ISIC_8767074,0,138,0.02261371724307537,0.025998331606388092,0.02179849147796631
ISIC_1961213,0,139,0.003271704073995352,0.47843629121780396,0.01615113765001297
ISIC_6728205,0,140,0.008542812429368496,0.6636465191841125,0.001986169721931219
ISIC_1815346,0,141,0.054798293858766556,0.031599968671798706,0.005022265482693911
ISIC_3740449,0,142,2.104431769112125e-05,0.0025237889494746923,0.00019738799892365932
ISIC_8174981,0,143,0.0007967957062646747,0.0004253196239005774,0.0005560517311096191
ISIC_4628654,0,144,0.947428822517395,0.947428822517395,0.8664616942405701
ISIC_1046786,0,145,0.0032429995480924845,0.004025312140583992,0.004143946338444948
ISIC_2885968,0,146,0.0004819007299374789,0.0011532825883477926,0.0004730194341391325
ISIC_1235597,0,147,1.8744327462627552e-05,6.781789852539077e-05,1.1240296771575231e-05
ISIC_0914920,0,148,0.0003238249337300658,0.001892382511869073,0.00019353195966687053
ISIC_8594757,0,149,0.00040927474037744105,0.0028001118917018175,0.00018113823898602277
ISIC_1066052,0,150,0.015362702310085297,0.05960683897137642,0.006799438036978245
ISIC_3971920,0,151,0.0008074874640442431,0.9454957246780396,0.011866414919495583
ISIC_9797612,0,152,0.9937118291854858,0.9802317023277283,0.9922681450843811
ISIC_6628721,0,153,0.000747988058719784,0.9717469811439514,0.39554038643836975
ISIC_3598123,0,154,0.004333024378865957,0.04149998351931572,0.00021001281857024878
ISIC_6592334,0,155,0.0002596902777440846,0.7710617184638977,0.0011766809038817883
ISIC_0364641,0,156,7.455201739503536e-06,0.025934219360351562,1.1180682122358121e-05
ISIC_5037592,0,157,0.0016553662717342377,0.03670438006520271,0.000541619083378464
ISIC_4770452,0,158,6.430630310205743e-05,0.0017690826207399368,8.783623343333602e-05
ISIC_8506622,0,159,0.00032758552697487175,0.09072423726320267,0.0006540121976286173
ISIC_1924232,0,160,3.1567829864798114e-05,0.00016302932635881007,1.911657273012679e-05
ISIC_6243910,0,161,2.8331740395515226e-05,0.0001511949667474255,1.1306477972539142e-05
ISIC_4791461,0,162,0.00011863990948768333,0.15677373111248016,0.00023490926832892
ISIC_1871497,0,163,0.036147404462099075,0.02123125270009041,0.0038233210798352957
ISIC_8957571,0,164,9.425570169696584e-06,8.27574694994837e-06,1.0171443136641756e-05
ISIC_4869740,0,165,0.00021273840684443712,0.0883897915482521,0.0011160684516653419
ISIC_9753451,0,166,0.0009380928240716457,0.8500213027000427,0.0011506935115903616
ISIC_5531796,0,167,1.4816520888416562e-05,5.966327807982452e-05,6.637626484007342e-06
ISIC_8487328,0,168,0.001819137716665864,0.0370454303920269,0.0013837128644809127
ISIC_9105740,0,169,0.0020974441431462765,0.3822019696235657,0.002417225856333971
ISIC_4545717,0,170,0.9767756462097168,0.9902501702308655,0.9912050366401672
ISIC_4348579,0,171,0.00016721065912861377,0.00016721065912861377,0.00021303640096448362
ISIC_1859500,0,172,0.0002681901678442955,0.0010455995798110962,0.00015532960242126137
ISIC_0488192,0,173,2.8654740162892267e-05,0.04394885525107384,0.00015378631360363215
ISIC_0849256,0,174,3.677382119349204e-05,0.004593000281602144,3.474438199191354e-05
ISIC_7238139,0,175,0.0010389061644673347,0.06900203227996826,0.0019119350472465158
ISIC_8249854,1,176,0.9951323866844177,0.9998164772987366,0.9999446868896484
ISIC_2803212,0,177,0.0004892108263447881,0.018645089119672775,0.0001369100355077535
ISIC_6458249,0,178,0.0005258439923636615,0.000517199223395437,0.0001654821098782122
ISIC_5563693,0,179,0.006146606523543596,0.9921848177909851,0.6673547625541687
ISIC_3814474,0,180,0.018602879717946053,0.9992557168006897,0.26969781517982483
ISIC_0699772,0,181,0.0014419901417568326,0.0009205091628246009,0.0015650347340852022
ISIC_3253098,0,182,7.106441444193479e-06,0.006206642836332321,2.037548074440565e-05
ISIC_6192108,0,183,0.022162925451993942,0.981494665145874,0.26639705896377563
ISIC_0409172,0,184,0.9316968321800232,0.9316968321800232,0.980252742767334
ISIC_9530113,0,185,0.0014398701023310423,0.011432002298533916,0.01159576140344143
ISIC_9480417,0,186,0.0005816255579702556,0.11583289504051208,0.00012580402835737914
ISIC_3444221,0,187,0.0003748477902263403,0.0007325780461542308,0.0002985735482070595
ISIC_7306860,0,188,0.0008096429519355297,0.01151091605424881,0.0016468052053824067
ISIC_4863784,0,189,9.899910946842283e-05,0.022309569641947746,3.189890048815869e-05
ISIC_0170696,0,190,0.003185342298820615,0.04541025683283806,0.0010776246199384332
ISIC_8340895,0,191,0.0005531997885555029,0.0052387104369699955,0.003328107763081789
ISIC_0331389,0,192,0.0004915166646242142,0.052236974239349365,0.002607988193631172
ISIC_1912578,0,193,0.0007897475152276456,0.5059579610824585,0.00024674824089743197
ISIC_9089757,0,194,0.0011383084347471595,0.34759777784347534,0.0011808037525042892
ISIC_2972948,0,195,0.0006735669448971748,0.0013728830963373184,0.0005463998531922698
ISIC_2063071,0,196,0.0002443364355713129,0.39904141426086426,0.0009631646680645645
ISIC_3946019,0,197,0.0013480375055223703,0.04172364994883537,0.001081562601029873
ISIC_5981087,0,198,9.176057210424915e-05,0.05093950405716896,0.0002989538188558072
ISIC_4497032,0,199,0.0005806490080431104,0.09113156050443649,0.0009251918527297676
ISIC_8502248,0,200,0.004115455783903599,0.015618789941072464,0.0016086747637018561
ISIC_1497576,0,201,0.0013943976955488324,0.0004705872852355242,0.00038002364453859627
ISIC_0636587,0,202,0.036512698978185654,0.9982485771179199,0.01425804290920496
ISIC_6687927,0,203,2.215413041994907e-05,0.004575089551508427,3.519075471558608e-05
ISIC_0737354,0,204,0.0003427380579523742,0.20308242738246918,0.00032901528174988925
ISIC_0648752,0,205,2.4230774215538986e-05,0.005913871806114912,3.144263246213086e-05
ISIC_8150821,0,206,0.0017235309351235628,0.028234967961907387,0.015373856760561466
ISIC_6081738,0,207,3.227495835744776e-05,0.4378686547279358,0.0001973272010218352
ISIC_0815664,0,208,0.00011642825120361522,0.003658134490251541,0.0002757629845291376
ISIC_1566381,0,209,0.3445667028427124,0.32191577553749084,0.4598691761493683
ISIC_2099059,0,210,0.003712720237672329,0.00635177455842495,0.002564400667324662
ISIC_4629476,0,211,1.399303164362209e-05,0.005671115126460791,3.7590463762171566e-05
ISIC_6854168,0,212,0.031722694635391235,0.8129534125328064,0.14486707746982574
ISIC_6289684,0,213,0.6884579658508301,0.22699850797653198,0.1428651064634323
ISIC_6322207,0,214,0.1050930991768837,0.659844696521759,0.0036687178071588278
ISIC_1626033,0,215,0.0004035133169963956,0.0009017405682243407,0.00033981484011746943
ISIC_0967540,0,216,0.965665876865387,0.9984331727027893,0.9877637028694153
ISIC_1003703,0,217,7.726260264462326e-06,0.0007192278862930834,4.894216999673517e-06
ISIC_0747101,0,218,0.6447288393974304,0.7122933864593506,0.7089741826057434
ISIC_4657078,0,219,0.9998283386230469,0.9882623553276062,0.9727674126625061
ISIC_2236275,0,220,0.0016852256376296282,0.9813292026519775,0.005836525931954384
ISIC_3394520,1,221,0.33620917797088623,0.399732768535614,0.07930255681276321
ISIC_7255551,0,222,0.31563109159469604,0.9977191090583801,0.7683055996894836
ISIC_9059293,0,223,0.0003536234435159713,0.000531395897269249,0.00035518198274075985
ISIC_3650668,0,224,0.007082437630742788,0.007082437630742788,0.006004213821142912
ISIC_9328512,0,225,4.908830305794254e-05,0.004917794838547707,0.00029214585083536804
ISIC_1504363,0,226,0.0036082440055906773,0.6457504034042358,0.02097010426223278
ISIC_6076242,0,227,4.6475903218379244e-05,0.027361219748854637,0.0012717703357338905
ISIC_6413170,0,228,8.137051190715283e-05,0.12260186672210693,0.0007937453337945044
ISIC_0924701,0,229,6.701263919239864e-05,0.0014011588646098971,0.0003704513655975461
ISIC_4382004,0,230,0.0004219600814394653,0.47027459740638733,0.0013554900651797652
ISIC_6577767,0,231,0.028144637122750282,0.09752985835075378,0.027683528140187263
ISIC_6954782,0,232,0.00015430376515723765,0.1504906862974167,2.2536245523951948e-05
ISIC_3042633,0,233,0.00010871617269003764,0.00011027101572835818,8.293144492199644e-05
ISIC_0654269,0,234,0.015742916613817215,0.008895613253116608,6.945729546714574e-05
ISIC_2679138,0,235,0.38366857171058655,0.880527913570404,0.44514721632003784
ISIC_8206325,0,236,8.83976899785921e-05,0.0003623313969001174,3.436008410062641e-05
ISIC_6953334,0,237,0.6803683042526245,0.8452900648117065,0.5808519721031189
ISIC_7711715,0,238,0.001139923231676221,0.9727042317390442,0.0008153116214089096
ISIC_3868858,0,239,0.0033047974575310946,0.005996167194098234,0.005400851368904114
ISIC_8843592,0,240,9.362949640490115e-05,0.00019770330982282758,5.3215368097880855e-05
ISIC_9280358,0,241,0.0009384119766764343,0.0009384119766764343,0.0008773937588557601
ISIC_8679149,0,242,5.398992288974114e-05,0.0030644568614661694,6.768828461645171e-05
ISIC_8816195,0,243,0.214858278632164,0.8498706817626953,0.0021574373822659254
ISIC_6855540,0,244,9.835587843554094e-05,0.03216836228966713,0.0010111824376508594
ISIC_4188644,0,245,0.08304987102746964,0.058206021785736084,0.033156830817461014
ISIC_8357679,0,246,8.359777712030336e-05,0.0028204619884490967,2.965082057926338e-05
ISIC_4884712,0,247,0.001212789909914136,0.8666421175003052,0.0019454131834208965
ISIC_5813338,0,248,0.0016485134838148952,0.0662882924079895,0.005855286959558725
ISIC_8134125,0,249,0.0010851738043129444,0.05364733189344406,0.0031406572088599205
ISIC_1071371,0,250,0.005008758511394262,0.6160554885864258,0.0008538719266653061
ISIC_9668332,0,251,0.002570193260908127,0.4283038377761841,0.03413517028093338
ISIC_0156772,0,252,0.0015791798941791058,0.8438965082168579,0.0007449860568158329
ISIC_8357164,0,253,0.00012081195745849982,0.06241251900792122,7.550561713287607e-05
ISIC_2983041,0,254,0.36540815234184265,0.9999597072601318,0.9972971081733704
ISIC_2017991,0,255,4.469879058888182e-06,0.02265031263232231,1.8039721908280626e-05
ISIC_5351400,0,256,0.001111774006858468,0.001111774006858468,0.000749716127756983
ISIC_3981101,0,257,0.0005002366378903389,0.018466299399733543,0.00032807810930535197
ISIC_8491192,0,258,0.006311750505119562,0.004543134476989508,0.0006528974627144635
ISIC_0835985,0,259,3.9914128137752414e-05,7.088868005666882e-05,1.6628015146125108e-05
ISIC_9934553,0,260,0.015070008113980293,0.2507909834384918,0.004430655390024185
ISIC_7205378,0,261,0.0002179534058086574,0.0006330448668450117,0.00028649767045862973
ISIC_5864677,0,262,4.1929374674509745e-06,4.2265342926839367e-05,8.451210305793211e-06
ISIC_6644699,0,263,0.00020159303676337004,0.0004517658380791545,0.005218709819018841
ISIC_9971280,0,264,0.00029618971166200936,0.0003081682079937309,0.00016461090126540512
ISIC_5230345,0,265,0.0012256217887625098,0.0022658102679997683,0.0026156515814363956
ISIC_7888517,0,266,0.0006643665838055313,0.010771825909614563,0.002591992262750864
ISIC_6937199,0,267,4.884557711193338e-05,0.21051156520843506,5.125731331645511e-05
ISIC_1710970,0,268,5.559661076404154e-05,3.3869684557430446e-05,3.927511352230795e-05
ISIC_2119008,0,269,0.00025248454767279327,0.010560170747339725,0.000691719469614327
ISIC_9650685,0,270,2.0201137886033393e-05,2.7576741558732465e-05,2.1995905626681633e-05
ISIC_1395664,0,271,0.9642878174781799,0.98614501953125,0.9596611261367798
ISIC_4413508,0,272,0.2908248007297516,0.9908990859985352,0.051919177174568176
ISIC_6475049,0,273,0.0002400836965534836,0.1887608915567398,0.00022868321684654802
ISIC_8144706,0,274,0.00038662104634568095,0.17951513826847076,0.00020742593915201724
ISIC_8954656,0,275,0.00020518171368166804,0.0005720325279980898,0.0006163442158140242
ISIC_0769700,0,276,0.0038221916183829308,0.0034115693997591734,0.0015783702256157994
ISIC_3368733,0,277,4.9513226258568466e-05,0.08368733525276184,0.00016833336849231273
ISIC_0565743,0,278,0.7119587063789368,0.70203697681427,0.0773526281118393
ISIC_7139908,0,279,0.03769073635339737,0.31100258231163025,0.0010851641418412328
ISIC_8962744,0,280,4.7934041504049674e-05,0.008778735063970089,0.0001778397272573784
ISIC_9403241,0,281,0.00504988944157958,0.007454604376107454,0.01876831240952015
ISIC_4781205,0,282,0.00018522838945500553,0.003112863516435027,4.435744267539121e-05
ISIC_6605541,0,283,0.005301495082676411,0.9361594915390015,0.010831549763679504
ISIC_0605145,0,284,0.006307433824986219,0.0613752119243145,0.003401398193091154
ISIC_7032085,0,285,0.0013037004973739386,0.005135916639119387,0.00035842705983668566
ISIC_0163812,0,286,0.7351989150047302,0.9568014144897461,0.8797821998596191
ISIC_8680421,0,287,0.0005326911341398954,0.25644710659980774,0.00030553064425475895
ISIC_7214989,0,288,0.00018899251881521195,0.00022637199435848743,0.00021416998060885817
ISIC_9211175,0,289,0.0017013895558193326,0.13436684012413025,0.011365367099642754
ISIC_4901330,0,290,0.025752082467079163,0.9836751818656921,0.2680392861366272
ISIC_9909792,0,291,0.00016615154163446277,0.014733749441802502,0.0001665029994910583
ISIC_0683925,0,292,0.0029114719945937395,0.9851133823394775,0.023259025067090988
ISIC_9492750,0,293,0.00956557784229517,0.6845077276229858,0.0050386181101202965
ISIC_8363791,0,294,1.8509019355406053e-05,0.28172141313552856,2.189081351389177e-05
ISIC_4580231,0,295,0.005766174755990505,0.005326131824404001,0.0026247394271194935
ISIC_9191261,0,296,0.00018466672918293625,0.033068444579839706,0.003925022669136524
ISIC_2897249,0,297,7.630238542333245e-05,0.06964712589979172,0.0005372461746446788
ISIC_3488556,0,298,0.010143856517970562,0.727846086025238,0.18080365657806396
ISIC_0754555,0,299,0.00024051876971498132,0.3394695222377777,0.00023368888651020825
ISIC_7839092,0,300,3.8422826037276536e-05,0.0005037817172706127,1.72254913195502e-05
ISIC_5280199,0,301,8.477222581859678e-05,0.5212119817733765,0.00024422607384622097
ISIC_9443820,0,302,6.910902811796404e-06,0.0015270645963028073,9.68264248513151e-06
ISIC_0206758,0,303,0.00025802559684962034,0.2948688566684723,0.0008910142933018506
ISIC_1807395,0,304,0.021192753687500954,0.023171113803982735,0.002331817988306284
ISIC_2131812,0,305,0.013434763997793198,0.4435840845108032,0.09303832799196243
ISIC_4845540,0,306,0.001105884206481278,0.04728955030441284,0.0025017859879881144
ISIC_1897327,0,307,1.986213646887336e-05,0.03286120668053627,0.00015228940173983574
ISIC_2351242,0,308,0.0003346895973663777,0.15178924798965454,0.0009796269005164504
ISIC_8567027,0,309,4.470153362490237e-05,0.14784373342990875,7.392691622953862e-05
ISIC_0872420,0,310,0.006546412128955126,0.2281089723110199,0.002658095909282565
ISIC_2130800,0,311,0.009229537099599838,0.6872146129608154,0.09461556375026703
ISIC_9665206,0,312,5.094018342788331e-05,0.0013280190760269761,0.0009177043102681637
ISIC_1745477,0,313,4.7471407015109435e-05,0.1950613558292389,0.01270434632897377
ISIC_2428554,0,314,0.9996271133422852,0.9999997615814209,0.999997615814209
ISIC_9217340,0,315,0.043562792241573334,0.036140326410532,0.017025738954544067
ISIC_3456960,0,316,3.079474117839709e-05,3.4852168028010055e-05,3.893173925462179e-05
ISIC_9433388,0,317,1.142782457463909e-05,0.0008909980533644557,2.4193966964958236e-05
ISIC_8170665,0,318,0.00029575315420515835,0.0021471381187438965,0.00031562012736685574
ISIC_8394715,0,319,0.7014905214309692,0.9989444613456726,0.10625775903463364
ISIC_5757319,0,320,3.2202897273236886e-05,2.6796329620992765e-05,2.730594133026898e-05
ISIC_7901786,0,321,0.00018711909069679677,0.2013891339302063,1.9647523004096e-05
ISIC_7564217,0,322,0.00042872634367085993,0.0007036672905087471,0.0005162161542102695
ISIC_8609722,0,323,0.00024505454348400235,0.0006070656818337739,0.00010201248369412497
ISIC_3512935,0,324,0.18699911236763,0.23005636036396027,0.12246447801589966
ISIC_6522402,0,325,0.0002428308071102947,0.001118920394219458,6.991136615397409e-05
ISIC_5157055,0,326,0.1320350021123886,0.9690247774124146,0.4070011079311371
ISIC_7492471,0,327,0.003451748052611947,0.0034003285691142082,0.004996606148779392
ISIC_8841824,0,328,0.000536183884833008,0.0037908090744167566,0.00010713092342484742
ISIC_1763183,0,329,0.0005707191303372383,0.001677101943641901,0.0007053094450384378
ISIC_4957778,0,330,0.003970155492424965,0.20671343803405762,0.009804710745811462
