bb_idx,MT_IEDB_Calis,WT_IEDB_Calis
76,-0.04053,0.14397
77,-0.04053,0.14397
78,-0.04053,0.14397
79,-0.04053,0.14397
80,-0.03649,0.23001
81,-0.03649,0.23001
82,-0.03649,0.23001
83,-0.03649,0.23001
84,-0.03804,0.25921
85,-0.03804,0.25921
86,-0.03804,0.25921
87,-0.03804,0.25921
88,-0.27828,0.02922
89,-0.27828,0.02922
90,-0.27828,0.02922
91,-0.27828,0.02922
92,-0.39199,-0.07424
93,-0.39199,-0.07424
94,-0.39199,-0.07424
95,-0.39199,-0.07424
96,-0.20494,-0.10244
97,-0.20494,-0.10244
98,-0.20494,-0.10244
99,-0.20494,-0.10244
100,-0.03365,-0.03365
101,-0.03365,-0.03365
102,-0.03365,-0.03365
103,-0.03365,-0.03365
104,0.06736,0.06736
105,0.06736,0.06736
106,0.06736,0.06736
107,0.06736,0.06736
108,-0.31458,-0.31458
109,-0.31458,-0.31458
110,-0.31458,-0.31458
111,-0.31458,-0.31458
112,-0.36985,-0.27697
113,-0.36985,-0.27697
114,-0.36985,-0.27697
115,-0.36985,-0.27697
116,-0.26386,-0.1297
117,-0.26386,-0.1297
118,-0.26386,-0.1297
119,-0.26386,-0.1297
120,-0.08269,0.06695
121,-0.08269,0.06695
122,-0.08269,0.06695
123,-0.08269,0.06695
124,-0.02948,0.12532
125,-0.02948,0.12532
126,-0.02948,0.12532
127,-0.02948,0.12532
128,-0.04287,0.11709
129,-0.04287,0.11709
130,-0.04287,0.11709
131,-0.04287,0.11709
132,0.00337,0.05497
133,0.00337,0.05497
134,0.00337,0.05497
135,0.00337,0.05497
136,0.00381,0.00381
137,0.00381,0.00381
138,0.00381,0.00381
139,0.00381,0.00381
140,-0.04396,-0.04396
141,-0.04396,-0.04396
142,-0.04396,-0.04396
143,-0.04396,-0.04396
144,0.16606,0.16606
145,0.16606,0.16606
146,0.16606,0.16606
147,0.16606,0.16606
148,0.06744,0.11298
149,0.06744,0.11298
150,0.06744,0.11298
151,0.06744,0.11298
152,0.066,0.13178
153,0.066,0.13178
154,0.066,0.13178
155,0.066,0.13178
156,0.08488,0.15825
157,0.08488,0.15825
158,0.08488,0.15825
159,0.08488,0.15825
160,0.11254,0.18844
161,0.11254,0.18844
162,0.11254,0.18844
163,0.11254,0.18844
164,0.1461,0.22453
165,0.1461,0.22453
166,0.1461,0.22453
167,0.1461,0.22453
168,0.14116,0.16646
169,0.14116,0.16646
170,0.14116,0.16646
171,0.14116,0.16646
172,0.17347,0.17347
173,0.17347,0.17347
174,0.17347,0.17347
175,0.17347,0.17347
176,0.22136,0.22136
177,0.22136,0.22136
178,0.22136,0.22136
179,0.22136,0.22136
180,0.05339,0.05339
181,0.05339,0.05339
182,0.05339,0.05339
183,0.05339,0.05339
184,-0.04053,0.14397
185,-0.04053,0.14397
186,-0.04053,0.14397
187,-0.04053,0.14397
188,-0.03649,0.23001
189,-0.03649,0.23001
190,-0.03649,0.23001
191,-0.03649,0.23001
192,-0.03804,0.25921
193,-0.03804,0.25921
194,-0.03804,0.25921
195,-0.03804,0.25921
196,-0.27828,0.02922
197,-0.27828,0.02922
198,-0.27828,0.02922
199,-0.27828,0.02922
200,-0.39199,-0.07424
201,-0.39199,-0.07424
202,-0.39199,-0.07424
203,-0.39199,-0.07424
204,-0.20494,-0.10244
205,-0.20494,-0.10244
206,-0.20494,-0.10244
207,-0.20494,-0.10244
208,-0.03365,-0.03365
209,-0.03365,-0.03365
210,-0.03365,-0.03365
211,-0.03365,-0.03365
212,0.06736,0.06736
213,0.06736,0.06736
214,0.06736,0.06736
215,0.06736,0.06736
216,-0.22594,-0.22594
217,-0.22594,-0.22594
218,-0.22594,-0.22594
219,-0.22594,-0.22594
220,-0.2588,-0.25862
221,-0.2588,-0.25862
222,-0.2588,-0.25862
223,-0.2588,-0.25862
224,-0.20274,-0.20248
225,-0.20274,-0.20248
226,-0.20274,-0.20248
227,-0.20274,-0.20248
228,-0.00236,-0.00207
229,-0.00236,-0.00207
230,-0.00236,-0.00207
231,-0.00236,-0.00207
232,0.00397,0.00427
233,0.00397,0.00427
234,0.00397,0.00427
235,0.00397,0.00427
236,0.02516,0.02547
237,0.02516,0.02547
238,0.02516,0.02547
239,0.02516,0.02547
240,0.04537,0.04547
241,0.04537,0.04547
242,0.04537,0.04547
243,0.04537,0.04547
244,-0.05033,-0.05033
245,-0.05033,-0.05033
246,-0.05033,-0.05033
247,-0.05033,-0.05033
248,-0.21726,-0.21726
249,-0.21726,-0.21726
250,-0.21726,-0.21726
251,-0.21726,-0.21726
252,-0.17551,-0.17551
253,-0.17551,-0.17551
254,-0.17551,-0.17551
255,-0.17551,-0.17551
256,-0.3988,-0.46
257,-0.3988,-0.46
258,-0.3988,-0.46
259,-0.3988,-0.46
260,-0.31716,-0.40556
261,-0.31716,-0.40556
262,-0.31716,-0.40556
263,-0.31716,-0.40556
264,-0.06065,-0.15925
265,-0.06065,-0.15925
266,-0.06065,-0.15925
267,-0.06065,-0.15925
268,-0.02162,-0.12362
269,-0.02162,-0.12362
270,-0.02162,-0.12362
271,-0.02162,-0.12362
272,0.10368,-0.00172
273,0.10368,-0.00172
274,0.10368,-0.00172
275,0.10368,-0.00172
276,0.11946,0.08546
277,0.11946,0.08546
278,0.11946,0.08546
279,0.11946,0.08546
280,-0.08178,-0.08178
281,-0.08178,-0.08178
282,-0.08178,-0.08178
283,-0.08178,-0.08178
284,-0.17832,-0.17832
285,-0.17832,-0.17832
286,-0.17832,-0.17832
287,-0.17832,-0.17832
288,-0.17385,-0.17385
289,-0.17385,-0.17385
290,-0.17385,-0.17385
291,-0.17385,-0.17385
292,-0.17175,-0.16131
293,-0.17175,-0.16131
294,-0.17175,-0.16131
295,-0.17175,-0.16131
296,-0.03447,-0.01939
297,-0.03447,-0.01939
298,-0.03447,-0.01939
299,-0.03447,-0.01939
300,0.17704,0.19386
301,0.17704,0.19386
302,0.17704,0.19386
303,0.17704,0.19386
304,0.23855,0.25595
305,0.23855,0.25595
306,0.23855,0.25595
307,0.23855,0.25595
308,0.19344,0.21142
309,0.19344,0.21142
310,0.19344,0.21142
311,0.19344,0.21142
312,0.17453,0.18033
313,0.17453,0.18033
314,0.17453,0.18033
315,0.17453,0.18033
316,0.14578,0.14578
317,0.14578,0.14578
318,0.14578,0.14578
319,0.14578,0.14578
320,0.01645,0.01645
321,0.01645,0.01645
322,0.01645,0.01645
323,0.01645,0.01645
324,-0.28394,-0.28394
325,-0.28394,-0.28394
326,-0.28394,-0.28394
327,-0.26874,-0.39546
328,-0.26874,-0.39546
329,-0.26874,-0.39546
330,-0.19248,-0.37552
331,-0.19248,-0.37552
332,-0.19248,-0.37552
333,-0.1465,-0.35066
334,-0.1465,-0.35066
335,-0.1465,-0.35066
336,0.0497,-0.1615
337,0.0497,-0.1615
338,0.0497,-0.1615
339,-0.05195,-0.27019
340,-0.05195,-0.27019
341,-0.05195,-0.27019
342,-0.28229,-0.35269
343,-0.28229,-0.35269
344,-0.28229,-0.35269
345,-0.42811,-0.42811
346,-0.42811,-0.42811
347,-0.42811,-0.42811
348,-0.28968,-0.28968
349,-0.28968,-0.28968
350,-0.28968,-0.28968
351,0.33924,0.33924
352,0.33924,0.33924
353,0.33924,0.33924
354,0.3848,0.21038
355,0.3848,0.21038
356,0.3848,0.21038
357,0.33357,0.08163
358,0.33357,0.08163
359,0.33357,0.08163
360,0.31478,0.03377
361,0.31478,0.03377
362,0.31478,0.03377
363,0.23402,-0.05668
364,0.23402,-0.05668
365,0.23402,-0.05668
366,0.25098,-0.04941
367,0.25098,-0.04941
368,0.25098,-0.04941
369,0.20424,0.10734
370,0.20424,0.10734
371,0.20424,0.10734
372,0.20738,0.20738
373,0.20738,0.20738
374,0.20738,0.20738
375,0.22722,0.22722
376,0.22722,0.22722
377,0.22722,0.22722
378,-0.16542,-0.16542
379,-0.16542,-0.16542
380,-0.16542,-0.16542
381,-0.16101,-0.23157
382,-0.16101,-0.23157
383,-0.16101,-0.23157
384,-0.14502,-0.24694
385,-0.14502,-0.24694
386,-0.14502,-0.24694
387,0.00705,-0.10663
388,0.00705,-0.10663
389,0.00705,-0.10663
390,0.07446,-0.04314
391,0.07446,-0.04314
392,0.07446,-0.04314
393,0.07712,-0.0444
394,0.07712,-0.0444
395,0.07712,-0.0444
396,0.02036,-0.01884
397,0.02036,-0.01884
398,0.02036,-0.01884
399,-0.00494,-0.00494
400,-0.00494,-0.00494
401,-0.00494,-0.00494
402,0.0856,0.0856
403,0.0856,0.0856
404,0.0856,0.0856
405,-0.06564,-0.06564
406,-0.06564,-0.06564
407,-0.06564,-0.06564
408,-0.06808,-0.08914
409,-0.06808,-0.08914
410,-0.06808,-0.08914
411,-0.06559,-0.09601
412,-0.06559,-0.09601
413,-0.06559,-0.09601
414,-0.15139,-0.18532
415,-0.15139,-0.18532
416,-0.15139,-0.18532
417,-0.08715,-0.12225
418,-0.08715,-0.12225
419,-0.08715,-0.12225
420,-0.06836,-0.10463
421,-0.06836,-0.10463
422,-0.06836,-0.10463
423,-0.07638,-0.08808
424,-0.07638,-0.08808
425,-0.07638,-0.08808
426,-0.05337,-0.05337
427,-0.05337,-0.05337
428,-0.05337,-0.05337
429,0.07004,0.07004
430,0.07004,0.07004
431,0.07004,0.07004
432,-0.44727,-0.44727
433,-0.44727,-0.44727
434,-0.44727,-0.44727
435,-0.38042,-0.41912
436,-0.38042,-0.41912
437,-0.38042,-0.41912
438,-0.35265,-0.40855
439,-0.35265,-0.40855
440,-0.35265,-0.40855
441,-0.23671,-0.29906
442,-0.23671,-0.29906
443,-0.23671,-0.29906
444,-0.19054,-0.25504
445,-0.19054,-0.25504
446,-0.19054,-0.25504
447,-0.08501,-0.15166
448,-0.08501,-0.15166
449,-0.08501,-0.15166
450,-0.10354,-0.12504
451,-0.10354,-0.12504
452,-0.10354,-0.12504
453,-0.1317,-0.1317
454,-0.1317,-0.1317
455,-0.1317,-0.1317
456,-0.04978,-0.04978
457,-0.04978,-0.04978
458,-0.04978,-0.04978
459,-0.02796,-0.02796
460,-0.02796,-0.02796
461,-0.02796,-0.02796
462,0.02242,-0.02312
463,0.02242,-0.02312
464,0.02242,-0.02312
465,0.0174,-0.04838
466,0.0174,-0.04838
467,0.0174,-0.04838
468,0.00428,-0.06909
469,0.00428,-0.06909
470,0.00428,-0.06909
471,0.05078,-0.02512
472,0.05078,-0.02512
473,0.05078,-0.02512
474,0.11422,0.03579
475,0.11422,0.03579
476,0.11422,0.03579
477,0.04272,0.01742
478,0.04272,0.01742
479,0.04272,0.01742
480,0.08231,0.08231
481,0.08231,0.08231
482,0.08231,0.08231
483,0.07772,0.07772
484,0.07772,0.07772
485,0.07772,0.07772
486,0.02535,0.02535
487,0.02535,0.02535
488,-0.15865,-0.15865
489,-0.04465,-0.04465
490,-0.04465,-0.04465
491,-0.04465,-0.04465
492,-0.04253,-0.02741
493,-0.04253,-0.02741
494,0.08077,0.09589
495,-0.03203,-0.01691
496,-0.03203,-0.01691
497,-0.03203,-0.01691
498,-0.10951,-0.08767
499,-0.10951,-0.08767
500,-0.16901,-0.14717
501,-0.07151,-0.04967
502,-0.07151,-0.04967
503,-0.07151,-0.04967
504,0.09347,0.11783
505,0.09347,0.11783
506,0.21697,0.24133
507,0.05587,0.08023
508,0.05587,0.08023
509,0.05587,0.08023
510,-0.07203,-0.04683
511,-0.07203,-0.04683
512,-0.03593,-0.03593
513,-0.03953,-0.01433
514,-0.03953,-0.01433
515,-0.03953,-0.01433
516,0.06275,0.08879
517,0.06275,0.08879
518,-0.10495,-0.07891
519,0.00905,0.03509
520,0.00905,0.03509
521,0.00905,0.03509
522,0.07625,0.07625
523,0.07625,0.07625
524,-0.02245,-0.01405
525,0.07505,0.08345
526,0.07505,0.08345
527,0.07505,0.08345
528,0.04253,0.04253
529,0.04253,0.04253
530,0.24163,0.24163
531,0.08053,0.08053
532,0.08053,0.08053
533,0.08053,0.08053
534,0.00439,0.00439
535,0.00439,0.00439
536,0.04049,0.04049
537,0.03689,0.03689
538,0.03689,0.03689
539,0.03689,0.03689
540,-0.30545,-0.30545
541,-0.30545,-0.30545
542,-0.30545,-0.30545
543,-0.30905,-0.30905
544,-0.30905,-0.30905
545,-0.30905,-0.30905
546,-0.28346,-0.33854
547,-0.28346,-0.33854
548,-0.28076,-0.33584
549,-0.28706,-0.34214
550,-0.28706,-0.34214
551,-0.28706,-0.34214
552,-0.27597,-0.35553
553,-0.27597,-0.35553
554,-0.06717,-0.14673
555,-0.27717,-0.35673
556,-0.27717,-0.35673
557,-0.27717,-0.35673
558,-0.24922,-0.33796
559,-0.24922,-0.33796
560,-0.08032,-0.16906
561,-0.25132,-0.34006
562,-0.25132,-0.34006
563,-0.25132,-0.34006
564,-0.0922,-0.184
565,-0.0922,-0.184
566,-0.2918,-0.2918
567,-0.1622,-0.254
568,-0.1622,-0.254
569,-0.1622,-0.254
570,0.13995,0.04509
571,0.13995,0.04509
572,0.09375,-0.00111
573,0.08295,-0.01191
574,0.08295,-0.01191
575,0.08295,-0.01191
576,-0.03746,-0.03746
577,-0.03746,-0.03746
578,-0.03236,-0.06296
579,0.00574,-0.02486
580,0.00574,-0.02486
581,0.00574,-0.02486
582,-0.04969,-0.04969
583,-0.04969,-0.04969
584,0.05951,0.05951
585,-0.05329,-0.05329
586,-0.05329,-0.05329
587,-0.05329,-0.05329
588,-0.10524,-0.10524
589,-0.10524,-0.10524
590,-0.22214,-0.22214
591,-0.09254,-0.09254
592,-0.09254,-0.09254
593,-0.09254,-0.09254
594,-0.11574,-0.11574
595,-0.11574,-0.11574
596,-0.14154,-0.14154
597,-0.10854,-0.10854
598,-0.10854,-0.10854
599,-0.10854,-0.10854
600,-0.02666,-0.20702
601,-0.02666,-0.20702
602,0.13234,-0.04802
603,-0.02876,-0.20912
604,-0.02876,-0.20912
605,-0.02876,-0.20912
606,-0.00544,-0.26596
607,-0.00544,-0.26596
608,0.01636,-0.24416
609,0.00556,-0.25496
610,0.00556,-0.25496
611,0.00556,-0.25496
612,0.20388,-0.0867
613,0.20388,-0.0867
614,0.11208,-0.1785
615,0.15018,-0.1404
616,0.15018,-0.1404
617,0.15018,-0.1404
618,0.26305,-0.03755
619,0.26305,-0.03755
620,0.12985,0.12985
621,0.25945,-0.04115
622,0.25945,-0.04115
623,0.25945,-0.04115
624,0.24207,-0.06855
625,0.24207,-0.06855
626,0.21697,-0.09365
627,0.25477,-0.05585
628,0.25477,-0.05585
629,0.25477,-0.05585
630,0.10734,0.10734
631,0.10734,0.10734
632,0.11904,0.01884
633,0.15054,0.05034
634,0.15054,0.05034
635,0.15054,0.05034
636,0.09018,0.09018
637,0.09018,0.09018
638,0.05238,0.05238
639,0.10278,0.10278
640,0.10278,0.10278
641,0.10278,0.10278
642,-0.02856,-0.02856
643,-0.02856,-0.02856
644,-0.01176,-0.01176
645,-0.01806,-0.01806
646,-0.01806,-0.01806
647,-0.01806,-0.01806
648,-0.0362,-0.0362
649,-0.0362,-0.0362
650,-0.0182,-0.0182
651,-0.029,-0.029
652,-0.029,-0.029
653,-0.029,-0.029
654,-0.09399,-0.09237
655,-0.09399,-0.09237
656,-0.11019,-0.10857
657,-0.07719,-0.07557
658,-0.07719,-0.07557
659,-0.07719,-0.07557
660,-0.07078,-0.06844
661,-0.07078,-0.06844
662,0.08672,0.08906
663,-0.07438,-0.07204
664,-0.07438,-0.07204
665,-0.07438,-0.07204
666,-0.07932,-0.07671
667,-0.07932,-0.07671
668,-0.11872,-0.11611
669,-0.06832,-0.06571
670,-0.06832,-0.06571
671,-0.06832,-0.06571
672,0.00484,0.00754
673,0.00484,0.00754
674,-0.04256,-0.04256
675,-0.04886,-0.04616
676,-0.04886,-0.04616
677,-0.04886,-0.04616
678,-0.05543,-0.05264
679,-0.05543,-0.05264
680,-0.06023,-0.05744
681,-0.03863,-0.03584
682,-0.03863,-0.03584
683,-0.03863,-0.03584
684,-0.05601,-0.05601
685,-0.05601,-0.05601
686,-0.09831,-0.09741
687,-0.05811,-0.05721
688,-0.05811,-0.05721
689,-0.05811,-0.05721
690,-0.0604,-0.0604
691,-0.0604,-0.0604
692,0.1079,0.1079
693,-0.0532,-0.0532
694,-0.0532,-0.0532
695,-0.0532,-0.0532
696,-0.06767,-0.06767
697,-0.06767,-0.06767
698,-0.10467,-0.10467
699,-0.05427,-0.05427
700,-0.05427,-0.05427
701,-0.05427,-0.05427
702,0.1074,0.1074
703,0.1074,0.1074
704,0.1614,0.1614
705,0.1506,0.1506
706,0.1506,0.1506
707,0.1506,0.1506
708,0.14777,0.15461
709,0.14777,0.15461
710,0.11117,0.11801
711,0.14417,0.15101
712,0.14417,0.15101
713,0.14417,0.15101
714,0.07454,0.08442
715,0.07454,0.08442
716,-0.02656,-0.01668
717,0.07094,0.08082
718,0.07094,0.08082
719,0.07094,0.08082
720,0.02773,0.03875
721,0.02773,0.03875
722,0.01713,0.02815
723,0.03873,0.04975
724,0.03873,0.04975
725,0.03873,0.04975
726,-0.14465,-0.13325
727,-0.14465,-0.13325
728,-0.13375,-0.13375
729,-0.11215,-0.10075
730,-0.11215,-0.10075
731,-0.11215,-0.10075
732,-0.11992,-0.10814
733,-0.11992,-0.10814
734,0.04838,0.06016
735,-0.11272,-0.10094
736,-0.11272,-0.10094
737,-0.11272,-0.10094
738,-0.10013,-0.10013
739,-0.10013,-0.10013
740,-0.13313,-0.12933
741,-0.09293,-0.08913
742,-0.09293,-0.08913
743,-0.09293,-0.08913
744,0.1,0.1
745,0.1,0.1
746,0.1591,0.1591
747,0.0463,0.0463
748,0.0463,0.0463
749,0.0463,0.0463
750,0.13699,0.13699
751,0.13699,0.13699
752,0.02079,0.02079
753,0.15039,0.15039
754,0.15039,0.15039
755,0.15039,0.15039
756,0.11153,0.11153
757,0.11153,0.11153
758,0.05203,0.05203
759,0.14953,0.14953
760,0.14953,0.14953
761,0.14953,0.14953
762,0.35557,0.32497
763,0.35557,0.32497
764,0.20107,0.17047
765,0.29857,0.26797
766,0.29857,0.26797
767,0.29857,0.26797
768,0.30227,0.25807
769,0.30227,0.25807
770,0.31317,0.26897
771,0.33477,0.29057
772,0.33477,0.29057
773,0.33477,0.29057
774,0.2129,0.1636
775,0.2129,0.1636
776,0.1158,0.0665
777,0.2454,0.1961
778,0.2454,0.1961
779,0.2454,0.1961
780,0.19018,0.13918
781,0.19018,0.13918
782,0.15718,0.15718
783,0.19738,0.14638
784,0.19738,0.14638
785,0.19738,0.14638
786,0.04826,-0.00444
787,0.04826,-0.00444
788,0.05846,0.00576
789,0.09146,0.03876
790,0.09146,0.03876
791,0.09146,0.03876
792,-0.00298,-0.00298
793,-0.00298,-0.00298
794,0.02122,0.00422
795,0.01042,-0.00658
796,0.01042,-0.00658
797,0.01042,-0.00658
798,-0.04824,-0.04824
799,-0.04824,-0.04824
800,-0.02644,-0.02644
801,-0.03724,-0.03724
802,-0.03724,-0.03724
803,-0.03724,-0.03724
804,-0.04824,-0.04824
805,-0.04824,-0.04824
806,-0.04104,-0.04104
807,-0.05184,-0.05184
808,-0.05184,-0.05184
809,-0.05184,-0.05184
810,0.29267,0.29267
811,0.29267,0.29267
812,0.12517,0.12517
813,0.22267,0.22267
814,0.22267,0.22267
815,0.22267,0.22267
816,0.37601,0.36557
817,0.37601,0.36557
818,0.27491,0.26447
819,0.37241,0.36197
820,0.37241,0.36197
821,0.37241,0.36197
822,0.29855,0.28347
823,0.29855,0.28347
824,0.28065,0.26557
825,0.33105,0.31597
826,0.33105,0.31597
827,0.33105,0.31597
828,0.2184,0.20158
829,0.2184,0.20158
830,0.1369,0.12008
831,0.2509,0.23408
832,0.2509,0.23408
833,0.2509,0.23408
834,0.07982,0.06242
835,0.07982,0.06242
836,0.04622,0.04622
837,0.09662,0.07922
838,0.09662,0.07922
839,0.09662,0.07922
840,-0.20346,-0.22144
841,-0.20346,-0.22144
842,-0.15466,-0.17264
843,-0.16546,-0.18344
844,-0.16546,-0.18344
845,-0.16546,-0.18344
846,-0.42395,-0.42395
847,-0.42395,-0.42395
848,-0.42875,-0.43455
849,-0.40715,-0.41295
850,-0.40715,-0.41295
851,-0.40715,-0.41295
852,-0.57806,-0.57806
853,-0.57806,-0.57806
854,-0.42056,-0.42056
855,-0.58166,-0.58166
856,-0.58166,-0.58166
857,-0.58166,-0.58166
858,-0.64896,-0.64896
859,-0.64896,-0.64896
860,-0.43176,-0.43176
861,-0.64176,-0.64176
862,-0.64176,-0.64176
863,-0.64176,-0.64176
864,-0.17326,-0.17326
865,-0.17326,-0.17326
866,-0.27046,-0.27046
867,-0.15646,-0.15646
868,-0.15646,-0.15646
869,-0.15646,-0.15646
870,-0.3602,-0.1757
871,-0.3602,-0.1757
872,-0.3968,-0.2123
873,-0.3638,-0.1793
874,-0.3638,-0.1793
875,-0.3638,-0.1793
876,-0.6869,-0.4204
877,-0.6869,-0.4204
878,-0.4389,-0.1724
879,-0.6489,-0.3824
880,-0.6489,-0.3824
881,-0.6489,-0.3824
882,-0.7922,-0.49495
883,-0.7922,-0.49495
884,-0.5712,-0.27395
885,-0.7812,-0.48395
886,-0.7812,-0.48395
887,-0.7812,-0.48395
888,-0.57116,-0.26366
889,-0.57116,-0.26366
890,-0.43116,-0.43116
891,-0.64116,-0.33366
892,-0.64116,-0.33366
893,-0.64116,-0.33366
894,-0.3579,-0.04015
895,-0.3579,-0.04015
896,-0.2179,0.09985
897,-0.4279,-0.11015
898,-0.4279,-0.11015
899,-0.4279,-0.11015
900,-0.12484,-0.12484
901,-0.12484,-0.12484
902,-0.22784,-0.12534
903,-0.19484,-0.09234
904,-0.19484,-0.09234
905,-0.19484,-0.09234
906,0.03498,0.03498
907,0.03498,0.03498
908,-0.08542,-0.08542
909,-0.03502,-0.03502
910,-0.03502,-0.03502
911,-0.03502,-0.03502
912,-0.0019,-0.0019
913,-0.0019,-0.0019
914,0.0199,0.0199
915,0.0091,0.0091
916,0.0091,0.0091
917,0.0091,0.0091
918,0.01498,0.01498
919,0.01498,0.01498
920,-0.06102,-0.06102
921,0.05298,0.05298
922,0.05298,0.05298
923,0.05298,0.05298
924,0.04594,-0.13856
925,0.04594,-0.13856
926,0.01534,-0.16916
927,0.05314,-0.13136
928,0.05314,-0.13136
929,0.05314,-0.13136
930,-0.01734,-0.28384
931,-0.01734,-0.28384
932,0.23066,-0.03584
933,0.02066,-0.24584
934,0.02066,-0.24584
935,0.02066,-0.24584
936,-0.01907,-0.31632
937,-0.01907,-0.31632
938,-0.04667,-0.34392
939,-0.00647,-0.30372
940,-0.00647,-0.30372
941,-0.00647,-0.30372
942,0.23922,-0.06828
943,0.23922,-0.06828
944,0.07172,0.07172
945,0.16922,-0.13828
946,0.16922,-0.13828
947,0.16922,-0.13828
948,0.22903,-0.08872
949,0.22903,-0.08872
950,0.19203,-0.12572
951,0.24243,-0.07532
952,0.24243,-0.07532
953,0.24243,-0.07532
954,0.16043,0.16043
955,0.16043,0.16043
956,0.15993,0.05743
957,0.19293,0.09043
958,0.19293,0.09043
959,0.19293,0.09043
960,0.1458,0.1458
961,0.1458,0.1458
962,0.1245,0.1245
963,0.1626,0.1626
964,0.1626,0.1626
965,0.1626,0.1626
966,0.02511,0.02511
967,0.02511,0.02511
968,0.01451,0.01451
969,0.03611,0.03611
970,0.03611,0.03611
971,0.03611,0.03611
972,0.19965,0.19965
973,0.19965,0.19965
974,0.17255,0.17255
975,0.21065,0.21065
976,0.21065,0.21065
977,0.21065,0.21065
978,0.13478,0.13478
979,0.13478,0.13478
980,0.11448,0.11448
981,0.14748,0.14748
982,0.14748,0.14748
983,0.14748,0.14748
984,-0.01195,-0.01195
985,-0.01195,-0.01195
986,-0.21495,-0.21495
987,0.00075,0.00075
988,0.00075,0.00075
989,0.00075,0.00075
990,-0.18493,-0.18493
991,-0.18493,-0.18493
992,-0.01283,-0.01283
993,-0.17393,-0.17393
994,-0.17393,-0.17393
995,-0.17393,-0.17393
996,-0.56928,-0.56928
997,-0.56928,-0.56928
998,-0.48658,-0.48658
999,-0.49738,-0.49738
1000,-0.49738,-0.49738
1001,-0.49738,-0.49738
1002,-0.44781,-0.44781
1003,-0.44781,-0.44781
1004,-0.34041,-0.34041
1005,-0.50151,-0.50151
1006,-0.50151,-0.50151
1007,-0.50151,-0.50151
1008,-0.45848,-0.45848
1009,-0.45848,-0.45848
1010,-0.30098,-0.30098
1011,-0.46208,-0.46208
1012,-0.46208,-0.46208
1013,-0.46208,-0.46208
1014,-0.30761,-0.30761
1015,-0.30761,-0.30761
1016,-0.20021,-0.20021
1017,-0.36131,-0.36131
1018,-0.36131,-0.36131
1019,-0.36131,-0.36131
1020,-0.25152,-0.25152
1021,-0.25152,-0.25152
1022,-0.33822,-0.33822
1023,-0.30522,-0.30522
1024,-0.30522,-0.30522
1025,-0.30522,-0.30522
1026,-0.0715,-0.0715
1027,-0.0715,-0.0715
1028,0.1519,0.1519
1029,-0.0581,-0.0581
1030,-0.0581,-0.0581
1031,-0.0581,-0.0581
1032,-0.16876,-0.1792
1033,-0.16876,-0.1792
1034,-0.16856,-0.179
1035,-0.13076,-0.1412
1036,-0.13076,-0.1412
1037,-0.13076,-0.1412
1038,0.05502,0.03994
1039,0.05502,0.03994
1040,-0.00418,-0.01926
1041,-0.01498,-0.03006
1042,-0.01498,-0.03006
1043,-0.01498,-0.03006
1044,-0.1086,-0.12542
1045,-0.1086,-0.12542
1046,-0.0852,-0.10202
1047,-0.096,-0.11282
1048,-0.096,-0.11282
1049,-0.096,-0.11282
1050,-0.07544,-0.09284
1051,-0.07544,-0.09284
1052,-0.12944,-0.12944
1053,-0.07904,-0.09644
1054,-0.07904,-0.09644
