bb_idx,MT_PRIME,WT_PRIME
100,0.001271,0.001268
101,0.008071,0.091237
102,0.042045,0.039701
103,0.001842,0.001073
104,0.001866,0.002605
105,0.00338,0.00233
106,0.002653,0.001968
107,0.009754,0.00756
108,0.003372,0.004357
109,0.001296,0.001681
110,0.000819,0.000872
111,0.001575,0.00149
112,0.002283,0.00197
113,0.001849,0.001324
114,0.001059,0.0009
115,0.005087,0.003506
116,0.006667,0.003921
117,0.002139,0.001831
118,0.002014,0.001798
119,0.003714,0.005175
120,0.004599,0.002672
121,0.001319,0.001183
122,0.001754,0.001658
123,0.000997,0.000747
124,0.005574,0.004639
125,0.001049,0.000949
126,0.0015,0.00156
127,0.00118,0.000973
128,0.033438,0.03328
129,0.001378,0.00122
130,0.002336,0.002085
131,0.003334,0.003817
132,0.00276,0.002556
133,0.001312,0.001385
134,0.00211,0.002407
135,0.001078,0.00129
136,0.005296,0.001934
137,0.001121,0.001713
138,0.006049,0.00155
139,0.010626,0.008142
140,0.001157,0.001113
141,0.002232,0.001765
142,0.00139,0.001249
143,0.004728,0.004808
144,0.001621,0.001612
145,0.001493,0.00153
146,0.00186,0.00197
147,0.001517,0.001484
148,0.00129,0.001531
149,0.016728,0.025949
150,0.001417,0.001669
151,0.018391,0.029472
152,0.002513,0.002961
153,0.001133,0.001258
154,0.001161,0.001197
155,0.00072,0.000721
156,0.00122,0.001228
157,0.000823,0.000794
158,0.001167,0.001139
159,0.000853,0.001008
160,0.000746,0.000687
161,0.0008,0.000767
162,0.001039,0.000943
163,0.001674,0.001464
164,0.001847,0.001582
165,0.001329,0.001315
166,0.013652,0.012022
167,0.004754,0.003868
168,0.001406,0.001405
169,0.001543,0.001544
170,0.001503,0.001424
171,0.00206,0.002059
172,0.00155,0.001343
173,0.020528,0.082744
174,0.005964,0.003982
175,0.005908,0.005446
176,0.007063,0.008322
177,0.001344,0.001696
178,0.00168,0.001752
179,0.00521,0.006237
180,0.002683,0.001864
181,0.007216,0.005352
182,0.002195,0.00207
183,0.00398,0.002454
184,0.005043,0.00832
185,0.00107,0.001409
186,0.001085,0.001383
187,0.00084,0.001329
188,0.001285,0.001541
189,0.000638,0.000975
190,0.000867,0.001231
191,0.002598,0.00165
192,0.001605,0.001785
193,0.001753,0.002169
194,0.002042,0.00263
195,0.001316,0.002712
196,0.000509,0.000577
197,0.005316,0.009131
198,0.000542,0.000659
199,0.000271,0.000327
200,0.001215,0.002148
201,0.000368,0.000482
202,0.000958,0.001058
203,0.001121,0.001649
204,0.001435,0.001084
205,0.005654,0.008695
206,0.039077,0.005807
207,0.008693,0.004894
208,0.001271,0.001268
209,0.008071,0.091237
210,0.042045,0.039701
211,0.001842,0.001073
212,0.001866,0.002605
213,0.00338,0.00233
214,0.002653,0.001968
215,0.009754,0.00756
216,0.001075,0.001117
217,0.001032,0.000895
218,0.000803,0.000766
219,0.00033,0.000326
220,0.001395,0.001065
221,0.000691,0.000527
222,0.002127,0.001126
223,0.003139,0.001618
224,0.001431,0.000959
225,0.001636,0.001085
226,0.001384,0.001025
227,0.003618,0.003044
228,0.001816,0.00112
229,0.002171,0.001531
230,0.002564,0.001863
231,0.001199,0.000728
232,0.00081,0.000617
233,0.000786,0.000581
234,0.000767,0.00057
235,0.001255,0.000786
236,0.001677,0.001289
237,0.001977,0.00151
238,0.005259,0.003378
239,0.001662,0.001677
240,0.00093,0.001004
241,0.001357,0.001423
242,0.000996,0.001049
243,0.002011,0.002528
244,0.002644,0.001993
245,0.003354,0.003988
246,0.002995,0.00221
247,0.00152,0.001673
248,0.001308,0.001279
249,0.056176,0.06201
250,0.001585,0.001567
251,0.006483,0.006296
252,0.000819,0.000716
253,0.023944,0.001636
254,0.001001,0.000758
255,0.001045,0.000402
256,0.000711,0.000441
257,0.001162,0.000668
258,0.00248,0.001255
259,0.002632,0.000869
260,0.009996,0.004528
261,0.000982,0.000563
262,0.000929,0.000551
263,0.001401,0.001619
264,0.00223,0.000948
265,0.001241,0.000738
266,0.003811,0.001915
267,0.001163,0.000393
268,0.001427,0.000786
269,0.004845,0.002588
270,0.00162,0.000715
271,0.028979,0.007107
272,0.001699,0.000948
273,0.010256,0.006144
274,0.002842,0.001585
275,0.002518,0.002708
276,0.002559,0.002697
277,0.000889,0.000911
278,0.000848,0.000827
279,0.000427,0.000442
280,0.007337,0.003369
281,0.001355,0.001409
282,0.0025,0.001557
283,0.008702,0.011664
284,0.0006,0.00066
285,0.000941,0.001042
286,0.00287,0.002533
287,0.004039,0.004426
288,0.011686,0.137391
289,0.000763,0.000837
290,0.001075,0.00118
291,0.004471,0.005585
292,0.000945,0.000754
293,0.001539,0.001595
294,0.001852,0.001956
295,0.001246,0.001468
296,0.0014,0.001162
297,0.001088,0.000894
298,0.001323,0.001736
299,0.000922,0.002531
300,0.002782,0.001281
301,0.000992,0.000909
302,0.001586,0.001471
303,0.000644,0.000491
304,0.003108,0.001781
305,0.001658,0.001221
306,0.001138,0.00096
307,0.005091,0.003493
308,0.001493,0.000973
309,0.001778,0.00138
310,0.000994,0.000829
311,0.004465,0.002785
312,0.001321,0.00128
313,0.087239,0.06467
314,0.001863,0.003593
315,0.001799,0.001925
316,0.005706,0.004304
317,0.000992,0.000981
318,0.001048,0.00092
319,0.003172,0.007485
320,0.010094,0.005365
321,0.00147,0.001563
322,0.003035,0.004568
323,0.001511,0.001817
324,0.00515,0.002211
325,0.00277,0.007213
326,0.002091,0.002854
327,0.000673,0.000848
328,0.001387,0.001286
329,0.001796,0.002172
330,0.001564,0.001694
331,0.001261,0.001215
332,0.001674,0.001827
333,0.110065,0.07575
334,0.004686,0.003672
335,0.016815,0.014276
336,0.003074,0.003405
337,0.029957,0.020159
338,0.003198,0.003557
339,0.002295,0.002154
340,0.002996,0.003678
341,0.008275,0.010104
342,0.002305,0.003034
343,0.001364,0.001193
344,0.002325,0.002518
345,0.003745,0.005423
346,0.005889,0.003329
347,0.005539,0.008134
348,0.001221,0.001197
349,0.001725,0.002297
350,0.003815,0.004849
351,0.082334,0.019934
352,0.052667,0.01292
353,0.106824,0.016075
354,0.007955,0.007205
355,0.028783,0.024685
356,0.042483,0.039997
357,0.124055,0.064675
358,0.092732,0.063043
359,0.068057,0.046624
360,0.008695,0.00428
361,0.020992,0.015902
362,0.022408,0.013468
363,0.012264,0.006713
364,0.029747,0.020922
365,0.18748,0.154667
366,0.008252,0.011425
367,0.030973,0.037341
368,0.022691,0.017917
369,0.013085,0.009853
370,0.044271,0.038276
371,0.010394,0.010692
372,0.006988,0.00282
373,0.004411,0.004017
374,0.005142,0.004619
375,0.004372,0.004962
376,0.013316,0.011808
377,0.016644,0.017365
378,0.001079,0.001078
379,0.041703,0.012904
380,0.003952,0.00158
381,0.001004,0.000982
382,0.001621,0.0018
383,0.001553,0.001564
384,0.012525,0.012353
385,0.013428,0.014815
386,0.004954,0.006566
387,0.033745,0.028342
388,0.00986,0.007555
389,0.021279,0.019154
390,0.024776,0.02532
391,0.067522,0.070583
392,0.051186,0.048178
393,0.011443,0.011679
394,0.004152,0.004189
395,0.007599,0.006635
396,0.006484,0.006626
397,0.03594,0.035333
398,0.00861,0.008134
399,0.003258,0.003441
400,0.002512,0.002401
401,0.003789,0.004081
402,0.002907,0.00293
403,0.024398,0.020897
404,0.005608,0.00634
405,0.000685,0.000807
406,0.001366,0.001956
407,0.000896,0.001461
408,0.000876,0.001289
409,0.012907,0.014831
410,0.00675,0.00946
411,0.001351,0.001886
412,0.001665,0.002037
413,0.001178,0.00156
414,0.004519,0.007091
415,0.00812,0.007792
416,0.002239,0.002792
417,0.003192,0.004593
418,0.009116,0.011769
419,0.003198,0.004338
420,0.003192,0.002693
421,0.004592,0.005127
422,0.004575,0.005277
423,0.006177,0.007724
424,0.043128,0.04417
425,0.012915,0.009881
426,0.010052,0.019051
427,0.064916,0.036836
428,0.177962,0.032124
429,0.002151,0.002485
430,0.010595,0.008969
431,0.008724,0.006879
432,0.001289,0.001383
433,0.001905,0.001964
434,0.003418,0.003384
435,0.001301,0.001135
436,0.003211,0.001823
437,0.002156,0.001812
438,0.015268,0.003789
439,0.003714,0.001883
440,0.004519,0.00201
441,0.000711,0.000653
442,0.008451,0.00711
443,0.00283,0.002726
444,0.000784,0.000757
445,0.001046,0.000992
446,0.000715,0.000685
447,0.029346,0.017108
448,0.002831,0.002553
449,0.002849,0.002581
450,0.003056,0.003157
451,0.00298,0.002235
452,0.010427,0.008185
453,0.002496,0.003036
454,0.003406,0.004078
455,0.024804,0.014622
456,0.002556,0.003166
457,0.00165,0.001316
458,0.003091,0.002479
459,0.000921,0.000914
460,0.002613,0.002695
461,0.002906,0.002883
462,0.000889,0.000796
463,0.003465,0.002204
464,0.005395,0.003658
465,0.001279,0.001151
466,0.002842,0.002617
467,0.001965,0.001974
468,0.00148,0.001517
469,0.017896,0.02664
470,0.001194,0.001297
471,0.001781,0.00188
472,0.003197,0.003968
473,0.00611,0.007324
474,0.001223,0.001251
475,0.001991,0.002163
476,0.00139,0.001552
477,0.001132,0.001384
478,0.00192,0.002176
479,0.003268,0.005478
480,0.00138,0.001494
481,0.001804,0.001606
482,0.001043,0.00105
483,0.002112,0.002148
484,0.007842,0.008112
485,0.00197,0.00178
486,0.121348,0.006074
487,0.062207,0.007486
488,0.004166,0.00229
489,0.007139,0.004274
490,0.007517,0.002168
491,0.034008,0.00577
492,0.003179,0.001189
493,0.002018,0.000946
494,0.009146,0.004391
495,0.004064,0.001815
496,0.014663,0.002236
497,0.018453,0.005896
498,0.002092,0.001288
499,0.00391,0.001363
500,0.002458,0.001036
501,0.00461,0.002189
502,0.006086,0.004451
503,0.008035,0.001582
504,0.003652,0.00174
505,0.017148,0.003309
506,0.009323,0.002927
507,0.004852,0.002597
508,0.004824,0.001317
509,0.00783,0.002606
510,0.187094,0.138359
511,0.011475,0.004399
512,0.012884,0.008066
513,0.017044,0.007055
514,0.038306,0.011725
515,0.025243,0.005569
516,0.006305,0.003567
517,0.004167,0.002543
518,0.00339,0.001574
519,0.007283,0.005729
520,0.012128,0.020027
521,0.008573,0.007101
522,0.009885,0.050546
523,0.005091,0.002938
524,0.022108,0.011141
525,0.028088,0.015826
526,0.002164,0.00106
527,0.00784,0.005456
528,0.001894,0.001971
529,0.010659,0.00293
530,0.002025,0.002012
531,0.001996,0.002058
532,0.019268,0.007661
533,0.007306,0.003873
534,0.015697,0.005951
535,0.002557,0.001954
536,0.001362,0.001473
537,0.00208,0.001458
538,0.003341,0.001629
539,0.003563,0.001857
540,0.002237,0.002038
541,0.002265,0.001811
542,0.005031,0.00232
543,0.008619,0.003055
544,0.008226,0.004196
545,0.003506,0.002418
546,0.007803,0.009164
547,0.005559,0.008705
548,0.079686,0.106249
549,0.016221,0.024417
550,0.005115,0.00435
551,0.010862,0.009572
552,0.00752,0.005743
553,0.007692,0.002999
554,0.052681,0.038325
555,0.028227,0.019251
556,0.016641,0.0106
557,0.003248,0.002289
558,0.003096,0.003266
559,0.003312,0.002698
560,0.003308,0.002272
561,0.003899,0.002676
562,0.028029,0.013676
563,0.011135,0.005269
564,0.002674,0.002141
565,0.00945,0.004598
566,0.036377,0.026658
567,0.022917,0.015833
568,0.024702,0.011139
569,0.008033,0.005394
570,0.001779,0.001535
571,0.001283,0.001181
572,0.002524,0.002002
573,0.002546,0.002262
574,0.012751,0.014724
575,0.003303,0.003559
576,0.00139,0.001752
577,0.004883,0.002151
578,0.002121,0.001162
579,0.007118,0.007108
580,0.000685,0.000568
581,0.003101,0.002312
582,0.000935,0.001682
583,0.002936,0.003872
584,0.004511,0.001797
585,0.003264,0.001965
586,0.002112,0.003025
587,0.001308,0.00184
588,0.006155,0.005474
589,0.001333,0.00117
590,0.003214,0.003553
591,0.006853,0.006286
592,0.020527,0.017702
593,0.004277,0.003401
594,0.002124,0.003863
595,0.001558,0.002193
596,0.004744,0.005609
597,0.002868,0.001404
598,0.001481,0.001269
599,0.000873,0.001186
600,0.001154,0.001286
601,0.001184,0.001264
602,0.001146,0.001116
603,0.001601,0.001727
604,0.002583,0.002832
605,0.001565,0.001412
606,0.002229,0.002411
607,0.00209,0.001953
608,0.007509,0.005928
609,0.00186,0.001816
610,0.001755,0.001559
611,0.007615,0.005775
612,0.004613,0.004786
613,0.003766,0.005191
614,0.006858,0.005244
615,0.00537,0.004101
616,0.026927,0.014287
617,0.013573,0.006567
618,0.004715,0.004201
619,0.003535,0.002678
620,0.001108,0.001072
621,0.008486,0.005037
622,0.007946,0.006403
623,0.006932,0.005389
624,0.001864,0.001759
625,0.002982,0.002369
626,0.00938,0.007689
627,0.005317,0.004225
628,0.010239,0.008804
629,0.01941,0.018371
630,0.002049,0.002371
631,0.001454,0.001297
632,0.001754,0.00195
633,0.002442,0.002345
634,0.003352,0.002745
635,0.001471,0.001553
636,0.007347,0.008243
637,0.0021,0.001861
638,0.015262,0.017825
639,0.008144,0.008192
640,0.001283,0.001298
641,0.003474,0.00342
642,0.008404,0.007981
643,0.002295,0.001988
644,0.003629,0.004113
645,0.002368,0.001969
646,0.00432,0.003901
647,0.003216,0.002249
648,0.004908,0.089306
649,0.001263,0.002832
650,0.000442,0.000479
651,0.001316,0.001884
652,0.000544,0.000951
653,0.000757,0.003122
654,0.000561,0.001194
655,0.002049,0.00372
656,0.00062,0.001336
657,0.000708,0.00128
658,0.001494,0.006871
659,0.00129,0.002911
660,0.000579,0.001
661,0.000654,0.001624
662,0.001114,0.003157
663,0.001019,0.002228
664,0.015808,0.007842
665,0.001456,0.006683
666,0.000801,0.001386
667,0.000644,0.001281
668,0.003584,0.007788
669,0.000937,0.0018
670,0.000635,0.002016
671,0.001292,0.003481
672,0.000851,0.001535
673,0.000962,0.001606
674,0.000944,0.000934
675,0.00084,0.001749
676,0.000859,0.002711
677,0.000767,0.002013
678,0.003117,0.00657
679,0.010936,0.015984
680,0.004134,0.007155
681,0.008636,0.009966
682,0.013166,0.008239
683,0.008687,0.014293
684,0.0011,0.001068
685,0.001707,0.001612
686,0.000847,0.000851
687,0.002484,0.002787
688,0.085517,0.10963
689,0.057042,0.03972
690,0.004598,0.004042
691,0.002046,0.00408
692,0.001129,0.000904
693,0.001722,0.001559
694,0.000543,0.000692
695,0.002137,0.001837
696,0.000657,0.000783
697,0.00054,0.000541
698,0.001106,0.001227
699,0.000599,0.000678
700,0.000695,0.00079
701,0.000576,0.000653
702,0.001098,0.0011
703,0.001064,0.001039
704,0.00101,0.001006
705,0.001531,0.001567
706,0.001159,0.001189
707,0.001474,0.001264
708,0.001197,0.001205
709,0.000757,0.000786
710,0.002079,0.001777
711,0.001385,0.001479
712,0.000726,0.000597
713,0.000842,0.000758
714,0.002158,0.001415
715,0.001863,0.001455
716,0.007515,0.004371
717,0.03442,0.011065
718,0.002629,0.001978
719,0.001167,0.001005
720,0.002383,0.002706
721,0.000867,0.000963
722,0.001933,0.002019
723,0.002034,0.001813
724,0.001653,0.001518
725,0.001284,0.001347
726,0.003444,0.002893
727,0.00102,0.001098
728,0.002272,0.002294
729,0.00512,0.00615
730,0.005299,0.005732
731,0.001379,0.001318
732,0.005193,0.004099
733,0.001487,0.001147
734,0.001228,0.001062
735,0.008054,0.005963
736,0.007003,0.005548
737,0.004849,0.003068
738,0.004643,0.001155
739,0.000922,0.000905
740,0.001303,0.001326
741,0.001618,0.001651
742,0.000675,0.000713
743,0.001624,0.001787
744,0.001722,0.001756
745,0.000784,0.000791
746,0.006311,0.014592
747,0.001084,0.001265
748,0.001547,0.002639
749,0.001996,0.002804
750,0.004213,0.003723
751,0.001366,0.001791
752,0.001471,0.000998
753,0.002161,0.005041
754,0.007245,0.00887
755,0.00183,0.002552
756,0.00224,0.00218
757,0.001887,0.00184
758,0.007913,0.013258
759,0.008058,0.004796
760,0.007445,0.007861
761,0.005487,0.014849
762,0.001562,0.001975
763,0.002267,0.002395
764,0.004681,0.003311
765,0.00173,0.001915
766,0.002403,0.002809
767,0.002617,0.001821
768,0.013217,0.022328
769,0.001385,0.001482
770,0.004428,0.004753
771,0.003329,0.0044
772,0.003157,0.00285
773,0.001784,0.001909
774,0.004266,0.003797
775,0.002167,0.00177
776,0.002309,0.002179
777,0.002145,0.001967
778,0.007988,0.006743
779,0.003,0.002196
780,0.006527,0.006343
781,0.00189,0.001827
782,0.001685,0.001702
783,0.002982,0.002739
784,0.00139,0.00161
785,0.001597,0.0017
786,0.001233,0.00133
787,0.001632,0.001693
788,0.002763,0.003218
789,0.001564,0.001583
790,0.001105,0.001134
791,0.001257,0.001303
792,0.001034,0.001031
793,0.008522,0.006218
794,0.001373,0.001639
795,0.001409,0.001424
796,0.001488,0.001402
797,0.00103,0.001031
798,0.003246,0.003325
799,0.09289,0.050754
800,0.003825,0.004723
801,0.011543,0.015198
802,0.01768,0.015327
803,0.010547,0.006228
804,0.001763,0.001734
805,0.04738,0.025188
806,0.002201,0.002124
807,0.002554,0.002373
808,0.003541,0.003184
809,0.001856,0.00166
810,0.002409,0.002092
811,0.005601,0.002602
812,0.002792,0.002644
813,0.00216,0.002131
814,0.009185,0.00681
815,0.002718,0.002367
816,0.000691,0.000778
817,0.000931,0.001223
818,0.000939,0.001211
819,0.00183,0.001738
820,0.000537,0.000505
821,0.001466,0.001337
822,0.001886,0.002764
823,0.002662,0.001641
824,0.003174,0.002941
825,0.001127,0.001117
826,0.002828,0.001496
827,0.001535,0.001099
828,0.001792,0.002292
829,0.000769,0.000913
830,0.000448,0.000532
831,0.000872,0.001043
832,0.001222,0.001655
833,0.000766,0.000913
834,0.001748,0.002108
835,0.002755,0.004684
836,0.014256,0.004328
837,0.001847,0.002638
838,0.00079,0.001093
839,0.001236,0.001576
840,0.000488,0.000559
841,0.00046,0.000586
842,0.000454,0.000554
843,0.000599,0.000768
844,0.001062,0.001794
845,0.000712,0.001142
846,0.000613,0.000672
847,0.012291,0.002347
848,0.001231,0.000918
849,0.000993,0.001006
850,0.002435,0.002269
851,0.001962,0.002561
852,0.000725,0.00086
853,0.000994,0.0014
854,0.001929,0.002232
855,0.001607,0.001831
856,0.014425,0.003642
857,0.005672,0.001466
858,0.00262,0.002342
859,0.001348,0.00102
860,0.045721,0.029191
861,0.002277,0.001792
862,0.001126,0.000888
863,0.003481,0.001379
864,0.001051,0.000857
865,0.009783,0.001392
866,0.000672,0.000623
867,0.001397,0.001215
868,0.004768,0.002686
869,0.001514,0.001234
870,0.000493,0.000598
871,0.001864,0.002685
872,0.000554,0.00084
873,0.001133,0.001272
874,0.001095,0.001742
875,0.001591,0.003617
876,0.000305,0.000489
877,0.001443,0.001212
878,0.000689,0.001099
879,0.001931,0.004251
880,0.000742,0.00042
881,0.000507,0.000485
882,0.000262,0.000292
883,0.000349,0.000379
884,0.000695,0.000752
885,0.00029,0.000347
886,0.000355,0.000558
887,0.000261,0.000311
888,0.000291,0.000354
889,0.000286,0.000325
890,0.001076,0.000449
891,0.000389,0.000465
892,0.000323,0.000394
893,0.000264,0.000312
894,0.000312,0.000378
895,0.000443,0.000636
896,0.000588,0.000792
897,0.000399,0.000492
898,0.000723,0.000899
899,0.000387,0.000528
900,0.000401,0.000611
901,0.002765,0.000865
902,0.000446,0.000365
903,0.001007,0.000617
904,0.000491,0.000435
905,0.000554,0.000435
906,0.0004,0.000425
907,0.000901,0.001105
908,0.001191,0.001322
909,0.001144,0.001392
910,0.000972,0.000564
911,0.000932,0.000743
912,0.000534,0.00055
913,0.000746,0.000525
914,0.000448,0.000538
915,0.001223,0.000721
916,0.00161,0.001349
917,0.001043,0.000596
918,0.002709,0.004735
919,0.009832,0.11673
920,0.001535,0.001635
921,0.004503,0.005796
922,0.089819,0.159551
923,0.022567,0.03727
924,0.007644,0.006318
925,0.004557,0.003119
926,0.001865,0.001077
927,0.002865,0.00244
928,0.001042,0.000696
929,0.003833,0.002016
930,0.001087,0.000604
931,0.000714,0.000639
932,0.002556,0.001592
933,0.001369,0.000848
934,0.001226,0.002838
935,0.000899,0.000884
936,0.000472,0.00041
937,0.000521,0.000451
938,0.000767,0.000686
939,0.000788,0.0006
940,0.001388,0.000757
941,0.000622,0.000471
942,0.001667,0.001152
943,0.001391,0.00121
944,0.001563,0.005368
945,0.000774,0.000612
946,0.000532,0.00041
947,0.000764,0.000585
948,0.000483,0.00039
949,0.000482,0.000394
950,0.001712,0.001153
951,0.00062,0.000494
952,0.000826,0.000676
953,0.000586,0.000432
954,0.007198,0.001546
955,0.001556,0.0196
956,0.001359,0.00504
957,0.008193,0.026237
958,0.001216,0.00176
959,0.000759,0.001267
960,0.000825,0.000754
961,0.002127,0.002571
962,0.00181,0.00141
963,0.001544,0.001334
964,0.001564,0.002839
965,0.001834,0.002417
966,0.001317,0.001265
967,0.0014,0.002826
968,0.001818,0.001367
969,0.001365,0.002104
970,0.004564,0.007327
971,0.004652,0.020174
972,0.001359,0.001026
973,0.004789,0.001816
974,0.016063,0.002393
975,0.00584,0.001996
976,0.012881,0.001908
977,0.09051,0.009021
978,0.002096,0.001201
979,0.002367,0.002049
980,0.002442,0.002066
981,0.002029,0.001231
982,0.005733,0.002403
983,0.004085,0.002215
984,0.003452,0.001836
985,0.004619,0.01076
986,0.002153,0.001136
987,0.006823,0.00395
988,0.012052,0.006836
989,0.005333,0.002413
990,0.002767,0.002334
991,0.004051,0.008559
992,0.003713,0.002891
993,0.002719,0.002481
994,0.004551,0.003513
995,0.003138,0.002914
996,0.001422,0.001079
997,0.001595,0.002285
998,0.002046,0.002396
999,0.002879,0.002059
1000,0.002743,0.00136
1001,0.002276,0.001607
1002,0.001054,0.000923
1003,0.002751,0.00566
1004,0.001023,0.000808
1005,0.001237,0.001229
1006,0.000828,0.000959
1007,0.001008,0.000959
1008,0.001162,0.001195
1009,0.000848,0.000996
1010,0.000807,0.000711
1011,0.000976,0.000912
1012,0.000766,0.00092
1013,0.000731,0.000738
1014,0.002185,0.00091
1015,0.004762,0.002261
1016,0.00231,0.002465
1017,0.003763,0.001134
1018,0.003598,0.001805
1019,0.001622,0.001479
1020,0.006858,0.003425
1021,0.007612,0.005625
1022,0.001863,0.001306
1023,0.004297,0.002454
1024,0.00236,0.001313
1025,0.001865,0.001426
1026,0.002824,0.002513
1027,0.01396,0.004818
1028,0.015718,0.015806
1029,0.003642,0.003593
1030,0.002044,0.001682
1031,0.003209,0.002843
1032,0.001234,0.001267
1033,0.003114,0.006127
1034,0.000736,0.000911
1035,0.009168,0.007291
1036,0.003423,0.002792
1037,0.00137,0.001277
1038,0.001177,0.001528
1039,0.041872,0.025108
1040,0.001479,0.001629
1041,0.001351,0.001409
1042,0.008552,0.002431
1043,0.001727,0.001386
1044,0.00071,0.000861
1045,0.002264,0.002522
1046,0.00099,0.001188
1047,0.005753,0.007196
1048,0.001256,0.001739
1049,0.000688,0.000849
1050,0.001267,0.001511
1051,0.006179,0.01201
1052,0.00465,0.001499
1053,0.00362,0.006
1054,0.008682,0.01253
1055,0.024099,0.035111
1056,0.000904,0.001033
1057,0.008878,0.021766
1058,0.001715,0.002096
1059,0.002102,0.003231
1060,0.000878,0.001356
1061,0.000743,0.00111
1062,0.000883,0.001145
1063,0.002151,0.000774
1064,0.071324,0.043754
1065,0.002854,0.002937
1066,0.005923,0.005309
1067,0.00318,0.004389
1068,0.000694,0.000736
1069,0.000741,0.000804
1070,0.000504,0.000497
1071,0.000949,0.001016
1072,0.020668,0.006823
1073,0.002949,0.00113
1074,0.001423,0.001354
1075,0.017474,0.007506
1076,0.061608,0.036598
1077,0.011398,0.0079
1078,0.001361,0.001056
1079,0.017592,0.005065
1080,0.001114,0.001428
1081,0.000886,0.000962
1082,0.001774,0.009985
1083,0.001413,0.003347
1084,0.012659,0.097872
1085,0.003048,0.018736
1086,0.001234,0.002736
1087,0.011686,0.016107
1088,0.006681,0.008321
1089,0.021884,0.030835
1090,0.002099,0.006832
1091,0.017304,0.023298
1092,0.008657,0.021637
1093,0.01692,0.034196
1094,0.020806,0.036092
1095,0.167564,0.213474
1096,0.136933,0.095338
1097,0.008367,0.02299
1098,0.050286,0.073376
1099,0.0075,0.012307
1100,0.001226,0.003179
1101,0.002685,0.004346
1102,0.003815,0.016672
1103,0.002098,0.004462
1104,0.001607,0.00296
1105,0.002687,0.005977
1106,0.009298,0.008525
1107,0.034288,0.059553
1108,0.001967,0.00827
1109,0.00208,0.004129
1110,0.001172,0.002234
1111,0.008179,0.008434
1112,0.004307,0.007278
1113,0.003894,0.005626
1114,0.049775,0.039725
1115,0.003026,0.004469
1116,0.002879,0.001954
1117,0.00238,0.002006
1118,0.002387,0.002559
1119,0.006317,0.007072
1120,0.000633,0.000608
1121,0.00177,0.002085
1122,0.00075,0.001107
1123,0.001867,0.001964
1124,0.023429,0.052181
1125,0.005301,0.00339
1126,0.005549,0.004212
1127,0.002005,0.001663
1128,0.000946,0.000974
1129,0.000731,0.000651
1130,0.001147,0.001033
1131,0.003184,0.002248
1132,0.001424,0.001367
1133,0.000935,0.000778
1134,0.0038,0.002687
1135,0.001627,0.001619
1136,0.002686,0.0023
1137,0.002418,0.002684
1138,0.001812,0.001641
1139,0.002123,0.001848
1140,0.006805,0.002891
1141,0.002187,0.001263
1142,0.127601,0.105068
1143,0.00388,0.00215
1144,0.002061,0.000728
1145,0.002292,0.001146
1146,0.004818,0.002517
1147,0.003126,0.002025
1148,0.009796,0.004497
1149,0.010103,0.006623
