bb_idx,MT_ICERFIRE
520,0.206323
521,0.206323
522,0.245556
523,0.188514
524,0.212673
525,0.243628
526,0.199211
527,0.204996
528,0.241236
529,0.216895
530,0.212673
531,0.193246
532,0.199211
533,0.235189
534,0.245557
535,0.253115
536,0.291045
537,0.244039
538,0.255028
539,0.246958
540,0.262218
541,0.234391
542,0.113187
543,0.273023
544,0.251569
545,0.251569
546,0.286917
547,0.266042
548,0.304926
549,0.266347
550,0.250105
551,0.251727
552,0.268866
553,0.184888
554,0.304926
555,0.246006
556,0.258677
557,0.259089
558,0.225199
559,0.210776
560,0.241985
561,0.20702
562,0.197428
563,0.214184
564,0.252077
565,0.204117
566,0.202264
567,0.229309
568,0.22819
569,0.239596
570,0.15391
571,0.166655
572,0.175668
573,0.190287
574,0.20828
575,0.210237
576,0.192921
577,0.142918
578,0.222458
579,0.167268
580,0.189354
581,0.167268
582,0.168676
583,0.133562
584,0.222458
585,0.165903
586,0.162387
587,0.191147
588,0.143083
589,0.127416
590,0.127724
591,0.140882
592,0.143447
593,0.143244
594,0.090998
595,0.094583
596,0.092917
597,0.091301
598,0.101529
599,0.093744
600,0.094791
601,0.124772
602,0.104718
603,0.096509
604,0.089796
605,0.089796
606,0.147802
607,0.140317
608,0.141253
609,0.126275
610,0.136128
611,0.147908
612,0.138211
613,0.144612
614,0.131182
615,0.140812
616,0.130905
617,0.13084
618,0.177122
619,0.177584
620,0.126829
621,0.142374
622,0.165528
623,0.165528
624,0.138677
625,0.147619
626,0.146377
627,0.130482
628,0.125803
629,0.12444
630,0.154444
631,0.15357
632,0.115906
633,0.143529
634,0.15176
635,0.153839
636,0.171805
637,0.1513
638,0.198602
639,0.149743
640,0.161795
641,0.149743
642,0.160877
643,0.107383
644,0.180787
645,0.160877
646,0.110854
647,0.160877
648,0.099869
649,0.074245
650,0.09537
651,0.111496
652,0.091598
653,0.091598
654,0.134795
655,0.101514
656,0.137182
657,0.152481
658,0.104122
659,0.104122
660,0.127494
661,0.126847
662,0.120522
663,0.128202
664,0.113178
665,0.117163
666,0.173604
667,0.174228
668,0.120522
669,0.128202
670,0.128666
671,0.128666
672,0.166612
673,0.15843
674,0.159277
675,0.16025
676,0.160106
677,0.160106
678,0.172304
679,0.151184
680,0.115053
681,0.163927
682,0.206539
683,0.182581
684,0.149552
685,0.151939
686,0.115053
687,0.15146
688,0.206539
689,0.182581
690,0.154151
691,0.14362
692,0.169349
693,0.156212
694,0.156212
695,0.156212
696,0.11811
697,0.116637
698,0.095419
699,0.165613
700,0.141175
701,0.141175
702,0.204229
703,0.149581
704,0.170198
705,0.204229
706,0.172164
707,0.172164
708,0.186126
709,0.152597
710,0.188175
711,0.199852
712,0.170488
713,0.170488
714,0.171701
715,0.120389
716,0.180237
717,0.157417
718,0.171701
719,0.171701
720,0.160699
721,0.160521
722,0.133325
723,0.139056
724,0.126299
725,0.126299
726,0.150614
727,0.158165
728,0.179656
729,0.135405
730,0.160806
731,0.160806
732,0.167148
733,0.164631
734,0.17726
735,0.135405
736,0.150353
737,0.165774
738,0.165722
739,0.149884
740,0.148065
741,0.167699
742,0.150782
743,0.150782
744,0.17997
745,0.18099
746,0.192513
747,0.180351
748,0.18504
749,0.180351
750,0.162528
751,0.173349
752,0.182662
753,0.190326
754,0.18504
755,0.18504
756,0.260967
757,0.223896
758,0.202587
759,0.253375
760,0.260967
761,0.260967
762,0.231426
763,0.215848
764,0.202587
765,0.21419
766,0.234583
767,0.248365
768,0.227581
769,0.180187
770,0.268875
771,0.228018
772,0.228037
773,0.228037
774,0.227785
775,0.177057
776,0.150592
777,0.215891
778,0.229118
779,0.227646
780,0.184058
781,0.190719
782,0.150592
783,0.181502
784,0.180853
785,0.180853
786,0.178859
787,0.172796
788,0.172869
789,0.178859
790,0.174409
791,0.178859
792,0.169985
793,0.13601
794,0.183154
795,0.169985
796,0.139105
797,0.169985
798,0.160124
799,0.116811
800,0.149408
801,0.143442
802,0.144243
803,0.143321
804,0.166934
805,0.135164
806,0.161166
807,0.170814
808,0.138616
809,0.138722
810,0.162092
811,0.162502
812,0.141903
813,0.160639
814,0.161341
815,0.161706
816,0.151405
817,0.147105
818,0.164154
819,0.140857
820,0.14245
821,0.14245
822,0.151405
823,0.144663
824,0.164154
825,0.161989
826,0.156492
827,0.156492
828,0.161269
829,0.157647
830,0.174193
831,0.161269
832,0.165792
833,0.165792
834,0.142261
835,0.144553
836,0.161326
837,0.142261
838,0.15158
839,0.151736
840,0.144922
841,0.127441
842,0.160356
843,0.147934
844,0.15158
845,0.147577
846,0.108335
847,0.105594
848,0.093685
849,0.108335
850,0.100928
851,0.101198
852,0.090686
853,0.104255
854,0.091984
855,0.115353
856,0.127006
857,0.107607
858,0.09413
859,0.098789
860,0.155672
861,0.096008
862,0.094438
863,0.092993
864,0.167921
865,0.188789
866,0.161286
867,0.167921
868,0.167921
869,0.167921
870,0.122694
871,0.121727
872,0.138633
873,0.139305
874,0.184115
875,0.176495
876,0.122694
877,0.121727
878,0.146636
879,0.124747
880,0.133721
881,0.133721
882,0.155623
883,0.137358
884,0.155233
885,0.155623
886,0.137741
887,0.158488
888,0.133942
889,0.123882
890,0.132266
891,0.133942
892,0.137741
893,0.137741
894,0.122085
895,0.108071
896,0.122085
897,0.130606
898,0.122085
899,0.122085
900,0.120853
901,0.099165
902,0.115231
903,0.120853
904,0.120853
905,0.120853
906,0.113476
907,0.104644
908,0.123363
909,0.113476
910,0.111855
911,0.113476
912,0.103479
913,0.099582
914,0.106691
915,0.107247
916,0.104245
917,0.107247
918,0.18005
919,0.2009
920,0.172828
921,0.175065
922,0.152078
923,0.152407
924,0.185767
925,0.182669
926,0.207187
927,0.19413
928,0.193417
929,0.182624
930,0.207917
931,0.196853
932,0.212645
933,0.194729
934,0.207917
935,0.207917
936,0.18832
937,0.188516
938,0.141116
939,0.162033
940,0.162033
941,0.162033
942,0.18832
943,0.188516
944,0.17908
945,0.196327
946,0.191148
947,0.191148
948,0.129454
949,0.120104
950,0.170796
951,0.164747
952,0.164747
953,0.164747
954,0.127126
955,0.129244
956,0.171148
957,0.117595
958,0.129536
959,0.129536
960,0.208071
961,0.174138
962,0.208535
963,0.207997
964,0.171897
965,0.207997
966,0.188856
967,0.175952
968,0.19751
969,0.174402
970,0.171897
971,0.188856
972,0.138458
973,0.139525
974,0.125051
975,0.12491
976,0.147261
977,0.17323
978,0.144164
979,0.150492
980,0.139331
981,0.140803
982,0.14672
983,0.140863
984,0.161327
985,0.151336
986,0.14076
987,0.161327
988,0.161327
989,0.161327
990,0.164716
991,0.163616
992,0.164516
993,0.164716
994,0.164716
995,0.164716
996,0.161082
997,0.145879
998,0.139811
999,0.161082
1000,0.161082
1001,0.161082
1002,0.148682
1003,0.130446
1004,0.138773
1005,0.138773
1006,0.130788
1007,0.130788
1008,0.149414
1009,0.116948
1010,0.115441
1011,0.149414
1012,0.149414
1013,0.149414
1014,0.09975
1015,0.11191
1016,0.111408
1017,0.097546
1018,0.108389
1019,0.107649
1020,0.151177
1021,0.151388
1022,0.122799
1023,0.159325
1024,0.159341
1025,0.11423
1026,0.200001
1027,0.167003
1028,0.195907
1029,0.173377
1030,0.198976
1031,0.192751
1032,0.132719
1033,0.111985
1034,0.157829
1035,0.119255
1036,0.132719
1037,0.174568
1038,0.157519
1039,0.189452
1040,0.157829
1041,0.161369
1042,0.151406
1043,0.149722
1044,0.133646
1045,0.11774
1046,0.138492
1047,0.140413
1048,0.161651
1049,0.140503
1050,0.166399
1051,0.3287
1052,0.19049
1053,0.12342
1054,0.155321
1055,0.156639
1056,0.170005
1057,0.142512
1058,0.157725
1059,0.172247
1060,0.172247
1061,0.163519
1062,0.145109
1063,0.143276
1064,0.32983
1065,0.14274
1066,0.137763
1067,0.145912
1068,0.152096
1069,0.180969
1070,0.125322
1071,0.152316
1072,0.139092
1073,0.145511
1074,0.160995
1075,0.161008
1076,0.267548
1077,0.157153
1078,0.15718
1079,0.151721
1080,0.131543
1081,0.140383
1082,0.16462
1083,0.134782
1084,0.109138
1085,0.120466
1086,0.128573
1087,0.114092
1088,0.124715
1089,0.126448
1090,0.124599
1091,0.123486
1092,0.1662
1093,0.179894
1094,0.195334
1095,0.290034
1096,0.169077
1097,0.160346
1098,0.195879
1099,0.193478
1100,0.183643
1101,0.215522
1102,0.203096
1103,0.217084
1104,0.19807
1105,0.219027
1106,0.191709
1107,0.191885
1108,0.196543
1109,0.197662
1110,0.244457
1111,0.202325
1112,0.191709
1113,0.208755
1114,0.218426
1115,0.244457
1116,0.214467
1117,0.232303
1118,0.263047
1119,0.270566
1120,0.237639
1121,0.237639
1122,0.129137
1123,0.186632
1124,0.22233
1125,0.248578
1126,0.248893
1127,0.24954
1128,0.178294
1129,0.117632
1130,0.139867
1131,0.168069
1132,0.120123
1133,0.178294
1134,0.169163
1135,0.182198
1136,0.178994
1137,0.155578
1138,0.163271
1139,0.163271
1140,0.189652
1141,0.198427
1142,0.187415
1143,0.198615
1144,0.198615
1145,0.196836
1146,0.198351
1147,0.170815
1148,0.181705
1149,0.200021
1150,0.200021
1151,0.198337
1152,0.186387
1153,0.168171
1154,0.18444
1155,0.192144
1156,0.183452
1157,0.184123
1158,0.168806
1159,0.212938
1160,0.193832
1161,0.199663
1162,0.16778
1163,0.169986
1164,0.190081
1165,0.157729
1166,0.20043
1167,0.190081
1168,0.190081
1169,0.188245
1170,0.193265
1171,0.153647
1172,0.190285
1173,0.172589
1174,0.172727
1175,0.180489
1176,0.218005
1177,0.221571
1178,0.158902
1179,0.216818
1180,0.218422
1181,0.2223
1182,0.272575
1183,0.245153
1184,0.23543
1185,0.263797
1186,0.234184
1187,0.233669
1188,0.21346
1189,0.219197
1190,0.220102
1191,0.204371
1192,0.217498
1193,0.222034
1194,0.239521
1195,0.26588
1196,0.200775
1197,0.215626
1198,0.217597
1199,0.215864
1200,0.264765
1201,0.274664
1202,0.173002
1203,0.234736
1204,0.21965
1205,0.231584
1206,0.287566
1207,0.270751
1208,0.274422
1209,0.284125
1210,0.281995
1211,0.287566
1212,0.224021
1213,0.208906
1214,0.225457
1215,0.224021
1216,0.209232
1217,0.209232
1218,0.176496
1219,0.153576
1220,0.240061
1221,0.226413
1222,0.221703
1223,0.221355
1224,0.176496
1225,0.134459
1226,0.233372
1227,0.220056
1228,0.220056
1229,0.220056
1230,0.204968
1231,0.114443
1232,0.203179
1233,0.16689
1234,0.16689
1235,0.16689
1236,0.211706
1237,0.143701
1238,0.206967
1239,0.211725
1240,0.211706
1241,0.210001
1242,0.090826
1243,0.185015
1244,0.148403
1245,0.104461
1246,0.138238
1247,0.14382
1248,0.114627
1249,0.159223
1250,0.114627
1251,0.152916
1252,0.12714
1253,0.152916
1254,0.118791
1255,0.105143
1256,0.118263
1257,0.161668
1258,0.138361
1259,0.140324
1260,0.131071
1261,0.133892
1262,0.120732
1263,0.122093
1264,0.133892
1265,0.164894
1266,0.138454
1267,0.124908
1268,0.140193
1269,0.09096
1270,0.131262
1271,0.077167
1272,0.115495
1273,0.172688
1274,0.275687
1275,0.117506
1276,0.109642
1277,0.10189
1278,0.173923
1279,0.155715
1280,0.172339
1281,0.15408
1282,0.152766
1283,0.155883
1284,0.150861
1285,0.141908
1286,0.151972
1287,0.159102
1288,0.22403
1289,0.154052
1290,0.189648
1291,0.22403
1292,0.160203
1293,0.178531
1294,0.200706
1295,0.17892
1296,0.167749
1297,0.142212
1298,0.173516
1299,0.165031
1300,0.19352
1301,0.180349
1302,0.174858
1303,0.185919
1304,0.173523
1305,0.174858
1306,0.203119
1307,0.147656
1308,0.148774
1309,0.135431
1310,0.153443
1311,0.151141
1312,0.16939
1313,0.138989
1314,0.10209
1315,0.16939
1316,0.219236
1317,0.10209
1318,0.117236
1319,0.113102
1320,0.20072
1321,0.197749
1322,0.192025
1323,0.12515
1324,0.13556
1325,0.12515
1326,0.129172
1327,0.129172
1328,0.129172
1329,0.133256
1330,0.131307
1331,0.104232
1332,0.114747
1333,0.082454
1334,0.112011
1335,0.125751
1336,0.082454
1337,0.104072
1338,0.111703
1339,0.126287
1340,0.110971
1341,0.162408
1342,0.141761
1343,0.173868
1344,0.179111
1345,0.190122
1346,0.197146
1347,0.204384
1348,0.190122
1349,0.184231
1350,0.090826
1351,0.185015
1352,0.148403
1353,0.104461
1354,0.138238
1355,0.14382
1356,0.114627
1357,0.159223
1358,0.114627
1359,0.152916
1360,0.12714
1361,0.152916
1362,0.118791
1363,0.105143
1364,0.118263
1365,0.161668
1366,0.138361
1367,0.140324
1368,0.131071
1369,0.133892
1370,0.120732
1371,0.122093
1372,0.133892
1373,0.164894
1374,0.138454
1375,0.124908
1376,0.140193
1377,0.133502
1378,0.085886
1379,0.182618
1380,0.237329
1381,0.265017
1382,0.187988
1383,0.252352
1384,0.236415
1385,0.239953
1386,0.301539
1387,0.201027
1388,0.17352
1389,0.384279
1390,0.323497
1391,0.267804
1392,0.205129
1393,0.264961
1394,0.200842
1395,0.268329
1396,0.291121
1397,0.257103
1398,0.291588
1399,0.270037
1400,0.301666
1401,0.298115
1402,0.213704
1403,0.307557
1404,0.230878
1405,0.204966
1406,0.184042
1407,0.197578
1408,0.201108
1409,0.197578
1410,0.217832
1411,0.179238
1412,0.19012
1413,0.179132
1414,0.181515
1415,0.18485
1416,0.188438
1417,0.181515
1418,0.18485
1419,0.166055
1420,0.189652
1421,0.164282
1422,0.176787
1423,0.142264
1424,0.164232
1425,0.140206
1426,0.165434
1427,0.129808
1428,0.110677
1429,0.116402
1430,0.135391
1431,0.265105
1432,0.27738
1433,0.189268
1434,0.163372
1435,0.16666
1436,0.176842
1437,0.149638
1438,0.151546
1439,0.14208
1440,0.198824
1441,0.234391
1442,0.17104
1443,0.154256
1444,0.18169
1445,0.204176
1446,0.165894
1447,0.203614
1448,0.157437
1449,0.178926
1450,0.140656
1451,0.179838
1452,0.147877
1453,0.140656
1454,0.147877
1455,0.15974
1456,0.14155
1457,0.131706
1458,0.156311
1459,0.142394
1460,0.156311
1461,0.151278
1462,0.143286
1463,0.151278
1464,0.154031
1465,0.171097
1466,0.179942
1467,0.157347
1468,0.171235
1469,0.165583
1470,0.154848
1471,0.178619
1472,0.177745
1473,0.196919
1474,0.204626
1475,0.196919
1476,0.207325
1477,0.203974
1478,0.20874
1479,0.227333
1480,0.21182
1481,0.218628
1482,0.227667
1483,0.177389
1484,0.224448
1485,0.167749
1486,0.142212
1487,0.173516
1488,0.165031
1489,0.19352
1490,0.180349
1491,0.174858
1492,0.185919
1493,0.173523
1494,0.174858
1495,0.203119
1496,0.147656
1497,0.148774
1498,0.135431
1499,0.153443
1500,0.151141
1501,0.16939
1502,0.138989
1503,0.10209
1504,0.16939
1505,0.219236
1506,0.10209
1507,0.117236
1508,0.113102
1509,0.20072
1510,0.197749
1511,0.192025
1512,0.149625
1513,0.187792
1514,0.163556
1515,0.163943
1516,0.143032
1517,0.163943
1518,0.121534
1519,0.1915
1520,0.120277
1521,0.168421
1522,0.307852
1523,0.158869
1524,0.127094
1525,0.108076
1526,0.150412
1527,0.171502
1528,0.156736
1529,0.150412
1530,0.147529
1531,0.118648
1532,0.212622
1533,0.147529
1534,0.15008
1535,0.123888
1536,0.251475
1537,0.15008
1538,0.249802
1539,0.144228
1540,0.118366
1541,0.145113
1542,0.126376
1543,0.117931
1544,0.126856
1545,0.140504
1546,0.114816
1547,0.143626
1548,0.140271
1549,0.158694
1550,0.135761
1551,0.208709
1552,0.17147
1553,0.20683
1554,0.143389
1555,0.186665
1556,0.159366
1557,0.187656
1558,0.180681
1559,0.187656
1560,0.176943
1561,0.150783
1562,0.164228
1563,0.125043
1564,0.17905
1565,0.225449
1566,0.149625
1567,0.187792
1568,0.163556
1569,0.163943
1570,0.143032
1571,0.163943
1572,0.121534
1573,0.1915
1574,0.120277
1575,0.168421
1576,0.307852
1577,0.158869
1578,0.127094
1579,0.108076
1580,0.150412
1581,0.171502
1582,0.156736
1583,0.150412
1584,0.147529
1585,0.118648
1586,0.212622
1587,0.147529
1588,0.15008
1589,0.123888
1590,0.251475
1591,0.15008
1592,0.249802
1593,0.193211
1594,0.203181
1595,0.193193
1596,0.204296
1597,0.186924
1598,0.195264
1599,0.176975
1600,0.183659
1601,0.16847
1602,0.202714
1603,0.158999
1604,0.190299
1605,0.15184
1606,0.175195
1607,0.15184
1608,0.191312
1609,0.175195
1610,0.184185
1611,0.187493
1612,0.182807
1613,0.173648
1614,0.209847
1615,0.182807
1616,0.215263
1617,0.159693
1618,0.143721
1619,0.174514
1620,0.119286
1621,0.17352
1622,0.13436
1623,0.143654
1624,0.127168
1625,0.108264
1626,0.150685
1627,0.156655
1628,0.150685
1629,0.143349
1630,0.143825
1631,0.143825
1632,0.128217
1633,0.11029
1634,0.128217
1635,0.130983
1636,0.135091
1637,0.120624
1638,0.134586
1639,0.100768
1640,0.114944
1641,0.098087
1642,0.101995
1643,0.093223
1644,0.123581
1645,0.112427
1646,0.106852
1647,0.192717
1648,0.172351
1649,0.19195
1650,0.178106
1651,0.212039
1652,0.258828
1653,0.24447
1654,0.212039
1655,0.259642
1656,0.314271
1657,0.314287
1658,0.29996
1659,0.279918
1660,0.27367
1661,0.300275
1662,0.272156
1663,0.2342
1664,0.261818
1665,0.254094
1666,0.2342
1667,0.224081
1668,0.154274
1669,0.198098
1670,0.200597
1671,0.154274
1672,0.241571
1673,0.092101
1674,0.156153
1675,0.156153
1676,0.189839
1677,
1678,0.193949
1679,0.233888
1680,0.235696
1681,0.233888
1682,
1683,0.233034
1684,0.230225
1685,0.240047
1686,0.214541
1687,
1688,0.196045
1689,0.182531
1690,0.182531
1691,0.21197
1692,
1693,0.230951
1694,0.218725
1695,0.21867
1696,0.218342
1697,
1698,0.205706
1699,0.221376
1700,0.24513
1701,0.188981
1702,
1703,0.185221
1704,0.210126
1705,0.24111
1706,0.237102
1707,
1708,0.204358
1709,0.243795
1710,0.221622
1711,0.244044
1712,
1713,0.238992
1714,0.173871
1715,0.203343
1716,0.167908
1717,
1718,0.162934
1719,0.147767
1720,0.134476
1721,0.171103
1722,
1723,0.168173
1724,0.14202
1725,0.14202
1726,0.129658
1727,
1728,0.157047
1729,0.140833
1730,0.204259
1731,0.140833
1732,
1733,0.140833
1734,0.254597
1735,0.263303
1736,0.239588
1737,
1738,0.237807
1739,0.180973
1740,0.178075
1741,0.210519
1742,
1743,0.172319
1744,0.176951
1745,0.178075
1746,0.181869
1747,
1748,0.17535
1749,0.214497
1750,0.197308
1751,0.186494
1752,
1753,0.194222
1754,0.164144
1755,0.165366
1756,0.175078
1757,
1758,0.176748
1759,0.177353
1760,0.110743
1761,0.163381
1762,
1763,0.14065
1764,0.166297
1765,0.168814
1766,0.193087
1767,
1768,0.15378
1769,0.212086
1770,0.215421
1771,0.201478
1772,
1773,0.174118
1774,0.217012
1775,0.210172
1776,0.187729
1777,
1778,0.174118
1779,0.195583
1780,0.18648
1781,0.22643
1782,
1783,0.225798
1784,0.176267
1785,0.190349
1786,0.176267
1787,
1788,0.176267
1789,0.163401
1790,0.187514
1791,0.163401
1792,
1793,0.163401
1794,0.116629
1795,0.116862
1796,0.176507
1797,
1798,0.176507
1799,0.130502
1800,0.126534
1801,0.115526
1802,
1803,0.123452
1804,0.184238
1805,0.239933
1806,0.194885
1807,
1808,0.194866
1809,0.12392
1810,0.114795
1811,0.122511
1812,
1813,0.130335
1814,0.117483
1815,0.104792
1816,0.116423
1817,
1818,0.115328
1819,0.091498
1820,0.091498
1821,0.161428
1822,
1823,0.129124
1824,0.147988
1825,0.185552
1826,0.145958
1827,
1828,0.136216
1829,0.160706
1830,0.169296
1831,0.160181
1832,
1833,0.160706
1834,0.136473
1835,0.138717
1836,0.152101
1837,
1838,0.127776
1839,0.123387
1840,0.119394
1841,0.13631
1842,
1843,0.135887
1844,0.128091
1845,0.125199
1846,0.145003
1847,
1848,0.139687
1849,0.130598
1850,0.137519
1851,0.138404
1852,
1853,0.121443
1854,0.12272
1855,0.112994
1856,0.122566
1857,
1858,0.132612
1859,0.148748
1860,0.156817
1861,0.145741
1862,
1863,0.148242
1864,0.162929
1865,0.162929
1866,0.184905
1867,
1868,0.194153
1869,0.21456
1870,0.20147
1871,0.21456
1872,
1873,0.21456
1874,0.136461
1875,0.190075
1876,0.168223
1877,
1878,0.152589
1879,0.143883
1880,0.19174
1881,0.16425
1882,
1883,0.127335
1884,0.098896
1885,0.101125
1886,0.251236
1887,
1888,0.218954
1889,0.252825
1890,0.205941
1891,0.183913
1892,
1893,0.195519
1894,0.199368
1895,0.205068
1896,0.199368
1897,
1898,0.197939
1899,0.146142
1900,0.133323
1901,0.132225
1902,
1903,0.132225
1904,0.16092
1905,0.151109
1906,0.159213
1907,
1908,0.150311
1909,0.16648
1910,0.191695
1911,0.149584
1912,
1913,0.158134
1914,0.140407
1915,0.166988
1916,0.184769
1917,
1918,0.194973
1919,0.17411
1920,0.187931
1921,0.1697
1922,
1923,0.169689
1924,0.185511
1925,0.185511
1926,0.207409
1927,
1928,0.196781
1929,0.185191
1930,0.187745
1931,0.217226
1932,
1933,0.200918
1934,0.178499
1935,0.164473
1936,0.184778
