bb_idx,MT_BigMHC,WT_BigMHC
296,0.0014104592,0.0014174475
297,0.01945744,0.018459456
298,0.0072062933,0.018541873
299,0.0056438856,0.009673932
300,0.0021606719,0.0014486274
301,0.047640238,0.037913315
302,0.013864304,0.023895647
303,0.0021736645,0.0028986412
304,0.0010827127,0.00079741504
305,0.1481355,0.07114459
306,0.004256649,0.0056429813
307,0.006939833,0.010001412
308,0.003470278,0.0025309871
309,0.013071833,0.013278897
310,0.00738753,0.008957368
311,0.003624941,0.0025350482
312,0.0028704612,0.0027025158
313,0.26254568,0.38908735
314,0.0022702522,0.004954029
315,0.003083589,0.004646956
316,0.0123445,0.004119433
317,0.009860511,0.0076402077
318,0.01716053,0.015937192
319,0.018078098,0.030977724
320,0.009158513,0.004662936
321,0.026855549,0.035126675
322,0.023257637,0.022484032
323,0.023499291,0.03598422
324,0.10757797,0.06967849
325,0.12291124,0.20043445
326,0.0057487967,0.004579726
327,0.086229004,0.07664601
328,0.05943429,0.05560521
329,0.006650087,0.0056254356
330,0.102510676,0.090865426
331,0.07404772,0.07510828
332,0.00996858,0.0063103535
333,0.29477507,0.2294916
334,0.050719656,0.04347233
335,0.029202089,0.025661532
336,0.0921227,0.0706888
337,0.024195103,0.027099328
338,0.009292235,0.006234813
339,0.03728399,0.04085717
340,0.059024714,0.045837265
341,0.0056369766,0.002848662
342,0.12839644,0.1424922
343,0.14841984,0.14376436
344,0.015706321,0.0106482105
345,0.10689575,0.20872106
346,0.11361624,0.08265339
347,0.012651044,0.0077704964
348,0.03259937,0.03700737
349,0.062306765,0.053791862
350,0.007231329,0.004888094
351,0.211022,0.19501385
352,0.31633377,0.17877194
353,0.050668057,0.0039609293
354,0.14665888,0.13004652
355,0.11193417,0.08480996
356,0.012180653,0.0074097323
357,0.35145903,0.36322397
358,0.07481036,0.04899531
359,0.037098993,0.028496716
360,0.12019532,0.08117379
361,0.14597991,0.12863079
362,0.0082846675,0.0051168175
363,0.13820095,0.12050857
364,0.36594862,0.39135307
365,0.12740049,0.09928079
366,0.13874723,0.116714634
367,0.14100926,0.114045806
368,0.049072664,0.019324439
369,0.336824,0.2169273
370,0.10774294,0.16651222
371,0.026414538,0.026159203
372,0.14308736,0.07596456
373,0.0669013,0.06979148
374,0.09002976,0.117353395
375,0.08293998,0.053601284
376,0.09753289,0.1349864
377,0.019584712,0.017636346
378,0.051869046,0.052112192
379,0.09451572,0.032911297
380,0.025089473,0.0046661263
381,0.060606055,0.059914973
382,0.09860654,0.11422671
383,0.0006845254,0.0005222267
384,0.13448022,0.13164654
385,0.25606722,0.26037255
386,0.005152731,0.006351013
387,0.30242947,0.26151377
388,0.03345921,0.03741798
389,0.018242124,0.016385753
390,0.4275981,0.44075885
391,0.38541222,0.42813286
392,0.06382691,0.060782082
393,0.18283436,0.22483613
394,0.0534464,0.06512381
395,0.00395183,0.00573207
396,0.17053661,0.18777885
397,0.13382982,0.14543375
398,0.005904692,0.006623092
399,0.19391902,0.23230852
400,0.05544422,0.053603966
401,0.009482478,0.009501609
402,0.22801925,0.2361556
403,0.24518129,0.29510397
404,0.010932533,0.020567408
405,0.07039521,0.08154522
406,0.032158986,0.017455725
407,0.0013953721,0.0014044114
408,0.034285568,0.040330492
409,0.011328461,0.014602977
410,0.0027497623,0.0052093565
411,0.04483739,0.043106847
412,0.0645736,0.07800181
413,0.0012370922,0.0009932064
414,0.033816837,0.033350788
415,0.04663431,0.060100075
416,0.0011186599,0.0012980256
417,0.032885525,0.042498045
418,0.05282301,0.05845633
419,0.0032897939,0.0032173772
420,0.05548355,0.07483429
421,0.06868837,0.0862996
422,0.0013217365,0.002902537
423,0.16653599,0.21787749
424,0.21439154,0.17226264
425,0.015810987,0.041392922
426,0.14882123,0.12706764
427,0.51495326,0.099666595
428,0.1498396,0.027756998
429,0.08560165,0.11701661
430,0.123617716,0.10632193
431,0.028733319,0.013346215
432,0.12007736,0.13966897
433,0.038304776,0.03370364
434,0.0022665453,0.0012156852
435,0.090646066,0.06969426
436,0.04619984,0.043144725
437,0.006629114,0.009829477
438,0.095951915,0.07265647
439,0.04339966,0.05815584
440,0.0054005818,0.005518327
441,0.02751282,0.029208178
442,0.053553153,0.0513502
443,0.009828315,0.025911747
444,0.041200705,0.040145103
445,0.04951801,0.055308305
446,0.0012517702,0.0013027808
447,0.18422404,0.21391097
448,0.067872666,0.06248882
449,0.008473879,0.005340673
450,0.124905035,0.1107979
451,0.19534945,0.1231209
452,0.0067883916,0.010262862
453,0.10741554,0.09053845
454,0.22717537,0.18723784
455,0.016827561,0.012922636
456,0.12634178,0.10712634
457,0.08796792,0.14696397
458,0.0024885125,0.002877657
459,0.09527513,0.07954534
460,0.04029953,0.065186895
461,0.0018778195,0.005214809
462,0.04018455,0.028899604
463,0.11340077,0.123481736
464,0.00076024485,0.00093394663
465,0.061585546,0.05911455
466,0.06357338,0.080608144
467,0.0033356075,0.003391717
468,0.08965409,0.108818226
469,0.072138086,0.10680995
470,0.004650029,0.004971137
471,0.021439243,0.025740085
472,0.023600008,0.022981878
473,0.013847925,0.01704577
474,0.04259313,0.056011524
475,0.06456248,0.08367579
476,0.004539641,0.0059864908
477,0.017736392,0.017099565
478,0.38821894,0.5053127
479,0.005422608,0.009872806
480,0.04363021,0.041313864
481,0.054505058,0.049879085
482,0.0005088701,0.0005057614
483,0.057262115,0.056353483
484,0.097679555,0.1007401
485,0.0018794708,0.0026084546
486,0.012597261,0.0002399955
487,0.048002195,0.03032786
488,0.0012492334,0.0023119375
489,2.8338944e-05,6.811712e-05
490,0.005925976,0.013438435
491,0.051204033,0.0071377675
492,0.0006045817,9.898817e-05
493,0.04778255,0.030360341
494,0.0012196397,0.0014110748
495,2.633431e-05,4.339288e-05
496,0.025449766,0.011424954
497,0.022338688,0.011102885
498,7.501537e-05,6.246279e-05
499,0.18722127,0.16703837
500,0.00067137124,0.0006907858
501,7.675789e-06,1.014738e-05
502,0.01028717,0.008632996
503,0.009454206,0.003986063
504,0.00047287176,0.00035449918
505,0.4833786,0.30389363
506,0.0040322165,0.002957473
507,9.5684976e-05,8.678783e-05
508,0.017515268,0.008506713
509,0.0132188955,0.0055348664
510,0.032642204,0.014472931
511,0.502948,0.44317967
512,0.0006741723,0.0005042508
513,0.0002754143,0.00013270152
514,0.0028661385,0.00332641
515,0.006037869,0.008114242
516,0.0003820591,0.0004619291
517,0.26995754,0.2835611
518,0.000341562,0.00036255905
519,1.8730036e-05,1.1316474e-05
520,0.005546981,0.002646532
521,0.0035346516,0.0014330094
522,0.00025411398,0.003868759
523,0.15555774,0.1957387
524,0.0009549357,0.0012503958
525,0.0023072332,0.00029380075
526,0.02051709,0.004997645
527,0.006834157,0.0023589663
528,0.0012298375,0.0035536583
529,0.59476006,0.53297865
530,0.0059632584,0.0031702023
531,0.0017523433,0.0018829197
532,0.28850207,0.25405082
533,0.045183502,0.025675151
534,0.016111217,0.013517377
535,0.54470146,0.54920536
536,0.005630453,0.0044307057
537,0.0005594023,0.00092664926
538,0.05044838,0.09680902
539,0.0043188576,0.0030752493
540,0.00012829395,0.00012280424
541,0.10467376,0.11474691
542,0.016205216,0.009522261
543,0.00032766387,5.058927e-05
544,0.005037822,0.0019763755
545,0.003780427,0.0022440988
546,0.0011396324,0.0007061193
547,0.36573356,0.36590725
548,0.21737944,0.15286411
549,0.005199801,0.0020473965
550,0.029946962,0.01032577
551,0.0715294,0.023254154
552,0.0008065758,0.0007986322
553,0.24383007,0.28892428
554,0.035943937,0.006372377
555,0.02766153,0.0018784283
556,0.14034973,0.028794842
557,0.039278887,0.011016646
558,4.6685705e-05,4.5695797e-05
559,0.2453098,0.18535094
560,0.016943373,0.008762459
561,0.0003235428,9.4256655e-05
562,0.022620415,0.013305309
563,0.03737923,0.013259845
564,5.0560604e-05,3.8978567e-05
565,0.032037415,0.032557376
566,0.034020122,0.027525455
567,0.008306136,0.0024739578
568,0.039687376,0.021083457
569,0.027292216,0.013253934
570,0.00010188415,8.609717e-05
571,0.18148902,0.22911978
572,0.00762382,0.0043034456
573,4.6487625e-05,6.865592e-05
574,0.055359446,0.036744524
575,0.056114715,0.0318903
576,1.8174309e-05,2.2489523e-05
577,0.22746952,0.20882967
578,0.005662844,0.0044587464
579,0.00014232307,8.7484914e-05
580,0.022205416,0.02185349
581,0.015914332,0.012122837
582,3.605521e-05,8.299835e-05
583,0.47640255,0.43291506
584,0.010636731,0.005637241
585,0.0003986121,0.00024902055
586,0.03681258,0.038219888
587,0.008674855,0.010823414
588,0.000415636,0.0005667341
589,0.45370266,0.43383846
590,0.0021307091,0.001132695
591,0.00603291,0.0018454875
592,0.014149979,0.013506679
593,0.014657305,0.0081088105
594,9.4564246e-05,0.00025955742
595,0.038513426,0.03443914
596,0.0033745386,0.0037181072
597,0.00030982235,2.4508572e-05
598,0.002942906,0.0017995836
599,0.0008839112,0.0011534189
600,0.00015071998,0.0001733426
601,0.105602376,0.07308037
602,0.00087611296,0.00078513176
603,3.846535e-05,2.720003e-05
604,0.004173457,0.0012915457
605,0.0030318766,0.00084269367
606,4.1202376e-05,4.3735236e-05
607,0.030541357,0.017756935
608,0.0013321023,0.0011870948
609,8.423348e-05,3.6941397e-05
610,0.025635822,0.009230042
611,0.010242678,0.0035152931
612,0.002086219,0.0011624775
613,0.28215227,0.14478314
614,0.0033842798,0.0012375399
615,0.006208011,0.0006008268
616,0.38545176,0.046647687
617,0.009905127,0.0021078005
618,0.00019704003,0.00014406069
619,0.030744227,0.023749325
620,0.0013002554,0.00088306185
621,0.000174607,6.071674e-05
622,0.021701591,0.007106397
623,0.003366174,0.0015921027
624,0.00028627808,0.00017148431
625,0.022180727,0.013188308
626,0.009584403,0.00588752
627,5.9761318e-05,3.7765956e-05
628,0.10977138,0.051864415
629,0.027032023,0.01548335
630,0.00010985776,0.00015800876
631,0.04478801,0.033499926
632,0.006553886,0.008391192
633,0.00014490866,0.0001057964
634,0.062012307,0.027798845
635,0.012109901,0.0046450645
636,0.00012424598,0.00022016936
637,0.14463605,0.13005672
638,0.0021050868,0.0024957582
639,0.00015301212,0.000113247654
640,0.042053483,0.009059218
641,0.016050275,0.007902122
642,0.00058307004,0.000977978
643,0.09339529,0.07102021
644,0.0021454007,0.0028663203
645,5.926371e-05,3.3142784e-05
646,0.0122805135,0.0040244516
647,0.005708975,0.0019196173
648,0.00044322867,0.23605718
649,0.044659995,0.26252356
650,0.0011726571,0.00019561635
651,8.2603496e-05,0.00051106967
652,0.002072818,0.00019662049
653,0.0009266809,0.0026776567
654,0.000399279,0.0046749143
655,0.086825915,0.14713259
656,0.0033073833,0.0030304273
657,5.881462e-05,4.615665e-05
658,0.009311678,0.012954145
659,0.0034430367,0.009211643
660,4.2392756e-05,4.1065996e-05
661,0.016135594,0.022104355
662,0.0027557877,0.005003769
663,0.0002681534,0.0004502868
664,0.11952615,0.17608319
665,0.010943954,0.06512201
666,1.7899312e-05,4.0142622e-05
667,0.014146577,0.024449777
668,0.0029349197,0.006608975
669,4.1444022e-05,9.5368414e-05
670,0.017304836,0.0299408
671,0.0031196736,0.012143061
672,0.00013044653,0.00016754445
673,0.04470658,0.06793056
674,0.0014202035,0.0014734777
675,0.00029819476,0.00031457943
676,0.011227383,0.020617425
677,0.0012381847,0.0016905274
678,0.00036951402,0.0004492295
679,0.033355758,0.05782894
680,0.0012429896,0.001863209
681,0.0002046264,0.00018649451
682,0.013978182,0.0136264665
683,0.004279976,0.010293943
684,0.00010521844,0.00010638323
685,0.01562476,0.02482093
686,0.0013050946,0.0009849309
687,6.2444e-05,3.7125046e-05
688,0.19038449,0.15060528
689,0.12700863,0.12672544
690,0.0011938607,0.0029373274
691,0.083947554,0.37862238
692,0.0018949694,0.0033735693
693,0.0013355548,0.0011124702
694,0.009755842,0.037336547
695,0.0019328583,0.006934171
696,0.00020597443,0.0006131198
697,0.085889496,0.14953907
698,0.0010609712,0.00093013636
699,2.5852942e-05,2.7446284e-05
700,0.0052208886,0.0053512277
701,0.0009825362,0.0011012461
702,0.00025886085,0.000103028535
703,0.26480097,0.16185959
704,0.0012928558,0.0012311945
705,0.00015016283,0.00011435807
706,0.01357604,0.010052817
707,0.0083965035,0.0050474615
708,0.0003282325,0.00016358886
709,0.38564143,0.34110644
710,0.0112509085,0.0050915745
711,0.00018020363,0.00019495889
712,0.027221385,0.012560057
713,0.00913583,0.006843548
714,0.0002628684,0.00021531041
715,0.5779432,0.5630266
716,0.0088445945,0.0042622774
717,0.0038544852,0.00080446113
718,0.025588498,0.016328428
719,0.009319208,0.0076126577
720,0.0004399951,0.00033319372
721,0.41712898,0.41376308
722,0.0021795605,0.0014918016
723,8.871908e-05,4.727629e-05
724,0.013448144,0.0135556385
725,0.010170053,0.0072200564
726,0.0005472667,0.0005446367
727,0.3587148,0.2805238
728,0.0009983695,0.0010290388
729,3.2059936e-05,4.2012824e-05
730,0.0028873177,0.0023606685
731,0.0028608951,0.0026673735
732,0.00052520895,0.00039812914
733,0.37601426,0.38792175
734,0.0006155629,0.0004209708
735,0.000112662376,9.562038e-05
736,0.0039139627,0.0041130055
737,0.00514353,0.007032521
738,0.0003168175,0.00018487203
739,0.32467327,0.24000752
740,0.0016543353,0.00084929384
741,7.7103265e-05,0.0001030891
742,0.00510105,0.011132534
743,0.0032281536,0.0046376223
744,0.00045602658,0.00017603736
745,0.24870203,0.24633159
746,0.0031855498,0.0034425517
747,0.00010651046,0.00040319416
748,0.02168723,0.059863124
749,0.006933677,0.013180529
750,0.00030557028,0.00016334315
751,0.19627142,0.2125989
752,0.00073562015,0.00042141532
753,0.00017905168,0.00021120894
754,0.022583319,0.02108161
755,0.0064239083,0.0116001
756,0.000107413056,0.00014353728
757,0.20860961,0.19466178
758,0.0028668712,0.0025121968
759,0.0021048984,0.00029025695
760,0.049486782,0.029537978
761,0.026678411,0.037014116
762,7.9815094e-05,9.20281e-05
763,0.29639587,0.29412475
764,0.0040615895,0.0052628317
765,2.9214787e-05,2.8928582e-05
766,0.016215684,0.023641752
767,0.014464778,0.01626618
768,0.0013912569,0.0028661948
769,0.4283843,0.3539054
770,0.0048761815,0.0031834056
771,0.00011485625,0.00016220576
772,0.005085301,0.006929096
773,0.008152323,0.007976276
774,0.00038743808,0.0004371037
775,0.36785087,0.3383319
776,0.0035329326,0.0020662777
777,7.810385e-06,8.382204e-06
778,0.0023558661,0.0021531356
779,0.0036639427,0.0023231057
780,0.0006143763,0.00066399283
781,0.25663882,0.2854717
782,0.0006071041,0.0008649729
783,2.614243e-05,2.6782112e-05
784,0.0016853967,0.0019339476
785,0.0012628025,0.0012037902
786,0.00013875861,0.00013340832
787,0.10958225,0.08754235
788,0.0032248234,0.0027816005
789,5.17486e-05,4.4863067e-05
790,0.0058769216,0.0038898808
791,0.0015086714,0.00139281
792,5.9702197e-05,2.9091421e-05
793,0.047734525,0.043910746
794,0.001637052,0.0043147886
795,0.0012051638,0.0012455356
796,0.010234022,0.007939516
797,0.0021779647,0.0019807336
798,0.00024386535,0.00021129687
799,0.12104131,0.11841499
800,0.012431847,0.01955961
801,0.00085677294,0.002290943
802,0.07849288,0.04755493
803,0.021087667,0.017710857
804,0.00012573639,0.00011261563
805,0.018707544,0.020861408
806,0.002478515,0.003239155
807,0.00026792957,0.00036804617
808,0.07484126,0.036740545
809,0.019332936,0.01129684
810,0.00085599226,0.00036469655
811,0.052506417,0.016190821
812,0.00531189,0.0021353613
813,0.00077855977,5.4824883e-05
814,0.013314133,0.00793401
815,0.0023508922,0.0050788256
816,2.7129983e-05,1.8210023e-05
817,0.06022634,0.05823299
818,0.004774086,0.0043574334
819,0.00011779987,0.00012462323
820,0.0031818326,0.0053557907
821,0.002984496,0.0042956695
822,0.00016126325,0.00038154837
823,0.12535141,0.20477144
824,0.006550213,0.0043304246
825,2.5592915e-05,2.5960268e-05
826,0.0067045987,0.018884882
827,0.004178554,0.006135683
828,0.00024225758,0.0003831945
829,0.19069438,0.26607022
830,0.0018650144,0.0011082834
831,1.9779747e-05,4.9962877e-05
832,0.0042984197,0.005476574
833,0.0010240603,0.002510734
834,0.00065947097,0.0011024668
835,0.19931234,0.28268567
836,0.003561416,0.0013268682
837,0.0002074564,0.00068308273
838,0.0016230068,0.014859484
839,0.0011647901,0.0013584528
840,3.8066144e-05,6.150088e-05
841,0.013346717,0.044263173
842,0.0010490008,0.00059611927
843,3.2872736e-05,6.039662e-05
844,0.0016386117,0.0052415607
845,0.0013556855,0.00243347
846,3.650322e-05,5.0834355e-05
847,0.032442458,0.030679336
848,0.0051318505,0.0019178155
849,0.00018415565,7.003844e-05
850,0.011811852,0.03111516
851,0.0039773355,0.006112793
852,5.398534e-05,0.00019863469
853,0.010593568,0.06014269
854,0.0022471182,0.0025454466
855,0.00017838606,0.00015526905
856,0.15793301,0.062419947
857,0.06875865,0.012253983
858,0.00022965658,0.00020971302
859,0.024721041,0.035937667
860,0.00607532,0.002353058
861,0.00015537415,2.1689459e-05
862,0.0017688355,0.0016834905
863,0.0019720888,0.0010892168
864,0.00037004307,0.00012554268
865,0.27512535,0.11943499
866,0.0049281986,0.005326022
867,0.00027975228,5.9294576e-05
868,0.0036686633,0.005934085
869,0.0010790571,0.0035415515
870,0.000252753,0.00015459138
871,0.09377047,0.07500422
872,0.0021491372,0.0025675031
873,0.00021464317,0.00019777931
874,0.0062601706,0.008178657
875,0.0047430964,0.007358603
876,6.786701e-05,8.2501756e-05
877,0.080995254,0.113123044
878,0.0057869065,0.0035870897
879,0.0023526743,0.01868707
880,0.011720865,0.004917664
881,0.003657067,0.0038860047
882,0.00035403232,0.00028424463
883,0.0808825,0.06616169
884,0.016500492,0.009405748
885,0.0007145962,0.00071115943
886,0.003215065,0.0031000131
887,0.00065196713,0.00043750159
888,8.90293e-05,7.971671e-05
889,0.032657452,0.030230924
890,0.07002144,0.016466003
891,7.372955e-05,6.448232e-05
892,0.0069859787,0.002659844
893,0.0012373583,0.0012696276
894,9.031441e-06,1.3994099e-05
895,0.0058205402,0.009379948
896,0.004919802,0.0035025792
897,3.701262e-05,2.5546784e-05
898,0.0027078087,0.0035840187
899,0.00074660603,0.0008733781
900,9.1547945e-06,2.3097029e-05
901,0.018535575,0.014533217
902,0.0045621903,0.0017891184
903,8.2577826e-05,3.166875e-05
904,0.0012453835,0.00063743984
905,0.0012104075,0.0007814177
906,1.6373104e-05,6.533632e-05
907,0.017898161,0.020100767
908,0.0031778926,0.0020105217
909,4.211333e-05,1.4510808e-05
910,0.0014053903,0.0005549993
911,0.0021884684,0.0008124053
912,5.609846e-06,8.447871e-06
913,0.003195167,0.0035264431
914,0.0017502242,0.0014605101
915,2.1349226e-05,1.7200293e-05
916,0.000892128,0.0006821703
917,0.0013605298,0.000413831
918,0.00029155126,0.00083686
919,0.14271021,0.17352843
920,0.0016478248,0.00265824
921,6.007104e-05,0.000384314
922,0.10996994,0.09709624
923,0.025906626,0.005557546
924,0.019075116,0.017676184
925,0.5996266,0.6269353
926,0.038169462,0.01051232
927,0.00075143843,0.000875392
928,0.054026294,0.013201953
929,0.0056967917,0.002730952
930,0.0021352558,0.0016408514
931,0.22131383,0.14343025
932,0.0017370436,0.0025177642
933,6.480677e-05,7.7671844e-05
