bb_idx,MT_CNNeo,WT_CNNeo
211,0.90689254,0.90689254
212,0.19199073,0.16041212
213,0.91552943,0.89950037
214,0.87519425,0.85855335
215,0.90295285,0.9147188
216,0.16484365,0.16484365
217,0.89660156,0.89660156
218,0.85543174,0.85543174
219,0.8956665,0.8956665
220,0.16484365,0.16484365
221,0.89660156,0.89660156
222,0.85543174,0.85543174
223,0.8956665,0.8956665
224,0.18765862,0.18765862
225,0.9085474,0.9085474
226,0.8692222,0.8692222
227,0.89748585,0.89748585
228,0.162953,0.162953
229,0.88969964,0.88969964
230,0.84877574,0.84877574
231,0.9073143,0.9073143
232,0.16484365,0.16484365
233,0.89660156,0.89660156
234,0.85543174,0.85543174
235,0.8956665,0.8956665
236,0.22855309,0.22855309
237,0.920573,0.920573
238,0.88319004,0.88319004
239,0.90295285,0.90295285
240,0.18335511,0.18335511
241,0.9103359,0.9103359
242,0.8697774,0.8697774
243,0.91612947,0.91612947
244,0.21291119,0.1471029
245,0.9155573,0.8772637
246,0.8774726,0.8351337
247,0.90295285,0.90295285
248,0.18138912,0.24358898
249,0.90966374,0.9240636
250,0.8690837,0.8892639
251,0.90689254,0.89748585
252,0.1590357,0.1590357
253,0.8998562,0.8998562
254,0.8582058,0.8582058
255,0.9192959,0.9192959
256,0.14934532,0.14934532
257,0.8850008,0.8850008
258,0.842426,0.842426
259,0.87342876,0.87342876
260,0.17450298,0.17450298
261,0.9046308,0.9046308
262,0.86432666,0.86432666
263,0.9134751,0.9134751
264,0.13397312,0.13397312
265,0.84804547,0.84804547
266,0.80242705,0.80242705
267,0.8956665,0.8956665
268,0.15877697,0.15877697
269,0.8996078,0.8996078
270,0.8579465,0.8579465
271,0.91394585,0.91394585
272,0.25422034,0.25422034
273,0.9250285,0.9250285
274,0.8899417,0.8899417
275,0.90295285,0.90295285
276,0.16041212,0.16041212
277,0.89950037,0.89950037
278,0.85855335,0.85855335
279,0.9147188,0.9147188
280,0.18878005,0.19199073
281,0.9007703,0.91552943
282,0.8603019,0.87519425
283,0.90295285,0.90295285
284,0.16062957,0.19399162
285,0.9005439,0.9146809
286,0.85878384,0.8746233
287,0.9073143,0.90972304
288,0.15149291,0.15149291
289,0.87795657,0.87795657
290,0.8363534,0.8363534
291,0.9147188,0.9147188
292,0.20021123,0.20021123
293,0.9183263,0.9183263
294,0.8794724,0.8794724
295,0.89748585,0.89748585
296,0.1729314,0.1729314
297,0.9074061,0.9074061
298,0.8662344,0.8662344
299,0.89875555,0.89875555
300,0.26127228,0.26127228
301,0.9290284,0.9290284
302,0.8954582,0.8954582
303,0.89748585,0.89748585
304,0.1817941,0.1817941
305,0.90158117,0.90158117
306,0.86166686,0.86166686
307,0.91394585,0.91394585
308,0.16841266,0.16841266
309,0.9027336,0.9027336
310,0.8604519,0.8604519
311,0.9077715,0.9077715
312,0.15744491,0.15744491
313,0.8961129,0.8961129
314,0.8548938,0.8548938
315,0.92438847,0.92438847
316,0.16041212,0.16041212
317,0.89950037,0.89950037
318,0.85855335,0.85855335
319,0.9147188,0.9147188
320,0.20084094,0.14024715
321,0.90975314,0.86590356
322,0.87079424,0.8218884
323,0.89254177,0.9210807
324,0.5384639,0.5384639
325,0.6112616,0.6112616
326,0.8949913,0.8949913
327,0.40894806,0.40894806
328,0.556617,0.556617
329,0.8765306,0.8765306
330,0.3806502,0.3806502
331,0.61217916,0.61217916
332,0.88050187,0.88050187
333,0.2586455,0.2586455
334,0.6303484,0.6303484
335,0.8431192,0.8431192
336,0.4003236,0.4003236
337,0.70512867,0.70512867
338,0.875057,0.875057
339,0.280259,0.280259
340,0.6112616,0.6112616
341,0.8695711,0.8695711
342,0.6205494,0.6205494
343,0.6891413,0.6891413
344,0.89962643,0.89962643
345,0.47325563,0.21914175
346,0.556617,0.556617
347,0.88699406,0.82872826
348,0.51597214,0.32643193
349,0.5513012,0.5715122
350,0.8889472,0.87220687
351,0.23833767,0.23833767
352,0.61217916,0.61217916
353,0.83589685,0.83589685
354,0.32643193,0.32643193
355,0.5715122,0.5715122
356,0.87220687,0.87220687
357,0.27048534,0.27048534
358,0.556617,0.556617
359,0.8455592,0.8455592
360,0.46201548,0.46201548
361,0.6303484,0.6303484
362,0.8901823,0.8901823
363,0.27683577,0.27683577
364,0.6846745,0.6846745
365,0.869799,0.869799
366,0.29804456,0.29804456
367,0.6303484,0.6303484
368,0.8685769,0.8685769
369,0.2613598,0.2613598
370,0.6846745,0.6846745
371,0.8495948,0.8495948
372,0.46634948,0.35965773
373,0.5513012,0.5513012
374,0.885428,0.8681641
375,0.38787198,0.280259
376,0.56856453,0.6112616
377,0.8809592,0.8695711
378,0.30771887,0.30771887
379,0.70512867,0.70512867
380,0.85886955,0.85886955
381,0.31676367,0.31676367
382,0.6303484,0.6303484
383,0.8655595,0.8655595
384,0.27683577,0.27683577
385,0.6846745,0.6846745
386,0.869799,0.869799
387,0.35605276,0.35605276
388,0.6303484,0.6303484
389,0.87509555,0.87509555
390,0.2877017,0.2877017
391,0.70512867,0.70512867
392,0.8701962,0.8701962
393,0.42667055,0.42667055
394,0.6891413,0.6891413
395,0.8863722,0.8863722
396,0.22993028,0.22993028
397,0.6303484,0.6303484
398,0.85237765,0.85237765
399,0.31676367,0.31676367
400,0.6303484,0.6303484
401,0.8655595,0.8655595
402,0.4382019,0.5608852
403,0.6846745,0.5293954
404,0.87910795,0.8941829
405,0.22993028,0.22993028
406,0.6303484,0.6303484
407,0.85237765,0.85237765
408,0.29208583,0.29208583
409,0.556617,0.556617
410,0.8693412,0.8693412
411,0.31676367,0.31676367
412,0.6303484,0.6303484
413,0.8655595,0.8655595
414,0.34692413,0.34692413
415,0.6303484,0.6303484
416,0.8771009,0.8771009
417,0.31676367,0.31676367
418,0.6303484,0.6303484
419,0.8655595,0.8655595
420,0.31676367,0.31676367
421,0.6303484,0.6303484
422,0.8655595,0.8655595
423,0.43466648,0.43466648
424,0.6808932,0.6808932
425,0.88594484,0.88594484
426,0.46201548,0.46201548
427,0.6303484,0.6303484
428,0.8901823,0.8901823
429,0.29804456,0.28586352
430,0.6303484,0.5293954
431,0.8685769,0.8690331
432,0.35605276,0.35605276
433,0.6303484,0.6303484
434,0.87509555,0.87509555
435,0.26549658,0.26549658
436,0.5715122,0.5715122
437,0.8420883,0.8420883
438,0.21186624,0.21186624
439,0.6112616,0.6112616
440,0.84407985,0.84407985
441,0.30771887,0.30771887
442,0.70512867,0.70512867
443,0.85886955,0.85886955
444,0.3096894,0.3096894
445,0.6303484,0.6303484
446,0.8497395,0.8497395
447,0.38335297,0.38335297
448,0.6112616,0.6112616
449,0.8731387,0.8731387
450,0.32643193,0.32643193
451,0.5715122,0.5715122
452,0.87220687,0.87220687
453,0.43466648,0.43466648
454,0.6808932,0.6808932
455,0.88594484,0.88594484
456,0.29208583,0.34692413
457,0.556617,0.6303484
458,0.8693412,0.8771009
459,0.2877017,0.2877017
460,0.70512867,0.70512867
461,0.8701962,0.8701962
462,0.32598704,0.32598704
463,0.6303484,0.6303484
464,0.8723496,0.8723496
465,0.29804456,0.29804456
466,0.6303484,0.6303484
467,0.8685769,0.8685769
468,0.28586352,0.28586352
469,0.5293954,0.5293954
470,0.8690331,0.8690331
471,0.4327043,0.4327043
472,0.6303484,0.6303484
473,0.8798211,0.8798211
474,0.46530595,0.46530595
475,0.61217916,0.61217916
476,0.8783366,0.8783366
477,0.280259,0.280259
478,0.6112616,0.6112616
479,0.8695711,0.8695711
480,0.2747861,0.2747861
481,0.6522136,0.6522136
482,0.8656106,0.8656106
483,0.29208583,0.35605276
484,0.556617,0.6303484
485,0.8693412,0.87509555
486,0.18258604,0.18258604
487,0.44223994,0.44223994
488,0.67022324,0.67022324
489,0.8223789,0.8223789
490,0.9054852,0.9054852
491,0.8675733,0.8675733
492,0.20920116,0.20920116
493,0.49931547,0.49931547
494,0.7321427,0.7321427
495,0.83566797,0.83566797
496,0.91394585,0.91394585
497,0.9057066,0.9057066
498,0.28833213,0.28833213
499,0.56381035,0.56381035
500,0.77850074,0.77850074
501,0.8181808,0.8181808
502,0.90295285,0.90295285
503,0.9252421,0.9252421
504,0.21886624,0.21886624
505,0.5031266,0.5031266
506,0.7318475,0.7318475
507,0.80317223,0.80317223
508,0.8956665,0.8956665
509,0.90509075,0.90509075
510,0.18821114,0.18821114
511,0.4572865,0.4572865
512,0.6903263,0.6903263
513,0.8573433,0.8573433
514,0.9254663,0.9254663
515,0.88055277,0.88055277
516,0.2950489,0.2950489
517,0.56381106,0.56381106
518,0.7773232,0.7773232
519,0.82833695,0.82833695
520,0.90972304,0.90972304
521,0.92396766,0.92396766
522,0.1498358,0.12359141
523,0.4099366,0.35185772
524,0.6448975,0.5738998
525,0.8368138,0.8368138
526,0.9147188,0.9147188
527,0.8555582,0.80548
528,0.20920116,0.20920116
529,0.49931547,0.49931547
530,0.7321427,0.7321427
531,0.83566797,0.83566797
532,0.91394585,0.91394585
533,0.9057066,0.9057066
534,0.21171468,0.24941026
535,0.50057226,0.5259942
536,0.7318782,0.7486679
537,0.8300792,0.8343875
538,0.9106547,0.9134751
539,0.905436,0.9110314
540,0.22673103,0.22673103
541,0.5021761,0.5021761
542,0.7297928,0.7297928
543,0.80317223,0.80317223
544,0.8956665,0.8956665
545,0.9010699,0.9010699
546,0.18047246,0.18047246
547,0.44379285,0.44379285
548,0.6754564,0.6754564
549,0.826438,0.826438
550,0.9077715,0.9077715
551,0.8722885,0.8722885
552,0.17334053,0.17334053
553,0.45035413,0.45035413
554,0.6869185,0.6869185
555,0.8240003,0.8240003
556,0.9073143,0.9073143
557,0.881459,0.881459
558,0.2125203,0.2125203
559,0.50250226,0.50250226
560,0.7333334,0.7333334
561,0.847301,0.847301
562,0.9188715,0.9188715
563,0.9065238,0.9065238
564,0.21171468,0.21171468
565,0.50057226,0.50057226
566,0.7318782,0.7318782
567,0.8300792,0.8300792
568,0.9106547,0.9106547
569,0.905436,0.905436
570,0.17919773,0.17919773
571,0.46219274,0.46219274
572,0.69745886,0.69745886
573,0.77547437,0.77547437
574,0.87342876,0.87342876
575,0.8882149,0.8882149
576,0.32127163,0.32127163
577,0.5698458,0.5698458
578,0.77578336,0.77578336
579,0.8181808,0.8181808
580,0.90295285,0.90295285
581,0.92019224,0.92019224
582,0.23228379,0.23228379
583,0.515204,0.515204
584,0.7434162,0.7434162
585,0.826438,0.826438
586,0.9077715,0.9077715
587,0.90894914,0.90894914
588,0.36971694,0.29777873
589,0.6053038,0.5536214
590,0.7993318,0.76471466
591,0.83937013,0.82666177
592,0.91612947,0.90689254
593,0.92993,0.9158466
594,0.17919773,0.17919773
595,0.46219274,0.46219274
596,0.69745886,0.69745886
597,0.77547437,0.77547437
598,0.87342876,0.87342876
599,0.8882149,0.8882149
600,0.22673103,0.22673103
601,0.5021761,0.5021761
602,0.7297928,0.7297928
603,0.80317223,0.80317223
604,0.8956665,0.8956665
605,0.9010699,0.9010699
606,0.24941026,0.24941026
607,0.5259942,0.5259942
608,0.7486679,0.7486679
609,0.8343875,0.8343875
610,0.9134751,0.9134751
611,0.9110314,0.9110314
612,0.17919773,0.17919773
613,0.46219274,0.46219274
614,0.69745886,0.69745886
615,0.77547437,0.77547437
616,0.87342876,0.87342876
617,0.8882149,0.8882149
618,0.32397866,0.32397866
619,0.57003385,0.57003385
620,0.77629495,0.77629495
621,0.8029263,0.8029263
622,0.89254177,0.89254177
623,0.9199517,0.9199517
624,0.18831195,0.18831195
625,0.45099986,0.45099986
626,0.68138707,0.68138707
627,0.8534595,0.8534595
628,0.9215995,0.9215995
629,0.8753114,0.8753114
630,0.22673103,0.22673103
631,0.5021761,0.5021761
632,0.7297928,0.7297928
633,0.80317223,0.80317223
634,0.8956665,0.8956665
635,0.9010699,0.9010699
636,0.2238185,0.3093605
637,0.48363486,0.5775014
638,0.7086209,0.787862
639,0.81097955,0.81097955
640,0.89748585,0.89748585
641,0.8881483,0.92877996
642,0.30625933,0.23228379
643,0.5579528,0.515204
644,0.76694566,0.7434162
645,0.83937013,0.826438
646,0.91612947,0.9077715
647,0.91636693,0.90894914
648,0.3315485,0.3315485
649,0.57553154,0.57553154
650,0.7798715,0.7798715
651,0.8753866,0.8753866
652,0.93356436,0.93356436
653,0.9217009,0.9217009
654,0.26292765,0.26292765
655,0.54381615,0.54381615
656,0.76528895,0.76528895
657,0.8193342,0.8193342
658,0.90236104,0.90236104
659,0.9199151,0.9199151
660,0.24941026,0.24941026
661,0.5259942,0.5259942
662,0.7486679,0.7486679
663,0.8343875,0.8343875
664,0.9134751,0.9134751
665,0.9110314,0.9110314
666,0.20477198,0.20477198
667,0.4921113,0.4921113
668,0.7241483,0.7241483
669,0.87575114,0.87575114
670,0.93389267,0.93389267
671,0.90135294,0.90135294
672,0.22673103,0.22673103
673,0.5021761,0.5021761
674,0.7297928,0.7297928
675,0.80317223,0.80317223
676,0.8956665,0.8956665
677,0.9010699,0.9010699
678,0.32397866,0.32397866
679,0.57003385,0.57003385
680,0.77629495,0.77629495
681,0.8029263,0.8029263
682,0.89254177,0.89254177
683,0.9199517,0.9199517
684,0.20920116,0.20920116
685,0.49931547,0.49931547
686,0.7321427,0.7321427
687,0.83566797,0.83566797
688,0.91394585,0.91394585
689,0.9057066,0.9057066
690,0.20477198,0.20477198
691,0.4921113,0.4921113
692,0.7241483,0.7241483
693,0.84932166,0.84932166
694,0.9210807,0.9210807
695,0.90135294,0.90135294
696,0.17919773,0.21171468
697,0.46219274,0.50057226
698,0.69745886,0.7318782
699,0.77547437,0.8300792
700,0.87342876,0.9106547
701,0.8882149,0.905436
702,0.24353816,0.24353816
703,0.5273877,0.5273877
704,0.75255466,0.75255466
705,0.8029263,0.8029263
706,0.89254177,0.89254177
707,0.91409117,0.91409117
708,0.16669104,0.16669104
709,0.4227895,0.4227895
710,0.65279067,0.65279067
711,0.77547437,0.77547437
712,0.87342876,0.87342876
713,0.85759723,0.85759723
714,0.24259052,0.24259052
715,0.4970189,0.4970189
716,0.7162712,0.7162712
717,0.83937013,0.83937013
718,0.91612947,0.91612947
719,0.8906726,0.8906726
720,0.14970395,0.14970395
721,0.39150196,0.39150196
722,0.61915004,0.61915004
723,0.8240003,0.8240003
724,0.9073143,0.9073143
725,0.83821195,0.83821195
726,0.2125203,0.2125203
727,0.50250226,0.50250226
728,0.7333334,0.7333334
729,0.8240003,0.8240003
730,0.9073143,0.9073143
731,0.9065238,0.9065238
732,0.24353816,0.24353816
733,0.5273877,0.5273877
734,0.75255466,0.75255466
735,0.8029263,0.8029263
736,0.89254177,0.89254177
737,0.91409117,0.91409117
738,0.21486793,0.21486793
739,0.5013415,0.5013415
740,0.7315713,0.7315713
741,0.8368138,0.8368138
742,0.9147188,0.9147188
743,0.90512043,0.90512043
744,0.24941026,0.24941026
745,0.5259942,0.5259942
746,0.7486679,0.7486679
747,0.8343875,0.8343875
748,0.9134751,0.9134751
749,0.9110314,0.9110314
750,0.24941026,0.32397866
751,0.5259942,0.57003385
752,0.7486679,0.77629495
753,0.8343875,0.8029263
754,0.9134751,0.89254177
755,0.9110314,0.9199517
756,0.26292765,0.26292765
757,0.54381615,0.54381615
758,0.76528895,0.76528895
759,0.8193342,0.8193342
760,0.90236104,0.90236104
761,0.9199151,0.9199151
762,0.17919773,0.17919773
763,0.46219274,0.46219274
764,0.69745886,0.69745886
765,0.77547437,0.77547437
766,0.87342876,0.87342876
767,0.8882149,0.8882149
768,0.18489626,0.18489626
769,0.4565026,0.4565026
770,0.68981373,0.68981373
771,0.8442316,0.8442316
772,0.9192959,0.9192959
773,0.8807883,0.8807883
774,0.23228379,0.23228379
775,0.515204,0.515204
776,0.7434162,0.7434162
777,0.826438,0.826438
778,0.9077715,0.9077715
779,0.90894914,0.90894914
780,0.1833659,0.1833659
781,0.44795445,0.44795445
782,0.6778598,0.6778598
783,0.86396086,0.86396086
784,0.9272065,0.9272065
785,0.87443155,0.87443155
786,0.21486793,0.21486793
787,0.5013415,0.5013415
788,0.7315713,0.7315713
789,0.8368138,0.8368138
790,0.9147188,0.9147188
791,0.90512043,0.90512043
792,0.24941026,0.24941026
793,0.5259942,0.5259942
794,0.7486679,0.7486679
795,0.8343875,0.8343875
796,0.9134751,0.9134751
797,0.9110314,0.9110314
798,0.26752573,0.36971694
799,0.5456148,0.6053038
800,0.76485324,0.7993318
801,0.83937013,0.83937013
802,0.91612947,0.91612947
803,0.91934305,0.92993
804,0.26292765,0.2125203
805,0.54381615,0.50250226
806,0.76528895,0.7333334
807,0.8193342,0.8240003
808,0.90236104,0.9073143
809,0.9199151,0.9065238
810,0.2550879,0.2550879
811,0.51253545,0.51253545
812,0.7316472,0.7316472
813,0.82833695,0.82833695
814,0.90972304,0.90972304
815,0.8987653,0.8987653
816,0.20920116,0.20920116
817,0.49931547,0.49931547
818,0.7321427,0.7321427
819,0.83566797,0.83566797
820,0.91394585,0.91394585
821,0.9057066,0.9057066
822,0.30041024,0.30041024
823,0.5623969,0.5623969
824,0.77437276,0.77437276
825,0.8181808,0.8181808
826,0.90295285,0.90295285
827,0.92146283,0.92146283
828,0.2125203,0.2125203
829,0.50250226,0.50250226
830,0.7333334,0.7333334
831,0.8240003,0.8240003
832,0.9073143,0.9073143
833,0.9065238,0.9065238
834,0.1833659,0.1833659
835,0.44795445,0.44795445
836,0.6778598,0.6778598
837,0.85394704,0.85394704
838,0.92272854,0.92272854
839,0.87443155,0.87443155
840,0.21486793,0.21486793
841,0.5013415,0.5013415
842,0.7315713,0.7315713
843,0.8368138,0.8368138
844,0.9147188,0.9147188
845,0.90512043,0.90512043
846,0.20477198,0.20477198
847,0.4921113,0.4921113
848,0.7241483,0.7241483
849,0.84932166,0.84932166
850,0.9210807,0.9210807
851,0.90135294,0.90135294
852,0.2063061,0.2063061
853,0.4989475,0.4989475
854,0.7319431,0.7319431
855,0.8586213,0.8442316
856,0.9261877,0.9192959
857,0.9059805,0.9059805
858,0.20477198,0.24353816
859,0.4921113,0.5273877
860,0.7241483,0.75255466
861,0.87575114,0.8029263
862,0.93389267,0.89254177
863,0.90135294,0.91409117
864,0.26752573,0.26752573
865,0.5456148,0.5456148
866,0.76485324,0.76485324
867,0.83937013,0.83937013
868,0.91612947,0.91612947
869,0.91934305,0.91934305
870,0.24353816,0.24353816
871,0.5273877,0.5273877
872,0.75255466,0.75255466
873,0.8109466,0.8109466
874,0.89531314,0.89531314
875,0.91409117,0.91409117
876,0.13764471,0.13764471
877,0.36288953,0.36288953
878,0.58501315,0.58501315
879,0.84932166,0.84932166
880,0.9210807,0.9210807
881,0.81534874,0.81534874
882,0.2125203,0.2125203
883,0.50250226,0.50250226
884,0.7333334,0.7333334
885,0.8240003,0.8240003
886,0.9073143,0.9073143
887,0.9065238,0.9065238
888,0.2063061,0.2063061
889,0.4989475,0.4989475
890,0.7319431,0.7319431
891,0.8442316,0.8442316
892,0.9192959,0.9192959
893,0.9059805,0.9059805
894,0.24353816,0.24353816
895,0.5273877,0.5273877
896,0.75255466,0.75255466
897,0.8029263,0.8029263
898,0.89254177,0.89254177
899,0.91409117,0.91409117
900,0.28833213,0.28833213
901,0.56381035,0.56381035
902,0.77850074,0.77850074
903,0.8181808,0.8181808
904,0.90295285,0.90295285
905,0.9252421,0.9252421
906,0.28833213,0.43503514
907,0.56381035,0.6413542
908,0.77850074,0.8225318
909,0.8181808,0.8181808
910,0.90295285,0.90295285
911,0.9252421,0.93650734
912,0.28833213,0.21486793
913,0.56381035,0.5013415
914,0.77850074,0.7315713
915,0.8181808,0.8368138
916,0.90295285,0.9147188
917,0.9252421,0.90512043
918,0.26292765,0.26292765
919,0.54381615,0.54381615
920,0.76528895,0.76528895
921,0.8193342,0.8193342
922,0.90236104,0.90236104
923,0.9199151,0.9199151
924,0.3093605,0.3093605
925,0.5775014,0.5775014
926,0.787862,0.787862
927,0.81097955,0.81097955
928,0.89748585,0.89748585
929,0.92877996,0.92877996
930,0.2063061,0.2063061
931,0.4989475,0.4989475
932,0.7319431,0.7319431
933,0.8442316,0.8442316
934,0.9192959,0.9192959
935,0.9059805,0.9059805
936,0.24941026,0.24941026
937,0.5259942,0.5259942
938,0.7486679,0.7486679
939,0.8343875,0.8343875
940,0.9134751,0.9134751
941,0.9110314,0.9110314
942,0.1442835,0.1442835
943,0.40814584,0.40814584
944,0.6450263,0.6450263
945,0.8442316,0.8442316
946,0.9192959,0.9192959
947,0.8569793,0.8569793
948,0.26322576,0.26322576
949,0.5419277,0.5419277
950,0.7615025,0.7615025
951,0.82666177,0.82666177
952,0.90689254,0.90689254
953,0.91786945,0.91786945
954,0.4691143,0.4691143
955,0.66347706,0.66347706
956,0.8360066,0.8360066
957,0.8181808,0.8181808
958,0.90295285,0.90295285
959,0.9421026,0.9421026
960,0.35901937,0.26292765
961,0.5912118,0.54381615
962,0.7900307,0.76528895
963,0.8193342,0.8193342
964,0.90236104,0.90236104
965,0.9251043,0.9199151
966,0.21486793,0.28833213
967,0.5013415,0.56381035
968,0.7315713,0.77850074
969,0.8368138,0.8181808
970,0.9147188,0.90295285
971,0.90512043,0.9252421
972,0.20920116,0.20920116
973,0.49931547,0.49931547
974,0.7321427,0.7321427
975,0.83566797,0.83566797
976,0.91394585,0.91394585
977,0.9057066,0.9057066
978,0.20477198,0.20477198
979,0.4921113,0.4921113
980,0.7241483,0.7241483
981,0.84932166,0.84932166
982,0.9210807,0.9210807
983,0.90135294,0.90135294
984,0.24353816,0.24353816
985,0.5273877,0.5273877
986,0.75255466,0.75255466
987,0.81539226,0.81539226
988,0.89875555,0.89875555
989,0.91409117,0.91409117
990,0.3093605,0.3093605
991,0.5775014,0.5775014
992,0.787862,0.787862
993,0.81097955,0.81097955
994,0.89748585,0.89748585
995,0.92877996,0.92877996
996,0.3093605,0.3093605
997,0.5775014,0.5775014
998,0.787862,0.787862
999,0.81097955,0.81097955
1000,0.89748585,0.89748585
