P_X,P_f,N,run_id,ur,clip_norm,seed,t_mech,t_func_die,sign_delta
10,1,10,hippo_045_clip1,0.45,1.0,42,inf,inf,0
10,1,10,hippo_045_clip1,0.45,1.0,43,inf,inf,0
10,1,10,hippo_045_clip1,0.45,1.0,44,inf,inf,0
10,2,3,hippo_045_clip1,0.45,1.0,42,inf,43,1
10,2,3,hippo_045_clip1,0.45,1.0,43,inf,inf,0
10,2,3,hippo_045_clip1,0.45,1.0,44,inf,inf,0
10,2,5,hippo_045_clip1,0.45,1.0,42,inf,inf,0
10,2,5,hippo_045_clip1,0.45,1.0,43,inf,inf,0
10,2,5,hippo_045_clip1,0.45,1.0,44,inf,inf,0
10,2,10,hippo_045_clip1,0.45,1.0,42,inf,inf,0
10,2,10,hippo_045_clip1,0.45,1.0,43,inf,inf,0
10,2,10,hippo_045_clip1,0.45,1.0,44,inf,inf,0
10,5,3,hippo_045_clip1,0.45,1.0,42,inf,43,1
10,5,3,hippo_045_clip1,0.45,1.0,43,inf,inf,0
10,5,3,hippo_045_clip1,0.45,1.0,44,inf,inf,0
10,5,5,hippo_045_clip1,0.45,1.0,42,inf,inf,0
10,5,5,hippo_045_clip1,0.45,1.0,43,inf,inf,0
10,5,5,hippo_045_clip1,0.45,1.0,44,inf,inf,0
10,5,10,hippo_045_clip1,0.45,1.0,42,inf,inf,0
10,5,10,hippo_045_clip1,0.45,1.0,43,inf,inf,0
10,5,10,hippo_045_clip1,0.45,1.0,44,inf,inf,0
20,1,3,hippo_045_clip1,0.45,1.0,42,inf,inf,0
20,1,3,hippo_045_clip1,0.45,1.0,43,inf,inf,0
20,1,3,hippo_045_clip1,0.45,1.0,44,inf,inf,0
20,1,5,hippo_045_clip1,0.45,1.0,42,inf,inf,0
20,1,5,hippo_045_clip1,0.45,1.0,43,inf,inf,0
20,1,5,hippo_045_clip1,0.45,1.0,44,inf,inf,0
20,1,10,hippo_045_clip1,0.45,1.0,42,inf,inf,0
20,1,10,hippo_045_clip1,0.45,1.0,43,inf,inf,0
20,1,10,hippo_045_clip1,0.45,1.0,44,inf,inf,0
20,2,3,hippo_045_clip1,0.45,1.0,42,inf,43,1
20,2,3,hippo_045_clip1,0.45,1.0,43,inf,inf,0
20,2,3,hippo_045_clip1,0.45,1.0,44,inf,inf,0
20,2,5,hippo_045_clip1,0.45,1.0,42,inf,inf,0
20,2,5,hippo_045_clip1,0.45,1.0,43,inf,inf,0
20,2,5,hippo_045_clip1,0.45,1.0,44,inf,inf,0
20,2,10,hippo_045_clip1,0.45,1.0,42,inf,inf,0
20,2,10,hippo_045_clip1,0.45,1.0,43,inf,inf,0
20,2,10,hippo_045_clip1,0.45,1.0,44,inf,inf,0
20,5,3,hippo_045_clip1,0.45,1.0,42,inf,43,1
20,5,3,hippo_045_clip1,0.45,1.0,43,inf,inf,0
20,5,3,hippo_045_clip1,0.45,1.0,44,inf,inf,0
20,5,5,hippo_045_clip1,0.45,1.0,42,inf,inf,0
20,5,5,hippo_045_clip1,0.45,1.0,43,inf,inf,0
20,5,5,hippo_045_clip1,0.45,1.0,44,inf,inf,0
20,5,10,hippo_045_clip1,0.45,1.0,42,inf,inf,0
20,5,10,hippo_045_clip1,0.45,1.0,43,inf,inf,0
20,5,10,hippo_045_clip1,0.45,1.0,44,inf,inf,0
30,1,3,hippo_045_clip1,0.45,1.0,42,inf,inf,0
30,1,3,hippo_045_clip1,0.45,1.0,43,inf,inf,0
30,1,3,hippo_045_clip1,0.45,1.0,44,inf,inf,0
30,1,5,hippo_045_clip1,0.45,1.0,42,inf,inf,0
30,1,5,hippo_045_clip1,0.45,1.0,43,inf,inf,0
30,1,5,hippo_045_clip1,0.45,1.0,44,inf,inf,0
30,1,10,hippo_045_clip1,0.45,1.0,42,inf,inf,0
30,1,10,hippo_045_clip1,0.45,1.0,43,inf,inf,0
30,1,10,hippo_045_clip1,0.45,1.0,44,inf,inf,0
30,2,3,hippo_045_clip1,0.45,1.0,42,inf,43,1
30,2,3,hippo_045_clip1,0.45,1.0,43,inf,inf,0
30,2,3,hippo_045_clip1,0.45,1.0,44,inf,inf,0
30,2,5,hippo_045_clip1,0.45,1.0,42,inf,inf,0
30,2,5,hippo_045_clip1,0.45,1.0,43,inf,inf,0
30,2,5,hippo_045_clip1,0.45,1.0,44,inf,inf,0
30,2,10,hippo_045_clip1,0.45,1.0,42,inf,inf,0
30,2,10,hippo_045_clip1,0.45,1.0,43,inf,inf,0
30,2,10,hippo_045_clip1,0.45,1.0,44,inf,inf,0
30,5,3,hippo_045_clip1,0.45,1.0,42,inf,43,1
30,5,3,hippo_045_clip1,0.45,1.0,43,inf,inf,0
30,5,3,hippo_045_clip1,0.45,1.0,44,inf,inf,0
30,5,5,hippo_045_clip1,0.45,1.0,42,inf,inf,0
30,5,5,hippo_045_clip1,0.45,1.0,43,inf,inf,0
30,5,5,hippo_045_clip1,0.45,1.0,44,inf,inf,0
30,5,10,hippo_045_clip1,0.45,1.0,42,inf,inf,0
30,5,10,hippo_045_clip1,0.45,1.0,43,inf,inf,0
30,5,10,hippo_045_clip1,0.45,1.0,44,inf,inf,0
