# R5_permutation_null_draws.csv
# QuantImmuBench §3.3.3: nested-LOPO 标签置换零分布, 每行一次置换
# 输入=pooled_clean_rerun_9mer.csv; 整合维度=['PredIG_max', 'IMPROVE_max', 'pTuneos_max', 'PRIME_max', 'ImmuneApp_max', 'deepHLApan_max']; min_pep=8
# 置换机制/LOPO 计算与 R5_official.py --shuffle 逐位一致; real_lopo_rho=0.194618
seed,lopo_null
378,-0.014502
379,0.028165
380,-0.064462
381,0.070343
382,-0.335688
383,-0.088674
384,0.252541
385,0.166146
386,-0.034368
387,0.105758
388,0.107193
389,-0.190339
390,-0.253925
391,-0.243680
392,-0.025252
393,0.208188
394,0.203970
395,-0.131157
396,-0.075658
397,0.241395
398,0.147088
399,0.080385
400,-0.212492
401,0.193056
402,0.026997
403,0.080924
404,-0.277906
405,-0.149069
406,-0.129725
407,0.201457
408,0.095965
409,0.119611
410,0.219376
411,0.235866
412,-0.027443
413,0.095912
414,0.055737
415,-0.065107
416,0.027121
417,0.250568
418,0.179236
419,-0.121207
420,-0.020317
421,-0.182351
422,0.156485
423,0.092092
424,0.191429
425,0.224977
426,0.064323
427,-0.168170
428,0.125513
429,-0.069845
430,0.014388
431,0.000388
432,-0.091015
433,0.035532
434,-0.068980
435,-0.032869
436,0.259475
437,-0.109943
438,-0.099239
439,0.064187
440,0.193865
441,-0.002472
442,-0.255538
443,-0.395457
444,0.176356
445,-0.068356
446,-0.258394
447,0.232630
448,-0.108351
449,0.286826
450,-0.012403
451,-0.086884
452,-0.123930
453,0.152447
454,-0.110652
455,0.020808
456,-0.058286
457,-0.143935
458,0.246257
459,-0.086781
460,0.179112
461,0.165696
462,-0.022328
463,-0.016879
464,0.266599
465,0.064559
466,-0.311707
467,0.231217
468,0.020734
469,-0.027379
470,-0.282499
471,-0.138388
472,-0.293805
473,0.212489
474,-0.234474
475,0.138598
476,0.309579
477,0.107580
478,-0.063119
479,0.001924
480,0.086938
481,-0.141015
482,0.210509
483,-0.246289
484,-0.261775
485,-0.088433
486,0.140177
487,-0.036919
488,0.179313
489,-0.323502
490,-0.017881
491,-0.286489
492,-0.034689
493,-0.195809
494,0.006327
495,-0.201033
496,-0.188506
497,-0.310112
498,0.070961
499,-0.157322
500,0.133944
501,-0.135396
502,0.173146
503,0.256945
504,-0.075095
505,-0.067870
506,-0.162694
507,0.147498
508,-0.163044
509,0.005333
510,-0.263045
511,0.053904
512,-0.113573
513,0.086682
514,0.014191
515,-0.190614
516,-0.134752
517,0.156206
518,0.069581
519,-0.017432
520,0.375317
521,-0.129295
522,0.100246
523,-0.103921
524,0.018390
525,-0.069095
526,0.121985
527,0.020707
528,0.120433
529,-0.180191
530,0.062662
531,-0.296146
532,-0.009100
533,-0.203928
534,-0.137609
535,0.213081
536,-0.297071
537,0.031613
538,0.021327
539,0.002612
540,-0.084933
541,-0.063518
542,-0.299720
543,-0.090024
544,0.067733
545,0.052081
546,-0.020755
547,0.073063
548,0.151472
549,0.324075
550,-0.138247
551,0.246826
552,-0.129057
553,-0.001472
554,0.097568
555,0.101000
556,-0.135887
557,0.021576
558,-0.292400
559,0.033841
560,0.276504
561,0.203086
562,-0.023834
563,-0.242239
564,0.008693
565,0.169933
566,0.036905
567,-0.158764
568,-0.152355
569,0.105846
570,0.094826
571,-0.097970
572,0.100913
573,0.099578
574,0.100318
575,0.108710
576,0.114016
577,0.010566
578,0.081695
579,0.051831
580,-0.097659
581,0.025147
582,0.149365
583,0.155927
584,-0.003377
585,0.002334
586,-0.121541
587,-0.026693
588,0.034309
589,0.291001
590,0.048174
591,-0.275870
592,0.181044
593,-0.147330
594,0.086427
595,0.175287
596,-0.097705
597,0.011748
598,-0.089702
599,-0.194552
600,-0.349026
601,-0.188214
602,0.202543
603,-0.028255
604,0.024697
605,0.039900
606,0.172642
607,0.114118
608,0.000422
609,0.168085
610,0.245739
611,-0.036387
612,-0.112317
613,-0.144944
614,0.252003
615,-0.022248
616,0.095345
617,0.093232
618,-0.175842
619,0.174083
620,0.112645
621,-0.196951
622,-0.136905
623,-0.166748
624,0.064666
625,0.101301
626,0.126574
627,-0.432135
628,-0.233920
629,0.071304
630,0.222605
631,0.187896
632,0.120469
633,-0.250495
634,-0.157155
635,0.061986
636,0.101566
637,0.096095
638,0.058601
639,-0.004202
640,0.389616
641,-0.066314
642,-0.194579
643,0.148105
644,-0.318006
645,0.139656
646,-0.266422
647,0.037530
648,0.026781
649,0.022143
650,0.298431
651,0.114569
652,0.042823
653,0.236027
654,0.317592
655,-0.059126
656,0.285581
657,0.044365
658,0.104680
659,0.036108
660,-0.028544
661,0.019825
662,-0.181515
663,0.294923
664,0.023375
665,-0.066161
666,-0.058157
667,-0.345784
668,0.139868
669,-0.196359
670,-0.169799
671,-0.098958
672,0.038343
673,-0.115105
674,-0.004125
675,0.090752
676,0.093791
677,0.106139
678,0.016085
679,0.253428
680,-0.264272
681,-0.010575
682,-0.283969
683,0.033962
684,0.039500
685,-0.035641
686,0.130370
687,0.218103
688,-0.073967
689,0.076887
690,-0.061411
691,0.062404
692,-0.047720
693,0.135497
694,0.087640
695,-0.019355
696,-0.114161
697,0.143897
698,0.018853
699,-0.014718
700,-0.293675
701,0.151281
702,-0.184816
703,0.142647
704,0.196600
705,-0.070943
706,-0.218821
707,0.019230
708,-0.237075
709,0.291617
710,0.075433
711,-0.061226
712,0.045169
713,0.065560
714,0.144432
715,0.228377
716,-0.186167
717,-0.081054
718,0.053846
719,-0.128484
720,-0.080364
721,0.247458
722,-0.108506
723,0.118534
724,-0.055226
725,0.048182
726,0.034921
727,0.217931
728,0.050640
729,-0.101351
730,-0.111433
731,0.092858
732,0.103537
733,-0.366555
734,0.116157
735,-0.015486
736,-0.228757
737,0.066418
738,-0.204492
739,0.205965
740,-0.252099
741,0.171422
742,-0.047314
743,0.191640
744,0.030340
745,-0.288578
746,0.020659
747,-0.213686
748,0.010264
749,0.070252
750,-0.193058
751,-0.091471
752,0.005105
753,-0.050679
754,-0.130268
755,-0.077622
756,0.076328
757,-0.267213
758,-0.074141
759,0.109016
760,0.200763
761,-0.070279
762,-0.075831
763,0.141440
764,0.112790
765,-0.070105
766,0.095983
767,-0.221633
768,0.170432
769,0.023377
770,-0.027144
771,-0.137449
772,-0.034238
773,0.050455
774,0.127365
775,-0.109867
776,0.115466
777,0.064702
778,0.018458
779,0.051687
780,0.062879
781,-0.272370
782,-0.091849
783,-0.035812
784,-0.243459
785,-0.161173
786,0.143918
787,0.067525
788,-0.105596
789,-0.036444
790,-0.349804
791,-0.013737
792,-0.171769
793,0.252013
794,-0.056453
795,-0.170316
796,0.151935
797,0.149212
798,0.106776
799,-0.149678
800,-0.029111
801,-0.091199
802,0.128076
803,-0.158524
804,0.020568
805,-0.098872
806,0.055988
807,0.084825
808,0.140334
809,0.138219
810,-0.042407
811,-0.087694
812,-0.217865
813,0.153340
814,0.222470
815,-0.142049
816,0.077112
817,-0.179209
818,-0.066156
819,0.164909
820,-0.272308
821,0.224875
822,0.285768
823,0.052134
824,-0.126406
825,0.242147
826,-0.127023
827,0.067360
828,0.098884
829,-0.065308
830,-0.119675
831,-0.003454
832,-0.062790
833,-0.052888
834,-0.002625
835,-0.171616
836,0.044550
837,-0.141160
838,0.060303
839,0.033277
840,-0.090915
841,0.219978
842,0.113862
843,0.086410
844,0.140882
845,0.028805
846,0.115282
847,-0.264397
848,0.038881
849,-0.217738
850,-0.103341
851,0.012432
852,0.246980
853,0.193370
854,-0.064971
855,0.128174
856,-0.028085
857,-0.131344
858,0.221727
859,0.077598
860,0.184487
861,-0.054564
862,-0.237487
863,0.046257
864,0.062535
865,0.249978
866,0.313889
867,0.157228
868,0.249443
869,0.349281
870,0.038311
871,-0.017478
872,0.049932
873,0.087587
874,-0.174047
875,-0.186966
876,-0.088533
877,-0.119477
878,0.067359
879,-0.196031
880,0.074605
881,-0.022916
882,0.117818
883,0.089628
884,0.112191
885,0.036814
886,-0.146629
887,0.195805
888,0.017260
889,-0.048052
890,0.032250
891,-0.027905
892,0.264598
893,0.152207
894,-0.042820
895,-0.105658
896,0.204226
897,-0.131401
898,-0.137002
899,-0.194759
900,-0.165632
901,0.119234
902,-0.168143
903,-0.065367
904,0.201453
905,-0.021102
906,-0.026781
907,-0.147339
908,-0.019422
909,-0.043729
910,-0.059683
911,-0.074029
912,0.106291
913,0.118771
914,-0.007846
915,-0.022889
916,-0.234407
917,-0.094010
918,-0.292928
919,0.259538
920,0.074476
921,-0.106027
922,-0.310971
923,-0.081007
924,-0.497193
925,-0.118860
926,-0.003784
927,-0.003924
928,-0.124836
929,0.058511
930,-0.194707
931,-0.030879
932,0.047176
933,-0.064802
934,0.117956
935,-0.154312
936,-0.140573
937,0.117616
938,0.108918
939,-0.071264
940,0.078938
941,-0.084057
942,-0.083491
943,-0.071088
944,0.204988
945,0.031473
946,-0.390062
947,-0.214748
948,-0.170024
949,-0.002514
950,0.175889
951,-0.127884
952,-0.194620
953,-0.147087
954,0.252634
955,-0.179553
956,0.066169
957,-0.169658
958,-0.039365
959,0.259324
960,0.115101
961,-0.279218
962,-0.318794
963,0.119448
964,0.057661
965,0.012753
966,-0.016233
967,0.073019
968,-0.122231
969,-0.110667
970,0.210396
971,-0.202816
972,-0.185974
973,-0.243536
974,0.314471
975,0.144667
976,-0.243890
977,0.007972
978,0.105481
979,0.192907
980,-0.217866
981,0.010647
982,0.006400
983,-0.121312
984,-0.108708
985,0.073504
986,-0.162946
987,-0.185440
988,0.106805
989,0.057599
990,0.203700
991,0.128330
992,0.174492
993,-0.054569
994,0.071557
995,-0.307035
996,-0.053873
997,0.053813
998,0.003067
999,0.259472
