ID,bb_idxs
ID_1380,[6774]
ID_1381,[6775]
ID_1382,[6776]
ID_1383,[6777]
ID_1384,[6778]
ID_1385,[6779]
ID_1386,[6780]
ID_1387,[6781]
ID_1388,[6782]
ID_1389,[6783]
ID_1390,[6784]
ID_1391,[6785]
ID_1392,[6786]
ID_1393,[6787]
ID_1394,[6788]
ID_1395,[6789]
ID_1396,[6790]
ID_1397,[6791]
ID_1398,[6792]
ID_1399,[6793]
ID_1400,[6794]
ID_1401,[6795]
ID_1402,[6796]
ID_1403,[6797]
ID_1404,[6798]
ID_1405,[6799]
ID_1406,[6800]
ID_1407,[6801]
ID_1408,[6802]
ID_1409,[6803]
ID_1410,[6804]
ID_1411,[6805]
ID_1412,[6806]
ID_1413,[6807]
ID_1414,[6808]
ID_1415,[6809]
ID_1416,[6810]
ID_1417,[6811]
ID_1418,[6812]
ID_1419,[6813]
ID_1420,[6814]
ID_1421,[6815]
ID_1422,[6816]
ID_1423,[6817]
ID_1424,[6818]
ID_1425,[6819]
ID_1426,[6820]
ID_1427,[6821]
ID_1428,[6822]
ID_1429,[6823]
ID_1430,[6824]
ID_1431,[6825]
ID_1432,[6826]
ID_1433,[7217]
ID_1434,[7218]
ID_1435,[7219]
ID_1436,[7220]
ID_1437,[7221]
ID_1438,[7222]
ID_1439,[7223]
ID_1440,[7224]
ID_1441,[7225]
ID_1442,[7226]
ID_1443,[7227]
ID_1444,[7228]
ID_1445,[7229]
ID_1446,[7230]
ID_1447,[7231]
ID_1448,[7232]
ID_1449,[7233]
ID_1450,[7234]
ID_1451,[7235]
ID_1452,[7236]
ID_1453,[7237]
ID_1454,[7238]
ID_1455,[7239]
ID_1456,[7240]
ID_1457,[7241]
ID_1458,[7242]
ID_1459,[7243]
ID_1460,[7244]
ID_1461,[7245]
ID_1462,[7246]
ID_1463,[7247]
ID_1464,[7248]
ID_1465,[7249]
ID_1466,[7250]
ID_1467,[7251]
ID_1468,[7252]
ID_1469,[7253]
ID_1470,[7254]
ID_1471,[7255]
ID_1472,[7256]
ID_1473,[7257]
ID_1474,[7258]
ID_1475,[7259]
ID_1476,[7260]
ID_1477,[7261]
ID_1478,[7262]
ID_1479,[7263]
ID_1480,[7264]
ID_1481,[7265]
ID_1482,[7266]
ID_1483,[7267]
ID_1484,[7268]
ID_1485,[7269]
ID_1486,[7270]
ID_1487,[7547]
ID_1488,[7548]
ID_1489,[7549]
ID_1490,[7550]
ID_1491,[7551]
ID_1492,[7552]
ID_1493,[7553]
ID_1494,[7554]
ID_1495,[7555]
ID_1496,[7556]
ID_1497,[7557]
ID_1498,[7558]
ID_1499,[7559]
ID_1500,[7560]
ID_1501,[7561]
ID_1502,[7562]
ID_1503,[7563]
ID_1504,[7564]
ID_1505,[7565]
ID_1506,[7566]
ID_1507,[7567]
ID_1508,[7568]
ID_1509,[7569]
ID_1510,[7570]
ID_1511,[7571]
ID_1512,[7572]
ID_1513,[7573]
ID_1514,[7574]
ID_1515,[7575]
ID_1516,[7576]
ID_1517,[7577]
ID_1518,[7578]
ID_1519,[7579]
ID_1520,[7580]
ID_1521,[7581]
ID_1522,[7582]
ID_1523,[7583]
ID_1524,[7584]
ID_1525,[7585]
ID_1526,[7586]
ID_1527,[7587]
ID_1528,[7588]
ID_1529,[7589]
ID_1530,[7590]
ID_1531,[7591]
ID_1532,[7592]
ID_1533,[7593]
ID_1534,[7594]
ID_1535,[7595]
ID_1536,[7596]
ID_1537,[7597]
ID_1538,[7598]
ID_1539,[7599]
ID_1540,[7600]
ID_1541,[7601]
ID_1542,[7602]
ID_1543,[7603]
ID_1544,[7604]
ID_1545,[7605]
ID_1546,[7606]
ID_1547,[7607]
ID_1548,[7608]
ID_1549,[7609]
ID_1550,[7610]
ID_1551,[7611]
ID_1552,[7612]
ID_1553,[7613]
ID_1554,[7614]
ID_1555,[7615]
ID_1556,[7616]
ID_1557,[7617]
ID_1558,[7618]
ID_1559,[7619]
ID_1560,[7620]
ID_1561,[7621]
ID_1562,[7622]
ID_1563,[7623]
ID_1564,[7624]
ID_1565,[7625]
ID_1566,[7626]
ID_1567,[7627]
ID_1568,[7628]
ID_1569,[7629]
ID_1570,[7630]
ID_1571,[7631]
ID_1572,[7632]
ID_1573,[7633]
ID_1574,[7634]
ID_1575,[7635]
ID_1576,[7636]
ID_1577,[8057]
ID_1578,[8058]
ID_1579,[8059]
ID_1580,[8060]
ID_1581,[8061]
ID_1582,[8062]
ID_1583,[8063]
ID_1584,[8064]
ID_1585,[8065]
ID_1586,[8066]
ID_1587,[8067]
ID_1588,[8068]
ID_1589,[8069]
ID_1590,[8070]
ID_1591,[8071]
ID_1592,[8072]
ID_1593,[8073]
ID_1594,[8074]
ID_1595,[8075]
ID_1596,[8076]
ID_1597,[8077]
ID_1598,[8078]
ID_1599,[8079]
ID_1600,[8080]
ID_1601,[8081]
ID_1602,[8082]
ID_1603,[8083]
ID_1604,[8084]
ID_1605,[8085]
ID_1606,[8086]
ID_1607,[8087]
ID_1608,[8088]
ID_1609,[8089]
ID_1610,[8090]
ID_1611,[8091]
ID_1612,[8092]
ID_1613,[8093]
ID_1614,[8094]
ID_1615,[8095]
ID_1616,[8096]
ID_1617,[8097]
ID_1618,[8098]
ID_1619,[8099]
ID_1620,[8100]
ID_1621,[8101]
ID_1622,[8102]
ID_1623,[8103]
ID_1624,[8104]
ID_1625,[8105]
ID_1626,[8106]
ID_1627,[8107]
ID_1628,[8108]
ID_1629,[8109]
ID_1630,[8110]
ID_1631,[8339]
ID_1632,[8340]
ID_1633,[8341]
ID_1634,[8342]
ID_1635,[8343]
ID_1636,[8344]
ID_1637,[8345]
ID_1638,[8346]
ID_1639,[8347]
ID_1640,[8348]
ID_1641,[8349]
ID_1642,[8350]
ID_1643,[8351]
ID_1644,[8352]
ID_1645,[8353]
ID_1646,[8354]
ID_1647,[8355]
ID_1648,[8356]
ID_1649,[8357]
ID_1650,[8358]
ID_1651,[8359]
ID_1652,[8360]
ID_1653,[8361]
ID_1654,[8362]
ID_1655,[8363]
ID_1656,[8364]
ID_1657,[8365]
ID_1658,[8366]
ID_1659,[8367]
ID_1660,[8368]
ID_1661,[8369]
ID_1662,[8370]
ID_1663,[8371]
ID_1664,[8372]
ID_1665,[8373]
ID_1666,[8374]
ID_1667,[8375]
ID_1668,[8376]
ID_1669,[8377]
ID_1670,[8378]
ID_1671,[8379]
ID_1672,[8380]
ID_1673,[8609]
ID_1674,[8610]
ID_1675,[8611]
ID_1676,[8612]
ID_1677,[8613]
ID_1678,[8614]
ID_1679,[8615]
ID_1680,[8616]
ID_1681,[8617]
ID_1682,[8618]
ID_1683,[8619]
ID_1684,[8620]
ID_1685,[8621]
ID_1686,[8622]
ID_1687,[8623]
ID_1688,[8624]
ID_1689,[8625]
ID_1690,[8626]
ID_1691,[8627]
ID_1692,[8628]
ID_1693,[8629]
ID_1694,[8630]
ID_1695,[8631]
ID_1696,[8632]
ID_1697,[8633]
ID_1698,[8634]
ID_1699,[8635]
ID_1700,[8636]
ID_1701,[8637]
ID_1702,[8638]
ID_1703,[8639]
ID_1704,[8640]
ID_1705,[8641]
ID_1706,[8642]
ID_1707,[8643]
ID_1708,[8644]
ID_1709,[8645]
ID_1710,[8646]
ID_1711,[8647]
ID_1712,[8648]
ID_1713,[8649]
ID_1714,[8650]
ID_1715,[8651]
ID_1716,[8652]
ID_1717,[8653]
ID_1718,[8654]
ID_1719,[8655]
ID_1720,[8656]
ID_1721,[8657]
ID_1722,[8658]
ID_1723,[8659]
ID_1724,[8660]
ID_1725,[8661]
ID_1726,[8662]
ID_1727,[8663]
ID_1728,[8664]
ID_1729,[8665]
ID_1730,[8666]
ID_1731,[8667]
ID_1732,[8668]
ID_1733,[8669]
ID_1734,[8670]
ID_1735,[8671]
ID_1736,[8672]
ID_1737,[8673]
ID_1738,[8674]
ID_1739,[8675]
ID_1740,[8676]
ID_1741,[8677]
ID_1742,[8678]
ID_1743,[8679]
ID_1744,[8680]
ID_1745,[8681]
ID_1746,[8682]
ID_1747,[8683]
ID_1748,[8684]
ID_1749,[8685]
ID_1750,[8686]
ID_1751,[8687]
ID_1752,[8688]
ID_1753,[8689]
ID_1754,[8690]
ID_1755,[8691]
ID_1756,[8692]
ID_1757,[8693]
ID_1758,[8694]
ID_1759,[8695]
ID_1760,[8696]
ID_1761,[8697]
ID_1762,[8698]
ID_1763,[8699]
ID_1764,[8700]
ID_1765,[8701]
ID_1766,[8702]
ID_1767,[8703]
ID_1768,[8704]
ID_1769,[8705]
ID_1770,[8706]
ID_1771,[8707]
ID_1772,[8708]
ID_1773,[8709]
ID_1774,[8710]
ID_1775,[9179]
ID_1776,[9180]
ID_1777,[9181]
ID_1778,[9182]
ID_1779,[9183]
ID_1780,[9184]
ID_1781,[9185]
ID_1782,[9186]
ID_1783,[9187]
ID_1784,[9188]
ID_1785,[9189]
ID_1786,[9190]
ID_1787,[9191]
ID_1788,[9192]
ID_1789,[9193]
ID_1790,[9194]
ID_1791,[9195]
ID_1792,[9196]
ID_1793,[9197]
ID_1794,[9198]
ID_1795,[9199]
ID_1796,[9200]
ID_1797,[9201]
ID_1798,[9202]
ID_1799,[9203]
ID_1800,[9204]
ID_1801,[9205]
ID_1802,[9206]
ID_1803,[9207]
ID_1804,[9208]
ID_1805,[9209]
ID_1806,[9210]
ID_1807,[9211]
ID_1808,[9212]
ID_1809,[9213]
ID_1810,[9214]
ID_1811,[9215]
ID_1812,[9216]
ID_1813,[9217]
ID_1814,[9218]
ID_1815,[9219]
ID_1816,[9220]
ID_1817,[9431]
ID_1818,[9432]
ID_1819,[9433]
ID_1820,[9434]
ID_1821,[9435]
ID_1822,[9436]
ID_1823,[9437]
ID_1824,[9438]
ID_1825,[9439]
ID_1826,[9440]
ID_1827,[9441]
ID_1828,[9442]
ID_1829,[9443]
ID_1830,[9444]
ID_1831,[9445]
ID_1832,[9446]
ID_1833,[9447]
ID_1834,[9448]
ID_1835,[9449]
ID_1836,[9450]
ID_1837,[9451]
ID_1838,[9452]
ID_1839,[9453]
ID_1840,[9454]
ID_1841,[9455]
ID_1842,[9456]
ID_1843,[9457]
ID_1844,[9458]
ID_1845,[9459]
ID_1846,[9460]
ID_1847,[9461]
ID_1848,[9462]
ID_1849,[9463]
ID_1850,[9464]
ID_1851,[9465]
ID_1852,[9466]
ID_1853,[9467]
ID_1854,[9468]
ID_1855,[9469]
ID_1856,[9470]
ID_1857,[9471]
ID_1858,[9472]
ID_1859,[9473]
ID_1860,[9474]
ID_1861,[9475]
ID_1862,[9476]
ID_1863,[9477]
ID_1864,[9478]
ID_1865,[9479]
ID_1866,[9480]
ID_1867,[9481]
ID_1868,[9482]
ID_1869,[9483]
ID_1870,[9484]
ID_1871,[9485]
ID_1872,[9486]
ID_1873,[9487]
ID_1874,[9488]
ID_1875,[9489]
ID_1876,[9490]
ID_1877,[9491]
ID_1878,[9492]
ID_1879,[9493]
ID_1880,[9494]
ID_1881,[9495]
ID_1882,[9496]
ID_1883,[9497]
ID_1884,[9498]
ID_1885,[9499]
ID_1886,[9500]
ID_1887,[9501]
ID_1888,[9502]
ID_1889,[9503]
ID_1890,[9504]
ID_1891,[9505]
ID_1892,[9506]
ID_1893,[9507]
ID_1894,[9508]
ID_1895,[9509]
ID_1896,[9510]
ID_1897,[9511]
ID_1898,[9512]
ID_1899,[9513]
ID_1900,[9514]
ID_1901,[9917]
ID_1902,[9918]
ID_1903,[9919]
ID_1904,[9920]
ID_1905,[9921]
ID_1906,[9922]
ID_1907,[9923]
ID_1908,[9924]
ID_1909,[9925]
ID_1910,[9926]
ID_1911,[9927]
ID_1912,[9928]
ID_1913,[9929]
ID_1914,[9930]
ID_1915,[9931]
ID_1916,[9932]
ID_1917,[9933]
ID_1918,[9934]
ID_1919,[9935]
ID_1920,[9936]
ID_1921,[9937]
ID_1922,[9938]
ID_1923,[9939]
ID_1924,[9940]
ID_1925,[9941]
ID_1926,[9942]
ID_1927,[9943]
ID_1928,[9944]
ID_1929,[9945]
ID_1930,[9946]
ID_1931,[9947]
ID_1932,[9948]
ID_1933,[9949]
ID_1934,[9950]
ID_1935,[9951]
ID_1936,[9952]
ID_1937,[9953]
ID_1938,[9954]
ID_1939,[9955]
ID_1940,[9956]
ID_1941,[9957]
ID_1942,[9958]
ID_1943,[9959]
ID_1944,[9960]
ID_1945,[9961]
ID_1946,[9962]
ID_1947,[9963]
ID_1948,[9964]
ID_1949,[9965]
ID_1950,[9966]
ID_1951,[9967]
ID_1952,[9968]
ID_1953,[9969]
ID_1954,[9970]
ID_1955,[9971]
ID_1956,[9972]
ID_1957,[9973]
ID_1958,[9974]
ID_1959,[9975]
ID_1960,[9976]
ID_1961,[9977]
ID_1962,[9978]
ID_1963,[9979]
ID_1964,[9980]
ID_1965,[9981]
ID_1966,[9982]
ID_1967,"[10253, 11033]"
ID_1968,"[10254, 11034]"
ID_1969,"[10255, 11035]"
ID_1970,"[10256, 11036]"
ID_1971,"[10257, 11037]"
ID_1972,"[10258, 11038]"
ID_1973,"[10259, 11039]"
ID_1974,"[10260, 11040]"
ID_1975,"[10261, 11041]"
ID_1976,"[10262, 11042]"
ID_1977,"[10263, 11043]"
ID_1978,"[10264, 11044]"
ID_1979,"[10265, 11045]"
ID_1980,"[10266, 11046]"
ID_1981,"[10267, 11047]"
ID_1982,"[10268, 11048]"
ID_1983,"[10269, 11049]"
ID_1984,"[10270, 11050]"
ID_1985,"[10271, 11051]"
ID_1986,"[10272, 11052]"
ID_1987,"[10273, 11053]"
ID_1988,"[10274, 11054]"
ID_1989,"[10275, 11055]"
ID_1990,"[10276, 11056]"
ID_1991,"[10277, 11057]"
ID_1992,"[10278, 11058]"
ID_1993,"[10279, 11059]"
ID_1994,[10409]
ID_1995,[10410]
ID_1996,[10411]
ID_1997,[10412]
ID_1998,[10413]
ID_1999,[10414]
ID_2000,[10415]
ID_2001,[10416]
ID_2002,[10417]
ID_2003,[10418]
ID_2004,[10419]
ID_2005,[10420]
ID_2006,[10421]
ID_2007,[10422]
ID_2008,[10423]
ID_2009,[10424]
ID_2010,[10425]
ID_2011,[10426]
ID_2012,[10427]
ID_2013,[10428]
ID_2014,[10429]
ID_2015,[10430]
ID_2016,[10431]
ID_2017,[10432]
ID_2018,[10433]
ID_2019,[10434]
ID_2020,[10435]
ID_2021,[10436]
ID_2022,[10437]
ID_2023,[10438]
ID_2024,[10439]
ID_2025,[10440]
ID_2026,[10441]
ID_2027,[10442]
ID_2028,[10443]
ID_2029,[10444]
ID_2030,[10625]
ID_2031,[10626]
ID_2032,[10627]
ID_2033,[10628]
ID_2034,[10629]
ID_2035,[10630]
ID_2036,[10631]
ID_2037,[10632]
ID_2038,[10633]
ID_2039,[10634]
ID_2040,[10635]
ID_2041,[10636]
ID_2042,[10637]
ID_2043,[10638]
ID_2044,[10639]
ID_2045,[10640]
ID_2046,[10641]
ID_2047,[10642]
ID_2048,"[10643, 12179]"
ID_2049,"[10644, 12180]"
ID_2050,"[10645, 12181]"
ID_2051,"[10646, 12182]"
ID_2052,"[10647, 12183]"
ID_2053,"[10648, 12184]"
ID_2054,"[10649, 12185]"
ID_2055,"[10650, 12186]"
ID_2056,"[10651, 12187]"
ID_2057,"[10652, 12188]"
ID_2058,"[10653, 12189]"
ID_2059,"[10654, 12190]"
ID_2060,"[10655, 12191]"
ID_2061,"[10656, 12192]"
ID_2062,"[10657, 12193]"
ID_2063,"[10658, 12194]"
ID_2064,"[10659, 12195]"
ID_2065,"[10660, 12196]"
ID_2066,"[10661, 12197]"
ID_2067,"[10662, 12198]"
ID_2068,"[10663, 12199]"
ID_2069,[10664]
ID_2070,[10665]
ID_2071,[10666]
ID_2072,[10862]
ID_2073,[10863]
ID_2074,[10864]
ID_2075,[10865]
ID_2076,[10866]
ID_2077,[10867]
ID_2078,[10868]
ID_2079,[10869]
ID_2080,[10870]
ID_2081,[10871]
ID_2082,[10872]
ID_2083,[10873]
ID_2084,[10874]
ID_2085,[10875]
ID_2086,[10876]
ID_2087,[10877]
ID_2088,[10878]
ID_2089,[10879]
ID_2090,[10880]
ID_2091,[10881]
ID_2092,[10882]
ID_2093,[10883]
ID_2094,[10884]
ID_2095,[10885]
ID_2096,[10886]
ID_2097,[10887]
ID_2098,[10888]
ID_2099,[11024]
ID_2100,[11025]
ID_2101,[11026]
ID_2102,[11027]
ID_2103,[11028]
ID_2104,[11029]
ID_2105,[11030]
ID_2106,[11031]
ID_2107,[11032]
ID_2108,[11060]
ID_2109,[11061]
ID_2110,[11062]
ID_2111,[11063]
ID_2112,[11064]
ID_2113,[11065]
ID_2114,[11297]
ID_2115,[11298]
ID_2116,[11299]
ID_2117,[11300]
ID_2118,[11301]
ID_2119,[11302]
ID_2120,[11303]
ID_2121,[11304]
ID_2122,[11305]
ID_2123,[11306]
ID_2124,[11307]
ID_2125,[11308]
ID_2126,[11309]
ID_2127,[11310]
ID_2128,[11311]
ID_2129,[11312]
ID_2130,[11313]
ID_2131,[11314]
ID_2132,[11315]
ID_2133,[11316]
ID_2134,[11317]
ID_2135,[11318]
ID_2136,[11319]
ID_2137,[11320]
ID_2138,[11321]
ID_2139,[11322]
ID_2140,[11323]
ID_2141,[11324]
ID_2142,[11325]
ID_2143,[11326]
ID_2144,[11327]
ID_2145,[11328]
ID_2146,[11329]
ID_2147,[11330]
ID_2148,[11331]
ID_2149,[11332]
ID_2150,[11333]
ID_2151,[11334]
ID_2152,[11335]
ID_2153,[11336]
ID_2154,[11337]
ID_2155,[11338]
ID_2156,[11339]
ID_2157,[11340]
ID_2158,[11341]
ID_2159,[11342]
ID_2160,[11343]
ID_2161,[11344]
ID_2162,[11345]
ID_2163,[11346]
ID_2164,[11347]
ID_2165,[11348]
ID_2166,[11349]
ID_2167,[11350]
ID_2168,[11351]
ID_2169,[11352]
ID_2170,[11353]
ID_2171,[11354]
ID_2172,[11355]
ID_2173,[11356]
ID_2174,[11357]
ID_2175,[11358]
ID_2176,[11359]
ID_2177,[11675]
ID_2178,[11676]
ID_2179,[11677]
ID_2180,[11678]
ID_2181,[11679]
ID_2182,[11680]
ID_2183,[11681]
ID_2184,[11682]
ID_2185,[11683]
ID_2186,[11684]
ID_2187,[11685]
ID_2188,[11686]
ID_2189,[11687]
ID_2190,[11688]
ID_2191,[11689]
ID_2192,[11690]
ID_2193,[11691]
ID_2194,[11692]
ID_2195,[11693]
ID_2196,[11694]
ID_2197,[11695]
ID_2198,[11696]
ID_2199,[11697]
ID_2200,[11698]
ID_2201,[11699]
ID_2202,[11700]
ID_2203,[11701]
ID_2204,[11702]
ID_2205,[11703]
ID_2206,[11704]
ID_2207,[11705]
ID_2208,[11706]
ID_2209,[11707]
ID_2210,[11708]
ID_2211,[11709]
ID_2212,[11710]
ID_2213,[11711]
ID_2214,[11712]
ID_2215,[11713]
ID_2216,[11714]
ID_2217,[11715]
ID_2218,[11716]
ID_2219,[11912]
ID_2220,[11913]
ID_2221,[11914]
ID_2222,[11915]
ID_2223,[11916]
ID_2224,[11917]
ID_2225,[11918]
ID_2226,[11919]
ID_2227,[11920]
ID_2228,[11921]
ID_2229,[11922]
ID_2230,[11923]
ID_2231,[11924]
ID_2232,[11925]
ID_2233,[11926]
ID_2234,[11927]
ID_2235,[11928]
ID_2236,[11929]
ID_2237,[11930]
ID_2238,[11931]
ID_2239,[11932]
ID_2240,[11933]
ID_2241,[11934]
ID_2242,[11935]
ID_2243,[11936]
ID_2244,[11937]
ID_2245,[11938]
ID_2246,[12056]
ID_2247,[12057]
ID_2248,[12058]
ID_2249,[12059]
ID_2250,[12060]
ID_2251,[12061]
ID_2252,[12062]
ID_2253,[12063]
ID_2254,[12064]
ID_2255,[12065]
ID_2256,[12066]
ID_2257,[12067]
ID_2258,[12068]
ID_2259,[12069]
ID_2260,[12070]
ID_2261,[12071]
ID_2262,[12072]
ID_2263,[12073]
ID_2264,[12074]
ID_2265,[12075]
ID_2266,[12076]
ID_2267,[12077]
ID_2268,[12078]
ID_2269,[12079]
ID_2270,"[12290, 12593]"
ID_2271,"[12291, 12594]"
ID_2272,"[12292, 12595]"
ID_2273,"[12293, 12596]"
ID_2274,"[12294, 12597]"
ID_2275,"[12295, 12598]"
ID_2276,"[12296, 12599]"
ID_2277,"[12297, 12600]"
ID_2278,"[12298, 12601]"
ID_2279,"[12299, 12602]"
ID_2280,"[12300, 12603]"
ID_2281,"[12301, 12604]"
ID_2282,"[12302, 12605]"
ID_2283,"[12303, 12606]"
ID_2284,"[12304, 12607]"
ID_2285,"[12305, 12608]"
ID_2286,"[12306, 12609]"
ID_2287,"[12307, 12610]"
ID_2288,"[12308, 12611]"
ID_2289,"[12309, 12612]"
ID_2290,"[12310, 12613]"
ID_2291,"[12311, 12614]"
ID_2292,"[12312, 12615]"
ID_2293,"[12313, 12616]"
ID_2294,"[12314, 12617]"
ID_2295,"[12315, 12618]"
ID_2296,"[12316, 12619]"
ID_2297,[12434]
ID_2298,[12435]
ID_2299,[12436]
ID_2300,[12437]
ID_2301,[12438]
ID_2302,[12439]
ID_2303,[12440]
ID_2304,[12441]
ID_2305,[12442]
ID_2306,[12443]
ID_2307,[12444]
ID_2308,[12445]
ID_2309,[12446]
ID_2310,[12447]
ID_2311,[12448]
ID_2312,[12449]
ID_2313,[12450]
ID_2314,[12451]
ID_2315,[12452]
ID_2316,[12453]
ID_2317,[12454]
ID_2318,[12455]
ID_2319,[12456]
ID_2320,[12457]
ID_2321,[12578]
ID_2322,[12579]
ID_2323,[12580]
ID_2324,[12581]
ID_2325,[12582]
ID_2326,[12583]
ID_2327,[12584]
ID_2328,[12585]
ID_2329,[12586]
ID_2330,[12587]
ID_2331,[12588]
ID_2332,[12589]
ID_2333,[12590]
ID_2334,[12591]
ID_2335,[12592]
ID_2336,[12851]
ID_2337,[12852]
ID_2338,[12853]
ID_2339,[12854]
ID_2340,[12855]
ID_2341,[12856]
ID_2342,[12857]
ID_2343,[12858]
ID_2344,[12859]
ID_2345,[12860]
ID_2346,[12861]
ID_2347,[12862]
ID_2348,[12863]
ID_2349,[12864]
ID_2350,[12865]
ID_2351,[12866]
ID_2352,[12867]
ID_2353,[12868]
ID_2354,[12869]
ID_2355,[12870]
ID_2356,[12871]
ID_2357,[12872]
ID_2358,[12873]
ID_2359,[12874]
ID_2360,[12875]
ID_2361,[12876]
ID_2362,[12877]
ID_2363,[12878]
ID_2364,[12879]
ID_2365,[12880]
ID_2366,[12881]
ID_2367,[12882]
ID_2368,[12883]
ID_2369,[12884]
ID_2370,[12885]
ID_2371,[12886]
ID_2372,[12887]
ID_2373,[12888]
ID_2374,[12889]
ID_2375,[12890]
ID_2376,[12891]
ID_2377,[12892]
ID_2378,[12893]
ID_2379,[12894]
ID_2380,[12895]
ID_2381,[12896]
ID_2382,[12897]
ID_2383,[12898]
ID_2384,[12899]
ID_2385,[12900]
ID_2386,[12901]
ID_2387,[12902]
ID_2388,[12903]
ID_2389,[12904]
ID_2390,[12905]
ID_2391,[12906]
ID_2392,[12907]
ID_2393,[12908]
ID_2394,[12909]
ID_2395,[12910]
ID_2396,[12911]
ID_2397,[12912]
ID_2398,[12913]
ID_2399,[13244]
ID_2400,[13245]
ID_2401,[13246]
ID_2402,[13247]
ID_2403,[13248]
ID_2404,[13249]
ID_2405,[13250]
ID_2406,[13251]
ID_2407,[13252]
ID_2408,[13253]
ID_2409,[13254]
ID_2410,[13255]
ID_2411,[13256]
ID_2412,[13257]
ID_2413,[13258]
ID_2414,[13259]
ID_2415,[13260]
ID_2416,[13261]
ID_2417,[13262]
ID_2418,[13263]
ID_2419,[13264]
ID_2420,[13265]
ID_2421,[13266]
ID_2422,[13267]
ID_2423,[13268]
ID_2424,[13269]
ID_2425,[13270]
ID_2426,[13271]
ID_2427,[13272]
ID_2428,[13273]
ID_2429,[13274]
ID_2430,[13275]
ID_2431,[13276]
ID_2432,[13277]
ID_2433,[13278]
ID_2434,[13279]
ID_2435,[13280]
ID_2436,[13281]
ID_2437,[13282]
ID_2438,[13283]
ID_2439,[13284]
ID_2440,[13285]
ID_2441,[13286]
ID_2442,[13287]
ID_2443,[13288]
ID_2444,[13289]
ID_2445,[13290]
ID_2446,[13291]
ID_2447,[13292]
ID_2448,[13293]
ID_2449,[13294]
ID_2450,[13295]
ID_2451,[13296]
ID_2452,[13297]
ID_2453,[13298]
ID_2454,[13299]
ID_2455,[13300]
ID_2456,[13571]
ID_2457,[13572]
ID_2458,[13573]
ID_2459,[13574]
ID_2460,[13575]
ID_2461,[13576]
ID_2462,[13577]
ID_2463,[13578]
ID_2464,[13579]
ID_2465,[13580]
ID_2466,[13581]
ID_2467,[13582]
ID_2468,[13583]
ID_2469,[13584]
ID_2470,[13585]
ID_2471,[13586]
ID_2472,[13587]
ID_2473,[13588]
ID_2474,[13589]
ID_2475,[13590]
ID_2476,[13591]
ID_2477,[13592]
ID_2478,[13593]
ID_2479,[13594]
ID_2480,[13595]
ID_2481,[13596]
ID_2482,[13597]
ID_2483,[13728]
ID_2484,[13729]
ID_2485,[13730]
ID_2486,[13731]
ID_2487,[13732]
ID_2488,[13733]
ID_2489,[13734]
ID_2490,[13735]
ID_2491,[13736]
ID_2492,[13737]
ID_2493,[13738]
ID_2494,[13739]
ID_2495,[13740]
ID_2496,[13741]
ID_2497,[13742]
ID_2498,[13743]
ID_2499,[13744]
ID_2500,[13745]
ID_2501,[13746]
ID_2502,[13747]
ID_2503,[13748]
ID_2504,[13749]
ID_2505,[13750]
ID_2506,[13751]
ID_2507,[13752]
ID_2508,[13753]
ID_2509,[13754]
ID_2510,[13755]
ID_2511,[13756]
ID_2512,[13757]
ID_2513,[13758]
ID_2514,[13759]
ID_2515,[13760]
ID_2516,[13761]
ID_2517,[13762]
ID_2518,[13938]
ID_2519,[13939]
ID_2520,[13940]
ID_2521,[13941]
ID_2522,[13942]
ID_2523,[13943]
ID_2524,[13944]
ID_2525,[13945]
ID_2526,[13946]
ID_2527,[13947]
ID_2528,[13948]
ID_2529,[13949]
ID_2530,[13950]
ID_2531,[13951]
ID_2532,[13952]
ID_2533,[13953]
ID_2534,[13954]
ID_2535,[13955]
ID_2536,[13956]
ID_2537,[13957]
ID_2538,[13958]
ID_2539,[13959]
ID_2540,[13960]
ID_2541,[13961]
ID_2542,[13962]
ID_2543,[13963]
ID_2544,[13964]
ID_2545,[13965]
ID_2546,[13966]
ID_2547,[13967]
ID_2548,[13968]
ID_2549,[13969]
ID_2550,[13970]
ID_2551,[13971]
ID_2552,[13972]
ID_2553,[13973]
ID_2554,[13974]
ID_2555,[13975]
ID_2556,[13976]
ID_2557,[13977]
ID_2558,[13978]
ID_2559,[13979]
ID_2560,[13980]
ID_2561,[13981]
ID_2562,[13982]
ID_2563,[13983]
ID_2564,[13984]
ID_2565,[13985]
ID_2566,[13986]
ID_2567,[13987]
ID_2568,[13988]
ID_2569,[13989]
ID_2570,[13990]
ID_2571,[13991]
ID_2572,[13992]
ID_2573,[13993]
ID_2574,[13994]
ID_2575,[13995]
ID_2576,[13996]
ID_2577,[13997]
ID_2578,[13998]
ID_2579,[13999]
ID_2580,[14000]
ID_2581,[14001]
ID_2582,[14002]
ID_2583,[14003]
ID_2584,[14004]
ID_2585,[14005]
ID_2586,[14006]
ID_2587,[14007]
ID_2588,[14368]
ID_2589,[14369]
ID_2590,[14370]
ID_2591,[14371]
ID_2592,[14372]
ID_2593,[14373]
ID_2594,[14374]
ID_2595,[14375]
ID_2596,[14376]
ID_2597,[14377]
ID_2598,[14378]
ID_2599,[14379]
ID_2600,[14380]
ID_2601,[14381]
ID_2602,[14382]
ID_2603,[14383]
ID_2604,[14384]
ID_2605,[14385]
ID_2606,[14386]
ID_2607,[14387]
ID_2608,[14388]
ID_2609,[14389]
