isic_id,split
ISIC_7471517,train
ISIC_3534687,train
ISIC_8454933,train
ISIC_5378152,train
ISIC_6590303,train
ISIC_6853786,train
ISIC_5609717,train
ISIC_7344252,train
ISIC_4452285,train
ISIC_2495644,train
ISIC_5059476,train
ISIC_4512260,train
ISIC_7024161,train
ISIC_5226159,train
ISIC_9438607,train
ISIC_8802047,train
ISIC_1037260,train
ISIC_5203137,train
ISIC_0331159,train
ISIC_6162260,train
ISIC_9235975,train
ISIC_0371763,train
ISIC_8842203,train
ISIC_5738372,train
ISIC_2921679,train
ISIC_6754749,train
ISIC_4189520,train
ISIC_0549791,train
ISIC_8187538,train
ISIC_4472903,train
ISIC_0925758,train
ISIC_3215136,train
ISIC_0861128,train
ISIC_7933945,train
ISIC_7234781,train
ISIC_4519298,train
ISIC_0864226,train
ISIC_4559070,train
ISIC_0392105,train
ISIC_2215830,train
ISIC_0327406,train
ISIC_7308572,train
ISIC_5199301,train
ISIC_4707552,train
ISIC_1572957,train
ISIC_0865443,train
ISIC_0829303,train
ISIC_6680873,train
ISIC_2596814,train
ISIC_5585575,train
ISIC_5153482,train
ISIC_5028612,train
ISIC_1282857,train
ISIC_8775575,train
ISIC_1741219,train
ISIC_9828060,train
ISIC_2857174,train
ISIC_3384884,train
ISIC_8658618,train
ISIC_9964609,train
ISIC_5109296,train
ISIC_9658370,train
ISIC_3484722,train
ISIC_3292959,train
ISIC_8472246,train
ISIC_0541724,train
ISIC_4932000,train
ISIC_8669989,train
ISIC_5618055,train
ISIC_5993863,train
ISIC_2513933,train
ISIC_2399770,train
ISIC_2588167,train
ISIC_5868210,train
ISIC_0150363,train
ISIC_1401045,train
ISIC_0867503,train
ISIC_6882841,train
ISIC_5075202,train
ISIC_0528044,train
ISIC_9753415,train
ISIC_4808298,train
ISIC_8609917,train
ISIC_1483604,train
ISIC_6223322,train
ISIC_3368521,train
ISIC_5606896,train
ISIC_9060975,train
ISIC_3555847,train
ISIC_6767379,train
ISIC_7694877,train
ISIC_1314502,train
ISIC_9279540,train
ISIC_3413657,train
ISIC_4917773,train
ISIC_6870911,train
ISIC_7638993,train
ISIC_9435728,train
ISIC_2535558,train
ISIC_5417016,train
ISIC_0417530,train
ISIC_9194082,train
ISIC_8710457,train
ISIC_5632017,train
ISIC_7044840,train
ISIC_2730243,train
ISIC_9834467,train
ISIC_5799433,train
ISIC_7901002,train
ISIC_4468129,train
ISIC_1884256,train
ISIC_3693367,train
ISIC_8505378,train
ISIC_9132589,train
ISIC_4511841,train
ISIC_6543564,train
ISIC_7002958,train
ISIC_9164813,train
ISIC_6726435,train
ISIC_3147613,train
ISIC_3718027,train
ISIC_0675767,train
ISIC_5787316,train
ISIC_3574196,train
ISIC_1957587,train
ISIC_4552843,train
ISIC_3206224,train
ISIC_3744115,train
ISIC_0682086,train
ISIC_1918077,train
ISIC_3989526,train
ISIC_9476904,train
ISIC_6917179,train
ISIC_8146054,train
ISIC_5689730,train
ISIC_1251721,train
ISIC_0791303,train
ISIC_6090684,train
ISIC_5117209,train
ISIC_6491606,train
ISIC_7619734,train
ISIC_7663719,train
ISIC_1147681,train
ISIC_4314003,train
ISIC_9284063,train
ISIC_9773002,train
ISIC_4271700,train
ISIC_0524477,train
ISIC_6425807,train
ISIC_2858957,train
ISIC_0167093,train
ISIC_7749589,train
ISIC_0304703,train
ISIC_3716504,train
ISIC_9167290,train
ISIC_4092294,train
ISIC_4551517,train
ISIC_2775157,train
ISIC_9076133,train
ISIC_3004646,train
ISIC_6413651,train
ISIC_2424347,train
ISIC_1975665,train
ISIC_5581936,train
ISIC_1867838,train
ISIC_2685592,train
ISIC_6754247,train
ISIC_0753080,train
ISIC_1630301,train
ISIC_6898059,train
ISIC_8404358,train
ISIC_4750920,train
ISIC_5464900,train
ISIC_3946914,train
ISIC_4363665,train
ISIC_3734966,train
ISIC_9219980,train
ISIC_6448077,train
ISIC_0465385,train
ISIC_7697389,train
ISIC_4767789,train
ISIC_9029941,train
ISIC_3387470,train
ISIC_3828455,train
ISIC_6948462,train
ISIC_2647453,train
ISIC_8657064,train
ISIC_9631669,train
ISIC_1844824,train
ISIC_8140229,train
ISIC_7012349,train
ISIC_7504276,train
ISIC_0400685,train
ISIC_8217147,train
ISIC_9015818,train
ISIC_9498448,train
ISIC_6342533,train
ISIC_0595080,train
ISIC_0481059,train
ISIC_1979996,train
ISIC_9475941,train
ISIC_6148967,train
ISIC_9546788,train
ISIC_2987579,train
ISIC_7096239,train
ISIC_9192315,train
ISIC_3494886,train
ISIC_7786096,train
ISIC_3445393,train
ISIC_7685144,train
ISIC_8703209,train
ISIC_5476775,train
ISIC_8551262,train
ISIC_8496078,train
ISIC_9364740,train
ISIC_0314462,train
ISIC_7910074,train
ISIC_5222093,train
ISIC_3003137,train
ISIC_1297965,train
ISIC_0669766,train
ISIC_8523496,train
ISIC_5432603,train
ISIC_9688534,train
ISIC_5331424,train
ISIC_2969373,train
ISIC_0686839,train
ISIC_4757398,train
ISIC_0229265,train
ISIC_8187413,train
ISIC_6020615,train
ISIC_5972994,train
ISIC_6509801,train
ISIC_8285776,train
ISIC_6542088,train
ISIC_5631438,train
ISIC_1724802,train
ISIC_8882801,train
ISIC_4633003,train
ISIC_1730495,train
ISIC_6083284,train
ISIC_5821552,train
ISIC_0147869,train
ISIC_7109227,train
ISIC_5148751,train
ISIC_5063451,train
ISIC_2137033,train
ISIC_1230862,train
ISIC_0441415,train
ISIC_6916479,train
ISIC_1306020,train
ISIC_5632748,train
ISIC_5320879,train
ISIC_5803529,train
ISIC_2732429,train
ISIC_8251042,train
ISIC_3236507,train
ISIC_1972876,train
ISIC_7278742,train
ISIC_9432244,train
ISIC_1529534,train
ISIC_5422432,train
ISIC_2298329,train
ISIC_4024269,train
ISIC_0954841,train
ISIC_5451433,train
ISIC_9830461,train
ISIC_6340529,train
ISIC_0568867,train
ISIC_5015081,train
ISIC_2733013,train
ISIC_0870696,train
ISIC_4555130,train
ISIC_8465531,train
ISIC_1545489,train
ISIC_4316571,train
ISIC_5474398,train
ISIC_1853799,train
ISIC_9204272,train
ISIC_8387944,train
ISIC_4907595,train
ISIC_5182841,train
ISIC_3445468,train
ISIC_5955438,train
ISIC_5623735,train
ISIC_9560804,train
ISIC_4127968,train
ISIC_0644461,train
ISIC_5504525,train
ISIC_6209322,train
ISIC_7380175,train
ISIC_8085467,train
ISIC_1363299,train
ISIC_3427677,train
ISIC_3099631,train
ISIC_0770920,train
ISIC_1725997,train
ISIC_6147033,train
ISIC_8306983,train
ISIC_7153988,train
ISIC_5409902,train
ISIC_1444924,train
ISIC_8295663,train
ISIC_1137043,train
ISIC_5182148,train
ISIC_7039465,train
ISIC_1669323,train
ISIC_3522874,train
ISIC_5440360,train
ISIC_9062853,train
ISIC_5057716,train
ISIC_6143791,train
ISIC_4701231,train
ISIC_5525877,train
ISIC_2507761,train
ISIC_9013045,train
ISIC_5347727,train
ISIC_7336383,train
ISIC_6433084,train
ISIC_2730629,train
ISIC_2635492,train
ISIC_2330388,train
ISIC_2264768,train
ISIC_7204331,train
ISIC_4493499,train
ISIC_5489207,train
ISIC_7966692,train
ISIC_2304753,train
ISIC_3576066,train
ISIC_4823597,train
ISIC_6713062,train
ISIC_3177916,train
ISIC_7936798,train
ISIC_7106500,train
ISIC_4366032,train
ISIC_4748605,train
ISIC_6347764,train
ISIC_6416559,train
ISIC_7803253,train
ISIC_8867894,train
ISIC_5350269,train
ISIC_7051167,train
ISIC_0956720,train
ISIC_5959591,train
ISIC_0645462,train
ISIC_1899936,train
ISIC_2196127,train
ISIC_0238570,train
ISIC_6945725,train
ISIC_1076474,train
ISIC_3728352,train
ISIC_3220970,train
ISIC_7213944,train
ISIC_5469302,train
ISIC_8332695,train
ISIC_4792446,train
ISIC_0928982,train
ISIC_0464315,train
ISIC_3501041,train
ISIC_2786263,train
ISIC_1785627,train
ISIC_1514920,train
ISIC_9273777,train
ISIC_3301909,train
ISIC_7307418,train
ISIC_8250448,train
ISIC_6860717,train
ISIC_7698642,train
ISIC_3744610,train
ISIC_3482804,train
ISIC_2310167,train
ISIC_9499875,train
ISIC_7907113,train
ISIC_3750094,train
ISIC_2070595,train
ISIC_2842898,train
ISIC_2509358,train
ISIC_8996902,train
ISIC_1080647,train
ISIC_6385374,train
ISIC_5373239,train
ISIC_8210326,train
ISIC_4821309,train
ISIC_5041059,train
ISIC_6932738,train
ISIC_4024333,train
ISIC_2134824,train
ISIC_8295152,train
ISIC_8327884,train
ISIC_6725178,train
ISIC_9221435,train
ISIC_4631910,train
ISIC_0160831,train
ISIC_9098390,train
ISIC_8774086,train
ISIC_9777269,train
ISIC_2177748,train
ISIC_4256214,train
ISIC_8159718,train
ISIC_6851408,train
ISIC_0961888,train
ISIC_2920940,train
ISIC_5414609,train
ISIC_9267267,train
ISIC_1355722,train
ISIC_6580542,train
ISIC_8469062,train
ISIC_8257692,train
ISIC_2160379,train
ISIC_4701063,train
ISIC_7559435,train
ISIC_5496214,train
ISIC_4408559,train
ISIC_4883330,train
ISIC_8339129,train
ISIC_1744817,train
ISIC_1101631,train
ISIC_1447559,train
ISIC_2749097,train
ISIC_1437817,train
ISIC_8560031,train
ISIC_3507444,train
ISIC_0327225,train
ISIC_3588908,train
ISIC_8503192,train
ISIC_3392433,train
ISIC_7188345,train
ISIC_9628600,train
ISIC_1105133,train
ISIC_7396029,train
ISIC_8633889,train
ISIC_1275964,train
ISIC_6805527,train
ISIC_1696845,train
ISIC_4031143,train
ISIC_9262606,train
ISIC_4327358,train
ISIC_8082466,train
ISIC_2228270,train
ISIC_8808006,train
ISIC_1757212,train
ISIC_2186382,train
ISIC_4509925,train
ISIC_0627979,train
ISIC_9232157,train
ISIC_7707214,train
ISIC_7369690,train
ISIC_2822718,train
ISIC_3286597,train
ISIC_5705734,train
ISIC_2753279,train
ISIC_2687164,train
ISIC_4394972,train
ISIC_0983447,train
ISIC_5267208,train
ISIC_2889981,train
ISIC_7096320,train
ISIC_2868199,train
ISIC_8416704,train
ISIC_5491407,train
ISIC_4856908,train
ISIC_6676345,train
ISIC_0886700,train
ISIC_8453592,train
ISIC_8414421,train
ISIC_1135340,train
ISIC_6589867,train
ISIC_6031634,train
ISIC_7318632,train
ISIC_9162798,train
ISIC_6286876,train
ISIC_0238824,train
ISIC_8523777,train
ISIC_2374446,train
ISIC_8702237,train
ISIC_1595496,train
ISIC_2176822,train
ISIC_4265755,train
ISIC_4461919,train
ISIC_5774698,train
ISIC_4605737,train
ISIC_2799892,train
ISIC_9437791,train
ISIC_9513932,train
ISIC_0487660,train
ISIC_0853884,train
ISIC_0158127,train
ISIC_1520342,train
ISIC_6121393,train
ISIC_8450656,train
ISIC_4422302,train
ISIC_9311196,train
ISIC_7717731,train
ISIC_2490282,train
ISIC_0277164,train
ISIC_4404036,train
ISIC_7757473,train
ISIC_0951377,train
ISIC_8862118,train
ISIC_5069412,train
ISIC_7587078,train
ISIC_2782870,train
ISIC_3490640,train
ISIC_2707560,train
ISIC_1926856,train
ISIC_0068279,train
ISIC_1605937,train
ISIC_4187393,train
ISIC_2888815,train
ISIC_1418391,train
ISIC_2157630,train
ISIC_1284397,train
ISIC_5920594,train
ISIC_0171946,train
ISIC_5346936,train
ISIC_3470341,train
ISIC_3722850,train
ISIC_2357533,train
ISIC_2066654,train
ISIC_6251471,train
ISIC_1322621,train
ISIC_7873541,train
ISIC_9980068,train
ISIC_1740186,train
ISIC_7472875,train
ISIC_7373069,train
ISIC_1548329,train
ISIC_2289057,train
ISIC_0709699,train
ISIC_9987485,train
ISIC_4232756,train
ISIC_9014283,train
ISIC_0543290,train
ISIC_6906203,train
ISIC_1451330,train
ISIC_8867565,train
ISIC_2860749,train
ISIC_9999515,train
ISIC_3466769,train
ISIC_4478231,train
ISIC_2981881,train
ISIC_4008601,train
ISIC_8923673,train
ISIC_7637219,train
ISIC_8223051,train
ISIC_5592633,train
ISIC_2532945,train
ISIC_4468180,train
ISIC_3789929,train
ISIC_1506601,train
ISIC_2374777,train
ISIC_0787229,train
ISIC_1960468,train
ISIC_5713761,train
ISIC_6334958,train
ISIC_3601503,train
ISIC_0311112,train
ISIC_6322191,train
ISIC_5766923,train
ISIC_4387858,train
ISIC_3571523,train
ISIC_2934679,train
ISIC_0901012,train
ISIC_1793867,train
ISIC_1819289,train
ISIC_9694198,train
ISIC_6460185,train
ISIC_4197892,train
ISIC_3113485,train
ISIC_0726170,train
ISIC_6240735,train
ISIC_9225210,train
ISIC_4006630,train
ISIC_9072309,train
ISIC_6997313,train
ISIC_2671268,train
ISIC_5123366,train
ISIC_8423082,train
ISIC_2560287,train
ISIC_5780633,train
ISIC_1013796,train
ISIC_4469805,train
ISIC_1100216,train
ISIC_9361625,train
ISIC_4414841,train
ISIC_1511913,train
ISIC_8814672,train
ISIC_8335489,train
ISIC_8276053,train
ISIC_4285297,train
ISIC_9958346,train
ISIC_2776005,train
ISIC_0467100,train
ISIC_2232349,train
ISIC_2804902,train
ISIC_4426377,train
ISIC_5537876,train
ISIC_9288963,train
ISIC_0495675,train
ISIC_7180438,train
ISIC_9928774,train
ISIC_1384614,train
ISIC_4026093,train
ISIC_1211024,train
ISIC_7597293,train
ISIC_5846004,train
ISIC_0886878,train
ISIC_9861423,train
ISIC_8001516,train
ISIC_9851670,train
ISIC_8324271,train
ISIC_6415466,train
ISIC_6416127,train
ISIC_3443898,train
ISIC_7582315,train
ISIC_3645277,train
ISIC_9133299,train
ISIC_4329598,train
ISIC_0429932,train
ISIC_1643801,train
ISIC_4066707,train
ISIC_1359533,train
ISIC_6029902,train
ISIC_9956395,train
ISIC_0430356,train
ISIC_4797852,train
ISIC_6774326,train
ISIC_5644405,train
ISIC_4875023,train
ISIC_8874529,train
ISIC_2176462,train
ISIC_5803620,train
ISIC_9581645,train
ISIC_0603689,train
ISIC_4462773,train
ISIC_7199089,train
ISIC_5231991,train
ISIC_5779688,train
ISIC_3950474,train
ISIC_6019322,train
ISIC_7748899,train
