bb_idx,MT_deepHLApan_bind,MT_deepHLApan_immuno,WT_deepHLApan_bind,WT_deepHLApan_immuno
233,0.6245,0.778,0.3612,0.7737
234,0.4049,0.7058,0.4049,0.7058
235,0.2214,0.6543,0.2214,0.6543
236,0.7051,0.7134,0.7051,0.7134
237,0.8814,0.7957,0.8814,0.7957
238,0.6785,0.7794,0.6785,0.7794
239,0.1691,0.8317,0.1691,0.8317
240,0.5572,0.7532,0.5572,0.7532
241,0.2105,0.7467,0.2105,0.7467
242,0.9719,0.9467,0.9719,0.9467
243,0.1295,0.1933,,
244,0.328,0.8072,,
245,0.1375,0.5642,,
246,0.9815,0.6388,,
247,0.8126,0.985,,
248,0.7357,0.7981,,
249,0.115,0.2461,,
250,0.1177,0.9681,,
251,0.1861,0.7618,,
252,0.9573,0.9651,,
253,0.524,0.9959,,
254,0.5606,0.895,,
255,0.0199,0.4143,,
256,0.0457,0.6702,,
257,0.3297,0.264,,
258,0.236,0.2379,,
259,0.1966,0.9764,,
260,0.7022,0.3548,,
261,0.0136,0.2917,,
262,0.2141,0.627,,
263,0.8067,0.4755,,
264,0.2615,0.2507,,
265,0.3454,0.9444,,
266,0.6095,0.4021,,
267,0.0022,0.1065,,
268,0.0316,0.3903,,
269,0.0126,0.4227,,
270,0.0423,0.2674,,
271,0.0134,0.9093,,
272,0.0039,0.2516,,
273,0.0034,0.0897,,
274,0.0876,0.5192,,
275,0.3686,0.5585,,
276,0.0704,0.3103,,
277,0.1448,0.9281,,
278,0.0091,0.3486,,
279,0.0073,0.0468,,
280,0.0202,0.6208,,
281,0.0453,0.6178,,
282,0.0153,0.2891,,
283,0.0886,0.94,,
284,0.4117,0.3872,,
285,0.0103,0.0539,,
286,0.3563,0.8223,,
287,0.1185,0.7061,,
288,0.0478,0.4779,,
289,0.341,0.9828,,
290,0.0139,0.6041,,
291,0.0387,0.7712,0.0387,0.7712
292,0.0019,0.8351,0.0019,0.8351
293,0.0213,0.7565,0.0213,0.7565
294,0.0515,0.7335,0.0515,0.7335
295,0.0433,0.7611,0.0433,0.7611
296,0.3827,0.5375,0.3827,0.5375
297,0.0315,0.5258,0.0315,0.5258
298,0.0926,0.6101,0.0223,0.6172
299,0.5196,0.7744,0.451,0.7846
300,0.7562,0.7482,0.6994,0.725
301,0.2077,0.8074,0.1846,0.7611
302,0.4008,0.8312,0.3774,0.8026
303,0.0209,0.8276,0.0209,0.8276
304,0.4185,0.8107,0.4185,0.8107
305,0.0057,0.7952,0.0057,0.7952
306,0.0302,0.8673,0.0302,0.8673
307,0.0202,0.9214,0.0202,0.9214
308,0.0241,0.8396,0.0131,0.8174
309,0.0009,0.9025,0.0004,0.9059
310,0.0065,0.8346,0.0071,0.8555
311,0.7491,0.8834,0.6493,0.8816
312,0.2869,0.9278,0.1475,0.9269
313,0.0655,0.8344,0.0599,0.817
314,0.0688,0.765,,
315,0.9112,0.7594,,
316,0.1593,0.8212,,
317,0.8198,0.8559,,
318,0.6079,0.8466,,
319,0.3258,0.8483,,
320,0.7161,0.9249,,
321,0.0213,0.929,,
322,0.0126,0.943,,
323,0.0087,0.8785,,
324,0.1812,0.9181,,
325,0.9025,0.8895,,
326,0.0118,0.8775,,
327,0.6651,0.8139,,
328,0.0109,0.7077,0.0109,0.7077
329,0.072,0.7127,0.072,0.7127
330,0.1508,0.7311,0.1508,0.7311
331,0.0298,0.9697,0.0298,0.9697
332,0.28,0.9649,0.28,0.9649
333,0.0073,0.9495,0.0073,0.9495
334,0.0017,0.8374,0.002,0.9517
335,0.002,0.8089,0.0021,0.9055
336,0.0625,0.9382,0.0675,0.9851
337,0.0363,0.9733,0.048,0.941
338,0.0255,0.9639,0.0298,0.9778
339,0.4897,0.9154,0.4897,0.9154
340,0.5781,0.8815,0.5781,0.8815
341,0.271,0.8997,0.271,0.8997
342,0.0097,0.8809,0.0097,0.8809
343,0.009,0.8602,0.009,0.8602
344,0.0089,0.755,0.0089,0.755
345,0.0281,0.912,0.0107,0.8749
346,0.0046,0.8814,0.0054,0.9382
347,0.0192,0.8077,0.0278,0.8778
348,0.0039,0.8213,0.0031,0.8272
349,0.0095,0.8066,0.0078,0.7598
350,0.0435,0.8639,0.0352,0.8789
351,0.1121,0.919,0.1547,0.9392
352,0.4755,0.9008,0.4629,0.9631
353,0.128,0.851,0.0862,0.8194
354,0.3423,0.8522,0.1753,0.8
355,0.0047,0.7813,0.0015,0.8966
356,0.2613,0.74,0.2156,0.8705
357,0.0224,0.7487,0.004,0.8419
358,0.8118,0.783,0.1641,0.845
359,0.0442,0.8624,0.0395,0.9715
360,0.0406,0.8125,0.0091,0.9262
361,0.0056,0.8523,0.0056,0.8523
362,0.9975,0.644,0.9975,0.644
363,0.983,0.6435,0.983,0.6435
364,0.9421,0.7569,0.4273,0.8489
365,0.5229,0.8186,0.447,0.8171
366,0.8626,0.7665,0.7851,0.8433
367,0.6104,0.7112,0.5851,0.8121
368,0.3483,0.5944,0.3017,0.6491
369,0.0988,0.835,0.0371,0.8643
370,0.2105,0.6492,0.0505,0.6758
371,0.2461,0.5635,0.1444,0.6225
372,0.0414,0.7007,0.0139,0.6173
373,0.9949,0.8647,0.9949,0.8647
374,0.0587,0.8388,0.0587,0.8388
375,0.0765,0.769,0.0765,0.769
376,0.017,0.8824,0.017,0.8824
377,0.8844,0.8874,0.8844,0.8874
378,0.3552,0.8282,0.3552,0.8282
379,0.4415,0.6534,0.4415,0.6534
380,0.2394,0.6352,0.2394,0.6352
381,0.0573,0.7829,0.0573,0.7829
382,0.9752,0.8387,0.9752,0.8387
383,0.4422,0.9433,0.4422,0.9433
384,0.2681,0.9325,0.9113,0.8333
385,0.7145,0.9383,0.7001,0.9312
386,0.377,0.8481,0.377,0.8481
387,0.3959,0.7826,0.3959,0.7826
388,0.2181,0.8699,0.2181,0.8699
389,0.0495,0.9242,0.0495,0.9242
390,0.073,0.9668,0.073,0.9668
391,0.4941,0.9228,0.4941,0.9228
392,0.0841,0.9606,0.0361,0.9402
393,0.0337,0.9037,0.0337,0.9037
394,0.8811,0.8713,0.8811,0.8713
395,0.0067,0.9182,0.0067,0.9182
396,0.1826,0.8443,0.1826,0.8443
397,0.5373,0.867,0.5373,0.867
398,0.9553,0.869,0.6128,0.9748
399,0.9448,0.9055,0.8557,0.965
400,0.9828,0.7831,0.987,0.9545
401,0.1349,0.8052,0.0962,0.8647
402,0.9517,0.8865,0.8736,0.8815
403,0.809,0.8968,0.7509,0.9459
404,0.1497,0.8506,0.0678,0.9274
405,0.0169,0.7776,0.0116,0.9042
406,0.3719,0.8323,0.1089,0.929
407,0.0359,0.9233,0.0359,0.9233
408,0.8392,0.9193,0.8392,0.9193
409,0.8549,0.9548,0.8549,0.9548
410,0.0756,0.7572,0.0756,0.7572
411,0.0676,0.7986,0.039,0.7087
412,0.7692,0.9211,0.8175,0.8582
413,0.4112,0.9234,0.5055,0.8518
414,0.7574,0.7677,0.8049,0.6769
415,0.0716,0.7225,0.0932,0.5874
416,0.5217,0.6386,0.6609,0.5548
417,0.0078,0.6747,0.0078,0.6747
418,0.1562,0.7242,0.1562,0.7242
419,0.3677,0.6773,0.3677,0.6773
420,0.4029,0.6943,0.4029,0.6943
421,0.4253,0.7506,0.4253,0.7506
422,0.6294,0.8086,0.6294,0.8086
423,0.0177,0.713,0.0177,0.713
424,0.1907,0.6958,0.0703,0.8744
425,0.3777,0.7186,0.5152,0.7761
426,0.8929,0.8194,0.8716,0.7136
427,0.7041,0.7527,0.7167,0.6355
428,0.3789,0.7473,0.4826,0.6767
429,0.9621,0.7987,0.9529,0.6922
430,0.9303,0.9079,0.8677,0.881
431,0.0008,0.1796,,
432,0.0422,0.9075,,
433,0.0143,0.6501,,
434,0.0061,0.9397,,
435,0.0044,0.9957,,
436,0.0037,0.6159,,
437,0.0061,0.1442,,
438,0.1096,0.9233,,
439,0.0571,0.6387,,
440,0.0501,0.9294,,
441,0.0247,0.9954,,
442,0.0251,0.6468,,
443,0.0008,0.2677,,
444,0.097,0.9496,,
445,0.1615,0.6353,,
446,0.0548,0.9807,,
447,0.0449,0.9973,,
448,0.0121,0.7886,,
449,0.0006,0.2835,,
450,0.1606,0.9107,,
451,0.0014,0.5967,,
452,0.0043,0.8763,,
453,0.0007,0.9933,,
454,0.0017,0.7625,,
455,0.0025,0.3173,,
456,0.0855,0.9206,,
457,0.05,0.6035,,
458,0.0516,0.9749,,
459,0.1759,0.9966,,
460,0.0021,0.8444,,
461,0.0012,0.3988,,
462,0.9304,0.9123,,
463,0.0189,0.6653,,
464,0.0044,0.9838,,
465,0.035,0.9963,,
466,0.0254,0.8792,,
467,0.0051,0.3521,,
468,0.0376,0.9483,,
469,0.0061,0.672,,
470,0.0024,0.9808,,
471,0.0024,0.9964,,
472,0.0169,0.8411,,
473,0.0002,0.114,,
474,0.0093,0.8882,,
475,0.0614,0.4347,,
476,0.0001,0.8992,,
477,0.0001,0.9875,,
478,0.0001,0.6253,,
479,0.0001,0.0867,,
480,0.0023,0.8548,,
481,0.0382,0.3549,,
482,0.0002,0.6598,,
483,0.0001,0.9895,,
484,0.0001,0.5423,,
485,0.0003,0.0893,,
486,0.141,0.8994,,
487,0.4255,0.4293,,
488,0.0003,0.7492,,
489,0.0007,0.9917,,
490,0.0001,0.6636,,
491,0.0035,0.1033,,
492,0.2801,0.9524,,
493,0.3615,0.4192,,
494,0.2461,0.9797,,
495,0.0545,0.9954,,
496,0.932,0.7616,,
497,0.0025,0.2799,,
498,0.9669,0.9675,,
499,0.6343,0.6237,,
500,0.1866,0.9141,,
501,0.9814,0.9961,,
502,0.8596,0.8463,,
503,0.0192,0.2342,,
504,0.2055,0.9836,,
505,0.0407,0.7265,,
506,0.4491,0.8936,,
507,0.2074,0.9958,,
508,0.9988,0.8762,,
509,0.0525,0.158,,
510,0.2295,0.9735,,
511,0.0115,0.7444,,
512,0.2127,0.9729,,
513,0.1219,0.995,,
514,0.0895,0.8329,,
515,0.8987,0.9275,0.8987,0.9275
516,0.6179,0.901,0.6179,0.901
517,0.0635,0.9421,0.0635,0.9421
518,0.9159,0.8916,0.9159,0.8916
519,0.8365,0.8401,0.8365,0.8401
520,0.8068,0.8827,0.7013,0.9165
521,0.9681,0.7307,0.9683,0.8083
522,0.4003,0.8418,0.3326,0.925
523,0.1602,0.9439,0.1167,0.9637
524,0.6266,0.9006,0.5632,0.9297
525,0.7201,0.858,0.6984,0.8982
526,0.0044,0.0548,,
527,0.1349,0.9185,,
528,0.9103,0.6769,,
529,0.1061,0.6214,,
530,0.4747,0.9936,,
531,0.0736,0.7478,,
532,0.0005,0.1322,,
533,0.0526,0.9422,,
534,0.8977,0.7366,,
535,0.0752,0.4936,,
536,0.334,0.9814,,
537,0.023,0.7799,,
538,0.0001,0.0986,,
539,0.0728,0.9296,,
540,0.5511,0.7289,,
541,0.0002,0.4808,,
542,0.2226,0.994,,
543,0.0001,0.7178,,
544,0.0003,0.1138,,
545,0.0049,0.9325,,
546,0.0034,0.6839,,
547,0.0005,0.6386,,
548,0.0007,0.9973,,
549,0.0811,0.8129,,
550,0.0007,0.2189,,
551,0.4921,0.958,,
552,0.0004,0.7697,,
553,0.0012,0.7114,,
554,0.1712,0.9968,,
555,0.0082,0.8598,,
556,0.0728,0.1617,,
557,0.0399,0.9408,,
558,0.023,0.7316,,
559,0.0715,0.6041,,
560,0.4336,0.9957,,
561,0.0199,0.819,,
562,0.0034,0.107,,
563,0.003,0.8828,,
564,0.0177,0.86,,
565,0.9662,0.5285,,
566,0.2167,0.9944,,
567,0.2601,0.6839,,
568,0.0122,0.0275,,
569,0.438,0.7935,,
570,0.0017,0.5319,,
571,0.0031,0.3792,,
572,0.0054,0.9911,,
573,0.0095,0.5564,,
574,0.0189,0.1246,,
575,0.8009,0.9078,,
576,0.0028,0.3096,,
577,0.0892,0.6806,,
578,0.1954,0.9875,,
579,0.0619,0.742,,
580,0.4155,0.2594,,
581,0.6004,0.9337,,
582,0.0014,0.3002,,
583,0.013,0.4902,,
584,0.0015,0.9839,,
585,0.0485,0.744,,
586,0.0009,0.1862,,
587,0.0113,0.8542,,
588,0.0585,0.2077,,
589,0.8393,0.419,,
590,0.0032,0.9692,,
591,0.0132,0.5787,,
592,0.0009,0.1787,,
593,0.1079,0.9161,,
594,0.5991,0.3078,,
595,0.0006,0.4346,,
596,0.0009,0.9796,,
597,0.0007,0.6477,,
598,0.0067,0.106,,
599,0.6673,0.8672,,
600,0.994,0.2004,,
601,0.0108,0.3646,,
602,0.6377,0.989,,
603,0.147,0.5932,,
604,0.0007,0.0419,,
605,0.9879,0.8111,,
606,0.2267,0.1792,,
607,0.0002,0.3151,,
608,0.0104,0.9934,,
609,0.009,0.5717,,
610,0.0002,0.0591,,
611,0.6763,0.7644,,
612,0.0116,0.0727,,
613,0.0001,0.4856,,
614,0.0001,0.9898,,
615,0.066,0.5878,,
616,0.0002,0.0219,,
617,0.6662,0.7567,,
618,0.0007,0.0506,,
619,0.0002,0.3408,,
620,0.0002,0.9909,,
621,0.1538,0.5814,,
622,0.0008,0.0225,,
623,0.0905,0.6918,,
624,0.1613,0.1239,,
625,0.0104,0.3608,,
626,0.0106,0.993,,
627,0.98,0.5525,,
628,0.0015,0.0222,,
629,0.8486,0.7165,,
630,0.386,0.1326,,
631,0.0003,0.3733,,
632,0.0275,0.9948,,
633,0.0338,0.5839,,
634,0.0219,0.0169,,
635,0.2025,0.7625,,
636,0.9705,0.3233,,
637,0.0582,0.283,,
638,0.4113,0.9951,,
639,0.6945,0.54,,
640,0.0006,0.0705,,
641,0.2447,0.2013,,
642,0.311,0.6109,,
643,0.0002,0.0474,,
644,0.6639,0.1947,,
645,0.0039,0.6157,,
646,0.0042,0.0595,,
647,0.2357,0.2204,,
648,0.0098,0.3923,,
649,0.0008,0.0486,,
650,0.0115,0.1487,,
651,0.0161,0.3511,,
652,0.0003,0.0347,,
653,0.0197,0.1391,,
654,0.2334,0.3925,,
655,0.0001,0.0739,,
656,0.0197,0.3562,,
657,0.4298,0.6583,,
658,0.0507,0.1654,,
659,0.8337,0.5604,,
660,0.9885,0.8158,,
661,0.2138,0.0931,,
662,0.481,0.5116,,
663,0.049,0.8098,,
664,0.0938,0.0534,,
665,0.911,0.481,,
666,0.2065,0.7482,,
667,0.0003,0.0603,,
668,0.084,0.5034,,
669,0.0007,0.7022,,
670,0.0006,0.1008,,
671,0.009,0.562,,
672,0.4819,0.7331,,
673,0.1963,0.0823,,
674,0.4238,0.5154,,
675,0.9645,0.7017,,
676,0.0001,0.0739,,
677,0.0197,0.3562,,
678,0.4298,0.6583,,
679,0.0507,0.1654,,
680,0.8337,0.5604,,
681,0.9885,0.8158,,
682,0.2138,0.0931,,
683,0.481,0.5116,,
684,0.049,0.8098,,
685,0.0938,0.0534,,
686,0.911,0.481,,
687,0.2065,0.7482,,
688,0.0003,0.0603,,
689,0.084,0.5034,,
690,0.0007,0.7022,,
691,0.0006,0.1008,,
692,0.009,0.562,,
693,0.4819,0.7331,,
694,0.1963,0.0823,,
695,0.4238,0.5154,,
696,0.9645,0.7017,,
697,0.0004,0.3526,,
698,0.0002,0.8357,,
699,0.0004,0.7433,,
700,0.0002,0.3079,,
701,0.0556,0.6457,,
702,0.0002,0.6266,,
703,0.0005,0.2294,,
704,0.0001,0.7379,,
705,0.0002,0.6914,,
706,0.0225,0.3035,,
707,0.2098,0.9304,,
708,0.9282,0.8419,,
709,0.0162,0.2046,,
710,0.0051,0.8378,,
711,0.0107,0.6195,,
712,0.0164,0.3223,,
713,0.0204,0.8215,,
714,0.0731,0.5642,,
715,0.0322,0.5515,,
716,0.0743,0.9066,,
717,0.0787,0.7924,,
718,0.0143,0.1622,,
719,0.0377,0.8627,,
720,0.0672,0.5459,,
721,0.0005,0.2162,,
722,0.0018,0.4989,,
723,0.0051,0.0936,,
724,0.6812,0.0119,,
725,0.6171,0.9925,,
726,0.0102,0.0982,,
727,0.0504,0.4166,,
728,0.0252,0.0491,,
729,0.3562,0.0031,,
730,0.8195,0.9908,,
731,0.018,0.0792,,
732,0.0443,0.2434,,
733,0.0042,0.0605,,
734,0.2116,0.0014,,
735,0.3415,0.9386,,
736,0.0059,0.0944,,
737,0.0383,0.2584,,
738,0.0281,0.0386,,
739,0.7741,0.0015,,
740,0.8851,0.9446,,
741,0.0093,0.2516,,
742,0.0426,0.5699,,
743,0.014,0.0832,,
744,0.2624,0.0035,,
745,0.0265,0.9719,,
746,0.0011,0.1424,,
747,0.0089,0.4464,,
748,0.0026,0.1468,,
749,0.1007,0.0055,,
750,0.0071,0.9735,,
751,0.1354,0.044,,
752,0.5982,0.3052,,
753,0.2164,0.1546,,
754,0.8584,0.0133,,
755,0.9606,0.9895,,
756,0.0019,0.1493,,
757,0.0068,0.3101,,
758,0.0207,0.0134,,
759,0.2727,0.0011,,
760,0.9589,0.9602,,
761,0.0046,0.1818,,
762,0.0359,0.3034,,
763,0.0171,0.1708,,
764,0.1564,0.054,,
765,0.4274,0.9593,,
766,0.1192,0.2784,,
767,0.1083,0.3282,,
768,0.0803,0.1676,,
769,0.7814,0.0261,,
770,0.996,0.9819,,
771,0.0822,0.5198,,
772,0.1669,0.657,,
773,0.124,0.2181,,
774,0.7119,0.1111,,
775,0.9911,0.9851,,
776,0.101,0.1883,,
777,0.8626,0.6627,,
778,0.0614,0.255,,
779,0.1324,0.0782,,
780,0.0411,0.98,,
781,0.0098,0.2605,,
782,0.0811,0.8223,,
783,0.0231,0.6506,,
784,0.6423,0.251,,
785,0.0684,0.9885,,
786,0.0033,0.1059,,
787,0.0392,0.5698,,
788,0.0191,0.3498,,
789,0.5873,0.0333,,
790,0.1417,0.988,,
791,0.9633,0.1523,,
792,0.9914,0.8162,,
793,0.0006,0.3721,,
794,0.0035,0.1224,,
795,0.0001,0.9918,,
796,0.9995,0.315,,
797,0.9768,0.4342,,
798,0.0009,0.4226,,
799,0.0701,0.0309,,
800,0.0156,0.9856,,
801,0.0132,0.2365,,
802,0.2382,0.5514,,
803,0.0008,0.4326,,
804,0.2778,0.0893,,
805,0.2107,0.9469,,
806,0.002,0.2154,,
807,0.009,0.4517,,
808,0.0281,0.6984,,
809,0.9464,0.2712,,
810,0.6073,0.9322,,
811,0.0024,0.0668,,
812,0.0119,0.2033,,
813,0.0098,0.4334,,
814,0.618,0.0374,,
815,0.6833,0.9648,,
816,0.0267,0.0504,,
817,0.0513,0.1488,,
818,0.228,0.3844,,
819,0.3334,0.021,,
820,0.1748,0.958,,
821,0.0029,0.0458,,
822,0.0438,0.1529,,
823,0.0203,0.1367,,
824,0.6199,0.0046,,
825,0.4578,0.9729,,
826,0.2628,0.3097,,
827,0.6791,0.3901,,
828,0.0025,0.0927,,
829,0.7193,0.0098,,
830,0.4449,0.9892,,
831,0.1473,0.0331,,
832,0.1815,0.1421,,
833,0.0003,0.0108,,
834,0.0257,0.0005,,
835,0.0001,0.977,,
836,0.0012,0.0771,,
837,0.0081,0.2752,,
838,0.0003,0.0496,,
839,0.1811,0.0032,,
840,0.0007,0.9865,,
841,0.0903,0.6343,,
842,0.0024,0.9763,,
843,0.0007,0.5984,,
844,0.998,0.9823,,
845,0.1596,0.7423,,
846,0.0062,0.9955,,
847,0.1137,0.8287,,
848,0.9886,0.9954,,
849,0.0505,0.7757,,
850,0.0018,0.9953,,
851,0.0008,0.706,,
852,0.3305,0.9928,,
853,0.9694,0.7198,,
854,0.0634,0.9888,,
855,0.0005,0.7497,,
856,0.1676,0.9821,,
857,0.5236,0.5755,,
858,0.3484,0.8976,,
859,0.0053,0.6046,,
860,0.5832,0.9702,,
861,0.0574,0.5511,,
862,0.0011,0.9737,,
863,0.2228,0.6023,,
864,0.3577,0.9738,,
865,0.0058,0.6379,,
866,0.0016,0.9835,,
867,0.0009,0.2941,,
868,0.192,0.9624,,
869,0.564,0.7844,,
870,0.0377,0.9888,,
871,0.0742,0.8018,,
872,0.9754,0.976,,
873,0.1648,0.5671,,
874,0.0215,0.9726,,
875,0.0048,0.6546,,
876,0.5916,0.9807,,
877,0.4337,0.4664,,
878,0.3901,0.9526,,
879,0.0004,0.5197,,
880,0.4812,0.9589,,
881,0.427,0.4192,,
882,0.0926,0.9258,,
883,0.0126,0.1659,,
884,0.9992,0.9064,,
885,0.0419,0.2571,,
886,0.0936,0.9048,,
887,0.1498,0.0237,,
888,0.754,0.8982,,
889,0.0525,0.4833,,
890,0.8089,0.9708,,
891,0.1362,0.3154,,
892,0.0013,0.9841,,
893,0.14,0.7672,,
894,0.0974,0.9916,,
895,0.0032,0.6293,,
896,0.0017,0.983,,
897,0.3026,0.7783,,
898,0.1025,0.9908,,
899,0.0005,0.8947,,
900,0.3372,0.9974,,
901,0.3243,0.7118,,
902,0.1072,0.9943,,
903,0.0016,0.7647,,
904,0.049,0.9943,,
905,0.0006,0.9035,,
906,0.0009,0.9969,,
907,0.0002,0.7422,,
908,0.0002,0.9955,,
909,0.2744,0.537,,
910,0.1762,0.9799,,
911,0.0848,0.7913,,
912,0.6723,0.9724,,
913,0.3767,0.5371,,
914,0.0412,0.9824,,
915,0.0064,0.7708,,
916,0.6041,0.9648,,
