bb_idx,MT_NetTepi,WT_NetTepi
578,,
579,,
580,0.035,
581,,
582,,
583,,
584,,
585,,
586,0.024,
587,,
588,,
589,,
590,,
591,,
592,0.026,
593,,
594,,
595,,
596,,
597,,
598,0.039,
599,,
600,,
601,,
602,,
603,,
604,0.039,
605,,
606,,
607,,
608,,
609,,
610,0.014,
611,,
612,,
613,,
614,,
615,,
616,-0.011,
617,,
618,,
619,,
620,,
621,,
622,-0.035,
623,,
624,,
625,,
626,,
627,,
628,-0.044,
629,,
630,,
631,,
632,,
633,,
634,-0.025,
635,,
636,,
637,,
638,,
639,,
640,0.017,
641,,
642,,
643,0.006,
644,,
645,,
646,0.001,
647,,
648,,
649,0.005,
650,,
651,,
652,0.009,
653,,
654,,
655,0.022,
656,,
657,,
658,0.072,
659,,
660,,
661,0.076,
662,,
663,,
664,0.105,
665,,
666,,
667,0.025,
668,,
669,,
670,0.022,
671,,
672,,
673,0.138,
674,,
675,,
676,0.022,
677,,
678,,
679,0.072,
680,,
681,,
682,0.076,
683,,
684,,
685,0.105,
686,,
687,,
688,0.025,
689,,
690,,
691,0.022,
692,,
693,,
694,0.138,
695,,
696,,
697,0.034,
698,,
699,,
700,0.049,
701,,
702,,
703,0.052,
704,,
705,,
706,0.086,
707,,
708,,
709,0.038,
710,,
711,,
712,0.023,
713,,
714,,
715,0.016,
716,,
717,,
718,0.015,
719,,
720,,
721,0.006,
722,,
723,0.061,
724,,
725,,
726,0.02,
727,,
728,0.014,
729,,
730,,
731,0.011,
732,,
733,-0.007,
734,,
735,,
736,-0.004,
737,,
738,0.012,
739,,
740,,
741,0.006,
742,,
743,0.002,
744,,
745,,
746,0.022,
747,,
748,0.018,
749,,
750,,
751,0.087,
752,,
753,0.072,
754,,
755,,
756,0.022,
757,,
758,0.053,
759,,
760,,
761,0.02,
762,,
763,0.013,
764,,
765,,
766,0.042,
767,,
768,0.041,
769,,
770,,
771,0.039,
772,,
773,0.055,
774,,
775,,
776,0.046,
777,,
778,0.017,
779,,
780,,
781,0.042,
782,,
783,0.042,
784,,
785,,
786,0.058,
787,,
788,0.165,
789,,
790,,
791,0.394,
792,,
793,0.046,
794,,
795,,
796,0.645,
797,,
798,0.019,
799,,
800,,
801,-0.007,
802,,
803,-0.016,
804,,
805,,
806,-0.015,
807,,
808,-0.007,
809,,
810,,
811,-0.003,
812,,
813,0.006,
814,,
815,,
816,0.038,
817,,
818,0.128,
819,,
820,,
821,0.04,
822,,
823,0.124,
824,,
825,,
826,0.087,
827,,
828,0.05,
829,,
830,,
831,0.111,
832,,
833,0.056,
834,,
835,,
836,0.046,
837,,
838,0.042,
839,,
840,,
841,0.064,
842,,
843,,
844,,
845,0.107,
846,,
847,,
848,,
849,0.052,
850,,
851,,
852,,
853,0.383,
854,,
855,,
856,,
857,0.039,
858,,
859,,
860,,
861,0.052,
862,,
863,,
864,,
865,0.04,
866,,
867,,
868,,
869,0.169,
870,,
871,,
872,,
873,0.031,
874,,
875,,
876,,
877,0.108,
878,,
879,,
880,,
881,0.046,
882,,
883,,
884,,
885,0.021,
886,,
887,,
888,,
889,0.036,
890,,
891,,
892,,
893,0.107,
894,,
895,,
896,,
897,0.134,
898,,
899,,
900,,
901,0.08,
902,,
903,,
904,,
905,0.071,
906,,
907,,
908,,
909,-0.022,
910,,
911,,
912,,
913,-0.004,
914,,
915,,
916,,
917,-0.002,
918,,
919,,
920,,
921,0.006,
922,,
923,,
924,,
925,0.086,
926,,
927,,
928,,
929,0.051,
930,,
931,,
932,,
933,0.048,
934,,
935,,
936,,
937,0.075,
938,,
939,,
940,,
941,0.036,
942,,
943,,
944,,
945,0.035,
946,,
947,,
948,,
949,0.054,
950,,
951,,
952,,
953,0.29,
954,,
955,,
956,,
957,0.012,
958,,
959,,
960,,
961,0.006,
962,,
963,,
964,,
965,0.038,
966,,
967,,
968,,
969,0.024,
970,,
971,,
972,,
973,0.029,
974,,
975,,
976,,
977,0.043,
978,,
979,,
980,,
981,0.046,
982,,
983,,
984,,
985,0.038,
986,,
987,,
988,,
989,0.025,
990,,
991,,
992,,
993,0.015,
994,,
995,,
996,,
997,0.015,
998,,
999,,
1000,,
1001,0.026,
1002,,
1003,,
1004,,
1005,0.005,
1006,,
1007,,
1008,,
1009,-0.005,
1010,,
1011,,
1012,,
1013,0.055,
1014,,
1015,,
1016,,
1017,0.047,
1018,0.049,
1019,,
1020,0.043,
1021,0.047,
1022,,
1023,0.084,
1024,0.077,
1025,,
1026,0.073,
1027,0.061,
1028,,
1029,0.066,
1030,0.061,
1031,,
1032,0.061,
1033,0.057,
1034,,
1035,0.062,
1036,0.065,
1037,,
1038,0.046,
1039,0.058,
1040,,
1041,0.036,
1042,0.044,
1043,,
1044,0.033,
1045,0.202,
1046,,
1047,0.065,
1048,0.06,
1049,,
1050,0.04,
1051,0.033,
1052,,
1053,0.059,
1054,0.729,
1055,,
1056,0.077,
1057,0.187,
1058,,
1059,0.026,
1060,0.08,
1061,,
1062,0.019,
1063,0.488,
1064,,
1065,0.024,
1066,0.035,
1067,,
1068,0.01,
1069,0.012,
1070,,
1071,0.003,
1072,0.125,
1073,,
1074,-0.012,
1075,0.189,
1076,,
1077,0.006,
1078,0.1,
1079,,
1080,-0.009,
1081,0.101,
1082,,
1083,0.048,
1084,0.032,
1085,,
1086,0.051,
1087,0.04,
1088,,
1089,0.092,
1090,0.053,
1091,,
1092,0.037,
1093,0.294,
1094,,
1095,0.187,
1096,0.221,
1097,,
1098,0.162,
1099,0.204,
1100,,
1101,0.055,
1102,0.09,
1103,,
1104,0.281,
1105,0.163,
1106,,
1107,0.169,
1108,0.144,
1109,,
1110,0.306,
1111,0.048,
1112,,
1113,0.03,
1114,0.049,
1115,,
1116,0.067,
1117,0.052,
1118,,
1119,0.333,
1120,0.056,
1121,,
1122,0.034,
1123,0.038,
1124,,
1125,0.09,
1126,0.035,
1127,,
1128,0.059,
1129,0.729,
1130,,
1131,0.077,
1132,0.187,
1133,,
1134,0.026,
1135,0.08,
1136,,
1137,0.019,
1138,0.488,
1139,,
1140,0.024,
1141,0.035,
1142,,
1143,0.01,
1144,0.012,
1145,,
1146,0.003,
1147,0.125,
1148,,
1149,-0.012,
1150,0.189,
1151,,
1152,0.006,
1153,0.1,
1154,,
1155,-0.009,
1156,0.101,
1157,,
1158,0.048,
1159,0.032,
1160,,
1161,0.051,
1162,0.04,
1163,,
1164,0.092,
1165,0.053,
1166,,
1167,0.037,
1168,0.294,
1169,,
1170,0.187,
1171,0.221,
1172,,
1173,0.162,
1174,0.204,
1175,,
1176,0.057,
1177,,
1178,,
1179,,
1180,,
1181,0.01,
1182,,
1183,,
1184,,
1185,,
1186,-0.014,
1187,,
1188,,
1189,,
1190,,
1191,-0.027,
1192,,
1193,,
1194,,
1195,,
1196,-0.009,
1197,,
1198,,
1199,,
1200,,
1201,-0.014,
1202,,
1203,,
1204,,
1205,,
1206,0.497,
1207,,
1208,,
1209,,
1210,,
1211,0.016,
1212,,
1213,,
1214,,
1215,,
1216,0.052,
1217,,
1218,,
1219,,
1220,,
1221,0.073,
1222,,
1223,,
1224,,
1225,,
1226,0.115,
1227,,
1228,,
1229,,
1230,,
1231,0.102,
1232,,
1233,,
1234,,
1235,,
1236,0.048,
1237,,
1238,,
1239,,
1240,,
1241,0.037,
1242,,
1243,,
1244,,
1245,,
1246,0.21,
1247,,
1248,,
1249,,
1250,,
1251,0.251,
1252,,
1253,,
1254,,
1255,,
1256,-0.027,
1257,,
1258,,
1259,,
1260,,
1261,-0.009,
1262,,
1263,,
1264,,
1265,,
1266,-0.014,
1267,,
1268,,
1269,,
1270,,
1271,0.497,
1272,,
1273,,
1274,,
1275,,
1276,0.016,
1277,,
1278,,
1279,,
1280,,
1281,0.052,
1282,,
1283,,
1284,,
1285,,
1286,0.073,
1287,,
1288,,
1289,,
1290,,
1291,0.115,
1292,,
1293,,
1294,,
1295,,
1296,0.102,
1297,,
1298,,
1299,,
1300,,
1301,0.048,
1302,,
1303,,
1304,,
1305,,
1306,0.037,
1307,,
1308,,
1309,,
1310,,
1311,0.21,
1312,,
1313,,
1314,,
1315,,
1316,0.251,
1317,,
1318,,
1319,,
1320,,
1321,0.021,
1322,,
1323,,
1324,,
1325,,
1326,0.021,
1327,,
1328,,
1329,,
1330,,
1331,0.034,
1332,,
1333,,
1334,,
1335,,
1336,0.05,
1337,,
1338,,
1339,,
1340,,
1341,0.018,
1342,,
1343,,
1344,,
1345,,
1346,-0.003,
1347,,
1348,,
1349,,
1350,,
1351,0.001,
1352,,
1353,,
1354,,
1355,,
1356,0.732,
1357,,
1358,,
1359,,
1360,,
1361,0.025,
1362,,
1363,,
1364,,
1365,,
1366,0.037,
1367,,
1368,,
1369,,
1370,,
1371,0.07,
1372,,
1373,,
1374,,
1375,,
1376,0.243,
1377,,
1378,,
1379,,
1380,,
1381,0.045,
1382,,
1383,,
1384,,
1385,,
1386,0.064,
1387,,
1388,,
1389,,
1390,,
1391,0.061,
1392,,
1393,,
1394,,
1395,,
1396,0.057,
1397,,
1398,,
1399,,
1400,,
1401,0.01,
1402,,
1403,,
1404,,
1405,,
1406,-0.014,
1407,,
1408,,
1409,,
1410,,
1411,-0.027,
1412,,
1413,,
1414,,
1415,,
1416,-0.009,
1417,,
1418,,
1419,,
1420,,
1421,-0.014,
1422,,
1423,,
1424,,
1425,,
1426,0.497,
1427,,
1428,,
1429,,
1430,,
1431,0.016,
1432,,
1433,,
1434,,
1435,,
1436,0.052,
1437,,
1438,,
1439,,
1440,,
1441,0.073,
1442,,
1443,,
1444,,
1445,,
1446,0.115,
1447,,
1448,,
1449,,
1450,,
1451,0.102,
1452,,
1453,,
1454,,
1455,,
1456,0.048,
1457,,
1458,,
1459,,
1460,,
1461,0.037,
1462,,
1463,,
1464,,
1465,,
1466,0.21,
1467,,
1468,,
1469,,
1470,,
1471,0.034,
1472,,
1473,,
1474,,
1475,,
1476,0.034,
1477,,
1478,,
1479,,
1480,,
1481,0.05,
1482,,
1483,,
1484,,
1485,,
1486,0.018,
1487,,
1488,,
1489,,
1490,,
1491,-0.003,
1492,,
1493,,
1494,,
1495,,
1496,0.001,
1497,,
1498,,
1499,,
1500,,
1501,0.732,
1502,,
1503,,
1504,,
1505,,
1506,0.025,
1507,,
1508,,
1509,,
1510,,
1511,0.037,
1512,,
1513,,
1514,,
1515,,
1516,0.07,
1517,,
1518,,
1519,,
1520,,
1521,0.243,
1522,,
1523,,
1524,,
1525,,
1526,0.045,
1527,,
1528,,
1529,,
1530,,
1531,0.732,
1532,,
1533,,
1534,,
1535,,
1536,0.025,
1537,,
1538,,
1539,,
1540,,
1541,0.037,
1542,,
1543,,
1544,,
1545,,
1546,0.07,
1547,,
1548,,
1549,,
1550,,
1551,0.243,
1552,,
1553,,
1554,,
1555,,
1556,0.045,
1557,,
1558,,
1559,,
1560,,
1561,0.064,
1562,,
1563,,
1564,,
1565,,
1566,0.182,
1567,,
1568,,
1569,,
1570,,
1571,0.066,
1572,,
1573,,
1574,,
1575,,
1576,0.077,
1577,,
1578,,
1579,,
1580,,
1581,0.028,0.028
1582,,
1583,0.54,0.54
1584,,
1585,,
1586,,
1587,0.034,0.034
1588,,
1589,0.035,0.035
1590,,
1591,,
1592,,
1593,0.084,0.084
1594,,
1595,0.033,0.033
1596,,
1597,,
1598,,
1599,-0.0,-0.0
1600,,
1601,0.001,0.001
1602,,
1603,,
1604,,
1605,-0.002,-0.002
1606,,
1607,0.005,0.005
1608,,
1609,,
1610,,
1611,-0.001,-0.001
1612,,
1613,0.016,0.016
1614,,
1615,,
1616,,
1617,-0.002,-0.004
1618,,
1619,0.001,-0.001
1620,,
1621,,
1622,,
1623,0.013,0.012
1624,,
1625,0.065,0.039
1626,,
1627,,
1628,,
1629,0.289,0.286
1630,,
1631,0.036,0.037
1632,,
1633,,
1634,,
1635,0.015,0.016
1636,,
1637,0.015,0.017
1638,,
1639,,
1640,,
1641,0.006,0.005
1642,,
1643,0.023,0.019
1644,,
1645,,
1646,,
1647,0.016,0.014
1648,,
1649,0.024,0.022
1650,,
1651,,
1652,,
1653,0.02,0.018
1654,,
1655,0.025,0.022
1656,,
1657,,
1658,,
1659,0.019,0.022
1660,,
1661,0.029,0.025
1662,,
1663,,
1664,,
1665,0.138,0.097
1666,,
1667,0.376,0.256
1668,,
1669,,
1670,,
1671,0.034,
1672,,
1673,0.035,
1674,,
1675,,
1676,,
1677,0.049,
1678,,
1679,0.061,
1680,,
1681,,
1682,,
1683,0.255,
1684,,
1685,0.051,
1686,,
1687,,
1688,,
1689,0.058,
1690,,
1691,0.054,
1692,,
1693,,
1694,,
1695,0.346,
1696,,
1697,0.07,
1698,,
1699,,
1700,,
1701,0.097,
1702,,
1703,0.066,
1704,,
1705,,
1706,,
1707,0.07,
1708,,
1709,0.098,
1710,,
1711,,
1712,,
1713,0.105,
1714,,
1715,0.114,
1716,,
1717,,
1718,,
1719,0.066,
1720,,
1721,0.107,
1722,,
1723,,
1724,,
1725,0.049,
1726,,
1727,0.118,
1728,,
1729,,
1730,,
1731,0.067,
1732,,
1733,0.039,
1734,,
1735,,
1736,,
1737,0.028,
1738,,
1739,0.068,
1740,,
1741,,
1742,,
1743,0.022,
1744,,
1745,0.038,
1746,,
1747,,
1748,,
1749,0.127,
1750,,
1751,0.071,
1752,,
1753,,
1754,,
1755,0.048,
1756,,
1757,0.048,
1758,,
1759,,
1760,,
