bb_idx,MT_MHCflurry_presentation,WT_MHCflurry_presentation,MT_MHCflurry_affinity_neg,WT_MHCflurry_affinity_neg
353,0.0152792393635031,0.0127681955455548,-31420.262998322563,-30599.404288907
354,0.0040895297191996,0.003993765579237,-25301.661462464854,-25888.69896945451
355,0.0032496965074057,0.0033030229913604,-32104.733076099263,-32214.71699266934
356,0.0078030362405011,0.007958334475943,-13498.838521837317,-13569.522550406731
357,0.0033194335780841,0.0033352163917255,-31836.75940342216,-31169.59196817138
358,0.0089805255741724,0.0041472868595882,-11704.075165323988,-24469.61211843349
359,0.0053619278299707,0.0095093014583498,-21067.78725211951,-11843.665196530614
360,0.0662262163921341,0.0150403932480357,-17136.306551005833,-23693.17226538189
361,0.0032866047355474,0.0032866047355474,-30918.881251179475,-30918.881251179475
362,0.9595422257049172,0.9595422257049172,-43.71263790190591,-43.71263790190591
363,0.5982566190692173,0.5982566190692173,-233.60758913016664,-233.60758913016664
364,0.2699313485708068,0.0046908432320702,-322.2813977745328,-21934.41019982255
365,0.0116511019496488,0.0139904587291244,-9946.11433157616,-9622.94104691554
366,0.0263188420710091,0.0258192393352039,-3949.9096948195447,-4744.557003845424
367,0.0081985944734042,0.0073466624034181,-12068.866027766391,-13542.732464373204
368,0.0038496765535259,0.003543932929761,-26213.395434187987,-28624.24580746661
369,0.0036591744172419,0.0037267769608029,-28110.877245641477,-27600.586643337418
370,0.0042704462468048,0.0035988824488431,-24197.753228301717,-29406.90570896425
371,0.0040020577484009,0.0041943236005129,-25162.79176397153,-24036.587746916503
372,0.0035237267472417,0.0032196536223828,-29008.33770656933,-31734.5612092506
373,0.704806576166309,0.704806576166309,-35.394544198247935,-35.394544198247935
374,0.0035571539354658,0.0035571539354658,-28515.974275872923,-28515.974275872923
375,0.0047305510347069,0.0047305510347069,-25488.51257798743,-25488.51257798743
376,0.0047111535228627,0.0047111535228627,-24603.03700958456,-24603.03700958456
377,0.0519980994321905,0.0519980994321905,-1856.719382657476,-1856.719382657476
378,0.0211376342974049,0.0211376342974049,-8911.437372260103,-8911.437372260103
379,0.0036972876371474,0.0036972876371474,-28018.975743489573,-28018.975743489573
380,0.0337273587065206,0.0337273587065206,-11009.977526420616,-11009.977526420616
381,0.0036663098280481,0.0036663098280481,-29635.66707432742,-29635.66707432742
382,0.7802262031272181,0.7802262031272181,-116.73434497473568,-116.73434497473568
383,0.058724059949222,0.058724059949222,-9049.27156098182,-9049.27156098182
384,0.0058151223754536,0.8179335713501701,-23881.364022212947,-107.80031549540908
385,0.290090130157757,0.1709067280558898,-3633.105311646535,-3857.1678142167607
386,0.004320370859355,0.004320370859355,-23362.291968007805,-23362.291968007805
387,0.0124027359768609,0.0124027359768609,-7801.822191917645,-7801.822191917645
388,0.0197057761614323,0.0197057761614323,-4809.194376653557,-4809.194376653557
389,0.0056747967746184,0.0056747967746184,-17549.961261993318,-17549.961261993318
390,0.0410744407814791,0.0410744407814791,-14735.251820091677,-14735.251820091677
391,0.0055017804199027,0.0055017804199027,-18142.581654359357,-18142.581654359357
392,0.014748001423577,0.0037909377585219,-18963.52058847273,-28346.00137389377
393,0.0116116682974981,0.0116116682974981,-28749.79162359898,-28749.79162359898
394,0.2139618651571527,0.2139618651571527,-512.3800614478581,-512.3800614478581
395,0.0229231679324534,0.0229231679324534,-30527.55113231106,-30527.55113231106
396,0.1549316110351037,0.1549316110351037,-11348.73845543708,-11348.73845543708
397,0.0094193620221969,0.0094193620221969,-17024.773734525807,-17024.773734525807
398,0.6220677897631169,0.0125775528947995,-151.9834625947732,-9121.503189896048
399,0.0953008474393778,0.045897122992473,-10023.902237843437,-7135.860116243962
400,0.6909079897951551,0.6123203491845365,-81.93320613686898,-86.89603904772581
401,0.018527449357316,0.0237494820428492,-24675.84256415069,-27287.39831437537
402,0.6128724307472216,0.4961531735682142,-109.24910631215636,-171.18763569001058
403,0.1612388707818021,0.2562601691485625,-864.3385380328392,-529.4432105869715
404,0.1663477285386863,0.0387660463413024,-9073.23876517689,-17963.22236154492
405,0.0034394341692145,0.0036703861962708,-30004.714460351686,-27638.414900758657
406,0.2909126966308399,0.041878417266672,-5253.029914589703,-14917.519459327856
407,0.0032858965047571,0.0032858965047571,-32216.23299514701,-32216.23299514701
408,0.0078135718782486,0.0078135718782486,-12892.86184529406,-12892.86184529406
409,0.0310784636949022,0.0310784636949022,-3311.624271241386,-3311.624271241386
410,0.0095765136236018,0.0095765136236018,-21818.84624666772,-21818.84624666772
411,0.0032432197368034,0.003921884322129,-31519.436888000462,-29079.24166494335
412,0.2066100192587139,0.2303735842167884,-583.4960553612009,-650.8174210415879
413,0.2330005505949747,0.3173789044620845,-8205.140498407442,-5896.152237571693
414,0.0656846286292372,0.0569406240967844,-1647.1193751694702,-1761.912046653896
415,0.0364516286208234,0.0465394456341621,-24657.839629782466,-23921.932179377185
416,0.0170884981208095,0.0094945616555028,-7148.628619441945,-11364.226758534818
417,0.0034409565905415,0.0034409565905415,-30145.2275974705,-30145.2275974705
418,0.0091948750532517,0.0091948750532517,-11316.701253498772,-11316.701253498772
419,0.0175616490411334,0.0175616490411334,-5615.258903900072,-5615.258903900072
420,0.0271205811378055,0.0271205811378055,-4067.127415046629,-4067.127415046629
421,0.0236132731473734,0.0236132731473734,-5741.868620737182,-5741.868620737182
422,0.8186207428535729,0.8186207428535729,-224.85070525679023,-224.85070525679023
423,0.0049301826773808,0.0049301826773808,-23049.08294109804,-23049.08294109804
424,0.0055382166154042,0.0038403761276309,-26818.331600577887,-28455.78443503824
425,0.0117885699361189,0.0211035405260228,-21906.308158055755,-20648.44593645711
426,0.0663547445766362,0.0397147477032498,-1598.8008011331117,-2595.540661064392
427,0.0521298876954498,0.0427303035638634,-3735.203204892574,-4905.572578057367
428,0.0034097135767877,0.0034972864820601,-31220.03084229543,-32275.56107686701
429,0.67470615701262,0.7671753085929492,-72.20536659676593,-67.36649333561667
430,0.0332399898594464,0.0263407757689288,-2947.2052151026464,-3922.190100878597
431,0.0034869298212186,,-29102.915357103724,
432,0.0042707047976338,,-23601.05598983858,
433,0.0079407089236599,,-12415.86300165852,
434,0.0054304607801597,,-18407.55811979751,
435,0.0079794910491117,,-12353.246747958196,
436,0.0048912458990478,,-20511.391569784388,
437,0.0039198278227116,,-25714.928913755582,
438,0.0052501311073271,,-19008.24721321603,
439,0.0067972082390036,,-14547.151465382887,
440,0.0075852414242064,,-12983.126799896472,
441,0.0118626693322195,,-8156.56682093126,
442,0.0064682493211342,,-15314.584079597347,
443,0.0044527518992718,,-25711.927837468003,
444,0.013505909326499,,-8127.239369924251,
445,0.1120777435721852,,-825.6138390054498,
446,0.0361806360640368,,-2877.219608794106,
447,0.0348380155196107,,-2995.7290085228287,
448,0.0271812463125106,,-3899.403925223951,
449,0.004090230269732,,-25389.150155930503,
450,0.0087500811931441,,-11549.067477948402,
451,0.0088520053162001,,-11410.982255752644,
452,0.0052432803245142,,-19637.85597120308,
453,0.0181940334754195,,-5382.375897277791,
454,0.0066503607562595,,-15352.329913022124,
455,0.0036449293321202,,-27922.616240684765,
456,0.0056654838772014,,-17695.03955433087,
457,0.0051988093828606,,-19341.73620859456,
458,0.0069296070439649,,-14362.547758579973,
459,0.0102038648349082,,-9610.424558038962,
460,0.0050092040571888,,-20099.79769351668,
461,0.0173984645686219,,-18921.447550012646,
462,0.5060642436371512,,-290.11929243457627,
463,0.0191696230599995,,-17092.413677981014,
464,0.0256070520927174,,-12600.994367543612,
465,0.37344075205919,,-506.7466502052473,
466,0.1116746052578401,,-2515.363781082941,
467,0.0088583617628926,,-22997.27517305586,
468,0.0130324705073169,,-15387.610259473106,
469,0.0071862454071856,,-28573.323346439254,
470,0.0172660124967413,,-11467.825643371576,
471,0.0823380963553243,,-2140.100678186133,
472,0.0376241320101847,,-5033.51098475326,
473,0.0030845447406872,,-33011.943641285274,
474,0.0034230905541324,,-29645.453356154507,
475,0.004458597626337,,-22559.44190614124,
476,0.0036079838000671,,-28077.28929719765,
477,0.0042659431261811,,-23613.68841752909,
478,0.0036515362227626,,-27731.34395550641,
479,0.0031332416364025,,-32420.26427606362,
480,0.003300032926762,,-30729.328706448225,
481,0.0036753946889309,,-27492.812153915183,
482,0.0034581336376865,,-29279.204597988115,
483,0.0038162384401164,,-26444.952751922763,
484,0.0033750824227711,,-30023.773674476502,
485,0.0031032854458358,,-32839.531986272304,
486,0.0041832495584224,,-24121.00859740252,
487,0.0083868795050575,,-11735.6857604426,
488,0.003368749873517,,-30170.29482092844,
489,0.0042056670534758,,-23988.09889106325,
490,0.003635873976195,,-27883.179450225896,
491,0.0091569929372609,,-33771.73941280414,
492,0.0150666614678852,,-20101.879828527028,
493,0.0158260873097833,,-19094.374622336065,
494,0.1685265963373437,,-1405.8241885247885,
495,0.7399256637547208,,-92.64578468442068,
496,0.7760618018263946,,-75.61733374081626,
497,0.0062656738515708,,-30503.287576655053,
498,0.5812962149226449,,-118.15737008238035,
499,0.3936189322998986,,-258.4389887637872,
500,0.1632814454260807,,-890.6862716557516,
501,0.4739602407125295,,-184.40200563724744,
502,0.5026015346867367,,-163.87060131901063,
503,0.0254647237555401,,-31258.4349080116,
504,0.0674563732617563,,-10957.544740355028,
505,0.0679793527185669,,-10864.493636329036,
506,0.4495705646682835,,-903.490950230646,
507,0.931552735433104,,-49.904207341556194,
508,0.9514449530690752,,-34.290258773614866,
509,0.0048420404984879,,-27314.90414157883,
510,0.010195575098476,,-12620.238468127329,
511,0.0044795141448571,,-29604.43479764082,
512,0.0046926387404074,,-28214.96484033495,
513,0.0076659656706079,,-16970.943562226228,
514,0.0060719378166235,,-21609.70726889113,
515,0.1012091748838647,0.1012091748838647,-1071.1578505974762,-1071.1578505974762
516,0.0077889446432383,0.0077889446432383,-18704.83353856971,-18704.83353856971
517,0.0154551646230732,0.0154551646230732,-18135.274963127333,-18135.274963127333
518,0.5217685476481566,0.5217685476481566,-285.33507155604696,-285.33507155604696
519,0.2247006117958471,0.2247006117958471,-2771.424652358504,-2771.424652358504
520,0.0058371117249487,0.0062420312837478,-18447.223746953987,-21749.50575914355
521,0.8675807153978298,0.8791126796549871,-117.17381048892634,-62.606586542828246
