bb_idx,MT_ImmuneApp,WT_ImmuneApp
656,0.001658,0.000759
657,0.086841,0.000811
658,0.000517,0.000106
659,6e-05,1e-05
660,6e-06,6.2e-05
661,0.000583,0.00054
662,0.000753,3.8e-05
663,2.6e-05,0.02532
664,0.923577,0.99883
665,2.4e-05,0.000129
666,0.002568,0.00078
667,0.987474,0.026802
668,6e-06,1e-06
669,3.7e-05,1e-06
670,4.1e-05,7e-06
671,0.002143,0.000304
672,1e-05,4e-06
673,0.0,0.0
674,0.904136,0.317698
675,1e-06,1e-06
676,4e-06,2e-06
677,1e-06,0.0
678,0.999947,0.991938
679,0.99998,0.998836
680,8e-06,0.000185
681,9.4e-05,0.000584
682,0.00118,1.5e-05
683,1.5e-05,5e-06
684,1.1e-05,0.000743
685,0.000913,1.3e-05
686,0.010721,0.999291
687,4e-05,1.5e-05
688,0.000277,0.002721
689,1.9e-05,1.9e-05
690,9e-06,9e-06
691,2e-06,2e-06
692,1.7e-05,1.7e-05
693,3.7e-05,3.7e-05
694,7e-06,7e-06
695,2.2e-05,2.2e-05
696,2e-06,2e-06
697,0.002959,0.002959
698,0.999798,0.999798
699,2.4e-05,2.4e-05
700,5e-06,5e-06
701,1.2e-05,1.2e-05
702,9.6e-05,9.6e-05
703,2e-06,2e-06
704,1.1e-05,1.1e-05
705,0.017921,0.017921
706,8.4e-05,8.4e-05
707,0.22827,0.22827
708,0.274723,0.274723
709,9.1e-05,9.1e-05
710,0.998944,0.998944
711,1.0,1.0
712,3.4e-05,3.4e-05
713,0.000399,0.000399
714,4.2e-05,4.2e-05
715,0.01285,0.01285
716,0.000239,0.000239
717,2.3e-05,2.3e-05
718,7e-06,7e-06
719,3e-05,3e-05
720,2e-06,2e-06
721,1.5e-05,1.5e-05
722,0.000379,0.000379
723,8e-06,8e-06
724,6e-06,6e-06
725,0.0001,0.0001
726,0.002948,0.002948
727,0.020075,0.020075
728,2.3e-05,2.3e-05
729,0.000758,0.000758
730,0.00537,0.00537
731,0.759258,0.759258
732,3e-06,3e-06
733,1.1e-05,1.1e-05
734,0.000334,0.000334
735,0.002607,0.002607
736,2e-06,2e-06
737,0.00018,0.000104
738,4.3e-05,0.003182
739,0.0,1e-06
740,0.000147,0.000113
741,0.998541,0.593293
742,0.18136,0.999953
743,0.909517,0.903185
744,0.002711,0.002486
745,3.1e-05,2e-06
746,0.010578,0.052799
747,9e-06,1e-06
748,2.7e-05,1e-05
749,0.040351,0.907173
750,0.708791,0.000195
751,2e-06,3e-06
752,3e-06,4.6e-05
753,2.7e-05,0.000136
754,0.999968,0.999654
755,8.5e-05,1e-06
756,0.00079,1e-06
757,4.5e-05,4.5e-05
758,0.000151,0.000151
759,5.3e-05,5.3e-05
760,4e-06,4e-06
761,0.000152,0.000152
762,0.927416,0.927416
763,0.000209,0.000209
764,0.000623,0.000623
765,1e-05,1e-05
766,0.250269,0.250269
767,1e-06,1e-06
768,1.1e-05,1.1e-05
769,0.727761,0.727761
770,0.000381,0.000381
771,3e-06,3e-06
772,3e-06,3e-06
773,4e-05,4e-05
774,0.000172,0.000172
775,0.0232,0.0232
776,9e-06,9e-06
777,2.4e-05,2.4e-05
778,3.6e-05,3.6e-05
779,0.474586,0.474586
780,0.000164,0.000164
781,9e-06,9e-06
782,0.997708,0.997708
783,0.295298,0.295298
784,3e-06,3e-06
785,3.1e-05,3.1e-05
786,2e-06,2e-06
787,7e-06,7e-06
788,1e-06,1e-06
789,5e-06,5e-06
790,0.005012,0.005012
791,0.562808,0.562808
792,0.978144,0.978144
793,0.99985,0.99985
794,0.040504,0.040504
795,1.9e-05,1.9e-05
796,6e-06,6e-06
797,5.7e-05,5.7e-05
798,0.054293,0.054293
799,0.647439,0.647439
800,4e-06,4e-06
801,0.000218,8.2e-05
802,0.010854,0.632642
803,1e-06,1e-06
804,9e-06,1e-05
805,4e-06,5.2e-05
806,0.002033,0.001388
807,0.981968,0.999894
808,3e-06,0.385164
809,7e-06,1.5e-05
810,0.00099,0.784802
811,0.695797,0.999974
812,0.023165,0.00385
813,0.313604,0.92372
814,4.9e-05,0.113414
815,1.1e-05,4.3e-05
816,4e-06,1e-06
817,0.00034,0.000838
818,0.673842,0.000503
819,1.6e-05,0.0
820,1e-06,0.0
821,0.000156,0.000156
822,0.001378,0.001378
823,7.6e-05,7.6e-05
824,4.7e-05,4.7e-05
825,1.7e-05,1.7e-05
826,0.321674,0.321674
827,2e-06,2e-06
828,3e-06,3e-06
829,0.002756,0.002756
830,0.908426,0.908426
831,1.6e-05,1.6e-05
832,0.000999,0.000999
833,0.00026,0.00026
834,0.010783,0.010783
835,1e-05,1e-05
836,0.002705,0.002705
837,0.000354,0.000354
838,2.5e-05,2.5e-05
839,0.837785,0.837785
840,4e-06,4e-06
841,0.004678,0.004678
842,3.3e-05,3.3e-05
843,0.174859,0.174859
844,7.9e-05,7.9e-05
845,1.9e-05,1.9e-05
846,0.021062,0.021062
847,0.000262,0.000262
848,0.06111,0.06111
849,2e-05,2e-05
850,0.00258,0.00258
851,0.04128,0.04128
852,0.930707,0.930707
853,0.00602,0.00602
854,0.000116,0.000116
855,0.630973,0.630973
856,0.00033,0.00033
857,0.869253,0.869253
858,0.000197,0.000197
859,0.421515,0.421515
860,0.000171,0.000171
861,0.000278,0.000438
862,7.5e-05,7.5e-05
863,1.7e-05,6e-06
864,9e-06,2e-05
865,0.004999,0.000234
866,0.000312,0.003984
867,9e-06,7e-06
868,0.000474,2.7e-05
869,3.8e-05,0.170483
870,6.2e-05,0.264703
871,3e-06,0.804374
872,3e-06,0.010619
873,0.0034,0.003264
874,1.1e-05,1.4e-05
875,3e-05,0.000105
876,1e-06,0.0
877,0.001024,0.00115
878,0.99122,0.99958
879,9e-06,1e-05
880,4e-06,2e-06
881,2.9e-05,2.9e-05
882,9e-06,9e-06
883,3e-06,3e-06
884,0.000325,0.000325
885,8.7e-05,8.7e-05
886,0.001366,0.001366
887,7e-06,7e-06
888,0.000178,0.000178
889,0.000153,0.000153
890,0.000586,0.000586
891,3e-06,3e-06
892,0.000169,0.000169
893,0.00119,0.00119
894,0.000131,0.000131
895,4.5e-05,4.5e-05
896,0.000267,0.000267
897,0.000706,0.000706
898,2.9e-05,2.9e-05
899,2e-06,2e-06
900,6e-06,6e-06
901,1e-06,1e-06
902,0.37328,0.37328
903,0.618881,0.618881
904,2e-05,2e-05
905,0.0,0.0
906,0.14926,0.14926
907,0.008393,0.008393
908,0.92688,0.92688
909,0.000278,0.000278
910,0.001727,0.001727
911,0.001809,0.001809
912,1e-06,1e-06
913,7e-06,7e-06
914,4e-06,4e-06
915,0.000395,0.000395
916,4e-06,4e-06
917,0.244373,0.005573
918,0.227607,0.003305
919,0.000402,0.000179
920,1.3e-05,0.000645
921,0.000182,0.000216
922,0.059708,0.26854
923,0.008969,0.00448
924,0.000197,6.9e-05
925,9e-06,0.000524
926,6.8e-05,5.5e-05
927,1e-06,1e-06
928,4.1e-05,6e-06
929,0.004407,0.509633
930,2e-06,1e-06
931,4e-06,0.0
932,3e-06,2e-06
933,0.229519,4e-06
934,0.95809,0.257984
935,6e-06,2e-06
936,0.989593,0.000602
937,0.12278,0.12278
938,6.2e-05,6.2e-05
939,0.005539,0.005539
940,1.1e-05,1.1e-05
941,0.003922,0.003922
942,0.000282,0.000282
943,0.000399,0.000399
944,0.456681,0.456681
945,5e-06,5e-06
946,0.335719,0.335719
947,1.4e-05,1.4e-05
948,6.1e-05,6.1e-05
949,0.000608,0.000608
950,3.8e-05,3.8e-05
951,2e-06,2e-06
952,0.00044,0.00044
953,2e-05,2e-05
954,0.998706,0.998706
955,2.3e-05,2.3e-05
956,0.339911,0.339911
957,5.4e-05,5.4e-05
958,6.8e-05,6.8e-05
959,0.00699,0.00699
960,0.00992,0.00992
961,9.2e-05,9.2e-05
962,7e-06,7e-06
963,0.000509,0.000509
964,1e-06,1e-06
965,0.000213,0.000213
966,0.001152,0.001152
967,0.48336,0.48336
968,5e-06,5e-06
969,2e-06,0.0
970,0.002425,0.00082
971,1e-06,0.000137
972,2e-06,1.1e-05
973,0.003472,0.071046
974,4e-06,8e-06
975,0.000253,9e-06
976,5e-06,1e-05
977,0.000197,5.2e-05
978,4.7e-05,1e-05
979,0.000638,0.000284
980,2e-06,3e-06
981,0.034122,0.015643
982,0.000578,4e-06
983,1e-05,5e-06
984,2e-06,5e-06
985,2.4e-05,0.001934
986,3.1e-05,0.000174
987,3e-06,4e-06
988,7e-06,7.8e-05
989,2.5e-05,2.5e-05
990,1.8e-05,1.8e-05
991,0.00012,0.00012
992,0.001082,0.001082
993,0.000778,0.000778
994,0.000438,0.000438
995,1.9e-05,1.9e-05
996,0.003309,0.003309
997,5.4e-05,5.4e-05
998,0.006594,0.006594
999,0.000111,0.000111
1000,1.4e-05,1.4e-05
1001,4.1e-05,4.1e-05
1002,0.010199,0.010199
1003,2e-06,2e-06
1004,0.024035,0.024035
1005,2e-06,2e-06
1006,0.012584,0.012584
1007,0.954741,0.954741
1008,9.8e-05,9.8e-05
1009,0.230626,0.230626
1010,0.751033,0.751033
1011,0.997337,0.997337
1012,0.000161,0.000161
1013,0.999955,0.999955
1014,0.9854,0.9854
1015,0.000107,0.000107
1016,0.545675,0.545675
1017,6e-06,1e-05
1018,0.002181,2.9e-05
1019,1e-06,1e-06
1020,2.7e-05,1.6e-05
1021,5e-06,1.9e-05
1022,6e-05,2.9e-05
1023,1.4e-05,1e-06
1024,2e-06,1.1e-05
1025,4.9e-05,0.000185
1026,4e-06,6e-06
1027,1.2e-05,1.1e-05
1028,0.000107,0.011253
1029,0.014622,0.00222
1030,3.5e-05,8e-06
1031,0.022247,0.003181
1032,0.011651,0.000522
1033,0.002458,0.001266
1034,1.1e-05,6e-06
1035,0.002253,0.00155
1036,0.002925,0.003511
1037,0.003446,0.003446
1038,3.4e-05,3.4e-05
1039,0.037458,0.037458
1040,4.8e-05,4.8e-05
1041,1.3e-05,1.3e-05
1042,8e-06,8e-06
1043,0.000361,0.000361
1044,6.1e-05,6.1e-05
1045,6e-06,6e-06
1046,0.997214,0.997214
1047,1e-06,1e-06
1048,3.4e-05,3.4e-05
1049,1.2e-05,1.2e-05
1050,2.4e-05,2.4e-05
1051,3.9e-05,3.9e-05
1052,0.173351,0.173351
1053,0.000305,0.000305
1054,0.999976,0.999976
1055,1.0,1.0
1056,1.0,1.0
1057,0.026284,0.026284
1058,6e-06,6e-06
1059,0.006218,0.006218
1060,4e-06,4e-06
1061,0.000359,0.000599
1062,0.00224,0.890887
1063,1e-06,1e-06
1064,2.3e-05,1.6e-05
1065,0.000131,0.000284
1066,6e-06,4.7e-05
1067,3.9e-05,2e-06
1068,0.000178,2.9e-05
1069,2e-06,0.0
1070,3.3e-05,1.3e-05
1071,4.4e-05,8e-06
1072,0.002793,0.008575
1073,0.999671,0.998417
1074,3.7e-05,0.000324
1075,0.0,2.6e-05
1076,1.7e-05,4e-06
1077,4.5e-05,0.000148
1078,0.000198,0.00023
1079,0.000154,0.000219
1080,0.194857,5.9e-05
1081,2e-06,2e-06
1082,2e-05,2e-05
1083,4e-06,4e-06
1084,5e-06,5e-06
1085,1.9e-05,1.9e-05
1086,0.0,0.0
1087,0.964783,0.964783
1088,2.9e-05,2.9e-05
1089,0.002169,0.002169
1090,0.000347,0.000347
1091,0.969833,0.969833
1092,1e-06,1e-06
1093,0.011988,0.011988
1094,0.000307,0.000307
1095,0.938867,0.938867
1096,0.000179,0.000179
1097,6.7e-05,6.7e-05
1098,0.000175,0.000175
1099,0.003266,0.003266
1100,6e-06,6e-06
1101,0.000315,0.110853
1102,0.000818,1e-05
1103,1.3e-05,3e-06
1104,0.056704,1e-06
1105,0.001012,0.008055
1106,1.6e-05,1.1e-05
1107,0.004274,0.000197
1108,1e-06,8.3e-05
1109,0.090608,0.001351
1110,7e-06,0.003737
1111,2.2e-05,0.000109
1112,0.00023,6.9e-05
1113,0.000808,0.999996
1114,0.003685,1.0
1115,0.00062,0.999712
1116,0.000346,1.0
1117,0.000116,0.00044
1118,7e-06,1.2e-05
1119,2.3e-05,1e-06
1120,1.1e-05,2.5e-05
1121,1.2e-05,0.000741
1122,0.97303,0.000501
1123,0.47232,0.000106
1124,0.871158,0.000803
1125,0.73729,0.063238
1126,4.8e-05,0.999958
1127,0.994843,0.12879
1128,4e-06,3e-06
1129,3e-06,0.000121
1130,0.00021,0.0001
1131,0.999999,0.222563
1132,0.000391,0.013678
1133,0.088019,0.088019
1134,0.096142,0.096142
1135,0.001069,0.001069
1136,8e-06,8e-06
1137,1e-06,1e-06
1138,0.0,0.0
1139,2.4e-05,2.4e-05
1140,0.0,0.0
1141,0.00786,0.00786
1142,2.6e-05,2.6e-05
1143,0.463022,0.463022
1144,6e-06,6e-06
1145,4e-06,4e-06
1146,0.067522,0.067522
1147,0.05774,0.05774
1148,9e-06,9e-06
1149,0.385687,0.385687
1150,0.997539,0.997539
1151,0.999997,0.999997
1152,8e-06,8e-06
1153,1e-05,0.03172
1154,3.5e-05,9e-06
1155,5e-06,1e-06
1156,9e-06,1e-06
1157,0.02057,0.003526
1158,0.001374,1.2e-05
1159,3e-06,5e-06
1160,0.000279,2e-05
1161,0.940771,0.00952
1162,0.003886,0.909968
1163,0.001799,0.000245
1164,0.000127,3.4e-05
1165,2e-06,6.9e-05
1166,1.7e-05,6.6e-05
1167,0.004865,0.006868
1168,1e-06,0.378944
1169,1.5e-05,8.9e-05
1170,0.001409,4.7e-05
1171,1.7e-05,0.005904
1172,1.2e-05,1e-06
1173,0.0,0.0
1174,3.3e-05,0.690281
1175,4e-06,1e-06
1176,9e-06,1e-06
1177,0.999975,0.999835
1178,0.027108,0.948005
1179,0.967221,1e-06
1180,0.061671,0.070471
1181,0.0,7e-06
1182,0.813569,0.078778
1183,0.999996,0.000158
1184,0.000126,0.000493
1185,0.000223,0.05033
1186,0.000275,0.5817
1187,0.755831,0.357174
1188,2e-06,0.919487
1189,0.001391,0.001391
1190,1e-06,1e-06
1191,0.10551,0.10551
1192,5e-06,5e-06
1193,2.6e-05,2.6e-05
1194,1.3e-05,1.3e-05
1195,2e-06,2e-06
1196,2e-06,2e-06
1197,5.9e-05,5.9e-05
1198,6e-06,6e-06
1199,0.000128,0.000128
1200,4e-06,4e-06
1201,6.5e-05,0.999403
1202,0.998272,0.991441
1203,0.999954,0.018479
1204,0.000302,5.1e-05
1205,5.5e-05,5.5e-05
1206,0.000206,2e-05
1207,1e-05,1.4e-05
1208,4e-06,6e-06
1209,0.581051,0.001441
1210,3.5e-05,4.3e-05
1211,6.4e-05,0.000437
1212,1.8e-05,9e-06
1213,0.0,0.0
1214,3.2e-05,6.9e-05
1215,1e-06,7e-06
1216,0.000315,0.886607
1217,4.2e-05,2e-06
1218,1e-05,2.4e-05
1219,4.6e-05,3e-06
1220,1.1e-05,5e-06
1221,1.9e-05,0.0
1222,9e-06,0.000776
1223,0.000266,4e-06
1224,0.000143,0.999889
1225,0.000401,2e-05
1226,0.997398,0.948927
1227,1e-05,1.2e-05
1228,0.004228,0.000168
1229,1e-06,3.2e-05
1230,0.032981,0.032397
1231,0.861891,0.998925
1232,0.000217,0.001947
1233,0.002167,0.000665
1234,7.4e-05,0.771868
1235,0.0002,0.000518
1236,0.000139,0.000976
1237,0.000127,0.000127
1238,0.380848,0.380848
1239,0.0,0.0
1240,0.000231,0.000231
1241,0.000279,0.000279
1242,1e-06,1e-06
1243,1.7e-05,1.7e-05
1244,2.8e-05,2.8e-05
1245,2e-06,4e-06
1246,7e-05,2.6e-05
1247,3e-06,0.0
1248,1e-06,0.0
1249,0.000243,0.003282
1250,0.073555,0.003069
1251,0.000323,1.3e-05
1252,8e-06,0.006889
1253,0.005375,0.000132
1254,1.8e-05,2.4e-05
1255,0.000217,0.000205
1256,2.7e-05,9e-06
1257,1e-06,1.5e-05
1258,0.001132,1.8e-05
1259,0.0,0.0
1260,0.134003,0.077446
1261,0.004317,0.90538
1262,0.001822,4.9e-05
1263,7.5e-05,0.041014
1264,0.001698,5e-06
1265,0.116632,8.7e-05
1266,0.003272,9e-06
1267,0.0,2e-06
1268,0.000581,2.5e-05
1269,8.6e-05,8.3e-05
1270,0.73727,0.999433
1271,0.026065,0.037018
1272,0.007546,0.934757
1273,1e-05,0.000449
1274,0.074935,0.000201
1275,1e-06,0.0
1276,9.5e-05,5e-06
1277,0.000358,0.002311
1278,0.314723,0.174064
1279,0.999712,0.999816
1280,0.01049,0.007102
1281,0.000347,0.000347
1282,1.2e-05,1.2e-05
1283,1.8e-05,1.8e-05
1284,0.0,0.0
1285,0.000157,0.000509
1286,3e-06,1e-06
1287,0.0,0.0
1288,1e-06,0.0
1289,0.0,2.2e-05
1290,1.8e-05,9e-06
1291,0.0,0.0
1292,7e-06,0.0
1293,0.090524,0.776776
1294,0.004943,0.000148
1295,0.001055,7.8e-05
1296,0.998369,6.3e-05
1297,2.3e-05,1e-06
1298,0.006384,0.995711
1299,0.024634,0.984754
1300,2.1e-05,0.46183
1301,9.2e-05,0.997185
1302,2e-05,7.2e-05
1303,1.4e-05,4e-06
1304,1.1e-05,2e-06
1305,0.0,0.0
1306,0.0,1.4e-05
1307,1e-06,2e-06
1308,1.3e-05,3.2e-05
1309,0.003792,0.003417
1310,0.003108,0.001065
1311,2e-06,1.1e-05
1312,6.2e-05,0.003399
1313,2.1e-05,0.0
1314,0.159679,0.125521
1315,0.035375,2e-06
1316,6e-06,0.000714
1317,6e-06,1e-06
1318,0.000143,1.2e-05
1319,0.007242,4e-06
1320,3e-06,4.4e-05
1321,0.142455,4.1e-05
1322,0.00968,1e-06
1323,0.016237,0.0
1324,0.002515,0.0
1325,0.001795,0.024087
1326,3.2e-05,2.3e-05
1327,0.0,1e-06
1328,2.3e-05,8e-06
1329,2e-05,0.000409
1330,1.8e-05,1e-06
1331,0.0,0.0
1332,0.134546,0.00026
1333,0.000971,0.025568
1334,0.009621,0.999305
1335,0.999792,0.999778
1336,0.780365,0.99975
1337,0.000132,1.3e-05
1338,0.000439,3.5e-05
1339,0.02449,0.246882
1340,0.007566,2.8e-05
1341,0.24616,0.087222
1342,1e-06,0.021714
1343,3.8e-05,1.2e-05
1344,0.00018,0.000769
1345,0.0,0.0
1346,8.4e-05,5.8e-05
1347,1.1e-05,5e-06
1348,8e-06,2e-06
1349,3.2e-05,1e-06
1350,0.004372,0.260077
1351,0.999999,0.999944
1352,0.004489,0.000406
1353,6e-06,2.5e-05
1354,1.3e-05,1.6e-05
1355,0.000768,0.002075
1356,2.4e-05,3e-06
1357,6e-06,0.001325
1358,1.1e-05,0.01737
1359,0.0,1e-06
1360,0.001363,5e-06
1361,0.00283,0.495399
1362,6e-06,1e-06
1363,0.0,0.0
1364,5.1e-05,0.001529
1365,4e-06,1e-06
1366,9e-06,0.007995
1367,0.071276,0.098425
1368,7e-06,0.015077
1369,0.971277,1.0
1370,0.008563,0.034325
1371,0.065328,0.000487
1372,0.001658,0.000759
1373,0.086841,0.000811
1374,0.000517,0.000106
1375,6e-05,1e-05
1376,6e-06,6.2e-05
1377,0.000583,0.00054
1378,0.000753,3.8e-05
1379,2.6e-05,0.02532
1380,0.923577,0.99883
1381,2.4e-05,0.000129
1382,0.002568,0.00078
1383,0.987474,0.026802
1384,6e-06,1e-06
1385,3.7e-05,1e-06
1386,4.1e-05,7e-06
1387,0.002143,0.000304
1388,1e-05,4e-06
1389,0.007877,0.00126
