bb_idx,MT_PRIME,WT_PRIME
1171,0.000542,0.000659
1172,0.000271,0.000327
1173,0.001215,0.002148
1174,0.000368,0.000482
1175,0.000958,0.001058
1176,0.001121,0.001649
1177,0.001435,0.001084
1178,0.005654,0.008695
1179,0.039077,0.005807
1180,0.008693,0.004894
1181,0.001271,0.001268
1182,0.008071,0.091237
1183,0.042045,0.039701
1184,0.001842,0.001073
1185,0.001866,0.002605
1186,0.00338,0.00233
1187,0.002653,0.001968
1188,0.009754,0.00756
1189,0.001764,0.001764
1190,0.00134,0.00134
1191,0.001964,0.001964
1192,0.000999,0.000999
1193,0.002411,0.002411
1194,0.002913,0.002913
1195,0.013226,0.013226
1196,0.002084,0.002084
1197,0.005038,0.005038
1198,0.001828,0.001828
1199,0.010778,0.010778
1200,0.003303,0.003303
1201,0.003709,0.002226
1202,0.003942,0.003308
1203,0.003377,0.002718
1204,0.008624,0.004463
1205,0.001182,0.001484
1206,0.003066,0.004529
1207,0.001578,0.001893
1208,0.000974,0.001338
1209,0.002391,0.002498
1210,0.000758,0.001225
1211,0.000954,0.001158
1212,0.000843,0.000847
1213,0.001063,0.001299
1214,0.000965,0.001164
1215,0.001019,0.001255
1216,0.003039,0.004073
1217,0.000499,0.000591
1218,0.000804,0.000989
1219,0.001112,0.001385
1220,0.000299,0.000398
1221,0.000614,0.000712
1222,0.004067,0.008836
1223,0.001475,0.00269
1224,0.000396,0.000565
1225,0.001834,0.004176
1226,0.002646,0.004654
1227,0.001107,0.001391
1228,0.001051,0.001593
1229,0.001213,0.000975
1230,0.002762,0.004586
1231,0.210544,0.115174
1232,0.000868,0.000642
1233,0.001686,0.001626
1234,0.002142,0.01113
1235,0.002193,0.002082
1236,0.002571,0.00188
1237,0.002058,0.002058
1238,0.002203,0.002203
1239,0.003725,0.003725
1240,0.002702,0.002702
1241,0.001043,0.001043
1242,0.002017,0.002017
1243,0.004567,0.004567
1244,0.002041,0.002041
1245,0.013204,0.008749
1246,0.001749,0.001639
1247,0.01078,0.008795
1248,0.00234,0.001685
1249,0.001634,0.001684
1250,0.001907,0.002513
1251,0.001947,0.002168
1252,0.002273,0.002652
1253,0.000804,0.000979
1254,0.001435,0.002622
1255,0.001016,0.001219
1256,0.001038,0.001107
1257,0.00112,0.001448
1258,0.000864,0.001015
1259,0.001056,0.001179
1260,0.000736,0.000978
1261,0.00053,0.000616
1262,0.00049,0.000585
1263,0.000553,0.000686
1264,0.001106,0.001317
1265,0.000493,0.000601
1266,0.000812,0.000982
1267,0.004288,0.004642
1268,0.000469,0.000616
1269,0.000612,0.000759
1270,0.027644,0.050997
1271,0.001276,0.002174
1272,0.000519,0.000708
1273,0.000973,0.001494
1274,0.001469,0.002144
1275,0.007221,0.008501
1276,0.000559,0.000699
1277,0.00213,0.001294
1278,0.000993,0.001201
1279,0.008733,0.004379
1280,0.001113,0.001041
1281,0.000273,0.000273
1282,0.000368,0.000368
1283,0.000406,0.000406
1284,0.000411,0.000411
1285,0.000286,0.000254
1286,0.000321,0.000285
1287,0.000619,0.000558
1288,0.000343,0.000285
1289,0.000963,0.001003
1290,0.000259,0.000319
1291,0.000567,0.00069
1292,0.000262,0.000297
1293,0.000229,0.000242
1294,0.000227,0.000294
1295,0.00025,0.000273
1296,0.000387,0.000433
1297,0.000359,0.000398
1298,0.000438,0.000488
1299,0.000241,0.000258
1300,0.000284,0.000338
1301,0.000193,0.000196
1302,0.000165,0.000178
1303,0.000177,0.000192
1304,0.000152,0.000169
1305,0.000191,0.000204
1306,0.000169,0.000183
1307,0.000198,0.000213
1308,0.000374,0.000409
1309,0.000205,0.000236
1310,0.000775,0.000998
1311,0.000302,0.000375
1312,0.000174,0.000196
1313,0.000205,0.000231
1314,0.002739,0.007571
1315,0.00166,0.003719
1316,0.00014,0.000155
1317,0.000382,0.000545
1318,0.000199,0.00022
1319,0.000216,0.000243
1320,0.000212,0.00022
1321,0.000335,0.000316
1322,0.000382,0.000328
1323,0.000792,0.000522
1324,0.000457,0.000345
1325,0.000267,0.000284
1326,0.000268,0.000311
1327,0.000956,0.000932
1328,0.00028,0.000318
1329,0.000718,0.000601
1330,0.000294,0.000417
1331,0.000293,0.00032
1332,0.000319,0.000328
1333,0.000339,0.000343
1334,0.000451,0.000422
1335,0.000288,0.000325
1336,0.000694,0.000852
1337,0.000204,0.000225
1338,0.000333,0.000406
1339,0.000245,0.00026
1340,0.000218,0.000249
1341,0.000294,0.00029
1342,0.000211,0.000226
1343,0.000261,0.000289
1344,0.000202,0.000228
1345,0.000295,0.000364
1346,0.000567,0.000666
1347,0.000225,0.00025
1348,0.000459,0.000494
1349,0.000254,0.000296
1350,0.000337,0.000372
1351,0.002897,0.003788
1352,0.000173,0.000192
1353,0.000437,0.000619
1354,0.000724,0.001426
1355,0.000297,0.000355
1356,0.000209,0.000237
1357,0.000513,0.000543
1358,0.000635,0.000746
1359,0.000723,0.000769
1360,0.000529,0.000583
1361,0.000373,0.000416
1362,0.000425,0.00069
1363,0.000992,0.001037
1364,0.000519,0.000536
1365,0.001525,0.00179
1366,0.000452,0.0005
1367,0.000518,0.000591
1368,0.000698,0.000835
1369,0.000374,0.000402
1370,0.000838,0.000991
1371,0.000366,0.000412
1372,0.000832,0.001
1373,0.00033,0.000368
1374,0.000409,0.000485
1375,0.000697,0.000711
1376,0.000496,0.000584
1377,0.00062,0.000609
1378,0.000618,0.00076
1379,0.000421,0.000474
1380,0.000374,0.000431
1381,0.000544,0.000685
1382,0.00066,0.000822
1383,0.001118,0.001366
1384,0.000485,0.00053
1385,0.000495,0.000564
1386,0.000514,0.000617
1387,0.00061,0.000713
1388,0.000381,0.00044
1389,0.000755,0.000485
1390,0.000435,0.000326
1391,0.000518,0.000373
1392,0.000297,0.000219
1393,0.000844,0.000739
1394,0.000309,0.000267
1395,0.000328,0.0003
1396,0.000414,0.000432
1397,0.000555,0.000535
1398,0.000377,0.000378
1399,0.000454,0.000513
1400,0.000446,0.00058
1401,0.000393,0.000276
1402,0.000502,0.000564
1403,0.000406,0.000274
1404,0.000227,0.000211
1405,0.000282,0.000271
1406,0.000293,0.000273
1407,0.000388,0.000356
1408,0.004985,0.005479
1409,0.000406,0.000406
1410,0.000431,0.000431
1411,0.000469,0.000469
1412,0.000764,0.000764
1413,0.000882,0.000882
1414,0.000412,0.000412
1415,0.000391,0.000391
1416,0.000482,0.000482
1417,0.000384,0.000384
1418,0.000427,0.000427
1419,0.000411,0.000411
1420,0.00063,0.00063
1421,0.005574,0.004639
1422,0.001049,0.000949
1423,0.0015,0.00156
1424,0.00118,0.000973
1425,0.033438,0.03328
1426,0.001378,0.00122
1427,0.002336,0.002085
1428,0.003334,0.003817
1429,0.00276,0.002556
1430,0.001312,0.001385
1431,0.00211,0.002407
1432,0.001078,0.00129
1433,0.005296,0.001934
1434,0.001121,0.001713
1435,0.006049,0.00155
1436,0.010626,0.008142
1437,0.001157,0.001113
1438,0.002232,0.001765
1439,0.00139,0.001249
1440,0.004728,0.004808
1441,0.009899,0.009899
1442,0.001669,0.001669
1443,0.001814,0.001814
1444,0.000915,0.000915
1445,0.000896,0.000896
1446,0.001083,0.001083
1447,0.00114,0.00114
1448,0.002008,0.002008
1449,0.005969,0.004482
