filename,seg_filename,n_components
BraTS2021_01475_flair_0.png,BraTS2021_01475_seg_0.png,12
BraTS2021_01475_flair_10.png,BraTS2021_01475_seg_10.png,12
BraTS2021_01475_flair_15.png,BraTS2021_01475_seg_15.png,4
BraTS2021_01475_flair_20.png,BraTS2021_01475_seg_20.png,7
BraTS2021_01475_flair_25.png,BraTS2021_01475_seg_25.png,6
BraTS2021_01475_flair_30.png,BraTS2021_01475_seg_30.png,5
BraTS2021_01475_flair_35.png,BraTS2021_01475_seg_35.png,4
BraTS2021_01475_flair_40.png,BraTS2021_01475_seg_40.png,4
BraTS2021_01475_flair_45.png,BraTS2021_01475_seg_45.png,2
BraTS2021_01475_flair_5.png,BraTS2021_01475_seg_5.png,12
BraTS2021_01475_flair_50.png,BraTS2021_01475_seg_50.png,2
BraTS2021_01475_flair_55.png,BraTS2021_01475_seg_55.png,1
BraTS2021_01475_flair_60.png,BraTS2021_01475_seg_60.png,2
BraTS2021_01475_flair_65.png,BraTS2021_01475_seg_65.png,1
BraTS2021_01476_flair_13.png,BraTS2021_01476_seg_13.png,4
BraTS2021_01476_flair_18.png,BraTS2021_01476_seg_18.png,3
BraTS2021_01476_flair_23.png,BraTS2021_01476_seg_23.png,3
BraTS2021_01476_flair_28.png,BraTS2021_01476_seg_28.png,4
BraTS2021_01476_flair_3.png,BraTS2021_01476_seg_3.png,8
BraTS2021_01476_flair_33.png,BraTS2021_01476_seg_33.png,1
BraTS2021_01476_flair_38.png,BraTS2021_01476_seg_38.png,1
BraTS2021_01476_flair_43.png,BraTS2021_01476_seg_43.png,1
BraTS2021_01476_flair_48.png,BraTS2021_01476_seg_48.png,2
BraTS2021_01476_flair_8.png,BraTS2021_01476_seg_8.png,2
BraTS2021_01477_flair_0.png,BraTS2021_01477_seg_0.png,2
BraTS2021_01477_flair_10.png,BraTS2021_01477_seg_10.png,6
BraTS2021_01477_flair_15.png,BraTS2021_01477_seg_15.png,2
BraTS2021_01477_flair_20.png,BraTS2021_01477_seg_20.png,2
BraTS2021_01477_flair_25.png,BraTS2021_01477_seg_25.png,2
BraTS2021_01477_flair_30.png,BraTS2021_01477_seg_30.png,4
BraTS2021_01477_flair_35.png,BraTS2021_01477_seg_35.png,5
BraTS2021_01477_flair_40.png,BraTS2021_01477_seg_40.png,5
BraTS2021_01477_flair_45.png,BraTS2021_01477_seg_45.png,7
BraTS2021_01477_flair_5.png,BraTS2021_01477_seg_5.png,6
BraTS2021_01477_flair_50.png,BraTS2021_01477_seg_50.png,7
BraTS2021_01478_flair_0.png,BraTS2021_01478_seg_0.png,6
BraTS2021_01478_flair_10.png,BraTS2021_01478_seg_10.png,10
BraTS2021_01478_flair_15.png,BraTS2021_01478_seg_15.png,19
BraTS2021_01478_flair_20.png,BraTS2021_01478_seg_20.png,15
BraTS2021_01478_flair_25.png,BraTS2021_01478_seg_25.png,11
BraTS2021_01478_flair_30.png,BraTS2021_01478_seg_30.png,12
BraTS2021_01478_flair_35.png,BraTS2021_01478_seg_35.png,10
BraTS2021_01478_flair_40.png,BraTS2021_01478_seg_40.png,9
BraTS2021_01478_flair_45.png,BraTS2021_01478_seg_45.png,8
BraTS2021_01478_flair_5.png,BraTS2021_01478_seg_5.png,11
BraTS2021_01478_flair_50.png,BraTS2021_01478_seg_50.png,4
BraTS2021_01478_flair_55.png,BraTS2021_01478_seg_55.png,2
BraTS2021_01479_flair_13.png,BraTS2021_01479_seg_13.png,3
BraTS2021_01479_flair_18.png,BraTS2021_01479_seg_18.png,3
BraTS2021_01479_flair_23.png,BraTS2021_01479_seg_23.png,5
BraTS2021_01479_flair_28.png,BraTS2021_01479_seg_28.png,2
BraTS2021_01479_flair_33.png,BraTS2021_01479_seg_33.png,2
BraTS2021_01479_flair_38.png,BraTS2021_01479_seg_38.png,2
BraTS2021_01479_flair_43.png,BraTS2021_01479_seg_43.png,1
BraTS2021_01479_flair_48.png,BraTS2021_01479_seg_48.png,1
BraTS2021_01479_flair_53.png,BraTS2021_01479_seg_53.png,2
BraTS2021_01479_flair_58.png,BraTS2021_01479_seg_58.png,2
BraTS2021_01479_flair_63.png,BraTS2021_01479_seg_63.png,1
BraTS2021_01479_flair_68.png,BraTS2021_01479_seg_68.png,1
BraTS2021_01480_flair_0.png,BraTS2021_01480_seg_0.png,1
BraTS2021_01480_flair_10.png,BraTS2021_01480_seg_10.png,1
BraTS2021_01480_flair_15.png,BraTS2021_01480_seg_15.png,4
BraTS2021_01480_flair_20.png,BraTS2021_01480_seg_20.png,1
BraTS2021_01480_flair_5.png,BraTS2021_01480_seg_5.png,2
BraTS2021_01481_flair_24.png,BraTS2021_01481_seg_24.png,3
BraTS2021_01481_flair_29.png,BraTS2021_01481_seg_29.png,8
BraTS2021_01481_flair_34.png,BraTS2021_01481_seg_34.png,2
BraTS2021_01481_flair_39.png,BraTS2021_01481_seg_39.png,2
BraTS2021_01481_flair_44.png,BraTS2021_01481_seg_44.png,4
BraTS2021_01481_flair_49.png,BraTS2021_01481_seg_49.png,5
BraTS2021_01481_flair_54.png,BraTS2021_01481_seg_54.png,5
BraTS2021_01481_flair_59.png,BraTS2021_01481_seg_59.png,8
BraTS2021_01481_flair_64.png,BraTS2021_01481_seg_64.png,3
BraTS2021_01481_flair_69.png,BraTS2021_01481_seg_69.png,7
BraTS2021_01482_flair_1.png,BraTS2021_01482_seg_1.png,9
BraTS2021_01482_flair_11.png,BraTS2021_01482_seg_11.png,5
BraTS2021_01482_flair_16.png,BraTS2021_01482_seg_16.png,8
BraTS2021_01482_flair_21.png,BraTS2021_01482_seg_21.png,4
BraTS2021_01482_flair_26.png,BraTS2021_01482_seg_26.png,5
BraTS2021_01482_flair_31.png,BraTS2021_01482_seg_31.png,6
BraTS2021_01482_flair_36.png,BraTS2021_01482_seg_36.png,6
BraTS2021_01482_flair_41.png,BraTS2021_01482_seg_41.png,1
BraTS2021_01482_flair_46.png,BraTS2021_01482_seg_46.png,2
BraTS2021_01482_flair_6.png,BraTS2021_01482_seg_6.png,7
BraTS2021_01483_flair_0.png,BraTS2021_01483_seg_0.png,5
BraTS2021_01483_flair_10.png,BraTS2021_01483_seg_10.png,7
BraTS2021_01483_flair_15.png,BraTS2021_01483_seg_15.png,6
BraTS2021_01483_flair_20.png,BraTS2021_01483_seg_20.png,5
BraTS2021_01483_flair_25.png,BraTS2021_01483_seg_25.png,5
BraTS2021_01483_flair_30.png,BraTS2021_01483_seg_30.png,4
BraTS2021_01483_flair_35.png,BraTS2021_01483_seg_35.png,3
BraTS2021_01483_flair_40.png,BraTS2021_01483_seg_40.png,1
BraTS2021_01483_flair_45.png,BraTS2021_01483_seg_45.png,2
BraTS2021_01483_flair_5.png,BraTS2021_01483_seg_5.png,6
BraTS2021_01483_flair_50.png,BraTS2021_01483_seg_50.png,5
BraTS2021_01483_flair_55.png,BraTS2021_01483_seg_55.png,5
BraTS2021_01484_flair_14.png,BraTS2021_01484_seg_14.png,1
BraTS2021_01484_flair_19.png,BraTS2021_01484_seg_19.png,2
BraTS2021_01484_flair_24.png,BraTS2021_01484_seg_24.png,2
BraTS2021_01484_flair_29.png,BraTS2021_01484_seg_29.png,2
BraTS2021_01484_flair_34.png,BraTS2021_01484_seg_34.png,5
BraTS2021_01484_flair_39.png,BraTS2021_01484_seg_39.png,3
BraTS2021_01484_flair_44.png,BraTS2021_01484_seg_44.png,2
BraTS2021_01484_flair_49.png,BraTS2021_01484_seg_49.png,3
BraTS2021_01484_flair_54.png,BraTS2021_01484_seg_54.png,1
BraTS2021_01484_flair_59.png,BraTS2021_01484_seg_59.png,1
BraTS2021_01484_flair_64.png,BraTS2021_01484_seg_64.png,2
BraTS2021_01484_flair_69.png,BraTS2021_01484_seg_69.png,1
BraTS2021_01484_flair_9.png,BraTS2021_01484_seg_9.png,5
BraTS2021_01485_flair_14.png,BraTS2021_01485_seg_14.png,6
BraTS2021_01485_flair_19.png,BraTS2021_01485_seg_19.png,4
BraTS2021_01485_flair_24.png,BraTS2021_01485_seg_24.png,1
BraTS2021_01485_flair_29.png,BraTS2021_01485_seg_29.png,3
BraTS2021_01485_flair_34.png,BraTS2021_01485_seg_34.png,2
BraTS2021_01485_flair_39.png,BraTS2021_01485_seg_39.png,1
BraTS2021_01485_flair_44.png,BraTS2021_01485_seg_44.png,1
BraTS2021_01485_flair_49.png,BraTS2021_01485_seg_49.png,1
BraTS2021_01485_flair_54.png,BraTS2021_01485_seg_54.png,1
BraTS2021_01486_flair_0.png,BraTS2021_01486_seg_0.png,3
BraTS2021_01486_flair_10.png,BraTS2021_01486_seg_10.png,4
BraTS2021_01486_flair_15.png,BraTS2021_01486_seg_15.png,4
BraTS2021_01486_flair_20.png,BraTS2021_01486_seg_20.png,4
BraTS2021_01486_flair_25.png,BraTS2021_01486_seg_25.png,2
BraTS2021_01486_flair_30.png,BraTS2021_01486_seg_30.png,8
BraTS2021_01486_flair_35.png,BraTS2021_01486_seg_35.png,4
BraTS2021_01486_flair_40.png,BraTS2021_01486_seg_40.png,4
BraTS2021_01486_flair_45.png,BraTS2021_01486_seg_45.png,2
BraTS2021_01486_flair_5.png,BraTS2021_01486_seg_5.png,7
BraTS2021_01486_flair_50.png,BraTS2021_01486_seg_50.png,2
BraTS2021_01486_flair_55.png,BraTS2021_01486_seg_55.png,7
BraTS2021_01486_flair_60.png,BraTS2021_01486_seg_60.png,4
BraTS2021_01486_flair_65.png,BraTS2021_01486_seg_65.png,9
BraTS2021_01487_flair_0.png,BraTS2021_01487_seg_0.png,1
BraTS2021_01487_flair_10.png,BraTS2021_01487_seg_10.png,5
BraTS2021_01487_flair_15.png,BraTS2021_01487_seg_15.png,2
BraTS2021_01487_flair_20.png,BraTS2021_01487_seg_20.png,1
BraTS2021_01487_flair_25.png,BraTS2021_01487_seg_25.png,1
BraTS2021_01487_flair_30.png,BraTS2021_01487_seg_30.png,1
BraTS2021_01487_flair_35.png,BraTS2021_01487_seg_35.png,1
BraTS2021_01487_flair_40.png,BraTS2021_01487_seg_40.png,1
BraTS2021_01487_flair_5.png,BraTS2021_01487_seg_5.png,2
BraTS2021_01488_flair_33.png,BraTS2021_01488_seg_33.png,3
BraTS2021_01488_flair_38.png,BraTS2021_01488_seg_38.png,1
BraTS2021_01488_flair_43.png,BraTS2021_01488_seg_43.png,1
BraTS2021_01488_flair_48.png,BraTS2021_01488_seg_48.png,3
BraTS2021_01488_flair_53.png,BraTS2021_01488_seg_53.png,3
BraTS2021_01488_flair_58.png,BraTS2021_01488_seg_58.png,1
BraTS2021_01488_flair_63.png,BraTS2021_01488_seg_63.png,3
BraTS2021_01488_flair_68.png,BraTS2021_01488_seg_68.png,1
BraTS2021_01489_flair_13.png,BraTS2021_01489_seg_13.png,6
BraTS2021_01489_flair_18.png,BraTS2021_01489_seg_18.png,2
BraTS2021_01489_flair_23.png,BraTS2021_01489_seg_23.png,3
BraTS2021_01489_flair_28.png,BraTS2021_01489_seg_28.png,4
BraTS2021_01489_flair_33.png,BraTS2021_01489_seg_33.png,4
BraTS2021_01489_flair_38.png,BraTS2021_01489_seg_38.png,6
BraTS2021_01489_flair_43.png,BraTS2021_01489_seg_43.png,4
BraTS2021_01489_flair_48.png,BraTS2021_01489_seg_48.png,5
BraTS2021_01489_flair_53.png,BraTS2021_01489_seg_53.png,1
BraTS2021_01489_flair_58.png,BraTS2021_01489_seg_58.png,3
BraTS2021_01489_flair_63.png,BraTS2021_01489_seg_63.png,11
BraTS2021_01489_flair_68.png,BraTS2021_01489_seg_68.png,2
BraTS2021_01489_flair_8.png,BraTS2021_01489_seg_8.png,9
BraTS2021_01490_flair_12.png,BraTS2021_01490_seg_12.png,4
BraTS2021_01490_flair_17.png,BraTS2021_01490_seg_17.png,2
BraTS2021_01490_flair_22.png,BraTS2021_01490_seg_22.png,3
BraTS2021_01490_flair_27.png,BraTS2021_01490_seg_27.png,1
BraTS2021_01490_flair_32.png,BraTS2021_01490_seg_32.png,1
BraTS2021_01490_flair_37.png,BraTS2021_01490_seg_37.png,4
BraTS2021_01490_flair_42.png,BraTS2021_01490_seg_42.png,1
BraTS2021_01490_flair_47.png,BraTS2021_01490_seg_47.png,1
BraTS2021_01490_flair_52.png,BraTS2021_01490_seg_52.png,2
BraTS2021_01490_flair_57.png,BraTS2021_01490_seg_57.png,1
BraTS2021_01490_flair_62.png,BraTS2021_01490_seg_62.png,1
BraTS2021_01490_flair_67.png,BraTS2021_01490_seg_67.png,1
BraTS2021_01491_flair_17.png,BraTS2021_01491_seg_17.png,2
BraTS2021_01491_flair_22.png,BraTS2021_01491_seg_22.png,1
BraTS2021_01491_flair_27.png,BraTS2021_01491_seg_27.png,1
BraTS2021_01491_flair_32.png,BraTS2021_01491_seg_32.png,1
BraTS2021_01491_flair_37.png,BraTS2021_01491_seg_37.png,1
BraTS2021_01491_flair_42.png,BraTS2021_01491_seg_42.png,2
BraTS2021_01491_flair_47.png,BraTS2021_01491_seg_47.png,2
BraTS2021_01491_flair_52.png,BraTS2021_01491_seg_52.png,3
BraTS2021_01492_flair_32.png,BraTS2021_01492_seg_32.png,3
BraTS2021_01492_flair_37.png,BraTS2021_01492_seg_37.png,4
BraTS2021_01492_flair_42.png,BraTS2021_01492_seg_42.png,2
BraTS2021_01492_flair_47.png,BraTS2021_01492_seg_47.png,2
BraTS2021_01492_flair_52.png,BraTS2021_01492_seg_52.png,1
BraTS2021_01492_flair_57.png,BraTS2021_01492_seg_57.png,2
BraTS2021_01492_flair_62.png,BraTS2021_01492_seg_62.png,2
BraTS2021_01492_flair_67.png,BraTS2021_01492_seg_67.png,2
BraTS2021_01493_flair_0.png,BraTS2021_01493_seg_0.png,1
BraTS2021_01493_flair_10.png,BraTS2021_01493_seg_10.png,1
BraTS2021_01493_flair_15.png,BraTS2021_01493_seg_15.png,4
BraTS2021_01493_flair_20.png,BraTS2021_01493_seg_20.png,1
BraTS2021_01493_flair_5.png,BraTS2021_01493_seg_5.png,3
BraTS2021_01494_flair_0.png,BraTS2021_01494_seg_0.png,5
BraTS2021_01494_flair_10.png,BraTS2021_01494_seg_10.png,4
BraTS2021_01494_flair_15.png,BraTS2021_01494_seg_15.png,6
BraTS2021_01494_flair_20.png,BraTS2021_01494_seg_20.png,5
BraTS2021_01494_flair_25.png,BraTS2021_01494_seg_25.png,3
BraTS2021_01494_flair_30.png,BraTS2021_01494_seg_30.png,12
BraTS2021_01494_flair_35.png,BraTS2021_01494_seg_35.png,4
BraTS2021_01494_flair_40.png,BraTS2021_01494_seg_40.png,3
BraTS2021_01494_flair_45.png,BraTS2021_01494_seg_45.png,4
BraTS2021_01494_flair_5.png,BraTS2021_01494_seg_5.png,5
BraTS2021_01494_flair_50.png,BraTS2021_01494_seg_50.png,5
BraTS2021_01494_flair_55.png,BraTS2021_01494_seg_55.png,2
BraTS2021_01494_flair_60.png,BraTS2021_01494_seg_60.png,3
BraTS2021_01495_flair_13.png,BraTS2021_01495_seg_13.png,11
BraTS2021_01495_flair_18.png,BraTS2021_01495_seg_18.png,11
BraTS2021_01495_flair_23.png,BraTS2021_01495_seg_23.png,12
BraTS2021_01495_flair_28.png,BraTS2021_01495_seg_28.png,11
BraTS2021_01495_flair_3.png,BraTS2021_01495_seg_3.png,10
BraTS2021_01495_flair_33.png,BraTS2021_01495_seg_33.png,14
BraTS2021_01495_flair_38.png,BraTS2021_01495_seg_38.png,11
BraTS2021_01495_flair_43.png,BraTS2021_01495_seg_43.png,12
BraTS2021_01495_flair_48.png,BraTS2021_01495_seg_48.png,8
BraTS2021_01495_flair_53.png,BraTS2021_01495_seg_53.png,8
BraTS2021_01495_flair_58.png,BraTS2021_01495_seg_58.png,2
BraTS2021_01495_flair_63.png,BraTS2021_01495_seg_63.png,2
BraTS2021_01495_flair_68.png,BraTS2021_01495_seg_68.png,2
BraTS2021_01495_flair_8.png,BraTS2021_01495_seg_8.png,7
BraTS2021_01496_flair_0.png,BraTS2021_01496_seg_0.png,2
BraTS2021_01496_flair_10.png,BraTS2021_01496_seg_10.png,4
BraTS2021_01496_flair_15.png,BraTS2021_01496_seg_15.png,2
BraTS2021_01496_flair_20.png,BraTS2021_01496_seg_20.png,1
BraTS2021_01496_flair_25.png,BraTS2021_01496_seg_25.png,1
BraTS2021_01496_flair_30.png,BraTS2021_01496_seg_30.png,1
BraTS2021_01496_flair_35.png,BraTS2021_01496_seg_35.png,1
BraTS2021_01496_flair_40.png,BraTS2021_01496_seg_40.png,2
BraTS2021_01496_flair_45.png,BraTS2021_01496_seg_45.png,1
BraTS2021_01496_flair_5.png,BraTS2021_01496_seg_5.png,1
BraTS2021_01496_flair_50.png,BraTS2021_01496_seg_50.png,1
BraTS2021_01496_flair_55.png,BraTS2021_01496_seg_55.png,1
BraTS2021_01496_flair_60.png,BraTS2021_01496_seg_60.png,1
BraTS2021_01496_flair_65.png,BraTS2021_01496_seg_65.png,1
BraTS2021_01497_flair_0.png,BraTS2021_01497_seg_0.png,1
BraTS2021_01497_flair_10.png,BraTS2021_01497_seg_10.png,4
BraTS2021_01497_flair_15.png,BraTS2021_01497_seg_15.png,6
BraTS2021_01497_flair_20.png,BraTS2021_01497_seg_20.png,3
BraTS2021_01497_flair_25.png,BraTS2021_01497_seg_25.png,2
BraTS2021_01497_flair_5.png,BraTS2021_01497_seg_5.png,6
BraTS2021_01498_flair_0.png,BraTS2021_01498_seg_0.png,8
BraTS2021_01498_flair_10.png,BraTS2021_01498_seg_10.png,24
BraTS2021_01498_flair_15.png,BraTS2021_01498_seg_15.png,11
BraTS2021_01498_flair_20.png,BraTS2021_01498_seg_20.png,15
BraTS2021_01498_flair_25.png,BraTS2021_01498_seg_25.png,20
BraTS2021_01498_flair_30.png,BraTS2021_01498_seg_30.png,7
BraTS2021_01498_flair_35.png,BraTS2021_01498_seg_35.png,7
BraTS2021_01498_flair_40.png,BraTS2021_01498_seg_40.png,2
BraTS2021_01498_flair_45.png,BraTS2021_01498_seg_45.png,4
BraTS2021_01498_flair_5.png,BraTS2021_01498_seg_5.png,21
BraTS2021_01498_flair_50.png,BraTS2021_01498_seg_50.png,3
BraTS2021_01498_flair_55.png,BraTS2021_01498_seg_55.png,3
BraTS2021_01498_flair_60.png,BraTS2021_01498_seg_60.png,1
BraTS2021_01498_flair_65.png,BraTS2021_01498_seg_65.png,4
BraTS2021_01499_flair_0.png,BraTS2021_01499_seg_0.png,2
BraTS2021_01499_flair_10.png,BraTS2021_01499_seg_10.png,6
BraTS2021_01499_flair_15.png,BraTS2021_01499_seg_15.png,2
BraTS2021_01499_flair_20.png,BraTS2021_01499_seg_20.png,1
BraTS2021_01499_flair_25.png,BraTS2021_01499_seg_25.png,1
BraTS2021_01499_flair_30.png,BraTS2021_01499_seg_30.png,2
BraTS2021_01499_flair_5.png,BraTS2021_01499_seg_5.png,3
BraTS2021_01500_flair_48.png,BraTS2021_01500_seg_48.png,1
BraTS2021_01500_flair_53.png,BraTS2021_01500_seg_53.png,2
BraTS2021_01500_flair_58.png,BraTS2021_01500_seg_58.png,5
BraTS2021_01500_flair_63.png,BraTS2021_01500_seg_63.png,2
BraTS2021_01500_flair_68.png,BraTS2021_01500_seg_68.png,5
BraTS2021_01501_flair_0.png,BraTS2021_01501_seg_0.png,7
BraTS2021_01501_flair_10.png,BraTS2021_01501_seg_10.png,2
BraTS2021_01501_flair_15.png,BraTS2021_01501_seg_15.png,8
BraTS2021_01501_flair_20.png,BraTS2021_01501_seg_20.png,3
BraTS2021_01501_flair_25.png,BraTS2021_01501_seg_25.png,3
BraTS2021_01501_flair_30.png,BraTS2021_01501_seg_30.png,3
BraTS2021_01501_flair_35.png,BraTS2021_01501_seg_35.png,3
BraTS2021_01501_flair_40.png,BraTS2021_01501_seg_40.png,4
BraTS2021_01501_flair_5.png,BraTS2021_01501_seg_5.png,4
BraTS2021_01502_flair_14.png,BraTS2021_01502_seg_14.png,2
BraTS2021_01502_flair_19.png,BraTS2021_01502_seg_19.png,6
BraTS2021_01502_flair_24.png,BraTS2021_01502_seg_24.png,11
BraTS2021_01502_flair_29.png,BraTS2021_01502_seg_29.png,11
BraTS2021_01502_flair_34.png,BraTS2021_01502_seg_34.png,10
BraTS2021_01502_flair_39.png,BraTS2021_01502_seg_39.png,10
BraTS2021_01502_flair_44.png,BraTS2021_01502_seg_44.png,14
BraTS2021_01502_flair_49.png,BraTS2021_01502_seg_49.png,10
BraTS2021_01502_flair_54.png,BraTS2021_01502_seg_54.png,10
BraTS2021_01502_flair_59.png,BraTS2021_01502_seg_59.png,4
BraTS2021_01502_flair_64.png,BraTS2021_01502_seg_64.png,12
BraTS2021_01502_flair_69.png,BraTS2021_01502_seg_69.png,9
BraTS2021_01502_flair_9.png,BraTS2021_01502_seg_9.png,6
BraTS2021_01503_flair_14.png,BraTS2021_01503_seg_14.png,4
BraTS2021_01503_flair_19.png,BraTS2021_01503_seg_19.png,2
BraTS2021_01503_flair_24.png,BraTS2021_01503_seg_24.png,3
BraTS2021_01503_flair_29.png,BraTS2021_01503_seg_29.png,1
BraTS2021_01503_flair_34.png,BraTS2021_01503_seg_34.png,6
BraTS2021_01503_flair_39.png,BraTS2021_01503_seg_39.png,2
BraTS2021_01503_flair_4.png,BraTS2021_01503_seg_4.png,2
BraTS2021_01503_flair_44.png,BraTS2021_01503_seg_44.png,2
BraTS2021_01503_flair_49.png,BraTS2021_01503_seg_49.png,1
BraTS2021_01503_flair_9.png,BraTS2021_01503_seg_9.png,3
BraTS2021_01504_flair_10.png,BraTS2021_01504_seg_10.png,5
BraTS2021_01504_flair_15.png,BraTS2021_01504_seg_15.png,1
BraTS2021_01504_flair_20.png,BraTS2021_01504_seg_20.png,1
BraTS2021_01504_flair_25.png,BraTS2021_01504_seg_25.png,1
BraTS2021_01504_flair_30.png,BraTS2021_01504_seg_30.png,1
BraTS2021_01504_flair_35.png,BraTS2021_01504_seg_35.png,2
BraTS2021_01504_flair_40.png,BraTS2021_01504_seg_40.png,1
BraTS2021_01504_flair_45.png,BraTS2021_01504_seg_45.png,1
BraTS2021_01504_flair_50.png,BraTS2021_01504_seg_50.png,5
BraTS2021_01504_flair_55.png,BraTS2021_01504_seg_55.png,2
BraTS2021_01504_flair_60.png,BraTS2021_01504_seg_60.png,1
BraTS2021_01504_flair_65.png,BraTS2021_01504_seg_65.png,1
BraTS2021_01505_flair_20.png,BraTS2021_01505_seg_20.png,8
BraTS2021_01505_flair_25.png,BraTS2021_01505_seg_25.png,15
BraTS2021_01505_flair_30.png,BraTS2021_01505_seg_30.png,9
BraTS2021_01505_flair_35.png,BraTS2021_01505_seg_35.png,4
BraTS2021_01505_flair_40.png,BraTS2021_01505_seg_40.png,2
BraTS2021_01505_flair_45.png,BraTS2021_01505_seg_45.png,3
BraTS2021_01505_flair_50.png,BraTS2021_01505_seg_50.png,3
BraTS2021_01505_flair_55.png,BraTS2021_01505_seg_55.png,1
BraTS2021_01505_flair_60.png,BraTS2021_01505_seg_60.png,6
