filename,size_px,contrast,dilation_px,ring_frac,anomaly_score,label,detected,seed
ISIC_0024468.jpg,1900,0.040286,4,0.075,nan,nan,nan,42
ISIC_0024470.jpg,2611,0.027784,4,0.075,nan,nan,nan,42
ISIC_0024471.jpg,2305,0.113669,4,0.075,nan,nan,nan,42
ISIC_0024472.jpg,1062,0.046344,3,0.075,nan,nan,nan,42
ISIC_0024475.jpg,232,0.096229,1,0.075,nan,nan,nan,42
ISIC_0024477.jpg,1056,0.083016,3,0.075,nan,nan,nan,42
ISIC_0024481.jpg,500,0.17604,2,0.075,nan,nan,nan,42
ISIC_0024482.jpg,2015,0.230319,4,0.075,nan,nan,nan,42
ISIC_0024489.jpg,2754,0.007113,4,0.075,nan,nan,nan,42
ISIC_0024490.jpg,2482,0.024863,4,0.075,nan,nan,nan,42
ISIC_0024494.jpg,1445,0.410503,3,0.075,nan,nan,nan,42
ISIC_0024495.jpg,177,0.219764,1,0.075,nan,nan,nan,42
ISIC_0024496.jpg,1076,0.215456,3,0.075,nan,nan,nan,42
ISIC_0024498.jpg,856,0.096665,2,0.075,nan,nan,nan,42
ISIC_0024504.jpg,2344,0.051754,4,0.075,nan,nan,nan,42
ISIC_0024505.jpg,955,0.077387,3,0.075,nan,nan,nan,42
ISIC_0024511.jpg,1737,0.00468,4,0.075,nan,nan,nan,42
ISIC_0024515.jpg,541,0.050345,2,0.075,nan,nan,nan,42
ISIC_0024516.jpg,1330,0.213793,3,0.075,nan,nan,nan,42
ISIC_0024517.jpg,558,0.077957,2,0.075,nan,nan,nan,42
ISIC_0024522.jpg,715,0.021127,2,0.075,nan,nan,nan,42
ISIC_0024525.jpg,1171,0.109009,3,0.075,nan,nan,nan,42
ISIC_0024537.jpg,966,0.14873,3,0.075,nan,nan,nan,42
ISIC_0024539.jpg,1663,0.219782,3,0.075,nan,nan,nan,42
ISIC_0024545.jpg,1502,0.328657,3,0.075,nan,nan,nan,42
ISIC_0024546.jpg,1477,0.119992,3,0.075,nan,nan,nan,42
ISIC_0024547.jpg,1401,0.162387,3,0.075,nan,nan,nan,42
ISIC_0024550.jpg,1920,0.029192,4,0.075,nan,nan,nan,42
ISIC_0024552.jpg,1980,0.167801,4,0.075,nan,nan,nan,42
ISIC_0024553.jpg,1526,0.076195,3,0.075,nan,nan,nan,42
ISIC_0024554.jpg,1965,0.038726,4,0.075,nan,nan,nan,42
ISIC_0024562.jpg,766,0.108738,2,0.075,nan,nan,nan,42
ISIC_0024564.jpg,527,0.063892,2,0.075,nan,nan,nan,42
ISIC_0024571.jpg,2253,0.028312,4,0.075,nan,nan,nan,42
ISIC_0024572.jpg,238,0.041831,1,0.075,nan,nan,nan,42
ISIC_0024573.jpg,438,0.02062,2,0.075,nan,nan,nan,42
ISIC_0024575.jpg,685,0.109133,2,0.075,nan,nan,nan,42
ISIC_0024579.jpg,1294,0.085771,3,0.075,nan,nan,nan,42
ISIC_0024581.jpg,3181,0.029541,5,0.075,nan,nan,nan,42
ISIC_0024582.jpg,588,0.061765,2,0.075,nan,nan,nan,42
ISIC_0024586.jpg,195,0.191823,1,0.075,nan,nan,nan,42
ISIC_0024590.jpg,890,0.053218,3,0.075,nan,nan,nan,42
ISIC_0024592.jpg,3037,0.182482,5,0.075,nan,nan,nan,42
ISIC_0024595.jpg,608,0.026462,2,0.075,nan,nan,nan,42
ISIC_0024602.jpg,115,0.063001,1,0.075,nan,nan,nan,42
ISIC_0024612.jpg,273,0.171023,1,0.075,nan,nan,nan,42
ISIC_0024623.jpg,2302,0.086344,4,0.075,nan,nan,nan,42
ISIC_0024624.jpg,315,0.090875,2,0.075,nan,nan,nan,42
ISIC_0024626.jpg,582,0.17228,2,0.075,nan,nan,nan,42
ISIC_0024630.jpg,1509,0.25999,3,0.075,nan,nan,nan,42
ISIC_0024632.jpg,547,0.064206,2,0.075,nan,nan,nan,42
ISIC_0024634.jpg,288,0.108694,1,0.075,nan,nan,nan,42
ISIC_0024635.jpg,789,0.082434,2,0.075,nan,nan,nan,42
ISIC_0024640.jpg,2374,0.379755,4,0.075,nan,nan,nan,42
ISIC_0024643.jpg,871,0.038445,2,0.075,nan,nan,nan,42
ISIC_0024644.jpg,2902,0.062541,5,0.075,nan,nan,nan,42
ISIC_0024646.jpg,1082,0.051483,3,0.075,nan,nan,nan,42
ISIC_0024647.jpg,2831,0.158902,5,0.075,nan,nan,nan,42
ISIC_0024652.jpg,1750,0.096597,4,0.075,nan,nan,nan,42
ISIC_0024654.jpg,128,0.106209,1,0.075,nan,nan,nan,42
ISIC_0024662.jpg,1833,0.263818,4,0.075,nan,nan,nan,42
ISIC_0024665.jpg,548,0.166855,2,0.075,nan,nan,nan,42
ISIC_0024666.jpg,537,0.189308,2,0.075,nan,nan,nan,42
ISIC_0024669.jpg,105,0.132922,1,0.075,nan,nan,nan,42
ISIC_0024672.jpg,1013,0.198179,3,0.075,nan,nan,nan,42
ISIC_0024673.jpg,833,0.03819,2,0.075,nan,nan,nan,42
ISIC_0024675.jpg,34,0.343363,1,0.075,nan,nan,nan,42
ISIC_0024676.jpg,1134,0.034959,3,0.075,nan,nan,nan,42
ISIC_0024679.jpg,1410,0.159081,3,0.075,nan,nan,nan,42
ISIC_0024688.jpg,1046,0.322859,3,0.075,nan,nan,nan,42
ISIC_0024696.jpg,875,0.178108,3,0.075,nan,nan,nan,42
ISIC_0024700.jpg,2061,0.20919,4,0.075,nan,nan,nan,42
ISIC_0024701.jpg,1688,0.19211,3,0.075,nan,nan,nan,42
ISIC_0024702.jpg,1390,0.191057,3,0.075,nan,nan,nan,42
ISIC_0024705.jpg,1727,0.031506,4,0.075,nan,nan,nan,42
ISIC_0024706.jpg,486,0.288388,2,0.075,nan,nan,nan,42
ISIC_0024707.jpg,841,0.051668,2,0.075,nan,nan,nan,42
ISIC_0024708.jpg,1014,0.116612,3,0.075,nan,nan,nan,42
ISIC_0024709.jpg,1610,0.08308,3,0.075,nan,nan,nan,42
ISIC_0024710.jpg,2428,0.126004,4,0.075,nan,nan,nan,42
ISIC_0024711.jpg,704,0.162041,2,0.075,nan,nan,nan,42
ISIC_0024726.jpg,647,0.195723,2,0.075,nan,nan,nan,42
ISIC_0024729.jpg,598,0.272764,2,0.075,nan,nan,nan,42
ISIC_0024732.jpg,1004,0.434262,3,0.075,nan,nan,nan,42
ISIC_0024733.jpg,1319,0.04713,3,0.075,nan,nan,nan,42
ISIC_0024739.jpg,2483,0.051005,4,0.075,nan,nan,nan,42
ISIC_0024740.jpg,407,0.100816,2,0.075,nan,nan,nan,42
ISIC_0024741.jpg,1030,0.096361,3,0.075,nan,nan,nan,42
ISIC_0024743.jpg,1355,0.034343,3,0.075,nan,nan,nan,42
ISIC_0024747.jpg,321,0.137495,2,0.075,nan,nan,nan,42
ISIC_0024748.jpg,582,0.336906,2,0.075,nan,nan,nan,42
ISIC_0024756.jpg,918,0.12356,3,0.075,nan,nan,nan,42
ISIC_0024758.jpg,360,0.120495,2,0.075,nan,nan,nan,42
ISIC_0024760.jpg,581,0.107703,2,0.075,nan,nan,nan,42
ISIC_0024761.jpg,630,0.042739,2,0.075,nan,nan,nan,42
ISIC_0024763.jpg,2108,0.076325,4,0.075,nan,nan,nan,42
ISIC_0024767.jpg,480,0.04616,2,0.075,nan,nan,nan,42
ISIC_0024770.jpg,401,0.053959,2,0.075,nan,nan,nan,42
ISIC_0024771.jpg,1724,0.018195,4,0.075,nan,nan,nan,42
ISIC_0024772.jpg,642,0.10363,2,0.075,nan,nan,nan,42
ISIC_0024773.jpg,1940,0.092438,4,0.075,nan,nan,nan,42
ISIC_0024774.jpg,1208,0.097,3,0.075,nan,nan,nan,42
ISIC_0024782.jpg,234,0.17963,1,0.075,nan,nan,nan,42
ISIC_0024786.jpg,1563,0.077899,3,0.075,nan,nan,nan,42
ISIC_0024787.jpg,1609,0.009589,3,0.075,nan,nan,nan,42
ISIC_0024792.jpg,1559,0.184511,3,0.075,nan,nan,nan,42
ISIC_0024795.jpg,1240,0.06035,3,0.075,nan,nan,nan,42
ISIC_0024799.jpg,637,0.201817,2,0.075,nan,nan,nan,42
ISIC_0024800.jpg,536,0.002592,2,0.075,nan,nan,nan,42
ISIC_0024805.jpg,1206,0.248904,3,0.075,nan,nan,nan,42
ISIC_0024806.jpg,2022,0.150567,4,0.075,nan,nan,nan,42
ISIC_0024814.jpg,1144,0.152631,3,0.075,nan,nan,nan,42
ISIC_0024823.jpg,1818,0.244712,4,0.075,nan,nan,nan,42
ISIC_0024825.jpg,1011,0.034997,3,0.075,nan,nan,nan,42
ISIC_0024829.jpg,467,0.061389,2,0.075,nan,nan,nan,42
ISIC_0024832.jpg,347,0.17426,2,0.075,nan,nan,nan,42
ISIC_0024833.jpg,510,0.063051,2,0.075,nan,nan,nan,42
ISIC_0024839.jpg,641,0.249884,2,0.075,nan,nan,nan,42
ISIC_0024843.jpg,1829,0.196525,4,0.075,nan,nan,nan,42
ISIC_0024845.jpg,681,0.119963,2,0.075,nan,nan,nan,42
ISIC_0024848.jpg,1858,0.100006,4,0.075,nan,nan,nan,42
ISIC_0024850.jpg,924,0.069508,3,0.075,nan,nan,nan,42
ISIC_0024851.jpg,3008,0.184748,5,0.075,nan,nan,nan,42
ISIC_0024853.jpg,1673,0.120225,3,0.075,nan,nan,nan,42
ISIC_0024864.jpg,1917,0.312483,4,0.075,nan,nan,nan,42
ISIC_0024865.jpg,408,0.180912,2,0.075,nan,nan,nan,42
ISIC_0024867.jpg,304,0.15164,1,0.075,nan,nan,nan,42
ISIC_0024871.jpg,700,0.054772,2,0.075,nan,nan,nan,42
ISIC_0024875.jpg,653,0.102647,2,0.075,nan,nan,nan,42
ISIC_0024877.jpg,921,0.03641,3,0.075,nan,nan,nan,42
ISIC_0024880.jpg,837,0.151605,2,0.075,nan,nan,nan,42
ISIC_0024881.jpg,381,0.135371,2,0.075,nan,nan,nan,42
ISIC_0024883.jpg,71,0.173128,1,0.075,nan,nan,nan,42
ISIC_0024885.jpg,1131,0.088543,3,0.075,nan,nan,nan,42
ISIC_0024886.jpg,568,0.053892,2,0.075,nan,nan,nan,42
ISIC_0024890.jpg,626,0.141842,2,0.075,nan,nan,nan,42
ISIC_0024893.jpg,1271,0.027446,3,0.075,nan,nan,nan,42
ISIC_0024897.jpg,441,0.094887,2,0.075,nan,nan,nan,42
ISIC_0024898.jpg,1584,0.409088,3,0.075,nan,nan,nan,42
ISIC_0024900.jpg,1172,0.072819,3,0.075,nan,nan,nan,42
ISIC_0024904.jpg,370,0.109854,2,0.075,nan,nan,nan,42
ISIC_0024909.jpg,637,0.082231,2,0.075,nan,nan,nan,42
ISIC_0024910.jpg,2118,0.081062,4,0.075,nan,nan,nan,42
ISIC_0024911.jpg,98,0.182177,1,0.075,nan,nan,nan,42
ISIC_0024913.jpg,823,0.020743,2,0.075,nan,nan,nan,42
ISIC_0024915.jpg,75,0.055539,1,0.075,nan,nan,nan,42
ISIC_0024918.jpg,470,0.198056,2,0.075,nan,nan,nan,42
ISIC_0024923.jpg,1936,0.042468,4,0.075,nan,nan,nan,42
ISIC_0024925.jpg,887,0.1634,3,0.075,nan,nan,nan,42
ISIC_0024929.jpg,2768,0.30995,4,0.075,nan,nan,nan,42
ISIC_0024930.jpg,1519,0.22099,3,0.075,nan,nan,nan,42
ISIC_0024931.jpg,588,0.035333,2,0.075,nan,nan,nan,42
ISIC_0024932.jpg,436,0.225408,2,0.075,nan,nan,nan,42
ISIC_0024940.jpg,1648,0.269892,3,0.075,nan,nan,nan,42
ISIC_0024943.jpg,343,0.047242,2,0.075,nan,nan,nan,42
ISIC_0024946.jpg,616,0.066566,2,0.075,nan,nan,nan,42
ISIC_0024947.jpg,67,0.143412,1,0.075,nan,nan,nan,42
ISIC_0024948.jpg,727,0.076449,2,0.075,nan,nan,nan,42
ISIC_0024949.jpg,1721,0.041702,4,0.075,nan,nan,nan,42
ISIC_0024951.jpg,736,0.176387,2,0.075,nan,nan,nan,42
ISIC_0024952.jpg,1099,0.240707,3,0.075,nan,nan,nan,42
ISIC_0024958.jpg,1365,0.137648,3,0.075,nan,nan,nan,42
ISIC_0024961.jpg,2731,0.150311,4,0.075,nan,nan,nan,42
ISIC_0024962.jpg,1768,0.247918,4,0.075,nan,nan,nan,42
ISIC_0024967.jpg,877,0.258366,3,0.075,nan,nan,nan,42
ISIC_0024970.jpg,1027,0.16529,3,0.075,nan,nan,nan,42
ISIC_0024971.jpg,661,0.142943,2,0.075,nan,nan,nan,42
ISIC_0024972.jpg,70,0.107336,1,0.075,nan,nan,nan,42
ISIC_0024973.jpg,953,0.064811,3,0.075,nan,nan,nan,42
ISIC_0024981.jpg,286,0.319629,1,0.075,nan,nan,nan,42
ISIC_0024982.jpg,2526,0.02723,4,0.075,nan,nan,nan,42
ISIC_0024984.jpg,310,0.138134,1,0.075,nan,nan,nan,42
ISIC_0024987.jpg,1405,0.122387,3,0.075,nan,nan,nan,42
ISIC_0024994.jpg,1399,0.03816,3,0.075,nan,nan,nan,42
ISIC_0024997.jpg,1420,0.067586,3,0.075,nan,nan,nan,42
ISIC_0024999.jpg,2477,0.130502,4,0.075,nan,nan,nan,42
ISIC_0025005.jpg,1672,0.08589,3,0.075,nan,nan,nan,42
ISIC_0025016.jpg,264,0.035746,1,0.075,nan,nan,nan,42
ISIC_0025018.jpg,186,0.187326,1,0.075,nan,nan,nan,42
ISIC_0025019.jpg,1345,0.091098,3,0.075,nan,nan,nan,42
ISIC_0025029.jpg,1574,0.088876,3,0.075,nan,nan,nan,42
ISIC_0025030.jpg,491,0.079862,2,0.075,nan,nan,nan,42
ISIC_0025031.jpg,502,0.115154,2,0.075,nan,nan,nan,42
ISIC_0025032.jpg,1522,0.053597,3,0.075,nan,nan,nan,42
ISIC_0025033.jpg,275,0.194846,1,0.075,nan,nan,nan,42
ISIC_0025035.jpg,471,0.304947,2,0.075,nan,nan,nan,42
ISIC_0025038.jpg,462,0.030044,2,0.075,nan,nan,nan,42
ISIC_0025040.jpg,70,0.220644,1,0.075,nan,nan,nan,42
ISIC_0025046.jpg,821,0.057982,2,0.075,nan,nan,nan,42
ISIC_0025063.jpg,432,0.118089,2,0.075,nan,nan,nan,42
ISIC_0025064.jpg,143,0.175317,1,0.075,nan,nan,nan,42
ISIC_0025066.jpg,1075,0.103757,3,0.075,nan,nan,nan,42
ISIC_0025068.jpg,1264,0.060969,3,0.075,nan,nan,nan,42
ISIC_0025069.jpg,956,0.255364,3,0.075,nan,nan,nan,42
ISIC_0025075.jpg,927,0.038256,3,0.075,nan,nan,nan,42
ISIC_0025076.jpg,239,0.176035,1,0.075,nan,nan,nan,42
ISIC_0025081.jpg,312,0.115777,1,0.075,nan,nan,nan,42
ISIC_0025083.jpg,589,0.164338,2,0.075,nan,nan,nan,42
ISIC_0025085.jpg,364,0.288934,2,0.075,nan,nan,nan,42
ISIC_0025086.jpg,1150,0.175706,3,0.075,nan,nan,nan,42
ISIC_0025089.jpg,1398,0.094034,3,0.075,nan,nan,nan,42
ISIC_0025097.jpg,3408,0.188934,5,0.075,nan,nan,nan,42
ISIC_0025099.jpg,573,0.211966,2,0.075,nan,nan,nan,42
ISIC_0025102.jpg,1364,0.090051,3,0.075,nan,nan,nan,42
ISIC_0025103.jpg,2201,0.008658,4,0.075,nan,nan,nan,42
ISIC_0025105.jpg,2570,0.136773,4,0.075,nan,nan,nan,42
ISIC_0025113.jpg,1902,0.072698,4,0.075,nan,nan,nan,42
ISIC_0025121.jpg,3350,0.446339,5,0.075,nan,nan,nan,42
ISIC_0025127.jpg,466,0.123927,2,0.075,nan,nan,nan,42
ISIC_0025128.jpg,200,0.194808,1,0.075,nan,nan,nan,42
ISIC_0025130.jpg,1126,0.067085,3,0.075,nan,nan,nan,42
ISIC_0025131.jpg,2346,0.28438,4,0.075,nan,nan,nan,42
ISIC_0025132.jpg,1027,0.166632,3,0.075,nan,nan,nan,42
ISIC_0025136.jpg,3313,0.199931,5,0.075,nan,nan,nan,42
ISIC_0025140.jpg,801,0.195615,2,0.075,nan,nan,nan,42
ISIC_0025144.jpg,996,0.014032,3,0.075,nan,nan,nan,42
ISIC_0025145.jpg,3449,0.48084,5,0.075,nan,nan,nan,42
ISIC_0025153.jpg,1000,0.409523,3,0.075,nan,nan,nan,42
ISIC_0025154.jpg,560,0.081618,2,0.075,nan,nan,nan,42
ISIC_0025155.jpg,166,0.155919,1,0.075,nan,nan,nan,42
ISIC_0025157.jpg,325,0.106887,2,0.075,nan,nan,nan,42
ISIC_0025178.jpg,1017,0.098969,3,0.075,nan,nan,nan,42
ISIC_0025180.jpg,1136,0.377555,3,0.075,nan,nan,nan,42
ISIC_0025182.jpg,1094,0.0921,3,0.075,nan,nan,nan,42
ISIC_0025188.jpg,1757,0.103594,4,0.075,nan,nan,nan,42
ISIC_0025195.jpg,547,0.212626,2,0.075,nan,nan,nan,42
ISIC_0025196.jpg,2410,0.037583,4,0.075,nan,nan,nan,42
ISIC_0025197.jpg,285,0.250457,1,0.075,nan,nan,nan,42
ISIC_0025199.jpg,800,0.099813,2,0.075,nan,nan,nan,42
ISIC_0025209.jpg,986,0.147418,3,0.075,nan,nan,nan,42
ISIC_0025219.jpg,855,0.229819,2,0.075,nan,nan,nan,42
ISIC_0025222.jpg,1416,0.082274,3,0.075,nan,nan,nan,42
ISIC_0025223.jpg,1386,0.037084,3,0.075,nan,nan,nan,42
ISIC_0025234.jpg,1623,0.353955,3,0.075,nan,nan,nan,42
ISIC_0025235.jpg,1206,0.186073,3,0.075,nan,nan,nan,42
ISIC_0025238.jpg,587,0.203624,2,0.075,nan,nan,nan,42
ISIC_0025244.jpg,473,0.148494,2,0.075,nan,nan,nan,42
ISIC_0025247.jpg,1926,0.02697,4,0.075,nan,nan,nan,42
ISIC_0025248.jpg,2140,0.19724,4,0.075,nan,nan,nan,42
ISIC_0025249.jpg,600,0.038317,2,0.075,nan,nan,nan,42
ISIC_0025250.jpg,142,0.12391,1,0.075,nan,nan,nan,42
ISIC_0025260.jpg,423,0.034914,2,0.075,nan,nan,nan,42
ISIC_0025264.jpg,1710,0.235429,3,0.075,nan,nan,nan,42
ISIC_0025265.jpg,134,0.234971,1,0.075,nan,nan,nan,42
ISIC_0025266.jpg,222,0.225492,1,0.075,nan,nan,nan,42
ISIC_0025268.jpg,2371,0.097857,4,0.075,nan,nan,nan,42
ISIC_0025275.jpg,560,0.348478,2,0.075,nan,nan,nan,42
ISIC_0025276.jpg,624,0.143697,2,0.075,nan,nan,nan,42
ISIC_0025277.jpg,785,0.101119,2,0.075,nan,nan,nan,42
ISIC_0025285.jpg,1737,0.035601,4,0.075,nan,nan,nan,42
ISIC_0025286.jpg,723,0.194956,2,0.075,nan,nan,nan,42
ISIC_0025292.jpg,736,0.092015,2,0.075,nan,nan,nan,42
ISIC_0025297.jpg,2816,0.090423,4,0.075,nan,nan,nan,42
ISIC_0025299.jpg,1324,0.138711,3,0.075,nan,nan,nan,42
ISIC_0025301.jpg,1294,0.089435,3,0.075,nan,nan,nan,42
ISIC_0025302.jpg,959,0.132963,3,0.075,nan,nan,nan,42
ISIC_0025303.jpg,211,0.256155,1,0.075,nan,nan,nan,42
ISIC_0025312.jpg,600,0.069229,2,0.075,nan,nan,nan,42
ISIC_0025313.jpg,1040,0.409138,3,0.075,nan,nan,nan,42
ISIC_0025314.jpg,2218,0.08487,4,0.075,nan,nan,nan,42
ISIC_0025316.jpg,406,0.275299,2,0.075,nan,nan,nan,42
ISIC_0025317.jpg,2549,0.131339,4,0.075,nan,nan,nan,42
ISIC_0025319.jpg,2519,0.057453,4,0.075,nan,nan,nan,42
ISIC_0025321.jpg,91,0.264623,1,0.075,nan,nan,nan,42
ISIC_0025322.jpg,721,0.044845,2,0.075,nan,nan,nan,42
ISIC_0025324.jpg,1129,0.258151,3,0.075,nan,nan,nan,42
ISIC_0025326.jpg,853,0.081032,2,0.075,nan,nan,nan,42
ISIC_0025330.jpg,656,0.0756,2,0.075,nan,nan,nan,42
ISIC_0025331.jpg,701,0.093625,2,0.075,nan,nan,nan,42
ISIC_0025337.jpg,1923,0.097502,4,0.075,nan,nan,nan,42
ISIC_0025339.jpg,560,0.066104,2,0.075,nan,nan,nan,42
ISIC_0025345.jpg,938,0.026947,3,0.075,nan,nan,nan,42
ISIC_0025350.jpg,1833,0.020988,4,0.075,nan,nan,nan,42
ISIC_0025351.jpg,2019,0.179233,4,0.075,nan,nan,nan,42
ISIC_0025358.jpg,873,0.100673,3,0.075,nan,nan,nan,42
ISIC_0025362.jpg,1751,0.04795,4,0.075,nan,nan,nan,42
ISIC_0025363.jpg,443,0.091495,2,0.075,nan,nan,nan,42
ISIC_0025366.jpg,824,0.165704,2,0.075,nan,nan,nan,42
ISIC_0025368.jpg,716,0.055134,2,0.075,nan,nan,nan,42
ISIC_0025373.jpg,1080,0.193397,3,0.075,nan,nan,nan,42
ISIC_0025374.jpg,1593,0.140651,3,0.075,nan,nan,nan,42
ISIC_0025376.jpg,124,0.243245,1,0.075,nan,nan,nan,42
ISIC_0025378.jpg,119,0.058601,1,0.075,nan,nan,nan,42
ISIC_0025383.jpg,1451,0.16321,3,0.075,nan,nan,nan,42
ISIC_0025387.jpg,1217,0.279593,3,0.075,nan,nan,nan,42
ISIC_0025388.jpg,536,0.099579,2,0.075,nan,nan,nan,42
ISIC_0025389.jpg,1201,0.071704,3,0.075,nan,nan,nan,42
ISIC_0025391.jpg,1982,0.12358,4,0.075,nan,nan,nan,42
ISIC_0025392.jpg,827,0.182861,2,0.075,nan,nan,nan,42
ISIC_0025394.jpg,1382,0.272248,3,0.075,nan,nan,nan,42
ISIC_0025409.jpg,581,0.0754,2,0.075,nan,nan,nan,42
ISIC_0025411.jpg,1590,0.10402,3,0.075,nan,nan,nan,42
ISIC_0025413.jpg,1844,0.247272,4,0.075,nan,nan,nan,42
ISIC_0025414.jpg,3085,0.079479,5,0.075,nan,nan,nan,42
ISIC_0025417.jpg,98,0.122272,1,0.075,nan,nan,nan,42
ISIC_0025419.jpg,182,0.188285,1,0.075,nan,nan,nan,42
ISIC_0025425.jpg,220,0.167451,1,0.075,nan,nan,nan,42
ISIC_0025427.jpg,2170,0.082834,4,0.075,nan,nan,nan,42
ISIC_0025431.jpg,953,0.168569,3,0.075,nan,nan,nan,42
ISIC_0025433.jpg,931,0.097423,3,0.075,nan,nan,nan,42
ISIC_0025434.jpg,3495,0.053165,5,0.075,nan,nan,nan,42
ISIC_0025439.jpg,2154,0.233407,4,0.075,nan,nan,nan,42
ISIC_0025450.jpg,1134,0.169352,3,0.075,nan,nan,nan,42
ISIC_0025451.jpg,636,0.414711,2,0.075,nan,nan,nan,42
ISIC_0025452.jpg,258,0.198058,1,0.075,nan,nan,nan,42
ISIC_0025454.jpg,2626,0.174574,4,0.075,nan,nan,nan,42
ISIC_0025465.jpg,160,0.073483,1,0.075,nan,nan,nan,42
ISIC_0025466.jpg,239,0.078148,1,0.075,nan,nan,nan,42
ISIC_0025467.jpg,3336,0.017258,5,0.075,nan,nan,nan,42
ISIC_0025470.jpg,1397,0.023604,3,0.075,nan,nan,nan,42
ISIC_0025471.jpg,1271,0.110358,3,0.075,nan,nan,nan,42
ISIC_0025472.jpg,2959,0.291122,5,0.075,nan,nan,nan,42
ISIC_0025484.jpg,1694,0.030218,3,0.075,nan,nan,nan,42
