filename,brain_px,brain_threshold,full_frame_px,brain_method,size_px,area_ratio_brain,area_ratio_full
BraTS2021_01470_flair_30.png,1757,1e-06,4096,nonzero,60.0,0.034149,0.014648
BraTS2021_01470_flair_35.png,1701,1e-06,4096,nonzero,10.0,0.005879,0.002441
BraTS2021_01470_flair_5.png,1543,1e-06,4096,nonzero,155.0,0.100454,0.037842
BraTS2021_01471_flair_12.png,1896,1e-06,4096,nonzero,13.0,0.006857,0.003174
BraTS2021_01471_flair_17.png,1966,1e-06,4096,nonzero,122.0,0.062055,0.029785
BraTS2021_01471_flair_22.png,1964,1e-06,4096,nonzero,231.0,0.117617,0.056396
BraTS2021_01471_flair_27.png,1920,1e-06,4096,nonzero,356.0,0.185417,0.086914
BraTS2021_01471_flair_32.png,1849,1e-06,4096,nonzero,411.0,0.222282,0.100342
BraTS2021_01471_flair_37.png,1736,1e-06,4096,nonzero,440.0,0.253456,0.107422
BraTS2021_01471_flair_42.png,1621,1e-06,4096,nonzero,462.0,0.285009,0.112793
BraTS2021_01471_flair_47.png,1477,1e-06,4096,nonzero,450.0,0.304672,0.109863
BraTS2021_01471_flair_52.png,1329,1e-06,4096,nonzero,411.0,0.309255,0.100342
BraTS2021_01471_flair_57.png,1173,1e-06,4096,nonzero,326.0,0.27792,0.07959
BraTS2021_01471_flair_62.png,954,1e-06,4096,nonzero,236.0,0.247379,0.057617
BraTS2021_01471_flair_67.png,689,1e-06,4096,nonzero,119.0,0.172714,0.029053
BraTS2021_01472_flair_0.png,1485,1e-06,4096,nonzero,189.0,0.127273,0.046143
BraTS2021_01472_flair_10.png,1679,1e-06,4096,nonzero,105.0,0.062537,0.025635
BraTS2021_01472_flair_15.png,1734,1e-06,4096,nonzero,30.0,0.017301,0.007324
BraTS2021_01472_flair_5.png,1627,1e-06,4096,nonzero,149.0,0.09158,0.036377
BraTS2021_01473_flair_0.png,1299,1e-06,4096,nonzero,283.0,0.21786,0.069092
BraTS2021_01473_flair_10.png,1574,1e-06,4096,nonzero,323.0,0.20521,0.078857
BraTS2021_01473_flair_15.png,1674,1e-06,4096,nonzero,275.0,0.164277,0.067139
BraTS2021_01473_flair_20.png,1724,1e-06,4096,nonzero,276.0,0.160093,0.067383
BraTS2021_01473_flair_25.png,1731,1e-06,4096,nonzero,262.0,0.151358,0.063965
BraTS2021_01473_flair_30.png,1717,1e-06,4096,nonzero,227.0,0.132207,0.05542
BraTS2021_01473_flair_35.png,1667,1e-06,4096,nonzero,170.0,0.10198,0.041504
BraTS2021_01473_flair_40.png,1600,1e-06,4096,nonzero,98.0,0.06125,0.023926
BraTS2021_01473_flair_45.png,1516,1e-06,4096,nonzero,30.0,0.019789,0.007324
BraTS2021_01473_flair_5.png,1458,1e-06,4096,nonzero,290.0,0.198903,0.070801
BraTS2021_01474_flair_0.png,1237,1e-06,4096,nonzero,103.0,0.083266,0.025146
BraTS2021_01474_flair_10.png,1283,1e-06,4096,nonzero,191.0,0.14887,0.046631
BraTS2021_01474_flair_15.png,1361,1e-06,4096,nonzero,200.0,0.146951,0.048828
BraTS2021_01474_flair_20.png,1426,1e-06,4096,nonzero,185.0,0.129734,0.045166
BraTS2021_01474_flair_25.png,1477,1e-06,4096,nonzero,177.0,0.119838,0.043213
BraTS2021_01474_flair_30.png,1515,1e-06,4096,nonzero,142.0,0.093729,0.034668
BraTS2021_01474_flair_35.png,1560,1e-06,4096,nonzero,85.0,0.054487,0.020752
BraTS2021_01474_flair_40.png,1512,1e-06,4096,nonzero,42.0,0.027778,0.010254
BraTS2021_01474_flair_5.png,1295,1e-06,4096,nonzero,134.0,0.103475,0.032715
BraTS2021_01475_flair_0.png,1590,1e-06,4096,nonzero,52.0,0.032704,0.012695
BraTS2021_01475_flair_10.png,1808,1e-06,4096,nonzero,239.0,0.13219,0.05835
BraTS2021_01475_flair_15.png,1885,1e-06,4096,nonzero,305.0,0.161804,0.074463
BraTS2021_01475_flair_20.png,1936,1e-06,4096,nonzero,364.0,0.188017,0.088867
BraTS2021_01475_flair_25.png,1961,1e-06,4096,nonzero,408.0,0.208057,0.099609
BraTS2021_01475_flair_30.png,1945,1e-06,4096,nonzero,412.0,0.211825,0.100586
BraTS2021_01475_flair_35.png,1897,1e-06,4096,nonzero,391.0,0.206115,0.095459
BraTS2021_01475_flair_40.png,1831,1e-06,4096,nonzero,378.0,0.206445,0.092285
BraTS2021_01475_flair_45.png,1744,1e-06,4096,nonzero,348.0,0.199541,0.084961
BraTS2021_01475_flair_5.png,1742,1e-06,4096,nonzero,134.0,0.076923,0.032715
BraTS2021_01475_flair_50.png,1611,1e-06,4096,nonzero,289.0,0.179392,0.070557
BraTS2021_01475_flair_55.png,1473,1e-06,4096,nonzero,241.0,0.163612,0.058838
BraTS2021_01475_flair_60.png,1327,1e-06,4096,nonzero,168.0,0.126601,0.041016
BraTS2021_01475_flair_65.png,1157,1e-06,4096,nonzero,74.0,0.063959,0.018066
BraTS2021_01476_flair_13.png,1583,1e-06,4096,nonzero,100.0,0.063171,0.024414
BraTS2021_01476_flair_18.png,1648,1e-06,4096,nonzero,123.0,0.074636,0.030029
BraTS2021_01476_flair_23.png,1673,1e-06,4096,nonzero,130.0,0.077705,0.031738
BraTS2021_01476_flair_28.png,1678,1e-06,4096,nonzero,132.0,0.078665,0.032227
BraTS2021_01476_flair_3.png,1357,1e-06,4096,nonzero,15.0,0.011054,0.003662
BraTS2021_01476_flair_33.png,1654,1e-06,4096,nonzero,126.0,0.076179,0.030762
BraTS2021_01476_flair_38.png,1606,1e-06,4096,nonzero,107.0,0.066625,0.026123
BraTS2021_01476_flair_43.png,1504,1e-06,4096,nonzero,87.0,0.057846,0.02124
BraTS2021_01476_flair_48.png,1401,1e-06,4096,nonzero,47.0,0.033547,0.011475
BraTS2021_01476_flair_8.png,1497,1e-06,4096,nonzero,75.0,0.0501,0.018311
BraTS2021_01477_flair_0.png,1314,1e-06,4096,nonzero,337.0,0.256469,0.082275
BraTS2021_01477_flair_10.png,1565,1e-06,4096,nonzero,439.0,0.280511,0.107178
BraTS2021_01477_flair_15.png,1687,1e-06,4096,nonzero,455.0,0.26971,0.111084
BraTS2021_01477_flair_20.png,1759,1e-06,4096,nonzero,452.0,0.256964,0.110352
BraTS2021_01477_flair_25.png,1767,1e-06,4096,nonzero,402.0,0.227504,0.098145
BraTS2021_01477_flair_30.png,1766,1e-06,4096,nonzero,349.0,0.197622,0.085205
BraTS2021_01477_flair_35.png,1744,1e-06,4096,nonzero,245.0,0.140482,0.059814
BraTS2021_01477_flair_40.png,1706,1e-06,4096,nonzero,136.0,0.079719,0.033203
BraTS2021_01477_flair_45.png,1629,1e-06,4096,nonzero,87.0,0.053407,0.02124
BraTS2021_01477_flair_5.png,1453,1e-06,4096,nonzero,408.0,0.280798,0.099609
BraTS2021_01477_flair_50.png,1535,1e-06,4096,nonzero,12.0,0.007818,0.00293
BraTS2021_01478_flair_0.png,1303,1e-06,4096,nonzero,415.0,0.318496,0.101318
BraTS2021_01478_flair_10.png,1553,1e-06,4096,nonzero,455.0,0.292981,0.111084
BraTS2021_01478_flair_15.png,1669,1e-06,4096,nonzero,457.0,0.273817,0.111572
BraTS2021_01478_flair_20.png,1737,1e-06,4096,nonzero,471.0,0.271157,0.11499
BraTS2021_01478_flair_25.png,1778,1e-06,4096,nonzero,437.0,0.245782,0.106689
BraTS2021_01478_flair_30.png,1787,1e-06,4096,nonzero,289.0,0.161724,0.070557
BraTS2021_01478_flair_35.png,1770,1e-06,4096,nonzero,211.0,0.119209,0.051514
BraTS2021_01478_flair_40.png,1750,1e-06,4096,nonzero,96.0,0.054857,0.023438
BraTS2021_01478_flair_45.png,1686,1e-06,4096,nonzero,52.0,0.030842,0.012695
BraTS2021_01478_flair_5.png,1476,1e-06,4096,nonzero,443.0,0.300136,0.108154
BraTS2021_01478_flair_50.png,1616,1e-06,4096,nonzero,44.0,0.027228,0.010742
BraTS2021_01478_flair_55.png,1503,1e-06,4096,nonzero,21.0,0.013972,0.005127
BraTS2021_01479_flair_13.png,1502,1e-06,4096,nonzero,13.0,0.008655,0.003174
BraTS2021_01479_flair_18.png,1556,1e-06,4096,nonzero,193.0,0.124036,0.047119
BraTS2021_01479_flair_23.png,1594,1e-06,4096,nonzero,263.0,0.164994,0.064209
BraTS2021_01479_flair_28.png,1631,1e-06,4096,nonzero,293.0,0.179644,0.071533
BraTS2021_01479_flair_33.png,1635,1e-06,4096,nonzero,374.0,0.228746,0.091309
BraTS2021_01479_flair_38.png,1607,1e-06,4096,nonzero,389.0,0.242066,0.094971
BraTS2021_01479_flair_43.png,1559,1e-06,4096,nonzero,375.0,0.240539,0.091553
BraTS2021_01479_flair_48.png,1485,1e-06,4096,nonzero,357.0,0.240404,0.087158
BraTS2021_01479_flair_53.png,1399,1e-06,4096,nonzero,341.0,0.243746,0.083252
BraTS2021_01479_flair_58.png,1287,1e-06,4096,nonzero,300.0,0.2331,0.073242
BraTS2021_01479_flair_63.png,1133,1e-06,4096,nonzero,239.0,0.210944,0.05835
BraTS2021_01479_flair_68.png,980,1e-06,4096,nonzero,196.0,0.2,0.047852
BraTS2021_01480_flair_0.png,1279,1e-06,4096,nonzero,110.0,0.086005,0.026855
BraTS2021_01480_flair_10.png,1557,1e-06,4096,nonzero,116.0,0.074502,0.02832
BraTS2021_01480_flair_15.png,1643,1e-06,4096,nonzero,79.0,0.048083,0.019287
BraTS2021_01480_flair_20.png,1697,1e-06,4096,nonzero,34.0,0.020035,0.008301
BraTS2021_01480_flair_5.png,1408,1e-06,4096,nonzero,119.0,0.084517,0.029053
BraTS2021_01481_flair_24.png,1891,1e-06,4096,nonzero,15.0,0.007932,0.003662
BraTS2021_01481_flair_29.png,1900,1e-06,4096,nonzero,42.0,0.022105,0.010254
BraTS2021_01481_flair_34.png,1873,1e-06,4096,nonzero,98.0,0.052322,0.023926
BraTS2021_01481_flair_39.png,1797,1e-06,4096,nonzero,138.0,0.076795,0.033691
BraTS2021_01481_flair_44.png,1683,1e-06,4096,nonzero,166.0,0.098633,0.040527
BraTS2021_01481_flair_49.png,1565,1e-06,4096,nonzero,172.0,0.109904,0.041992
BraTS2021_01481_flair_54.png,1421,1e-06,4096,nonzero,171.0,0.120338,0.041748
BraTS2021_01481_flair_59.png,1262,1e-06,4096,nonzero,128.0,0.101426,0.03125
BraTS2021_01481_flair_64.png,1074,1e-06,4096,nonzero,97.0,0.090317,0.023682
BraTS2021_01481_flair_69.png,879,1e-06,4096,nonzero,36.0,0.040956,0.008789
BraTS2021_01482_flair_1.png,1788,1e-06,4096,nonzero,12.0,0.006711,0.00293
BraTS2021_01482_flair_11.png,1946,1e-06,4096,nonzero,44.0,0.02261,0.010742
BraTS2021_01482_flair_16.png,1979,1e-06,4096,nonzero,55.0,0.027792,0.013428
BraTS2021_01482_flair_21.png,1997,1e-06,4096,nonzero,74.0,0.037056,0.018066
BraTS2021_01482_flair_26.png,2011,1e-06,4096,nonzero,75.0,0.037295,0.018311
BraTS2021_01482_flair_31.png,2002,1e-06,4096,nonzero,76.0,0.037962,0.018555
BraTS2021_01482_flair_36.png,1968,1e-06,4096,nonzero,78.0,0.039634,0.019043
BraTS2021_01482_flair_41.png,1907,1e-06,4096,nonzero,52.0,0.027268,0.012695
BraTS2021_01482_flair_46.png,1803,1e-06,4096,nonzero,21.0,0.011647,0.005127
BraTS2021_01482_flair_6.png,1875,1e-06,4096,nonzero,19.0,0.010133,0.004639
BraTS2021_01483_flair_0.png,1294,1e-06,4096,nonzero,67.0,0.051777,0.016357
BraTS2021_01483_flair_10.png,1428,1e-06,4096,nonzero,138.0,0.096639,0.033691
BraTS2021_01483_flair_15.png,1483,1e-06,4096,nonzero,204.0,0.137559,0.049805
BraTS2021_01483_flair_20.png,1568,1e-06,4096,nonzero,192.0,0.122449,0.046875
BraTS2021_01483_flair_25.png,1619,1e-06,4096,nonzero,198.0,0.122298,0.04834
BraTS2021_01483_flair_30.png,1636,1e-06,4096,nonzero,219.0,0.133863,0.053467
BraTS2021_01483_flair_35.png,1601,1e-06,4096,nonzero,243.0,0.15178,0.059326
BraTS2021_01483_flair_40.png,1538,1e-06,4096,nonzero,251.0,0.163199,0.061279
BraTS2021_01483_flair_45.png,1444,1e-06,4096,nonzero,201.0,0.139197,0.049072
BraTS2021_01483_flair_5.png,1315,1e-06,4096,nonzero,104.0,0.079087,0.025391
BraTS2021_01483_flair_50.png,1339,1e-06,4096,nonzero,139.0,0.103809,0.033936
BraTS2021_01483_flair_55.png,1192,1e-06,4096,nonzero,16.0,0.013423,0.003906
BraTS2021_01484_flair_14.png,1821,1e-06,4096,nonzero,144.0,0.079077,0.035156
BraTS2021_01484_flair_19.png,1904,1e-06,4096,nonzero,214.0,0.112395,0.052246
BraTS2021_01484_flair_24.png,1909,1e-06,4096,nonzero,284.0,0.148769,0.069336
BraTS2021_01484_flair_29.png,1895,1e-06,4096,nonzero,303.0,0.159894,0.073975
BraTS2021_01484_flair_34.png,1856,1e-06,4096,nonzero,309.0,0.166487,0.075439
BraTS2021_01484_flair_39.png,1807,1e-06,4096,nonzero,314.0,0.173769,0.07666
BraTS2021_01484_flair_44.png,1744,1e-06,4096,nonzero,313.0,0.179472,0.076416
BraTS2021_01484_flair_49.png,1669,1e-06,4096,nonzero,301.0,0.180348,0.073486
BraTS2021_01484_flair_54.png,1553,1e-06,4096,nonzero,273.0,0.175789,0.06665
BraTS2021_01484_flair_59.png,1397,1e-06,4096,nonzero,233.0,0.166786,0.056885
BraTS2021_01484_flair_64.png,1235,1e-06,4096,nonzero,180.0,0.145749,0.043945
BraTS2021_01484_flair_69.png,1046,1e-06,4096,nonzero,122.0,0.116635,0.029785
BraTS2021_01484_flair_9.png,1729,1e-06,4096,nonzero,16.0,0.009254,0.003906
BraTS2021_01485_flair_14.png,1669,1e-06,4096,nonzero,13.0,0.007789,0.003174
BraTS2021_01485_flair_19.png,1767,1e-06,4096,nonzero,59.0,0.03339,0.014404
BraTS2021_01485_flair_24.png,1797,1e-06,4096,nonzero,102.0,0.056761,0.024902
BraTS2021_01485_flair_29.png,1793,1e-06,4096,nonzero,127.0,0.070831,0.031006
BraTS2021_01485_flair_34.png,1775,1e-06,4096,nonzero,130.0,0.073239,0.031738
BraTS2021_01485_flair_39.png,1725,1e-06,4096,nonzero,131.0,0.075942,0.031982
BraTS2021_01485_flair_44.png,1636,1e-06,4096,nonzero,104.0,0.06357,0.025391
BraTS2021_01485_flair_49.png,1530,1e-06,4096,nonzero,50.0,0.03268,0.012207
BraTS2021_01485_flair_54.png,1386,1e-06,4096,nonzero,12.0,0.008658,0.00293
BraTS2021_01486_flair_0.png,1302,1e-06,4096,nonzero,19.0,0.014593,0.004639
BraTS2021_01486_flair_10.png,1534,1e-06,4096,nonzero,91.0,0.059322,0.022217
BraTS2021_01486_flair_15.png,1630,1e-06,4096,nonzero,138.0,0.084663,0.033691
BraTS2021_01486_flair_20.png,1697,1e-06,4096,nonzero,188.0,0.110784,0.045898
BraTS2021_01486_flair_25.png,1702,1e-06,4096,nonzero,213.0,0.125147,0.052002
BraTS2021_01486_flair_30.png,1687,1e-06,4096,nonzero,254.0,0.150563,0.062012
BraTS2021_01486_flair_35.png,1676,1e-06,4096,nonzero,287.0,0.171241,0.070068
BraTS2021_01486_flair_40.png,1624,1e-06,4096,nonzero,290.0,0.178571,0.070801
BraTS2021_01486_flair_45.png,1555,1e-06,4096,nonzero,292.0,0.187781,0.071289
BraTS2021_01486_flair_5.png,1416,1e-06,4096,nonzero,48.0,0.033898,0.011719
BraTS2021_01486_flair_50.png,1444,1e-06,4096,nonzero,285.0,0.197368,0.06958
BraTS2021_01486_flair_55.png,1318,1e-06,4096,nonzero,228.0,0.172989,0.055664
BraTS2021_01486_flair_60.png,1178,1e-06,4096,nonzero,150.0,0.127334,0.036621
BraTS2021_01486_flair_65.png,1006,1e-06,4096,nonzero,106.0,0.105368,0.025879
BraTS2021_01487_flair_0.png,1253,1e-06,4096,nonzero,164.0,0.130886,0.040039
BraTS2021_01487_flair_10.png,1476,1e-06,4096,nonzero,202.0,0.136856,0.049316
BraTS2021_01487_flair_15.png,1570,1e-06,4096,nonzero,207.0,0.131847,0.050537
BraTS2021_01487_flair_20.png,1632,1e-06,4096,nonzero,200.0,0.122549,0.048828
BraTS2021_01487_flair_25.png,1680,1e-06,4096,nonzero,178.0,0.105952,0.043457
BraTS2021_01487_flair_30.png,1683,1e-06,4096,nonzero,134.0,0.07962,0.032715
BraTS2021_01487_flair_35.png,1674,1e-06,4096,nonzero,83.0,0.049582,0.020264
BraTS2021_01487_flair_40.png,1648,1e-06,4096,nonzero,52.0,0.031553,0.012695
BraTS2021_01487_flair_5.png,1413,1e-06,4096,nonzero,196.0,0.138712,0.047852
BraTS2021_01488_flair_33.png,1872,1e-06,4096,nonzero,26.0,0.013889,0.006348
BraTS2021_01488_flair_38.png,1828,1e-06,4096,nonzero,50.0,0.027352,0.012207
BraTS2021_01488_flair_43.png,1751,1e-06,4096,nonzero,60.0,0.034266,0.014648
BraTS2021_01488_flair_48.png,1657,1e-06,4096,nonzero,85.0,0.051298,0.020752
BraTS2021_01488_flair_53.png,1529,1e-06,4096,nonzero,106.0,0.069326,0.025879
BraTS2021_01488_flair_58.png,1364,1e-06,4096,nonzero,117.0,0.085777,0.028564
BraTS2021_01488_flair_63.png,1192,1e-06,4096,nonzero,140.0,0.11745,0.03418
BraTS2021_01488_flair_68.png,1021,1e-06,4096,nonzero,124.0,0.12145,0.030273
BraTS2021_01489_flair_13.png,1713,1e-06,4096,nonzero,68.0,0.039696,0.016602
BraTS2021_01489_flair_18.png,1804,1e-06,4096,nonzero,208.0,0.115299,0.050781
BraTS2021_01489_flair_23.png,1867,1e-06,4096,nonzero,316.0,0.169255,0.077148
BraTS2021_01489_flair_28.png,1881,1e-06,4096,nonzero,378.0,0.200957,0.092285
BraTS2021_01489_flair_33.png,1878,1e-06,4096,nonzero,405.0,0.215655,0.098877
BraTS2021_01489_flair_38.png,1853,1e-06,4096,nonzero,419.0,0.22612,0.102295
BraTS2021_01489_flair_43.png,1802,1e-06,4096,nonzero,408.0,0.226415,0.099609
BraTS2021_01489_flair_48.png,1728,1e-06,4096,nonzero,381.0,0.220486,0.093018
BraTS2021_01489_flair_53.png,1602,1e-06,4096,nonzero,334.0,0.208489,0.081543
BraTS2021_01489_flair_58.png,1463,1e-06,4096,nonzero,282.0,0.192755,0.068848
BraTS2021_01489_flair_63.png,1294,1e-06,4096,nonzero,198.0,0.153014,0.04834
BraTS2021_01489_flair_68.png,1109,1e-06,4096,nonzero,128.0,0.115419,0.03125
BraTS2021_01489_flair_8.png,1622,1e-06,4096,nonzero,8.0,0.004932,0.001953
BraTS2021_01490_flair_12.png,1528,1e-06,4096,nonzero,10.0,0.006545,0.002441
BraTS2021_01490_flair_17.png,1613,1e-06,4096,nonzero,23.0,0.014259,0.005615
BraTS2021_01490_flair_22.png,1666,1e-06,4096,nonzero,111.0,0.066627,0.0271
BraTS2021_01490_flair_27.png,1671,1e-06,4096,nonzero,212.0,0.12687,0.051758
BraTS2021_01490_flair_32.png,1652,1e-06,4096,nonzero,267.0,0.161622,0.065186
BraTS2021_01490_flair_37.png,1608,1e-06,4096,nonzero,282.0,0.175373,0.068848
BraTS2021_01490_flair_42.png,1524,1e-06,4096,nonzero,284.0,0.186352,0.069336
BraTS2021_01490_flair_47.png,1429,1e-06,4096,nonzero,270.0,0.188943,0.065918
BraTS2021_01490_flair_52.png,1335,1e-06,4096,nonzero,243.0,0.182022,0.059326
BraTS2021_01490_flair_57.png,1176,1e-06,4096,nonzero,188.0,0.159864,0.045898
BraTS2021_01490_flair_62.png,1030,1e-06,4096,nonzero,146.0,0.141748,0.035645
BraTS2021_01490_flair_67.png,842,1e-06,4096,nonzero,81.0,0.0962,0.019775
BraTS2021_01491_flair_17.png,1674,1e-06,4096,nonzero,15.0,0.008961,0.003662
BraTS2021_01491_flair_22.png,1720,1e-06,4096,nonzero,37.0,0.021512,0.009033
BraTS2021_01491_flair_27.png,1729,1e-06,4096,nonzero,58.0,0.033545,0.01416
BraTS2021_01491_flair_32.png,1681,1e-06,4096,nonzero,75.0,0.044616,0.018311
BraTS2021_01491_flair_37.png,1626,1e-06,4096,nonzero,73.0,0.044895,0.017822
BraTS2021_01491_flair_42.png,1532,1e-06,4096,nonzero,70.0,0.045692,0.01709
BraTS2021_01491_flair_47.png,1430,1e-06,4096,nonzero,61.0,0.042657,0.014893
BraTS2021_01491_flair_52.png,1317,1e-06,4096,nonzero,49.0,0.037206,0.011963
BraTS2021_01492_flair_32.png,1705,1e-06,4096,nonzero,20.0,0.01173,0.004883
BraTS2021_01492_flair_37.png,1668,1e-06,4096,nonzero,117.0,0.070144,0.028564
BraTS2021_01492_flair_42.png,1597,1e-06,4096,nonzero,167.0,0.104571,0.040771
BraTS2021_01492_flair_47.png,1502,1e-06,4096,nonzero,172.0,0.114514,0.041992
BraTS2021_01492_flair_52.png,1380,1e-06,4096,nonzero,159.0,0.115217,0.038818
BraTS2021_01492_flair_57.png,1236,1e-06,4096,nonzero,138.0,0.11165,0.033691
BraTS2021_01492_flair_62.png,1093,1e-06,4096,nonzero,84.0,0.076853,0.020508
BraTS2021_01492_flair_67.png,912,1e-06,4096,nonzero,50.0,0.054825,0.012207
BraTS2021_01493_flair_0.png,1649,1e-06,4096,nonzero,238.0,0.14433,0.058105
BraTS2021_01493_flair_10.png,1837,1e-06,4096,nonzero,183.0,0.099619,0.044678
BraTS2021_01493_flair_15.png,1895,1e-06,4096,nonzero,113.0,0.059631,0.027588
BraTS2021_01493_flair_20.png,1918,1e-06,4096,nonzero,35.0,0.018248,0.008545
BraTS2021_01493_flair_5.png,1760,1e-06,4096,nonzero,218.0,0.123864,0.053223
BraTS2021_01494_flair_0.png,1254,1e-06,4096,nonzero,156.0,0.124402,0.038086
BraTS2021_01494_flair_10.png,1388,1e-06,4096,nonzero,242.0,0.174352,0.059082
BraTS2021_01494_flair_15.png,1456,1e-06,4096,nonzero,275.0,0.188874,0.067139
BraTS2021_01494_flair_20.png,1515,1e-06,4096,nonzero,315.0,0.207921,0.076904
BraTS2021_01494_flair_25.png,1597,1e-06,4096,nonzero,322.0,0.201628,0.078613
BraTS2021_01494_flair_30.png,1610,1e-06,4096,nonzero,320.0,0.198758,0.078125
BraTS2021_01494_flair_35.png,1612,1e-06,4096,nonzero,361.0,0.223945,0.088135
BraTS2021_01494_flair_40.png,1590,1e-06,4096,nonzero,341.0,0.214465,0.083252
BraTS2021_01494_flair_45.png,1558,1e-06,4096,nonzero,327.0,0.209884,0.079834
BraTS2021_01494_flair_5.png,1309,1e-06,4096,nonzero,209.0,0.159664,0.051025
BraTS2021_01494_flair_50.png,1495,1e-06,4096,nonzero,257.0,0.171906,0.062744
BraTS2021_01494_flair_55.png,1371,1e-06,4096,nonzero,199.0,0.14515,0.048584
BraTS2021_01494_flair_60.png,1225,1e-06,4096,nonzero,121.0,0.098776,0.029541
BraTS2021_01495_flair_13.png,1712,1e-06,4096,nonzero,80.0,0.046729,0.019531
BraTS2021_01495_flair_18.png,1753,1e-06,4096,nonzero,150.0,0.085568,0.036621
BraTS2021_01495_flair_23.png,1764,1e-06,4096,nonzero,247.0,0.140023,0.060303
BraTS2021_01495_flair_28.png,1745,1e-06,4096,nonzero,316.0,0.181089,0.077148
BraTS2021_01495_flair_3.png,1568,1e-06,4096,nonzero,12.0,0.007653,0.00293
BraTS2021_01495_flair_33.png,1710,1e-06,4096,nonzero,369.0,0.215789,0.090088
BraTS2021_01495_flair_38.png,1660,1e-06,4096,nonzero,460.0,0.277108,0.112305
BraTS2021_01495_flair_43.png,1566,1e-06,4096,nonzero,460.0,0.293742,0.112305
BraTS2021_01495_flair_48.png,1458,1e-06,4096,nonzero,431.0,0.29561,0.105225
BraTS2021_01495_flair_53.png,1326,1e-06,4096,nonzero,389.0,0.293363,0.094971
BraTS2021_01495_flair_58.png,1172,1e-06,4096,nonzero,306.0,0.261092,0.074707
BraTS2021_01495_flair_63.png,1016,1e-06,4096,nonzero,260.0,0.255906,0.063477
BraTS2021_01495_flair_68.png,819,1e-06,4096,nonzero,195.0,0.238095,0.047607
BraTS2021_01495_flair_8.png,1639,1e-06,4096,nonzero,34.0,0.020744,0.008301
BraTS2021_01496_flair_0.png,1524,1e-06,4096,nonzero,173.0,0.113517,0.042236
BraTS2021_01496_flair_10.png,1696,1e-06,4096,nonzero,264.0,0.15566,0.064453
BraTS2021_01496_flair_15.png,1778,1e-06,4096,nonzero,291.0,0.163667,0.071045
BraTS2021_01496_flair_20.png,1831,1e-06,4096,nonzero,293.0,0.160022,0.071533
BraTS2021_01496_flair_25.png,1879,1e-06,4096,nonzero,304.0,0.161788,0.074219
BraTS2021_01496_flair_30.png,1853,1e-06,4096,nonzero,372.0,0.200756,0.09082
BraTS2021_01496_flair_35.png,1796,1e-06,4096,nonzero,408.0,0.227171,0.099609
