filename,area_ratio_ham
ISIC_0024547.jpg,0.342041
ISIC_0024550.jpg,0.468750
ISIC_0024552.jpg,0.483398
ISIC_0024553.jpg,0.372559
ISIC_0024554.jpg,0.479736
ISIC_0024562.jpg,0.187012
ISIC_0024564.jpg,0.128662
ISIC_0024571.jpg,0.550049
ISIC_0024572.jpg,0.058105
ISIC_0024573.jpg,0.106934
ISIC_0024575.jpg,0.167236
ISIC_0024579.jpg,0.315918
ISIC_0024581.jpg,0.776611
ISIC_0024582.jpg,0.143555
ISIC_0024586.jpg,0.047607
ISIC_0024590.jpg,0.217285
ISIC_0024592.jpg,0.741455
ISIC_0024595.jpg,0.148438
ISIC_0024602.jpg,0.028076
ISIC_0024612.jpg,0.066650
ISIC_0024623.jpg,0.562012
ISIC_0024624.jpg,0.076904
ISIC_0024626.jpg,0.142090
ISIC_0024630.jpg,0.368408
ISIC_0024632.jpg,0.133545
ISIC_0024634.jpg,0.070312
ISIC_0024635.jpg,0.192627
ISIC_0024640.jpg,0.579590
ISIC_0024643.jpg,0.212646
ISIC_0024644.jpg,0.708496
ISIC_0024646.jpg,0.264160
ISIC_0024647.jpg,0.691162
ISIC_0024652.jpg,0.427246
ISIC_0024654.jpg,0.031250
ISIC_0024662.jpg,0.447510
ISIC_0024665.jpg,0.133789
ISIC_0024666.jpg,0.131104
ISIC_0024669.jpg,0.025635
ISIC_0024672.jpg,0.247314
ISIC_0024673.jpg,0.203369
ISIC_0024675.jpg,0.008301
ISIC_0024676.jpg,0.276855
ISIC_0024679.jpg,0.344238
ISIC_0024688.jpg,0.255371
ISIC_0024696.jpg,0.213623
ISIC_0024700.jpg,0.503174
ISIC_0024701.jpg,0.412109
ISIC_0024702.jpg,0.339355
ISIC_0024705.jpg,0.421631
ISIC_0024706.jpg,0.118652
ISIC_0024707.jpg,0.205322
ISIC_0024708.jpg,0.247559
ISIC_0024709.jpg,0.393066
ISIC_0024710.jpg,0.592773
ISIC_0024711.jpg,0.171875
ISIC_0024726.jpg,0.157959
ISIC_0024729.jpg,0.145996
ISIC_0024732.jpg,0.245117
ISIC_0024733.jpg,0.322021
ISIC_0024739.jpg,0.606201
ISIC_0024740.jpg,0.099365
ISIC_0024741.jpg,0.251465
ISIC_0024743.jpg,0.330811
ISIC_0024747.jpg,0.078369
ISIC_0024748.jpg,0.142090
ISIC_0024756.jpg,0.224121
ISIC_0024758.jpg,0.087891
ISIC_0024760.jpg,0.141846
ISIC_0024761.jpg,0.153809
ISIC_0024763.jpg,0.514648
ISIC_0024767.jpg,0.117188
ISIC_0024770.jpg,0.097900
ISIC_0024771.jpg,0.420898
ISIC_0024772.jpg,0.156738
ISIC_0024773.jpg,0.473633
ISIC_0024774.jpg,0.294922
ISIC_0024782.jpg,0.057129
ISIC_0024786.jpg,0.381592
ISIC_0024787.jpg,0.392822
ISIC_0024792.jpg,0.380615
ISIC_0024795.jpg,0.302734
ISIC_0024799.jpg,0.155518
ISIC_0024800.jpg,0.130859
ISIC_0024805.jpg,0.294434
ISIC_0024806.jpg,0.493652
ISIC_0024814.jpg,0.279297
ISIC_0024823.jpg,0.443848
ISIC_0024825.jpg,0.246826
ISIC_0024829.jpg,0.114014
ISIC_0024832.jpg,0.084717
ISIC_0024833.jpg,0.124512
ISIC_0024839.jpg,0.156494
ISIC_0024843.jpg,0.446533
ISIC_0024845.jpg,0.166260
ISIC_0024848.jpg,0.453613
ISIC_0024850.jpg,0.225586
ISIC_0024851.jpg,0.734375
ISIC_0024853.jpg,0.408447
ISIC_0024864.jpg,0.468018
ISIC_0024865.jpg,0.099609
ISIC_0024867.jpg,0.074219
ISIC_0024871.jpg,0.170898
ISIC_0024875.jpg,0.159424
ISIC_0024877.jpg,0.224854
ISIC_0024880.jpg,0.204346
ISIC_0024881.jpg,0.093018
ISIC_0024883.jpg,0.017334
ISIC_0024885.jpg,0.276123
ISIC_0024886.jpg,0.138672
ISIC_0024890.jpg,0.152832
ISIC_0024893.jpg,0.310303
ISIC_0024897.jpg,0.107666
ISIC_0024898.jpg,0.386719
ISIC_0024900.jpg,0.286133
ISIC_0024904.jpg,0.090332
ISIC_0024909.jpg,0.155518
ISIC_0024910.jpg,0.517090
ISIC_0024911.jpg,0.023926
ISIC_0024913.jpg,0.200928
ISIC_0024915.jpg,0.018311
ISIC_0024918.jpg,0.114746
ISIC_0024923.jpg,0.472656
ISIC_0024925.jpg,0.216553
ISIC_0024929.jpg,0.675781
ISIC_0024930.jpg,0.370850
ISIC_0024931.jpg,0.143555
ISIC_0024932.jpg,0.106445
ISIC_0024940.jpg,0.402344
ISIC_0024943.jpg,0.083740
ISIC_0024946.jpg,0.150391
ISIC_0024947.jpg,0.016357
ISIC_0024948.jpg,0.177490
ISIC_0024949.jpg,0.420166
ISIC_0024951.jpg,0.179688
ISIC_0024952.jpg,0.268311
ISIC_0024958.jpg,0.333252
ISIC_0024961.jpg,0.666748
ISIC_0024962.jpg,0.431641
ISIC_0024967.jpg,0.214111
ISIC_0024970.jpg,0.250732
ISIC_0024971.jpg,0.161377
ISIC_0024972.jpg,0.017090
ISIC_0024973.jpg,0.232666
ISIC_0024981.jpg,0.069824
ISIC_0024982.jpg,0.616699
ISIC_0024984.jpg,0.075684
ISIC_0024987.jpg,0.343018
ISIC_0024994.jpg,0.341553
ISIC_0024997.jpg,0.346680
ISIC_0024999.jpg,0.604736
ISIC_0025005.jpg,0.408203
ISIC_0025016.jpg,0.064453
ISIC_0025018.jpg,0.045410
ISIC_0025019.jpg,0.328369
ISIC_0025029.jpg,0.384277
ISIC_0025030.jpg,0.119873
ISIC_0025031.jpg,0.122559
ISIC_0025032.jpg,0.371582
ISIC_0025033.jpg,0.067139
ISIC_0025035.jpg,0.114990
ISIC_0025038.jpg,0.112793
ISIC_0025040.jpg,0.017090
ISIC_0025046.jpg,0.200439
ISIC_0025063.jpg,0.105469
ISIC_0025064.jpg,0.034912
ISIC_0025066.jpg,0.262451
ISIC_0025068.jpg,0.308594
ISIC_0025069.jpg,0.233398
ISIC_0025075.jpg,0.226318
ISIC_0025076.jpg,0.058350
ISIC_0025081.jpg,0.076172
ISIC_0025083.jpg,0.143799
ISIC_0025085.jpg,0.088867
ISIC_0025086.jpg,0.280762
ISIC_0025089.jpg,0.341309
ISIC_0025097.jpg,0.832031
ISIC_0025099.jpg,0.139893
ISIC_0025102.jpg,0.333008
ISIC_0025103.jpg,0.537354
ISIC_0025105.jpg,0.627441
ISIC_0025113.jpg,0.464355
ISIC_0025121.jpg,0.817871
ISIC_0025127.jpg,0.113770
ISIC_0025128.jpg,0.048828
ISIC_0025130.jpg,0.274902
ISIC_0025131.jpg,0.572754
ISIC_0025132.jpg,0.250732
ISIC_0025136.jpg,0.808838
ISIC_0025140.jpg,0.195557
ISIC_0025144.jpg,0.243164
ISIC_0025145.jpg,0.842041
ISIC_0025153.jpg,0.244141
ISIC_0025154.jpg,0.136719
ISIC_0025155.jpg,0.040527
ISIC_0025157.jpg,0.079346
ISIC_0025178.jpg,0.248291
ISIC_0025180.jpg,0.277344
ISIC_0025182.jpg,0.267090
ISIC_0025188.jpg,0.428955
ISIC_0025195.jpg,0.133545
ISIC_0025196.jpg,0.588379
ISIC_0025197.jpg,0.069580
ISIC_0025199.jpg,0.195312
ISIC_0025209.jpg,0.240723
ISIC_0025219.jpg,0.208740
ISIC_0025222.jpg,0.345703
ISIC_0025223.jpg,0.338379
ISIC_0025234.jpg,0.396240
ISIC_0025235.jpg,0.294434
ISIC_0025238.jpg,0.143311
ISIC_0025244.jpg,0.115479
ISIC_0025247.jpg,0.470215
ISIC_0025248.jpg,0.522461
ISIC_0025249.jpg,0.146484
ISIC_0025250.jpg,0.034668
ISIC_0025260.jpg,0.103271
ISIC_0025264.jpg,0.417480
ISIC_0025265.jpg,0.032715
ISIC_0025266.jpg,0.054199
ISIC_0025268.jpg,0.578857
ISIC_0025275.jpg,0.136719
ISIC_0025276.jpg,0.152344
ISIC_0025277.jpg,0.191650
ISIC_0025285.jpg,0.424072
ISIC_0025286.jpg,0.176514
ISIC_0025292.jpg,0.179688
ISIC_0025297.jpg,0.687500
ISIC_0025299.jpg,0.323242
ISIC_0025301.jpg,0.315918
ISIC_0025302.jpg,0.234131
ISIC_0025303.jpg,0.051514
ISIC_0025312.jpg,0.146484
ISIC_0025313.jpg,0.253906
ISIC_0025314.jpg,0.541504
ISIC_0025316.jpg,0.099121
ISIC_0025317.jpg,0.622314
ISIC_0025319.jpg,0.614990
ISIC_0025321.jpg,0.022217
ISIC_0025322.jpg,0.176025
ISIC_0025324.jpg,0.275635
ISIC_0025326.jpg,0.208252
ISIC_0025330.jpg,0.160156
ISIC_0025331.jpg,0.171143
ISIC_0025337.jpg,0.469482
ISIC_0025339.jpg,0.136719
ISIC_0025345.jpg,0.229004
ISIC_0025350.jpg,0.447510
ISIC_0025351.jpg,0.492920
ISIC_0025358.jpg,0.213135
ISIC_0025362.jpg,0.427490
ISIC_0025363.jpg,0.108154
ISIC_0025366.jpg,0.201172
ISIC_0025368.jpg,0.174805
ISIC_0025373.jpg,0.263672
ISIC_0025374.jpg,0.388916
ISIC_0025376.jpg,0.030273
ISIC_0025378.jpg,0.029053
ISIC_0025383.jpg,0.354248
ISIC_0025387.jpg,0.297119
ISIC_0025388.jpg,0.130859
ISIC_0025389.jpg,0.293213
ISIC_0025391.jpg,0.483887
ISIC_0025392.jpg,0.201904
ISIC_0025394.jpg,0.337402
ISIC_0025409.jpg,0.141846
ISIC_0025411.jpg,0.388184
ISIC_0025413.jpg,0.450195
ISIC_0025414.jpg,0.753174
ISIC_0025417.jpg,0.023926
ISIC_0025419.jpg,0.044434
ISIC_0025425.jpg,0.053711
ISIC_0025427.jpg,0.529785
ISIC_0025431.jpg,0.232666
ISIC_0025433.jpg,0.227295
ISIC_0025434.jpg,0.853271
ISIC_0025439.jpg,0.525879
ISIC_0025450.jpg,0.276855
ISIC_0025451.jpg,0.155273
ISIC_0025452.jpg,0.062988
ISIC_0025454.jpg,0.641113
ISIC_0025465.jpg,0.039062
ISIC_0025466.jpg,0.058350
ISIC_0025467.jpg,0.814453
ISIC_0025470.jpg,0.341064
ISIC_0025471.jpg,0.310303
ISIC_0025472.jpg,0.722412
ISIC_0025484.jpg,0.413574
ISIC_0025485.jpg,0.521484
ISIC_0025489.jpg,0.204834
ISIC_0025500.jpg,0.451660
ISIC_0025504.jpg,0.284424
ISIC_0025507.jpg,0.587891
ISIC_0025509.jpg,0.216309
ISIC_0025510.jpg,0.044434
ISIC_0025512.jpg,0.609619
ISIC_0025513.jpg,0.053223
ISIC_0025515.jpg,0.200928
ISIC_0025519.jpg,0.312256
ISIC_0025520.jpg,0.517334
ISIC_0025524.jpg,0.879639
ISIC_0025526.jpg,0.011475
ISIC_0025529.jpg,0.385742
ISIC_0025530.jpg,0.251465
ISIC_0025531.jpg,0.239990
ISIC_0025539.jpg,0.208008
ISIC_0025543.jpg,0.830322
ISIC_0025546.jpg,0.222168
ISIC_0025548.jpg,0.189941
ISIC_0025550.jpg,0.076904
ISIC_0025554.jpg,0.036865
ISIC_0025557.jpg,0.088867
ISIC_0025564.jpg,0.227295
ISIC_0025567.jpg,0.302490
ISIC_0025573.jpg,0.367432
ISIC_0025575.jpg,0.267578
ISIC_0025576.jpg,0.273682
ISIC_0025577.jpg,0.464355
ISIC_0025578.jpg,0.041748
ISIC_0025583.jpg,0.312256
ISIC_0025584.jpg,0.210449
ISIC_0025589.jpg,0.055908
ISIC_0025592.jpg,0.024414
ISIC_0025594.jpg,0.328613
ISIC_0025596.jpg,0.057617
ISIC_0025599.jpg,0.082275
ISIC_0025600.jpg,0.104248
ISIC_0025601.jpg,0.311523
ISIC_0025603.jpg,0.268555
ISIC_0025605.jpg,0.195312
ISIC_0025606.jpg,0.125488
ISIC_0025611.jpg,0.151611
ISIC_0025612.jpg,0.043457
ISIC_0025616.jpg,0.405029
ISIC_0025617.jpg,0.649902
ISIC_0025622.jpg,0.083984
ISIC_0025623.jpg,0.562500
ISIC_0025627.jpg,0.504639
ISIC_0025628.jpg,0.068604
ISIC_0025630.jpg,0.123779
ISIC_0025637.jpg,0.274414
ISIC_0025642.jpg,0.181152
ISIC_0025644.jpg,0.169922
ISIC_0025650.jpg,0.407715
ISIC_0025651.jpg,0.245850
ISIC_0025654.jpg,0.631104
ISIC_0025656.jpg,0.231201
ISIC_0025659.jpg,0.703125
ISIC_0025661.jpg,0.080078
ISIC_0025663.jpg,0.324707
ISIC_0025668.jpg,0.243652
ISIC_0025674.jpg,0.327881
ISIC_0025677.jpg,0.072510
ISIC_0025680.jpg,0.087891
ISIC_0025691.jpg,0.023682
ISIC_0025693.jpg,0.249512
ISIC_0025696.jpg,0.574951
ISIC_0025699.jpg,0.414551
ISIC_0025700.jpg,0.055908
ISIC_0025703.jpg,0.430176
ISIC_0025707.jpg,0.063721
ISIC_0025708.jpg,0.348145
ISIC_0025709.jpg,0.349609
ISIC_0025710.jpg,0.745850
ISIC_0025711.jpg,0.551025
ISIC_0025712.jpg,0.211182
ISIC_0025716.jpg,0.556885
ISIC_0025718.jpg,0.077881
ISIC_0025719.jpg,0.320801
ISIC_0025724.jpg,0.075928
ISIC_0025731.jpg,0.708008
ISIC_0025732.jpg,0.333740
ISIC_0025743.jpg,0.274658
ISIC_0025744.jpg,0.241943
ISIC_0025746.jpg,0.106201
ISIC_0025748.jpg,0.281006
ISIC_0025751.jpg,0.155029
ISIC_0025752.jpg,0.424805
ISIC_0025753.jpg,0.027344
ISIC_0025755.jpg,0.285889
ISIC_0025758.jpg,0.189941
ISIC_0025766.jpg,0.247070
ISIC_0025767.jpg,0.058350
ISIC_0025771.jpg,0.295166
ISIC_0025777.jpg,0.173340
ISIC_0025780.jpg,0.665039
ISIC_0025781.jpg,0.461914
ISIC_0025783.jpg,0.344482
ISIC_0025790.jpg,0.506592
ISIC_0025791.jpg,0.057373
ISIC_0025793.jpg,0.062500
ISIC_0025799.jpg,0.321777
ISIC_0025800.jpg,0.608887
ISIC_0025803.jpg,0.569336
ISIC_0025804.jpg,0.426025
ISIC_0025805.jpg,0.208496
ISIC_0025807.jpg,0.028076
ISIC_0025808.jpg,0.122314
ISIC_0025810.jpg,0.401367
ISIC_0025811.jpg,0.477295
ISIC_0025814.jpg,0.444336
ISIC_0025818.jpg,0.227539
ISIC_0025819.jpg,0.195801
ISIC_0025824.jpg,0.100342
ISIC_0025825.jpg,0.773438
ISIC_0025826.jpg,0.149170
ISIC_0025830.jpg,0.339600
ISIC_0025831.jpg,0.270752
ISIC_0025832.jpg,0.355225
ISIC_0025835.jpg,0.140869
ISIC_0025837.jpg,0.079102
ISIC_0025838.jpg,0.554688
ISIC_0025842.jpg,0.417969
ISIC_0025851.jpg,0.621094
ISIC_0025856.jpg,0.068359
ISIC_0025867.jpg,0.707764
ISIC_0025873.jpg,0.110107
ISIC_0025874.jpg,0.510254
ISIC_0025876.jpg,0.334229
ISIC_0025879.jpg,0.332031
ISIC_0025883.jpg,0.309082
ISIC_0025885.jpg,0.446045
ISIC_0025891.jpg,0.060791
ISIC_0025903.jpg,0.251221
ISIC_0025904.jpg,0.196533
ISIC_0025906.jpg,0.191162
ISIC_0025911.jpg,0.404297
ISIC_0025915.jpg,0.012451
ISIC_0025924.jpg,0.110107
ISIC_0025927.jpg,0.857422
ISIC_0025928.jpg,0.352051
ISIC_0025932.jpg,0.250244
ISIC_0025937.jpg,0.091797
ISIC_0025939.jpg,0.292480
ISIC_0025940.jpg,0.252930
ISIC_0025941.jpg,0.188965
ISIC_0025948.jpg,0.371094
ISIC_0025953.jpg,0.893799
ISIC_0025954.jpg,0.104004
ISIC_0025955.jpg,0.057129
ISIC_0025957.jpg,0.272461
ISIC_0025963.jpg,0.824463
ISIC_0025964.jpg,0.020264
ISIC_0025971.jpg,0.233643
ISIC_0025973.jpg,0.499023
ISIC_0025975.jpg,0.169922
ISIC_0025980.jpg,0.288818
ISIC_0025982.jpg,0.545654
ISIC_0025984.jpg,0.016602
ISIC_0025985.jpg,0.223633
ISIC_0025986.jpg,0.279297
ISIC_0025987.jpg,0.199707
ISIC_0025992.jpg,0.724121
ISIC_0025996.jpg,0.585449
ISIC_0026009.jpg,0.150146
ISIC_0026014.jpg,0.609131
ISIC_0026015.jpg,0.738770
ISIC_0026016.jpg,0.117432
ISIC_0026018.jpg,0.411621
ISIC_0026040.jpg,0.179443
ISIC_0026042.jpg,1.000000
ISIC_0026044.jpg,0.116943
ISIC_0026045.jpg,0.555664
ISIC_0026046.jpg,0.446533
ISIC_0026056.jpg,0.638672
ISIC_0026060.jpg,0.330078
ISIC_0026068.jpg,0.055908
ISIC_0026069.jpg,0.206055
ISIC_0026070.jpg,0.456055
ISIC_0026072.jpg,0.302246
ISIC_0026074.jpg,0.027344
ISIC_0026081.jpg,0.347168
ISIC_0026083.jpg,0.333984
ISIC_0026085.jpg,0.646240
ISIC_0026086.jpg,0.621826
ISIC_0026089.jpg,0.386963
ISIC_0026090.jpg,0.502441
ISIC_0026091.jpg,0.424072
ISIC_0026092.jpg,0.103027
ISIC_0026094.jpg,0.167236
ISIC_0026100.jpg,0.468506
ISIC_0026104.jpg,0.151855
ISIC_0026105.jpg,0.246826
ISIC_0026107.jpg,0.474854
ISIC_0026113.jpg,0.166504
ISIC_0026115.jpg,0.209717
ISIC_0026117.jpg,0.187256
ISIC_0026118.jpg,0.643555
ISIC_0026120.jpg,0.375977
ISIC_0026131.jpg,0.445312
ISIC_0026132.jpg,0.199463
ISIC_0026135.jpg,0.342529
ISIC_0026138.jpg,0.399414
ISIC_0026139.jpg,0.554932
ISIC_0026142.jpg,0.268066
ISIC_0026149.jpg,0.465820
ISIC_0026150.jpg,0.073242
ISIC_0026152.jpg,0.513428
ISIC_0026153.jpg,0.045166
ISIC_0026154.jpg,0.156494
ISIC_0026156.jpg,0.455078
ISIC_0026158.jpg,0.342285
ISIC_0026159.jpg,0.257324
ISIC_0026163.jpg,0.106689
ISIC_0026167.jpg,0.384277
ISIC_0026171.jpg,0.502930
ISIC_0026174.jpg,0.045898
ISIC_0026178.jpg,0.365723
ISIC_0026188.jpg,0.557129
ISIC_0026192.jpg,0.218262
ISIC_0026194.jpg,0.158203
ISIC_0026203.jpg,0.104736
ISIC_0026205.jpg,0.480713
ISIC_0026206.jpg,0.159912
ISIC_0026207.jpg,0.235840
ISIC_0026212.jpg,0.305420
ISIC_0026213.jpg,0.285889
ISIC_0026219.jpg,0.118896
ISIC_0026229.jpg,0.453857
ISIC_0026230.jpg,0.101318
ISIC_0026236.jpg,0.013916
ISIC_0026239.jpg,0.351074
ISIC_0026245.jpg,0.693115
ISIC_0026247.jpg,0.017334
ISIC_0026248.jpg,0.273438
ISIC_0026249.jpg,0.598633
ISIC_0026254.jpg,0.271729
ISIC_0026258.jpg,0.140137
ISIC_0026262.jpg,0.148682
ISIC_0026263.jpg,0.424072
ISIC_0026265.jpg,0.631104
ISIC_0026266.jpg,0.157471
ISIC_0026268.jpg,0.766602
ISIC_0026273.jpg,0.124756
ISIC_0026275.jpg,0.008789
ISIC_0026276.jpg,0.539795
ISIC_0026277.jpg,0.354004
ISIC_0026280.jpg,0.417969
ISIC_0026281.jpg,0.068359
ISIC_0026282.jpg,0.034180
ISIC_0026286.jpg,0.090332
ISIC_0026290.jpg,0.533936
ISIC_0026291.jpg,0.572510
ISIC_0026296.jpg,0.012939
ISIC_0026298.jpg,0.431396
ISIC_0026301.jpg,0.183350
ISIC_0026311.jpg,0.225830
ISIC_0026313.jpg,0.082520
ISIC_0026314.jpg,0.014648
ISIC_0026316.jpg,0.285889
ISIC_0026319.jpg,0.772705
ISIC_0026321.jpg,0.936279
ISIC_0026324.jpg,0.161377
ISIC_0026327.jpg,0.487061
ISIC_0026335.jpg,0.142334
ISIC_0026336.jpg,0.055176
ISIC_0026337.jpg,0.643066
ISIC_0026343.jpg,0.044434
ISIC_0026349.jpg,0.500000
ISIC_0026350.jpg,0.470215
ISIC_0026351.jpg,0.112793
ISIC_0026352.jpg,0.298340
ISIC_0026360.jpg,0.095215
ISIC_0026362.jpg,0.287842
ISIC_0026365.jpg,0.051758
ISIC_0026369.jpg,0.377197
ISIC_0026378.jpg,0.934814
ISIC_0026388.jpg,0.452148
ISIC_0026393.jpg,0.038086
ISIC_0026395.jpg,0.034912
ISIC_0026409.jpg,0.483643
ISIC_0026411.jpg,0.165039
ISIC_0026416.jpg,0.318115
ISIC_0026417.jpg,0.135498
ISIC_0026420.jpg,0.548584
ISIC_0026422.jpg,0.140137
ISIC_0026430.jpg,0.712402
ISIC_0026433.jpg,0.153320
ISIC_0026438.jpg,0.500732
ISIC_0026439.jpg,0.691406
ISIC_0026441.jpg,0.655518
ISIC_0026442.jpg,0.401367
ISIC_0026443.jpg,0.282227
ISIC_0026444.jpg,0.494629
ISIC_0026446.jpg,0.297607
ISIC_0026453.jpg,0.179443
ISIC_0026456.jpg,0.253662
ISIC_0026457.jpg,0.438477
ISIC_0026458.jpg,0.517334
ISIC_0026466.jpg,0.253174
ISIC_0026467.jpg,0.060547
ISIC_0026468.jpg,0.372559
ISIC_0026471.jpg,0.374756
ISIC_0026473.jpg,0.474854
ISIC_0026475.jpg,0.159180
ISIC_0026477.jpg,0.101807
ISIC_0026481.jpg,0.360107
ISIC_0026489.jpg,0.538330
ISIC_0026490.jpg,0.124268
ISIC_0026492.jpg,0.400146
ISIC_0026493.jpg,0.204346
ISIC_0026496.jpg,0.341553
ISIC_0026500.jpg,0.668945
ISIC_0026506.jpg,0.141113
ISIC_0026511.jpg,0.356201
ISIC_0026514.jpg,0.696045
ISIC_0026516.jpg,0.030029
ISIC_0026522.jpg,0.853027
ISIC_0026523.jpg,0.814209
ISIC_0026524.jpg,0.045898
ISIC_0026525.jpg,0.827393
ISIC_0026526.jpg,0.353760
ISIC_0026528.jpg,0.407959
ISIC_0026530.jpg,0.242432
ISIC_0026531.jpg,0.569824
ISIC_0026532.jpg,0.340820
ISIC_0026538.jpg,0.386230
ISIC_0026539.jpg,0.113281
ISIC_0026545.jpg,0.397705
ISIC_0026549.jpg,0.132568
ISIC_0026553.jpg,0.151123
ISIC_0026556.jpg,0.927734
ISIC_0026558.jpg,0.126709
ISIC_0026566.jpg,0.235596
ISIC_0026567.jpg,0.124756
ISIC_0026571.jpg,0.678467
ISIC_0026574.jpg,0.669189
ISIC_0026575.jpg,0.069580
ISIC_0026576.jpg,0.515869
ISIC_0026586.jpg,0.259521
ISIC_0026590.jpg,0.309082
ISIC_0026593.jpg,0.291992
ISIC_0026596.jpg,0.240479
ISIC_0026604.jpg,0.289062
ISIC_0026606.jpg,0.113525
ISIC_0026607.jpg,0.154053
ISIC_0026614.jpg,0.615234
ISIC_0026622.jpg,0.408936
ISIC_0026623.jpg,0.765137
ISIC_0026625.jpg,0.737793
ISIC_0026626.jpg,0.831787
ISIC_0026629.jpg,0.278320
ISIC_0026631.jpg,0.844727
ISIC_0026634.jpg,0.825684
ISIC_0026637.jpg,0.088867
ISIC_0026643.jpg,0.327148
ISIC_0026644.jpg,0.176025
ISIC_0026645.jpg,0.227295
ISIC_0026647.jpg,0.620361
ISIC_0026650.jpg,0.698486
ISIC_0026652.jpg,0.451416
ISIC_0026656.jpg,0.392822
ISIC_0026661.jpg,0.940186
ISIC_0026663.jpg,0.358887
ISIC_0026664.jpg,0.174316
ISIC_0026668.jpg,0.521240
ISIC_0026675.jpg,0.256836
ISIC_0026679.jpg,0.507324
ISIC_0026687.jpg,0.857178
ISIC_0026690.jpg,0.500977
ISIC_0026693.jpg,0.063477
ISIC_0026694.jpg,0.299561
ISIC_0026697.jpg,0.750488
ISIC_0026702.jpg,0.962891
ISIC_0026704.jpg,0.501465
ISIC_0026709.jpg,0.475342
ISIC_0026713.jpg,0.042236
ISIC_0026714.jpg,0.167480
ISIC_0026716.jpg,0.194336
ISIC_0026717.jpg,0.248779
ISIC_0026720.jpg,0.585693
ISIC_0026728.jpg,0.166992
ISIC_0026729.jpg,0.471680
ISIC_0026735.jpg,0.834961
ISIC_0026737.jpg,0.399170
ISIC_0026738.jpg,0.671143
ISIC_0026744.jpg,0.438232
ISIC_0026745.jpg,0.365723
ISIC_0026746.jpg,0.170898
ISIC_0026754.jpg,0.688477
ISIC_0026760.jpg,0.208740
ISIC_0026765.jpg,0.220215
ISIC_0026766.jpg,0.047852
ISIC_0026769.jpg,0.267090
ISIC_0026770.jpg,0.625244
ISIC_0026774.jpg,0.265137
ISIC_0026775.jpg,0.345703
ISIC_0026783.jpg,0.327393
ISIC_0026787.jpg,0.133301
ISIC_0026789.jpg,0.461182
ISIC_0026790.jpg,0.332764
ISIC_0026794.jpg,0.110596
ISIC_0026796.jpg,0.265625
